"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Total storage roots yield computation tons per ha|CO_331:0000296","Commercial storage root yield tons per ha|CO_331:0000809","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in kg per plot|CO_331:0000683","Harvest index computing percent|CO_331:0000302","Storage root dry matter content computing percent|CO_331:0000297","Survival index computing percent|CO_331:0000301","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Percentage of commercial storage root|CO_331:0000682","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00011","","","","25","20","1","2","2","6.8","16","14","11","2","24","1.5","4","3","5","4.92","2","3.5","5.185185185","2.962962963","10.07407407","10.3","33.98058252","","64","35","0.181818182","0.0625","0.1","2.1875","1.4","0.6875","0.44","0.21875","0.14","31.42857143","","4.62962963","8.101851852","","","15.25925926","0.425","0.272","15.74074074","23.84259259"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00012","","","","25","19","4","4","4","20","19","19","40","3","37","0.5","5","5","5","7.23","2","3.5","5.185185185","4.444444444","29.62962963","23.5","14.89361702","30","76","77","0.075","0.013513514","0.045454545","4.052631579","3.08","2.105263158","1.6","0.184210526","0.14","51.94805195","1.05","5.847953216","6.822612086","1.555555556","2.046783626","34.81481481","1.052631579","0.8","38.98635478","45.80896686"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00013","","","","25","25","3","3","2","7.8","21","19","23","5.5","21","1.5","4","4","5","6.12","2","7","10.37037037","8.148148148","11.55555556","14.8","47.2972973","30","84","44","0.239130435","0.071428571","0.159090909","2.095238095","1.76","1.095238095","0.92","0.333333333","0.28","52.27272727","2.1","9.700176367","12.34567901","3.111111111","3.703703704","21.92592593","0.371428571","0.312","13.75661376","26.10229277"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00014","","","","25","21","2","1","6","17","15","15","35","7","15","1.5","4","4","5","7.23","3","8.5","12.59259259","10.37037037","25.18518519","25.5","33.33333333","28","60","50","0.2","0.1","0.17","3.333333333","2","2.333333333","1.4","0.566666667","0.34","70","2.38","17.28395062","20.98765432","3.525925926","5.87654321","37.77777778","1.133333333","0.68","41.97530864","62.96296296"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00015","","","","25","21","2","1","4","4","18","18","28","7","19","1.5","4","4","5","7.23","5","8.5","12.59259259","10.37037037","5.925925926","12.5","68","34","72","47","0.25","0.078947368","0.180851064","2.611111111","1.88","1.555555556","1.12","0.472222222","0.34","59.57446809","2.89","14.40329218","17.48971193","4.281481481","5.946502058","18.51851852","0.222222222","0.16","8.230452675","25.72016461"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00016","","","","25","21","1","1","5","21.9","19","19","41","7","38","1.5","3","2","5","3.03","3","8.5","12.59259259","10.37037037","32.44444444","30.4","27.96052632","32","76","79","0.170731707","0.039473684","0.107594937","4.157894737","3.16","2.157894737","1.64","0.447368421","0.34","51.89873418","2.72","13.64522417","16.56920078","4.02962963","5.30214425","45.03703704","1.152631579","0.876","42.69005848","59.25925926"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00017","","","","25","21","4","1","3","6.8","21","21","30","10.5","21","2","5","5","5","7.76","2","12.5","18.51851852","15.55555556","10.07407407","19.3","64.76683938","30","84","51","0.35","0.095238095","0.245098039","2.428571429","2.04","1.428571429","1.2","0.595238095","0.5","58.82352941","3.75","18.51851852","22.04585538","5.555555556","6.613756614","28.59259259","0.323809524","0.272","11.99294533","34.03880071"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00018","","","","25","23","2","1","4","11.4","19","19","25","3","42","1","2","2","5","4.41","2","4","5.925925926","4.444444444","16.88888889","15.4","25.97402597","30","76","67","0.12","0.023809524","0.059701493","3.526315789","2.68","1.315789474","1","0.210526316","0.16","37.31343284","1.2","5.847953216","7.797270955","1.777777778","2.339181287","22.81481481","0.6","0.456","22.22222222","30.01949318"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00019","","","","25","22","2","4","1","9.6","22","19","20","5","33","2","4","3","5","3.96","2","7","10.37037037","7.407407407","14.22222222","16.6","42.1686747","","88","53","0.25","0.060606061","0.132075472","2.409090909","2.12","0.909090909","0.8","0.318181818","0.28","37.73584906","","8.417508418","11.78451178","","","24.59259259","0.436363636","0.384","16.16161616","27.94612795"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00020","","","","25","20","3","1","3","11.6","18","16","18","3.5","45","2","3","2","5","7.23","3","5.5","8.148148148","5.185185185","17.18518519","17.1","32.16374269","","72","63","0.194444444","0.044444444","0.087301587","3.5","2.52","1","0.72","0.305555556","0.22","28.57142857","","7.201646091","11.31687243","","","25.33333333","0.644444444","0.464","23.86831276","35.18518519"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00021","","","","25","17","1","1","5","20.4","17","15","15","7","14","1.5","4","4","5","","2","8.5","12.59259259","10.37037037","30.22222222","28.9","29.41176471","32","68","29","0.466666667","0.107142857","0.293103448","1.705882353","1.16","0.882352941","0.6","0.5","0.34","51.72413793","2.72","15.25054466","18.51851852","4.02962963","5.925925926","42.81481481","1.2","0.816","44.44444444","62.96296296"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00022","","","","25","20","2","1","2","5","18","6","7","1","21","1","2","2","5","1.76","2","2","2.962962963","1.481481481","7.407407407","7","28.57142857","28","72","28","0.142857143","0.047619048","0.071428571","1.555555556","1.12","0.388888889","0.28","0.111111111","0.08","25","0.56","2.057613169","4.115226337","0.82962963","1.152263374","10.37037037","0.277777778","0.2","10.28806584","14.40329218"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00023","","","","25","21","1","1","6","16.5","14","14","10","3.5","17","1","4","4","5","0.03","3","4.5","6.666666667","5.185185185","24.44444444","21","21.42857143","34","56","27","0.35","0.058823529","0.166666667","1.928571429","1.08","0.714285714","0.4","0.321428571","0.18","37.03703704","1.53","9.259259259","11.9047619","2.266666667","4.047619048","31.11111111","1.178571429","0.66","43.65079365","55.55555556"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00024","","","","25","23","3","2","2","11.8","21","19","31","6.5","30","3","4","4","5","10.5","3","9.5","14.07407407","9.62962963","17.48148148","21.3","44.60093897","28","84","61","0.209677419","0.1","0.155737705","2.904761905","2.44","1.476190476","1.24","0.452380952","0.38","50.81967213","2.66","11.4638448","16.75485009","3.940740741","4.691358025","31.55555556","0.561904762","0.472","20.81128748","37.56613757"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00025","","","","25","22","2","1","5","20","18","18","43","12.5","25","1.5","4","4","5","3.03","5","14","20.74074074","18.51851852","29.62962963","34","41.17647059","34","72","68","0.290697674","0.06","0.205882353","3.777777778","2.72","2.388888889","1.72","0.777777778","0.56","63.23529412","4.76","25.72016461","28.80658436","7.051851852","9.794238683","50.37037037","1.111111111","0.8","41.15226337","69.95884774"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00026","","","","25","22","5","4","2","9","18","8","5","1","13","1","2","2","5","3.76","2","2","2.962962963","1.481481481","13.33333333","11","18.18181818","24","72","18","0.2","0.076923077","0.111111111","1","0.72","0.277777778","0.2","0.111111111","0.08","27.77777778","0.48","2.057613169","4.115226337","0.711111111","0.987654321","16.2962963","0.5","0.36","18.51851852","22.63374486"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00027","","","","25","5","2","4","1","1.8","5","3","3","0.2","3","0.1","1","1","5","11.03","2","0.3","0.444444444","0.296296296","2.666666667","2.1","14.28571429","35","20","6","0.066666667","0.033333333","0.05","1.2","0.24","0.6","0.12","0.06","0.012","50","0.105","1.481481481","2.222222222","0.155555556","0.777777778","3.111111111","0.36","0.072","13.33333333","15.55555556"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00028","","","","25","20","2","1","3","10.1","16","11","20","5","6","0.2","4","4","5","4.61","3","5.2","7.703703704","7.407407407","14.96296296","15.3","33.9869281","28","64","26","0.25","0.033333333","0.2","1.625","1.04","1.25","0.8","0.325","0.208","76.92307692","1.456","11.57407407","12.03703704","2.157037037","3.37037037","22.66666667","0.63125","0.404","23.37962963","35.41666667"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00029","","","","25","15","1","2","1","11.8","15","4","12","1.5","14","0.5","4","4","5","7.23","2","2","2.962962963","2.222222222","17.48148148","13.8","14.49275362","27.91","60","26","0.125","0.035714286","0.076923077","1.733333333","1.04","0.8","0.48","0.133333333","0.08","46.15384615","0.5582","3.703703704","4.938271605","0.826962963","1.378271605","20.44444444","0.786666667","0.472","29.13580247","34.07407407"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00030","","","","25","23","2","1","3","14.7","23","8","7","0.5","11","0.2","2","2","5","4.41","2","0.7","1.037037037","0.740740741","21.77777778","15.4","4.545454545","30","92","18","0.071428571","0.018181818","0.038888889","0.782608696","0.72","0.304347826","0.28","0.030434783","0.028","38.88888889","0.21","0.805152979","1.127214171","0.311111111","0.338164251","22.81481481","0.639130435","0.588","23.67149758","24.79871176"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00031","","","","25","20","1","7","2","6.8","18","13","16","5","17","1","4","3","5","7.23","2","6","8.888888889","7.407407407","10.07407407","12.8","46.875","34","72","33","0.3125","0.058823529","0.181818182","1.833333333","1.32","0.888888889","0.64","0.333333333","0.24","48.48484848","2.04","10.28806584","12.34567901","3.022222222","4.197530864","18.96296296","0.377777778","0.272","13.99176955","26.33744856"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00032","","","","25","17","1","8","1","2","14","3","5","0.1","10","0.2","1","1","5","7.23","1","0.3","0.444444444","0.148148148","2.962962963","2.3","13.04347826","31.82","56","15","0.02","0.02","0.02","1.071428571","0.6","0.357142857","0.2","0.021428571","0.012","33.33333333","0.09546","0.264550265","0.793650794","0.141422222","0.252539683","3.407407407","0.142857143","0.08","5.291005291","6.084656085"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00033","","","","25","21","2","1","3","13.8","21","7","6","0.1","7","0.2","2","2","5","4.41","1","0.3","0.444444444","0.148148148","20.44444444","14.1","2.127659574","28","84","13","0.016666667","0.028571429","0.023076923","0.619047619","0.52","0.285714286","0.24","0.014285714","0.012","46.15384615","0.084","0.176366843","0.529100529","0.124444444","0.148148148","20.88888889","0.657142857","0.552","24.33862434","24.86772487"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00034","","","","25","21","3","5","2","3.6","13","13","26","5","26","1","3","3","5","12.39","2","6","8.888888889","7.407407407","5.333333333","9.6","62.5","28","52","52","0.192307692","0.038461538","0.115384615","4","2.08","2","1.04","0.461538462","0.24","50","1.68","14.24501425","17.09401709","2.488888889","4.786324786","14.22222222","0.276923077","0.144","10.25641026","27.35042735"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00035","","","","25","21","2","1","2","2.5","17","15","21","2.5","28","0.5","3","3","5","11.03","1","3","4.444444444","3.703703704","3.703703704","5.5","54.54545455","26","68","49","0.119047619","0.017857143","0.06122449","2.882352941","1.96","1.235294118","0.84","0.176470588","0.12","42.85714286","0.78","5.446623094","6.535947712","1.155555556","1.699346405","8.148148148","0.147058824","0.1","5.446623094","11.98257081"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00036","","","","25","20","2","2","3","18.3","16","16","16","5","5","0.1","4","3","5","7.23","2","5.1","7.555555556","7.407407407","27.11111111","23.4","21.79487179","24","64","21","0.3125","0.02","0.242857143","1.3125","0.84","1","0.64","0.31875","0.204","76.19047619","1.224","11.57407407","11.80555556","1.813333333","2.833333333","34.66666667","1.14375","0.732","42.36111111","54.16666667"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00037","","","","25","20","2","2","3","10.2","17","10","16","3","23","1","3","3","5","0","3","4","5.925925926","4.444444444","15.11111111","14.2","28.16901408","26","68","39","0.1875","0.043478261","0.102564103","2.294117647","1.56","0.941176471","0.64","0.235294118","0.16","41.02564103","1.04","6.535947712","8.71459695","1.540740741","2.265795207","21.03703704","0.6","0.408","22.22222222","30.93681917"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00038","","","","25","18","2","2","2","9.6","18","6","21","2.5","4","0.1","3","2","5","14.37","2","2.6","3.851851852","3.703703704","14.22222222","12.2","21.31147541","32","72","25","0.119047619","0.025","0.104","1.388888889","1","1.166666667","0.84","0.144444444","0.104","84","0.832","5.144032922","5.349794239","1.232592593","1.711934156","18.07407407","0.533333333","0.384","19.75308642","25.10288066"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00039","","","","25","22","1","2","2","5.6","15","2","7","0.2","7","0.5","2","2","5","11.03","2","0.7","1.037037037","0.296296296","8.296296296","6.3","11.11111111","32","60","14","0.028571429","0.071428571","0.05","0.933333333","0.56","0.466666667","0.28","0.046666667","0.028","50","0.224","0.49382716","1.728395062","0.331851852","0.55308642","9.333333333","0.373333333","0.224","13.82716049","15.55555556"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00040","","","","25","22","1","2","4","29.8","18","18","16","5","16","1.5","4","4","5","1.65","5","6.5","9.62962963","7.407407407","44.14814815","36.3","17.90633609","","72","32","0.3125","0.09375","0.203125","1.777777778","1.28","0.888888889","0.64","0.361111111","0.26","50","","10.28806584","13.3744856","","","53.77777778","1.655555556","1.192","61.31687243","74.69135802"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00041","","","","25","15","2","2","4","2.8","15","15","10","2","21","1","4","4","5","3.96","3","3","4.444444444","2.962962963","4.148148148","5.8","51.72413793","28","60","31","0.2","0.047619048","0.096774194","2.066666667","1.24","0.666666667","0.4","0.2","0.12","32.25806452","0.84","4.938271605","7.407407407","1.244444444","2.074074074","8.592592593","0.186666667","0.112","6.913580247","14.32098765"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00042","","","","25","20","2","2","3","6.1","20","20","24","2.5","30","1","3","3","5","4.61","3","3.5","5.185185185","3.703703704","9.037037037","9.6","36.45833333","32","80","54","0.104166667","0.033333333","0.064814815","2.7","2.16","1.2","0.96","0.175","0.14","44.44444444","1.12","4.62962963","6.481481481","1.659259259","2.074074074","14.22222222","0.305","0.244","11.2962963","17.77777778"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00043","","","","25","23","3","1","4","20","21","21","7","4","10","1","4","4","5","3.76","4","5","7.407407407","5.925925926","29.62962963","25","20","34","84","17","0.571428571","0.1","0.294117647","0.80952381","0.68","0.333333333","0.28","0.238095238","0.2","41.17647059","1.7","7.054673721","8.818342152","2.518518519","2.998236332","37.03703704","0.952380952","0.8","35.27336861","44.09171076"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00044","","","","25","25","2","4","4","25.5","25","23","44","12","40","2","4","4","5","10.5","2","14","20.74074074","17.77777778","37.77777778","39.5","35.44303797","28","100","84","0.272727273","0.05","0.166666667","3.36","3.36","1.76","1.76","0.56","0.56","52.38095238","3.92","17.77777778","20.74074074","5.807407407","5.807407407","58.51851852","1.02","1.02","37.77777778","58.51851852"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00045","","","","25","25","2","4","3","2.8","16","8","14","2","20","1","3","3","5","3.03","2","3","4.444444444","2.962962963","4.148148148","5.8","51.72413793","34","64","34","0.142857143","0.05","0.088235294","2.125","1.36","0.875","0.56","0.1875","0.12","41.17647059","1.02","4.62962963","6.944444444","1.511111111","2.361111111","8.592592593","0.175","0.112","6.481481481","13.42592593"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00046","","","","25","22","4","1","4","14.6","22","18","35","6","45","1","5","4","5","1.04","3","7","10.37037037","8.888888889","21.62962963","21.6","32.40740741","34","88","80","0.171428571","0.022222222","0.0875","3.636363636","3.2","1.590909091","1.4","0.318181818","0.28","43.75","2.38","10.1010101","11.78451178","3.525925926","4.006734007","32","0.663636364","0.584","24.57912458","36.36363636"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00047","","","","25","17","4","6","2","2.8","17","15","27","0.5","20","0.1","2","3","5","5.49","2","0.6","0.888888889","0.740740741","4.148148148","3.4","17.64705882","32","68","47","0.018518519","0.005","0.012765957","2.764705882","1.88","1.588235294","1.08","0.035294118","0.024","57.44680851","0.192","1.089324619","1.307189542","0.284444444","0.418300654","5.037037037","0.164705882","0.112","6.100217865","7.407407407"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00048","","","","25","15","1","2","1","1.8","15","5","9","15","14","2.5","3","3","5","7.76","2","17.5","25.92592593","22.22222222","2.666666667","19.3","90.67357513","24","60","23","1.666666667","0.178571429","0.760869565","1.533333333","0.92","0.6","0.36","1.166666667","0.7","39.13043478","4.2","37.03703704","43.20987654","6.222222222","10.37037037","28.59259259","0.12","0.072","4.444444444","47.65432099"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00049","","","","25","22","1","1","5","24.2","20","8","10","2","","","3","3","5","5.49","3","","","2.962962963","35.85185185","","","26","80","","0.2","","","","","0.5","0.4","","","","","3.703703704","","","","","1.21","0.968","44.81481481",""
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00050","","","","25","25","1","1","5","28.1","22","4","10","2","7","0.5","3","3","5","3.76","2","2.5","3.703703704","2.962962963","41.62962963","30.6","8.169934641","26","88","17","0.2","0.071428571","0.147058824","0.772727273","0.68","0.454545455","0.4","0.113636364","0.1","58.82352941","0.65","3.367003367","4.208754209","0.962962963","1.094276094","45.33333333","1.277272727","1.124","47.30639731","51.51515152"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00051","","","","25","25","1","1","2","3.5","18","16","41","7","35","1.5","4","4","5","11.03","2","8.5","12.59259259","10.37037037","5.185185185","12","70.83333333","26","72","76","0.170731707","0.042857143","0.111842105","4.222222222","3.04","2.277777778","1.64","0.472222222","0.34","53.94736842","2.21","14.40329218","17.48971193","3.274074074","4.547325103","17.77777778","0.194444444","0.14","7.201646091","24.69135802"
"","","MZP2009ANG-MT01","","","","","","","","","MZP2009ANG-MT01-00052","","","","25","23","4","2","5","35.7","20","18","25","4.5","18","2","3","3","5","1.04","3","6.5","9.62962963","6.666666667","52.88888889","42.2","15.4028436","34","80","43","0.18","0.111111111","0.151162791","2.15","1.72","1.25","1","0.325","0.26","58.13953488","2.21","8.333333333","12.03703704","3.274074074","4.092592593","62.51851852","1.785","1.428","66.11111111","78.14814815"
