"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013GUR-AT17","","","","","","","","","MZP2013GUR-AT17-00001","","","","39","23","1","1","7","23","23","10","35","3.3","12.5","10.3","3","3","5","7","1","7","5","5","10.5","15.8","26.1","45","0.33","0.357142857","0.351111111","1.956521739","1.153846154","0.434782609","0.256410256","0.686956522","0.405128205","0.447826087","0.264102564","22.22222222","60.53639847","58.97435897","3.133903134","5.314009662","15.00474834","25.44283414","9.781576448","16.58615137","24.78632479","42.02898551"
"","","MZP2013GUR-AT17","","","","","","","","","MZP2013GUR-AT17-00002","","","","39","30","1","3","5","24","10","0","20","0","9.9","7.7","4","5","5","5","1","5","5","3","7.76","9.9","17.6","20","","0.495","0.495","0.833333333","0.512820513","0","0","0.4125","0.253846154","0.320833333","0.197435897","0","56.25","61.53846154","0","0","9.401709402","15.27777778","7.312440646","11.88271605","16.71415005","27.16049383"
"","","MZP2013GUR-AT17","","","","","","","","","MZP2013GUR-AT17-00003","","","","39","20","1","1","5","20","20","10","32","3.1","11.2","14.5","5","5","5","3","1","5","3","3","7.76","14.3","28.8","42","0.31","0.35","0.34047619","2.1","1.076923077","0.5","0.256410256","0.715","0.366666667","0.725","0.371794872","23.80952381","49.65277778","51.28205128","2.943969611","5.740740741","13.58024691","26.48148148","13.77018044","26.85185185","27.35042735","53.33333333"
"","","MZP2013GUR-AT17","","","","","","","","","MZP2013GUR-AT17-00004","","","","39","18","1","1","5","18","18","9","20","3","8.5","12.7","5","5","7","5","5","1","1","1","3.96","11.5","24.2","29","0.333333333","0.425","0.396551724","1.611111111","0.743589744","0.5","0.230769231","0.638888889","0.294871795","0.705555556","0.325641026","31.03448276","47.52066116","46.15384615","2.849002849","6.172839506","10.92117759","23.66255144","12.06077873","26.13168724","22.98195632","49.79423868"
"","","MZP2013GUR-AT17","","","","","","","","","MZP2013GUR-AT17-00005","","","","39","31","1","1","7","28","28","10","20","3.5","9.9","13.7","5","5","3","5","1","7","5","5","12.39","13.4","27.1","30","0.35","0.495","0.446666667","1.071428571","0.769230769","0.357142857","0.256410256","0.478571429","0.343589744","0.489285714","0.351282051","33.33333333","49.44649446","71.79487179","3.323836657","4.62962963","12.72554606","17.72486772","13.01044634","18.12169312","25.7359924","35.84656085"
"","","MZP2013GUR-AT17","","","","","","","","","MZP2013GUR-AT17-00006","","","","39","30","1","1","5","26","18","5","17","1.5","4","5.5","7","5","5","5","1","5","3","3","5.49","5.5","11","22","0.3","0.235294118","0.25","0.846153846","0.564102564","0.192307692","0.128205128","0.211538462","0.141025641","0.211538462","0.141025641","22.72727273","50","66.66666667","1.424501425","2.136752137","5.22317189","7.834757835","5.22317189","7.834757835","10.44634378","15.66951567"
"","","MZP2013GUR-AT17","","","","","","","","","MZP2013GUR-AT17-00007","","","","39","25","1","1","7","25","25","10","35","3.5","12.5","8.5","2","5","7","7","1","7","5","5","10.5","16","24.5","45","0.35","0.357142857","0.355555556","1.8","1.153846154","0.4","0.256410256","0.64","0.41025641","0.34","0.217948718","22.22222222","65.30612245","64.1025641","3.323836657","5.185185185","15.19468186","23.7037037","8.072174739","12.59259259","23.2668566","36.2962963"
"","","MZP2013GUR-AT17","","","","","","","","","MZP2013GUR-AT17-00008","","","","39","30","1","1","7","20","19","8","20","2","9.5","12.5","5","5","7","5","1","3","3","5","5.49","11.5","24","28","0.25","0.475","0.410714286","1.4","0.717948718","0.4","0.205128205","0.575","0.294871795","0.625","0.320512821","28.57142857","47.91666667","51.28205128","1.899335233","3.703703704","10.92117759","21.2962963","11.8708452","23.14814815","22.79202279","44.44444444"
"","","MZP2013GUR-AT17","","","","","","","","","MZP2013GUR-AT17-00009","","","","39","30","1","1","5","22","13","0","17","0","4","7.8","7","5","5","5","3","3","3","3","4.41","4","11.8","17","","0.235294118","0.235294118","0.772727273","0.435897436","0","0","0.181818182","0.102564103","0.354545455","0.2","0","33.89830508","56.41025641","0","0","3.798670465","6.734006734","7.407407407","13.13131313","11.20607787","19.86531987"
"","","MZP2013GUR-AT17","","","","","","","","","MZP2013GUR-AT17-00010","","","","39","25","1","1","5","25","25","10","47","4","15.9","10.2","6","5","7","7","1","5","3","3","6.12","19.9","30.1","57","0.4","0.338297872","0.349122807","2.28","1.461538462","0.4","0.256410256","0.796","0.51025641","0.408","0.261538462","17.54385965","66.11295681","64.1025641","3.798670465","5.925925926","18.89838557","29.48148148","9.686609687","15.11111111","28.58499525","44.59259259"
"","","MZP2013GUR-AT17","","","","","","","","","MZP2013GUR-AT17-00011","","","","39","32","1","1","7","28","15","8","16","2","6.6","7.1","6","5","5","5","1","5","3","3","5.49","8.6","15.7","24","0.25","0.4125","0.358333333","0.857142857","0.615384615","0.285714286","0.205128205","0.307142857","0.220512821","0.253571429","0.182051282","33.33333333","54.77707006","71.79487179","1.899335233","2.645502646","8.1671415","11.37566138","6.742640076","9.391534392","14.90978158","20.76719577"
"","","MZP2013GUR-AT17","","","","","","","","","MZP2013GUR-AT17-00012","","","","39","30","1","1","7","23","23","9","39","2.5","12.3","8.5","4","5","5","7","1","7","5","5","11.03","14.8","23.3","48","0.277777778","0.315384615","0.308333333","2.086956522","1.230769231","0.391304348","0.230769231","0.643478261","0.379487179","0.369565217","0.217948718","18.75","63.5193133","58.97435897","2.374169041","4.025764895","14.05508072","23.83252818","8.072174739","13.68760064","22.12725546","37.52012882"
"","","MZP2013GUR-AT17","","","","","","","","","MZP2013GUR-AT17-00013","","","","39","35","1","1","5","26","22","8","27","2","11.5","9.5","4","3","5","5","1","5","3","3","7.76","13.5","23","35","0.25","0.425925926","0.385714286","1.346153846","0.897435897","0.307692308","0.205128205","0.519230769","0.346153846","0.365384615","0.243589744","22.85714286","58.69565217","66.66666667","1.899335233","2.849002849","12.82051282","19.23076923","9.021842355","13.53276353","21.84235518","32.76353276"
"","","MZP2013GUR-AT17","","","","","","","","","MZP2013GUR-AT17-00014","","","","39","28","1","1","7","22","22","10","30","3","12","8.1","4","5","5","7","1","7","3","5","10.5","15","23.1","40","0.3","0.4","0.375","1.818181818","1.025641026","0.454545455","0.256410256","0.681818182","0.384615385","0.368181818","0.207692308","25","64.93506494","56.41025641","2.849002849","5.050505051","14.24501425","25.25252525","7.692307692","13.63636364","21.93732194","38.88888889"
"","","MZP2013GUR-AT17","","","","","","","","","MZP2013GUR-AT17-00015","","","","39","30","1","1","5","25","25","14","44","4.2","14.9","10.1","3","1","3","3","1","7","5","5","14.37","19.1","29.2","58","0.3","0.338636364","0.329310345","2.32","1.487179487","0.56","0.358974359","0.764","0.48974359","0.404","0.258974359","24.13793103","65.4109589","64.1025641","3.988603989","6.222222222","18.13865147","28.2962963","9.591642925","14.96296296","27.7302944","43.25925926"
