"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00011","","","","5","5","1","1","9","3","2","5","0","3.2","0","5","3","3","5","7","3","5","5","0.03","3.2","8.2","5","0.64","","0.64","1.666666667","1","1.666666667","1","1.066666667","0.64","1.666666667","1","100","39.02439024","60","23.7037037","39.50617284","23.7037037","39.50617284","37.03703704","61.72839506","60.74074074","101.2345679"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00012","","","","5","2","1","1","9","1","1","1","","","1.2","0.2","5","5","5","7","3","5","3","1.65","","","","","","","","","1","0.2","","","0.2","0.04","","","20","","","","","1.481481481","7.407407407","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00013","","","","5","3","1","1","9","3","3","4","4","2","1","2.5","3","3","3","5","3","5","5","5.46","3","5.5","8","0.5","0.25","0.375","2.666666667","1.6","1.333333333","0.8","1","0.6","0.833333333","0.5","50","54.54545455","60","14.81481481","24.69135802","22.22222222","37.03703704","18.51851852","30.86419753","40.74074074","67.90123457"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00014","","","","5","2","3","3","8","2","2","5","0","1.5","0","2.1","5","5","5","5","5","3","5","1.65","1.5","3.6","5","0.3","","0.3","2.5","1","2.5","1","0.75","0.3","1.05","0.42","100","41.66666667","40","11.11111111","27.77777778","11.11111111","27.77777778","15.55555556","38.88888889","26.66666667","66.66666667"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00015","","","","5","2","1","1","8","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","","","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00016","","","","5","4","1","1","7","4","4","0","6","0","1.2","0.3","5","5","3","3","3","2","3","0.02","1.2","1.5","6","","0.2","0.2","1.5","1.2","0","0","0.3","0.24","0.075","0.06","0","80","80","0","0","8.888888889","11.11111111","2.222222222","2.777777778","11.11111111","13.88888889"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00017","","","","5","3","1","1","8","3","3","0","12","0","1.5","2","5","5","5","5","5","5","5","3.96","1.5","3.5","12","","0.125","0.125","4","2.4","0","0","0.5","0.3","0.666666667","0.4","0","42.85714286","60","0","0","11.11111111","18.51851852","14.81481481","24.69135802","25.92592593","43.20987654"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00018","","","","5","1","1","1","7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00019","","","","5","3","1","1","7","3","1","1","0","0.2","0","1","7","5","5","7","5","5","5","1.74","0.2","1.2","1","0.2","","0.2","0.333333333","0.2","0.333333333","0.2","0.066666667","0.04","0.333333333","0.2","100","16.66666667","60","1.481481481","2.469135802","1.481481481","2.469135802","7.407407407","12.34567901","8.888888889","14.81481481"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00020","","","","5","1","1","1","5","1","1","0","3","0","1.4","1","5","5","3","7","5","5","3","1.65","1.4","2.4","3","","0.466666667","0.466666667","3","0.6","0","0","1.4","0.28","1","0.2","0","58.33333333","20","0","0","10.37037037","51.85185185","7.407407407","37.03703704","17.77777778","88.88888889"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00021","","","","5","3","1","1","9","3","3","","5","1","1.4","1.5","5","5","3","5","3","3","5","0.12","2.4","3.9","","","0.28","","","","","","0.8","0.48","0.5","0.3","","61.53846154","60","7.407407407","12.34567901","17.77777778","29.62962963","11.11111111","18.51851852","28.88888889","48.14814815"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00022","","","","5","2","1","1","8","2","2","","11","","1","1.5","3","3","3","5","7","5","5","10.5","","","","","0.090909091","","","","","","","","0.75","0.3","","","40","","","","","11.11111111","27.77777778","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00023","","","","5","1","1","1","7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00024","","","","5","2","1","1","9","2","2","","2","","0.5","1.5","7","7","5","5","1","5","5","0.02","","","","","0.25","","","","","","","","0.75","0.3","","","40","","","","","11.11111111","27.77777778","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00025","","","","5","1","1","1","9","1","0","0","0","0","0","2","","","","","","","","","0","2","0","","","","0","0","0","0","0","0","2","0.4","","0","20","0","0","0","0","14.81481481","74.07407407","14.81481481","74.07407407"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00026","","","","5","3","1","1","9","3","3","","1","","0.3","4","9","9","5","5","5","5","5","1.04","","","","","0.3","","","","","","","","1.333333333","0.8","","","60","","","","","29.62962963","49.38271605","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00027","","","","5","2","1","1","7","2","2","","7","","4","3","5","5","5","7","3","5","5","0.02","","","","","0.571428571","","","","","","","","1.5","0.6","","","40","","","","","22.22222222","55.55555556","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00028","","","","5","2","1","1","7","2","2","","4","","1.4","3","5","5","5","7","5","5","5","7.23","","","","","0.35","","","","","","","","1.5","0.6","","","40","","","","","22.22222222","55.55555556","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00029","","","","5","1","7","7","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00030","","","","5","2","1","1","8","2","1","","4","","0.2","3.8","9","7","5","3","1","2","5","1.74","","","","","0.05","","","","","","","","1.9","0.76","","","40","","","","","28.14814815","70.37037037","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00031","","","","5","1","1","1","7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00032","","","","5","2","1","1","7","2","2","","6","","3.2","4.2","3","3","5","5","3","5","5","1.17","","","","","0.533333333","","","","","","","","2.1","0.84","","","40","","","","","31.11111111","77.77777778","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00033","","","","5","3","1","1","9","3","3","2","4","1","2.4","5.6","3","3","5","5","3","5","3","0.03","3.4","9","6","0.5","0.6","0.566666667","2","1.2","0.666666667","0.4","1.133333333","0.68","1.866666667","1.12","33.33333333","37.77777778","60","7.407407407","12.34567901","25.18518519","41.97530864","41.48148148","69.13580247","66.66666667","111.1111111"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00034","","","","5","1","1","1","5","1","1","1","0","0.3","0","0.5","5","5","1","5","5","5","5","0.12","0.3","0.8","1","0.3","","0.3","1","0.2","1","0.2","0.3","0.06","0.5","0.1","100","37.5","20","2.222222222","11.11111111","2.222222222","11.11111111","3.703703704","18.51851852","5.925925926","29.62962963"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00035","","","","5","3","1","1","8","2","2","0","6","0","1.2","0.5","5","5","1","7","7","5","5","10.5","1.2","1.7","6","","0.2","0.2","3","1.2","0","0","0.6","0.24","0.25","0.1","0","70.58823529","40","0","0","8.888888889","22.22222222","3.703703704","9.259259259","12.59259259","31.48148148"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00036","","","","5","3","1","1","8","3","2","0","3","0","1.2","1","7","7","5","5","7","3","3","7.76","1.2","2.2","3","","0.4","0.4","1","0.6","0","0","0.4","0.24","0.333333333","0.2","0","54.54545455","60","0","0","8.888888889","14.81481481","7.407407407","12.34567901","16.2962963","27.16049383"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00037","","","","5","2","1","1","8","2","2","3","2","1.5","1.2","2","5","5","3","7","3","5","5","0.15","2.7","4.7","5","0.5","0.6","0.54","2.5","1","1.5","0.6","1.35","0.54","1","0.4","60","57.44680851","40","11.11111111","27.77777778","20","50","14.81481481","37.03703704","34.81481481","87.03703704"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00038","","","","5","2","1","1","8","2","2","","2","2","1","1.4","7","7","5","5","5","5","5","1.38","3","4.4","","","0.5","","","","","","1.5","0.6","0.7","0.28","","68.18181818","40","14.81481481","37.03703704","22.22222222","55.55555556","10.37037037","25.92592593","32.59259259","81.48148148"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00039","","","","5","2","1","1","5","2","2","","","","","","7","7","3","5","7","5","3","1.17","","","","","","","","","","","","","","","","","40","","","","","","","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00040","","","","5","2","1","1","8","2","1","","2","1","1.2","2","","","","","","","","","2.2","4.2","","","0.6","","","","","","1.1","0.44","1","0.4","","52.38095238","40","7.407407407","18.51851852","16.2962963","40.74074074","14.81481481","37.03703704","31.11111111","77.77777778"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00041","","","","5","2","1","1","8","2","2","0","6","0","1.4","1.5","5","5","5","5","5","5","5","0.12","1.4","2.9","6","","0.233333333","0.233333333","3","1.2","0","0","0.7","0.28","0.75","0.3","0","48.27586207","40","0","0","10.37037037","25.92592593","11.11111111","27.77777778","21.48148148","53.7037037"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00042","","","","5","3","1","1","9","3","3","0","3","0","1.4","2","5","5","5","7","3","5","5","0.03","1.4","3.4","3","","0.466666667","0.466666667","1","0.6","0","0","0.466666667","0.28","0.666666667","0.4","0","41.17647059","60","0","0","10.37037037","17.28395062","14.81481481","24.69135802","25.18518519","41.97530864"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00043","","","","5","2","1","1","9","2","2","4","0","2.4","0","2.4","5","5","5","7","5","5","5","1.38","2.4","4.8","4","0.6","","0.6","2","0.8","2","0.8","1.2","0.48","1.2","0.48","100","50","40","17.77777778","44.44444444","17.77777778","44.44444444","17.77777778","44.44444444","35.55555556","88.88888889"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00044","","","","5","2","1","1","7","2","2","2","2","1.2","1.2","1.5","5","5","5","7","7","5","3","3.76","2.4","3.9","4","0.6","0.6","0.6","2","0.8","1","0.4","1.2","0.48","0.75","0.3","50","61.53846154","40","8.888888889","22.22222222","17.77777778","44.44444444","11.11111111","27.77777778","28.88888889","72.22222222"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00046","","","","5","2","1","1","8","2","2","1","5","1.5","2","6","5","5","1","5","5","5","5","11.03","3.5","9.5","6","1.5","0.4","0.583333333","3","1.2","0.5","0.2","1.75","0.7","3","1.2","16.66666667","36.84210526","40","11.11111111","27.77777778","25.92592593","64.81481481","44.44444444","111.1111111","70.37037037","175.9259259"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00047","","","","5","3","1","1","8","3","3","1","5","1.5","2","6","3","3","3","7","3","5","3","0.03","3.5","9.5","6","1.5","0.4","0.583333333","2","1.2","0.333333333","0.2","1.166666667","0.7","2","1.2","16.66666667","36.84210526","60","11.11111111","18.51851852","25.92592593","43.20987654","44.44444444","74.07407407","70.37037037","117.2839506"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00048","","","","5","1","1","1","9","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00049","","","","5","1","1","1","7","1","1","0","2","0","1","1.4","9","9","7","5","5","5","3","10.5","1","2.4","2","","0.5","0.5","2","0.4","0","0","1","0.2","1.4","0.28","0","41.66666667","20","0","0","7.407407407","37.03703704","10.37037037","51.85185185","17.77777778","88.88888889"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00050","","","","5","2","1","1","8","2","2","0","4","0","3.2","7.3","7","7","7","5","3","5","5","6.12","3.2","10.5","4","","0.8","0.8","2","0.8","0","0","1.6","0.64","3.65","1.46","0","30.47619048","40","0","0","23.7037037","59.25925926","54.07407407","135.1851852","77.77777778","194.4444444"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00051","","","","5","1","1","1","7","1","1","0","2","0","1","1","7","7","7","5","3","3","5","0.03","1","2","2","","0.5","0.5","2","0.4","0","0","1","0.2","1","0.2","0","50","20","0","0","7.407407407","37.03703704","7.407407407","37.03703704","14.81481481","74.07407407"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00052","","","","5","2","1","1","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","","","","","","","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00053","","","","5","1","1","1","9","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","",""
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00054","","","","5","4","1","1","9","4","4","6","8","2.4","1","2.4","3","3","3","5","5","5","3","10.5","3.4","5.8","14","0.4","0.125","0.242857143","3.5","2.8","1.5","1.2","0.85","0.68","0.6","0.48","42.85714286","58.62068966","80","17.77777778","22.22222222","25.18518519","31.48148148","17.77777778","22.22222222","42.96296296","53.7037037"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00055","","","","5","1","1","1","9","1","1","0","2","0","2","5","3","3","5","8","5","5","5","1.38","2","7","2","","1","1","2","0.4","0","0","2","0.4","5","1","0","28.57142857","20","0","0","14.81481481","74.07407407","37.03703704","185.1851852","51.85185185","259.2592593"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00056","","","","5","3","1","1","8","3","3","0","7","0","1","2","7","7","5","3","1","2","5","4.92","1","3","7","","0.142857143","0.142857143","2.333333333","1.4","0","0","0.333333333","0.2","0.666666667","0.4","0","33.33333333","60","0","0","7.407407407","12.34567901","14.81481481","24.69135802","22.22222222","37.03703704"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00057","","","","5","1","1","1","7","1","1","3","0","1.4","0","2","3","3","5","3","3","5","5","0.12","1.4","3.4","3","0.466666667","","0.466666667","3","0.6","3","0.6","1.4","0.28","2","0.4","100","41.17647059","20","10.37037037","51.85185185","10.37037037","51.85185185","14.81481481","74.07407407","25.18518519","125.9259259"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00058","","","","5","3","1","1","5","3","3","0","3","0","0.6","4","9","9","3","5","5","5","3","4.61","0.6","4.6","3","","0.2","0.2","1","0.6","0","0","0.2","0.12","1.333333333","0.8","0","13.04347826","60","0","0","4.444444444","7.407407407","29.62962963","49.38271605","34.07407407","56.79012346"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00059","","","","5","1","1","1","7","1","1","6","0","2.4","0","1","5","5","5","3","3","3","3","10.5","2.4","3.4","6","0.4","","0.4","6","1.2","6","1.2","2.4","0.48","1","0.2","100","70.58823529","20","17.77777778","88.88888889","17.77777778","88.88888889","7.407407407","37.03703704","25.18518519","125.9259259"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00060","","","","5","2","1","1","9","2","1","0","6","0","1.2","2","7","7","5","7","5","5","3","4.61","1.2","3.2","6","","0.2","0.2","3","1.2","0","0","0.6","0.24","1","0.4","0","37.5","40","0","0","8.888888889","22.22222222","14.81481481","37.03703704","23.7037037","59.25925926"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00061","","","","5","1","1","1","5","1","1","0","2","0","1","1","7","7","7","5","5","3","5","1.38","1","2","2","","0.5","0.5","2","0.4","0","0","1","0.2","1","0.2","0","50","20","0","0","7.407407407","37.03703704","7.407407407","37.03703704","14.81481481","74.07407407"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00062","","","","5","1","1","1","9","1","1","0","15","0","1","1","9","9","5","5","5","3","5","0.12","1","2","15","","0.066666667","0.066666667","15","3","0","0","1","0.2","1","0.2","0","50","20","0","0","7.407407407","37.03703704","7.407407407","37.03703704","14.81481481","74.07407407"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00063","","","","5","2","1","1","8","2","2","0","10","0","1","3","7","7","5","5","5","5","5","7.23","1","4","10","","0.1","0.1","5","2","0","0","0.5","0.2","1.5","0.6","0","25","40","0","0","7.407407407","18.51851852","22.22222222","55.55555556","29.62962963","74.07407407"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00064","","","","5","4","1","1","7","4","4","6","14","1.5","1.2","3.5","3","3","5","5","5","5","3","7.23","2.7","6.2","20","0.25","0.085714286","0.135","5","4","1.5","1.2","0.675","0.54","0.875","0.7","30","43.5483871","80","11.11111111","13.88888889","20","25","25.92592593","32.40740741","45.92592593","57.40740741"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00065","","","","5","3","1","1","8","3","3","3","4","1.5","1.4","1.5","5","5","5","5","5","5","5","4.61","2.9","4.4","7","0.5","0.35","0.414285714","2.333333333","1.4","1","0.6","0.966666667","0.58","0.5","0.3","42.85714286","65.90909091","60","11.11111111","18.51851852","21.48148148","35.80246914","11.11111111","18.51851852","32.59259259","54.32098765"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00066","","","","5","2","1","1","8","2","2","4","5","0.5","1.4","3","5","5","5","5","7","5","3","3.96","1.9","4.9","9","0.125","0.28","0.211111111","4.5","1.8","2","0.8","0.95","0.38","1.5","0.6","44.44444444","38.7755102","40","3.703703704","9.259259259","14.07407407","35.18518519","22.22222222","55.55555556","36.2962963","90.74074074"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00067","","","","5","4","1","1","8","4","4","10","15","3.8","1.4","1.4","3","3","3","3","5","2","5","3.96","5.2","6.6","25","0.38","0.093333333","0.208","6.25","5","2.5","2","1.3","1.04","0.35","0.28","40","78.78787879","80","28.14814815","35.18518519","38.51851852","48.14814815","10.37037037","12.96296296","48.88888889","61.11111111"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00068","","","","5","2","1","1","7","2","2","2","4","0.4","1","1","5","5","5","5","5","5","5","1.38","1.4","2.4","6","0.2","0.25","0.233333333","3","1.2","1","0.4","0.7","0.28","0.5","0.2","33.33333333","58.33333333","40","2.962962963","7.407407407","10.37037037","25.92592593","7.407407407","18.51851852","17.77777778","44.44444444"
"","","MZP2014UMB-ST01","","","","","","","","","MZP2014UMB-ST01-00069","","","","5","1","1","1","8","1","1","0","12","0","1.4","2.8","9","9","5","5","5","5","5","1.38","1.4","4.2","12","","0.116666667","0.116666667","12","2.4","0","0","1.4","0.28","2.8","0.56","0","33.33333333","20","0","0","10.37037037","51.85185185","20.74074074","103.7037037","31.11111111","155.5555556"
