"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00001","","","","26","21","2","1","7","16","3","","3","","0.2","6.5","7","3","1","7","5","1","1","7.23","","","","","0.066666667","","","","","","","","0.40625","0.25","","","61.53846154","","","","","9.259259259","15.0462963","",""
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00002","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00003","","","","26","8","1","1","4","8","5","6","5","3","0.2","7","1","1","3","7","3","3","3","7.23","3.2","10.2","11","0.5","0.04","0.290909091","1.375","0.423076923","0.75","0.230769231","0.4","0.123076923","0.875","0.269230769","54.54545455","31.37254902","30.76923077","4.273504274","13.88888889","4.558404558","14.81481481","9.971509972","32.40740741","14.52991453","47.22222222"
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00004","","","","26","11","1","1","4","7","3","8","8","1.5","0.1","3","3","3","3","5","7","5","3","10.5","1.6","4.6","16","0.1875","0.0125","0.1","2.285714286","0.615384615","1.142857143","0.307692308","0.228571429","0.061538462","0.428571429","0.115384615","50","34.7826087","26.92307692","2.136752137","7.936507937","2.279202279","8.465608466","4.273504274","15.87301587","6.552706553","24.33862434"
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00005","","","","26","18","4","1","5","12","8","20","10","5","0.4","2.9","1","1","3","1","3","9","5","10.5","5.4","8.3","30","0.25","0.04","0.18","2.5","1.153846154","1.666666667","0.769230769","0.45","0.207692308","0.241666667","0.111538462","66.66666667","65.06024096","46.15384615","7.122507123","15.43209877","7.692307692","16.66666667","4.131054131","8.950617284","11.82336182","25.61728395"
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00006","","","","26","14","2","3","6","14","9","16","23","3.9","0.9","14.4","1","3","1","3","3","5","5","10.5","4.8","19.2","39","0.24375","0.039130435","0.123076923","2.785714286","1.5","1.142857143","0.615384615","0.342857143","0.184615385","1.028571429","0.553846154","41.02564103","25","53.84615385","5.555555556","10.31746032","6.837606838","12.6984127","20.51282051","38.0952381","27.35042735","50.79365079"
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00007","","","","26","5","1","1","3","5","2","1","","0.1","","2","3","1","1","7","5","1","1","0","","","","0.1","","","","","0.2","0.038461538","","","0.4","0.076923077","","","19.23076923","0.142450142","0.740740741","","","2.849002849","14.81481481","",""
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00008","","","","26","22","1","3","8","17","17","56","34","6.9","1","10","3","5","1","5","1","5","5","4.41","7.9","17.9","90","0.123214286","0.029411765","0.087777778","5.294117647","3.461538462","3.294117647","2.153846154","0.464705882","0.303846154","0.588235294","0.384615385","62.22222222","44.13407821","65.38461538","9.829059829","15.03267974","11.25356125","17.21132898","14.24501425","21.78649237","25.4985755","38.99782135"
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00009","","","","26","24","1","1","8","16","13","18","10","7","1.8","7.2","1","3","5","1","1","7","7","0","8.8","16","28","0.388888889","0.18","0.314285714","1.75","1.076923077","1.125","0.692307692","0.55","0.338461538","0.45","0.276923077","64.28571429","55","61.53846154","9.971509972","16.2037037","12.53561254","20.37037037","10.25641026","16.66666667","22.79202279","37.03703704"
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00010","","","","26","6","1","1","4","2","2","4","","1","","1.3","1","1","1","1","3","7","3","7.23","","","","0.25","","","","","2","0.153846154","","","0.65","0.05","","","7.692307692","1.424501425","18.51851852","","","1.851851852","24.07407407","",""
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00011","","","","26","20","1","1","7","13","9","26","9","4.4","0.3","0.9","3","5","5","1","3","7","3","11.03","4.7","5.6","35","0.169230769","0.033333333","0.134285714","2.692307692","1.346153846","2","1","0.361538462","0.180769231","0.069230769","0.034615385","74.28571429","83.92857143","50","6.267806268","12.53561254","6.695156695","13.39031339","1.282051282","2.564102564","7.977207977","15.95441595"
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00012","","","","26","24","1","1","6","18","9","15","32","3","0.8","4","3","3","1","7","1","1","3","0.03","3.8","7.8","47","0.2","0.025","0.080851064","2.611111111","1.807692308","0.833333333","0.576923077","0.211111111","0.146153846","0.222222222","0.153846154","31.91489362","48.71794872","69.23076923","4.273504274","6.172839506","5.413105413","7.818930041","5.698005698","8.230452675","11.11111111","16.04938272"
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00013","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00014","","","","26","16","1","1","7","16","14","22","20","4","0.9","3","1","1","1","1","5","5","3","10.5","4.9","7.9","42","0.181818182","0.045","0.116666667","2.625","1.615384615","1.375","0.846153846","0.30625","0.188461538","0.1875","0.115384615","52.38095238","62.02531646","61.53846154","5.698005698","9.259259259","6.98005698","11.34259259","4.273504274","6.944444444","11.25356125","18.28703704"
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00015","","","","26","25","3","3","7","9","9","13","23","1.5","0.4","1.6","5","5","3","7","3","3","3","11.03","1.9","3.5","36","0.115384615","0.017391304","0.052777778","4","1.384615385","1.444444444","0.5","0.211111111","0.073076923","0.177777778","0.061538462","36.11111111","54.28571429","34.61538462","2.136752137","6.172839506","2.706552707","7.818930041","2.279202279","6.58436214","4.985754986","14.40329218"
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00016","","","","26","21","4","2","6","15","15","42","47","5.4","0.9","5.4","3","3","3","1","7","9","9","10.5","6.3","11.7","89","0.128571429","0.019148936","0.070786517","5.933333333","3.423076923","2.8","1.615384615","0.42","0.242307692","0.36","0.207692308","47.19101124","53.84615385","57.69230769","7.692307692","13.33333333","8.974358974","15.55555556","7.692307692","13.33333333","16.66666667","28.88888889"
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00017","","","","26","7","1","1","4","2","2","5","4","0.8","","1","5","5","1","1","1","9","9","7.23","","","9","0.16","","","4.5","0.346153846","2.5","0.192307692","","","0.5","0.038461538","55.55555556","","7.692307692","1.13960114","14.81481481","","","1.424501425","18.51851852","",""
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00018","","","","26","21","3","3","6","11","5","7","13","1.4","0.4","3","1","1","1","1","3","7","7","6.12","1.8","4.8","20","0.2","0.030769231","0.09","1.818181818","0.769230769","0.636363636","0.269230769","0.163636364","0.069230769","0.272727273","0.115384615","35","37.5","42.30769231","1.994301994","4.713804714","2.564102564","6.060606061","4.273504274","10.1010101","6.837606838","16.16161616"
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00019","","","","26","17","4","1","7","12","5","5","13","0.5","0.3","1","7","3","3","1","3","5","1","11.03","0.8","1.8","18","0.1","0.023076923","0.044444444","1.5","0.692307692","0.416666667","0.192307692","0.066666667","0.030769231","0.083333333","0.038461538","27.77777778","44.44444444","46.15384615","0.712250712","1.543209877","1.13960114","2.469135802","1.424501425","3.086419753","2.564102564","5.555555556"
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00020","","","","26","4","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.692307692","","","","","","","",""
"","","MZP2013UMB-AT07","","","","","","","","","MZP2013UMB-AT07-00021","","","","26","18","1","1","7","13","9","28","18","5.6","0.9","4.9","3","3","3","5","7","3","1","7.23","6.5","11.4","46","0.2","0.05","0.141304348","3.538461538","1.769230769","2.153846154","1.076923077","0.5","0.25","0.376923077","0.188461538","60.86956522","57.01754386","50","7.977207977","15.95441595","9.259259259","18.51851852","6.98005698","13.96011396","16.23931624","32.47863248"
