"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012GUR-AT09","","","","","","","","","MZP2012GUR-AT09-00001","","","","26","10","1","3","5","3","3","0","8","0","2","2","4","5","3","7","1","7","5","5","12.39","2","4","8","","0.25","0.25","2.666666667","0.307692308","0","0","0.666666667","0.076923077","0.666666667","0.076923077","0","50","11.53846154","0","0","2.849002849","24.69135802","2.849002849","24.69135802","5.698005698","49.38271605"
"","","MZP2012GUR-AT09","","","","","","","","","MZP2012GUR-AT09-00002","","","","26","12","1","3","5","3","3","0","7","0","2","5.3","4","5","3","9","1","9","5","3","11.03","2","7.3","7","","0.285714286","0.285714286","2.333333333","0.269230769","0","0","0.666666667","0.076923077","1.766666667","0.203846154","0","27.39726027","11.53846154","0","0","2.849002849","24.69135802","7.54985755","65.43209877","10.3988604","90.12345679"
"","","MZP2012GUR-AT09","","","","","","","","","MZP2012GUR-AT09-00003","","","","26","20","1","1","5","9","9","0","10","0","3.1","4.4","4","5","5","7","1","9","5","3","10.5","3.1","7.5","10","","0.31","0.31","1.111111111","0.384615385","0","0","0.344444444","0.119230769","0.488888889","0.169230769","0","41.33333333","34.61538462","0","0","4.415954416","12.75720165","6.267806268","18.10699588","10.68376068","30.86419753"
"","","MZP2012GUR-AT09","","","","","","","","","MZP2012GUR-AT09-00004","","","","26","12","1","1","5","9","9","4","12","1.1","4","8.4","5","5","5","7","1","5","3","3","7.76","5.1","13.5","16","0.275","0.333333333","0.31875","1.777777778","0.615384615","0.444444444","0.153846154","0.566666667","0.196153846","0.933333333","0.323076923","25","37.77777778","34.61538462","1.566951567","4.526748971","7.264957265","20.98765432","11.96581197","34.56790123","19.23076923","55.55555556"
"","","MZP2012GUR-AT09","","","","","","","","","MZP2012GUR-AT09-00005","","","","26","15","1","3","7","10","10","0","13","0","5","12","5","5","5","5","3","1","1","1","0.02","5","17","13","","0.384615385","0.384615385","1.3","0.5","0","0","0.5","0.192307692","1.2","0.461538462","0","29.41176471","38.46153846","0","0","7.122507123","18.51851852","17.09401709","44.44444444","24.21652422","62.96296296"
"","","MZP2012GUR-AT09","","","","","","","","","MZP2012GUR-AT09-00006","","","","26","20","1","5","5","8","8","5","17","1.1","6.5","11","3","5","5","5","1","3","3","3","7.76","7.6","18.6","22","0.22","0.382352941","0.345454545","2.75","0.846153846","0.625","0.192307692","0.95","0.292307692","1.375","0.423076923","22.72727273","40.86021505","30.76923077","1.566951567","5.092592593","10.82621083","35.18518519","15.66951567","50.92592593","26.4957265","86.11111111"
"","","MZP2012GUR-AT09","","","","","","","","","MZP2012GUR-AT09-00007","","","","26","20","1","3","5","10","8","0","12","0","3.5","9","2","5","5","5","1","3","3","3","7.23","3.5","12.5","12","","0.291666667","0.291666667","1.2","0.461538462","0","0","0.35","0.134615385","0.9","0.346153846","0","28","38.46153846","0","0","4.985754986","12.96296296","12.82051282","33.33333333","17.80626781","46.2962963"
"","","MZP2012GUR-AT09","","","","","","","","","MZP2012GUR-AT09-00008","","","","26","20","1","1","7","10","3","0","6","0","1.7","6.3","2","7","5","5","7","1","1","1","0.02","1.7","8","6","","0.283333333","0.283333333","0.6","0.230769231","0","0","0.17","0.065384615","0.63","0.242307692","0","21.25","38.46153846","0","0","2.421652422","6.296296296","8.974358974","23.33333333","11.3960114","29.62962963"
"","","MZP2012GUR-AT09","","","","","","","","","MZP2012GUR-AT09-00009","","","","26","18","1","1","5","4","4","0","12","0","3","5.8","4","5","3","3","1","5","3","1","7.76","3","8.8","12","","0.25","0.25","3","0.461538462","0","0","0.75","0.115384615","1.45","0.223076923","0","34.09090909","15.38461538","0","0","4.273504274","27.77777778","8.262108262","53.7037037","12.53561254","81.48148148"
"","","MZP2012GUR-AT09","","","","","","","","","MZP2012GUR-AT09-00010","","","","26","17","1","1","5","2","2","0","10","0","2.6","6.6","2","7","7","7","1","5","3","1","6.12","2.6","9.2","10","","0.26","0.26","5","0.384615385","0","0","1.3","0.1","3.3","0.253846154","0","28.26086957","7.692307692","0","0","3.703703704","48.14814815","9.401709402","122.2222222","13.10541311","170.3703704"
