"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00046","","","","39","26","1","1","7","27","26","20","24","80","5","7","4","4","4","7.76","4","2","4","4","12","39","104","0.208333333","0.0875","0.115384615","4","2.666666667","0.923076923","0.615384615","0.461538462","0.307692308","1.038461538","0.692307692","23.07692308","30.76923077","66.66666667","4.748338082","7.122507123","11.3960114","17.09401709","25.64102564","38.46153846","37.03703704","55.55555556"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00047","","","","39","39","1","1","9","49","","","","","","","","","","","","2","5","4","","","","","","","","","","","","","","1.256410256","","","","","","","","46.5337132","","",""
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00048","","","","39","39","1","2","9","30","32","31","118","102","23.5","5","4","4","4","1.32","4","3","3","4","28.5","58.5","220","0.199152542","0.049019608","0.129545455","6.875","5.641025641","3.6875","3.025641026","0.890625","0.730769231","0.9375","0.769230769","53.63636364","48.71794872","82.05128205","22.31718898","27.19907407","27.06552707","32.98611111","28.49002849","34.72222222","55.55555556","67.70833333"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00049","","","","39","36","1","1","8","18","23","19","10","57","2","13","4","3","4","12.39","","","","","15","33","67","0.2","0.228070175","0.223880597","2.913043478","1.717948718","0.434782609","0.256410256","0.652173913","0.384615385","0.782608696","0.461538462","14.92537313","45.45454545","58.97435897","1.899335233","3.220611916","14.24501425","24.15458937","17.09401709","28.98550725","31.33903134","53.14009662"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00050","","","","39","31","1","1","7","12","29","16","45","110","2.6","3.5","4","4","5","11.03","5","2","5","4","6.1","18.1","155","0.057777778","0.031818182","0.039354839","5.344827586","3.974358974","1.551724138","1.153846154","0.210344828","0.156410256","0.413793103","0.307692308","29.03225806","33.70165746","74.35897436","2.469135802","3.320561941","5.79297246","7.79054917","11.3960114","15.3256705","17.18898386","23.11621967"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00051","","","","39","39","1","1","9","20","30","23","37","67","5","4","4","4","4","10.5","4","2","4","4","9","29","104","0.135135135","0.059701493","0.086538462","3.466666667","2.666666667","1.233333333","0.948717949","0.3","0.230769231","0.666666667","0.512820513","35.57692308","31.03448276","76.92307692","4.748338082","6.172839506","8.547008547","11.11111111","18.99335233","24.69135802","27.54036087","35.80246914"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00052","","","","39","34","1","1","8","42","21","15","38","40","4","2","4","3","5","7.76","","","","","6","48","78","0.105263158","0.05","0.076923077","3.714285714","2","1.80952381","0.974358974","0.285714286","0.153846154","2","1.076923077","48.71794872","12.5","53.84615385","3.798670465","7.054673721","5.698005698","10.58201058","39.88603989","74.07407407","45.58404558","84.65608466"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00053","","","","39","39","1","1","9","21","26","22","74","76","21","14","5","5","4","1.17","4","3","5","4","35","56","150","0.283783784","0.184210526","0.233333333","5.769230769","3.846153846","2.846153846","1.897435897","1.346153846","0.897435897","0.807692308","0.538461538","49.33333333","62.5","66.66666667","19.94301994","29.91452991","33.23836657","49.85754986","19.94301994","29.91452991","53.18138651","79.77207977"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00054","","","","39","38","1","1","8","17","34","31","16","100","3.5","8.5","4","4","4","1.76","5","2","4","4","12","29","116","0.21875","0.085","0.103448276","3.411764706","2.974358974","0.470588235","0.41025641","0.352941176","0.307692308","0.5","0.435897436","13.79310345","41.37931034","87.17948718","3.323836657","3.812636166","11.3960114","13.07189542","16.14434948","18.51851852","27.54036087","31.59041394"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00055","","","","39","38","1","1","8","19","29","16","9","50","2.6","3","4","3","4","7.76","4","3","5","4","5.6","24.6","59","0.288888889","0.06","0.094915254","2.034482759","1.512820513","0.310344828","0.230769231","0.193103448","0.143589744","0.655172414","0.487179487","15.25423729","22.76422764","74.35897436","2.469135802","3.320561941","5.318138651","7.151979566","18.04368471","24.26564496","23.36182336","31.41762452"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00056","","","","39","39","1","1","9","47","31","13","10","39","2.6","3","4","4","4","0.02","5","2","5","4","5.6","52.6","49","0.26","0.076923077","0.114285714","1.580645161","1.256410256","0.322580645","0.256410256","0.180645161","0.143589744","1.516129032","1.205128205","20.40816327","10.64638783","79.48717949","2.469135802","3.106332139","5.318138651","6.690561529","44.63437797","56.15292712","49.95251662","62.84348865"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00057","","","","39","37","1","1","9","27","29","26","12","39","1.8","3.2","4","3","4","12.39","5","2","4","4","5","32","51","0.15","0.082051282","0.098039216","1.75862069","1.307692308","0.413793103","0.307692308","0.172413793","0.128205128","0.931034483","0.692307692","23.52941176","15.625","74.35897436","1.709401709","2.298850575","4.748338082","6.385696041","25.64102564","34.48275862","30.38936372","40.86845466"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00058","","","","39","39","1","1","9","27","38","25","33","77","5","4","4","3","5","6.12","","","","","9","36","110","0.151515152","0.051948052","0.081818182","2.894736842","2.820512821","0.868421053","0.846153846","0.236842105","0.230769231","0.710526316","0.692307692","30","25","97.43589744","4.748338082","4.873294347","8.547008547","8.771929825","25.64102564","26.31578947","34.18803419","35.0877193"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00059","","","","39","21","1","1","5","15","15","10","15","36","3.5","2","4","4","4","6.12","4","2","5","4","5.5","20.5","51","0.233333333","0.055555556","0.107843137","3.4","1.307692308","1","0.384615385","0.366666667","0.141025641","1","0.384615385","29.41176471","26.82926829","38.46153846","3.323836657","8.641975309","5.22317189","13.58024691","14.24501425","37.03703704","19.46818613","50.61728395"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00060","","","","39","22","1","1","6","27","22","7","20","67","4","2.3","4","4","5","7.76","4","3","4","3","6.3","33.3","87","0.2","0.034328358","0.072413793","3.954545455","2.230769231","0.909090909","0.512820513","0.286363636","0.161538462","1.227272727","0.692307692","22.98850575","18.91891892","56.41025641","3.798670465","6.734006734","5.982905983","10.60606061","25.64102564","45.45454545","31.62393162","56.06060606"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00061","","","","39","38","1","1","9","19","37","37","30","61","6","7.5","4","4","4","1.76","5","2","3","4","13.5","32.5","91","0.2","0.12295082","0.148351648","2.459459459","2.333333333","0.810810811","0.769230769","0.364864865","0.346153846","0.513513514","0.487179487","32.96703297","41.53846154","94.87179487","5.698005698","6.006006006","12.82051282","13.51351351","18.04368471","19.01901902","30.86419753","32.53253253"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00062","","","","39","31","1","1","7","15","29","21","92","36","16","4","5","5","4","7.76","","","","","20","35","128","0.173913043","0.111111111","0.15625","4.413793103","3.282051282","3.172413793","2.358974359","0.689655172","0.512820513","0.517241379","0.384615385","71.875","57.14285714","74.35897436","15.19468186","20.43422733","18.99335233","25.54278416","14.24501425","19.15708812","33.23836657","44.69987229"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00063","","","","39","29","1","1","8","18","25","22","70","42","8","5","5","5","4","10.5","4","3","4","4","13","31","112","0.114285714","0.119047619","0.116071429","4.48","2.871794872","2.8","1.794871795","0.52","0.333333333","0.72","0.461538462","62.5","41.93548387","64.1025641","7.597340931","11.85185185","12.34567901","19.25925926","17.09401709","26.66666667","29.43969611","45.92592593"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00064","","","","39","4","1","1","2","0","0","0","0","0","0","0","","","","","5","2","4","4","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00065","","","","39","30","1","1","7","17","26","8","10","46","2","3","4","4","4","10.5","4","2","5","4","5","22","56","0.2","0.065217391","0.089285714","2.153846154","1.435897436","0.384615385","0.256410256","0.192307692","0.128205128","0.653846154","0.435897436","17.85714286","22.72727273","66.66666667","1.899335233","2.849002849","4.748338082","7.122507123","16.14434948","24.21652422","20.89268756","31.33903134"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00066","","","","39","39","1","1","9","14","29","27","41","302","4","11","4","3","4","6.12","5","2","5","4","15","29","343","0.097560976","0.036423841","0.043731778","11.82758621","8.794871795","1.413793103","1.051282051","0.517241379","0.384615385","0.482758621","0.358974359","11.95335277","51.72413793","74.35897436","3.798670465","5.108556833","14.24501425","19.15708812","13.29534663","17.87994891","27.54036087","37.03703704"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00067","","","","39","30","1","1","8","17","30","29","31","110","4.5","7","4","4","4","7.76","5","2","3","4","11.5","28.5","141","0.14516129","0.063636364","0.081560284","4.7","3.615384615","1.033333333","0.794871795","0.383333333","0.294871795","0.566666667","0.435897436","21.9858156","40.35087719","76.92307692","4.273504274","5.555555556","10.92117759","14.19753086","16.14434948","20.98765432","27.06552707","35.18518519"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00068","","","","39","36","1","1","8","26","24","16","12","69","2","7","4","4","4","12.39","5","3","5","4","9","35","81","0.166666667","0.101449275","0.111111111","3.375","2.076923077","0.5","0.307692308","0.375","0.230769231","1.083333333","0.666666667","14.81481481","25.71428571","61.53846154","1.899335233","3.086419753","8.547008547","13.88888889","24.69135802","40.12345679","33.23836657","54.01234568"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00069","","","","39","32","1","1","8","24","29","26","98","96","8","4","4","4","5","14.37","4","2","4","4","12","36","194","0.081632653","0.041666667","0.06185567","6.689655172","4.974358974","3.379310345","2.512820513","0.413793103","0.307692308","0.827586207","0.615384615","50.51546392","33.33333333","74.35897436","7.597340931","10.21711367","11.3960114","15.3256705","22.79202279","30.651341","34.18803419","45.97701149"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00070","","","","39","37","1","1","8","25","35","26","61","59","7.5","4.5","5","4","5","14.37","5","3","3","3","12","37","120","0.12295082","0.076271186","0.1","3.428571429","3.076923077","1.742857143","1.564102564","0.342857143","0.307692308","0.714285714","0.641025641","50.83333333","32.43243243","89.74358974","7.122507123","7.936507937","11.3960114","12.6984127","23.74169041","26.45502646","35.1377018","39.15343915"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00071","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00072","","","","39","27","1","1","6","17","20","13","40","57","4.5","4","4","4","4","12.39","4","2","4","4","8.5","25.5","97","0.1125","0.070175439","0.087628866","4.85","2.487179487","2","1.025641026","0.425","0.217948718","0.85","0.435897436","41.2371134","33.33333333","51.28205128","4.273504274","8.333333333","8.072174739","15.74074074","16.14434948","31.48148148","24.21652422","47.22222222"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00073","","","","39","39","1","1","8","15","28","25","43","200","12.2","13","5","5","5","7.76","5","2","4","4","25.2","40.2","243","0.28372093","0.065","0.103703704","8.678571429","6.230769231","1.535714286","1.102564103","0.9","0.646153846","0.535714286","0.384615385","17.69547325","62.68656716","71.79487179","11.58594492","16.13756614","23.93162393","33.33333333","14.24501425","19.84126984","38.17663818","53.17460317"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00074","","","","39","28","1","1","6","12","24","10","8","23","1.5","1.5","4","3","5","4.41","5","2","5","4","3","15","31","0.1875","0.065217391","0.096774194","1.291666667","0.794871795","0.333333333","0.205128205","0.125","0.076923077","0.5","0.307692308","25.80645161","20","61.53846154","1.424501425","2.314814815","2.849002849","4.62962963","11.3960114","18.51851852","14.24501425","23.14814815"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00075","","","","39","39","1","1","9","49","38","10","12","24","3","3.2","4","4","5","0.02","5","3","5","3","6.2","55.2","36","0.25","0.133333333","0.172222222","0.947368421","0.923076923","0.315789474","0.307692308","0.163157895","0.158974359","1.289473684","1.256410256","33.33333333","11.23188406","97.43589744","2.849002849","2.923976608","5.887939221","6.04288499","46.5337132","47.7582846","52.42165242","53.80116959"
"","","MZP2010CKE-AT01","","","","","","","","","MZP2010CKE-AT01-00076","","","","39","39","1","1","9","22","39","22","16","98","4","7.5","4","3","5","14.37","5","2","4","4","11.5","33.5","114","0.25","0.076530612","0.100877193","2.923076923","2.923076923","0.41025641","0.41025641","0.294871795","0.294871795","0.564102564","0.564102564","14.03508772","34.32835821","100","3.798670465","3.798670465","10.92117759","10.92117759","20.89268756","20.89268756","31.81386515","31.81386515"
