"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00001","","","","39","31","1","3","7","14","12","0","13","0","3.1","2","7","7","1","1","5","5","3","6.12","3.1","5.1","13","","0.238461538","0.238461538","0.928571429","0.333333333","0","0","0.221428571","0.079487179","0.142857143","0.051282051","0","60.78431373","35.8974359","0","0","2.943969611","8.201058201","1.899335233","5.291005291","4.843304843","13.49206349"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00002","","","","39","29","3","5","5","14","0","0","0","0","0","1","","","","","","","","","0","1","0","","","","0","0","0","0","0","0","0.071428571","0.025641026","","0","35.8974359","0","0","0","0","0.949667616","2.645502646","0.949667616","2.645502646"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00003","","","","39","30","3","5","7","22","18","0","18","0","5.5","2.5","5","5","1","3","3","7","1","","5.5","8","18","","0.305555556","0.305555556","0.818181818","0.461538462","0","0","0.25","0.141025641","0.113636364","0.064102564","0","68.75","56.41025641","0","0","5.22317189","9.259259259","2.374169041","4.208754209","7.597340931","13.46801347"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00004","","","","39","17","1","1","5","17","13","0","17","0","5.7","2.5","5","5","1","1","7","5","5","10.5","5.7","8.2","17","","0.335294118","0.335294118","1","0.435897436","0","0","0.335294118","0.146153846","0.147058824","0.064102564","0","69.51219512","43.58974359","0","0","5.413105413","12.41830065","2.374169041","5.446623094","7.787274454","17.86492375"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00005","","","","39","21","1","1","5","11","8","0","20","0","6.5","0.5","5","5","1","1","3","7","3","3.03","6.5","7","20","","0.325","0.325","1.818181818","0.512820513","0","0","0.590909091","0.166666667","0.045454545","0.012820513","0","92.85714286","28.20512821","0","0","6.172839506","21.88552189","0.474833808","1.683501684","6.647673314","23.56902357"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00006","","","","39","19","1","1","5","19","0","0","0","0","0","4.5","","","","","","","","","0","4.5","0","","","","0","0","0","0","0","0","0.236842105","0.115384615","","0","48.71794872","0","0","0","0","4.273504274","8.771929825","4.273504274","8.771929825"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00008","","","","39","18","1","1","5","18","7","6","15","3","4","6","5","5","1","1","3","7","3","3.03","7","13","21","0.5","0.266666667","0.333333333","1.166666667","0.538461538","0.333333333","0.153846154","0.388888889","0.179487179","0.333333333","0.153846154","28.57142857","53.84615385","46.15384615","2.849002849","6.172839506","6.647673314","14.40329218","5.698005698","12.34567901","12.34567901","26.74897119"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00010","","","","39","21","1","1","7","21","0","0","0","0","0","4","","","","","","","","","0","4","0","","","","0","0","0","0","0","0","0.19047619","0.102564103","","0","53.84615385","0","0","0","0","3.798670465","7.054673721","3.798670465","7.054673721"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00011","","","","39","30","1","3","5","5","0","0","0","0","0","0.5","","","","","","","","","0","0.5","0","","","","0","0","0","0","0","0","0.1","0.012820513","","0","12.82051282","0","0","0","0","0.474833808","3.703703704","0.474833808","3.703703704"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00012","","","","39","21","1","1","5","21","0","0","0","0","0","3","","","","","","","","","0","3","0","","","","0","0","0","0","0","0","0.142857143","0.076923077","","0","53.84615385","0","0","0","0","2.849002849","5.291005291","2.849002849","5.291005291"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00013","","","","39","20","1","1","5","19","14","0","17","0","5","4","7","7","1","1","5","5","3","7.23","5","9","17","","0.294117647","0.294117647","0.894736842","0.435897436","0","0","0.263157895","0.128205128","0.210526316","0.102564103","0","55.55555556","48.71794872","0","0","4.748338082","9.746588694","3.798670465","7.797270955","8.547008547","17.54385965"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00014","","","","39","17","1","1","5","16","10","0","19","0","5.5","2.5","7","7","1","1","7","5","3","10.5","5.5","8","19","","0.289473684","0.289473684","1.1875","0.487179487","0","0","0.34375","0.141025641","0.15625","0.064102564","0","68.75","41.02564103","0","0","5.22317189","12.73148148","2.374169041","5.787037037","7.597340931","18.51851852"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00015","","","","39","15","1","1","5","12","0","0","0","0","0","0.5","","","","","","","","","0","0.5","0","","","","0","0","0","0","0","0","0.041666667","0.012820513","","0","30.76923077","0","0","0","0","0.474833808","1.543209877","0.474833808","1.543209877"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00016","","","","39","20","1","1","5","14","4","0","4","0","0.8","0.5","7","7","1","1","5","5","3","7.23","0.8","1.3","4","","0.2","0.2","0.285714286","0.102564103","0","0","0.057142857","0.020512821","0.035714286","0.012820513","0","61.53846154","35.8974359","0","0","0.759734093","2.116402116","0.474833808","1.322751323","1.234567901","3.439153439"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00017","","","","39","21","1","3","5","21","0","0","0","0","0","5","","","","","","","","","0","5","0","","","","0","0","0","0","0","0","0.238095238","0.128205128","","0","53.84615385","0","0","0","0","4.748338082","8.818342152","4.748338082","8.818342152"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00018","","","","39","22","1","3","7","22","10","7","19","5","5.7","12","3","1","1","5","3","3","1","0.02","10.7","22.7","26","0.714285714","0.3","0.411538462","1.181818182","0.666666667","0.318181818","0.179487179","0.486363636","0.274358974","0.545454545","0.307692308","26.92307692","47.13656388","56.41025641","4.748338082","8.417508418","10.16144349","18.01346801","11.3960114","20.2020202","21.55745489","38.21548822"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00019","","","","39","14","3","5","5","9","0","0","0","0","0","0.5","","","","","","","","","0","0.5","0","","","","0","0","0","0","0","0","0.055555556","0.012820513","","0","23.07692308","0","0","0","0","0.474833808","2.057613169","0.474833808","2.057613169"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00021","","","","39","30","1","1","5","27","0","0","0","0","0","2","","","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.074074074","0.051282051","","0","69.23076923","0","0","0","0","1.899335233","2.743484225","1.899335233","2.743484225"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00022","","","","39","17","1","3","5","16","16","0","18","0","5","0.5","7","7","1","1","3","3","1","3.03","5","5.5","18","","0.277777778","0.277777778","1.125","0.461538462","0","0","0.3125","0.128205128","0.03125","0.012820513","0","90.90909091","41.02564103","0","0","4.748338082","11.57407407","0.474833808","1.157407407","5.22317189","12.73148148"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00023","","","","39","22","1","3","7","22","0","0","0","0","0","1","","","","","","","","","0","1","0","","","","0","0","0","0","0","0","0.045454545","0.025641026","","0","56.41025641","0","0","0","0","0.949667616","1.683501684","0.949667616","1.683501684"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00024","","","","39","21","1","3","5","21","11","7","25","5","7.5","10.5","3","3","1","3","3","3","1","3.03","12.5","23","32","0.714285714","0.3","0.390625","1.523809524","0.820512821","0.333333333","0.179487179","0.595238095","0.320512821","0.5","0.269230769","21.875","54.34782609","53.84615385","4.748338082","8.818342152","11.8708452","22.04585538","9.971509972","18.51851852","21.84235518","40.5643739"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00025","","","","39","31","1","1","5","19","0","0","0","0","0","3","","","","","","","","","0","3","0","","","","0","0","0","0","0","0","0.157894737","0.076923077","","0","48.71794872","0","0","0","0","2.849002849","5.847953216","2.849002849","5.847953216"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00026","","","","39","25","1","1","5","22","14","0","14","0","4","2","7","7","1","3","3","3","1","3.03","4","6","14","","0.285714286","0.285714286","0.636363636","0.358974359","0","0","0.181818182","0.102564103","0.090909091","0.051282051","0","66.66666667","56.41025641","0","0","3.798670465","6.734006734","1.899335233","3.367003367","5.698005698","10.1010101"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00027","","","","39","31","1","1","5","18","0","0","0","0","0","1.5","","","","","","","","","0","1.5","0","","","","0","0","0","0","0","0","0.083333333","0.038461538","","0","46.15384615","0","0","0","0","1.424501425","3.086419753","1.424501425","3.086419753"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00028","","","","39","20","1","1","7","20","9","6","25","4.2","6.1","11.5","3","3","1","5","3","1","1","0.02","10.3","21.8","31","0.7","0.244","0.332258065","1.55","0.794871795","0.3","0.153846154","0.515","0.264102564","0.575","0.294871795","19.35483871","47.24770642","51.28205128","3.988603989","7.777777778","9.781576448","19.07407407","10.92117759","21.2962963","20.70275404","40.37037037"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00029","","","","39","17","1","3","5","4","2","0","5","0","0.5","0.5","7","7","1","3","3","3","1","3.03","0.5","1","5","","0.1","0.1","1.25","0.128205128","0","0","0.125","0.012820513","0.125","0.012820513","0","50","10.25641026","0","0","0.474833808","4.62962963","0.474833808","4.62962963","0.949667616","9.259259259"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00030","","","","39","18","1","1","5","18","17","0","17","0","5.5","1.5","7","7","3","1","5","5","3","7.23","5.5","7","17","","0.323529412","0.323529412","0.944444444","0.435897436","0","0","0.305555556","0.141025641","0.083333333","0.038461538","0","78.57142857","46.15384615","0","0","5.22317189","11.31687243","1.424501425","3.086419753","6.647673314","14.40329218"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00031","","","","39","15","1","1","7","15","10","0","10","0","3.5","0.5","7","9","1","3","3","1","1","","3.5","4","10","","0.35","0.35","0.666666667","0.256410256","0","0","0.233333333","0.08974359","0.033333333","0.012820513","0","87.5","38.46153846","0","0","3.323836657","8.641975309","0.474833808","1.234567901","3.798670465","9.87654321"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00032","","","","39","17","1","1","5","17","14","0","14","0","5","1","5","7","1","3","3","3","1","3.96","5","6","14","","0.357142857","0.357142857","0.823529412","0.358974359","0","0","0.294117647","0.128205128","0.058823529","0.025641026","0","83.33333333","43.58974359","0","0","4.748338082","10.89324619","0.949667616","2.178649237","5.698005698","13.07189542"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00033","","","","39","22","1","1","5","22","0","0","0","0","0","1","","","","","","","","","0","1","0","","","","0","0","0","0","0","0","0.045454545","0.025641026","","0","56.41025641","0","0","0","0","0.949667616","1.683501684","0.949667616","1.683501684"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00034","","","","39","21","1","1","5","21","10","0","10","0","3","3.5","7","5","1","3","3","7","1","3.03","3","6.5","10","","0.3","0.3","0.476190476","0.256410256","0","0","0.142857143","0.076923077","0.166666667","0.08974359","0","46.15384615","53.84615385","0","0","2.849002849","5.291005291","3.323836657","6.172839506","6.172839506","11.4638448"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00035","","","","39","14","1","3","5","13","0","0","0","0","0","0.5","","","","","","","","","0","0.5","0","","","","0","0","0","0","0","0","0.038461538","0.012820513","","0","33.33333333","0","0","0","0","0.474833808","1.424501425","0.474833808","1.424501425"
"","","MZP2015GUR-MT07","","","","","","","","","MZP2015GUR-MT07-00036","","","","39","19","1","3","5","19","19","0","20","0","5.5","0.5","5","5","5","3","3","7","1","3.03","5.5","6","20","","0.275","0.275","1.052631579","0.512820513","0","0","0.289473684","0.141025641","0.026315789","0.012820513","0","91.66666667","48.71794872","0","0","5.22317189","10.72124756","0.474833808","0.974658869","5.698005698","11.69590643"
