"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00031","","","","26","26","1","8","14","12","92","14","4.5","1.9","13","5","5","1","100.44","37.07","1","7","7","3","6.4","19.4","106","0.048913043","0.135714286","0.060377358","7.571428571","4.076923077","6.571428571","3.538461538","0.457142857","0.246153846","0.928571429","0.5","86.79245283","32.98969072","53.84615385","36.90760653","2.362086818","6.41025641","11.9047619","9.116809117","16.93121693","18.51851852","34.39153439","3.364796037","6.248906926","27.63532764","51.32275132"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00032","","","","26","26","1","8","16","16","98","20","13.5","2.4","13.5","1","1","1","100.45","38.78","1","7","9","1","15.9","29.4","118","0.137755102","0.12","0.134745763","7.375","4.538461538","6.125","3.769230769","0.99375","0.611538462","0.84375","0.519230769","83.05084746","54.08163265","61.53846154","38.60627178","6.138397213","19.23076923","31.25","22.64957265","36.80555556","19.23076923","31.25","8.744155573","14.20925281","41.88034188","68.05555556"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00033","","","","26","26","3","6","17","17","70","158","6.5","5.3","8","5","5","1","100.33","30.39","1","9","1","9","11.8","19.8","228","0.092857143","0.033544304","0.051754386","13.41176471","8.769230769","4.117647059","2.692307692","0.694117647","0.453846154","0.470588235","0.307692308","30.70175439","59.5959596","65.38461538","30.29004286","3.574225057","9.259259259","14.16122004","16.80911681","25.708061","11.3960114","17.4291939","5.091488686","7.786982696","28.20512821","43.1372549"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00034","","","","26","26","1","8","26","26","79","292","8","10.2","12","5","5","1","100.24","32.62","1","7","3","7","18.2","30.2","371","0.101265823","0.034931507","0.049056604","14.26923077","14.26923077","3.038461538","3.038461538","0.7","0.7","0.461538462","0.461538462","21.29380054","60.26490066","100","32.54189944","5.922625698","11.3960114","11.3960114","25.92592593","25.92592593","17.09401709","17.09401709","8.436788744","8.436788744","43.01994302","43.01994302"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00035","","","","26","26","4","7","23","23","120","126","13","6.3","10.6","5","3","1","100.11","40.8","1","7","9","3","19.3","29.9","246","0.108333333","0.05","0.078455285","10.69565217","9.461538462","5.217391304","4.615384615","0.839130435","0.742307692","0.460869565","0.407692308","48.7804878","64.54849498","88.46153846","40.75516931","7.865747678","18.51851852","20.93397746","27.49287749","31.07890499","15.0997151","17.06924316","11.20476877","12.66626035","42.59259259","48.14814815"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00036","","","","26","23","6","5","16","13","24","27","9","2.3","8","1","1","1","100.51","39.03","1","9","3","5","11.3","19.3","51","0.375","0.085185185","0.221568627","3.1875","1.961538462","1.5","0.923076923","0.70625","0.434615385","0.5","0.307692308","47.05882353","58.5492228","61.53846154","38.83195702","4.388011143","12.82051282","20.83333333","16.0968661","26.15740741","11.3960114","18.51851852","6.250728124","10.1574332","27.49287749","44.67592593"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00037","","","","26","26","1","7","21","20","48","64","14","4","10.5","3","3","1","100.71","38.43","1","7","7","3","18","28.5","112","0.291666667","0.0625","0.160714286","5.333333333","4.307692308","2.285714286","1.846153846","0.857142857","0.692307692","0.5","0.403846154","42.85714286","63.15789474","80.76923077","38.1590706","6.868632708","19.94301994","24.69135802","25.64102564","31.74603175","14.95726496","18.51851852","9.784377077","12.11399067","40.5982906","50.26455026"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00038","","","","26","26","1","7","21","19","25","55","4","3.5","21.5","7","5","1","100.42","41.35","1","9","7","3","7.5","29","80","0.16","0.063636364","0.09375","3.80952381","3.076923077","1.19047619","0.961538462","0.357142857","0.288461538","1.023809524","0.826923077","31.25","25.86206897","80.76923077","41.17705636","3.088279227","5.698005698","7.054673721","10.68376068","13.22751323","30.62678063","37.91887125","4.399258158","5.446700577","41.31054131","51.14638448"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00039","","","","26","19","1","7","19","17","15","100","3","4.4","10.5","7","7","1","100.08","30.22","1","7","3","5","7.4","17.9","115","0.2","0.044","0.064347826","6.052631579","4.423076923","0.789473684","0.576923077","0.389473684","0.284615385","0.552631579","0.403846154","13.04347826","41.34078212","73.07692308","30.19584333","2.234492406","4.273504274","5.847953216","10.54131054","14.42495127","14.95726496","20.46783626","3.183037615","4.355735684","25.4985755","34.89278752"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00040","","","","26","22","1","9","16","15","17","48","3","3","21","7","9","1","100.6","33.71","1","9","7","1","6","27","65","0.176470588","0.0625","0.092307692","4.0625","2.5","1.0625","0.653846154","0.375","0.230769231","1.3125","0.807692308","26.15384615","22.22222222","61.53846154","33.50894632","2.010536779","4.273504274","6.944444444","8.547008547","13.88888889","29.91452991","48.61111111","2.864012506","4.654020323","38.46153846","62.5"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00041","","","","26","26","1","9","19","19","23","216","9","9","27","7","7","1","100.06","28.31","1","9","3","5","18","45","239","0.391304348","0.041666667","0.075313808","12.57894737","9.192307692","1.210526316","0.884615385","0.947368421","0.692307692","1.421052632","1.038461538","9.623430962","40","73.07692308","28.29302419","5.092744353","12.82051282","17.54385965","25.64102564","35.0877193","38.46153846","52.63157895","7.254621586","9.927376907","64.1025641","87.71929825"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00042","","","","26","23","5","7","15","15","36","114","10","4","10.5","7","7","1","100.06","30.51","1","7","7","3","14","24.5","150","0.277777778","0.035087719","0.093333333","10","5.769230769","2.4","1.384615385","0.933333333","0.538461538","0.7","0.403846154","24","57.14285714","57.69230769","30.49170498","4.268838697","14.24501425","24.69135802","19.94301994","34.56790123","14.95726496","25.92592593","6.080966805","10.54034246","34.9002849","60.49382716"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00043","","","","26","23","1","7","19","11","26","47","6.8","3","11.8","3","3","1","100.35","34.08","1","7","7","3","9.8","21.6","73","0.261538462","0.063829787","0.134246575","3.842105263","2.807692308","1.368421053","1","0.515789474","0.376923077","0.621052632","0.453846154","35.61643836","45.37037037","73.07692308","33.96113602","3.32819133","9.686609687","13.25536062","13.96011396","19.10331384","16.80911681","23.00194932","4.741013291","6.487702398","30.76923077","42.10526316"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00044","","","","26","25","4","6","19","18","20","89","2.1","2.5","8.7","5","3","1","100.31","34.62","1","9","7","1","4.6","13.3","109","0.105","0.028089888","0.042201835","5.736842105","4.192307692","1.052631579","0.769230769","0.242105263","0.176923077","0.457894737","0.334615385","18.34862385","34.58646617","73.07692308","34.51300967","1.587598445","2.991452991","4.093567251","6.552706553","8.966861598","12.39316239","16.95906433","2.261536246","3.094733811","18.94586895","25.92592593"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00045","","","","26","26","1","8","21","21","74","200","10.5","4","10.4","3","3","1","100.07","39.05","7","7","9","1","14.5","24.9","274","0.141891892","0.02","0.052919708","13.04761905","10.53846154","3.523809524","2.846153846","0.69047619","0.557692308","0.495238095","0.4","27.00729927","58.23293173","80.76923077","39.02268412","5.658289198","14.95726496","18.51851852","20.65527066","25.57319224","14.81481481","18.34215168","8.060241022","9.979346027","35.47008547","43.91534392"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00046","","","","26","26","1","8","25","25","122","231","12.4","7","12.5","3","1","1","100.34","32.27","1","7","3","5","19.4","31.9","353","0.101639344","0.03030303","0.054957507","14.12","13.57692308","4.88","4.692307692","0.776","0.746153846","0.5","0.480769231","34.56090652","60.81504702","96.15384615","32.16065378","6.239166833","17.66381766","18.37037037","27.63532764","28.74074074","17.80626781","18.51851852","8.887702041","9.243210123","45.44159544","47.25925926"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00047","","","","26","26","2","7","20","19","28","122","2.4","2.8","10","7","7","1","100.81","36","3","5","7","5","5.2","15.2","150","0.085714286","0.02295082","0.034666667","7.5","5.769230769","1.4","1.076923077","0.26","0.2","0.5","0.384615385","18.66666667","34.21052632","76.92307692","35.71074298","1.856958635","3.418803419","4.444444444","7.407407407","9.62962963","14.24501425","18.51851852","2.645240221","3.438812287","21.65242165","28.14814815"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00048","","","","26","26","1","8","21","21","50","125","6","6.5","11.4","5","3","1","100.51","37.95","1","5","7","3","12.5","23.9","175","0.12","0.052","0.071428571","8.333333333","6.730769231","2.380952381","1.923076923","0.595238095","0.480769231","0.542857143","0.438461538","28.57142857","52.30125523","80.76923077","37.75743707","4.719679634","8.547008547","10.58201058","17.80626781","22.04585538","16.23931624","20.10582011","6.723190362","8.323949972","34.04558405","42.15167549"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00049","","","","26","2","1","2","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00050","","","","26","25","1","8","18","18","40","98","4.7","3","12","3","3","1","100.08","29.56","1","7","5","5","7.7","19.7","138","0.1175","0.030612245","0.055797101","7.666666667","5.307692308","2.222222222","1.538461538","0.427777778","0.296153846","0.666666667","0.461538462","28.98550725","39.08629442","69.23076923","29.5363709","2.27430056","6.695156695","9.670781893","10.96866097","15.8436214","17.09401709","24.69135802","3.239744387","4.679630781","28.06267806","40.53497942"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00051","","","","26","26","1","8","17","17","61","264","6","9","10.6","5","3","1","100.13","33.91","3","5","3","5","15","25.6","325","0.098360656","0.034090909","0.046153846","19.11764706","12.5","3.588235294","2.346153846","0.882352941","0.576923077","0.623529412","0.407692308","18.76923077","58.59375","65.38461538","33.86597423","5.079896135","8.547008547","13.07189542","21.36752137","32.67973856","15.0997151","23.09368192","7.236319281","11.06731184","36.46723647","55.77342048"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00052","","","","26","26","4","7","20","18","22","125","2.9","4.5","11","5","5","1","100.18","32.65","1","7","5","5","7.4","18.4","147","0.131818182","0.036","0.050340136","7.35","5.653846154","1.1","0.846153846","0.37","0.284615385","0.55","0.423076923","14.96598639","40.2173913","76.92307692","32.5913356","2.411758834","4.131054131","5.37037037","10.54131054","13.7037037","15.66951567","20.37037037","3.435553895","4.466220063","26.21082621","34.07407407"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00053","","","","26","26","2","8","20","20","60","109","8","6.5","19.8","3","1","1","100.76","33.17","1","7","7","3","14.5","34.3","169","0.133333333","0.059633028","0.085798817","8.45","6.5","3","2.307692308","0.725","0.557692308","0.99","0.761538462","35.50295858","42.27405248","76.92307692","32.91980945","4.77337237","11.3960114","14.81481481","20.65527066","26.85185185","28.20512821","36.66666667","6.799675741","8.839578463","48.86039886","63.51851852"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00054","","","","26","11","2","4","5","4","75","132","8.5","5","9","7","7","1","","","3","9","9","3","13.5","22.5","207","0.113333333","0.037878788","0.065217391","41.4","7.961538462","15","2.884615385","2.7","0.519230769","1.8","0.346153846","36.23188406","60","19.23076923","","","12.10826211","62.96296296","19.23076923","100","12.82051282","66.66666667","","","32.05128205","166.6666667"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00055","","","","26","26","1","8","23","23","36","126","9.4","4.5","14","5","3","1","100.41","36.3","3","7","9","1","13.9","27.9","162","0.261111111","0.035714286","0.085802469","7.043478261","6.230769231","1.565217391","1.384615385","0.604347826","0.534615385","0.608695652","0.538461538","22.22222222","49.82078853","88.46153846","36.15177771","5.025097102","13.39031339","15.13687601","19.8005698","22.38325282","19.94301994","22.54428341","7.15825798","8.091943803","39.74358974","44.92753623"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00056","","","","26","0","","","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00057","","","","26","26","6","7","17","15","23","100","5","3.5","10.1","5","5","1","100.75","33.24","9","9","9","1","8.5","18.6","123","0.217391304","0.035","0.069105691","7.235294118","4.730769231","1.352941176","0.884615385","0.5","0.326923077","0.594117647","0.388461538","18.69918699","45.69892473","65.38461538","32.99255583","2.804367246","7.122507123","10.89324619","12.10826211","18.51851852","14.38746439","22.0043573","3.994825136","6.109732561","26.4957265","40.52287582"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00058","","","","26","23","1","9","23","23","49","240","6.5","8.5","30.5","3","3","1","100.24","30.6","1","9","1","7","15","45.5","289","0.132653061","0.035416667","0.051903114","12.56521739","11.11538462","2.130434783","1.884615385","0.652173913","0.576923077","1.326086957","1.173076923","16.9550173","32.96703297","88.46153846","30.52673583","4.579010375","9.259259259","10.46698873","21.36752137","24.15458937","43.44729345","49.11433172","6.522806802","7.373607689","64.81481481","73.2689211"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00059","","","","26","22","1","8","22","19","36","130","3.3","4.2","16","7","5","1","100.08","41.41","3","7","7","3","7.5","23.5","166","0.091666667","0.032307692","0.045180723","7.545454545","6.384615385","1.636363636","1.384615385","0.340909091","0.288461538","0.727272727","0.615384615","21.68674699","31.91489362","84.61538462","41.37689848","3.103267386","4.700854701","5.555555556","10.68376068","12.62626263","22.79202279","26.93602694","4.420608812","5.224355869","33.47578348","39.56228956"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00060","","","","26","16","3","8","16","12","31","81","11","2","18","1","1","1","100.61","34.77","7","5","5","3","13","31","112","0.35483871","0.024691358","0.116071429","7","4.307692308","1.9375","1.192307692","0.8125","0.5","1.125","0.692307692","27.67857143","41.93548387","61.53846154","34.55918895","4.492694563","15.66951567","25.46296296","18.51851852","30.09259259","25.64102564","41.66666667","6.399849805","10.39975593","44.15954416","71.75925926"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00061","","","","26","12","4","8","12","10","39","80","6","4.5","15","1","1","1","100.79","33.02","7","9","7","1","10.5","25.5","119","0.153846154","0.05625","0.088235294","9.916666667","4.576923077","3.25","1.5","0.875","0.403846154","1.25","0.576923077","32.77310924","41.17647059","46.15384615","32.76118663","3.439924596","8.547008547","18.51851852","14.95726496","32.40740741","21.36752137","46.2962963","4.900177487","10.61705122","36.32478632","78.7037037"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00062","","","","26","15","4","7","15","14","20","123","2","3.4","17.5","3","5","1","100.86","31.22","1","7","5","3","5.4","22.9","143","0.1","0.027642276","0.037762238","9.533333333","5.5","1.333333333","0.769230769","0.36","0.207692308","1.166666667","0.673076923","13.98601399","23.58078603","57.69230769","30.95379734","1.671505057","2.849002849","4.938271605","7.692307692","13.33333333","24.92877493","43.20987654","2.381061334","4.127172979","32.62108262","56.54320988"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00063","","","","26","23","1","9","23","23","43","116","3","6.7","13","5","3","1","100.55","33.21","1","5","5","5","9.7","22.7","159","0.069767442","0.057758621","0.061006289","6.913043478","6.115384615","1.869565217","1.653846154","0.42173913","0.373076923","0.565217391","0.5","27.04402516","42.73127753","88.46153846","33.02834411","3.203749378","4.273504274","4.830917874","13.81766382","15.61996779","18.51851852","20.93397746","4.563745553","5.159016712","32.33618234","36.55394525"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00064","","","","26","17","1","6","17","17","22","12","2","3","20","7","7","1","100.63","31.94","1","7","1","5","5","25","34","0.090909091","0.25","0.147058824","2","1.307692308","1.294117647","0.846153846","0.294117647","0.192307692","1.176470588","0.769230769","64.70588235","20","65.38461538","31.74003776","1.587001888","2.849002849","4.357298475","7.122507123","10.89324619","28.49002849","43.57298475","2.26068645","3.457520453","35.61253561","54.46623094"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00065","","","","26","10","6","5","10","9","61","99","3","4","7","3","3","3","100.78","30.38","1","7","7","3","7","14","160","0.049180328","0.04040404","0.04375","16","6.153846154","6.1","2.346153846","0.7","0.269230769","0.7","0.269230769","38.125","50","38.46153846","30.14487001","2.110140901","4.273504274","11.11111111","9.971509972","25.92592593","9.971509972","25.92592593","3.005898719","7.81533667","19.94301994","51.85185185"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00066","","","","26","16","3","7","16","16","95","186","14","10","9.5","3","1","3","100.81","28.64","2","1","3","5","24","33.5","281","0.147368421","0.053763441","0.085409253","17.5625","10.80769231","5.9375","3.653846154","1.5","0.923076923","0.59375","0.365384615","33.80782918","71.64179104","61.53846154","28.40987997","6.818371193","19.94301994","32.40740741","34.18803419","55.55555556","13.53276353","21.99074074","9.712779478","15.78326665","47.72079772","77.5462963"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00067","","","","26","22","1","8","22","20","6","160","0.6","5.5","15","7","7","1","100.58","38.1","3","7","7","3","6.1","21.1","166","0.1","0.034375","0.036746988","7.545454545","6.384615385","0.272727273","0.230769231","0.277272727","0.234615385","0.681818182","0.576923077","3.614457831","28.90995261","84.61538462","37.88029429","2.310697952","0.854700855","1.01010101","8.689458689","10.26936027","21.36752137","25.25252525","3.291592524","3.890063892","30.05698006","35.52188552"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00068","","","","26","23","5","6","23","23","46","55","7","2.5","14","3","3","1","100.16","32.47","1","9","3","3","9.5","23.5","101","0.152173913","0.045454545","0.094059406","4.391304348","3.884615385","2","1.769230769","0.413043478","0.365384615","0.608695652","0.538461538","45.54455446","40.42553191","88.46153846","32.41813099","3.079722444","9.971509972","11.27214171","13.53276353","15.2979066","19.94301994","22.54428341","4.387069009","4.959295401","33.47578348","37.84219002"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00069","","","","26","11","5","5","11","8","14","80","9","3.3","4.5","","","","100.83","32.85","","","","","12.3","16.8","94","0.642857143","0.04125","0.130851064","8.545454545","3.615384615","1.272727273","0.538461538","1.118181818","0.473076923","0.409090909","0.173076923","14.89361702","73.21428571","42.30769231","32.57958941","4.007289497","12.82051282","30.3030303","17.52136752","41.41414141","6.41025641","15.15151515","5.708389597","13.49255723","23.93162393","56.56565657"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00070","","","","26","16","6","7","16","15","10","112","10","3.5","14","7","3","1","100.33","38.98","1","7","5","5","13.5","27.5","122","1","0.03125","0.110655738","7.625","4.692307692","0.625","0.384615385","0.84375","0.519230769","0.875","0.538461538","8.196721311","49.09090909","61.53846154","38.8517891","5.244991528","14.24501425","23.14814815","19.23076923","31.25","19.94301994","32.40740741","7.471497903","12.14118409","39.17378917","63.65740741"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00071","","","","26","18","1","7","18","17","40","144","12","5.2","12","5","3","1","100.49","36.99","1","7","9","3","17.2","29.2","184","0.3","0.036111111","0.093478261","10.22222222","7.076923077","2.222222222","1.538461538","0.955555556","0.661538462","0.666666667","0.461538462","21.73913043","58.90410959","69.23076923","36.8096328","6.331256841","17.09401709","24.69135802","24.5014245","35.3909465","17.09401709","24.69135802","9.01888439","13.02727745","41.5954416","60.08230453"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00072","","","","26","12","4","6","12","11","34","24","8","1.4","10.2","5","1","1","100.37","39.9","7","9","9","3","9.4","19.6","58","0.235294118","0.058333333","0.162068966","4.833333333","2.230769231","2.833333333","1.307692308","0.783333333","0.361538462","0.85","0.392307692","58.62068966","47.95918367","46.15384615","39.75291422","3.736773936","11.3960114","24.69135802","13.39031339","29.01234568","14.52991453","31.48148148","5.323039795","11.53325289","27.92022792","60.49382716"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00073","","","","26","19","4","7","19","18","55","44","9","4","11","5","3","1","100.16","38.11","3","7","7","5","13","24","99","0.163636364","0.090909091","0.131313131","5.210526316","3.807692308","2.894736842","2.115384615","0.684210526","0.5","0.578947368","0.423076923","55.55555556","54.16666667","73.07692308","38.04912141","4.946385783","12.82051282","17.54385965","18.51851852","25.3411306","15.66951567","21.44249513","7.046133594","9.642077549","34.18803419","46.78362573"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00074","","","","26","16","4","8","16","15","66","126","4.3","5","28","5","5","1","100.88","33.87","7","7","7","5","9.3","37.3","192","0.065151515","0.03968254","0.0484375","12","7.384615385","4.125","2.538461538","0.58125","0.357692308","1.75","1.076923077","34.375","24.93297587","61.53846154","33.57454401","3.122432593","6.125356125","9.953703704","13.24786325","21.52777778","39.88603989","64.81481481","4.447909677","7.227853225","53.13390313","86.34259259"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00075","","","","26","18","4","7","18","15","13","57","1.5","1.5","14.5","5","5","1","100.55","29.18","1","7","3","3","3","17.5","70","0.115384615","0.026315789","0.042857143","3.888888889","2.692307692","0.722222222","0.5","0.166666667","0.115384615","0.805555556","0.557692308","18.57142857","17.14285714","69.23076923","29.02038787","0.870611636","2.136752137","3.086419753","4.273504274","6.172839506","20.65527066","29.83539095","1.240187516","1.791381967","24.92877493","36.00823045"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00076","","","","26","21","7","7","21","16","60","86","1.8","3.5","17.5","3","3","1","100.71","35.75","3","3","7","1","5.3","22.8","146","0.03","0.040697674","0.03630137","6.952380952","5.615384615","2.857142857","2.307692308","0.252380952","0.203846154","0.833333333","0.673076923","41.09589041","23.24561404","80.76923077","35.49796445","1.881392116","2.564102564","3.174603175","7.54985755","9.347442681","24.92877493","30.86419753","2.680045749","3.31815188","32.47863248","40.21164021"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00077","","","","26","18","1","9","18","18","41","161","5.2","5.7","35","5","3","1","100.37","30.81","1","3","3","5","10.9","45.9","202","0.126829268","0.035403727","0.053960396","11.22222222","7.769230769","2.277777778","1.576923077","0.605555556","0.419230769","1.944444444","1.346153846","20.2970297","23.74727669","69.23076923","30.69642323","3.345910133","7.407407407","10.69958848","15.52706553","22.42798354","49.85754986","72.01646091","4.76625375","6.88458875","65.38461538","94.44444444"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00078","","","","26","18","3","8","18","18","71","160","11","7.2","22","1","1","1","100.42","35","1","3","1","3","18.2","40.2","231","0.154929577","0.045","0.078787879","12.83333333","8.884615385","3.944444444","2.730769231","1.011111111","0.7","1.222222222","0.846153846","30.73593074","45.27363184","69.23076923","34.85361482","6.343357897","15.66951567","22.63374486","25.92592593","37.44855967","31.33903134","45.26748971","9.03612236","13.05217674","57.26495726","82.71604938"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00079","","","","26","16","1","5","16","13","64","26","12","0.8","17.5","1","1","1","100.42","31.24","3","1","7","9","12.8","30.3","90","0.1875","0.030769231","0.142222222","5.625","3.461538462","4","2.461538462","0.8","0.492307692","1.09375","0.673076923","71.11111111","42.24422442","61.53846154","31.10934077","3.981995618","17.09401709","27.77777778","18.23361823","29.62962963","24.92877493","40.50925926","5.672358431","9.21758245","43.16239316","70.13888889"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00080","","","","26","15","1","6","15","14","74","62","5.6","2","15","5","3","1","100.26","34.36","1","7","5","3","7.6","22.6","136","0.075675676","0.032258065","0.055882353","9.066666667","5.230769231","4.933333333","2.846153846","0.506666667","0.292307692","1","0.576923077","54.41176471","33.62831858","57.69230769","34.27089567","2.604588071","7.977207977","13.82716049","10.82621083","18.7654321","21.36752137","37.03703704","3.710239417","6.431081657","32.19373219","55.80246914"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00081","","","","26","15","4","8","15","9","26","22","2.9","1","16.5","5","1","1","100.41","38.16","1","3","5","5","3.9","20.4","48","0.111538462","0.045454545","0.08125","3.2","1.846153846","1.733333333","1","0.26","0.15","1.1","0.634615385","54.16666667","19.11764706","57.69230769","38.00418285","1.482163131","4.131054131","7.160493827","5.555555556","9.62962963","23.5042735","40.74074074","2.111343492","3.659662052","29.05982906","50.37037037"
