"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00082","","","","26","23","1","8","23","23","105","123","11","4","20","5","5","1","100.83","28.23","3","1","3","7","15","35","228","0.104761905","0.032520325","0.065789474","9.913043478","8.769230769","4.565217391","4.038461538","0.652173913","0.576923077","0.869565217","0.769230769","46.05263158","42.85714286","88.46153846","27.99761976","4.199642963","15.66951567","17.71336554","21.36752137","24.15458937","28.49002849","32.20611916","5.982397384","6.762710086","49.85754986","56.36070853"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00083","","","","26","10","1","5","10","8","20","29","2.2","0.8","10","1","1","1","100.13","32.8","1","3","5","5","3","13","49","0.11","0.027586207","0.06122449","4.9","1.884615385","2","0.769230769","0.3","0.115384615","1","0.384615385","40.81632653","23.07692308","38.46153846","32.75741536","0.982722461","3.133903134","8.148148148","4.273504274","11.11111111","14.24501425","37.03703704","1.399889545","3.639712818","18.51851852","48.14814815"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00084","","","","26","15","1","8","15","13","105","30","21","2","21","1","1","1","","","1","5","9","3","23","44","135","0.2","0.066666667","0.17037037","9","5.192307692","7","4.038461538","1.533333333","0.884615385","1.4","0.807692308","77.77777778","52.27272727","57.69230769","","","29.91452991","51.85185185","32.76353276","56.79012346","29.91452991","51.85185185","","","62.67806268","108.6419753"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00085","","","","26","18","1","5","18","17","100","188","7.2","3","12","5","7","1","","","1","3","3","3","10.2","22.2","288","0.072","0.015957447","0.035416667","16","11.07692308","5.555555556","3.846153846","0.566666667","0.392307692","0.666666667","0.461538462","34.72222222","45.94594595","69.23076923","","","10.25641026","14.81481481","14.52991453","20.98765432","17.09401709","24.69135802","","","31.62393162","45.67901235"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00086","","","","26","15","1","8","15","13","10","130","0.8","4","17","7","1","1","100.08","35.58","1","5","5","1","4.8","21.8","140","0.08","0.030769231","0.034285714","9.333333333","5.384615385","0.666666667","0.384615385","0.32","0.184615385","1.133333333","0.653846154","7.142857143","22.01834862","57.69230769","35.55155875","1.70647482","1.13960114","1.975308642","6.837606838","11.85185185","24.21652422","41.97530864","2.430875812","4.213518074","31.05413105","53.82716049"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00087","","","","26","16","1","8","16","16","50","160","3","3.2","16","5","1","1","100.21","32.4","3","5","9","3","6.2","22.2","210","0.06","0.02","0.02952381","13.125","8.076923077","3.125","1.923076923","0.3875","0.238461538","1","0.615384615","23.80952381","27.92792793","61.53846154","32.33210258","2.00459036","4.273504274","6.944444444","8.831908832","14.35185185","22.79202279","37.03703704","2.855541824","4.640255464","31.62393162","51.38888889"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00088","","","","26","14","2","7","14","14","54","84","3","1.8","11","5","5","1","100.38","41.53","3","1","9","5","4.8","15.8","138","0.055555556","0.021428571","0.034782609","9.857142857","5.307692308","3.857142857","2.076923077","0.342857143","0.184615385","0.785714286","0.423076923","39.13043478","30.37974684","53.84615385","41.37278342","1.985893604","4.273504274","7.936507937","6.837606838","12.6984127","15.66951567","29.1005291","2.828908268","5.253686784","22.50712251","41.7989418"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00089","","","","26","15","1","7","15","13","78","78","5","1.8","9","3","1","1","100.58","26.7","1","7","5","3","6.8","15.8","156","0.064102564","0.023076923","0.043589744","10.4","6","5.2","3","0.453333333","0.261538462","0.6","0.346153846","50","43.03797468","57.69230769","26.54603301","1.805130245","7.122507123","12.34567901","9.686609687","16.79012346","12.82051282","22.22222222","2.571410605","4.457111715","22.50712251","39.01234568"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00090","","","","26","17","1","5","17","17","36","24","10.9","1.9","5","7","3","1","100.67","37.31","3","5","3","7","12.8","17.8","60","0.302777778","0.079166667","0.213333333","3.529411765","2.307692308","2.117647059","1.384615385","0.752941176","0.492307692","0.294117647","0.192307692","60","71.91011236","65.38461538","37.0616867","4.743895897","15.52706553","23.74727669","18.23361823","27.88671024","7.122507123","10.89324619","6.757686464","10.33528518","25.35612536","38.77995643"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00091","","","","26","0","","","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00092","","","","26","24","1","8","24","24","130","228","9.2","4","22","5","3","1","100.8","28.8","5","3","5","5","13.2","35.2","358","0.070769231","0.01754386","0.036871508","14.91666667","13.76923077","5.416666667","5","0.55","0.507692308","0.916666667","0.846153846","36.31284916","37.5","92.30769231","28.57142857","3.771428571","13.10541311","14.19753086","18.8034188","20.37037037","31.33903134","33.95061728","5.372405372","5.82010582","50.14245014","54.32098765"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00093","","","","26","25","6","7","25","25","100","24","7.3","2.5","18","7","3","1","100.77","35.7","1","1","3","5","9.8","27.8","124","0.073","0.104166667","0.079032258","4.96","4.769230769","4","3.846153846","0.392","0.376923077","0.72","0.692307692","80.64516129","35.25179856","96.15384615","35.42721048","3.471866627","10.3988604","10.81481481","13.96011396","14.51851852","25.64102564","26.66666667","4.945678956","5.143506114","39.6011396","41.18518519"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00094","","","","26","14","1","6","14","12","105","78","10.5","2.7","9","3","3","1","100.59","34.29","1","7","9","1","13.2","22.2","183","0.1","0.034615385","0.072131148","13.07142857","7.038461538","7.5","4.038461538","0.942857143","0.507692308","0.642857143","0.346153846","57.37704918","59.45945946","53.84615385","34.08887563","4.499731584","14.95726496","27.77777778","18.8034188","34.92063492","12.82051282","23.80952381","6.409874051","11.90405181","31.62393162","58.73015873"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00095","","","","26","19","1","8","19","19","142","132","19.5","5.4","10","1","1","1","100.61","27.74","1","1","3","5","24.9","34.9","274","0.137323944","0.040909091","0.090875912","14.42105263","10.53846154","7.473684211","5.461538462","1.310526316","0.957692308","0.526315789","0.384615385","51.82481752","71.34670487","73.07692308","27.57181195","6.865381175","27.77777778","38.01169591","35.47008547","48.5380117","14.24501425","19.49317739","9.779745263","13.38280931","49.71509972","68.03118908"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00096","","","","26","20","1","9","20","20","100","22","17.5","1.2","41","1","1","1","100.96","31.75","1","1","9","7","18.7","59.7","122","0.175","0.054545455","0.153278689","6.1","4.692307692","5","3.846153846","0.935","0.719230769","2.05","1.576923077","81.96721311","31.32328308","76.92307692","31.44809826","5.880794374","24.92877493","32.40740741","26.63817664","34.62962963","58.4045584","75.92592593","8.377199963","10.89035995","85.04273504","110.5555556"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00097","","","","26","16","1","8","16","15","89","36","7","1.8","15","5","1","1","100.94","41.55","1","9","9","1","8.8","23.8","125","0.078651685","0.05","0.0704","7.8125","4.807692308","5.5625","3.423076923","0.55","0.338461538","0.9375","0.576923077","71.2","36.97478992","61.53846154","41.16306717","3.622349911","9.971509972","16.2037037","12.53561254","20.37037037","21.36752137","34.72222222","5.160042608","8.385069238","33.9031339","55.09259259"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00098","","","","26","12","1","5","12","5","32","19","1.8","0.8","7","7","3","1","100.5","38.29","3","7","9","1","2.6","9.6","51","0.05625","0.042105263","0.050980392","4.25","1.961538462","2.666666667","1.230769231","0.216666667","0.1","0.583333333","0.269230769","62.74509804","27.08333333","46.15384615","38.09950249","0.990587065","2.564102564","5.555555556","3.703703704","8.024691358","9.971509972","21.60493827","1.411092685","3.057367484","13.67521368","29.62962963"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00099","","","","26","16","1","8","16","16","120","90","11.4","2.5","16","3","1","1","100.5","32.62","1","7","9","1","13.9","29.9","210","0.095","0.027777778","0.066190476","13.125","8.076923077","7.5","4.615384615","0.86875","0.534615385","1","0.615384615","57.14285714","46.48829431","61.53846154","32.45771144","4.511621891","16.23931624","26.38888889","19.8005698","32.17592593","22.79202279","37.03703704","6.42681181","10.44356919","42.59259259","69.21296296"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00100","","","","26","14","1","9","14","13","40","28","4.2","0.8","26","3","1","1","100.28","29.63","1","7","5","3","5","31","68","0.105","0.028571429","0.073529412","4.857142857","2.615384615","2.857142857","1.538461538","0.357142857","0.192307692","1.857142857","1","58.82352941","16.12903226","53.84615385","29.54726765","1.477363383","5.982905983","11.11111111","7.122507123","13.22751323","37.03703704","68.78306878","2.104506243","3.908368737","44.15954416","82.01058201"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00101","","","","26","16","6","7","16","14","78","100","8.5","4.2","18","7","7","1","100.12","38.98","1","9","9","3","12.7","30.7","178","0.108974359","0.042","0.071348315","11.125","6.846153846","4.875","3","0.79375","0.488461538","1.125","0.692307692","43.82022472","41.36807818","61.53846154","38.93328006","4.944526568","12.10826211","19.67592593","18.09116809","29.39814815","25.64102564","41.66666667","7.04348514","11.44566335","43.73219373","71.06481481"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00102","","","","26","12","1","8","12","12","58","68","10","2","25","1","1","1","100.75","33.84","1","7","9","3","12","37","126","0.172413793","0.029411765","0.095238095","10.5","4.846153846","4.833333333","2.230769231","1","0.461538462","2.083333333","0.961538462","46.03174603","32.43243243","46.15384615","33.58808933","4.03057072","14.24501425","30.86419753","17.09401709","37.03703704","35.61253561","77.16049383","5.741553732","12.44003309","52.70655271","114.1975309"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00103","","","","26","0","","","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00104","","","","26","16","7","7","16","13","100","42","1.2","1","28","3","1","1","100.6","41.34","1","7","9","1","2.2","30.2","142","0.012","0.023809524","0.015492958","8.875","5.461538462","6.25","3.846153846","0.1375","0.084615385","1.75","1.076923077","70.42253521","7.284768212","61.53846154","41.09343936","0.904055666","1.709401709","2.777777778","3.133903134","5.092592593","39.88603989","64.81481481","1.287828584","2.092721449","43.01994302","69.90740741"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00105","","","","26","21","1","9","21","20","20","265","1.8","5.2","25","9","1","1","100.77","33.14","7","3","5","5","7","32","285","0.09","0.019622642","0.024561404","13.57142857","10.96153846","0.952380952","0.769230769","0.333333333","0.269230769","1.19047619","0.961538462","7.01754386","21.875","80.76923077","32.88677186","2.30207403","2.564102564","3.174603175","9.971509972","12.34567901","35.61253561","44.09171076","3.279307735","4.060095291","45.58404558","56.43738977"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00106","","","","26","14","1","7","14","10","98","78","13","3","6","1","1","1","100.74","30.47","1","3","5","3","16","22","176","0.132653061","0.038461538","0.090909091","12.57142857","6.769230769","7","3.769230769","1.142857143","0.615384615","0.428571429","0.230769231","55.68181818","72.72727273","53.84615385","30.24617828","4.839388525","18.51851852","34.39153439","22.79202279","42.32804233","8.547008547","15.87301587","6.893715847","12.80261515","31.33903134","58.2010582"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00107","","","","26","16","2","8","16","16","98","80","8.3","1.2","9.5","5","3","1","100.3","38.26","1","7","9","3","9.5","19","178","0.084693878","0.015","0.053370787","11.125","6.846153846","6.125","3.769230769","0.59375","0.365384615","0.59375","0.365384615","55.05617978","50","61.53846154","38.14556331","3.623828514","11.82336182","19.21296296","13.53276353","21.99074074","13.53276353","21.99074074","5.162148881","8.388491932","27.06552707","43.98148148"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00108","","","","26","15","1","9","15","13","44","45","8.3","1.9","25","1","1","1","100.97","36.66","3","7","9","3","10.2","35.2","89","0.188636364","0.042222222","0.114606742","5.933333333","3.423076923","2.933333333","1.692307692","0.68","0.392307692","1.666666667","0.961538462","49.43820225","28.97727273","57.69230769","36.3078142","3.703397049","11.82336182","20.49382716","14.52991453","25.18518519","35.61253561","61.72839506","5.275494371","9.144190244","50.14245014","86.91358025"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00109","","","","26","19","1","9","19","17","45","49","7.2","2.8","24","1","1","1","100.83","36.74","1","7","9","3","10","34","94","0.16","0.057142857","0.106382979","4.947368421","3.615384615","2.368421053","1.730769231","0.526315789","0.384615385","1.263157895","0.923076923","47.87234043","29.41176471","73.07692308","36.43756818","3.643756818","10.25641026","14.03508772","14.24501425","19.49317739","34.18803419","46.78362573","5.190536778","7.102839802","48.43304843","66.27680312"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00110","","","","26","12","3","7","12","12","70","10","18","0.7","19","1","1","1","100.74","34.42","1","3","1","5","18.7","37.7","80","0.257142857","0.07","0.23375","6.666666667","3.076923077","5.833333333","2.692307692","1.558333333","0.719230769","1.583333333","0.730769231","87.5","49.60212202","46.15384615","34.16716299","6.38925948","25.64102564","55.55555556","26.63817664","57.71604938","27.06552707","58.64197531","9.101509231","19.71993667","53.7037037","116.3580247"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00111","","","","26","13","2","7","13","12","35","20","9.5","1.2","13","1","1","1","100.25","41.2","1","3","5","3","10.7","23.7","55","0.271428571","0.06","0.194545455","4.230769231","2.115384615","2.692307692","1.346153846","0.823076923","0.411538462","1","0.5","63.63636364","45.14767932","50","41.09725686","4.397406484","13.53276353","27.06552707","15.24216524","30.48433048","18.51851852","37.03703704","6.2641118","12.5282236","33.76068376","67.52136752"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00112","","","","26","11","4","6","11","7","30","20","6.5","1.3","5","1","1","1","100.79","36.83","1","5","9","3","7.8","12.8","50","0.216666667","0.065","0.156","4.545454545","1.923076923","2.727272727","1.153846154","0.709090909","0.3","0.454545455","0.192307692","60","60.9375","42.30769231","36.54132354","2.850223236","9.259259259","21.88552189","11.11111111","26.26262626","7.122507123","16.83501684","4.06014706","9.596711234","18.23361823","43.0976431"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00113","","","","26","18","2","8","18","18","40","54","9.5","1.8","20","5","1","1","100.58","35.66","1","7","9","3","11.3","31.3","94","0.2375","0.033333333","0.120212766","5.222222222","3.615384615","2.222222222","1.538461538","0.627777778","0.434615385","1.111111111","0.769230769","42.55319149","36.10223642","69.23076923","35.45436468","4.006343209","13.53276353","19.5473251","16.0968661","23.25102881","28.49002849","41.15226337","5.707041609","8.243504546","44.58689459","64.40329218"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00114","","","","26","16","2","7","16","15","52","52","17","3","12","1","1","1","","","1","3","7","3","20","32","104","0.326923077","0.057692308","0.192307692","6.5","4","3.25","2","1.25","0.769230769","0.75","0.461538462","50","62.5","61.53846154","","","24.21652422","39.35185185","28.49002849","46.2962963","17.09401709","27.77777778","","","45.58404558","74.07407407"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00115","","","","26","14","2","4","14","14","54","47","8","2.7","13","1","1","1","100.39","33.61","1","1","5","5","10.7","23.7","101","0.148148148","0.057446809","0.105940594","7.214285714","3.884615385","3.857142857","2.076923077","0.764285714","0.411538462","0.928571429","0.5","53.46534653","45.14767932","53.84615385","33.47943022","3.582299034","11.3960114","21.16402116","15.24216524","28.30687831","18.51851852","34.39153439","5.102990077","9.476981571","33.76068376","62.6984127"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00116","","","","26","21","1","9","21","20","58","117","7","4.5","33","3","1","1","100.79","37.98","1","1","9","7","11.5","44.5","175","0.120689655","0.038461538","0.065714286","8.333333333","6.730769231","2.761904762","2.230769231","0.547619048","0.442307692","1.571428571","1.269230769","33.14285714","25.84269663","80.76923077","37.68230975","4.333465622","9.971509972","12.34567901","16.38176638","20.28218695","47.00854701","58.2010582","6.173027951","7.642796511","63.39031339","78.48324515"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00117","","","","26","22","3","8","22","20","26","136","1.2","2","15.5","9","5","1","100.63","37.61","1","1","3","5","3.2","18.7","162","0.046153846","0.014705882","0.019753086","7.363636364","6.230769231","1.181818182","1","0.145454545","0.123076923","0.704545455","0.596153846","16.04938272","17.11229947","84.61538462","37.3745404","1.195985293","1.709401709","2.02020202","4.558404558","5.387205387","22.07977208","26.09427609","1.703682753","2.013443254","26.63817664","31.48148148"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00118","","","","26","17","1","8","17","15","96","90","1.5","2","27","5","5","1","","","1","3","9","3","3.5","30.5","186","0.015625","0.022222222","0.018817204","10.94117647","7.153846154","5.647058824","3.692307692","0.205882353","0.134615385","1.588235294","1.038461538","51.61290323","11.47540984","65.38461538","","","2.136752137","3.267973856","4.985754986","7.625272331","38.46153846","58.82352941","","","43.44729345","66.44880174"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00119","","","","26","19","1","8","19","18","49","88","4","2.7","8.5","5","1","1","100.61","34.91","1","3","7","3","6.7","15.2","137","0.081632653","0.030681818","0.048905109","7.210526316","5.269230769","2.578947368","1.884615385","0.352631579","0.257692308","0.447368421","0.326923077","35.76642336","44.07894737","73.07692308","34.69834013","2.324788788","5.698005698","7.797270955","9.544159544","13.06042885","12.10826211","16.56920078","3.311664941","4.531752024","21.65242165","29.62962963"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00120","","","","26","22","1","9","22","21","27","250","3","3.2","14","5","3","1","100.24","31.45","1","7","5","3","6.2","20.2","277","0.111111111","0.0128","0.022382671","12.59090909","10.65384615","1.227272727","1.038461538","0.281818182","0.238461538","0.636363636","0.538461538","9.747292419","30.69306931","84.61538462","31.37470072","1.945231445","4.273504274","5.050505051","8.831908832","10.43771044","19.94301994","23.56902357","2.770984964","3.274800412","28.77492877","34.00673401"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00121","","","","26","0","","","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00122","","","","26","21","1","8","21","19","98","380","7","8","12","5","1","1","100.59","32.1","1","3","5","5","15","27","478","0.071428571","0.021052632","0.031380753","22.76190476","18.38461538","4.666666667","3.769230769","0.714285714","0.576923077","0.571428571","0.461538462","20.50209205","55.55555556","80.76923077","31.91172085","4.786758127","9.971509972","12.34567901","21.36752137","26.45502646","17.09401709","21.16402116","6.818743771","8.442254192","38.46153846","47.61904762"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00123","","","","26","20","2","8","20","20","32","130","5","7","9.2","1","1","1","100.67","35.52","1","3","7","5","12","21.2","162","0.15625","0.053846154","0.074074074","8.1","6.230769231","1.6","1.230769231","0.6","0.461538462","0.46","0.353846154","19.75308642","56.60377358","76.92307692","35.28359988","4.234031986","7.122507123","9.259259259","17.09401709","22.22222222","13.10541311","17.03703704","6.031384595","7.840799974","30.1994302","39.25925926"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00124","","","","26","20","1","9","20","19","134","180","21","7","20","1","1","1","100.82","33.59","1","5","9","3","28","48","314","0.156716418","0.038888889","0.089171975","15.7","12.07692308","6.7","5.153846154","1.4","1.076923077","1","0.769230769","42.67515924","58.33333333","76.92307692","33.31680222","9.328704622","29.91452991","38.88888889","39.88603989","51.85185185","28.49002849","37.03703704","13.28875302","17.27537893","68.37606838","88.88888889"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00125","","","","26","18","1","9","18","18","37","35","5","3","11","3","5","1","100.55","38.21","1","6","5","3","8","19","72","0.135135135","0.085714286","0.111111111","4","2.769230769","2.055555556","1.423076923","0.444444444","0.307692308","0.611111111","0.423076923","51.38888889","42.10526316","69.23076923","38.00099453","3.040079562","7.122507123","10.28806584","11.3960114","16.46090535","15.66951567","22.63374486","4.330597667","6.255307742","27.06552707","39.09465021"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00126","","","","26","14","1","8","14","12","41","98","7.2","2.2","16","3","1","1","100.75","28.81","1","1","5","7","9.4","25.4","139","0.175609756","0.02244898","0.067625899","9.928571429","5.346153846","2.928571429","1.576923077","0.671428571","0.361538462","1.142857143","0.615384615","29.49640288","37.00787402","53.84615385","28.5955335","2.687980149","10.25641026","19.04761905","13.39031339","24.86772487","22.79202279","42.32804233","3.829031551","7.111058595","36.18233618","67.1957672"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00127","","","","26","10","1","8","10","10","19","44","6.9","3.2","31.5","1","1","1","100.82","36.16","7","1","5","7","10.1","41.6","63","0.363157895","0.072727273","0.16031746","6.3","2.423076923","1.9","0.730769231","1.01","0.388461538","3.15","1.211538462","30.15873016","24.27884615","38.46153846","35.86589962","3.622455862","9.829059829","25.55555556","14.38746439","37.40740741","44.87179487","116.6666667","5.160193536","13.41650319","59.25925926","154.0740741"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00128","","","","26","0","","","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00129","","","","26","17","1","9","17","17","50","160","5","4","15","7","3","1","100.77","28.98","1","3","5","5","9","24","210","0.1","0.025","0.042857143","12.35294118","8.076923077","2.941176471","1.923076923","0.529411765","0.346153846","0.882352941","0.576923077","23.80952381","37.5","65.38461538","28.75855909","2.588270319","7.122507123","10.89324619","12.82051282","19.60784314","21.36752137","32.67973856","3.686994756","5.638933156","34.18803419","52.2875817"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00130","","","","26","12","2","8","12","12","30","134","2.8","7","14","5","1","1","100.58","29.35","1","7","5","3","9.8","23.8","164","0.093333333","0.052238806","0.059756098","13.66666667","6.307692308","2.5","1.153846154","0.816666667","0.376923077","1.166666667","0.538461538","18.29268293","41.17647059","46.15384615","29.18075164","2.859713661","3.988603989","8.641975309","13.96011396","30.24691358","19.94301994","43.20987654","4.073666183","8.826276731","33.9031339","73.45679012"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00131","","","","26","18","1","9","18","18","101","54","20","1.8","30","1","1","1","100.51","30.04","1","1","9","3","21.8","51.8","155","0.198019802","0.033333333","0.140645161","8.611111111","5.961538462","5.611111111","3.884615385","1.211111111","0.838461538","1.666666667","1.153846154","65.16129032","42.08494208","69.23076923","29.88757338","6.515490996","28.49002849","41.15226337","31.05413105","44.85596708","42.73504274","61.72839506","9.281326205","13.40636007","73.78917379","106.5843621"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00132","","","","26","14","1","6","14","10","9","9","1.2","0.8","11","7","5","1","100.89","33.6","1","1","9","5","2","13","18","0.133333333","0.088888889","0.111111111","1.285714286","0.692307692","0.642857143","0.346153846","0.142857143","0.076923077","0.785714286","0.423076923","50","15.38461538","53.84615385","33.30359798","0.66607196","1.709401709","3.174603175","2.849002849","5.291005291","15.66951567","29.1005291","0.948820455","1.762095131","18.51851852","34.39153439"
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00133","","","","26","0","","","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","MZP2013UMB-PT01","","","","","","","","","MZP2013UMB-PT01-00134","","","","26","23","1","9","23","23","50","98","15","3.5","19","1","1","1","100.65","33.74","1","3","5","3","18.5","37.5","148","0.3","0.035714286","0.125","6.434782609","5.692307692","2.173913043","1.923076923","0.804347826","0.711538462","0.826086957","0.730769231","33.78378378","49.33333333","88.46153846","33.52210631","6.201589667","21.36752137","24.15458937","26.35327635","29.79066023","27.06552707","30.5958132","8.834173315","9.986456791","53.41880342","60.38647343"
