"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011GUR-AT04","","","","","","","","","MZP2011GUR-AT04-00001","","","","39","20","1","1","7","20","12","1","15","0.2","3","28","6","5","7","3","7","3","1","1","0.12","3.2","31.2","16","0.2","0.2","0.2","0.8","0.41025641","0.05","0.025641026","0.16","0.082051282","1.4","0.717948718","6.25","10.25641026","51.28205128","0.189933523","0.37037037","3.038936372","5.925925926","26.59069326","51.85185185","29.62962963","57.77777778"
"","","MZP2011GUR-AT04","","","","","","","","","MZP2011GUR-AT04-00002","","","","39","32","1","1","7","18","13","0","19","0","3","36.2","6","5","5","5","7","3","1","1","0.15","3","39.2","19","","0.157894737","0.157894737","1.055555556","0.487179487","0","0","0.166666667","0.076923077","2.011111111","0.928205128","0","7.653061224","46.15384615","0","0","2.849002849","6.172839506","34.37796771","74.48559671","37.22697056","80.65843621"
"","","MZP2011GUR-AT04","","","","","","","","","MZP2011GUR-AT04-00003","","","","39","30","1","1","6","12","0","0","0","0","0","35","","","","","","","","","","0","35","0","","","","0","0","0","0","0","0","2.916666667","0.897435897","","0","30.76923077","0","0","0","0","33.23836657","108.0246914","33.23836657","108.0246914"
"","","MZP2011GUR-AT04","","","","","","","","","MZP2011GUR-AT04-00004","","","","39","18","1","1","5","18","12","1","14","0.2","4","17.5","6","5","5","5","1","5","5","3","11.03","4.2","21.7","15","0.2","0.285714286","0.28","0.833333333","0.384615385","0.055555556","0.025641026","0.233333333","0.107692308","0.972222222","0.448717949","6.666666667","19.35483871","46.15384615","0.189933523","0.411522634","3.988603989","8.641975309","16.61918329","36.00823045","20.60778727","44.65020576"
"","","MZP2011GUR-AT04","","","","","","","","","MZP2011GUR-AT04-00005","","","","39","37","1","1","4","22","22","0","40","0","10","10.3","2","5","7","9","3","5","3","1","3.76","10","20.3","40","","0.25","0.25","1.818181818","1.025641026","0","0","0.454545455","0.256410256","0.468181818","0.264102564","0","49.26108374","56.41025641","0","0","9.496676163","16.83501684","9.781576448","17.34006734","19.27825261","34.17508418"
"","","MZP2011GUR-AT04","","","","","","","","","MZP2011GUR-AT04-00006","","","","39","28","1","3","5","22","22","0","31","0","14","12.5","5","3","3","5","5","5","1","1","1.76","14","26.5","31","","0.451612903","0.451612903","1.409090909","0.794871795","0","0","0.636363636","0.358974359","0.568181818","0.320512821","0","52.83018868","56.41025641","0","0","13.29534663","23.56902357","11.8708452","21.04377104","25.16619183","44.61279461"
"","","MZP2011GUR-AT04","","","","","","","","","MZP2011GUR-AT04-00007","","","","39","31","1","3","6","23","23","0","38","0","20.2","18","6","3","7","5","3","5","1","1","1.76","20.2","38.2","38","","0.531578947","0.531578947","1.652173913","0.974358974","0","0","0.87826087","0.517948718","0.782608696","0.461538462","0","52.87958115","58.97435897","0","0","19.18328585","32.52818035","17.09401709","28.98550725","36.27730294","61.5136876"
"","","MZP2011GUR-AT04","","","","","","","","","MZP2011GUR-AT04-00008","","","","39","10","1","1","7","10","10","3","10","0.5","1.2","4.4","2","5","3","3","1","5","5","5","12.39","1.7","6.1","13","0.166666667","0.12","0.130769231","1.3","0.333333333","0.3","0.076923077","0.17","0.043589744","0.44","0.112820513","23.07692308","27.86885246","25.64102564","0.474833808","1.851851852","1.614434948","6.296296296","4.178537512","16.2962963","5.79297246","22.59259259"
"","","MZP2011GUR-AT04","","","","","","","","","MZP2011GUR-AT04-00009","","","","39","15","1","1","5","14","6","0","8","0","1","14.1","4","7","5","3","1","7","5","5","14.37","1","15.1","8","","0.125","0.125","0.571428571","0.205128205","0","0","0.071428571","0.025641026","1.007142857","0.361538462","0","6.622516556","35.8974359","0","0","0.949667616","2.645502646","13.39031339","37.3015873","14.33998101","39.94708995"
"","","MZP2011GUR-AT04","","","","","","","","","MZP2011GUR-AT04-00010","","","","39","19","1","3","5","28","9","0","11","0","5","14.5","6","5","5","5","1","5","3","3","7.23","5","19.5","11","","0.454545455","0.454545455","0.392857143","0.282051282","0","0","0.178571429","0.128205128","0.517857143","0.371794872","0","25.64102564","71.79487179","0","0","4.748338082","6.613756614","13.77018044","19.17989418","18.51851852","25.79365079"
