"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00031","","","","39","39","1","1","9","9","25","25","66","52","14","5","5","4","4","1.38","5","2","3","4","19","28","118","0.212121212","0.096153846","0.161016949","4.72","3.025641026","2.64","1.692307692","0.76","0.487179487","0.36","0.230769231","55.93220339","67.85714286","64.1025641","13.29534663","20.74074074","18.04368471","28.14814815","8.547008547","13.33333333","26.59069326","41.48148148"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00032","","","","39","28","1","1","5","3.5","4","3","0","3","0","0.3","3","2","4","1.38","","","","","0.3","3.8","3","","0.1","0.1","0.75","0.076923077","0","0","0.075","0.007692308","0.875","0.08974359","0","7.894736842","10.25641026","0","0","0.284900285","2.777777778","3.323836657","32.40740741","3.608736942","35.18518519"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00033","","","","39","32","1","1","8","10","24","24","80","143","9.5","7.5","4","2","5","11.03","5","2","3","4","17","27","223","0.11875","0.052447552","0.076233184","9.291666667","5.717948718","3.333333333","2.051282051","0.708333333","0.435897436","0.416666667","0.256410256","35.87443946","62.96296296","61.53846154","9.021842355","14.66049383","16.14434948","26.2345679","9.496676163","15.43209877","25.64102564","41.66666667"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00034","","","","39","39","1","1","9","8","28","28","54","53","8","5","4","3","5","14.37","5","2","3","4","13","21","107","0.148148148","0.094339623","0.121495327","3.821428571","2.743589744","1.928571429","1.384615385","0.464285714","0.333333333","0.285714286","0.205128205","50.46728972","61.9047619","71.79487179","7.597340931","10.58201058","12.34567901","17.1957672","7.597340931","10.58201058","19.94301994","27.77777778"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00035","","","","39","36","1","1","8","12","23","19","32","19","6","2.2","4","4","5","1.38","4","2","5","4","8.2","20.2","51","0.1875","0.115789474","0.160784314","2.217391304","1.307692308","1.391304348","0.820512821","0.356521739","0.21025641","0.52173913","0.307692308","62.74509804","40.59405941","58.97435897","5.698005698","9.661835749","7.787274454","13.20450886","11.3960114","19.3236715","19.18328585","32.52818035"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00036","","","","39","39","1","1","9","11.5","28","28","42","42","7","3.5","4","4","5","14.37","5","2","4","4","10.5","22","84","0.166666667","0.083333333","0.125","3","2.153846154","1.5","1.076923077","0.375","0.269230769","0.410714286","0.294871795","50","47.72727273","71.79487179","6.647673314","9.259259259","9.971509972","13.88888889","10.92117759","15.21164021","20.89268756","29.1005291"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00037","","","","39","39","1","1","9","13.5","30","10","7","28","1","2","3","2","4","0.02","5","3","5","3","3","16.5","35","0.142857143","0.071428571","0.085714286","1.166666667","0.897435897","0.233333333","0.179487179","0.1","0.076923077","0.45","0.346153846","20","18.18181818","76.92307692","0.949667616","1.234567901","2.849002849","3.703703704","12.82051282","16.66666667","15.66951567","20.37037037"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00038","","","","39","37","1","1","9","6","22","22","47","24","8","3.2","4","4","4","11.03","4","2","4","4","11.2","17.2","71","0.170212766","0.133333333","0.157746479","3.227272727","1.820512821","2.136363636","1.205128205","0.509090909","0.287179487","0.272727273","0.153846154","66.1971831","65.11627907","56.41025641","7.597340931","13.46801347","10.6362773","18.85521886","5.698005698","10.1010101","16.334283","28.95622896"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00039","","","","39","38","1","1","9","14.5","24","24","76","46","8","5.5","4","4","4","4.61","5","2","3","4","13.5","28","122","0.105263158","0.119565217","0.110655738","5.083333333","3.128205128","3.166666667","1.948717949","0.5625","0.346153846","0.604166667","0.371794872","62.29508197","48.21428571","61.53846154","7.597340931","12.34567901","12.82051282","20.83333333","13.77018044","22.37654321","26.59069326","43.20987654"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00040","","","","39","36","1","1","9","10","22","22","31","78","5.5","8","4","3","4","1.5","","","","","13.5","23.5","109","0.177419355","0.102564103","0.123853211","4.954545455","2.794871795","1.409090909","0.794871795","0.613636364","0.346153846","0.454545455","0.256410256","28.44036697","57.44680851","56.41025641","5.22317189","9.259259259","12.82051282","22.72727273","9.496676163","16.83501684","22.31718898","39.56228956"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00041","","","","39","31","1","1","8","9","22","22","57","143","7.5","6","3","4","5","10.5","5","2","4","4","13.5","22.5","200","0.131578947","0.041958042","0.0675","9.090909091","5.128205128","2.590909091","1.461538462","0.613636364","0.346153846","0.409090909","0.230769231","28.5","60","56.41025641","7.122507123","12.62626263","12.82051282","22.72727273","8.547008547","15.15151515","21.36752137","37.87878788"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00042","","","","39","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00043","","","","39","39","1","1","9","14","30","30","89","162","12","12","3","2","4","1.38","5","2","3","4","24","38","251","0.134831461","0.074074074","0.09561753","8.366666667","6.435897436","2.966666667","2.282051282","0.8","0.615384615","0.466666667","0.358974359","35.45816733","63.15789474","76.92307692","11.3960114","14.81481481","22.79202279","29.62962963","13.29534663","17.28395062","36.08736942","46.91358025"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00044","","","","39","39","1","1","9","16","28","28","105","100","19","10","4","4","5","1.38","5","2","4","4","29","45","205","0.180952381","0.1","0.141463415","7.321428571","5.256410256","3.75","2.692307692","1.035714286","0.743589744","0.571428571","0.41025641","51.2195122","64.44444444","71.79487179","18.04368471","25.13227513","27.54036087","38.35978836","15.19468186","21.16402116","42.73504274","59.52380952"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00045","","","","39","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00046","","","","39","30","1","1","7","4.5","18","18","26","68","3","3.5","3","2","5","3.03","5","2","4","4","6.5","11","94","0.115384615","0.051470588","0.069148936","5.222222222","2.41025641","1.444444444","0.666666667","0.361111111","0.166666667","0.25","0.115384615","27.65957447","59.09090909","46.15384615","2.849002849","6.172839506","6.172839506","13.3744856","4.273504274","9.259259259","10.44634378","22.63374486"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00047","","","","39","39","1","1","9","7","29","29","44","66","6","5","4","4","3","14.37","5","2","4","4","11","18","110","0.136363636","0.075757576","0.1","3.793103448","2.820512821","1.517241379","1.128205128","0.379310345","0.282051282","0.24137931","0.179487179","40","61.11111111","74.35897436","5.698005698","7.662835249","10.44634378","14.04853129","6.647673314","8.939974457","17.09401709","22.98850575"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00048","","","","39","37","1","1","9","12","22","22","63","58","14","4.2","4","4","5","1.38","5","2","4","4","18.2","30.2","121","0.222222222","0.072413793","0.150413223","5.5","3.102564103","2.863636364","1.615384615","0.827272727","0.466666667","0.545454545","0.307692308","52.0661157","60.26490066","56.41025641","13.29534663","23.56902357","17.28395062","30.63973064","11.3960114","20.2020202","28.67996201","50.84175084"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00049","","","","39","39","1","1","9","10","30","30","30","95","5.5","5","4","4","4","12.39","5","2","3","4","10.5","20.5","125","0.183333333","0.052631579","0.084","4.166666667","3.205128205","1","0.769230769","0.35","0.269230769","0.333333333","0.256410256","24","51.2195122","76.92307692","5.22317189","6.790123457","9.971509972","12.96296296","9.496676163","12.34567901","19.46818613","25.30864198"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00050","","","","39","39","1","1","9","14","26","22","24","50","5","4","4","3","5","0.02","5","3","5","4","9","23","74","0.208333333","0.08","0.121621622","2.846153846","1.897435897","0.923076923","0.615384615","0.346153846","0.230769231","0.538461538","0.358974359","32.43243243","39.13043478","66.66666667","4.748338082","7.122507123","8.547008547","12.82051282","13.29534663","19.94301994","21.84235518","32.76353276"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00051","","","","39","35","1","1","8","7","32","32","57","66","11.2","5.5","4","4","4","11.03","5","2","3","4","16.7","23.7","123","0.196491228","0.083333333","0.135772358","3.84375","3.153846154","1.78125","1.461538462","0.521875","0.428205128","0.21875","0.179487179","46.34146341","70.46413502","82.05128205","10.6362773","12.96296296","15.85944919","19.3287037","6.647673314","8.101851852","22.50712251","27.43055556"
"","","MZP2009CKE-AT03","","","","","","","","","MZP2009CKE-AT03-00052","","","","39","39","1","1","9","14","23","23","29","85","10","8","4","4","4","4.61","5","2","4","4","18","32","114","0.344827586","0.094117647","0.157894737","4.956521739","2.923076923","1.260869565","0.743589744","0.782608696","0.461538462","0.608695652","0.358974359","25.43859649","56.25","58.97435897","9.496676163","16.10305958","17.09401709","28.98550725","13.29534663","22.54428341","30.38936372","51.52979066"
