"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00014","","","","39","28","1","3","7","28","28","19","33","2.5","6.5","9","8","3","3","","9","18","52","0.131578947","0.196969697","0.173076923","1.857142857","1.333333333","0.678571429","0.487179487","0.321428571","0.230769231","0.321428571","0.230769231","36.53846154","50","71.79487179","2.374169041","3.306878307","8.547008547","11.9047619","8.547008547","11.9047619","17.09401709","23.80952381"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00015","","","","39","23","1","1","5","23","23","9","64","1.3","6.5","5.3","4","3","3","11.03","7.8","13.1","73","0.144444444","0.1015625","0.106849315","3.173913043","1.871794872","0.391304348","0.230769231","0.339130435","0.2","0.230434783","0.135897436","12.32876712","59.54198473","58.97435897","1.234567901","2.093397746","7.407407407","12.56038647","5.033238367","8.534621578","12.44064577","21.09500805"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00016","","","","39","39","1","1","5","39","39","13","74","3","3.6","15","6","5","5","","6.6","21.6","87","0.230769231","0.048648649","0.075862069","2.230769231","2.230769231","0.333333333","0.333333333","0.169230769","0.169230769","0.384615385","0.384615385","14.94252874","30.55555556","100","2.849002849","2.849002849","6.267806268","6.267806268","14.24501425","14.24501425","20.51282051","20.51282051"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00017","","","","39","39","1","1","5","18","18","16","34","5.5","5.3","5","5","1","5","7.23","10.8","15.8","50","0.34375","0.155882353","0.216","2.777777778","1.282051282","0.888888889","0.41025641","0.6","0.276923077","0.277777778","0.128205128","32","68.35443038","46.15384615","5.22317189","11.31687243","10.25641026","22.22222222","4.748338082","10.28806584","15.00474834","32.51028807"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00018","","","","39","27","1","3","7","27","27","6","58","1.3","4.5","20.5","6","1","3","1.17","5.8","26.3","64","0.216666667","0.077586207","0.090625","2.37037037","1.641025641","0.222222222","0.153846154","0.214814815","0.148717949","0.759259259","0.525641026","9.375","22.05323194","69.23076923","1.234567901","1.783264746","5.508072175","7.956104252","19.46818613","28.12071331","24.97625831","36.07681756"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00019","","","","39","30","1","1","5","17","6","0","9","0","1","12.2","8","7","7","","1","13.2","9","","0.111111111","0.111111111","0.529411765","0.230769231","0","0","0.058823529","0.025641026","0.717647059","0.312820513","0","7.575757576","43.58974359","0","0","0.949667616","2.178649237","11.58594492","26.5795207","12.53561254","28.75816993"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00020","","","","39","26","1","3","3","16","14","0","16","0","2","4.5","2","7","5","1.76","2","6.5","16","","0.125","0.125","1","0.41025641","0","0","0.125","0.051282051","0.28125","0.115384615","0","30.76923077","41.02564103","0","0","1.899335233","4.62962963","4.273504274","10.41666667","6.172839506","15.0462963"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00021","","","","39","23","1","3","5","16","16","3","19","0.8","1.3","4.9","9","7","3","","2.1","7","22","0.266666667","0.068421053","0.095454545","1.375","0.564102564","0.1875","0.076923077","0.13125","0.053846154","0.30625","0.125641026","13.63636364","30","41.02564103","0.759734093","1.851851852","1.994301994","4.861111111","4.65337132","11.34259259","6.647673314","16.2037037"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00022","","","","39","24","1","1","5","21","21","10","17","2.5","2.4","8","9","3","3","","4.9","12.9","27","0.25","0.141176471","0.181481481","1.285714286","0.692307692","0.476190476","0.256410256","0.233333333","0.125641026","0.380952381","0.205128205","37.03703704","37.98449612","53.84615385","2.374169041","4.409171076","4.65337132","8.641975309","7.597340931","14.10934744","12.25071225","22.75132275"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00023","","","","39","26","1","1","5","26","26","8","38","2","7.8","4.8","4","1","5","7.76","9.8","14.6","46","0.25","0.205263158","0.213043478","1.769230769","1.179487179","0.307692308","0.205128205","0.376923077","0.251282051","0.184615385","0.123076923","17.39130435","67.12328767","66.66666667","1.899335233","2.849002849","9.30674264","13.96011396","4.558404558","6.837606838","13.8651472","20.7977208"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00024","","","","39","22","1","3","5","22","22","6","33","1.3","9","4","7","5","5","11.03","10.3","14.3","39","0.216666667","0.272727273","0.264102564","1.772727273","1","0.272727273","0.153846154","0.468181818","0.264102564","0.181818182","0.102564103","15.38461538","72.02797203","56.41025641","1.234567901","2.188552189","9.781576448","17.34006734","3.798670465","6.734006734","13.58024691","24.07407407"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00025","","","","39","23","1","3","5","19","14","5","40","1.3","8.5","4.7","6","1","3","14.37","9.8","14.5","45","0.26","0.2125","0.217777778","2.368421053","1.153846154","0.263157895","0.128205128","0.515789474","0.251282051","0.247368421","0.120512821","11.11111111","67.5862069","48.71794872","1.234567901","2.53411306","9.30674264","19.10331384","4.463437797","9.161793372","13.77018044","28.26510721"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00026","","","","39","32","1","1","5","32","32","13","21","3.5","4.5","6.6","8","5","5","11.03","8","14.6","34","0.269230769","0.214285714","0.235294118","1.0625","0.871794872","0.40625","0.333333333","0.25","0.205128205","0.20625","0.169230769","38.23529412","54.79452055","82.05128205","3.323836657","4.050925926","7.597340931","9.259259259","6.267806268","7.638888889","13.8651472","16.89814815"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00027","","","","39","29","3","5","5","22","22","11","17","5.5","4","7.4","8","3","1","","9.5","16.9","28","0.5","0.235294118","0.339285714","1.272727273","0.717948718","0.5","0.282051282","0.431818182","0.243589744","0.336363636","0.18974359","39.28571429","56.21301775","56.41025641","5.22317189","9.259259259","9.021842355","15.99326599","7.027540361","12.45791246","16.04938272","28.45117845"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00028","","","","39","34","1","3","5","34","34","12","51","4","6.5","6.5","8","5","1","7.23","10.5","17","63","0.333333333","0.12745098","0.166666667","1.852941176","1.615384615","0.352941176","0.307692308","0.308823529","0.269230769","0.191176471","0.166666667","19.04761905","61.76470588","87.17948718","3.798670465","4.357298475","9.971509972","11.4379085","6.172839506","7.080610022","16.14434948","18.51851852"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00029","","","","39","36","1","3","5","36","36","13","72","4","10","6.7","7","5","1","11.03","14","20.7","85","0.307692308","0.138888889","0.164705882","2.361111111","2.179487179","0.361111111","0.333333333","0.388888889","0.358974359","0.186111111","0.171794872","15.29411765","67.63285024","92.30769231","3.798670465","4.115226337","13.29534663","14.40329218","6.362773029","6.893004115","19.65811966","21.2962963"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00030","","","","39","30","1","1","5","30","30","9","44","1.5","5.5","7.8","4","5","1","12.39","7","14.8","53","0.166666667","0.125","0.132075472","1.766666667","1.358974359","0.3","0.230769231","0.233333333","0.179487179","0.26","0.2","16.98113208","47.2972973","76.92307692","1.424501425","1.851851852","6.647673314","8.641975309","7.407407407","9.62962963","14.05508072","18.27160494"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00031","","","","39","32","1","1","5","32","32","8","28","2","5","9","8","5","3","","7","16","36","0.25","0.178571429","0.194444444","1.125","0.923076923","0.25","0.205128205","0.21875","0.179487179","0.28125","0.230769231","22.22222222","43.75","82.05128205","1.899335233","2.314814815","6.647673314","8.101851852","8.547008547","10.41666667","15.19468186","18.51851852"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00032","","","","39","31","1","3","5","31","31","7","32","1.8","6.6","8.8","7","5","3","11.03","8.4","17.2","39","0.257142857","0.20625","0.215384615","1.258064516","1","0.225806452","0.179487179","0.270967742","0.215384615","0.283870968","0.225641026","17.94871795","48.8372093","79.48717949","1.709401709","2.150537634","7.977207977","10.03584229","8.357075024","10.51373955","16.334283","20.54958184"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00033","","","","39","20","1","3","3","17","17","16","33","6","3.5","5.4","5","1","1","","9.5","14.9","49","0.375","0.106060606","0.193877551","2.882352941","1.256410256","0.941176471","0.41025641","0.558823529","0.243589744","0.317647059","0.138461538","32.65306122","63.75838926","43.58974359","5.698005698","13.07189542","9.021842355","20.69716776","5.128205128","11.76470588","14.15004748","32.46187364"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00034","","","","39","30","1","3","5","30","30","7","27","2","4.5","10","6","5","1","0.15","6.5","16.5","34","0.285714286","0.166666667","0.191176471","1.133333333","0.871794872","0.233333333","0.179487179","0.216666667","0.166666667","0.333333333","0.256410256","20.58823529","39.39393939","76.92307692","1.899335233","2.469135802","6.172839506","8.024691358","9.496676163","12.34567901","15.66951567","20.37037037"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00035","","","","39","21","1","1","5","17","13","4","14","1.2","2","7.5","6","5","1","","3.2","10.7","18","0.3","0.142857143","0.177777778","1.058823529","0.461538462","0.235294118","0.102564103","0.188235294","0.082051282","0.441176471","0.192307692","22.22222222","29.90654206","43.58974359","1.13960114","2.614379085","3.038936372","6.97167756","7.122507123","16.33986928","10.16144349","23.31154684"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00036","","","","39","37","1","1","5","18","18","0","25","0","5","10.2","7","5","3","11.03","5","15.2","25","","0.2","0.2","1.388888889","0.641025641","0","0","0.277777778","0.128205128","0.566666667","0.261538462","0","32.89473684","46.15384615","0","0","4.748338082","10.28806584","9.686609687","20.98765432","14.43494777","31.27572016"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00037","","","","39","27","3","5","5","23","2","0","3","0","0.8","17.3","6","5","1","","0.8","18.1","3","","0.266666667","0.266666667","0.130434783","0.076923077","0","0","0.034782609","0.020512821","0.752173913","0.443589744","0","4.419889503","58.97435897","0","0","0.759734093","1.288244767","16.42924976","27.85829308","17.18898386","29.14653784"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00038","","","","39","18","1","3","5","18","10","0","15","0","2.3","4","2","5","3","10.5","2.3","6.3","15","","0.153333333","0.153333333","0.833333333","0.384615385","0","0","0.127777778","0.058974359","0.222222222","0.102564103","0","36.50793651","46.15384615","0","0","2.184235518","4.732510288","3.798670465","8.230452675","5.982905983","12.96296296"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00039","","","","39","28","1","3","5","28","20","0","25","0","3.5","5","6","1","5","12.39","3.5","8.5","25","","0.14","0.14","0.892857143","0.641025641","0","0","0.125","0.08974359","0.178571429","0.128205128","0","41.17647059","71.79487179","0","0","3.323836657","4.62962963","4.748338082","6.613756614","8.072174739","11.24338624"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00040","","","","39","24","1","3","5","24","17","4","15","1.1","3","8.7","8","5","1","","4.1","12.8","19","0.275","0.2","0.215789474","0.791666667","0.487179487","0.166666667","0.102564103","0.170833333","0.105128205","0.3625","0.223076923","21.05263158","32.03125","61.53846154","1.044634378","1.697530864","3.893637227","6.327160494","8.262108262","13.42592593","12.15574549","19.75308642"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00041","","","","39","36","1","1","5","30","10","6","9","1","1.7","20.6","6","5","3","","2.7","23.3","15","0.166666667","0.188888889","0.18","0.5","0.384615385","0.2","0.153846154","0.09","0.069230769","0.686666667","0.528205128","40","11.58798283","76.92307692","0.949667616","1.234567901","2.564102564","3.333333333","19.5631529","25.43209877","22.12725546","28.7654321"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00042","","","","39","30","1","1","5","12","12","8","22","2","5.1","13.6","9","3","3","","7.1","20.7","30","0.25","0.231818182","0.236666667","2.5","0.769230769","0.666666667","0.205128205","0.591666667","0.182051282","1.133333333","0.348717949","26.66666667","34.29951691","30.76923077","1.899335233","6.172839506","6.742640076","21.91358025","12.91547958","41.97530864","19.65811966","63.88888889"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00043","","","","39","32","1","3","5","22","22","18","16","8.1","3.9","28.5","6","1","1","4.92","12","40.5","34","0.45","0.24375","0.352941176","1.545454545","0.871794872","0.818181818","0.461538462","0.545454545","0.307692308","1.295454545","0.730769231","52.94117647","29.62962963","56.41025641","7.692307692","13.63636364","11.3960114","20.2020202","27.06552707","47.97979798","38.46153846","68.18181818"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00044","","","","39","30","1","3","7","25","25","16","30","5","2.5","15","6","1","1","0.12","7.5","22.5","46","0.3125","0.083333333","0.163043478","1.84","1.179487179","0.64","0.41025641","0.3","0.192307692","0.6","0.384615385","34.7826087","33.33333333","64.1025641","4.748338082","7.407407407","7.122507123","11.11111111","14.24501425","22.22222222","21.36752137","33.33333333"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00045","","","","39","39","1","3","5","39","39","18","67","4.4","7.5","11.4","2","1","3","7.23","11.9","23.3","85","0.244444444","0.111940299","0.14","2.179487179","2.179487179","0.461538462","0.461538462","0.305128205","0.305128205","0.292307692","0.292307692","21.17647059","51.07296137","100","4.178537512","4.178537512","11.30104463","11.30104463","10.82621083","10.82621083","22.12725546","22.12725546"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00046","","","","39","35","1","3","5","32","32","20","92","6.6","5.7","11","6","1","5","12.39","12.3","23.3","112","0.33","0.061956522","0.109821429","3.5","2.871794872","0.625","0.512820513","0.384375","0.315384615","0.34375","0.282051282","17.85714286","52.78969957","82.05128205","6.267806268","7.638888889","11.68091168","14.23611111","10.44634378","12.73148148","22.12725546","26.96759259"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00047","","","","39","30","1","3","3","19","2","0","4","0","1","9","6","7","7","","1","10","4","","0.25","0.25","0.210526316","0.102564103","0","0","0.052631579","0.025641026","0.473684211","0.230769231","0","10","48.71794872","0","0","0.949667616","1.949317739","8.547008547","17.54385965","9.496676163","19.49317739"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00048","","","","39","21","1","1","5","21","17","9","14","2","2","11.3","9","3","3","","4","15.3","23","0.222222222","0.142857143","0.173913043","1.095238095","0.58974359","0.428571429","0.230769231","0.19047619","0.102564103","0.538095238","0.28974359","39.13043478","26.14379085","53.84615385","1.899335233","3.527336861","3.798670465","7.054673721","10.73124406","19.92945326","14.52991453","26.98412698"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00049","","","","39","24","1","1","5","24","24","7","30","4","7.8","14.5","8","1","7","10.5","11.8","26.3","37","0.571428571","0.26","0.318918919","1.541666667","0.948717949","0.291666667","0.179487179","0.491666667","0.302564103","0.604166667","0.371794872","18.91891892","44.86692015","61.53846154","3.798670465","6.172839506","11.20607787","18.20987654","13.77018044","22.37654321","24.97625831","40.58641975"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00050","","","","39","33","1","3","5","26","13","4","13","1","4","16.5","6","5","5","12.39","5","21.5","17","0.25","0.307692308","0.294117647","0.653846154","0.435897436","0.153846154","0.102564103","0.192307692","0.128205128","0.634615385","0.423076923","23.52941176","23.25581395","66.66666667","0.949667616","1.424501425","4.748338082","7.122507123","15.66951567","23.5042735","20.41785375","30.62678063"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00051","","","","39","34","1","3","5","25","20","0","31","0","3","13.6","6","5","3","0.15","3","16.6","31","","0.096774194","0.096774194","1.24","0.794871795","0","0","0.12","0.076923077","0.544","0.348717949","0","18.07228916","64.1025641","0","0","2.849002849","4.444444444","12.91547958","20.14814815","15.76448243","24.59259259"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00052","","","","39","35","1","3","5","35","35","13","61","4","9","10.9","6","1","3","11.03","13","23.9","74","0.307692308","0.147540984","0.175675676","2.114285714","1.897435897","0.371428571","0.333333333","0.371428571","0.333333333","0.311428571","0.279487179","17.56756757","54.39330544","89.74358974","3.798670465","4.232804233","12.34567901","13.75661376","10.35137702","11.53439153","22.69705603","25.29100529"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00053","","","","39","33","1","3","5","33","33","6","67","1","9.5","9","6","3","5","12.39","10.5","19.5","73","0.166666667","0.141791045","0.143835616","2.212121212","1.871794872","0.181818182","0.153846154","0.318181818","0.269230769","0.272727273","0.230769231","8.219178082","53.84615385","84.61538462","0.949667616","1.122334456","9.971509972","11.78451178","8.547008547","10.1010101","18.51851852","21.88552189"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00054","","","","39","34","1","3","5","34","34","6","35","1","6.6","10","2","5","5","14.37","7.6","17.6","41","0.166666667","0.188571429","0.185365854","1.205882353","1.051282051","0.176470588","0.153846154","0.223529412","0.194871795","0.294117647","0.256410256","14.63414634","43.18181818","87.17948718","0.949667616","1.089324619","7.217473884","8.278867102","9.496676163","10.89324619","16.71415005","19.17211329"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00055","","","","39","30","1","3","5","30","16","4","15","1","1.2","8.5","8","7","1","","2.2","10.7","19","0.25","0.08","0.115789474","0.633333333","0.487179487","0.133333333","0.102564103","0.073333333","0.056410256","0.283333333","0.217948718","21.05263158","20.56074766","76.92307692","0.949667616","1.234567901","2.089268756","2.716049383","8.072174739","10.49382716","10.16144349","13.20987654"
"","","MZP2012GUR-AT07","","","","","","","","","MZP2012GUR-AT07-00056","","","","39","27","1","3","1","27","27","0","38","0","6.8","6.7","6","5","7","12.39","6.8","13.5","38","","0.178947368","0.178947368","1.407407407","0.974358974","0","0","0.251851852","0.174358974","0.248148148","0.171794872","0","50.37037037","69.23076923","0","0","6.457739791","9.327846365","6.362773029","9.190672154","12.82051282","18.51851852"
