"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of total carotenoids in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000290","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00037","","","","39","26","3","3","7","26","24","22","32","5.1","1.8","14.6","5","5","1","50.09","17.24","7","7","7","3","3.89","1.13","0.88","1.55","0.15","72.63","0.79","2.19","11.9","0.59","6.9","21.5","54","0.231818182","0.05625","0.127777778","2.076923077","1.384615385","0.846153846","0.564102564","0.265384615","0.176923077","0.561538462","0.374358974","40.74074074","32.09302326","66.66666667","34.41804751","2.374845278","4.843304843","7.264957265","6.552706553","9.829059829","13.8651472","20.7977208","2.255313655","3.382970482","20.41785375","30.62678063"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00038","","","","39","31","1","1","5","31","31","40","79","8.9","6.4","11.7","3","3","3","50.06","17.22","7","9","7","1","3.65","1.39","0.75","2.79","7.23","72.98","1.25","2.34","8.97","0.54","15.3","27","119","0.2225","0.081012658","0.128571429","3.838709677","3.051282051","1.290322581","1.025641026","0.493548387","0.392307692","0.377419355","0.3","33.61344538","56.66666667","79.48717949","34.39872153","5.263004395","8.452041785","10.63321386","14.52991453","18.27956989","11.11111111","13.97849462","4.998104838","6.287938345","25.64102564","32.25806452"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00039","","","","39","35","3","3","7","35","35","46","96","10.5","5.6","14.4","3","3","1","50.03","14.7","5","7","5","3","3.22","1.47","0.87","22.88","4.61","68.15","1.1","2.56","17.23","0.7","16.1","30.5","142","0.22826087","0.058333333","0.113380282","4.057142857","3.641025641","1.314285714","1.179487179","0.46","0.412820513","0.411428571","0.369230769","32.3943662","52.78688525","89.74358974","29.38237058","4.730561663","9.971509972","11.11111111","15.28964862","17.03703704","13.67521368","15.23809524","4.492461218","5.005885358","28.9648623","32.27513228"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00040","","","","39","28","1","1","7","28","28","24","68","4.3","3.9","16.5","5","5","1","50.06","13.85","7","5","5","5","3.81","1.81","1.12","55.13","5.46","61.6","1.82","3.23","15.59","0.39","8.2","24.7","92","0.179166667","0.057352941","0.089130435","3.285714286","2.358974359","0.857142857","0.615384615","0.292857143","0.21025641","0.589285714","0.423076923","26.08695652","33.19838057","71.79487179","27.66679984","2.268677587","4.08357075","5.687830688","7.787274454","10.84656085","15.66951567","21.82539683","2.154489636","3.000896279","23.45679012","32.67195767"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00041","","","","39","29","1","1","9","29","28","34","45","7.2","2","20.3","5","5","1","50.08","17.12","9","9","5","1","2.72","1.02","0.61","16.35","6.12","75.26","1.88","3.23","8.04","0.75","9.2","29.5","79","0.211764706","0.044444444","0.116455696","2.724137931","2.025641026","1.172413793","0.871794872","0.317241379","0.235897436","0.7","0.520512821","43.03797468","31.18644068","74.35897436","34.18530351","3.145047923","6.837606838","9.195402299","8.73694207","11.74968072","19.27825261","25.92592593","2.986750165","4.016664014","28.01519468","37.67560664"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00042","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00043","","","","39","30","1","1","7","30","30","28","42","4.5","2.1","16.9","5","5","3","50.04","14.22","5","7","5","5","2.4","1.33","0.98","27.39","4.92","66.51","1.39","2.59","17.46","1.02","6.6","23.5","70","0.160714286","0.05","0.094285714","2.333333333","1.794871795","0.933333333","0.717948718","0.22","0.169230769","0.563333333","0.433333333","40","28.08510638","76.92307692","28.41726619","1.875539568","4.273504274","5.555555556","6.267806268","8.148148148","16.04938272","20.86419753","1.781139191","2.315480949","22.31718898","29.01234568"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00044","","","","39","29","1","1","5","29","28","20","50","6","3.7","13.7","5","5","3","50.06","16.6","5","5","5","5","2.89","1.28","0.68","13.5","7.23","73.8","1.41","2.93","11.46","0.99","9.7","23.4","70","0.3","0.074","0.138571429","2.413793103","1.794871795","0.689655172","0.512820513","0.334482759","0.248717949","0.472413793","0.351282051","28.57142857","41.45299145","74.35897436","33.16020775","3.216540152","5.698005698","7.662835249","9.211775878","12.38825032","13.01044634","17.49680715","3.054644019","4.107969543","22.22222222","29.88505747"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00045","","","","39","30","1","1","3","30","30","30","69","4.1","2.4","4.1","3","3","1","50.07","13.37","7","9","5","1","2.98","1.38","0.98","44.28","10.5","61.02","1.92","2.91","18.78","0.48","6.5","10.6","99","0.136666667","0.034782609","0.065656566","3.3","2.538461538","1","0.769230769","0.216666667","0.166666667","0.136666667","0.105128205","30.3030303","61.32075472","76.92307692","26.70261634","1.735670062","3.893637227","5.061728395","6.172839506","8.024691358","3.893637227","5.061728395","1.64830965","2.142802546","10.06647673","13.08641975"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00046","","","","39","27","1","1","5","27","27","42","74","7.1","4","14.7","3","3","1","50.09","13.15","7","7","5","5","3.11","1.64","0.97","26.52","4.61","64.65","1.77","3.46","17.38","0.82","11.1","25.8","116","0.169047619","0.054054054","0.095689655","4.296296296","2.974358974","1.555555556","1.076923077","0.411111111","0.284615385","0.544444444","0.376923077","36.20689655","43.02325581","69.23076923","26.25274506","2.914054702","6.742640076","9.739368999","10.54131054","15.22633745","13.96011396","20.16460905","2.767383382","3.997331552","24.5014245","35.3909465"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00047","","","","39","22","1","1","5","22","20","20","35","3.7","1.4","11.7","3","3","1","50.02","14.46","7","7","5","3","4.13","1.69","1.04","30.78","5.46","65.86","1.2","2.29","12.98","0.18","5.1","16.8","55","0.185","0.04","0.092727273","2.5","1.41025641","0.909090909","0.512820513","0.231818182","0.130769231","0.531818182","0.3","36.36363636","30.35714286","56.41025641","28.90843663","1.474330268","3.51377018","6.228956229","4.843304843","8.585858586","11.11111111","19.6969697","1.400123711","2.482037488","15.95441595","28.28282828"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00048","","","","39","26","3","3","1","26","26","47","36","7.4","1.6","3","3","1","1","50.03","13.68","7","7","7","5","4.91","1.74","1.12","8.61","3.76","68.76","1.37","2.6","11.46","0.6","9","12","83","0.157446809","0.044444444","0.108433735","3.192307692","2.128205128","1.807692308","1.205128205","0.346153846","0.230769231","0.115384615","0.076923077","56.62650602","75","66.66666667","27.34359384","2.460923446","7.027540361","10.54131054","8.547008547","12.82051282","2.849002849","4.273504274","2.337059303","3.505588954","11.3960114","17.09401709"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00049","","","","39","20","1","1","5","20","20","28","0","7.4","0","9.2","1","3","1","50.06","16.44","5","5","5","7","3.9","1.23","0.84","104.22","1.5","72.5","1.31","2.54","10.38","0.89","7.4","16.6","28","0.264285714","","0.264285714","1.4","0.717948718","1.4","0.717948718","0.37","0.18974359","0.46","0.235897436","100","44.57831325","51.28205128","32.84059129","2.430203755","7.027540361","13.7037037","7.027540361","13.7037037","8.73694207","17.03703704","2.307885808","4.500377325","15.76448243","30.74074074"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00050","","","","39","24","1","1","5","24","18","10","34","3.6","1.6","8.3","1","3","1","50.04","15.53","7","9","7","1","2.8","1.29","0.77","22.52","10.5","68.71","1.7","2.84","14.21","0.8","5.2","13.5","44","0.36","0.047058824","0.118181818","1.833333333","1.128205128","0.416666667","0.256410256","0.216666667","0.133333333","0.345833333","0.212820513","22.72727273","38.51851852","61.53846154","31.03517186","1.613828937","3.418803419","5.555555556","4.938271605","8.024691358","7.882241216","12.80864198","1.53260108","2.490476754","12.82051282","20.83333333"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00051","","","","39","32","1","1","5","32","29","17","49","2.4","3","9.5","5","3","3","50.06","14.61","7","9","7","3","2.81","1.47","1.03","53.87","6.12","63.33","1.54","2.88","18.51","1.08","5.4","14.9","66","0.141176471","0.06122449","0.081818182","2.0625","1.692307692","0.53125","0.435897436","0.16875","0.138461538","0.296875","0.243589744","25.75757576","36.24161074","82.05128205","29.18497803","1.575988813","2.279202279","2.777777778","5.128205128","6.25","9.021842355","10.99537037","1.49666554","1.824061127","14.15004748","17.24537037"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00052","","","","39","33","2","3","7","33","33","50","38","10.1","2.2","18.1","3","3","1","50.09","17.5","5","5","5","5","3.52","1.17","0.77","39.98","1.5","75.02","1.09","2.64","9.37","0.91","12.3","30.4","88","0.202","0.057894737","0.139772727","2.666666667","2.256410256","1.515151515","1.282051282","0.372727273","0.315384615","0.548484848","0.464102564","56.81818182","40.46052632","84.61538462","34.9371132","4.297264923","9.591642925","11.335578","11.68091168","13.8047138","17.18898386","20.31425365","4.080973336","4.822968488","28.86989554","34.11896745"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00053","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00054","","","","39","9","1","1","1","9","9","5","34","1.1","1.7","1.8","5","5","1","50.02","16.1","7","9","7","3","4.36","1.58","0.97","22.98","1.5","68.58","1.11","2.78","13.77","0.72","2.8","4.6","39","0.22","0.05","0.071794872","4.333333333","1","0.555555556","0.128205128","0.311111111","0.071794872","0.2","0.046153846","12.82051282","60.86956522","23.07692308","32.18712515","0.901239504","1.044634378","4.526748971","2.659069326","11.52263374","1.709401709","7.407407407","0.855877972","3.708804544","4.368471035","18.93004115"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00055","","","","39","22","9","9","3","22","22","15","80","2.2","3.5","6.7","5","7","1","50.05","16.53","7","7","7","3","4.43","1.56","0.92","21","6.12","70.42","1.04","2.77","12.18","0.73","5.7","12.4","95","0.146666667","0.04375","0.06","4.318181818","2.435897436","0.681818182","0.384615385","0.259090909","0.146153846","0.304545455","0.171794872","15.78947368","45.96774194","56.41025641","33.02697303","1.882537463","2.089268756","3.703703704","5.413105413","9.595959596","6.362773029","11.27946128","1.787784865","3.169254987","11.77587844","20.87542088"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00056","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00057","","","","39","22","1","1","7","22","19","23","27","4.9","1","18.5","1","1","1","50.07","13.02","5","9","3","5","2.47","1.4","0.97","28.87","4.61","59.27","4.04","6.42","19.55","1.01","5.9","24.4","50","0.213043478","0.037037037","0.118","2.272727273","1.282051282","1.045454545","0.58974359","0.268181818","0.151282051","0.840909091","0.474358974","46","24.18032787","56.41025641","26.00359497","1.534212103","4.65337132","8.249158249","5.603038936","9.932659933","17.5688509","31.14478114","1.456991551","2.582848658","23.17188984","41.07744108"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00058","","","","39","36","4","5","9","36","30","29","60","6.8","5.2","20","3","5","1","50.07","11.48","7","7","3","7","3.46","1.68","1.14","70.6","7.76","59.36","2.3","3.74","19.43","1.13","12","32","89","0.234482759","0.086666667","0.134831461","2.472222222","2.282051282","0.805555556","0.743589744","0.333333333","0.307692308","0.555555556","0.512820513","32.58426966","37.5","92.30769231","22.92790094","2.751348113","6.457739791","6.995884774","11.3960114","12.34567901","18.99335233","20.57613169","2.612866204","2.830605054","30.38936372","32.9218107"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00059","","","","39","31","1","1","5","31","28","22","50","6.5","3.5","11.7","1","1","1","50.02","14.99","9","7","7","5","3.17","1.39","0.79","16","4.61","66.59","2.18","2.82","13.25","0.6","10","21.7","72","0.295454545","0.07","0.138888889","2.322580645","1.846153846","0.709677419","0.564102564","0.322580645","0.256410256","0.377419355","0.3","30.55555556","46.08294931","79.48717949","29.96801279","2.996801279","6.172839506","7.765830346","9.496676163","11.9474313","11.11111111","13.97849462","2.845965128","3.580407741","20.60778727","25.92592593"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00060","","","","39","32","1","1","5","32","29","56","62","8","3.5","8.9","3","3","1","50.06","13.47","7","9","7","3","3.78","1.54","0.98","34.6","14.37","61.28","2.94","4.42","17.86","0.75","11.5","20.4","118","0.142857143","0.056451613","0.097457627","3.6875","3.025641026","1.75","1.435897436","0.359375","0.294871795","0.278125","0.228205128","47.45762712","56.37254902","82.05128205","26.90771075","3.094386736","7.597340931","9.259259259","10.92117759","13.31018519","8.452041785","10.30092593","2.938638876","3.58146613","19.37321937","23.61111111"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00061","","","","39","34","1","1","5","34","34","58","87","13","2","12.2","3","1","1","50.02","16.01","5","5","5","5","4.34","1.44","0.87","12.32","4.61","70.85","0.99","2.35","12.66","0.62","15","27.2","145","0.224137931","0.022988506","0.103448276","4.264705882","3.717948718","1.705882353","1.487179487","0.441176471","0.384615385","0.358823529","0.312820513","40","55.14705882","87.17948718","32.00719712","4.801079568","12.34567901","14.16122004","14.24501425","16.33986928","11.58594492","13.28976035","4.559429789","5.22993417","25.83095916","29.62962963"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00062","","","","39","30","1","1","7","30","27","15","36","2.3","2.6","21.2","5","5","1","50.07","16.23","9","7","7","5","2.11","0.87","0.66","92.51","7.23","72.05","1.66","2.73","14.47","0.93","4.9","26.1","51","0.153333333","0.072222222","0.096078431","1.7","1.307692308","0.5","0.384615385","0.163333333","0.125641026","0.706666667","0.543589744","29.41176471","18.77394636","76.92307692","32.41461953","1.588316357","2.184235518","2.839506173","4.65337132","6.049382716","20.13295347","26.17283951","1.508372609","1.960884391","24.78632479","32.22222222"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00063","","","","39","20","9","9","3","20","15","12","29","1.3","0.8","5.9","5","3","1","50.05","16.08","5","5","5","5","4","1.6","1.06","35.11","10.5","67.93","1.42","2.48","12.5","0.96","2.1","8","41","0.108333333","0.027586207","0.051219512","2.05","1.051282051","0.6","0.307692308","0.105","0.053846154","0.295","0.151282051","29.26829268","26.25","51.28205128","32.12787213","0.674685315","1.234567901","2.407407407","1.994301994","3.888888889","5.603038936","10.92592593","0.640726795","1.249417249","7.597340931","14.81481481"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00064","","","","39","27","1","1","3","27","25","14","85","2.1","3.5","5.3","5","5","7","50.08","14.79","7","9","7","1","3.01","1.45","1.03","37.54","12.39","66.72","1.98","3.77","16.82","0.52","5.6","10.9","99","0.15","0.041176471","0.056565657","3.666666667","2.538461538","0.518518519","0.358974359","0.207407407","0.143589744","0.196296296","0.135897436","14.14141414","51.37614679","69.23076923","29.5327476","1.653833866","1.994301994","2.880658436","5.318138651","7.68175583","5.033238367","7.270233196","1.570592465","2.268633561","10.35137702","14.95198903"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00065","","","","39","30","1","1","3","30","30","35","50","14.4","3.3","7.5","1","1","1","50.03","13.34","7","7","7","3","5.57","1.94","1.25","17.47","1.5","61.58","1.53","2.95","17.01","0.74","17.7","25.2","85","0.411428571","0.066","0.208235294","2.833333333","2.179487179","1.166666667","0.897435897","0.59","0.453846154","0.25","0.192307692","41.17647059","70.23809524","76.92307692","26.6640016","4.719528283","13.67521368","17.77777778","16.80911681","21.85185185","7.122507123","9.259259259","4.481983175","5.826578127","23.93162393","31.11111111"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00066","","","","39","25","1","1","5","25","23","28","94","5.7","4","9.3","5","5","5","50.04","11.73","5","9","5","3","2.75","1.36","0.85","25.5","7.76","60.97","3.43","4.8","16.41","0.4","9.7","19","122","0.203571429","0.042553191","0.079508197","4.88","3.128205128","1.12","0.717948718","0.388","0.248717949","0.372","0.238461538","22.95081967","51.05263158","64.1025641","23.441247","2.273800959","5.413105413","8.444444444","9.211775878","14.37037037","8.831908832","13.77777778","2.159355137","3.368594014","18.04368471","28.14814815"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00067","","","","39","30","1","1","5","30","30","56","60","10.3","2.5","8.7","3","3","1","50.06","12.51","7","7","7","1","3.02","1.53","1.04","35.69","10.5","56.28","3.73","5.46","20.75","0.56","12.8","21.5","116","0.183928571","0.041666667","0.110344828","3.866666667","2.974358974","1.866666667","1.435897436","0.426666667","0.328205128","0.29","0.223076923","48.27586207","59.53488372","76.92307692","24.99001199","3.198721534","9.781576448","12.71604938","12.15574549","15.80246914","8.262108262","10.74074074","3.037722255","3.949038931","20.41785375","26.54320988"
"","","MZP2016UMB-MT03","","","","","","","","","MZP2016UMB-MT03-00068","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
