"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00097","","","","26","26","1","1","5","26","26","28","27","5.3","8.4","19.5","7","3","3","3","13.7","33.2","55","0.189285714","0.311111111","0.249090909","2.115384615","2.115384615","1.076923077","1.076923077","0.526923077","0.526923077","0.75","0.75","50.90909091","41.26506024","100","7.54985755","7.54985755","19.51566952","19.51566952","27.77777778","27.77777778","47.29344729","47.29344729"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00098","","","","26","17","1","5","5","15","15","14","21","4.5","5","7","6","5","5","3","9.5","16.5","35","0.321428571","0.238095238","0.271428571","2.333333333","1.346153846","0.933333333","0.538461538","0.633333333","0.365384615","0.466666667","0.269230769","40","57.57575758","57.69230769","6.41025641","11.11111111","13.53276353","23.45679012","9.971509972","17.28395062","23.5042735","40.74074074"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00099","","","","26","26","1","3","9","26","26","21","36","5.5","8","6.5","7","3","3","3","13.5","20","57","0.261904762","0.222222222","0.236842105","2.192307692","2.192307692","0.807692308","0.807692308","0.519230769","0.519230769","0.25","0.25","36.84210526","67.5","100","7.834757835","7.834757835","19.23076923","19.23076923","9.259259259","9.259259259","28.49002849","28.49002849"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00100","","","","26","25","1","1","5","25","25","19","32","5","7.5","5.5","9","5","5","3","12.5","18","51","0.263157895","0.234375","0.245098039","2.04","1.961538462","0.76","0.730769231","0.5","0.480769231","0.22","0.211538462","37.25490196","69.44444444","96.15384615","7.122507123","7.407407407","17.80626781","18.51851852","7.834757835","8.148148148","25.64102564","26.66666667"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00101","","","","26","25","1","1","5","25","25","25","42","6.5","9.5","10.5","6","3","3","3","16","26.5","67","0.26","0.226190476","0.23880597","2.68","2.576923077","1","0.961538462","0.64","0.615384615","0.42","0.403846154","37.31343284","60.37735849","96.15384615","9.259259259","9.62962963","22.79202279","23.7037037","14.95726496","15.55555556","37.74928775","39.25925926"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00102","","","","26","24","1","3","5","22","22","20","37","5.9","7.5","7","9","3","5","5","13.4","20.4","57","0.295","0.202702703","0.235087719","2.590909091","2.192307692","0.909090909","0.769230769","0.609090909","0.515384615","0.318181818","0.269230769","35.0877193","65.68627451","84.61538462","8.404558405","9.932659933","19.08831909","22.55892256","9.971509972","11.78451178","29.05982906","34.34343434"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00103","","","","26","26","1","1","5","26","26","17","25","4.5","7","13.5","9","3","3","3","11.5","25","42","0.264705882","0.28","0.273809524","1.615384615","1.615384615","0.653846154","0.653846154","0.442307692","0.442307692","0.519230769","0.519230769","40.47619048","46","100","6.41025641","6.41025641","16.38176638","16.38176638","19.23076923","19.23076923","35.61253561","35.61253561"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00104","","","","26","26","1","3","9","26","26","10","14","3","4","10.7","9","3","3","5","7","17.7","24","0.3","0.285714286","0.291666667","0.923076923","0.923076923","0.384615385","0.384615385","0.269230769","0.269230769","0.411538462","0.411538462","41.66666667","39.5480226","100","4.273504274","4.273504274","9.971509972","9.971509972","15.24216524","15.24216524","25.21367521","25.21367521"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00105","","","","26","26","1","1","5","26","26","11","16","3.5","4.3","9.5","8","5","5","5","7.8","17.3","27","0.318181818","0.26875","0.288888889","1.038461538","1.038461538","0.423076923","0.423076923","0.3","0.3","0.365384615","0.365384615","40.74074074","45.0867052","100","4.985754986","4.985754986","11.11111111","11.11111111","13.53276353","13.53276353","24.64387464","24.64387464"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00106","","","","26","26","1","1","5","26","26","12","19","3.3","5.5","9.5","9","5","5","3","8.8","18.3","31","0.275","0.289473684","0.283870968","1.192307692","1.192307692","0.461538462","0.461538462","0.338461538","0.338461538","0.365384615","0.365384615","38.70967742","48.08743169","100","4.700854701","4.700854701","12.53561254","12.53561254","13.53276353","13.53276353","26.06837607","26.06837607"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00107","","","","26","26","1","1","5","26","26","19","29","4.5","6.9","15","7","3","3","3","11.4","26.4","48","0.236842105","0.237931034","0.2375","1.846153846","1.846153846","0.730769231","0.730769231","0.438461538","0.438461538","0.576923077","0.576923077","39.58333333","43.18181818","100","6.41025641","6.41025641","16.23931624","16.23931624","21.36752137","21.36752137","37.60683761","37.60683761"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00108","","","","26","25","1","1","7","25","25","10","15","3","3.7","10.5","6","5","5","3","6.7","17.2","25","0.3","0.246666667","0.268","1","0.961538462","0.4","0.384615385","0.268","0.257692308","0.42","0.403846154","40","38.95348837","96.15384615","4.273504274","4.444444444","9.544159544","9.925925926","14.95726496","15.55555556","24.5014245","25.48148148"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00109","","","","26","21","1","1","5","21","21","10","3","3","2.7","5.5","6","5","5","5","5.7","11.2","13","0.3","0.9","0.438461538","0.619047619","0.5","0.476190476","0.384615385","0.271428571","0.219230769","0.261904762","0.211538462","76.92307692","50.89285714","80.76923077","4.273504274","5.291005291","8.11965812","10.05291005","7.834757835","9.700176367","15.95441595","19.75308642"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00110","","","","26","26","1","3","5","26","26","9","17","3","4.5","10.5","6","5","5","3","7.5","18","26","0.333333333","0.264705882","0.288461538","1","1","0.346153846","0.346153846","0.288461538","0.288461538","0.403846154","0.403846154","34.61538462","41.66666667","100","4.273504274","4.273504274","10.68376068","10.68376068","14.95726496","14.95726496","25.64102564","25.64102564"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00111","","","","26","26","1","3","7","26","26","17","25","4","6.7","9.5","9","5","3","3","10.7","20.2","42","0.235294118","0.268","0.254761905","1.615384615","1.615384615","0.653846154","0.653846154","0.411538462","0.411538462","0.365384615","0.365384615","40.47619048","52.97029703","100","5.698005698","5.698005698","15.24216524","15.24216524","13.53276353","13.53276353","28.77492877","28.77492877"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00112","","","","26","26","1","1","7","26","26","15","27","4","7","10.1","9","5","3","5","11","21.1","42","0.266666667","0.259259259","0.261904762","1.615384615","1.615384615","0.576923077","0.576923077","0.423076923","0.423076923","0.388461538","0.388461538","35.71428571","52.13270142","100","5.698005698","5.698005698","15.66951567","15.66951567","14.38746439","14.38746439","30.05698006","30.05698006"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00113","","","","26","26","1","1","5","26","26","9","19","3","4.7","11","9","5","5","5","7.7","18.7","28","0.333333333","0.247368421","0.275","1.076923077","1.076923077","0.346153846","0.346153846","0.296153846","0.296153846","0.423076923","0.423076923","32.14285714","41.17647059","100","4.273504274","4.273504274","10.96866097","10.96866097","15.66951567","15.66951567","26.63817664","26.63817664"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00114","","","","26","26","1","3","7","26","26","12","14","3.3","3.5","12","8","5","5","3","6.8","18.8","26","0.275","0.25","0.261538462","1","1","0.461538462","0.461538462","0.261538462","0.261538462","0.461538462","0.461538462","46.15384615","36.17021277","100","4.700854701","4.700854701","9.686609687","9.686609687","17.09401709","17.09401709","26.78062678","26.78062678"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00115","","","","26","25","1","1","5","24","24","8","13","2","3","4.5","6","7","7","5","5","9.5","21","0.25","0.230769231","0.238095238","0.875","0.807692308","0.333333333","0.307692308","0.208333333","0.192307692","0.1875","0.173076923","38.0952381","52.63157895","92.30769231","2.849002849","3.086419753","7.122507123","7.716049383","6.41025641","6.944444444","13.53276353","14.66049383"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00116","","","","26","26","1","1","5","26","26","17","22","4","5.1","10.5","9","5","5","3","9.1","19.6","39","0.235294118","0.231818182","0.233333333","1.5","1.5","0.653846154","0.653846154","0.35","0.35","0.403846154","0.403846154","43.58974359","46.42857143","100","5.698005698","5.698005698","12.96296296","12.96296296","14.95726496","14.95726496","27.92022792","27.92022792"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00117","","","","26","26","1","1","7","24","24","12","25","3","6.5","14.5","9","5","5","1","9.5","24","37","0.25","0.26","0.256756757","1.541666667","1.423076923","0.5","0.461538462","0.395833333","0.365384615","0.604166667","0.557692308","32.43243243","39.58333333","92.30769231","4.273504274","4.62962963","13.53276353","14.66049383","20.65527066","22.37654321","34.18803419","37.03703704"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00118","","","","26","26","1","5","9","26","26","5","12","1.5","3","9.5","9","9","9","1","4.5","14","17","0.3","0.25","0.264705882","0.653846154","0.653846154","0.192307692","0.192307692","0.173076923","0.173076923","0.365384615","0.365384615","29.41176471","32.14285714","100","2.136752137","2.136752137","6.41025641","6.41025641","13.53276353","13.53276353","19.94301994","19.94301994"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00119","","","","26","24","1","1","5","24","24","20","27","5","8","8","8","5","5","3","13","21","47","0.25","0.296296296","0.276595745","1.958333333","1.807692308","0.833333333","0.769230769","0.541666667","0.5","0.333333333","0.307692308","42.55319149","61.9047619","92.30769231","7.122507123","7.716049383","18.51851852","20.0617284","11.3960114","12.34567901","29.91452991","32.40740741"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00120","","","","26","26","1","1","7","22","22","19","31","5","9.5","10.1","8","5","5","3","14.5","24.6","50","0.263157895","0.306451613","0.29","2.272727273","1.923076923","0.863636364","0.730769231","0.659090909","0.557692308","0.459090909","0.388461538","38","58.94308943","84.61538462","7.122507123","8.417508418","20.65527066","24.41077441","14.38746439","17.003367","35.04273504","41.41414141"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00121","","","","26","26","1","1","5","12","12","14","31","3.7","7","9","8","5","5","7","10.7","19.7","45","0.264285714","0.225806452","0.237777778","3.75","1.730769231","1.166666667","0.538461538","0.891666667","0.411538462","0.75","0.346153846","31.11111111","54.31472081","46.15384615","5.270655271","11.41975309","15.24216524","33.02469136","12.82051282","27.77777778","28.06267806","60.80246914"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00122","","","","26","21","1","1","5","21","21","21","37","5.1","8.5","6","7","3","3","3","13.6","19.6","58","0.242857143","0.22972973","0.234482759","2.761904762","2.230769231","1","0.807692308","0.647619048","0.523076923","0.285714286","0.230769231","36.20689655","69.3877551","80.76923077","7.264957265","8.994708995","19.37321937","23.98589065","8.547008547","10.58201058","27.92022792","34.56790123"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00123","","","","26","26","1","1","5","26","26","19","32","4.7","7.9","5.5","8","3","3","3","12.6","18.1","51","0.247368421","0.246875","0.247058824","1.961538462","1.961538462","0.730769231","0.730769231","0.484615385","0.484615385","0.211538462","0.211538462","37.25490196","69.61325967","100","6.695156695","6.695156695","17.94871795","17.94871795","7.834757835","7.834757835","25.78347578","25.78347578"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00124","","","","26","23","3","5","5","20","20","8","13","2","3.5","12","6","3","3","3","5.5","17.5","21","0.25","0.269230769","0.261904762","1.05","0.807692308","0.4","0.307692308","0.275","0.211538462","0.6","0.461538462","38.0952381","31.42857143","76.92307692","2.849002849","3.703703704","7.834757835","10.18518519","17.09401709","22.22222222","24.92877493","32.40740741"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00125","","","","26","26","1","1","5","26","26","11","21","3.3","5","7.5","7","3","3","1","8.3","15.8","32","0.3","0.238095238","0.259375","1.230769231","1.230769231","0.423076923","0.423076923","0.319230769","0.319230769","0.288461538","0.288461538","34.375","52.53164557","100","4.700854701","4.700854701","11.82336182","11.82336182","10.68376068","10.68376068","22.50712251","22.50712251"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00126","","","","26","20","1","1","5","20","20","22","39","5.6","7.5","5.5","6","3","3","3","13.1","18.6","61","0.254545455","0.192307692","0.214754098","3.05","2.346153846","1.1","0.846153846","0.655","0.503846154","0.275","0.211538462","36.06557377","70.43010753","76.92307692","7.977207977","10.37037037","18.66096866","24.25925926","7.834757835","10.18518519","26.4957265","34.44444444"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00127","","","","26","26","1","1","7","26","26","29","47","7.5","3","10.5","8","1","1","3","10.5","21","76","0.25862069","0.063829787","0.138157895","2.923076923","2.923076923","1.115384615","1.115384615","0.403846154","0.403846154","0.403846154","0.403846154","38.15789474","50","100","10.68376068","10.68376068","14.95726496","14.95726496","14.95726496","14.95726496","29.91452991","29.91452991"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00128","","","","26","26","1","1","7","26","26","25","42","7","11.5","9.5","6","1","1","1","18.5","28","67","0.28","0.273809524","0.276119403","2.576923077","2.576923077","0.961538462","0.961538462","0.711538462","0.711538462","0.365384615","0.365384615","37.31343284","66.07142857","100","9.971509972","9.971509972","26.35327635","26.35327635","13.53276353","13.53276353","39.88603989","39.88603989"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00129","","","","26","26","1","1","7","26","26","19","27","5","7","11.5","6","3","3","3","12","23.5","46","0.263157895","0.259259259","0.260869565","1.769230769","1.769230769","0.730769231","0.730769231","0.461538462","0.461538462","0.442307692","0.442307692","41.30434783","51.06382979","100","7.122507123","7.122507123","17.09401709","17.09401709","16.38176638","16.38176638","33.47578348","33.47578348"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00130","","","","26","26","1","1","5","26","26","29","43","7.7","10.1","7.5","6","1","1","1","17.8","25.3","72","0.265517241","0.234883721","0.247222222","2.769230769","2.769230769","1.115384615","1.115384615","0.684615385","0.684615385","0.288461538","0.288461538","40.27777778","70.35573123","100","10.96866097","10.96866097","25.35612536","25.35612536","10.68376068","10.68376068","36.03988604","36.03988604"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00131","","","","26","26","1","1","5","26","26","25","40","7","9.5","7.7","9","3","3","3","16.5","24.2","65","0.28","0.2375","0.253846154","2.5","2.5","0.961538462","0.961538462","0.634615385","0.634615385","0.296153846","0.296153846","38.46153846","68.18181818","100","9.971509972","9.971509972","23.5042735","23.5042735","10.96866097","10.96866097","34.47293447","34.47293447"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00132","","","","26","26","1","1","5","24","24","20","37","5.5","8.5","11","7","3","3","1","14","25","57","0.275","0.22972973","0.245614035","2.375","2.192307692","0.833333333","0.769230769","0.583333333","0.538461538","0.458333333","0.423076923","35.0877193","56","92.30769231","7.834757835","8.487654321","19.94301994","21.60493827","15.66951567","16.97530864","35.61253561","38.58024691"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00133","","","","26","26","1","1","5","26","26","17","32","4.7","7.7","6.5","8","5","5","3","12.4","18.9","49","0.276470588","0.240625","0.253061224","1.884615385","1.884615385","0.653846154","0.653846154","0.476923077","0.476923077","0.25","0.25","34.69387755","65.60846561","100","6.695156695","6.695156695","17.66381766","17.66381766","9.259259259","9.259259259","26.92307692","26.92307692"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00134","","","","26","20","1","1","5","20","20","8","11","2","2.7","13","6","7","9","1","4.7","17.7","19","0.25","0.245454545","0.247368421","0.95","0.730769231","0.4","0.307692308","0.235","0.180769231","0.65","0.5","42.10526316","26.55367232","76.92307692","2.849002849","3.703703704","6.695156695","8.703703704","18.51851852","24.07407407","25.21367521","32.77777778"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00135","","","","26","20","1","1","5","18","18","5","10","1","2.5","4","6","9","9","9","3.5","7.5","15","0.2","0.25","0.233333333","0.833333333","0.576923077","0.277777778","0.192307692","0.194444444","0.134615385","0.222222222","0.153846154","33.33333333","46.66666667","69.23076923","1.424501425","2.057613169","4.985754986","7.201646091","5.698005698","8.230452675","10.68376068","15.43209877"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00136","","","","26","26","1","1","9","26","26","15","29","4.5","7.5","7","8","3","1","1","12","19","44","0.3","0.25862069","0.272727273","1.692307692","1.692307692","0.576923077","0.576923077","0.461538462","0.461538462","0.269230769","0.269230769","34.09090909","63.15789474","100","6.41025641","6.41025641","17.09401709","17.09401709","9.971509972","9.971509972","27.06552707","27.06552707"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00137","","","","26","26","1","1","7","26","26","18","25","4.7","6.7","10.5","8","5","5","3","11.4","21.9","43","0.261111111","0.268","0.265116279","1.653846154","1.653846154","0.692307692","0.692307692","0.438461538","0.438461538","0.403846154","0.403846154","41.86046512","52.05479452","100","6.695156695","6.695156695","16.23931624","16.23931624","14.95726496","14.95726496","31.1965812","31.1965812"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00138","","","","26","24","1","1","5","23","23","15","24","4.6","7","7.5","7","3","3","3","11.6","19.1","39","0.306666667","0.291666667","0.297435897","1.695652174","1.5","0.652173913","0.576923077","0.504347826","0.446153846","0.326086957","0.288461538","38.46153846","60.73298429","88.46153846","6.552706553","7.407407407","16.52421652","18.67954911","10.68376068","12.07729469","27.20797721","30.7568438"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00139","","","","26","25","1","1","5","24","24","19","27","5.5","7.9","11.5","6","5","3","3","13.4","24.9","46","0.289473684","0.292592593","0.291304348","1.916666667","1.769230769","0.791666667","0.730769231","0.558333333","0.515384615","0.479166667","0.442307692","41.30434783","53.81526104","92.30769231","7.834757835","8.487654321","19.08831909","20.67901235","16.38176638","17.74691358","35.47008547","38.42592593"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00140","","","","26","25","1","1","5","24","24","22","41","6.7","11","7.5","6","3","3","3","17.7","25.2","63","0.304545455","0.268292683","0.280952381","2.625","2.423076923","0.916666667","0.846153846","0.7375","0.680769231","0.3125","0.288461538","34.92063492","70.23809524","92.30769231","9.544159544","10.33950617","25.21367521","27.31481481","10.68376068","11.57407407","35.8974359","38.88888889"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00141","","","","26","26","1","1","5","26","26","12","32","3.8","8.9","7.8","6","3","7","3","12.7","20.5","44","0.316666667","0.278125","0.288636364","1.692307692","1.692307692","0.461538462","0.461538462","0.488461538","0.488461538","0.3","0.3","27.27272727","61.95121951","100","5.413105413","5.413105413","18.09116809","18.09116809","11.11111111","11.11111111","29.2022792","29.2022792"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00142","","","","26","24","1","1","5","23","23","14","25","4","7","5.5","4","3","3","1","11","16.5","39","0.285714286","0.28","0.282051282","1.695652174","1.5","0.608695652","0.538461538","0.47826087","0.423076923","0.239130435","0.211538462","35.8974359","66.66666667","88.46153846","5.698005698","6.441223833","15.66951567","17.71336554","7.834757835","8.85668277","23.5042735","26.57004831"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00143","","","","26","15","1","5","7","14","14","5","10","1.5","2.7","4","4","7","7","5","4.2","8.2","15","0.3","0.27","0.28","1.071428571","0.576923077","0.357142857","0.192307692","0.3","0.161538462","0.285714286","0.153846154","33.33333333","51.2195122","53.84615385","2.136752137","3.968253968","5.982905983","11.11111111","5.698005698","10.58201058","11.68091168","21.69312169"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00144","","","","26","26","1","1","5","26","26","16","24","5","6.1","5.5","1","3","5","1","11.1","16.6","40","0.3125","0.254166667","0.2775","1.538461538","1.538461538","0.615384615","0.615384615","0.426923077","0.426923077","0.211538462","0.211538462","40","66.86746988","100","7.122507123","7.122507123","15.81196581","15.81196581","7.834757835","7.834757835","23.64672365","23.64672365"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00145","","","","26","20","1","5","5","20","20","10","17","3","4.5","4.2","2","5","5","3","7.5","11.7","27","0.3","0.264705882","0.277777778","1.35","1.038461538","0.5","0.384615385","0.375","0.288461538","0.21","0.161538462","37.03703704","64.1025641","76.92307692","4.273504274","5.555555556","10.68376068","13.88888889","5.982905983","7.777777778","16.66666667","21.66666667"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00146","","","","26","24","1","1","5","20","20","9","17","3","5","7.5","9","5","5","5","8","15.5","26","0.333333333","0.294117647","0.307692308","1.3","1","0.45","0.346153846","0.4","0.307692308","0.375","0.288461538","34.61538462","51.61290323","76.92307692","4.273504274","5.555555556","11.3960114","14.81481481","10.68376068","13.88888889","22.07977208","28.7037037"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00147","","","","26","25","1","1","5","24","24","8","10","2.5","3","6.5","8","5","5","3","5.5","12","18","0.3125","0.3","0.305555556","0.75","0.692307692","0.333333333","0.307692308","0.229166667","0.211538462","0.270833333","0.25","44.44444444","45.83333333","92.30769231","3.561253561","3.858024691","7.834757835","8.487654321","9.259259259","10.0308642","17.09401709","18.51851852"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00148","","","","26","23","1","3","9","22","22","8","13","3","4","6","6","5","5","3","7","13","21","0.375","0.307692308","0.333333333","0.954545455","0.807692308","0.363636364","0.307692308","0.318181818","0.269230769","0.272727273","0.230769231","38.0952381","53.84615385","84.61538462","4.273504274","5.050505051","9.971509972","11.78451178","8.547008547","10.1010101","18.51851852","21.88552189"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00149","","","","26","25","1","3","5","25","25","10","18","3","5","10.1","6","5","5","3","8","18.1","28","0.3","0.277777778","0.285714286","1.12","1.076923077","0.4","0.384615385","0.32","0.307692308","0.404","0.388461538","35.71428571","44.19889503","96.15384615","4.273504274","4.444444444","11.3960114","11.85185185","14.38746439","14.96296296","25.78347578","26.81481481"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00150","","","","26","26","1","5","5","26","26","8","11","2.5","3.7","6","6","7","7","3","6.2","12.2","19","0.3125","0.336363636","0.326315789","0.730769231","0.730769231","0.307692308","0.307692308","0.238461538","0.238461538","0.230769231","0.230769231","42.10526316","50.81967213","100","3.561253561","3.561253561","8.831908832","8.831908832","8.547008547","8.547008547","17.37891738","17.37891738"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00151","","","","26","26","1","3","5","26","26","10","17","3.1","5","5.5","6","5","5","3","8.1","13.6","27","0.31","0.294117647","0.3","1.038461538","1.038461538","0.384615385","0.384615385","0.311538462","0.311538462","0.211538462","0.211538462","37.03703704","59.55882353","100","4.415954416","4.415954416","11.53846154","11.53846154","7.834757835","7.834757835","19.37321937","19.37321937"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00152","","","","26","26","1","3","7","26","26","7","14","2.1","3.7","4","6","9","9","7","5.8","9.8","21","0.3","0.264285714","0.276190476","0.807692308","0.807692308","0.269230769","0.269230769","0.223076923","0.223076923","0.153846154","0.153846154","33.33333333","59.18367347","100","2.991452991","2.991452991","8.262108262","8.262108262","5.698005698","5.698005698","13.96011396","13.96011396"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00153","","","","26","26","1","1","5","26","26","8","17","2","4","18.5","6","5","5","1","6","24.5","25","0.25","0.235294118","0.24","0.961538462","0.961538462","0.307692308","0.307692308","0.230769231","0.230769231","0.711538462","0.711538462","32","24.48979592","100","2.849002849","2.849002849","8.547008547","8.547008547","26.35327635","26.35327635","34.9002849","34.9002849"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00154","","","","26","25","1","1","5","24","24","5","15","1.5","4","10.1","2","7","7","9","5.5","15.6","20","0.3","0.266666667","0.275","0.833333333","0.769230769","0.208333333","0.192307692","0.229166667","0.211538462","0.420833333","0.388461538","25","35.25641026","92.30769231","2.136752137","2.314814815","7.834757835","8.487654321","14.38746439","15.58641975","22.22222222","24.07407407"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00155","","","","26","21","1","1","5","20","20","5","11","1.4","3.5","5","7","5","7","7","4.9","9.9","16","0.28","0.318181818","0.30625","0.8","0.615384615","0.25","0.192307692","0.245","0.188461538","0.25","0.192307692","31.25","49.49494949","76.92307692","1.994301994","2.592592593","6.98005698","9.074074074","7.122507123","9.259259259","14.1025641","18.33333333"
"","","MZP2019GUR-PT02","","","","","","","","","MZP2019GUR-PT02-00156","","","","26","26","1","1","7","26","26","14","25","4","7","19.5","5","5","3","3","11","30.5","39","0.285714286","0.28","0.282051282","1.5","1.5","0.538461538","0.538461538","0.423076923","0.423076923","0.75","0.75","35.8974359","36.06557377","100","5.698005698","5.698005698","15.66951567","15.66951567","27.77777778","27.77777778","43.44729345","43.44729345"
