"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_irrigation","treatment_non_irrigation"
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00011","","","","26","15","1","1","7","12","8","30","32","5.4","2.6","4","3","3","3","9","1","1","5","3.32","2.21","1.22","203.2","137.31","43.78","42.02","7.83","11.56","21.47","8","12","62","0.18","0.08125","0.129032258","5.166666667","2.384615385","2.5","1.153846154","0.666666667","0.307692308","0.333333333","0.153846154","48.38709677","66.66666667","46.15384615","7.692307692","16.66666667","11.3960114","24.69135802","5.698005698","12.34567901","17.09401709","37.03703704","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00012","","","","26","23","1","1","9","11","11","6","27","6.4","2","8.9","3","3","1","1","5","7","5","4.26","2.28","1.31","248.87","123.95","50.35","48.8","3.47","5.75","26.84","8.4","17.3","33","1.066666667","0.074074074","0.254545455","3","1.269230769","0.545454545","0.230769231","0.763636364","0.323076923","0.809090909","0.342307692","18.18181818","48.55491329","42.30769231","9.116809117","21.54882155","11.96581197","28.28282828","12.67806268","29.96632997","24.64387464","58.24915825","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00013","","","","26","5","1","1","4","2","2","2","","0.4","","2.2","3","2","5","5","3","5","3","4.28","1.74","1.08","82.7","81.94","23.42","61.46","3.41","5","12.07","","","","0.2","","","","","1","0.076923077","","","1.1","0.084615385","","","7.692307692","0.56980057","7.407407407","","","3.133903134","40.74074074","","","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00014","","","","26","8","4","3","4","6","2","","3","","0.2","2.9","5","5","5","7","3","1","3","2.91","1.35","0.74","86.33","61.19","16","68.17","5.13","6.99","1.79","","","","","0.066666667","","","","","","","","0.483333333","0.111538462","","","23.07692308","","","","","4.131054131","17.90123457","","","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00015","","","","26","8","1","1","4","3","3","","8","","1.2","1.4","1","3","1","5","1","1","5","","","","","","","","","","","","","","","0.15","","","","","","","","0.466666667","0.053846154","","","11.53846154","","","","","1.994301994","17.28395062","","","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00016","","","","26","22","4","1","7","13","11","18","80","3.9","6.9","9.4","7","5","3","3","3","3","5","2.97","1.68","0.82","100.12","87.85","29.39","50.09","6.85","9.88","20.58","10.8","20.2","98","0.216666667","0.08625","0.110204082","7.538461538","3.769230769","1.384615385","0.692307692","0.830769231","0.415384615","0.723076923","0.361538462","18.36734694","53.46534653","50","5.555555556","11.11111111","15.38461538","30.76923077","13.39031339","26.78062678","28.77492877","57.54985755","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00017","","","","26","10","1","1","8","5","5","7","10","2.6","1.8","3.1","5","7","3","1","1","3","5","3.15","2.16","1.28","128.37","101.37","51.76","49.47","2.64","4.64","26.58","4.4","7.5","17","0.371428571","0.18","0.258823529","3.4","0.653846154","1.4","0.269230769","0.88","0.169230769","0.62","0.119230769","41.17647059","58.66666667","19.23076923","3.703703704","19.25925926","6.267806268","32.59259259","4.415954416","22.96296296","10.68376068","55.55555556","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00018","","","","26","18","1","1","9","14","11","28","14","9","1.4","7.2","3","1","5","1","7","5","1","3.62","1.96","0.93","0","39.5","21.01","67.04","1.93","3","12.7","10.4","17.6","42","0.321428571","0.1","0.247619048","3","1.615384615","2","1.076923077","0.742857143","0.4","0.514285714","0.276923077","66.66666667","59.09090909","53.84615385","12.82051282","23.80952381","14.81481481","27.51322751","10.25641026","19.04761905","25.07122507","46.56084656","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00019","","","","26","15","3","3","7","14","11","39","25","10.6","2","6.9","1","1","1","3","3","5","3","4.11","1.83","0.99","23.9","62.55","25.42","58.49","4.45","6.15","13.08","12.6","19.5","64","0.271794872","0.08","0.196875","4.571428571","2.461538462","2.785714286","1.5","0.9","0.484615385","0.492857143","0.265384615","60.9375","64.61538462","53.84615385","15.0997151","28.04232804","17.94871795","33.33333333","9.829059829","18.25396825","27.77777778","51.58730159","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00020","","","","26","10","","","","10","10","15","25","4.2","2.2","11.8","3","3","3","3","3","3","2","3.49","2.07","1.01","44.39","58.29","44.31","53.03","2.8","4.31","24.48","6.4","18.2","40","0.28","0.088","0.16","4","1.538461538","1.5","0.576923077","0.64","0.246153846","1.18","0.453846154","37.5","35.16483516","38.46153846","5.982905983","15.55555556","9.116809117","23.7037037","16.80911681","43.7037037","25.92592593","67.40740741","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00021","","","","26","21","1","1","8","15","15","36","26","6.4","1.6","4.4","1","1","1","1","5","7","5","2.34","1.84","0.96","89.71","58.82","53.74","47.85","3.76","5.47","34.02","8","12.4","62","0.177777778","0.061538462","0.129032258","4.133333333","2.384615385","2.4","1.384615385","0.533333333","0.307692308","0.293333333","0.169230769","58.06451613","64.51612903","57.69230769","9.116809117","15.80246914","11.3960114","19.75308642","6.267806268","10.86419753","17.66381766","30.61728395","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00022","","","","26","21","1","1","9","16","16","47","6","10.2","3.1","6.8","5","7","1","1","7","7","5","3.66","1.63","0.95","53.8","69.32","6.72","71.25","2.57","4.36","6.16","13.3","20.1","53","0.217021277","0.516666667","0.250943396","3.3125","2.038461538","2.9375","1.807692308","0.83125","0.511538462","0.425","0.261538462","88.67924528","66.16915423","61.53846154","14.52991453","23.61111111","18.94586895","30.78703704","9.686609687","15.74074074","28.63247863","46.52777778","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00023","","","","26","17","1","1","9","8","7","46","51","9.9","3.9","4.2","1","5","1","1","7","3","3","3.35","1.78","0.86","98.22","86.24","19.69","53.28","7.95","11.62","12.89","13.8","18","97","0.215217391","0.076470588","0.142268041","12.125","3.730769231","5.75","1.769230769","1.725","0.530769231","0.525","0.161538462","47.42268041","76.66666667","30.76923077","14.1025641","45.83333333","19.65811966","63.88888889","5.982905983","19.44444444","25.64102564","83.33333333","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00024","","","","26","17","3","5","6","14","10","5","18","1.6","2","4","7","7","1","7","3","3","3","","","","","","","","","","","3.6","7.6","23","0.32","0.111111111","0.156521739","1.642857143","0.884615385","0.357142857","0.192307692","0.257142857","0.138461538","0.285714286","0.153846154","21.73913043","47.36842105","53.84615385","2.279202279","4.232804233","5.128205128","9.523809524","5.698005698","10.58201058","10.82621083","20.10582011","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00025","","","","26","21","1","1","9","8","8","17","14","5.6","2.9","10.2","3","7","5","1","9","3","1","3.6","1.59","0.85","5.05","59.46","14.94","64.14","2.21","3.49","14.91","8.5","18.7","31","0.329411765","0.207142857","0.274193548","3.875","1.192307692","2.125","0.653846154","1.0625","0.326923077","1.275","0.392307692","54.83870968","45.45454545","30.76923077","7.977207977","25.92592593","12.10826211","39.35185185","14.52991453","47.22222222","26.63817664","86.57407407","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00026","","","","26","21","2","3","7","5","3","30","40","5","2.8","4.1","5","1","1","1","7","3","1","4.5","1.98","1.1","85.21","114.87","33.54","60.39","3.51","5.72","11.73","7.8","11.9","70","0.166666667","0.07","0.111428571","14","2.692307692","6","1.153846154","1.56","0.3","0.82","0.157692308","42.85714286","65.54621849","19.23076923","7.122507123","37.03703704","11.11111111","57.77777778","5.84045584","30.37037037","16.95156695","88.14814815","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00027","","","","26","10","2","3","4","10","8","4","4","1.2","0.2","2","3","7","1","1","1","5","3","3.22","2.07","1.06","166.01","147.05","42.62","37.78","9.65","14.12","22.54","1.4","3.4","8","0.3","0.05","0.175","0.8","0.307692308","0.4","0.153846154","0.14","0.053846154","0.2","0.076923077","50","41.17647059","38.46153846","1.709401709","4.444444444","1.994301994","5.185185185","2.849002849","7.407407407","4.843304843","12.59259259","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00028","","","","26","14","1","1","7","14","14","15","3","1.8","0.5","5","1","1","1","3","5","5","5","3.92","2.13","1.12","40.46","72.2","33.24","54.58","3.48","5.67","23.42","2.3","7.3","18","0.12","0.166666667","0.127777778","1.285714286","0.692307692","1.071428571","0.576923077","0.164285714","0.088461538","0.357142857","0.192307692","83.33333333","31.50684932","53.84615385","2.564102564","4.761904762","3.276353276","6.084656085","7.122507123","13.22751323","10.3988604","19.31216931","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00029","","","","26","11","1","1","5","8","8","18","20","4.2","1.4","2.4","3","3","1","3","5","3","5","5.57","2.32","1.31","90.35","85.29","39.27","54.38","4.2","6.25","15.8","5.6","8","38","0.233333333","0.07","0.147368421","4.75","1.461538462","2.25","0.692307692","0.7","0.215384615","0.3","0.092307692","47.36842105","70","30.76923077","5.982905983","19.44444444","7.977207977","25.92592593","3.418803419","11.11111111","11.3960114","37.03703704","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00030","","","","26","17","1","1","6","10","10","20","12","5","1.9","6.4","5","1","3","5","5","1","5","4.88","1.77","0.9","1.69","50.05","14.92","60.18","4.48","6.35","12.39","6.9","13.3","32","0.25","0.158333333","0.215625","3.2","1.230769231","2","0.769230769","0.69","0.265384615","0.64","0.246153846","62.5","51.87969925","38.46153846","7.122507123","18.51851852","9.829059829","25.55555556","9.116809117","23.7037037","18.94586895","49.25925926","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00031","","","","26","22","1","1","8","8","8","10","5","3","1.9","6.4","1","1","1","1","3","1","1","4.77","2.42","1.15","64.89","86.94","10.5","55.14","3.69","5.26","18.28","4.9","11.3","15","0.3","0.38","0.326666667","1.875","0.576923077","1.25","0.384615385","0.6125","0.188461538","0.8","0.246153846","66.66666667","43.36283186","30.76923077","4.273504274","13.88888889","6.98005698","22.68518519","9.116809117","29.62962963","16.0968661","52.31481481","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00032","","","","26","14","1","1","7","8","5","16","23","5","2.1","6.4","5","5","5","5","5","7","3","","","","","","","","","","","7.1","13.5","39","0.3125","0.091304348","0.182051282","4.875","1.5","2","0.615384615","0.8875","0.273076923","0.8","0.246153846","41.02564103","52.59259259","30.76923077","7.122507123","23.14814815","10.11396011","32.87037037","9.116809117","29.62962963","19.23076923","62.5","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00033","","","","26","23","1","1","6","15","15","26","22","4.9","1.2","4","3","1","1","1","1","3","5","4.25","2.12","1.11","132.06","85.68","44.64","50.73","5.31","7.53","18.27","6.1","10.1","48","0.188461538","0.054545455","0.127083333","3.2","1.846153846","1.733333333","1","0.406666667","0.234615385","0.266666667","0.153846154","54.16666667","60.3960396","57.69230769","6.98005698","12.09876543","8.689458689","15.0617284","5.698005698","9.87654321","14.38746439","24.9382716","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00034","","","","26","13","1","1","6","8","8","20","5","7.4","1.1","10.5","1","5","5","1","3","5","3","3.48","1.76","0.94","108.26","81.22","35.88","63.48","2.29","3.5","14.58","8.5","19","25","0.37","0.22","0.34","3.125","0.961538462","2.5","0.769230769","1.0625","0.326923077","1.3125","0.403846154","80","44.73684211","30.76923077","10.54131054","34.25925926","12.10826211","39.35185185","14.95726496","48.61111111","27.06552707","87.96296296","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00035","","","","26","20","1","1","8","15","14","22","39","7.1","3","8.6","5","3","1","1","1","5","5","2.53","1.63","0.83","0","27.98","21.86","67.09","2.61","3.55","11.15","10.1","18.7","61","0.322727273","0.076923077","0.16557377","4.066666667","2.346153846","1.466666667","0.846153846","0.673333333","0.388461538","0.573333333","0.330769231","36.06557377","54.01069519","57.69230769","10.11396011","17.5308642","14.38746439","24.9382716","12.25071225","21.2345679","26.63817664","46.17283951","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00036","","","","26","21","1","1","9","17","16","26","10","5.1","5","8","5","7","1","1","1","7","5","4.7","1.78","1.08","111.18","95.52","0.15","63.67","3.34","5.49","8.18","10.1","18.1","36","0.196153846","0.5","0.280555556","2.117647059","1.384615385","1.529411765","1","0.594117647","0.388461538","0.470588235","0.307692308","72.22222222","55.80110497","65.38461538","7.264957265","11.11111111","14.38746439","22.0043573","11.3960114","17.4291939","25.78347578","39.4335512","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00037","","","","26","7","1","1","4","6","3","4","6","2.2","1.2","2.4","5","3","1","3","1","1","5","3.69","2.08","1.29","93.12","78.12","42.65","57.87","3.04","4.17","17.14","3.4","5.8","10","0.55","0.2","0.34","1.666666667","0.384615385","0.666666667","0.153846154","0.566666667","0.130769231","0.4","0.092307692","40","58.62068966","23.07692308","3.133903134","13.58024691","4.843304843","20.98765432","3.418803419","14.81481481","8.262108262","35.80246914","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00038","","","","26","26","1","1","9","14","14","31","36","7.8","3.8","19","3","3","1","1","1","7","5","4.22","1.66","0.93","69.06","61.43","9.94","66.03","2.48","3.57","12.14","11.6","30.6","67","0.251612903","0.105555556","0.173134328","4.785714286","2.576923077","2.214285714","1.192307692","0.828571429","0.446153846","1.357142857","0.730769231","46.26865672","37.90849673","53.84615385","11.11111111","20.63492063","16.52421652","30.68783069","27.06552707","50.26455026","43.58974359","80.95238095","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00039","","","","26","14","1","1","4","4","2","1","4","0.1","0.4","2.8","7","1","1","3","3","3","5","5.73","1.78","0.96","12.86","61.52","2.88","70.04","2.21","3.58","6.62","0.5","3.3","5","0.1","0.1","0.1","1.25","0.192307692","0.25","0.038461538","0.125","0.019230769","0.7","0.107692308","20","15.15151515","15.38461538","0.142450142","0.925925926","0.712250712","4.62962963","3.988603989","25.92592593","4.700854701","30.55555556","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00040","","","","26","26","1","1","8","16","14","34","35","6.4","3","11.2","1","1","1","1","5","1","1","4.23","1.52","0.92","8.07","56.51","2.47","69.4","1.99","3.22","7.3","9.4","20.6","69","0.188235294","0.085714286","0.136231884","4.3125","2.653846154","2.125","1.307692308","0.5875","0.361538462","0.7","0.430769231","49.27536232","45.63106796","61.53846154","9.116809117","14.81481481","13.39031339","21.75925926","15.95441595","25.92592593","29.34472934","47.68518519","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00041","","","","26","26","1","1","7","6","6","10","10","6.2","1","8.2","1","1","1","3","7","3","1","3.33","1.88","1.03","43.42","65.35","41.11","58.05","3.91","5.41","15.44","7.2","15.4","20","0.62","0.1","0.36","3.333333333","0.769230769","1.666666667","0.384615385","1.2","0.276923077","1.366666667","0.315384615","50","46.75324675","23.07692308","8.831908832","38.27160494","10.25641026","44.44444444","11.68091168","50.61728395","21.93732194","95.0617284","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00042","","","","26","26","1","1","7","11","3","","10","","1.9","9","7","7","1","5","3","3","3","","","","","","","","","","","","","","","0.19","","","","","","","","0.818181818","0.346153846","","","42.30769231","","","","","12.82051282","30.3030303","","","1",""
"","","MZP2013UMB-ST01","","","","","","","","","MZP2013UMB-ST01-00043","","","","26","19","1","1","8","7","7","19","23","4","2.2","7","5","1","1","3","1","3","5","5.26","2.03","1.28","112.81","82.69","38.25","60.34","2.42","3.83","10.76","6.2","13.2","42","0.210526316","0.095652174","0.147619048","6","1.615384615","2.714285714","0.730769231","0.885714286","0.238461538","1","0.269230769","45.23809524","46.96969697","26.92307692","5.698005698","21.16402116","8.831908832","32.8042328","9.971509972","37.03703704","18.8034188","69.84126984","1",""
