"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2016GUR-MT01","","","","","","","","","MZP2016GUR-MT01-00001","","","","39","39","1","1","7","31","31","18","30","5.5","6.5","27","3","3","5","1","5","5","3","7.76","12","39","48","0.305555556","0.216666667","0.25","1.548387097","1.230769231","0.580645161","0.461538462","0.387096774","0.307692308","0.870967742","0.692307692","37.5","30.76923077","79.48717949","5.22317189","6.571087216","11.3960114","14.33691756","25.64102564","32.25806452","37.03703704","46.59498208"
"","","MZP2016GUR-MT01","","","","","","","","","MZP2016GUR-MT01-00002","","","","39","30","1","3","5","21","21","10","30","3","6.5","6","3","5","7","1","7","5","3","10.5","9.5","15.5","40","0.3","0.216666667","0.2375","1.904761905","1.025641026","0.476190476","0.256410256","0.452380952","0.243589744","0.285714286","0.153846154","25","61.29032258","53.84615385","2.849002849","5.291005291","9.021842355","16.75485009","5.698005698","10.58201058","14.71984805","27.33686067"
"","","MZP2016GUR-MT01","","","","","","","","","MZP2016GUR-MT01-00003","","","","39","31","1","1","7","31","31","13","42","4","13.5","10","3","5","5","1","7","5","3","11.03","17.5","27.5","55","0.307692308","0.321428571","0.318181818","1.774193548","1.41025641","0.419354839","0.333333333","0.564516129","0.448717949","0.322580645","0.256410256","23.63636364","63.63636364","79.48717949","3.798670465","4.778972521","16.61918329","20.90800478","9.496676163","11.9474313","26.11585945","32.85543608"
"","","MZP2016GUR-MT01","","","","","","","","","MZP2016GUR-MT01-00004","","","","39","25","1","1","5","25","20","10","17","3","4.5","11","5","5","3","3","3","7","1","","7.5","18.5","27","0.3","0.264705882","0.277777778","1.08","0.692307692","0.4","0.256410256","0.3","0.192307692","0.44","0.282051282","37.03703704","40.54054054","64.1025641","2.849002849","4.444444444","7.122507123","11.11111111","10.44634378","16.2962963","17.5688509","27.40740741"
"","","MZP2016GUR-MT01","","","","","","","","","MZP2016GUR-MT01-00005","","","","39","30","1","1","5","17","17","13","39","3.3","11","19.5","5","5","5","1","5","7","3","6.12","14.3","33.8","52","0.253846154","0.282051282","0.275","3.058823529","1.333333333","0.764705882","0.333333333","0.841176471","0.366666667","1.147058824","0.5","25","42.30769231","43.58974359","3.133903134","7.189542484","13.58024691","31.1546841","18.51851852","42.48366013","32.09876543","73.63834423"
"","","MZP2016GUR-MT01","","","","","","","","","MZP2016GUR-MT01-00006","","","","39","31","1","1","5","31","27","11","25","3.3","7","12.5","5","5","3","1","9","5","5","12.39","10.3","22.8","36","0.3","0.28","0.286111111","1.161290323","0.923076923","0.35483871","0.282051282","0.332258065","0.264102564","0.403225806","0.320512821","30.55555556","45.1754386","79.48717949","3.133903134","3.94265233","9.781576448","12.30585424","11.8708452","14.93428913","21.65242165","27.24014337"
"","","MZP2016GUR-MT01","","","","","","","","","MZP2016GUR-MT01-00007","","","","39","30","1","1","5","12","12","0","19","0","5.7","7","7","7","5","1","7","5","5","11.03","5.7","12.7","19","","0.3","0.3","1.583333333","0.487179487","0","0","0.475","0.146153846","0.583333333","0.179487179","0","44.88188976","30.76923077","0","0","5.413105413","17.59259259","6.647673314","21.60493827","12.06077873","39.19753086"
"","","MZP2016GUR-MT01","","","","","","","","","MZP2016GUR-MT01-00008","","","","39","20","1","1","5","20","7","0","11","0","4","10.5","7","7","7","1","5","7","3","7.23","4","14.5","11","","0.363636364","0.363636364","0.55","0.282051282","0","0","0.2","0.102564103","0.525","0.269230769","0","27.5862069","51.28205128","0","0","3.798670465","7.407407407","9.971509972","19.44444444","13.77018044","26.85185185"
"","","MZP2016GUR-MT01","","","","","","","","","MZP2016GUR-MT01-00009","","","","39","19","3","5","5","19","19","12","22","3.5","6.5","8","5","3","5","3","3","7","1","","10","18","34","0.291666667","0.295454545","0.294117647","1.789473684","0.871794872","0.631578947","0.307692308","0.526315789","0.256410256","0.421052632","0.205128205","35.29411765","55.55555556","48.71794872","3.323836657","6.822612086","9.496676163","19.49317739","7.597340931","15.59454191","17.09401709","35.0877193"
"","","MZP2016GUR-MT01","","","","","","","","","MZP2016GUR-MT01-00010","","","","39","20","1","1","5","20","20","13","42","3.2","6","7.5","5","3","3","1","9","3","5","14.37","9.2","16.7","55","0.246153846","0.142857143","0.167272727","2.75","1.41025641","0.65","0.333333333","0.46","0.235897436","0.375","0.192307692","23.63636364","55.08982036","51.28205128","3.038936372","5.925925926","8.73694207","17.03703704","7.122507123","13.88888889","15.85944919","30.92592593"
