"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00135","","","","26","7","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00136","","","","26","12","6","2","0","4","0","0.1","10.5","2","6","1","","","1.74","","","","","","","","","","","0.1","10.6","4","","0.025","0.025","0.666666667","0.153846154","0","0","0.016666667","0.003846154","1.75","0.403846154","0","0.943396226","23.07692308","","","0","0","0.142450142","0.617283951","14.95726496","64.81481481","","","15.0997151","65.43209877"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00137","","","","26","15","8","6","7","13","1.8","1","5","6","8","1","50","15.9","4.61","2.47","1.49","1.13","85.14","97.61","24.02","49.96","7.59","11.37","14.44","2.8","7.8","20","0.257142857","0.076923077","0.14","2.5","0.769230769","0.875","0.269230769","0.35","0.107692308","0.625","0.192307692","35","35.8974359","30.76923077","31.8","0.8904","2.564102564","8.333333333","3.988603989","12.96296296","7.122507123","23.14814815","1.268376068","4.122222222","11.11111111","36.11111111"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00138","","","","26","20","15","13","52","23","13","1","14","7","7","1","50.5","18.2","","2.51","1.07","1.2","113.02","60.73","10.32","65.77","2.79","4.9","7.62","14","28","75","0.25","0.043478261","0.186666667","5","2.884615385","3.466666667","2","0.933333333","0.538461538","0.933333333","0.538461538","69.33333333","50","57.69230769","36.03960396","5.045544554","18.51851852","32.09876543","19.94301994","34.56790123","19.94301994","34.56790123","7.187385405","12.4581347","39.88603989","69.13580247"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00139","","","","26","17","11","8","4","10","1","1","3","6","6","1","50.8","12.6","7.23","2.45","1.57","1.05","110.1","76.85","23.51","55.77","9.03","13.16","3.28","2","5","14","0.25","0.1","0.142857143","1.272727273","0.538461538","0.363636364","0.153846154","0.181818182","0.076923077","0.272727273","0.115384615","28.57142857","40","42.30769231","24.80314961","0.496062992","1.424501425","3.367003367","2.849002849","6.734006734","4.273504274","10.1010101","0.706642439","1.670245765","7.122507123","16.83501684"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00140","","","","26","20","16","16","26","45","6.8","0.8","8.8","7","6","1","50.4","11.2","7.76","2.03","1.65","1.07","34.84","89.18","33.29","40.55","9.2","13.27","16.2","7.6","16.4","71","0.261538462","0.017777778","0.107042254","4.4375","2.730769231","1.625","1","0.475","0.292307692","0.55","0.338461538","36.61971831","46.34146341","61.53846154","22.22222222","1.688888889","9.686609687","15.74074074","10.82621083","17.59259259","12.53561254","20.37037037","2.405824628","3.909465021","23.36182336","37.96296296"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00141","","","","26","20","14","14","17","14","4.6","1.4","9.2","7","5","2","","","5.49","","","","","","","","","","","6","15.2","31","0.270588235","0.1","0.193548387","2.214285714","1.192307692","1.214285714","0.653846154","0.428571429","0.230769231","0.657142857","0.353846154","54.83870968","39.47368421","53.84615385","","","6.552706553","12.16931217","8.547008547","15.87301587","13.10541311","24.33862434","","","21.65242165","40.21164021"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00142","","","","26","17","9","9","28","3","5","0.2","3.2","7","7","1","50.6","17.1","5.46","3.11","1.2","1.24","99.37","69.48","73.98","64.48","2.08","4.03","10.71","5.2","8.4","31","0.178571429","0.066666667","0.167741935","3.444444444","1.192307692","3.111111111","1.076923077","0.577777778","0.2","0.355555556","0.123076923","90.32258065","61.9047619","34.61538462","33.7944664","1.757312253","7.122507123","20.57613169","7.407407407","21.39917695","4.558404558","13.16872428","2.503293808","7.231737667","11.96581197","34.56790123"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00143","","","","26","20","14","13","18","24","3.8","1.2","12.4","5","6","1","50.7","11.8","10.5","2.22","1.21","0.99","22.34","71.08","89.07","42.1","8.19","11.7","19.31","5","17.4","42","0.211111111","0.05","0.119047619","3","1.615384615","1.285714286","0.692307692","0.357142857","0.192307692","0.885714286","0.476923077","42.85714286","28.73563218","53.84615385","23.27416174","1.163708087","5.413105413","10.05291005","7.122507123","13.22751323","17.66381766","32.8042328","1.657703827","3.078592822","24.78632479","46.03174603"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00144","","","","26","18","12","7","7","0","1.8","0","25","6","6","1","50.3","14.7","1.17","2.83","1.38","1.04","137.93","115.91","20.85","52.56","5.36","8.68","15.35","1.8","26.8","7","0.257142857","","0.257142857","0.583333333","0.269230769","0.583333333","0.269230769","0.15","0.069230769","2.083333333","0.961538462","100","6.71641791","46.15384615","29.22465209","0.526043738","2.564102564","5.555555556","2.564102564","5.555555556","35.61253561","77.16049383","0.749350054","1.623591783","38.17663818","82.71604938"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00145","","","","26","16","14","13","23","74","4","1.8","13","6","7","1","50.4","10","11.03","2.68","1.88","1.28","33.17","112.92","29.96","34.74","10.86","16.16","19.19","5.8","18.8","97","0.173913043","0.024324324","0.059793814","6.928571429","3.730769231","1.642857143","0.884615385","0.414285714","0.223076923","0.928571429","0.5","23.71134021","30.85106383","53.84615385","19.84126984","1.150793651","5.698005698","10.58201058","8.262108262","15.34391534","18.51851852","34.39153439","1.639307195","3.044427648","26.78062678","49.73544974"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00146","","","","26","15","10","8","13","5","3.8","1","8","7","6","1","50.8","17.3","0.12","3.3","1.35","1.37","152.08","86.43","1.92","65.7","3.39","5.82","3.86","4.8","12.8","18","0.292307692","0.2","0.266666667","1.8","0.692307692","1.3","0.5","0.48","0.184615385","0.8","0.307692308","72.22222222","37.5","38.46153846","34.05511811","1.634645669","5.413105413","14.07407407","6.837606838","17.77777778","11.3960114","29.62962963","2.328555084","6.05424322","18.23361823","47.40740741"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00147","","","","26","20","13","13","34","68","8","2","16","6","8","1","50.5","14.8","1.74","3.79","1.65","1.29","88.08","81.52","4.55","58.84","6","9.35","3.19","10","26","102","0.235294118","0.029411765","0.098039216","7.846153846","3.923076923","2.615384615","1.307692308","0.769230769","0.384615385","1.230769231","0.615384615","33.33333333","38.46153846","50","29.30693069","2.930693069","11.3960114","22.79202279","14.24501425","28.49002849","22.79202279","45.58404558","4.174776452","8.349552904","37.03703704","74.07407407"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00148","","","","26","18","12","12","61","10","6","1","12","7","6","1","50.3","13.7","7.23","3.72","1.74","1.11","47.28","91.01","9.13","53.53","6.07","9.24","9.15","7","19","71","0.098360656","0.1","0.098591549","5.916666667","2.730769231","5.083333333","2.346153846","0.583333333","0.269230769","1","0.461538462","85.91549296","36.84210526","46.15384615","27.23658052","1.906560636","8.547008547","18.51851852","9.971509972","21.60493827","17.09401709","37.03703704","2.715898342","5.884446408","27.06552707","58.64197531"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00149","","","","26","20","16","15","17","44","2","1","11.8","5","7","1","50.2","13.3","10.5","2.61","1.67","1.23","117.94","100.12","32.18","45.81","6.31","9.81","19.49","3","14.8","61","0.117647059","0.022727273","0.049180328","3.8125","2.346153846","1.0625","0.653846154","0.1875","0.115384615","0.7375","0.453846154","27.86885246","20.27027027","61.53846154","26.4940239","0.794820717","2.849002849","4.62962963","4.273504274","6.944444444","16.80911681","27.31481481","1.132223244","1.839862771","21.08262108","34.25925926"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00150","","","","26","14","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.76923077","","","","","","","","","","","",""
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00151","","","","26","15","12","7","10","4","2","2","27","6","6","1","50.9","17.3","0.03","2.61","1.38","1.23","157.14","74.76","35.35","66.01","2.63","4.88","7.97","4","31","14","0.2","0.5","0.285714286","1.166666667","0.538461538","0.833333333","0.384615385","0.333333333","0.153846154","2.25","1.038461538","71.42857143","12.90322581","46.15384615","33.98821218","1.359528487","2.849002849","6.172839506","5.698005698","12.34567901","38.46153846","83.33333333","1.936650267","4.196075578","44.15954416","95.67901235"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00152","","","","26","18","12","7","6","5","3.2","4","18.2","7","6","1","50.3","16.8","7.23","3.18","1.56","1.33","172.38","103.36","24.94","61.61","2.18","4.56","12.69","7.2","25.4","11","0.533333333","0.8","0.654545455","0.916666667","0.423076923","0.5","0.230769231","0.6","0.276923077","1.516666667","0.7","54.54545455","28.34645669","46.15384615","33.39960239","2.404771372","4.558404558","9.87654321","10.25641026","22.22222222","25.92592593","56.17283951","3.425600245","7.422133863","36.18233618","78.39506173"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00153","","","","26","19","11","9","21","11","4.5","8","15","7","7","1","50.2","13.3","10.5","3.62","1.84","1.35","116.18","96.99","39.12","51.18","5.38","8.76","15.04","12.5","27.5","32","0.214285714","0.727272727","0.390625","2.909090909","1.230769231","1.909090909","0.807692308","1.136363636","0.480769231","1.363636364","0.576923077","65.625","45.45454545","42.30769231","26.4940239","3.311752988","6.41025641","15.15151515","17.80626781","42.08754209","21.36752137","50.50505051","4.717596849","11.15068346","39.17378917","92.59259259"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00154","","","","26","14","11","9","20","20","3.2","1","13","6","6","1","50","9.3","14.37","2.38","2.04","1.3","151.25","114.5","36.01","36.29","14.26","20.85","8.3","4.2","17.2","40","0.16","0.05","0.105","3.636363636","1.538461538","1.818181818","0.769230769","0.381818182","0.161538462","1.181818182","0.5","50","24.41860465","42.30769231","18.6","0.7812","4.558404558","10.77441077","5.982905983","14.14141414","18.51851852","43.77104377","1.112820513","2.63030303","24.5014245","57.91245791"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00155","","","","26","21","13","12","13","17","4","0.5","37","6","6","1","50.4","12.7","10.5","3.06","1.6","1.16","83.64","99.53","75.31","50.31","7.18","10.67","12.15","4.5","41.5","30","0.307692308","0.029411765","0.15","2.307692308","1.153846154","1","0.5","0.346153846","0.173076923","2.846153846","1.423076923","43.33333333","10.84337349","50","25.1984127","1.133928571","5.698005698","11.3960114","6.41025641","12.82051282","52.70655271","105.4131054","1.615282865","3.230565731","59.11680912","118.2336182"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00156","","","","26","17","9","9","15","6","3.8","0.2","3","6","7","1","50.6","13","12.39","3.21","1.79","1.14","98","90.77","31.29","55.81","6.96","10.61","7.81","4","7","21","0.253333333","0.033333333","0.19047619","2.333333333","0.807692308","1.666666667","0.576923077","0.444444444","0.153846154","0.333333333","0.115384615","71.42857143","57.14285714","34.61538462","25.6916996","1.027667984","5.413105413","15.63786008","5.698005698","16.46090535","4.273504274","12.34567901","1.463914507","4.229086355","9.971509972","28.80658436"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00157","","","","26","20","14","11","26","27","4.5","1","22","6","6","1","51","12.8","6.12","2.04","1.38","0.9","56.88","64.3","20.96","48.97","8.18","12.26","14.73","5.5","27.5","53","0.173076923","0.037037037","0.103773585","3.785714286","2.038461538","1.857142857","1","0.392857143","0.211538462","1.571428571","0.846153846","49.05660377","20","53.84615385","25.09803922","1.380392157","6.41025641","11.9047619","7.834757835","14.55026455","31.33903134","58.2010582","1.966370594","3.651831103","39.17378917","72.75132275"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00158","","","","26","15","10","10","25","19","5.2","0.5","20","6","6","1","50.4","14.1","7.23","2.04","1.6","1.27","140.34","87.11","25","55.51","5.53","8.16","10.34","5.7","25.7","44","0.208","0.026315789","0.129545455","4.4","1.692307692","2.5","0.961538462","0.57","0.219230769","2","0.769230769","56.81818182","22.17898833","38.46153846","27.97619048","1.594642857","7.407407407","19.25925926","8.11965812","21.11111111","28.49002849","74.07407407","2.271571022","5.906084656","36.60968661","95.18518519"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00159","","","","26","16","11","9","8","10","2.5","0.5","22","7","6","1","50.6","14.3","1.65","2.08","1.45","1.15","31.84","54.53","7.02","58.87","4.84","7.73","10.73","3","25","18","0.3125","0.05","0.166666667","1.636363636","0.692307692","0.727272727","0.307692308","0.272727273","0.115384615","2","0.846153846","44.44444444","12","42.30769231","28.26086957","0.847826087","3.561253561","8.417508418","4.273504274","10.1010101","31.33903134","74.07407407","1.207729469","2.854633289","35.61253561","84.17508418"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00160","","","","26","20","14","14","61","50","6.4","1.8","17","6","7","1","50.2","11.5","1.74","2.82","1.59","1.19","101.2","125.58","16.26","48.31","5.02","8.15","20.05","8.2","25.2","111","0.104918033","0.036","0.073873874","7.928571429","4.269230769","4.357142857","2.346153846","0.585714286","0.315384615","1.214285714","0.653846154","54.95495495","32.53968254","53.84615385","22.90836653","1.878486056","9.116809117","16.93121693","11.68091168","21.69312169","24.21652422","44.97354497","2.675906062","4.96953983","35.8974359","66.66666667"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00161","","","","26","18","12","5","14","10","4","0.5","36","7","7","1","50.1","14.6","7.23","2.13","1.48","0.88","28.11","62.5","15.46","51.85","8.76","13","8.54","4.5","40.5","24","0.285714286","0.05","0.1875","2","0.923076923","1.166666667","0.538461538","0.375","0.173076923","3","1.384615385","58.33333333","11.11111111","46.15384615","29.14171657","1.311377246","5.698005698","12.34567901","6.41025641","13.88888889","51.28205128","111.1111111","1.868058754","4.047460634","57.69230769","125"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00162","","","","26","17","10","8","11","26","2","1","39","5","6","1","50.5","14.8","1.76","4.54","1.64","1.17","66.26","67.79","11.75","59.23","4.39","6.92","8.17","3","42","37","0.181818182","0.038461538","0.081081081","3.7","1.423076923","1.1","0.423076923","0.3","0.115384615","3.9","1.5","29.72972973","7.142857143","38.46153846","29.30693069","0.879207921","2.849002849","7.407407407","4.273504274","11.11111111","55.55555556","144.4444444","1.252432936","3.256325633","59.82905983","155.5555556"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00163","","","","26","16","13","13","24","15","8","0.5","32","7","7","1","50.7","17","0.12","4.81","1.36","1.13","59.51","55.76","2.19","64.99","3.44","5.82","5.49","8.5","40.5","39","0.333333333","0.033333333","0.217948718","3","1.5","1.846153846","0.923076923","0.653846154","0.326923077","2.461538462","1.230769231","61.53846154","20.98765432","50","33.53057199","2.850098619","11.3960114","22.79202279","12.10826211","24.21652422","45.58404558","91.16809117","4.059969543","8.119939086","57.69230769","115.3846154"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00164","","","","26","26","20","18","76","63","20","1.5","33","7","7","1","50.2","11.1","7.23","2.87","1.68","1.03","36.88","55.43","28","47.01","11.71","17.05","4.83","21.5","54.5","139","0.263157895","0.023809524","0.154676259","6.95","5.346153846","3.8","2.923076923","1.075","0.826923077","1.65","1.269230769","54.67625899","39.44954128","76.92307692","22.11155378","4.753984064","28.49002849","37.03703704","30.62678063","39.81481481","47.00854701","61.11111111","6.772057071","8.803674192","77.63532764","100.9259259"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00165","","","","26","22","18","18","88","85","21.4","2","20","7","7","1","50.6","11.8","11.03","2.68","1.69","1.14","72.9","82.53","26.07","53.93","6.39","9.77","10.97","23.4","43.4","173","0.243181818","0.023529412","0.135260116","9.611111111","6.653846154","4.888888889","3.384615385","1.3","0.9","1.111111111","0.769230769","50.86705202","53.91705069","69.23076923","23.3201581","5.456916996","30.48433048","44.03292181","33.33333333","48.14814815","28.49002849","41.15226337","7.773386034","11.22822427","61.82336182","89.30041152"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00166","","","","26","26","22","22","57","64","15.4","2","15","7","7","1","50.5","15.2","11.03","3.32","1.39","1.1","74.09","55.03","20.21","59.28","3.18","5.43","13.85","17.4","32.4","121","0.270175439","0.03125","0.143801653","5.5","4.653846154","2.590909091","2.192307692","0.790909091","0.669230769","0.681818182","0.576923077","47.10743802","53.7037037","84.61538462","30.0990099","5.237227723","21.93732194","25.92592593","24.78632479","29.29292929","21.36752137","25.25252525","7.460438352","8.816881688","46.15384615","54.54545455"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00167","","","","26","18","12","4","6","7","2.2","0.5","19","6","6","1","50.8","11.7","12.39","3.17","1.88","1.32","165.26","128.94","33.06","52.17","5.9","9.22","12.32","2.7","21.7","13","0.366666667","0.071428571","0.207692308","1.083333333","0.5","0.5","0.230769231","0.225","0.103846154","1.583333333","0.730769231","46.15384615","12.44239631","46.15384615","23.03149606","0.621850394","3.133903134","6.790123457","3.846153846","8.333333333","27.06552707","58.64197531","0.885826772","1.919291339","30.91168091","66.97530864"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00168","","","","26","16","13","5","4","3","1","0.2","13","5","7","1","50","12.9","11.03","2.58","1.62","1.19","80.11","67.86","26.24","50.68","7.27","10.7","11.21","1.2","14.2","7","0.25","0.066666667","0.171428571","0.538461538","0.269230769","0.307692308","0.153846154","0.092307692","0.046153846","1","0.5","57.14285714","8.450704225","50","25.8","0.3096","1.424501425","2.849002849","1.709401709","3.418803419","18.51851852","37.03703704","0.441025641","0.882051282","20.22792023","40.45584046"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00169","","","","26","20","18","10","11","2","2","0.2","29.4","6","7","1","50.5","14.9","3.96","2.3","1.52","1.1","146.48","103.21","18.83","58.47","4.8","7.85","11.2","2.2","31.6","13","0.181818182","0.1","0.169230769","0.722222222","0.5","0.611111111","0.423076923","0.122222222","0.084615385","1.633333333","1.130769231","84.61538462","6.962025316","69.23076923","29.5049505","0.649108911","2.849002849","4.115226337","3.133903134","4.526748971","41.88034188","60.49382716","0.924656568","1.335615043","45.01424501","65.02057613"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00170","","","","26","18","13","1","1","0","0.2","0","23","6","6","1","49","12.1","7.76","2.93","1.63","1.13","182.45","93.58","30.78","55.91","8.32","12.35","3.11","0.2","23.2","1","0.2","","0.2","0.076923077","0.038461538","0.076923077","0.038461538","0.015384615","0.007692308","1.769230769","0.884615385","100","0.862068966","50","24.69387755","0.049387755","0.284900285","0.56980057","0.284900285","0.56980057","32.76353276","65.52706553","0.070352927","0.140705855","33.04843305","66.0968661"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00171","","","","26","26","24","24","66","50","13","2","14.8","7","7","1","50.6","13.4","1.32","2.68","1.49","1.39","156.62","97.24","13.6","59.6","3.32","5.68","12.69","15","29.8","116","0.196969697","0.04","0.129310345","4.833333333","4.461538462","2.75","2.538461538","0.625","0.576923077","0.616666667","0.569230769","56.89655172","50.33557047","92.30769231","26.48221344","3.972332016","18.51851852","20.0617284","21.36752137","23.14814815","21.08262108","22.83950617","5.658592615","6.130142","42.45014245","45.98765432"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00172","","","","26","21","17","17","55","50","6.5","1.5","16","6","6","1","50.6","14.7","10.5","3.2","1.56","1.22","108.47","72.38","34.95","58.26","2.74","4.71","13.84","8","24","105","0.118181818","0.03","0.076190476","6.176470588","4.038461538","3.235294118","2.115384615","0.470588235","0.307692308","0.941176471","0.615384615","52.38095238","33.33333333","65.38461538","29.0513834","2.324110672","9.259259259","14.16122004","11.3960114","17.4291939","22.79202279","34.8583878","3.310698963","5.063421943","34.18803419","52.2875817"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00173","","","","26","15","10","8","21","4","2","0.5","21.4","6","6","1","50.2","13.7","1.17","2.93","1.5","1.01","81.13","74.23","23.83","53.51","7.17","10.73","9.43","2.5","23.9","25","0.095238095","0.125","0.1","2.5","0.961538462","2.1","0.807692308","0.25","0.096153846","2.14","0.823076923","84","10.46025105","38.46153846","27.29083665","0.682270916","2.849002849","7.407407407","3.561253561","9.259259259","30.48433048","79.25925926","0.971895892","2.52692932","34.04558405","88.51851852"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00174","","","","26","16","12","11","30","27","4","0.5","8","7","7","1","50.2","14","4.61","2.21","1.37","1.1","25.91","53.11","7.66","54.75","3.55","5.45","17.15","4.5","12.5","57","0.133333333","0.018518519","0.078947368","4.75","2.192307692","2.5","1.153846154","0.375","0.173076923","0.666666667","0.307692308","52.63157895","36","46.15384615","27.88844622","1.25498008","5.698005698","12.34567901","6.41025641","13.88888889","11.3960114","24.69135802","1.787720911","3.873395308","17.80626781","38.58024691"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00175","","","","26","20","14","10","15","30","3","1","13","6","6","1","50.6","15.8","6.12","2.72","1.27","1.19","116.55","51.51","9.15","65.86","2.29","4.06","7.43","4","17","45","0.2","0.033333333","0.088888889","3.214285714","1.730769231","1.071428571","0.576923077","0.285714286","0.153846154","0.928571429","0.5","33.33333333","23.52941176","53.84615385","31.22529644","1.249011858","4.273504274","7.936507937","5.698005698","10.58201058","18.51851852","34.39153439","1.779219171","3.304264174","24.21652422","44.97354497"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00176","","","","26","18","13","11","30","19","15","0.5","18","7","8","1","50.2","14.7","12.39","3.17","1.91","1.51","206.11","127.19","35.75","56.14","3.92","6.95","11.75","15.5","33.5","49","0.5","0.026315789","0.316326531","3.769230769","1.884615385","2.307692308","1.153846154","1.192307692","0.596153846","1.384615385","0.692307692","61.2244898","46.26865672","50","29.28286853","4.538844622","21.36752137","42.73504274","22.07977208","44.15954416","25.64102564","51.28205128","6.465590629","12.93118126","47.72079772","95.44159544"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00177","","","","26","20","16","13","24","5","14","1","24.4","7","6","1","50.7","14.7","14.37","2.95","1.71","1.29","116.51","111.67","35.66","48.86","7.55","11.32","12.15","15","39.4","29","0.583333333","0.2","0.517241379","1.8125","1.115384615","1.5","0.923076923","0.9375","0.576923077","1.525","0.938461538","82.75862069","38.07106599","61.53846154","28.99408284","4.349112426","19.94301994","32.40740741","21.36752137","34.72222222","34.75783476","56.48148148","6.195316846","10.06738988","56.12535613","91.2037037"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00178","","","","26","23","21","21","60","65","15","2","23","7","7","1","50.4","9.6","12.39","3.68","2","1.36","131.64","118.33","46.17","44.8","8","11.79","15.45","17","40","125","0.25","0.030769231","0.136","5.952380952","4.807692308","2.857142857","2.307692308","0.80952381","0.653846154","1.095238095","0.884615385","48","42.5","80.76923077","19.04761905","3.238095238","21.36752137","26.45502646","24.21652422","29.98236332","32.76353276","40.5643739","4.612671279","5.710926346","56.98005698","70.54673721"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00179","","","","26","21","16","16","40","14","7","0.5","21.4","7","6","1","50.3","12.9","4.92","3.38","1.75","1.5","186.54","92.97","26.44","58.98","4.5","7.2","8.14","7.5","28.9","54","0.175","0.035714286","0.138888889","3.375","2.076923077","2.5","1.538461538","0.46875","0.288461538","1.3375","0.823076923","74.07407407","25.95155709","61.53846154","25.64612326","1.923459245","9.971509972","16.2037037","10.68376068","17.36111111","30.48433048","49.53703704","2.739970434","4.452451955","41.16809117","66.89814815"
"","","MZP2011UMB-PT02","","","","","","","","","MZP2011UMB-PT02-00180","","","","26","20","16","16","62","27","13","1","22","7","6","1","50.6","17.6","1.38","3.45","1.27","1.23","77.3","55.5","28.59","68.65","1.65","3.42","6.52","14","36","89","0.209677419","0.037037037","0.157303371","5.5625","3.423076923","3.875","2.384615385","0.875","0.538461538","1.375","0.846153846","69.66292135","38.88888889","61.53846154","34.7826087","4.869565217","18.51851852","30.09259259","19.94301994","32.40740741","31.33903134","50.92592593","6.936702589","11.27214171","51.28205128","83.33333333"
