"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012GUR-AT05","","","","","","","","","MZP2012GUR-AT05-00001","","","","39","38","1","3","7","22","22","19","29","7.5","7.9","23","3","3","3","1","7","5","5","11.03","15.4","38.4","48","0.394736842","0.272413793","0.320833333","2.181818182","1.230769231","0.863636364","0.487179487","0.7","0.394871795","1.045454545","0.58974359","39.58333333","40.10416667","56.41025641","7.122507123","12.62626263","14.62488129","25.92592593","21.84235518","38.72053872","36.46723647","64.64646465"
"","","MZP2012GUR-AT05","","","","","","","","","MZP2012GUR-AT05-00002","","","","39","35","3","5","5","17","12","5","10","1.7","2.5","10.3","5","5","3","1","5","5","3","7.23","4.2","14.5","15","0.34","0.25","0.28","0.882352941","0.384615385","0.294117647","0.128205128","0.247058824","0.107692308","0.605882353","0.264102564","33.33333333","28.96551724","43.58974359","1.614434948","3.703703704","3.988603989","9.150326797","9.781576448","22.44008715","13.77018044","31.59041394"
"","","MZP2012GUR-AT05","","","","","","","","","MZP2012GUR-AT05-00003","","","","39","30","1","3","5","16","16","14","34","6.5","7.8","8.5","3","5","3","1","5","5","3","7.23","14.3","22.8","48","0.464285714","0.229411765","0.297916667","3","1.230769231","0.875","0.358974359","0.89375","0.366666667","0.53125","0.217948718","29.16666667","62.71929825","41.02564103","6.172839506","15.0462963","13.58024691","33.10185185","8.072174739","19.67592593","21.65242165","52.77777778"
"","","MZP2012GUR-AT05","","","","","","","","","MZP2012GUR-AT05-00004","","","","39","28","1","1","5","6","6","4","5","1","0.8","10.3","5","5","3","1","5","5","3","7.23","1.8","12.1","9","0.25","0.16","0.2","1.5","0.230769231","0.666666667","0.102564103","0.3","0.046153846","1.716666667","0.264102564","44.44444444","14.87603306","15.38461538","0.949667616","6.172839506","1.709401709","11.11111111","9.781576448","63.58024691","11.49097816","74.69135802"
"","","MZP2012GUR-AT05","","","","","","","","","MZP2012GUR-AT05-00005","","","","39","29","1","3","5","18","18","10","25","5.7","13.5","13.5","3","5","7","3","3","3","1","3.03","19.2","32.7","35","0.57","0.54","0.548571429","1.944444444","0.897435897","0.555555556","0.256410256","1.066666667","0.492307692","0.75","0.346153846","28.57142857","58.71559633","46.15384615","5.413105413","11.72839506","18.23361823","39.50617284","12.82051282","27.77777778","31.05413105","67.28395062"
"","","MZP2012GUR-AT05","","","","","","","","","MZP2012GUR-AT05-00006","","","","39","30","1","5","9","14","14","7","15","2.5","4.6","40.3","5","5","3","1","5","5","3","7.76","7.1","47.4","22","0.357142857","0.306666667","0.322727273","1.571428571","0.564102564","0.5","0.179487179","0.507142857","0.182051282","2.878571429","1.033333333","31.81818182","14.97890295","35.8974359","2.374169041","6.613756614","6.742640076","18.78306878","38.27160494","106.6137566","45.01424501","125.3968254"
"","","MZP2012GUR-AT05","","","","","","","","","MZP2012GUR-AT05-00007","","","","39","30","1","5","7","15","15","12","75","4.5","16.5","10.4","3","3","7","1","5","5","3","7.23","21","31.4","87","0.375","0.22","0.24137931","5.8","2.230769231","0.8","0.307692308","1.4","0.538461538","0.693333333","0.266666667","13.79310345","66.87898089","38.46153846","4.273504274","11.11111111","19.94301994","51.85185185","9.87654321","25.67901235","29.81956315","77.5308642"
"","","MZP2012GUR-AT05","","","","","","","","","MZP2012GUR-AT05-00008","","","","39","30","1","5","5","30","30","25","73","11.5","12.5","14.5","3","1","5","1","5","3","3","7.23","24","38.5","98","0.46","0.171232877","0.244897959","3.266666667","2.512820513","0.833333333","0.641025641","0.8","0.615384615","0.483333333","0.371794872","25.51020408","62.33766234","76.92307692","10.92117759","14.19753086","22.79202279","29.62962963","13.77018044","17.90123457","36.56220323","47.5308642"
"","","MZP2012GUR-AT05","","","","","","","","","MZP2012GUR-AT05-00009","","","","39","25","1","3","7","11","9","4","7","1.1","1.2","26.5","5","5","5","1","5","3","3","6.12","2.3","28.8","11","0.275","0.171428571","0.209090909","1","0.282051282","0.363636364","0.102564103","0.209090909","0.058974359","2.409090909","0.679487179","36.36363636","7.986111111","28.20512821","1.044634378","3.703703704","2.184235518","7.744107744","25.16619183","89.22558923","27.35042735","96.96969697"
"","","MZP2012GUR-AT05","","","","","","","","","MZP2012GUR-AT05-00010","","","","39","29","1","3","7","14","14","17","22","10.2","6.5","15.7","1","1","3","1","5","5","3","7.23","16.7","32.4","39","0.6","0.295454545","0.428205128","2.785714286","1","1.214285714","0.435897436","1.192857143","0.428205128","1.121428571","0.402564103","43.58974359","51.54320988","35.8974359","9.686609687","26.98412698","15.85944919","44.17989418","14.90978158","41.53439153","30.76923077","85.71428571"
