"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011GUR-AT01","","","","","","","","","MZP2011GUR-AT01-00001","","","","26","20","1","1","5","10","8","0","10","0","3","3","4","5","5","9","1","5","5","5","11.03","3","6","10","","0.3","0.3","1","0.384615385","0","0","0.3","0.115384615","0.3","0.115384615","0","50","38.46153846","0","0","4.273504274","11.11111111","4.273504274","11.11111111","8.547008547","22.22222222"
"","","MZP2011GUR-AT01","","","","","","","","","MZP2011GUR-AT01-00002","","","","26","26","1","1","7","18","18","0","36","0","8","7","4","5","7","7","1","5","5","5","12.39","8","15","36","","0.222222222","0.222222222","2","1.384615385","0","0","0.444444444","0.307692308","0.388888889","0.269230769","0","53.33333333","69.23076923","0","0","11.3960114","16.46090535","9.971509972","14.40329218","21.36752137","30.86419753"
"","","MZP2011GUR-AT01","","","","","","","","","MZP2011GUR-AT01-00003","","","","26","18","1","1","7","15","15","0","34","0","7","4","4","5","5","7","1","7","7","7","14.37","7","11","34","","0.205882353","0.205882353","2.266666667","1.307692308","0","0","0.466666667","0.269230769","0.266666667","0.153846154","0","63.63636364","57.69230769","0","0","9.971509972","17.28395062","5.698005698","9.87654321","15.66951567","27.16049383"
"","","MZP2011GUR-AT01","","","","","","","","","MZP2011GUR-AT01-00004","","","","26","24","1","1","6","14","14","0","40","0","13","5.1","4","5","5","7","1","7","5","5","12.39","13","18.1","40","","0.325","0.325","2.857142857","1.538461538","0","0","0.928571429","0.5","0.364285714","0.196153846","0","71.82320442","53.84615385","0","0","18.51851852","34.39153439","7.264957265","13.49206349","25.78347578","47.88359788"
"","","MZP2011GUR-AT01","","","","","","","","","MZP2011GUR-AT01-00005","","","","26","24","1","1","9","18","18","0","31","0","9","20","2","5","9","9","1","7","5","5","11.03","9","29","31","","0.290322581","0.290322581","1.722222222","1.192307692","0","0","0.5","0.346153846","1.111111111","0.769230769","0","31.03448276","69.23076923","0","0","12.82051282","18.51851852","28.49002849","41.15226337","41.31054131","59.67078189"
"","","MZP2011GUR-AT01","","","","","","","","","MZP2011GUR-AT01-00006","","","","26","20","1","1","8","20","20","0","39","0","13","23","3","5","5","5","1","7","5","5","11.03","13","36","39","","0.333333333","0.333333333","1.95","1.5","0","0","0.65","0.5","1.15","0.884615385","0","36.11111111","76.92307692","0","0","18.51851852","24.07407407","32.76353276","42.59259259","51.28205128","66.66666667"
"","","MZP2011GUR-AT01","","","","","","","","","MZP2011GUR-AT01-00007","","","","26","21","1","1","7","19","19","0","59","0","7","15","2","3","3","7","1","5","3","3","7.76","7","22","59","","0.118644068","0.118644068","3.105263158","2.269230769","0","0","0.368421053","0.269230769","0.789473684","0.576923077","0","31.81818182","73.07692308","0","0","9.971509972","13.64522417","21.36752137","29.23976608","31.33903134","42.88499025"
"","","MZP2011GUR-AT01","","","","","","","","","MZP2011GUR-AT01-00008","","","","26","20","1","1","8","17","17","0","42","0","14","27","1","3","3","5","3","1","1","1","0","14","41","42","","0.333333333","0.333333333","2.470588235","1.615384615","0","0","0.823529412","0.538461538","1.588235294","1.038461538","0","34.14634146","65.38461538","0","0","19.94301994","30.50108932","38.46153846","58.82352941","58.4045584","89.32461874"
"","","MZP2011GUR-AT01","","","","","","","","","MZP2011GUR-AT01-00009","","","","26","21","1","1","5","20","20","5","26","1.2","3.5","18","4","5","3","5","1","3","3","3","7.76","4.7","22.7","31","0.24","0.134615385","0.151612903","1.55","1.192307692","0.25","0.192307692","0.235","0.180769231","0.9","0.692307692","16.12903226","20.70484581","76.92307692","1.709401709","2.222222222","6.695156695","8.703703704","25.64102564","33.33333333","32.33618234","42.03703704"
"","","MZP2011GUR-AT01","","","","","","","","","MZP2011GUR-AT01-00010","","","","26","23","1","1","5","13","13","0","17","0","4.5","4","2","5","7","9","1","3","3","3","4.61","4.5","8.5","17","","0.264705882","0.264705882","1.307692308","0.653846154","0","0","0.346153846","0.173076923","0.307692308","0.153846154","0","52.94117647","50","0","0","6.41025641","12.82051282","5.698005698","11.3960114","12.10826211","24.21652422"
