"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00001","","","","39","38","1","1","5","30","20","5","21","1.2","5","10.5","2","5","5","5","7","1","1","1","1.04","6.2","16.7","26","0.24","0.238095238","0.238461538","0.866666667","0.666666667","0.166666667","0.128205128","0.206666667","0.158974359","0.35","0.269230769","19.23076923","37.1257485","76.92307692","1.13960114","1.481481481","5.887939221","7.654320988","9.971509972","12.96296296","15.85944919","20.61728395"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00002","","","","39","21","1","3","5","21","21","8","35","2.1","9.5","9.5","6","5","5","7","5","3","1","1","","11.6","21.1","43","0.2625","0.271428571","0.269767442","2.047619048","1.102564103","0.380952381","0.205128205","0.552380952","0.297435897","0.452380952","0.243589744","18.60465116","54.97630332","53.84615385","1.994301994","3.703703704","11.01614435","20.45855379","9.021842355","16.75485009","20.0379867","37.21340388"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00003","","","","39","20","1","1","7","20","20","9","71","2.2","15.5","12.5","7","5","3","5","1","5","3","3","7.23","17.7","30.2","80","0.244444444","0.218309859","0.22125","4","2.051282051","0.45","0.230769231","0.885","0.453846154","0.625","0.320512821","11.25","58.60927152","51.28205128","2.089268756","4.074074074","16.80911681","32.77777778","11.8708452","23.14814815","28.67996201","55.92592593"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00004","","","","39","21","1","1","7","21","8","3","7","1","2","21.3","9","5","5","3","5","3","1","1","","3","24.3","10","0.333333333","0.285714286","0.3","0.476190476","0.256410256","0.142857143","0.076923077","0.142857143","0.076923077","1.014285714","0.546153846","30","12.34567901","53.84615385","0.949667616","1.76366843","2.849002849","5.291005291","20.22792023","37.56613757","23.07692308","42.85714286"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00005","","","","39","22","1","7","7","20","0","0","0","0","0","19.8","","","","","","","","","","0","19.8","0","","","","0","0","0","0","0","0","0.99","0.507692308","","0","51.28205128","0","0","0","0","18.8034188","36.66666667","18.8034188","36.66666667"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00006","","","","39","37","1","3","5","31","20","6","23","1.8","11","20.5","5","3","7","3","1","5","3","3","6.12","12.8","33.3","29","0.3","0.47826087","0.44137931","0.935483871","0.743589744","0.193548387","0.153846154","0.412903226","0.328205128","0.661290323","0.525641026","20.68965517","38.43843844","79.48717949","1.709401709","2.150537634","12.15574549","15.29271207","19.46818613","24.49223417","31.62393162","39.78494624"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00007","","","","39","36","1","1","7","36","15","8","15","2.1","9.5","23.5","6","5","5","3","1","5","5","3","11.03","11.6","35.1","23","0.2625","0.633333333","0.504347826","0.638888889","0.58974359","0.222222222","0.205128205","0.322222222","0.297435897","0.652777778","0.602564103","34.7826087","33.04843305","92.30769231","1.994301994","2.160493827","11.01614435","11.93415638","22.31718898","24.17695473","33.33333333","36.11111111"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00008","","","","39","35","1","1","9","35","10","4","9","1.1","2.4","19.5","9","5","5","3","5","1","1","1","","3.5","23","13","0.275","0.266666667","0.269230769","0.371428571","0.333333333","0.114285714","0.102564103","0.1","0.08974359","0.557142857","0.5","30.76923077","15.2173913","89.74358974","1.044634378","1.164021164","3.323836657","3.703703704","18.51851852","20.63492063","21.84235518","24.33862434"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00009","","","","39","30","1","1","5","30","19","0","24","0","12.6","14.6","2","5","5","9","1","5","3","3","6.12","12.6","27.2","24","","0.525","0.525","0.8","0.615384615","0","0","0.42","0.323076923","0.486666667","0.374358974","0","46.32352941","76.92307692","0","0","11.96581197","15.55555556","13.8651472","18.02469136","25.83095916","33.58024691"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00010","","","","39","27","1","1","5","23","7","0","8","0","2","14.5","4","7","5","1","1","7","5","5","12.39","2","16.5","8","","0.25","0.25","0.347826087","0.205128205","0","0","0.086956522","0.051282051","0.630434783","0.371794872","0","12.12121212","58.97435897","0","0","1.899335233","3.220611916","13.77018044","23.34943639","15.66951567","26.57004831"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00011","","","","39","23","1","3","5","23","21","0","27","0","14","12.6","2","5","5","3","1","7","5","5","14.37","14","26.6","27","","0.518518519","0.518518519","1.173913043","0.692307692","0","0","0.608695652","0.358974359","0.547826087","0.323076923","0","52.63157895","58.97435897","0","0","13.29534663","22.54428341","11.96581197","20.28985507","25.26115859","42.83413849"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00012","","","","39","20","1","3","9","20","20","8","24","2","13.5","10.3","2","5","5","5","1","7","5","5","11.03","15.5","25.8","32","0.25","0.5625","0.484375","1.6","0.820512821","0.4","0.205128205","0.775","0.397435897","0.515","0.264102564","25","60.07751938","51.28205128","1.899335233","3.703703704","14.71984805","28.7037037","9.781576448","19.07407407","24.5014245","47.77777778"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00013","","","","39","17","1","3","5","4","0","0","0","0","0","2","","","","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.5","0.051282051","","0","10.25641026","0","0","0","0","1.899335233","18.51851852","1.899335233","18.51851852"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00014","","","","39","19","1","1","5","19","19","12","36","3","10.6","6.5","4","3","3","3","1","5","5","3","6.12","13.6","20.1","48","0.25","0.294444444","0.283333333","2.526315789","1.230769231","0.631578947","0.307692308","0.715789474","0.348717949","0.342105263","0.166666667","25","67.66169154","48.71794872","2.849002849","5.847953216","12.91547958","26.51072125","6.172839506","12.6705653","19.08831909","39.18128655"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00015","","","","39","21","1","1","5","21","20","0","21","0","10","9.5","4","5","5","3","1","7","5","3","10.5","10","19.5","21","","0.476190476","0.476190476","1","0.538461538","0","0","0.476190476","0.256410256","0.452380952","0.243589744","0","51.28205128","53.84615385","0","0","9.496676163","17.6366843","9.021842355","16.75485009","18.51851852","34.39153439"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00016","","","","39","17","1","3","5","17","10","4","25","1.1","8.9","5.5","4","5","5","5","1","5","5","3","11.03","10","15.5","29","0.275","0.356","0.344827586","1.705882353","0.743589744","0.235294118","0.102564103","0.588235294","0.256410256","0.323529412","0.141025641","13.79310345","64.51612903","43.58974359","1.044634378","2.396514161","9.496676163","21.78649237","5.22317189","11.98257081","14.71984805","33.76906318"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00017","","","","39","17","1","3","3","5","5","4","12","1.1","3.6","2.5","5","5","5","3","1","5","5","3","7.23","4.7","7.2","16","0.275","0.3","0.29375","3.2","0.41025641","0.8","0.102564103","0.94","0.120512821","0.5","0.064102564","25","65.27777778","12.82051282","1.044634378","8.148148148","4.463437797","34.81481481","2.374169041","18.51851852","6.837606838","53.33333333"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00018","","","","39","19","1","1","5","17","17","10","25","2.6","10.5","7.5","2","5","5","5","1","5","5","5","10.5","13.1","20.6","35","0.26","0.42","0.374285714","2.058823529","0.897435897","0.588235294","0.256410256","0.770588235","0.335897436","0.441176471","0.192307692","28.57142857","63.59223301","43.58974359","2.469135802","5.664488017","12.44064577","28.54030501","7.122507123","16.33986928","19.5631529","44.88017429"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00019","","","","39","20","1","5","5","19","19","11","49","3","12.7","5.6","4","3","3","5","1","7","5","5","14.37","15.7","21.3","60","0.272727273","0.259183673","0.261666667","3.157894737","1.538461538","0.578947368","0.282051282","0.826315789","0.402564103","0.294736842","0.143589744","18.33333333","73.70892019","48.71794872","2.849002849","5.847953216","14.90978158","30.6042885","5.318138651","10.91617934","20.22792023","41.52046784"
"","","MZP2013GUR-AT20","","","","","","","","","MZP2013GUR-AT20-00020","","","","39","19","1","3","5","19","19","4","26","1","8.5","8.5","5","3","7","5","1","5","5","3","7.23","9.5","18","30","0.25","0.326923077","0.316666667","1.578947368","0.769230769","0.210526316","0.102564103","0.5","0.243589744","0.447368421","0.217948718","13.33333333","52.77777778","48.71794872","0.949667616","1.949317739","9.021842355","18.51851852","8.072174739","16.56920078","17.09401709","35.0877193"
