"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of total carotenoids in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000290","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00038","","","","26","22","2","1","6","12","12","22","30","11","5.2","13","7","6","3","50.1","10.9","4","5","9","5","3.24","1.99","0.94","79.8167496","3.03","49.51","7.84","10.69","11.88","16.2","29.2","52","0.5","0.173333333","0.311538462","4.333333333","2","1.833333333","0.846153846","1.35","0.623076923","1.083333333","0.5","42.30769231","55.47945205","46.15384615","21.75648703","3.524550898","15.66951567","33.95061728","23.07692308","50","18.51851852","40.12345679","5.020727775","10.87824351","41.5954416","90.12345679"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00039","","","","26","23","1","2","6","19","19","30","126","6","21","20","5","5","7","50.5","13.6","1","5","9","5","3.03","1.5","1.07","24.3318024","10.5","61.96","3.57","5.4","8.35","27","47","156","0.2","0.166666667","0.173076923","8.210526316","6","1.578947368","1.153846154","1.421052632","1.038461538","1.052631579","0.769230769","19.23076923","57.44680851","73.07692308","26.93069307","7.271287129","8.547008547","11.69590643","38.46153846","52.63157895","28.49002849","38.98635478","10.35795887","14.17404898","66.95156695","91.61793372"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00040","","","","26","18","2","1","7","10","9","11","47","5.2","8","27","5","7","5","50.4","10.6","1","7","6","1","2.76","1.65","0.96","34.3360443","12.39","44.91","10.21","14.49","13.61","13.2","40.2","58","0.472727273","0.170212766","0.227586207","5.8","2.230769231","1.1","0.423076923","1.32","0.507692308","2.7","1.038461538","18.96551724","32.8358209","38.46153846","21.03174603","2.776190476","7.407407407","19.25925926","18.8034188","48.88888889","38.46153846","100","3.954687288","10.28218695","57.26495726","148.8888889"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00041","","","","26","17","1","2","5","9","9","17","31","7.2","5","21","7","7","3","50.5","14.3","1","8","8","3","2.49","1.77","1.08","23.2255116","14.37","60.4","6.8","9.59","3.35","12.2","33.2","48","0.423529412","0.161290323","0.254166667","5.333333333","1.846153846","1.888888889","0.653846154","1.355555556","0.469230769","2.333333333","0.807692308","35.41666667","36.74698795","34.61538462","28.31683168","3.454653465","10.25641026","29.62962963","17.37891738","50.20576132","29.91452991","86.41975309","4.921158783","14.21668093","47.29344729","136.6255144"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00042","","","","26","21","1","1","6","21","21","58","77","17","7","24","1","1","1","50.1","15","2","7","5","3","2.29","1.36","1.04","17.8517494","14.37","69.16","2.67","4.14","4.4","24","48","135","0.293103448","0.090909091","0.177777778","6.428571429","5.192307692","2.761904762","2.230769231","1.142857143","0.923076923","1.142857143","0.923076923","42.96296296","50","80.76923077","29.94011976","7.185628743","24.21652422","29.98236332","34.18803419","42.32804233","34.18803419","42.32804233","10.23593838","12.67306657","68.37606838","84.65608466"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00043","","","","26","15","1","1","6","13","13","9","39","2","3.2","16","5","5","2","50.1","11.8","1","3","5","5","3.28","1.74","1.1","91.4389496","14.37","57.07","4.61","6.87","11.68","5.2","21.2","48","0.222222222","0.082051282","0.108333333","3.692307692","1.846153846","0.692307692","0.346153846","0.4","0.2","1.230769231","0.615384615","18.75","24.52830189","50","23.55289421","1.224750499","2.849002849","5.698005698","7.407407407","14.81481481","22.79202279","45.58404558","1.74465883","3.489317661","30.1994302","60.3988604"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00044","","","","26","22","1","1","5","4","3","7","4","2.4","0.6","12","5","5","1","50.7","16","1","3","8","5","3.04","1.3","1.08","18.4517822","0.12","66.7","4.86","7.36","0.96","3","15","11","0.342857143","0.15","0.272727273","2.75","0.423076923","1.75","0.269230769","0.75","0.115384615","3","0.461538462","63.63636364","20","15.38461538","31.5581854","0.946745562","3.418803419","22.22222222","4.273504274","27.77777778","17.09401709","111.1111111","1.348640402","8.766162612","21.36752137","138.8888889"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00045","","","","26","20","1","1","5","5","5","5","19","0.7","1.2","3","3","3","2","50.6","18.2","1","7","7","1","3.58","1.58","0.98","28.3205833","0.02","67.54","3.27","5.43","5.5","1.9","4.9","24","0.14","0.063157895","0.079166667","4.8","0.923076923","1","0.192307692","0.38","0.073076923","0.6","0.115384615","20.83333333","38.7755102","19.23076923","35.96837945","0.683399209","0.997150997","5.185185185","2.706552707","14.07407407","4.273504274","22.22222222","0.973503147","5.062216367","6.98005698","36.2962963"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00046","","","","26","20","1","1","7","20","20","20","67","6.2","13","16","1","4","3","50.8","15.6","1","7","3","3","2.66","1.21","0.84","20.9794464","4.47","64.57","5.83","8.26","2.56","19.2","35.2","87","0.31","0.194029851","0.220689655","4.35","3.346153846","1","0.769230769","0.96","0.738461538","0.8","0.615384615","22.98850575","54.54545455","76.92307692","30.70866142","5.896062992","8.831908832","11.48148148","27.35042735","35.55555556","22.79202279","29.62962963","8.398950131","10.91863517","50.14245014","65.18518519"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00047","","","","26","22","1","1","7","21","21","73","63","15","39","23","1","3","2","50.1","12.1","1","7","7","3","2.54","1.77","1.3","46.3332863","","57.49","4.79","6.94","9.21","54","77","136","0.205479452","0.619047619","0.397058824","6.476190476","5.230769231","3.476190476","2.807692308","2.571428571","2.076923077","1.095238095","0.884615385","53.67647059","70.12987013","80.76923077","24.15169661","13.04191617","21.36752137","26.45502646","76.92307692","95.23809524","32.76353276","40.5643739","18.57822816","23.00161582","109.6866097","135.8024691"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00048","","","","26","23","1","1","8","19","19","95","75","27","50","24","4","6","3","50.6","10.7","1","5","7","3","1.46","1.37","0.83","54.9942055","11.03","52.27","8.54","11.62","10.19","77","101","170","0.284210526","0.666666667","0.452941176","8.947368421","6.538461538","5","3.653846154","4.052631579","2.961538462","1.263157895","0.923076923","55.88235294","76.23762376","73.07692308","21.14624506","16.2826087","38.46153846","52.63157895","109.6866097","150.0974659","34.18803419","46.78362573","23.19459928","31.73997796","143.8746439","196.8810916"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00049","","","","26","14","1","2","6","10","10","20","31","7","3.2","24","3","5","3","50.7","11","1","6","5","1","3.15","1.88","1.29","44.9116516","14.37","51.52","5.64","8.64","16.5","10.2","34.2","51","0.35","0.103225806","0.2","5.1","1.961538462","2","0.769230769","1.02","0.392307692","2.4","0.923076923","39.21568627","29.8245614","38.46153846","21.69625247","2.213017751","9.971509972","25.92592593","14.52991453","37.77777778","34.18803419","88.88888889","3.152446939","8.196362043","48.71794872","126.6666667"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00050","","","","26","20","1","2","5","6","6","20","18","4.6","2","3.4","1","1","2","50","15.4","1","7","6","1","3.54","1.45","1.04","71.6853409","6.12","59.58","4.48","6.8","11.16","6.6","10","38","0.23","0.111111111","0.173684211","6.333333333","1.461538462","3.333333333","0.769230769","1.1","0.253846154","0.566666667","0.130769231","52.63157895","66","23.07692308","30.8","2.0328","6.552706553","28.39506173","9.401709402","40.74074074","4.843304843","20.98765432","2.895726496","12.54814815","14.24501425","61.72839506"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00051","","","","26","23","1","1","6","10","10","14","31","2","1.8","12","5","5","6","27.3","5.8","1","8","6","1","2.73","1.94","1.13","113.8669434","14.37","47.59","5.26","8.08","19.45","3.8","15.8","45","0.142857143","0.058064516","0.084444444","4.5","1.730769231","1.4","0.538461538","0.38","0.146153846","1.2","0.461538462","31.11111111","24.05063291","38.46153846","21.24542125","0.807326007","2.849002849","7.407407407","5.413105413","14.07407407","17.09401709","44.44444444","1.150037047","2.990096323","22.50712251","58.51851852"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00052","","","","26","21","1","2","5","11","11","0","100","0","7","4","6","5","4","","","3","7","8","1","","","","","","","","","","7","11","100","","0.07","0.07","9.090909091","3.846153846","0","0","0.636363636","0.269230769","0.363636364","0.153846154","0","63.63636364","42.30769231","","","0","0","9.971509972","23.56902357","5.698005698","13.46801347","","","15.66951567","37.03703704"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00053","","","","26","26","1","1","8","17","17","21","38","10","14","20","3","6","3","50.4","13.7","1","8","5","1","2.74","1.46","0.97","16.2770557","12.39","59.58","5.13","7.45","8.4","24","44","59","0.476190476","0.368421053","0.406779661","3.470588235","2.269230769","1.235294118","0.807692308","1.411764706","0.923076923","1.176470588","0.769230769","35.59322034","54.54545455","65.38461538","27.18253968","6.523809524","14.24501425","21.78649237","34.18803419","52.2875817","28.49002849","43.57298475","9.29317596","14.21309264","62.67806268","95.86056645"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00054","","","","26","18","1","2","6","14","14","46","40","17","33","15","1","3","3","50.1","15.5","1","7","7","5","1.73","1.06","0.85","53.1359711","0","71.07","3.59","5.18","2.62","50","65","86","0.369565217","0.825","0.581395349","6.142857143","3.307692308","3.285714286","1.769230769","3.571428571","1.923076923","1.071428571","0.576923077","53.48837209","76.92307692","53.84615385","30.93812375","15.46906188","24.21652422","44.97354497","71.22507123","132.2751323","21.36752137","39.68253968","22.03570068","40.92344412","92.59259259","171.957672"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00055","","","","26","26","1","1","7","16","16","14","71","4","12","16","3","5","4","50.6","10.4","1","9","3","1","2.29","1.78","0.99","37.5657539","14.37","46.22","8.85","12.54","15.7","16","32","85","0.285714286","0.169014085","0.188235294","5.3125","3.269230769","0.875","0.538461538","1","0.615384615","1","0.615384615","16.47058824","50","61.53846154","20.55335968","3.288537549","5.698005698","9.259259259","22.79202279","37.03703704","22.79202279","37.03703704","4.684526424","7.612355438","45.58404558","74.07407407"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00056","","","","26","23","1","1","7","6","5","3","34","0.4","2.2","17","3","5","5","28.8","8.2","1","5","5","5","3.87","1.79","0.94","47.1683617","12.39","54.08","5.32","8.08","15.23","2.6","19.6","37","0.133333333","0.064705882","0.07027027","6.166666667","1.423076923","0.5","0.115384615","0.433333333","0.1","2.833333333","0.653846154","8.108108108","13.26530612","23.07692308","28.47222222","0.740277778","0.56980057","2.469135802","3.703703704","16.04938272","24.21652422","104.9382716","1.054526749","4.569615912","27.92022792","120.9876543"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00057","","","","26","19","1","1","6","5","4","0","20","0","5","4","5","5","5","","","3","5","6","5","","","","","","","","","","5","9","20","","0.25","0.25","4","0.769230769","0","0","1","0.192307692","0.8","0.153846154","0","55.55555556","19.23076923","","","0","0","7.122507123","37.03703704","5.698005698","29.62962963","","","12.82051282","66.66666667"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00058","","","","26","12","1","1","5","11","11","50","32","14","5","4.9","1","5","3","50.6","12.9","1","9","5","3","2.32","1.62","1.01","15.0563841","11.03","60.48","3.77","5.11","11.33","19","23.9","82","0.28","0.15625","0.231707317","7.454545455","3.153846154","4.545454545","1.923076923","1.727272727","0.730769231","0.445454545","0.188461538","60.97560976","79.49790795","42.30769231","25.49407115","4.843873518","19.94301994","47.13804714","27.06552707","63.97306397","6.98005698","16.4983165","6.900104726","16.30933844","34.04558405","80.47138047"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00059","","","","26","20","1","1","7","13","13","59","64","23","42","19.2","1","1","3","","","1","5","9","3","","","","","","","","","","65","84.2","123","0.389830508","0.65625","0.528455285","9.461538462","4.730769231","4.538461538","2.269230769","5","2.5","1.476923077","0.738461538","47.96747967","77.19714964","50","","","32.76353276","65.52706553","92.59259259","185.1851852","27.35042735","54.7008547","","","119.9430199","239.8860399"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00060","","","","26","19","1","1","6","7","7","113","98","10","53","15","4","3","1","50.2","12.3","1","7","6","1","2.79","1.67","1.17","41.4268036","11.03","55.93","5.44","7.95","12.81","63","78","211","0.088495575","0.540816327","0.298578199","30.14285714","8.115384615","16.14285714","4.346153846","9","2.423076923","2.142857143","0.576923077","53.55450237","80.76923077","26.92307692","24.50199203","15.43625498","14.24501425","52.91005291","89.74358974","333.3333333","21.36752137","79.36507937","21.98896721","81.67330677","111.1111111","412.6984127"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00061","","","","26","6","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00062","","","","26","16","1","1","6","14","14","52","40","12","2.8","15","4","5","2","50.5","16.9","1","5","9","5","2.99","1.34","1.05","37.2568855","0.02","73.42","2","3.3","2.76","14.8","29.8","92","0.230769231","0.07","0.160869565","6.571428571","3.538461538","3.714285714","2","1.057142857","0.569230769","1.071428571","0.576923077","56.52173913","49.66442953","53.84615385","33.46534653","4.952871287","17.09401709","31.74603175","21.08262108","39.15343915","21.36752137","39.68253968","7.055372204","13.10283409","42.45014245","78.83597884"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00063","","","","26","21","1","1","6","12","12","16","19","5.4","5.1","30","5","6","3","50.9","16.2","3","7","9","1","1.85","1.02","0.84","3.8707223","1.38","66.77","4.17","5.96","5.68","10.5","40.5","35","0.3375","0.268421053","0.3","2.916666667","1.346153846","1.333333333","0.615384615","0.875","0.403846154","2.5","1.153846154","45.71428571","25.92592593","46.15384615","31.82711198","3.341846758","7.692307692","16.66666667","14.95726496","32.40740741","42.73504274","92.59259259","4.760465468","10.31434185","57.69230769","125"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00064","","","","26","18","1","1","6","14","14","12","56","4","7.2","9","3","3","6","50.5","10.8","1","5","7","1","2.41","1.96","1.24","38.3428001","14.37","49","5.9","8.37","12.38","11.2","20.2","68","0.333333333","0.128571429","0.164705882","4.857142857","2.615384615","0.857142857","0.461538462","0.8","0.430769231","0.642857143","0.346153846","17.64705882","55.44554455","53.84615385","21.38613861","2.395247525","5.698005698","10.58201058","15.95441595","29.62962963","12.82051282","23.80952381","3.412033511","6.336633663","28.77492877","53.43915344"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00065","","","","26","22","1","1","6","17","17","27","42","7","4.2","10","4","4","4","50.2","13.6","1","5","5","5","3.23","1.9","1.24","33.4199791","14.37","60.66","4.24","7.01","9.36","11.2","21.2","69","0.259259259","0.1","0.162318841","4.058823529","2.653846154","1.588235294","1.038461538","0.658823529","0.430769231","0.588235294","0.384615385","39.13043478","52.83018868","65.38461538","27.09163347","3.034262948","9.971509972","15.25054466","15.95441595","24.40087146","14.24501425","21.78649237","4.322311892","6.610594658","30.1994302","46.18736383"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00066","","","","26","18","1","3","5","15","15","11","65","2","6","6","4","4","4","50.6","12","3","5","5","3","2.82","1.48","0.83","79.6733398","5.46","54.7","7.54","10.55","9.4","8","14","76","0.181818182","0.092307692","0.105263158","5.066666667","2.923076923","0.733333333","0.423076923","0.533333333","0.307692308","0.4","0.230769231","14.47368421","57.14285714","57.69230769","23.71541502","1.897233202","2.849002849","4.938271605","11.3960114","19.75308642","8.547008547","14.81481481","2.702611398","4.684526424","19.94301994","34.56790123"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00067","","","","26","22","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.846153846","","","","","","","","","","","",""
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00068","","","","26","24","2","1","4","9","9","15","18","3","2","3.2","3","4","2","50.3","15.4","3","8","7","3","2.29","1.37","0.87","6.9882922","6.12","61.72","6.47","8.93","3.5","5","8.2","33","0.2","0.111111111","0.151515152","3.666666667","1.269230769","1.666666667","0.576923077","0.555555556","0.192307692","0.355555556","0.123076923","45.45454545","60.97560976","34.61538462","30.61630219","1.530815109","4.273504274","12.34567901","7.122507123","20.57613169","4.558404558","13.16872428","2.180648304","6.299650656","11.68091168","33.74485597"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00069","","","","26","13","1","1","5","10","10","32","14","11","15","4.2","5","6","4","50.2","10.9","1","5","5","5","2.67","1.68","0.93","36.1217537","14.37","52.03","7.82","10.78","10.48","26","30.2","46","0.34375","1.071428571","0.565217391","4.6","1.769230769","3.2","1.230769231","2.6","1","0.42","0.161538462","69.56521739","86.09271523","38.46153846","21.71314741","5.645418327","15.66951567","40.74074074","37.03703704","96.2962963","5.982905983","15.55555556","8.041906448","20.90895677","43.01994302","111.8518519"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00070","","","","26","16","1","1","5","9","8","8","13","2","0.9","6","4","5","4","50.8","9","1","7","6","1","3.62","2.15","1.27","46.576252","14.37","28.29","8.53","11.55","30.38","2.9","8.9","21","0.25","0.069230769","0.138095238","2.333333333","0.807692308","0.888888889","0.307692308","0.322222222","0.111538462","0.666666667","0.230769231","38.0952381","32.58426966","34.61538462","17.71653543","0.513779528","2.849002849","8.230452675","4.131054131","11.93415638","8.547008547","24.69135802","0.731879669","2.114319043","12.67806268","36.6255144"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00071","","","","26","19","1","3","3","2","1","0","5","0","0.4","2","6","7","2","50.2","12.1","1","7","7","1","3.59","2.19","1.38","42.6129112","14.37","52.24","3.75","6.09","16.35","0.4","2.4","5","","0.08","0.08","2.5","0.192307692","0","0","0.2","0.015384615","1","0.076923077","0","16.66666667","7.692307692","24.10358566","0.096414343","0","0","0.56980057","7.407407407","2.849002849","37.03703704","0.137342368","1.785450789","3.418803419","44.44444444"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00072","","","","26","20","1","1","4","14","14","72","73","7","3.4","19","3","2","3","50.7","12.1","3","5","9","5","2.91","1.41","0.9","19.5701332","1.74","63.4","5.97","8.62","4.23","10.4","29.4","145","0.097222222","0.046575342","0.071724138","10.35714286","5.576923077","5.142857143","2.769230769","0.742857143","0.4","1.357142857","0.730769231","49.65517241","35.37414966","53.84615385","23.86587771","2.482051282","9.971509972","18.51851852","14.81481481","27.51322751","27.06552707","50.26455026","3.535685587","6.566273233","41.88034188","77.77777778"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00073","","","","26","17","2","1","7","17","17","73","66","21","10.1","28","4","4","4","51","9.8","1","7","6","1","3.11","1.77","1.18","46.9352684","14.37","44.91","7.4","11.05","18.59","31.1","59.1","139","0.287671233","0.153030303","0.223741007","8.176470588","5.346153846","4.294117647","2.807692308","1.829411765","1.196153846","1.647058824","1.076923077","52.51798561","52.62267343","65.38461538","19.21568627","5.976078431","29.91452991","45.75163399","44.3019943","67.75599129","39.88603989","61.00217865","8.512932238","13.01977872","84.18803419","128.7581699"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00074","","","","26","20","1","1","6","16","16","18","41","5.4","3.9","12.2","5","6","2","50.4","12.3","1","5","5","5","2.01","1.53","1.01","21.4019318","7.23","58.02","4.59","6.24","12.36","9.3","21.5","59","0.3","0.095121951","0.157627119","3.6875","2.269230769","1.125","0.692307692","0.58125","0.357692308","0.7625","0.469230769","30.50847458","43.25581395","61.53846154","24.4047619","2.269642857","7.692307692","12.5","13.24786325","21.52777778","17.37891738","28.24074074","3.233109483","5.25380291","30.62678063","49.76851852"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00075","","","","26","26","1","2","6","15","15","55","85","12","7","29","3","2","4","50.2","12.3","1","5","7","5","3.31","1.78","1.16","26.1966648","1.74","60.2","4.7","6.93","6.22","19","48","140","0.218181818","0.082352941","0.135714286","9.333333333","5.384615385","3.666666667","2.115384615","1.266666667","0.730769231","1.933333333","1.115384615","39.28571429","39.58333333","57.69230769","24.50199203","4.655378486","17.09401709","29.62962963","27.06552707","46.91358025","41.31054131","71.60493827","6.631593285","11.49476169","68.37606838","118.5185185"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00076","","","","26","20","1","3","5","13","13","18","64","7.3","12","7","2","1","4","50.6","11.3","1","9","5","1","2.79","1.82","1.14","32.9350357","14.37","52.18","7.46","10.86","9.89","19.3","26.3","82","0.405555556","0.1875","0.235365854","6.307692308","3.153846154","1.384615385","0.692307692","1.484615385","0.742307692","0.538461538","0.269230769","21.95121951","73.38403042","50","22.33201581","4.310079051","10.3988604","20.7977208","27.49287749","54.98575499","9.971509972","19.94301994","6.139713748","12.2794275","37.46438746","74.92877493"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00077","","","","26","23","1","1","4","15","15","12","21","1.1","2.8","6","7","7","5","49.1","15.7","1","8","9","1","3.56","1.58","0.97","28.6555786","0.02","67.73","3.23","5.34","5.72","3.9","9.9","33","0.091666667","0.133333333","0.118181818","2.2","1.269230769","0.8","0.461538462","0.26","0.15","0.4","0.230769231","36.36363636","39.39393939","57.69230769","31.97556008","1.247046843","1.566951567","2.716049383","5.555555556","9.62962963","8.547008547","14.81481481","1.776420005","3.079128008","14.1025641","24.44444444"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00078","","","","26","11","2","1","5","11","8","9","15","2.9","2.2","11","3","3","4","50.4","10.8","1","9","6","1","3.63","2.17","1.46","51.7302246","14.37","46.8","4.46","7.35","22.97","5.1","16.1","24","0.322222222","0.146666667","0.2125","2.181818182","0.923076923","0.818181818","0.346153846","0.463636364","0.196153846","1","0.423076923","37.5","31.67701863","42.30769231","21.42857143","1.092857143","4.131054131","9.764309764","7.264957265","17.17171717","15.66951567","37.03703704","1.556776557","3.67965368","22.93447293","54.20875421"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00079","","","","26","22","1","1","5","12","12","18","21","10","5","12","2","4","5","50.3","11.5","1","5","7","3","3.14","1.71","0.96","87.7733154","3.03","52.62","4.88","6.97","16.2","15","27","39","0.555555556","0.238095238","0.384615385","3.25","1.5","1.5","0.692307692","1.25","0.576923077","1","0.461538462","46.15384615","55.55555556","46.15384615","22.86282306","3.429423459","14.24501425","30.86419753","21.36752137","46.2962963","17.09401709","37.03703704","4.885218603","10.58464031","38.46153846","83.33333333"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00080","","","","26","22","3","1","4","9","9","12","18","4","6.7","2.2","3","4","3","50.7","9.9","1","5","5","5","2.61","1.68","1.04","30.6184502","14.37","53.9","6.02","8.16","14.05","10.7","12.9","30","0.333333333","0.372222222","0.356666667","3.333333333","1.153846154","1.333333333","0.461538462","1.188888889","0.411538462","0.244444444","0.084615385","40","82.94573643","34.61538462","19.52662722","2.089349112","5.698005698","16.46090535","15.24216524","44.03292181","3.133903134","9.053497942","2.976280787","8.598144496","18.37606838","53.08641975"
"","","MZP2013UMB-AT08","","","","","","","","","MZP2013UMB-AT08-00081","","","","26","19","1","1","5","13","13","20","50","4.9","3","4","5","4","2","50.3","11","1","9","6","1","1.87","1.44","0.78","29.0955677","12.39","48.09","10.62","14.7","11.19","7.9","11.9","70","0.245","0.06","0.112857143","5.384615385","2.692307692","1.538461538","0.769230769","0.607692308","0.303846154","0.307692308","0.153846154","28.57142857","66.38655462","50","21.86878728","1.727634195","6.98005698","13.96011396","11.25356125","22.50712251","5.698005698","11.3960114","2.461017372","4.922034743","16.95156695","33.9031339"
