"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00011","","","","39","33","1","3","7","33","33","22","40","5.3","10.5","12.5","3","1","5","1","7","7","5","10.5","15.8","28.3","62","0.240909091","0.2625","0.25483871","1.878787879","1.58974359","0.666666667","0.564102564","0.478787879","0.405128205","0.378787879","0.320512821","35.48387097","55.83038869","84.61538462","5.033238367","5.948372615","15.00474834","17.7328844","11.8708452","14.0291807","26.87559354","31.7620651"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00012","","","","39","34","3","5","5","34","34","23","39","5.5","11","13.9","5","5","5","1","5","5","3","6.12","16.5","30.4","62","0.239130435","0.282051282","0.266129032","1.823529412","1.58974359","0.676470588","0.58974359","0.485294118","0.423076923","0.408823529","0.356410256","37.09677419","54.27631579","87.17948718","5.22317189","5.991285403","15.66951567","17.97385621","13.20037987","15.1416122","28.86989554","33.11546841"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00013","","","","39","31","1","5","5","31","31","21","32","4.5","7.5","10.1","5","5","5","1","5","5","3","6.12","12","22.1","53","0.214285714","0.234375","0.226415094","1.709677419","1.358974359","0.677419355","0.538461538","0.387096774","0.307692308","0.325806452","0.258974359","39.62264151","54.29864253","79.48717949","4.273504274","5.376344086","11.3960114","14.33691756","9.591642925","12.06690562","20.98765432","26.40382318"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00014","","","","39","30","1","5","5","30","30","19","25","4","6","11.3","5","5","7","1","5","5","3","7.23","10","21.3","44","0.210526316","0.24","0.227272727","1.466666667","1.128205128","0.633333333","0.487179487","0.333333333","0.256410256","0.376666667","0.28974359","43.18181818","46.94835681","76.92307692","3.798670465","4.938271605","9.496676163","12.34567901","10.73124406","13.95061728","20.22792023","26.2962963"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00015","","","","39","29","3","5","7","29","29","25","30","5.6","7.7","12","5","3","5","1","5","5","3","7.23","13.3","25.3","55","0.224","0.256666667","0.241818182","1.896551724","1.41025641","0.862068966","0.641025641","0.45862069","0.341025641","0.413793103","0.307692308","45.45454545","52.56916996","74.35897436","5.318138651","7.151979566","12.6305793","16.98595147","11.3960114","15.3256705","24.02659069","32.31162197"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00016","","","","39","30","1","3","7","30","30","22","31","5.1","7","13.5","3","3","5","1","3","3","1","0.02","12.1","25.6","53","0.231818182","0.225806452","0.228301887","1.766666667","1.358974359","0.733333333","0.564102564","0.403333333","0.31025641","0.45","0.346153846","41.50943396","47.265625","76.92307692","4.843304843","6.296296296","11.49097816","14.9382716","12.82051282","16.66666667","24.31149098","31.60493827"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00017","","","","39","35","3","5","5","35","35","33","49","7","7.6","14","3","3","5","3","5","5","3","6.12","14.6","28.6","82","0.212121212","0.155102041","0.17804878","2.342857143","2.102564103","0.942857143","0.846153846","0.417142857","0.374358974","0.4","0.358974359","40.24390244","51.04895105","89.74358974","6.647673314","7.407407407","13.8651472","15.44973545","13.29534663","14.81481481","27.16049383","30.26455026"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00018","","","","39","32","3","5","5","32","32","30","41","5","8","8.5","5","5","5","1","7","5","3","7.76","13","21.5","71","0.166666667","0.195121951","0.183098592","2.21875","1.820512821","0.9375","0.769230769","0.40625","0.333333333","0.265625","0.217948718","42.25352113","60.46511628","82.05128205","4.748338082","5.787037037","12.34567901","15.0462963","8.072174739","9.837962963","20.41785375","24.88425926"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00019","","","","39","37","1","5","5","37","37","31","49","5.7","11.9","34.5","3","3","5","1","7","7","5","10.5","17.6","52.1","80","0.183870968","0.242857143","0.22","2.162162162","2.051282051","0.837837838","0.794871795","0.475675676","0.451282051","0.932432432","0.884615385","38.75","33.78119002","94.87179487","5.413105413","5.705705706","16.71415005","17.61761762","32.76353276","34.53453453","49.47768281","52.15215215"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00020","","","","39","33","3","5","5","33","33","35","45","6.5","7.5","13.5","3","5","5","1","5","5","3","7.23","14","27.5","80","0.185714286","0.166666667","0.175","2.424242424","2.051282051","1.060606061","0.897435897","0.424242424","0.358974359","0.409090909","0.346153846","43.75","50.90909091","84.61538462","6.172839506","7.295173962","13.29534663","15.71268238","12.82051282","15.15151515","26.11585945","30.86419753"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00021","","","","39","25","1","5","5","25","25","17","27","4.5","6","11.5","5","5","7","1","7","5","3","7.23","10.5","22","44","0.264705882","0.222222222","0.238636364","1.76","1.128205128","0.68","0.435897436","0.42","0.269230769","0.46","0.294871795","38.63636364","47.72727273","64.1025641","4.273504274","6.666666667","9.971509972","15.55555556","10.92117759","17.03703704","20.89268756","32.59259259"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00022","","","","39","29","3","5","5","29","29","16","23","4.3","5.8","7.5","5","5","5","1","7","5","3","6.12","10.1","17.6","39","0.26875","0.252173913","0.258974359","1.344827586","1","0.551724138","0.41025641","0.348275862","0.258974359","0.25862069","0.192307692","41.02564103","57.38636364","74.35897436","4.08357075","5.491698595","9.591642925","12.899106","7.122507123","9.578544061","16.71415005","22.47765006"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00023","","","","39","31","1","3","5","31","31","31","55","6","13.4","10.5","3","3","5","1","7","7","5","10.5","19.4","29.9","86","0.193548387","0.243636364","0.225581395","2.774193548","2.205128205","1","0.794871795","0.625806452","0.497435897","0.338709677","0.269230769","36.04651163","64.88294314","79.48717949","5.698005698","7.168458781","18.42355176","23.17801673","9.971509972","12.54480287","28.39506173","35.72281959"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00024","","","","39","29","1","3","5","29","29","39","44","10.3","12","13.5","5","5","5","1","5","5","3","7.23","22.3","35.8","83","0.264102564","0.272727273","0.268674699","2.862068966","2.128205128","1.344827586","1","0.768965517","0.571794872","0.465517241","0.346153846","46.98795181","62.29050279","74.35897436","9.781576448","13.15453384","21.17758784","28.48020434","12.82051282","17.24137931","33.99810066","45.72158365"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00025","","","","39","33","3","5","5","33","33","29","47","6.5","8","10.5","5","5","7","1","5","5","3","7.23","14.5","25","76","0.224137931","0.170212766","0.190789474","2.303030303","1.948717949","0.878787879","0.743589744","0.439393939","0.371794872","0.318181818","0.269230769","38.15789474","58","84.61538462","6.172839506","7.295173962","13.77018044","16.27384961","9.971509972","11.78451178","23.74169041","28.05836139"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00026","","","","39","34","3","5","5","34","34","27","38","6.3","7","15.1","3","3","5","1","5","5","3","7.76","13.3","28.4","65","0.233333333","0.184210526","0.204615385","1.911764706","1.666666667","0.794117647","0.692307692","0.391176471","0.341025641","0.444117647","0.387179487","41.53846154","46.83098592","87.17948718","5.982905983","6.862745098","12.6305793","14.48801743","14.33998101","16.44880174","26.9705603","30.93681917"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00027","","","","39","35","1","5","7","35","35","35","67","10.1","13.7","18.5","1","3","5","1","5","5","3","7.23","23.8","42.3","102","0.288571429","0.204477612","0.233333333","2.914285714","2.615384615","1","0.897435897","0.68","0.61025641","0.528571429","0.474358974","34.31372549","56.26477541","89.74358974","9.591642925","10.68783069","22.60208927","25.18518519","17.5688509","19.57671958","40.17094017","44.76190476"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00028","","","","39","30","3","5","5","30","30","20","32","4.3","6","10.5","5","5","5","1","5","5","3","7.23","10.3","20.8","52","0.215","0.1875","0.198076923","1.733333333","1.333333333","0.666666667","0.512820513","0.343333333","0.264102564","0.35","0.269230769","38.46153846","49.51923077","76.92307692","4.08357075","5.308641975","9.781576448","12.71604938","9.971509972","12.96296296","19.75308642","25.67901235"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00029","","","","39","25","3","5","7","25","25","23","35","6.6","9.6","12","3","3","7","1","5","5","3","7.76","16.2","28.2","58","0.286956522","0.274285714","0.279310345","2.32","1.487179487","0.92","0.58974359","0.648","0.415384615","0.48","0.307692308","39.65517241","57.44680851","64.1025641","6.267806268","9.777777778","15.38461538","24","11.3960114","17.77777778","26.78062678","41.77777778"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00030","","","","39","29","1","3","7","29","27","30","41","9.8","9.6","10.3","5","5","5","1","5","5","3","7.23","19.4","29.7","71","0.326666667","0.234146341","0.273239437","2.448275862","1.820512821","1.034482759","0.769230769","0.668965517","0.497435897","0.355172414","0.264102564","42.25352113","65.31986532","74.35897436","9.30674264","12.51596424","18.42355176","24.77650064","9.781576448","13.15453384","28.20512821","37.93103448"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00031","","","","39","33","1","5","5","33","32","25","41","7","10.3","17.8","5","5","5","1","5","5","3","7.23","17.3","35.1","66","0.28","0.251219512","0.262121212","2","1.692307692","0.757575758","0.641025641","0.524242424","0.443589744","0.539393939","0.456410256","37.87878788","49.28774929","84.61538462","6.647673314","7.85634119","16.42924976","19.41638608","16.90408357","19.97755331","33.33333333","39.39393939"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00032","","","","39","26","1","5","5","26","26","35","41","9.5","13.2","11","5","5","5","3","3","3","1","","22.7","33.7","76","0.271428571","0.32195122","0.298684211","2.923076923","1.948717949","1.346153846","0.897435897","0.873076923","0.582051282","0.423076923","0.282051282","46.05263158","67.35905045","66.66666667","9.021842355","13.53276353","21.55745489","32.33618234","10.44634378","15.66951567","32.00379867","48.00569801"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00033","","","","39","32","3","5","7","32","32","20","23","5.3","5","10","5","5","5","1","7","5","1","6.12","10.3","20.3","43","0.265","0.217391304","0.239534884","1.34375","1.102564103","0.625","0.512820513","0.321875","0.264102564","0.3125","0.256410256","46.51162791","50.73891626","82.05128205","5.033238367","6.134259259","9.781576448","11.9212963","9.496676163","11.57407407","19.27825261","23.49537037"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00034","","","","39","34","1","3","7","34","34","35","54","9.5","12","20.1","3","3","5","1","5","5","3","7.23","21.5","41.6","89","0.271428571","0.222222222","0.241573034","2.617647059","2.282051282","1.029411765","0.897435897","0.632352941","0.551282051","0.591176471","0.515384615","39.3258427","51.68269231","87.17948718","9.021842355","10.34858388","20.41785375","23.4204793","19.08831909","21.89542484","39.50617284","45.31590414"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00035","","","","39","24","1","3","5","24","24","21","28","5.7","9.5","10.2","5","5","5","1","7","5","3","7.76","15.2","25.4","49","0.271428571","0.339285714","0.310204082","2.041666667","1.256410256","0.875","0.538461538","0.633333333","0.38974359","0.425","0.261538462","42.85714286","59.84251969","61.53846154","5.413105413","8.796296296","14.43494777","23.45679012","9.686609687","15.74074074","24.12155745","39.19753086"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00036","","","","39","31","1","3","7","31","31","29","38","9.8","10.2","24","3","3","5","1","7","7","5","11.03","20","44","67","0.337931034","0.268421053","0.298507463","2.161290323","1.717948718","0.935483871","0.743589744","0.64516129","0.512820513","0.774193548","0.615384615","43.28358209","45.45454545","79.48717949","9.30674264","11.70848268","18.99335233","23.8948626","22.79202279","28.67383513","41.78537512","52.56869773"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00037","","","","39","31","1","5","5","31","28","21","33","6.2","9.2","10","5","5","5","1","7","7","5","11.03","15.4","25.4","54","0.295238095","0.278787879","0.285185185","1.741935484","1.384615385","0.677419355","0.538461538","0.496774194","0.394871795","0.322580645","0.256410256","38.88888889","60.62992126","79.48717949","5.887939221","7.407407407","14.62488129","18.39904421","9.496676163","11.9474313","24.12155745","30.34647551"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00038","","","","39","31","1","5","5","31","31","35","50","7.8","12.3","11.4","5","5","5","1","7","5","3","7.23","20.1","31.5","85","0.222857143","0.246","0.236470588","2.741935484","2.179487179","1.129032258","0.897435897","0.648387097","0.515384615","0.367741935","0.292307692","41.17647059","63.80952381","79.48717949","7.407407407","9.318996416","19.08831909","24.01433692","10.82621083","13.62007168","29.91452991","37.6344086"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00039","","","","39","29","1","3","5","29","29","23","38","6.6","9.6","18.6","3","5","5","1","3","3","1","","16.2","34.8","61","0.286956522","0.252631579","0.26557377","2.103448276","1.564102564","0.793103448","0.58974359","0.55862069","0.415384615","0.64137931","0.476923077","37.70491803","46.55172414","74.35897436","6.267806268","8.429118774","15.38461538","20.68965517","17.66381766","23.75478927","33.04843305","44.44444444"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00040","","","","39","31","1","5","7","31","30","37","42","7.5","10.1","13.4","3","3","5","3","3","3","1","","17.6","31","79","0.202702703","0.24047619","0.22278481","2.548387097","2.025641026","1.193548387","0.948717949","0.567741935","0.451282051","0.432258065","0.343589744","46.83544304","56.77419355","79.48717949","7.122507123","8.960573477","16.71415005","21.02747909","12.72554606","16.00955795","29.43969611","37.03703704"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00041","","","","39","37","3","5","7","37","36","40","56","10","13.4","24.3","3","5","5","1","7","5","3","7.76","23.4","47.7","96","0.25","0.239285714","0.24375","2.594594595","2.461538462","1.081081081","1.025641026","0.632432432","0.6","0.656756757","0.623076923","41.66666667","49.05660377","94.87179487","9.496676163","10.01001001","22.22222222","23.42342342","23.07692308","24.32432432","45.2991453","47.74774775"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00042","","","","39","35","1","3","5","35","35","38","48","9","10","19.7","3","3","5","1","3","3","1","0.02","19","38.7","86","0.236842105","0.208333333","0.220930233","2.457142857","2.205128205","1.085714286","0.974358974","0.542857143","0.487179487","0.562857143","0.505128205","44.18604651","49.09560724","89.74358974","8.547008547","9.523809524","18.04368471","20.10582011","18.70845204","20.84656085","36.75213675","40.95238095"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00043","","","","39","30","1","5","5","30","30","25","40","6.5","8.3","20.4","3","3","5","1","5","5","3","7.76","14.8","35.2","65","0.26","0.2075","0.227692308","2.166666667","1.666666667","0.833333333","0.641025641","0.493333333","0.379487179","0.68","0.523076923","38.46153846","42.04545455","76.92307692","6.172839506","8.024691358","14.05508072","18.27160494","19.37321937","25.18518519","33.42830009","43.45679012"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00044","","","","39","30","1","5","7","30","30","31","40","6.5","9.4","13.2","5","3","5","1","5","5","3","7.23","15.9","29.1","71","0.209677419","0.235","0.223943662","2.366666667","1.820512821","1.033333333","0.794871795","0.53","0.407692308","0.44","0.338461538","43.66197183","54.63917526","76.92307692","6.172839506","8.024691358","15.0997151","19.62962963","12.53561254","16.2962963","27.63532764","35.92592593"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00045","","","","39","33","1","5","5","33","33","28","40","7.3","8.6","16.2","3","3","5","1","5","5","3","7.23","15.9","32.1","68","0.260714286","0.215","0.233823529","2.060606061","1.743589744","0.848484848","0.717948718","0.481818182","0.407692308","0.490909091","0.415384615","41.17647059","49.53271028","84.61538462","6.932573599","8.193041526","15.0997151","17.84511785","15.38461538","18.18181818","30.48433048","36.02693603"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00046","","","","39","34","1","5","7","34","34","40","62","10","14.6","25.3","3","3","7","1","5","5","3","7.23","24.6","49.9","102","0.25","0.235483871","0.241176471","3","2.615384615","1.176470588","1.025641026","0.723529412","0.630769231","0.744117647","0.648717949","39.21568627","49.29859719","87.17948718","9.496676163","10.89324619","23.36182336","26.79738562","24.02659069","27.55991285","47.38841406","54.35729847"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00047","","","","39","34","1","5","5","34","34","39","47","9.8","9.6","11.3","5","5","5","1","5","5","3","7.76","19.4","30.7","86","0.251282051","0.204255319","0.225581395","2.529411765","2.205128205","1.147058824","1","0.570588235","0.497435897","0.332352941","0.28974359","45.34883721","63.19218241","87.17948718","9.30674264","10.67538126","18.42355176","21.1328976","10.73124406","12.30936819","29.15479582","33.4422658"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00048","","","","39","31","3","3","5","31","31","34","51","9.5","12.3","14.9","5","5","3","1","5","5","3","5.49","21.8","36.7","85","0.279411765","0.241176471","0.256470588","2.741935484","2.179487179","1.096774194","0.871794872","0.703225806","0.558974359","0.480645161","0.382051282","40","59.40054496","79.48717949","9.021842355","11.35005974","20.70275404","26.04540024","14.15004748","17.80167264","34.85280152","43.84707288"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00049","","","","39","34","1","3","7","34","34","41","62","12.4","14.6","26.5","3","3","5","1","5","5","3","5.49","27","53.5","103","0.302439024","0.235483871","0.262135922","3.029411765","2.641025641","1.205882353","1.051282051","0.794117647","0.692307692","0.779411765","0.679487179","39.80582524","50.46728972","87.17948718","11.77587844","13.50762527","25.64102564","29.41176471","25.16619183","28.8671024","50.80721747","58.2788671"
"","","MZP2015GUR-MT02","","","","","","","","","MZP2015GUR-MT02-00050","","","","39","30","1","5","5","30","30","32","41","6.5","10","22.1","5","3","5","3","3","3","1","3.03","16.5","38.6","73","0.203125","0.243902439","0.226027397","2.433333333","1.871794872","1.066666667","0.820512821","0.55","0.423076923","0.736666667","0.566666667","43.83561644","42.74611399","76.92307692","6.172839506","8.024691358","15.66951567","20.37037037","20.98765432","27.28395062","36.65716999","47.65432099"
