"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00011","","","","39","17","1","2","5","14","9","6","10","1.8","5","26","5","3","3","50.4","13.5","4.46","1.77","1.49","192.69","120.68","34.42","60.77","3.01","5.45","8.81","6.8","32.8","16","0.3","0.5","0.425","1.142857143","0.41025641","0.428571429","0.153846154","0.485714286","0.174358974","1.857142857","0.666666667","37.5","20.73170732","35.8974359","26.78571429","1.821428571","1.709401709","4.761904762","6.457739791","17.98941799","24.69135802","68.78306878","1.72975173","4.818594104","31.14909782","86.77248677"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00012","","","","39","20","5","2","6","16","14","30","22","10.2","2","12","6","6","1","50.8","10.9","4.77","1.95","1.54","119.45","94.29","44.5","48.26","3.79","6.29","19.8","12.2","24.2","52","0.34","0.090909091","0.234615385","3.25","1.333333333","1.875","0.769230769","0.7625","0.312820513","0.75","0.307692308","57.69230769","50.41322314","41.02564103","21.45669291","2.617716535","9.686609687","23.61111111","11.58594492","28.24074074","11.3960114","27.77777778","2.485960622","6.059529017","22.98195632","56.01851852"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00013","","","","39","25","1","1","8","20","16","","42","","8","49","6","4","3","","","","","","","","","","","","","","","","","0.19047619","","","","","","","","2.45","1.256410256","","","51.28205128","","","","","","","46.5337132","90.74074074","","","",""
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00014","","","","39","23","4","1","7","17","17","20","35","8","7.5","24","8","5","2","100.3","24.7","5.36","1.89","1.43","36.89","57.15","6.67","55.87","4.01","6.42","11.18","15.5","39.5","55","0.4","0.214285714","0.281818182","3.235294118","1.41025641","1.176470588","0.512820513","0.911764706","0.397435897","1.411764706","0.615384615","36.36363636","39.24050633","43.58974359","24.62612164","3.817048853","7.597340931","17.4291939","14.71984805","33.76906318","22.79202279","52.2875817","3.624927686","8.316010574","37.51187085","86.05664488"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00015","","","","39","27","5","2","8","20","14","28","15","9","1.5","32","8","7","2","50.1","13.1","3.24","1.6","1.39","185.2","108.87","26","62.7","2.62","4.88","8.99","10.5","42.5","43","0.321428571","0.1","0.244186047","2.15","1.102564103","1.4","0.717948718","0.525","0.269230769","1.6","0.820512821","65.11627907","24.70588235","51.28205128","26.14770459","2.745508982","8.547008547","16.66666667","9.971509972","19.44444444","30.38936372","59.25925926","2.607320971","5.084275893","40.36087369","78.7037037"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00016","","","","39","23","1","1","7","12","12","12","21","6","4","23","6","6","2","50.4","13.9","3.1","1.63","1.44","111.63","73.32","23.92","61.6","3.17","4.93","6","10","33","33","0.5","0.19047619","0.303030303","2.75","0.846153846","1","0.307692308","0.833333333","0.256410256","1.916666667","0.58974359","36.36363636","30.3030303","30.76923077","27.57936508","2.757936508","5.698005698","18.51851852","9.496676163","30.86419753","21.84235518","70.98765432","2.619122989","8.512149716","31.33903134","101.8518519"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00017","","","","39","21","1","1","8","17","6","11","5","4","0.8","24","8","7","1","50.9","17.5","3.57","1.16","1.27","140.22","62.63","1.41","67.17","2.07","3.89","4.51","4.8","28.8","16","0.363636364","0.16","0.3","0.941176471","0.41025641","0.647058824","0.282051282","0.282352941","0.123076923","1.411764706","0.615384615","68.75","16.66666667","43.58974359","34.38113949","1.650294695","3.798670465","8.71459695","4.558404558","10.45751634","22.79202279","52.2875817","1.56723143","3.59541328","27.35042735","62.74509804"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00018","","","","39","23","1","1","7","21","14","26","7","7","0.4","26","8","6","1","50.7","12.2","3.62","1.67","1.38","168.41","104.42","45.53","58.08","3.31","5.54","10.99","7.4","33.4","33","0.269230769","0.057142857","0.224242424","1.571428571","0.846153846","1.238095238","0.666666667","0.352380952","0.18974359","1.238095238","0.666666667","78.78787879","22.15568862","53.84615385","24.06311637","1.780670611","6.647673314","12.34567901","7.027540361","13.05114638","24.69135802","45.85537919","1.691045215","3.140512542","31.71889839","58.90652557"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00019","","","","39","28","1","2","7","19","8","9","8","2.8","1","14","5","5","3","50.7","12.4","3.34","1.39","1.16","98.4","78.38","2.66","63.15","3.86","6.58","7.29","3.8","17.8","17","0.311111111","0.125","0.223529412","0.894736842","0.435897436","0.473684211","0.230769231","0.2","0.097435897","0.736842105","0.358974359","52.94117647","21.34831461","48.71794872","24.45759369","0.92938856","2.659069326","5.458089669","3.608736942","7.407407407","13.29534663","27.29044834","0.882610219","1.811673607","16.90408357","34.69785575"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00020","","","","39","20","3","2","7","20","12","10","28","2","5","23","6","4","3","50.5","10.5","3.87","2.02","1.58","76.33","92.58","45.37","49.24","4.73","7.44","15.4","7","30","38","0.2","0.178571429","0.184210526","1.9","0.974358974","0.5","0.256410256","0.35","0.179487179","1.15","0.58974359","26.31578947","23.33333333","51.28205128","20.79207921","1.455445545","1.899335233","3.703703704","6.647673314","12.96296296","21.84235518","42.59259259","1.382189501","2.695269527","28.49002849","55.55555556"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00021","","","","39","27","1","1","8","27","24","40","64","6","8.5","60","7","5","7","50.2","12.7","3.7","1.56","1.3","182.49","105.02","25.97","62.7","2.84","5.13","9.19","14.5","74.5","104","0.15","0.1328125","0.139423077","3.851851852","2.666666667","1.481481481","1.025641026","0.537037037","0.371794872","2.222222222","1.538461538","38.46153846","19.46308725","69.23076923","25.29880478","3.668326693","5.698005698","8.230452675","13.77018044","19.89026063","56.98005698","82.30452675","3.483691067","5.031998207","70.75023742","102.1947874"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00022","","","","39","22","3","2","4","12","10","24","18","6","1.2","9","8","8","2","50.3","12.6","4.01","1.78","1.35","110.36","57.31","31.51","54.74","5.72","8.45","9.35","7.2","16.2","42","0.25","0.066666667","0.171428571","3.5","1.076923077","2","0.615384615","0.6","0.184615385","0.75","0.230769231","57.14285714","44.44444444","30.76923077","25.04970179","1.803578529","5.698005698","18.51851852","6.837606838","22.22222222","8.547008547","27.77777778","1.712800122","5.566600398","15.38461538","50"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00023","","","","39","16","3","3","7","16","4","15","16","3","0.8","29","6","6","2","50.7","15.1","2.78","1.36","1.42","339.99","117.16","22.22","64.46","2.69","4.73","6.5","3.8","32.8","31","0.2","0.05","0.122580645","1.9375","0.794871795","0.9375","0.384615385","0.2375","0.097435897","1.8125","0.743589744","48.38709677","11.58536585","41.02564103","29.78303748","1.131755424","2.849002849","6.944444444","3.608736942","8.796296296","27.54036087","67.12962963","1.074791476","2.619804222","31.14909782","75.92592593"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00024","","","","39","23","1","2","6","23","23","44","36","8","3.8","16","8","7","1","50.5","12.7","3.8","1.85","1.46","135.73","95.91","30.32","59.7","2.61","4.41","9.21","11.8","27.8","80","0.181818182","0.105555556","0.1475","3.47826087","2.051282051","1.913043478","1.128205128","0.513043478","0.302564103","0.695652174","0.41025641","55","42.44604317","58.97435897","25.14851485","2.967524752","7.597340931","12.88244767","11.20607787","19.00161031","15.19468186","25.76489533","2.818162158","4.77862279","26.40075973","44.76650564"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00025","","","","39","32","1","4","7","32","31","45","48","5.5","4.2","22","5","5","2","50.4","11.3","4.07","2.19","1.62","204.59","157.58","50.02","52.54","2.76","5.43","16.04","9.7","31.7","93","0.122222222","0.0875","0.104301075","2.90625","2.384615385","1.40625","1.153846154","0.303125","0.248717949","0.6875","0.564102564","48.38709677","30.59936909","82.05128205","22.42063492","2.174801587","5.22317189","6.365740741","9.211775878","11.22685185","20.89268756","25.46296296","2.065338639","2.517131467","30.10446344","36.68981481"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00026","","","","39","22","1","2","9","21","21","36","59","16","5","22","8","8","2","50.6","12.5","4.45","1.88","1.54","148.38","95.24","37.43","54.52","3.58","6.04","13.99","21","43","95","0.444444444","0.084745763","0.221052632","4.523809524","2.435897436","1.714285714","0.923076923","1","0.538461538","1.047619048","0.564102564","37.89473684","48.8372093","53.84615385","24.70355731","5.187747036","15.19468186","28.21869489","19.94301994","37.03703704","20.89268756","38.80070547","4.926635361","9.149465671","40.8357075","75.8377425"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00027","","","","39","15","4","1","8","11","11","0","25","0","9","15","6","3","4","50.5","15.8","2.45","1.23","1.18","232.26","80.04","22.89","66.64","4.7","7.69","1.11","9","24","25","","0.36","0.36","2.272727273","0.641025641","0","0","0.818181818","0.230769231","1.363636364","0.384615385","0","37.5","28.20512821","31.28712871","2.815841584","0","0","8.547008547","30.3030303","14.24501425","50.50505051","2.674113565","9.480948095","22.79202279","80.80808081"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00028","","","","39","20","2","1","7","12","10","15","5","4","1","17","6","6","2","50.7","13.7","3.66","1.7","1.47","173.23","104.23","19.94","62.03","3.56","6.4","6.42","5","22","20","0.266666667","0.2","0.25","1.666666667","0.512820513","1.25","0.384615385","0.416666667","0.128205128","1.416666667","0.435897436","75","22.72727273","30.76923077","27.02169625","1.351084813","3.798670465","12.34567901","4.748338082","15.43209877","16.14434948","52.4691358","1.283081493","4.170014854","20.89268756","67.90123457"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00029","","","","39","24","1","2","8","20","20","51","32","11.5","1.5","24","7","7","2","50.6","13.2","4","1.58","1.36","196.87","96.6","21.72","61.86","3.8","6.41","8.5","13","37","83","0.225490196","0.046875","0.156626506","4.15","2.128205128","2.55","1.307692308","0.65","0.333333333","1.2","0.615384615","61.44578313","35.13513514","51.28205128","26.08695652","3.391304348","10.92117759","21.2962963","12.34567901","24.07407407","22.79202279","44.44444444","3.220611916","6.280193237","35.1377018","68.51851852"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00030","","","","39","25","6","2","5","16","15","18","30","5","4.5","14.5","6","5","3","50.8","9.3","5.97","2.3","1.66","106.21","124.61","64.39","34.8","4.46","7.29","32.5","9.5","24","48","0.277777778","0.15","0.197916667","3","1.230769231","1.125","0.461538462","0.59375","0.243589744","0.90625","0.371794872","37.5","39.58333333","41.02564103","18.30708661","1.739173228","4.748338082","11.57407407","9.021842355","21.99074074","13.77018044","33.56481481","1.651636494","4.025863955","22.79202279","55.55555556"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00031","","","","39","22","1","1","5","22","17","6","22","2","1","12","6","3","2","50.7","14.7","3.21","1.77","1.49","255.23","95.94","21.2","61.72","6.42","10","0.51","3","15","28","0.333333333","0.045454545","0.107142857","1.272727273","0.717948718","0.272727273","0.153846154","0.136363636","0.076923077","0.545454545","0.307692308","21.42857143","20","56.41025641","28.99408284","0.869822485","1.899335233","3.367003367","2.849002849","5.050505051","11.3960114","20.2020202","0.826042246","1.464347618","14.24501425","25.25252525"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00032","","","","39","21","3","2","7","21","12","18","39","2.6","1.5","24","7","7","2","50.6","15.1","2.51","1.36","1.26","160.65","75.55","19.6","63.4","3.31","5.39","6.19","4.1","28.1","57","0.144444444","0.038461538","0.071929825","2.714285714","1.461538462","0.857142857","0.461538462","0.195238095","0.105128205","1.142857143","0.615384615","31.57894737","14.59074733","53.84615385","29.84189723","1.223517787","2.469135802","4.585537919","3.893637227","7.231040564","22.79202279","42.32804233","1.16193522","2.157879694","26.68566002","49.55908289"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00033","","","","39","21","1","3","7","16","4","11","14","2","1","18","4","3","1","50.3","12.6","2.97","1.72","1.48","135.62","112.17","34.85","53.8","3.24","5.69","16.42","3","21","25","0.181818182","0.071428571","0.12","1.5625","0.641025641","0.6875","0.282051282","0.1875","0.076923077","1.125","0.461538462","44","14.28571429","41.02564103","25.04970179","0.751491054","1.899335233","4.62962963","2.849002849","6.944444444","17.09401709","41.66666667","0.713666718","1.739562624","19.94301994","48.61111111"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00034","","","","39","25","1","2","6","21","7","13","9","4","0.8","29","8","8","2","50.5","16","7.24","2.31","1.73","320.71","153.1","30.47","58.79","2.59","5.2","6.13","4.8","33.8","22","0.307692308","0.088888889","0.218181818","1.047619048","0.564102564","0.619047619","0.333333333","0.228571429","0.123076923","1.380952381","0.743589744","59.09090909","14.20118343","53.84615385","31.68316832","1.520792079","3.798670465","7.054673721","4.558404558","8.465608466","27.54036087","51.14638448","1.444246989","2.682172979","32.09876543","59.61199295"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00035","","","","39","18","1","1","8","17","15","29","19","6","1","36","7","6","2","50.5","14.5","3.42","1.31","1.25","151","73.93","4.8","66.16","2.6","4.91","8.37","7","43","48","0.206896552","0.052631579","0.145833333","2.823529412","1.230769231","1.705882353","0.743589744","0.411764706","0.179487179","2.117647059","0.923076923","60.41666667","16.27906977","43.58974359","28.71287129","2.00990099","5.698005698","13.07189542","6.647673314","15.25054466","34.18803419","78.43137255","1.908737882","4.378869259","40.8357075","93.68191721"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00036","","","","39","21","3","2","6","16","7","2","7","","1.5","17","4","4","3","50.4","12.2","4.36","1.55","1.22","87.19","79.46","4.31","57.36","5.87","9.41","8.19","","","9","","0.214285714","","0.5625","0.230769231","0.125","0.051282051","","","1.0625","0.435897436","22.22222222","","41.02564103","24.20634921","","","","","","16.14434948","39.35185185","","","",""
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00037","","","","39","22","1","1","8","21","20","0","44","0","9.7","27","6","6","3","50.6","13.2","2.93","1.27","1.4","171.24","66.81","8.67","63.91","3","4.98","8.81","9.7","36.7","44","","0.220454545","0.220454545","2.095238095","1.128205128","0","0","0.461904762","0.248717949","1.285714286","0.692307692","0","26.43051771","53.84615385","26.08695652","2.530434783","0","0","9.211775878","17.10758377","25.64102564","47.61904762","2.403071968","4.462847941","34.85280152","64.72663139"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00038","","","","39","23","1","1","7","19","19","40","18","10.2","1.2","21.4","6","5","3","50.7","15.7","2.84","1.42","1.26","190.65","84.55","25.68","61.54","3.84","5.87","7.17","11.4","32.8","58","0.255","0.066666667","0.196551724","3.052631579","1.487179487","2.105263158","1.025641026","0.6","0.292307692","1.126315789","0.548717949","68.96551724","34.75609756","48.71794872","30.96646943","3.530177515","9.686609687","19.88304094","10.82621083","22.22222222","20.32288699","41.71539961","3.352495266","6.881437651","31.14909782","63.93762183"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00039","","","","39","23","1","2","8","16","15","20","18","8","1.6","38","7","6","2","","","","","","","","","","","","","9.6","47.6","38","0.4","0.088888889","0.252631579","2.375","0.974358974","1.25","0.512820513","0.6","0.246153846","2.375","0.974358974","52.63157895","20.16806723","41.02564103","","","7.597340931","18.51851852","9.116809117","22.22222222","36.08736942","87.96296296","","","45.20417854","110.1851852"
"","","MZP2010UMB-AT07","","","","","","","","","MZP2010UMB-AT07-00040","","","","39","27","1","2","9","17","12","21","28","4.5","1","30","6","6","2","50.1","13.9","2.55","1.4","1.37","220.86","89.74","20.59","63.91","2.9","4.77","6.19","5.5","35.5","49","0.214285714","0.035714286","0.112244898","2.882352941","1.256410256","1.235294118","0.538461538","0.323529412","0.141025641","1.764705882","0.769230769","42.85714286","15.49295775","43.58974359","27.74451098","1.525948104","4.273504274","9.803921569","5.22317189","11.98257081","28.49002849","65.35947712","1.449143498","3.324505673","33.71320038","77.34204793"
