"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of vines per NET plot in kg|CO_331:0000227","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01629","","","","3","3","1","1","5","3","3","5","6","4.5","1","1.1","5","3","5","2.1","6.6","11","0.2","0.183333333","0.190909091","3.666666667","3.666666667","1.666666667","1.666666667","0.7","0.7","1.5","1.5","45.45454545","31.81818182","100","12.34567901","12.34567901","25.92592593","25.92592593","55.55555556","55.55555556","81.48148148","81.48148148"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01630","","","","3","2","1","1","5","2","2","3","5","6.5","0.4","1","5","5","3","1.4","7.9","8","0.133333333","0.2","0.175","4","2.666666667","1.5","1","0.7","0.466666667","3.25","2.166666667","37.5","17.72151899","66.66666667","4.938271605","7.407407407","17.28395062","25.92592593","80.24691358","120.3703704","97.5308642","146.2962963"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01631","","","","3","2","1","5","5","2","2","4","5","7","1","1.1","5","5","3","2.1","9.1","9","0.25","0.22","0.233333333","4.5","3","2","1.333333333","1.05","0.7","3.5","2.333333333","44.44444444","23.07692308","66.66666667","12.34567901","18.51851852","25.92592593","38.88888889","86.41975309","129.6296296","112.345679","168.5185185"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01632","","","","3","3","1","5","5","3","3","5","5","3.5","1","1.1","3","3","5","2.1","5.6","10","0.2","0.22","0.21","3.333333333","3.333333333","1.666666667","1.666666667","0.7","0.7","1.166666667","1.166666667","50","37.5","100","12.34567901","12.34567901","25.92592593","25.92592593","43.20987654","43.20987654","69.13580247","69.13580247"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01633","","","","3","3","1","1","5","3","3","3","3","4","0.5","0.4","7","7","5","0.9","4.9","6","0.166666667","0.133333333","0.15","2","2","1","1","0.3","0.3","1.333333333","1.333333333","50","18.36734694","100","6.172839506","6.172839506","11.11111111","11.11111111","49.38271605","49.38271605","60.49382716","60.49382716"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01634","","","","3","3","1","3","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01635","","","","3","2","1","3","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01636","","","","3","2","1","5","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01637","","","","3","3","1","1","5","3","3","4","4","4.9","1","1","3","3","5","2","6.9","8","0.25","0.25","0.25","2.666666667","2.666666667","1.333333333","1.333333333","0.666666667","0.666666667","1.633333333","1.633333333","50","28.98550725","100","12.34567901","12.34567901","24.69135802","24.69135802","60.49382716","60.49382716","85.18518519","85.18518519"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01638","","","","3","3","1","3","7","3","3","5","5","5.5","1","1.1","5","3","5","2.1","7.6","10","0.2","0.22","0.21","3.333333333","3.333333333","1.666666667","1.666666667","0.7","0.7","1.833333333","1.833333333","50","27.63157895","100","12.34567901","12.34567901","25.92592593","25.92592593","67.90123457","67.90123457","93.82716049","93.82716049"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01639","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01640","","","","3","2","1","1","5","2","2","1","4","6","0.2","1","5","3","5","1.2","7.2","5","0.2","0.25","0.24","2.5","1.666666667","0.5","0.333333333","0.6","0.4","3","2","20","16.66666667","66.66666667","2.469135802","3.703703704","14.81481481","22.22222222","74.07407407","111.1111111","88.88888889","133.3333333"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01641","","","","3","3","1","1","7","3","3","5","4","6.5","1","1","5","5","3","2","8.5","9","0.2","0.25","0.222222222","3","3","1.666666667","1.666666667","0.666666667","0.666666667","2.166666667","2.166666667","55.55555556","23.52941176","100","12.34567901","12.34567901","24.69135802","24.69135802","80.24691358","80.24691358","104.9382716","104.9382716"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01642","","","","3","3","1","1","7","3","3","5","6","8","1","1","5","3","5","2","10","11","0.2","0.166666667","0.181818182","3.666666667","3.666666667","1.666666667","1.666666667","0.666666667","0.666666667","2.666666667","2.666666667","45.45454545","20","100","12.34567901","12.34567901","24.69135802","24.69135802","98.7654321","98.7654321","123.4567901","123.4567901"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01643","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01644","","","","3","3","1","1","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01645","","","","3","2","1","3","7","2","2","4","5","9.5","1","1.1","5","3","5","2.1","11.6","9","0.25","0.22","0.233333333","4.5","3","2","1.333333333","1.05","0.7","4.75","3.166666667","44.44444444","18.10344828","66.66666667","12.34567901","18.51851852","25.92592593","38.88888889","117.2839506","175.9259259","143.2098765","214.8148148"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01646","","","","3","2","1","1","7","2","2","1","3","7.7","0.3","0.7","5","7","5","1","8.7","4","0.3","0.233333333","0.25","2","1.333333333","0.5","0.333333333","0.5","0.333333333","3.85","2.566666667","25","11.49425287","66.66666667","3.703703704","5.555555556","12.34567901","18.51851852","95.0617284","142.5925926","107.4074074","161.1111111"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01647","","","","3","2","1","1","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01648","","","","3","3","1","1","7","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01649","","","","3","3","1","1","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01650","","","","3","1","1","1","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01651","","","","3","3","1","1","5","3","3","4","6","6","1","1.2","3","3","5","2.2","8.2","10","0.25","0.2","0.22","3.333333333","3.333333333","1.333333333","1.333333333","0.733333333","0.733333333","2","2","40","26.82926829","100","12.34567901","12.34567901","27.16049383","27.16049383","74.07407407","74.07407407","101.2345679","101.2345679"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01652","","","","3","3","1","1","5","3","3","5","5","7","1","1.1","5","3","5","2.1","9.1","10","0.2","0.22","0.21","3.333333333","3.333333333","1.666666667","1.666666667","0.7","0.7","2.333333333","2.333333333","50","23.07692308","100","12.34567901","12.34567901","25.92592593","25.92592593","86.41975309","86.41975309","112.345679","112.345679"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01653","","","","3","3","1","1","7","3","3","5","7","7.5","1","1.9","5","3","5","2.9","10.4","12","0.2","0.271428571","0.241666667","4","4","1.666666667","1.666666667","0.966666667","0.966666667","2.5","2.5","41.66666667","27.88461538","100","12.34567901","12.34567901","35.80246914","35.80246914","92.59259259","92.59259259","128.3950617","128.3950617"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01654","","","","3","3","1","1","7","3","3","5","7","7","1.1","1.7","5","3","5","2.8","9.8","12","0.22","0.242857143","0.233333333","4","4","1.666666667","1.666666667","0.933333333","0.933333333","2.333333333","2.333333333","41.66666667","28.57142857","100","13.58024691","13.58024691","34.56790123","34.56790123","86.41975309","86.41975309","120.9876543","120.9876543"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01655","","","","3","2","1","5","7","2","2","5","5","6.5","1","0.7","5","3","5","1.7","8.2","10","0.2","0.14","0.17","5","3.333333333","2.5","1.666666667","0.85","0.566666667","3.25","2.166666667","50","20.73170732","66.66666667","12.34567901","18.51851852","20.98765432","31.48148148","80.24691358","120.3703704","101.2345679","151.8518519"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01656","","","","3","3","1","7","5","3","3","4","7","6","0.9","1","3","3","5","1.9","7.9","11","0.225","0.142857143","0.172727273","3.666666667","3.666666667","1.333333333","1.333333333","0.633333333","0.633333333","2","2","36.36363636","24.05063291","100","11.11111111","11.11111111","23.45679012","23.45679012","74.07407407","74.07407407","97.5308642","97.5308642"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01657","","","","3","2","1","1","7","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01658","","","","3","1","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01659","","","","3","3","1","1","7","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01660","","","","3","3","1","1","7","3","2","1","4","5.5","0.2","1","5","3","5","1.2","6.7","5","0.2","0.25","0.24","1.666666667","1.666666667","0.333333333","0.333333333","0.4","0.4","1.833333333","1.833333333","20","17.91044776","100","2.469135802","2.469135802","14.81481481","14.81481481","67.90123457","67.90123457","82.71604938","82.71604938"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01661","","","","3","3","1","1","7","3","3","4","5","8.5","1","1.1","5","3","5","2.1","10.6","9","0.25","0.22","0.233333333","3","3","1.333333333","1.333333333","0.7","0.7","2.833333333","2.833333333","44.44444444","19.81132075","100","12.34567901","12.34567901","25.92592593","25.92592593","104.9382716","104.9382716","130.8641975","130.8641975"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01662","","","","3","2","1","1","3","2","2","3","4","2","0.5","1","5","5","7","1.5","3.5","7","0.166666667","0.25","0.214285714","3.5","2.333333333","1.5","1","0.75","0.5","1","0.666666667","42.85714286","42.85714286","66.66666667","6.172839506","9.259259259","18.51851852","27.77777778","24.69135802","37.03703704","43.20987654","64.81481481"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01663","","","","3","2","1","1","7","2","2","3","3","7.1","0.5","0.4","7","9","7","0.9","8","6","0.166666667","0.133333333","0.15","3","2","1.5","1","0.45","0.3","3.55","2.366666667","50","11.25","66.66666667","6.172839506","9.259259259","11.11111111","16.66666667","87.65432099","131.4814815","98.7654321","148.1481481"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01664","","","","3","3","1","1","5","3","2","4","5","5.5","1","1","5","3","3","2","7.5","9","0.25","0.2","0.222222222","3","3","1.333333333","1.333333333","0.666666667","0.666666667","1.833333333","1.833333333","44.44444444","26.66666667","100","12.34567901","12.34567901","24.69135802","24.69135802","67.90123457","67.90123457","92.59259259","92.59259259"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01665","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01666","","","","3","3","1","1","5","3","3","5","6","5.5","1","1","3","1","3","2","7.5","11","0.2","0.166666667","0.181818182","3.666666667","3.666666667","1.666666667","1.666666667","0.666666667","0.666666667","1.833333333","1.833333333","45.45454545","26.66666667","100","12.34567901","12.34567901","24.69135802","24.69135802","67.90123457","67.90123457","92.59259259","92.59259259"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01667","","","","3","3","1","3","7","3","3","6","7","8.5","1","1.2","5","1","5","2.2","10.7","13","0.166666667","0.171428571","0.169230769","4.333333333","4.333333333","2","2","0.733333333","0.733333333","2.833333333","2.833333333","46.15384615","20.56074766","100","12.34567901","12.34567901","27.16049383","27.16049383","104.9382716","104.9382716","132.0987654","132.0987654"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01668","","","","3","1","1","1","7","1","1","0","4","7.5","0","1","5","3","5","1","8.5","4","","0.25","0.25","4","1.333333333","0","0","1","0.333333333","7.5","2.5","0","11.76470588","33.33333333","0","0","12.34567901","37.03703704","92.59259259","277.7777778","104.9382716","314.8148148"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01669","","","","3","3","1","1","7","3","3","5","6","6.5","1","1.2","3","3","5","2.2","8.7","11","0.2","0.2","0.2","3.666666667","3.666666667","1.666666667","1.666666667","0.733333333","0.733333333","2.166666667","2.166666667","45.45454545","25.28735632","100","12.34567901","12.34567901","27.16049383","27.16049383","80.24691358","80.24691358","107.4074074","107.4074074"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01670","","","","3","3","1","1","9","3","3","5","5","6.9","1","1","3","3","5","2","8.9","10","0.2","0.2","0.2","3.333333333","3.333333333","1.666666667","1.666666667","0.666666667","0.666666667","2.3","2.3","50","22.47191011","100","12.34567901","12.34567901","24.69135802","24.69135802","85.18518519","85.18518519","109.8765432","109.8765432"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01671","","","","3","3","1","1","7","3","3","4","7","7","1","1.4","3","3","1","2.4","9.4","11","0.25","0.2","0.218181818","3.666666667","3.666666667","1.333333333","1.333333333","0.8","0.8","2.333333333","2.333333333","36.36363636","25.53191489","100","12.34567901","12.34567901","29.62962963","29.62962963","86.41975309","86.41975309","116.0493827","116.0493827"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01672","","","","3","3","1","1","7","3","3","5","6","6.5","1","1","3","5","1","2","8.5","11","0.2","0.166666667","0.181818182","3.666666667","3.666666667","1.666666667","1.666666667","0.666666667","0.666666667","2.166666667","2.166666667","45.45454545","23.52941176","100","12.34567901","12.34567901","24.69135802","24.69135802","80.24691358","80.24691358","104.9382716","104.9382716"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01673","","","","3","1","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01674","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01675","","","","3","3","1","1","5","3","3","5","6","3.5","1","1.2","5","3","5","2.2","5.7","11","0.2","0.2","0.2","3.666666667","3.666666667","1.666666667","1.666666667","0.733333333","0.733333333","1.166666667","1.166666667","45.45454545","38.59649123","100","12.34567901","12.34567901","27.16049383","27.16049383","43.20987654","43.20987654","70.37037037","70.37037037"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01676","","","","3","2","1","1","5","2","2","3","5","8","0.4","1","5","3","3","1.4","9.4","8","0.133333333","0.2","0.175","4","2.666666667","1.5","1","0.7","0.466666667","4","2.666666667","37.5","14.89361702","66.66666667","4.938271605","7.407407407","17.28395062","25.92592593","98.7654321","148.1481481","116.0493827","174.0740741"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01677","","","","3","3","1","1","7","3","3","5","6","8.8","1","1.1","5","3","3","2.1","10.9","11","0.2","0.183333333","0.190909091","3.666666667","3.666666667","1.666666667","1.666666667","0.7","0.7","2.933333333","2.933333333","45.45454545","19.26605505","100","12.34567901","12.34567901","25.92592593","25.92592593","108.6419753","108.6419753","134.5679012","134.5679012"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01678","","","","3","2","1","1","5","2","2","1","5","4.5","0.2","1","7","5","7","1.2","5.7","6","0.2","0.2","0.2","3","2","0.5","0.333333333","0.6","0.4","2.25","1.5","16.66666667","21.05263158","66.66666667","2.469135802","3.703703704","14.81481481","22.22222222","55.55555556","83.33333333","70.37037037","105.5555556"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01679","","","","3","2","1","1","3","2","2","3","4","2.5","0.4","1","7","5","3","1.4","3.9","7","0.133333333","0.25","0.2","3.5","2.333333333","1.5","1","0.7","0.466666667","1.25","0.833333333","42.85714286","35.8974359","66.66666667","4.938271605","7.407407407","17.28395062","25.92592593","30.86419753","46.2962963","48.14814815","72.22222222"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01680","","","","3","3","1","1","7","3","3","4","7","8.5","1","1.2","5","5","3","2.2","10.7","11","0.25","0.171428571","0.2","3.666666667","3.666666667","1.333333333","1.333333333","0.733333333","0.733333333","2.833333333","2.833333333","36.36363636","20.56074766","100","12.34567901","12.34567901","27.16049383","27.16049383","104.9382716","104.9382716","132.0987654","132.0987654"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01681","","","","3","2","1","1","7","2","2","3","5","7","0.4","1","5","5","3","1.4","8.4","8","0.133333333","0.2","0.175","4","2.666666667","1.5","1","0.7","0.466666667","3.5","2.333333333","37.5","16.66666667","66.66666667","4.938271605","7.407407407","17.28395062","25.92592593","86.41975309","129.6296296","103.7037037","155.5555556"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01682","","","","3","3","1","1","5","3","3","4","7","8","1","1.5","3","3","5","2.5","10.5","11","0.25","0.214285714","0.227272727","3.666666667","3.666666667","1.333333333","1.333333333","0.833333333","0.833333333","2.666666667","2.666666667","36.36363636","23.80952381","100","12.34567901","12.34567901","30.86419753","30.86419753","98.7654321","98.7654321","129.6296296","129.6296296"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01683","","","","3","2","1","1","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01684","","","","3","3","1","1","5","3","3","4","7","4.9","1","1.4","5","3","1","2.4","7.3","11","0.25","0.2","0.218181818","3.666666667","3.666666667","1.333333333","1.333333333","0.8","0.8","1.633333333","1.633333333","36.36363636","32.87671233","100","12.34567901","12.34567901","29.62962963","29.62962963","60.49382716","60.49382716","90.12345679","90.12345679"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01685","","","","3","3","1","1","7","3","3","5","5","8.5","1","1","3","3","1","2","10.5","10","0.2","0.2","0.2","3.333333333","3.333333333","1.666666667","1.666666667","0.666666667","0.666666667","2.833333333","2.833333333","50","19.04761905","100","12.34567901","12.34567901","24.69135802","24.69135802","104.9382716","104.9382716","129.6296296","129.6296296"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01686","","","","3","2","1","1","7","2","2","3","4","6.5","0.4","1","5","3","3","1.4","7.9","7","0.133333333","0.25","0.2","3.5","2.333333333","1.5","1","0.7","0.466666667","3.25","2.166666667","42.85714286","17.72151899","66.66666667","4.938271605","7.407407407","17.28395062","25.92592593","80.24691358","120.3703704","97.5308642","146.2962963"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01687","","","","3","3","1","1","7","3","3","5","6","7.5","1","1","3","3","5","2","9.5","11","0.2","0.166666667","0.181818182","3.666666667","3.666666667","1.666666667","1.666666667","0.666666667","0.666666667","2.5","2.5","45.45454545","21.05263158","100","12.34567901","12.34567901","24.69135802","24.69135802","92.59259259","92.59259259","117.2839506","117.2839506"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01688","","","","3","3","1","1","5","3","3","5","4","4","1","0.6","5","5","7","1.6","5.6","9","0.2","0.15","0.177777778","3","3","1.666666667","1.666666667","0.533333333","0.533333333","1.333333333","1.333333333","55.55555556","28.57142857","100","12.34567901","12.34567901","19.75308642","19.75308642","49.38271605","49.38271605","69.13580247","69.13580247"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01689","","","","3","3","1","5","7","3","3","5","7","8","1","1.6","3","3","5","2.6","10.6","12","0.2","0.228571429","0.216666667","4","4","1.666666667","1.666666667","0.866666667","0.866666667","2.666666667","2.666666667","41.66666667","24.52830189","100","12.34567901","12.34567901","32.09876543","32.09876543","98.7654321","98.7654321","130.8641975","130.8641975"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01690","","","","3","2","1","1","3","2","2","3","4","1.8","0.4","1","7","5","5","1.4","3.2","7","0.133333333","0.25","0.2","3.5","2.333333333","1.5","1","0.7","0.466666667","0.9","0.6","42.85714286","43.75","66.66666667","4.938271605","7.407407407","17.28395062","25.92592593","22.22222222","33.33333333","39.50617284","59.25925926"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01691","","","","3","3","1","1","3","3","3","5","6","1.9","1","1.2","5","5","7","2.2","4.1","11","0.2","0.2","0.2","3.666666667","3.666666667","1.666666667","1.666666667","0.733333333","0.733333333","0.633333333","0.633333333","45.45454545","53.65853659","100","12.34567901","12.34567901","27.16049383","27.16049383","23.45679012","23.45679012","50.61728395","50.61728395"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01692","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01693","","","","3","3","1","1","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01694","","","","3","2","1","1","7","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01695","","","","3","1","1","1","7","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01696","","","","3","3","1","1","5","3","3","4","7","6","1","1.5","3","3","5","2.5","8.5","11","0.25","0.214285714","0.227272727","3.666666667","3.666666667","1.333333333","1.333333333","0.833333333","0.833333333","2","2","36.36363636","29.41176471","100","12.34567901","12.34567901","30.86419753","30.86419753","74.07407407","74.07407407","104.9382716","104.9382716"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01697","","","","3","1","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01698","","","","3","3","1","1","5","3","3","4","4","4.5","1","1","5","5","3","2","6.5","8","0.25","0.25","0.25","2.666666667","2.666666667","1.333333333","1.333333333","0.666666667","0.666666667","1.5","1.5","50","30.76923077","100","12.34567901","12.34567901","24.69135802","24.69135802","55.55555556","55.55555556","80.24691358","80.24691358"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01699","","","","3","2","1","1","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01700","","","","3","3","1","1","3","3","3","4","5","3.2","1","1","5","7","3","2","5.2","9","0.25","0.2","0.222222222","3","3","1.333333333","1.333333333","0.666666667","0.666666667","1.066666667","1.066666667","44.44444444","38.46153846","100","12.34567901","12.34567901","24.69135802","24.69135802","39.50617284","39.50617284","64.19753086","64.19753086"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01701","","","","3","3","1","1","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01702","","","","3","2","1","1","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01703","","","","3","2","1","1","3","2","2","1","4","3.5","0.2","1","7","7","3","1.2","4.7","5","0.2","0.25","0.24","2.5","1.666666667","0.5","0.333333333","0.6","0.4","1.75","1.166666667","20","25.53191489","66.66666667","2.469135802","3.703703704","14.81481481","22.22222222","43.20987654","64.81481481","58.02469136","87.03703704"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01704","","","","3","3","1","1","5","3","3","4","4","4.5","1","1","5","5","3","2","6.5","8","0.25","0.25","0.25","2.666666667","2.666666667","1.333333333","1.333333333","0.666666667","0.666666667","1.5","1.5","50","30.76923077","100","12.34567901","12.34567901","24.69135802","24.69135802","55.55555556","55.55555556","80.24691358","80.24691358"
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01705","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
"","","MZP2018GUR-OT01","","","","","","","","","MZP2018GUR-OT01-01706","","","","3","2","1","1","5","2","","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","","","","","",""
