"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012GUR-AT04","","","","","","","","","MZP2012GUR-AT04-00001","","","","39","12","1","1","5","7","2","0","4","0","0.5","4","7","7","9","1","5","3","3","7.23","0.5","4.5","4","","0.125","0.125","0.571428571","0.102564103","0","0","0.071428571","0.012820513","0.571428571","0.102564103","0","11.11111111","17.94871795","0","0","0.474833808","2.645502646","3.798670465","21.16402116","4.273504274","23.80952381"
"","","MZP2012GUR-AT04","","","","","","","","","MZP2012GUR-AT04-00002","","","","39","20","3","1","5","15","5","4","8","1.1","1.7","6.5","5","5","7","1","5","3","3","6.12","2.8","9.3","12","0.275","0.2125","0.233333333","0.8","0.307692308","0.266666667","0.102564103","0.186666667","0.071794872","0.433333333","0.166666667","33.33333333","30.10752688","38.46153846","1.044634378","2.716049383","2.659069326","6.913580247","6.172839506","16.04938272","8.831908832","22.96296296"
"","","MZP2012GUR-AT04","","","","","","","","","MZP2012GUR-AT04-00003","","","","39","30","1","3","5","17","15","0","28","0","7","7","5","3","9","1","5","3","3","6.12","7","14","28","","0.25","0.25","1.647058824","0.717948718","0","0","0.411764706","0.179487179","0.411764706","0.179487179","0","50","43.58974359","0","0","6.647673314","15.25054466","6.647673314","15.25054466","13.29534663","30.50108932"
"","","MZP2012GUR-AT04","","","","","","","","","MZP2012GUR-AT04-00004","","","","39","32","3","5","5","12","4","0","7","0","1.2","6.5","9","9","9","1","5","3","3","6.12","1.2","7.7","7","","0.171428571","0.171428571","0.583333333","0.179487179","0","0","0.1","0.030769231","0.541666667","0.166666667","0","15.58441558","30.76923077","0","0","1.13960114","3.703703704","6.172839506","20.0617284","7.312440646","23.7654321"
"","","MZP2012GUR-AT04","","","","","","","","","MZP2012GUR-AT04-00005","","","","39","30","1","5","5","13","4","0","7","0","1","5.5","5","7","7","1","5","5","3","7.76","1","6.5","7","","0.142857143","0.142857143","0.538461538","0.179487179","0","0","0.076923077","0.025641026","0.423076923","0.141025641","0","15.38461538","33.33333333","0","0","0.949667616","2.849002849","5.22317189","15.66951567","6.172839506","18.51851852"
"","","MZP2012GUR-AT04","","","","","","","","","MZP2012GUR-AT04-00006","","","","39","29","1","5","5","10","5","0","6","0","1","5","7","7","7","1","7","5","5","10.5","1","6","6","","0.166666667","0.166666667","0.6","0.153846154","0","0","0.1","0.025641026","0.5","0.128205128","0","16.66666667","25.64102564","0","0","0.949667616","3.703703704","4.748338082","18.51851852","5.698005698","22.22222222"
"","","MZP2012GUR-AT04","","","","","","","","","MZP2012GUR-AT04-00007","","","","39","17","3","5","5","8","3","0","5","0","1.2","6","7","7","9","1","5","5","3","6.12","1.2","7.2","5","","0.24","0.24","0.625","0.128205128","0","0","0.15","0.030769231","0.75","0.153846154","0","16.66666667","20.51282051","0","0","1.13960114","5.555555556","5.698005698","27.77777778","6.837606838","33.33333333"
"","","MZP2012GUR-AT04","","","","","","","","","MZP2012GUR-AT04-00008","","","","39","19","5","9","5","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.94871795","","","","","","","",""
"","","MZP2012GUR-AT04","","","","","","","","","MZP2012GUR-AT04-00009","","","","39","22","3","5","5","15","15","6","15","1.7","2","8.5","5","5","","1","7","5","5","10.5","3.7","12.2","21","0.283333333","0.133333333","0.176190476","1.4","0.538461538","0.4","0.153846154","0.246666667","0.094871795","0.566666667","0.217948718","28.57142857","30.32786885","38.46153846","1.614434948","4.197530864","3.51377018","9.135802469","8.072174739","20.98765432","11.58594492","30.12345679"
"","","MZP2012GUR-AT04","","","","","","","","","MZP2012GUR-AT04-00010","","","","39","33","1","3","5","16","16","0","25","0","5","6","5","3","5","1","5","3","3","6.12","5","11","25","","0.2","0.2","1.5625","0.641025641","0","0","0.3125","0.128205128","0.375","0.153846154","0","45.45454545","41.02564103","0","0","4.748338082","11.57407407","5.698005698","13.88888889","10.44634378","25.46296296"
