"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2013UMB-MT04","","","","","","","","","MZP2013UMB-MT04-00001","","","","26","22","1","1","8","12","9","3","14","6.2","2.4","20","1","3","7","5","5","3","1","0.12","8.6","28.6","17","2.066666667","0.171428571","0.505882353","1.416666667","0.653846154","0.25","0.115384615","0.716666667","0.330769231","1.666666667","0.769230769","17.64705882","30.06993007","46.15384615","8.831908832","19.13580247","12.25071225","26.54320988","28.49002849","61.72839506","40.74074074","88.27160494"
"","","MZP2013UMB-MT04","","","","","","","","","MZP2013UMB-MT04-00002","","","","26","26","1","1","8","16","12","13","9","3.5","1.6","21","5","3","1","9","3","1","1","0.12","5.1","26.1","22","0.269230769","0.177777778","0.231818182","1.375","0.846153846","0.8125","0.5","0.31875","0.196153846","1.3125","0.807692308","59.09090909","19.54022989","61.53846154","4.985754986","8.101851852","7.264957265","11.80555556","29.91452991","48.61111111","37.17948718","60.41666667"
"","","MZP2013UMB-MT04","","","","","","","","","MZP2013UMB-MT04-00003","","","","26","26","3","3","8","10","8","10","12","3","1.5","23","1","1","1","7","3","3","3","1.65","4.5","27.5","22","0.3","0.125","0.204545455","2.2","0.846153846","1","0.384615385","0.45","0.173076923","2.3","0.884615385","45.45454545","16.36363636","38.46153846","4.273504274","11.11111111","6.41025641","16.66666667","32.76353276","85.18518519","39.17378917","101.8518519"
"","","MZP2013UMB-MT04","","","","","","","","","MZP2013UMB-MT04-00004","","","","26","26","1","1","9","23","23","53","22","25","3","36","5","5","3","5","1","3","3","1.76","28","64","75","0.471698113","0.136363636","0.373333333","3.260869565","2.884615385","2.304347826","2.038461538","1.217391304","1.076923077","1.565217391","1.384615385","70.66666667","43.75","88.46153846","35.61253561","40.25764895","39.88603989","45.08856683","51.28205128","57.97101449","91.16809117","103.0595813"
"","","MZP2013UMB-MT04","","","","","","","","","MZP2013UMB-MT04-00005","","","","26","26","1","1","9","20","18","50","33","11","4.5","59","1","1","3","5","5","3","3","3.76","15.5","74.5","83","0.22","0.136363636","0.186746988","4.15","3.192307692","2.5","1.923076923","0.775","0.596153846","2.95","2.269230769","60.24096386","20.80536913","76.92307692","15.66951567","20.37037037","22.07977208","28.7037037","84.04558405","109.2592593","106.1253561","137.962963"
"","","MZP2013UMB-MT04","","","","","","","","","MZP2013UMB-MT04-00006","","","","26","22","1","1","6","15","7","9","24","2","1","26","1","1","1","7","1","5","7","0.15","3","29","33","0.222222222","0.041666667","0.090909091","2.2","1.269230769","0.6","0.346153846","0.2","0.115384615","1.733333333","1","27.27272727","10.34482759","57.69230769","2.849002849","4.938271605","4.273504274","7.407407407","37.03703704","64.19753086","41.31054131","71.60493827"
"","","MZP2013UMB-MT04","","","","","","","","","MZP2013UMB-MT04-00007","","","","26","26","1","1","8","15","10","19","12","2.8","1","28","3","1","1","9","1","3","5","6.12","3.8","31.8","31","0.147368421","0.083333333","0.122580645","2.066666667","1.192307692","1.266666667","0.730769231","0.253333333","0.146153846","1.866666667","1.076923077","61.29032258","11.94968553","57.69230769","3.988603989","6.913580247","5.413105413","9.382716049","39.88603989","69.13580247","45.2991453","78.51851852"
"","","MZP2013UMB-MT04","","","","","","","","","MZP2013UMB-MT04-00008","","","","26","20","1","1","7","14","14","37","7","12","0.8","19","1","1","1","5","5","3","3","1.65","12.8","31.8","44","0.324324324","0.114285714","0.290909091","3.142857143","1.692307692","2.642857143","1.423076923","0.914285714","0.492307692","1.357142857","0.730769231","84.09090909","40.25157233","53.84615385","17.09401709","31.74603175","18.23361823","33.86243386","27.06552707","50.26455026","45.2991453","84.12698413"
"","","MZP2013UMB-MT04","","","","","","","","","MZP2013UMB-MT04-00009","","","","26","25","1","1","7","16","13","23","40","2.5","2","15","5","5","1","7","1","5","5","1.65","4.5","19.5","63","0.108695652","0.05","0.071428571","3.9375","2.423076923","1.4375","0.884615385","0.28125","0.173076923","0.9375","0.576923077","36.50793651","23.07692308","61.53846154","3.561253561","5.787037037","6.41025641","10.41666667","21.36752137","34.72222222","27.77777778","45.13888889"
"","","MZP2013UMB-MT04","","","","","","","","","MZP2013UMB-MT04-00010","","","","26","26","1","3","8","15","12","37","29","8.5","1.2","24","3","3","1","3","5","5","3","7.23","9.7","33.7","66","0.22972973","0.04137931","0.146969697","4.4","2.538461538","2.466666667","1.423076923","0.646666667","0.373076923","1.6","0.923076923","56.06060606","28.78338279","57.69230769","12.10826211","20.98765432","13.81766382","23.95061728","34.18803419","59.25925926","48.00569801","83.20987654"
