"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00130","","","","12","6","4","4","13","10","2.8","0.4","6.4","1","3","1","3.2","9.6","23","0.215384615","0.04","0.139130435","5.75","33.33333333","33.33333333","8.641975309","9.87654321","19.75308642","1.916666667","3.25","1.083333333","0.8","0.266666667","1.6","0.533333333","56.52173913","25.92592593","29.62962963","59.25925926","29.62962963","88.88888889"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00131","","","","12","9","7","6","13","16","4.2","0.8","4.4","1","1","1","5","9.4","29","0.323076923","0.05","0.172413793","4.142857143","53.19148936","58.33333333","12.96296296","15.43209877","13.58024691","2.416666667","1.857142857","1.083333333","0.714285714","0.416666667","0.628571429","0.366666667","44.82758621","22.22222222","26.45502646","23.28042328","29.01234568","49.73544974"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00132","","","","12","7","5","2","5","0","0.4","0","1.6","1","5","5","0.4","2","5","0.08","","0.08","1","20","41.66666667","1.234567901","1.234567901","4.938271605","0.416666667","1","0.416666667","0.08","0.033333333","0.32","0.133333333","100","2.962962963","2.962962963","11.85185185","6.172839506","14.81481481"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00133","","","","12","6","4","4","16","12","2.8","0.4","2.4","3","3","3","3.2","5.6","28","0.175","0.033333333","0.114285714","7","57.14285714","33.33333333","8.641975309","9.87654321","7.407407407","2.333333333","4","1.333333333","0.8","0.266666667","0.6","0.2","57.14285714","25.92592593","29.62962963","22.22222222","17.28395062","51.85185185"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00134","","","","12","7","5","5","30","14","4.4","0.6","9","1","5","7","5","14","44","0.146666667","0.042857143","0.113636364","8.8","35.71428571","41.66666667","13.58024691","15.43209877","27.77777778","3.666666667","6","2.5","1","0.416666667","1.8","0.75","68.18181818","32.59259259","37.03703704","66.66666667","43.20987654","103.7037037"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00135","","","","12","3","1","1","0","3","0","0.2","0.6","1","9","5","0.2","0.8","3","","0.066666667","0.066666667","3","25","8.333333333","0","0.617283951","1.851851852","0.25","0","0","0.2","0.016666667","0.6","0.05","0","0","7.407407407","22.22222222","2.469135802","29.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00136","","","","12","6","4","4","13","12","10","0.5","2.6","5","1","1","10.5","13.1","25","0.769230769","0.041666667","0.42","6.25","80.15267176","33.33333333","30.86419753","32.40740741","8.024691358","2.083333333","3.25","1.083333333","2.625","0.875","0.65","0.216666667","52","92.59259259","97.22222222","24.07407407","40.43209877","121.2962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00137","","","","12","5","3","3","10","0","3.1","0","3.8","1","1","3","3.1","6.9","10","0.31","","0.31","3.333333333","44.92753623","25","9.567901235","9.567901235","11.72839506","0.833333333","3.333333333","0.833333333","1.033333333","0.258333333","1.266666667","0.316666667","100","38.27160494","38.27160494","46.91358025","21.2962963","85.18518519"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00138","","","","12","5","3","3","21","7","3","0.3","3.2","1","1","3","3.3","6.5","28","0.142857143","0.042857143","0.117857143","9.333333333","50.76923077","25","9.259259259","10.18518519","9.87654321","2.333333333","7","1.75","1.1","0.275","1.066666667","0.266666667","75","37.03703704","40.74074074","39.50617284","20.0617284","80.24691358"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00139","","","","12","7","5","4","15","6","3.1","0.2","5.4","1","1","1","3.3","8.7","21","0.206666667","0.033333333","0.157142857","4.2","37.93103448","41.66666667","9.567901235","10.18518519","16.66666667","1.75","3","1.25","0.66","0.275","1.08","0.45","71.42857143","22.96296296","24.44444444","40","26.85185185","64.44444444"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00140","","","","12","7","5","3","16","11","1.4","0.2","3.4","1","3","3","1.6","5","27","0.0875","0.018181818","0.059259259","5.4","32","41.66666667","4.320987654","4.938271605","10.49382716","2.25","3.2","1.333333333","0.32","0.133333333","0.68","0.283333333","59.25925926","10.37037037","11.85185185","25.18518519","15.43209877","37.03703704"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00141","","","","12","4","2","2","8","3","4","0.1","3","1","1","1","4.1","7.1","11","0.5","0.033333333","0.372727273","5.5","57.74647887","16.66666667","12.34567901","12.65432099","9.259259259","0.916666667","4","0.666666667","2.05","0.341666667","1.5","0.25","72.72727273","74.07407407","75.92592593","55.55555556","21.91358025","131.4814815"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00142","","","","12","3","2","0","0","0","0","0","5.4","","","","0","5.4","0","","","","0","0","16.66666667","0","0","16.66666667","0","0","0","0","0","2.7","0.45","","0","0","100","16.66666667","100"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00143","","","","12","6","4","2","6","0","1.5","0","8.6","1","3","1","1.5","10.1","6","0.25","","0.25","1.5","14.85148515","33.33333333","4.62962963","4.62962963","26.54320988","0.5","1.5","0.5","0.375","0.125","2.15","0.716666667","100","13.88888889","13.88888889","79.62962963","31.17283951","93.51851852"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00144","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00145","","","","12","4","2","2","8","3","3.9","0.1","13.6","1","5","3","4","17.6","11","0.4875","0.033333333","0.363636364","5.5","22.72727273","16.66666667","12.03703704","12.34567901","41.97530864","0.916666667","4","0.666666667","2","0.333333333","6.8","1.133333333","72.72727273","72.22222222","74.07407407","251.8518519","54.32098765","325.9259259"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00146","","","","12","4","2","0","0","0","0","0","10.4","","","","0","10.4","0","","","","0","0","16.66666667","0","0","32.09876543","0","0","0","0","0","5.2","0.866666667","","0","0","192.5925926","32.09876543","192.5925926"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00147","","","","12","7","5","3","10","12","0.9","0.3","4.2","1","5","1","1.2","5.4","22","0.09","0.025","0.054545455","4.4","22.22222222","41.66666667","2.777777778","3.703703704","12.96296296","1.833333333","2","0.833333333","0.24","0.1","0.84","0.35","45.45454545","6.666666667","8.888888889","31.11111111","16.66666667","40"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00148","","","","12","7","5","3","12","6","1.2","0.5","3.8","1","3","5","1.7","5.5","18","0.1","0.083333333","0.094444444","3.6","30.90909091","41.66666667","3.703703704","5.24691358","11.72839506","1.5","2.4","1","0.34","0.141666667","0.76","0.316666667","66.66666667","8.888888889","12.59259259","28.14814815","16.97530864","40.74074074"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00149","","","","12","6","4","3","0","11","0","0.3","1.4","1","7","5","0.3","1.7","11","","0.027272727","0.027272727","2.75","17.64705882","33.33333333","0","0.925925926","4.320987654","0.916666667","0","0","0.075","0.025","0.35","0.116666667","0","0","2.777777778","12.96296296","5.24691358","15.74074074"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00150","","","","12","5","3","0","0","0","0","0","2.8","","","","0","2.8","0","","","","0","0","25","0","0","8.641975309","0","0","0","0","0","0.933333333","0.233333333","","0","0","34.56790123","8.641975309","34.56790123"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00151","","","","12","5","3","2","2","0","0.3","0","1.6","1","3","3","0.3","1.9","2","0.15","","0.15","0.666666667","15.78947368","25","0.925925926","0.925925926","4.938271605","0.166666667","0.666666667","0.166666667","0.1","0.025","0.533333333","0.133333333","100","3.703703704","3.703703704","19.75308642","5.864197531","23.45679012"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00152","","","","12","6","4","2","5","4","0.6","0.2","4.2","1","7","5","0.8","5","9","0.12","0.05","0.088888889","2.25","16","33.33333333","1.851851852","2.469135802","12.96296296","0.75","1.25","0.416666667","0.2","0.066666667","1.05","0.35","55.55555556","5.555555556","7.407407407","38.88888889","15.43209877","46.2962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00153","","","","12","4","2","2","5","12","1.3","0.4","2","1","9","7","1.7","3.7","17","0.26","0.033333333","0.1","8.5","45.94594595","16.66666667","4.012345679","5.24691358","6.172839506","1.416666667","2.5","0.416666667","0.85","0.141666667","1","0.166666667","29.41176471","24.07407407","31.48148148","37.03703704","11.41975309","68.51851852"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00154","","","","12","2","1","0","0","0","0","0","0.4","","","","0","0.4","0","","","","0","0","8.333333333","0","0","1.234567901","0","0","0","0","0","0.4","0.033333333","","0","0","14.81481481","1.234567901","14.81481481"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00155","","","","12","5","3","1","5","16","1.5","0.4","6.8","1","5","5","1.9","8.7","21","0.3","0.025","0.09047619","7","21.83908046","25","4.62962963","5.864197531","20.98765432","1.75","1.666666667","0.416666667","0.633333333","0.158333333","2.266666667","0.566666667","23.80952381","18.51851852","23.45679012","83.95061728","26.85185185","107.4074074"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00156","","","","12","2","1","1","4","4","1.9","0.2","0.8","1","3","3","2.1","2.9","8","0.475","0.05","0.2625","8","72.4137931","8.333333333","5.864197531","6.481481481","2.469135802","0.666666667","4","0.333333333","2.1","0.175","0.8","0.066666667","50","70.37037037","77.77777778","29.62962963","8.950617284","107.4074074"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00157","","","","12","3","1","1","3","1","0.5","0.1","2.4","1","3","1","0.6","3","4","0.166666667","0.1","0.15","4","20","8.333333333","1.543209877","1.851851852","7.407407407","0.333333333","3","0.25","0.6","0.05","2.4","0.2","75","18.51851852","22.22222222","88.88888889","9.259259259","111.1111111"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00158","","","","12","6","4","3","23","16","3","0.6","2.6","3","3","1","3.6","6.2","39","0.130434783","0.0375","0.092307692","9.75","58.06451613","33.33333333","9.259259259","11.11111111","8.024691358","3.25","5.75","1.916666667","0.9","0.3","0.65","0.216666667","58.97435897","27.77777778","33.33333333","24.07407407","19.13580247","57.40740741"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00159","","","","12","6","4","4","8","8","1.4","0.3","4.2","3","3","1","1.7","5.9","16","0.175","0.0375","0.10625","4","28.81355932","33.33333333","4.320987654","5.24691358","12.96296296","1.333333333","2","0.666666667","0.425","0.141666667","1.05","0.35","50","12.96296296","15.74074074","38.88888889","18.20987654","54.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00160","","","","12","4","2","2","6","6","1.2","0.6","2.6","1","1","1","1.8","4.4","12","0.2","0.1","0.15","6","40.90909091","16.66666667","3.703703704","5.555555556","8.024691358","1","3","0.5","0.9","0.15","1.3","0.216666667","50","22.22222222","33.33333333","48.14814815","13.58024691","81.48148148"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00161","","","","12","5","3","3","10","8","2.2","0.2","5.6","1","1","3","2.4","8","18","0.22","0.025","0.133333333","6","30","25","6.790123457","7.407407407","17.28395062","1.5","3.333333333","0.833333333","0.8","0.2","1.866666667","0.466666667","55.55555556","27.16049383","29.62962963","69.13580247","24.69135802","98.7654321"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00162","","","","12","6","4","4","13","11","2.4","0.2","0.8","3","3","3","2.6","3.4","24","0.184615385","0.018181818","0.108333333","6","76.47058824","33.33333333","7.407407407","8.024691358","2.469135802","2","3.25","1.083333333","0.65","0.216666667","0.2","0.066666667","54.16666667","22.22222222","24.07407407","7.407407407","10.49382716","31.48148148"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00163","","","","12","7","5","4","23","12","2.5","0.3","4.8","1","1","1","2.8","7.6","35","0.108695652","0.025","0.08","7","36.84210526","41.66666667","7.716049383","8.641975309","14.81481481","2.916666667","4.6","1.916666667","0.56","0.233333333","0.96","0.4","65.71428571","18.51851852","20.74074074","35.55555556","23.45679012","56.2962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00164","","","","12","6","4","3","8","2","1.6","0.1","5.6","1","1","1","1.7","7.3","10","0.2","0.05","0.17","2.5","23.28767123","33.33333333","4.938271605","5.24691358","17.28395062","0.833333333","2","0.666666667","0.425","0.141666667","1.4","0.466666667","80","14.81481481","15.74074074","51.85185185","22.5308642","67.59259259"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00165","","","","12","6","4","3","11","6","2.4","0.2","5","1","1","3","2.6","7.6","17","0.218181818","0.033333333","0.152941176","4.25","34.21052632","33.33333333","7.407407407","8.024691358","15.43209877","1.416666667","2.75","0.916666667","0.65","0.216666667","1.25","0.416666667","64.70588235","22.22222222","24.07407407","46.2962963","23.45679012","70.37037037"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00166","","","","12","5","3","2","4","3","0.3","0.2","3.6","1","5","1","0.5","4.1","7","0.075","0.066666667","0.071428571","2.333333333","12.19512195","25","0.925925926","1.543209877","11.11111111","0.583333333","1.333333333","0.333333333","0.166666667","0.041666667","1.2","0.3","57.14285714","3.703703704","6.172839506","44.44444444","12.65432099","50.61728395"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00167","","","","12","4","2","2","5","5","4.3","0.2","2.6","3","7","5","4.5","7.1","10","0.86","0.04","0.45","5","63.38028169","16.66666667","13.27160494","13.88888889","8.024691358","0.833333333","2.5","0.416666667","2.25","0.375","1.3","0.216666667","50","79.62962963","83.33333333","48.14814815","21.91358025","131.4814815"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00168","","","","12","5","3","1","1","4","0.5","0.3","1.6","1","1","1","0.8","2.4","5","0.5","0.075","0.16","1.666666667","33.33333333","25","1.543209877","2.469135802","4.938271605","0.416666667","0.333333333","0.083333333","0.266666667","0.066666667","0.533333333","0.133333333","20","6.172839506","9.87654321","19.75308642","7.407407407","29.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00169","","","","12","5","3","2","3","3","0.4","0.1","0.6","1","1","1","0.5","1.1","6","0.133333333","0.033333333","0.083333333","2","45.45454545","25","1.234567901","1.543209877","1.851851852","0.5","1","0.25","0.166666667","0.041666667","0.2","0.05","50","4.938271605","6.172839506","7.407407407","3.395061728","13.58024691"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00170","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00171","","","","12","7","5","3","8","0","3.6","0","0.4","1","3","3","3.6","4","8","0.45","","0.45","1.6","90","41.66666667","11.11111111","11.11111111","1.234567901","0.666666667","1.6","0.666666667","0.72","0.3","0.08","0.033333333","100","26.66666667","26.66666667","2.962962963","12.34567901","29.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00172","","","","12","8","6","5","12","8","2.4","0.4","0.4","1","3","5","2.8","3.2","20","0.2","0.05","0.14","3.333333333","87.5","50","7.407407407","8.641975309","1.234567901","1.666666667","2","1","0.466666667","0.233333333","0.066666667","0.033333333","60","14.81481481","17.28395062","2.469135802","9.87654321","19.75308642"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00173","","","","12","9","7","4","8","4","2","0.4","1.2","1","3","3","2.4","3.6","12","0.25","0.1","0.2","1.714285714","66.66666667","58.33333333","6.172839506","7.407407407","3.703703704","1","1.142857143","0.666666667","0.342857143","0.2","0.171428571","0.1","66.66666667","10.58201058","12.6984127","6.349206349","11.11111111","19.04761905"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00174","","","","12","6","4","3","10","8","3.2","0.8","1","1","3","5","4","5","18","0.32","0.1","0.222222222","4.5","80","33.33333333","9.87654321","12.34567901","3.086419753","1.5","2.5","0.833333333","1","0.333333333","0.25","0.083333333","55.55555556","29.62962963","37.03703704","9.259259259","15.43209877","46.2962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00175","","","","12","1","1","1","3","0","0.8","0","0.4","1","1","1","0.8","1.2","3","0.266666667","","0.266666667","3","66.66666667","8.333333333","2.469135802","2.469135802","1.234567901","0.25","3","0.25","0.8","0.066666667","0.4","0.033333333","100","29.62962963","29.62962963","14.81481481","3.703703704","44.44444444"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00176","","","","12","9","7","5","19","14","2.4","0.2","1.8","1","3","5","2.6","4.4","33","0.126315789","0.014285714","0.078787879","4.714285714","59.09090909","58.33333333","7.407407407","8.024691358","5.555555556","2.75","2.714285714","1.583333333","0.371428571","0.216666667","0.257142857","0.15","57.57575758","12.6984127","13.75661376","9.523809524","13.58024691","23.28042328"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00177","","","","12","7","5","5","15","12","1.2","0.2","1.4","1","5","3","1.4","2.8","27","0.08","0.016666667","0.051851852","5.4","50","41.66666667","3.703703704","4.320987654","4.320987654","2.25","3","1.25","0.28","0.116666667","0.28","0.116666667","55.55555556","8.888888889","10.37037037","10.37037037","8.641975309","20.74074074"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00178","","","","12","7","5","4","5","2","0.4","0.01","0.8","1","5","3","0.41","1.21","7","0.08","0.005","0.058571429","1.4","33.88429752","41.66666667","1.234567901","1.265432099","2.469135802","0.583333333","1","0.416666667","0.082","0.034166667","0.16","0.066666667","71.42857143","2.962962963","3.037037037","5.925925926","3.734567901","8.962962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00179","","","","12","7","6","5","12","5","2.4","0.4","3.4","1","3","5","2.8","6.2","17","0.2","0.08","0.164705882","2.833333333","45.16129032","50","7.407407407","8.641975309","10.49382716","1.416666667","2","1","0.466666667","0.233333333","0.566666667","0.283333333","70.58823529","14.81481481","17.28395062","20.98765432","19.13580247","38.27160494"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00180","","","","12","8","6","5","9","10","2.4","0.8","2.4","1","3","5","3.2","5.6","19","0.266666667","0.08","0.168421053","3.166666667","57.14285714","50","7.407407407","9.87654321","7.407407407","1.583333333","1.5","0.75","0.533333333","0.266666667","0.4","0.2","47.36842105","14.81481481","19.75308642","14.81481481","17.28395062","34.56790123"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00181","","","","12","5","4","3","8","6","4","0.8","4.7","1","3","5","4.8","9.5","14","0.5","0.133333333","0.342857143","3.5","50.52631579","33.33333333","12.34567901","14.81481481","14.50617284","1.166666667","2","0.666666667","1.2","0.4","1.175","0.391666667","57.14285714","37.03703704","44.44444444","43.51851852","29.32098765","87.96296296"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00182","","","","12","6","4","4","15","14","3.8","1.6","2.8","1","3","5","5.4","8.2","29","0.253333333","0.114285714","0.186206897","7.25","65.85365854","33.33333333","11.72839506","16.66666667","8.641975309","2.416666667","3.75","1.25","1.35","0.45","0.7","0.233333333","51.72413793","35.18518519","50","25.92592593","25.30864198","75.92592593"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00183","","","","12","7","5","2","6","6","1.6","0.8","5.8","1","5","3","2.4","8.2","12","0.266666667","0.133333333","0.2","2.4","29.26829268","41.66666667","4.938271605","7.407407407","17.90123457","1","1.2","0.5","0.48","0.2","1.16","0.483333333","50","11.85185185","17.77777778","42.96296296","25.30864198","60.74074074"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00184","","","","12","5","5","5","7","7","2","1","0.6","1","3","3","3","3.6","14","0.285714286","0.142857143","0.214285714","2.8","83.33333333","41.66666667","6.172839506","9.259259259","1.851851852","1.166666667","1.4","0.583333333","0.6","0.25","0.12","0.05","50","14.81481481","22.22222222","4.444444444","11.11111111","26.66666667"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00185","","","","12","7","5","3","7","3","1.4","0.02","2.6","1","3","3","1.42","4.02","10","0.2","0.006666667","0.142","2","35.32338308","41.66666667","4.320987654","4.382716049","8.024691358","0.833333333","1.4","0.583333333","0.284","0.118333333","0.52","0.216666667","70","10.37037037","10.51851852","19.25925926","12.40740741","29.77777778"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00186","","","","12","3","1","0","0","0","0","0","3.2","","","","0","3.2","0","","","","0","0","8.333333333","0","0","9.87654321","0","0","0","0","0","3.2","0.266666667","","0","0","118.5185185","9.87654321","118.5185185"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00187","","","","12","4","2","2","6","0","1.4","0","1.2","1","5","3","1.4","2.6","6","0.233333333","","0.233333333","3","53.84615385","16.66666667","4.320987654","4.320987654","3.703703704","0.5","3","0.5","0.7","0.116666667","0.6","0.1","100","25.92592593","25.92592593","22.22222222","8.024691358","48.14814815"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00188","","","","12","7","5","4","24","20","2.2","0.8","2","1","9","5","3","5","44","0.091666667","0.04","0.068181818","8.8","60","41.66666667","6.790123457","9.259259259","6.172839506","3.666666667","4.8","2","0.6","0.25","0.4","0.166666667","54.54545455","16.2962963","22.22222222","14.81481481","15.43209877","37.03703704"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00189","","","","12","2","1","1","3","0","0.6","0","1.4","1","5","3","0.6","2","3","0.2","","0.2","3","30","8.333333333","1.851851852","1.851851852","4.320987654","0.25","3","0.25","0.6","0.05","1.4","0.116666667","100","22.22222222","22.22222222","51.85185185","6.172839506","74.07407407"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00190","","","","12","5","3","3","23","2","4.6","0.02","4.4","1","3","5","4.62","9.02","25","0.2","0.01","0.1848","8.333333333","51.2195122","25","14.19753086","14.25925926","13.58024691","2.083333333","7.666666667","1.916666667","1.54","0.385","1.466666667","0.366666667","92","56.79012346","57.03703704","54.32098765","27.83950617","111.3580247"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00191","","","","12","6","4","3","20","0","4.01","0","1.8","1","3","5","4.01","5.81","20","0.2005","","0.2005","5","69.01893287","33.33333333","12.37654321","12.37654321","5.555555556","1.666666667","5","1.666666667","1.0025","0.334166667","0.45","0.15","100","37.12962963","37.12962963","16.66666667","17.93209877","53.7962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00192","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00193","","","","12","4","3","3","8","4","3.4","0.6","2.2","3","5","3","4","6.2","12","0.425","0.15","0.333333333","4","64.51612903","25","10.49382716","12.34567901","6.790123457","1","2.666666667","0.666666667","1.333333333","0.333333333","0.733333333","0.183333333","66.66666667","41.97530864","49.38271605","27.16049383","19.13580247","76.54320988"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00194","","","","12","4","2","1","12","1","4.6","0.01","0.4","1","9","5","4.61","5.01","13","0.383333333","0.01","0.354615385","6.5","92.01596806","16.66666667","14.19753086","14.22839506","1.234567901","1.083333333","6","1","2.305","0.384166667","0.2","0.033333333","92.30769231","85.18518519","85.37037037","7.407407407","15.46296296","92.77777778"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00195","","","","12","6","4","3","2","0","0.2","0","4.8","1","3","5","0.2","5","2","0.1","","0.1","0.5","4","33.33333333","0.617283951","0.617283951","14.81481481","0.166666667","0.5","0.166666667","0.05","0.016666667","1.2","0.4","100","1.851851852","1.851851852","44.44444444","15.43209877","46.2962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00196","","","","12","4","2","2","8","4","2.4","0.4","2.2","1","7","7","2.8","5","12","0.3","0.1","0.233333333","6","56","16.66666667","7.407407407","8.641975309","6.790123457","1","4","0.666666667","1.4","0.233333333","1.1","0.183333333","66.66666667","44.44444444","51.85185185","40.74074074","15.43209877","92.59259259"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00197","","","","12","8","6","5","10","0","1.8","0","3","1","3","3","1.8","4.8","10","0.18","","0.18","1.666666667","37.5","50","5.555555556","5.555555556","9.259259259","0.833333333","1.666666667","0.833333333","0.3","0.15","0.5","0.25","100","11.11111111","11.11111111","18.51851852","14.81481481","29.62962963"
"","","MZP2019UMB-PT02","","","","","","","","","MZP2019UMB-PT02-00198","","","","12","4","3","2","2","0","1","0","2.2","1","3","3","1","3.2","2","0.5","","0.5","0.666666667","31.25","25","3.086419753","3.086419753","6.790123457","0.166666667","0.666666667","0.166666667","0.333333333","0.083333333","0.733333333","0.183333333","100","12.34567901","12.34567901","27.16049383","9.87654321","39.50617284"
