"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00044","","","","39","34","1","1","5","34","29","47","7.5","11","25.5","6","3","3","1","10.5","18.5","44","76","0.25862069","0.234042553","0.243421053","2.235294118","1.948717949","0.852941176","0.743589744","0.544117647","0.474358974","0.75","0.653846154","38.15789474","42.04545455","87.17948718","7.122507123","8.169934641","17.5688509","20.15250545","24.21652422","27.77777778","41.78537512","47.93028322"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00045","","","","39","37","1","1","5","36","25","42","6","11","20.5","2","3","5","3","7.76","17","37.5","67","0.24","0.261904762","0.253731343","1.861111111","1.717948718","0.694444444","0.641025641","0.472222222","0.435897436","0.569444444","0.525641026","37.31343284","45.33333333","92.30769231","5.698005698","6.172839506","16.14434948","17.48971193","19.46818613","21.09053498","35.61253561","38.58024691"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00046","","","","39","35","1","1","5","34","24","32","6","7.5","21.5","4","5","5","1","11.03","13.5","35","56","0.25","0.234375","0.241071429","1.647058824","1.435897436","0.705882353","0.615384615","0.397058824","0.346153846","0.632352941","0.551282051","42.85714286","38.57142857","87.17948718","5.698005698","6.535947712","12.82051282","14.70588235","20.41785375","23.4204793","33.23836657","38.12636166"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00047","","","","39","32","1","1","7","30","39","53","10","13.5","24.5","4","5","5","3","7.23","23.5","48","92","0.256410256","0.254716981","0.255434783","3.066666667","2.358974359","1.3","1","0.783333333","0.602564103","0.816666667","0.628205128","42.39130435","48.95833333","76.92307692","9.496676163","12.34567901","22.31718898","29.01234568","23.2668566","30.24691358","45.58404558","59.25925926"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00048","","","","39","38","1","1","5","38","47","83","14","19.7","27.7","4","3","3","3","7.76","33.7","61.4","130","0.29787234","0.237349398","0.259230769","3.421052632","3.333333333","1.236842105","1.205128205","0.886842105","0.864102564","0.728947368","0.71025641","36.15384615","54.88599349","97.43589744","13.29534663","13.64522417","32.00379867","32.8460039","26.30579297","26.99805068","58.30959164","59.84405458"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00049","","","","39","30","1","1","5","30","18","27","5","6","35.5","6","5","5","3","7.23","11","46.5","45","0.277777778","0.222222222","0.244444444","1.5","1.153846154","0.6","0.461538462","0.366666667","0.282051282","1.183333333","0.91025641","40","23.65591398","76.92307692","4.748338082","6.172839506","10.44634378","13.58024691","33.71320038","43.82716049","44.15954416","57.40740741"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00050","","","","39","28","1","7","5","27","37","56","9.5","14.5","20.8","2","5","3","1","11.03","24","44.8","93","0.256756757","0.258928571","0.258064516","3.444444444","2.384615385","1.37037037","0.948717949","0.888888889","0.615384615","0.77037037","0.533333333","39.78494624","53.57142857","69.23076923","9.021842355","13.03155007","22.79202279","32.9218107","19.75308642","28.53223594","42.54510921","61.45404664"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00051","","","","39","30","3","5","5","28","15","25","4","5.5","17.7","5","7","7","3","10.5","9.5","27.2","40","0.266666667","0.22","0.2375","1.428571429","1.025641026","0.535714286","0.384615385","0.339285714","0.243589744","0.632142857","0.453846154","37.5","34.92647059","71.79487179","3.798670465","5.291005291","9.021842355","12.56613757","16.80911681","23.41269841","25.83095916","35.97883598"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00052","","","","39","32","1","1","5","30","16","27","4.5","6","19.5","5","5","5","1","14.37","10.5","30","43","0.28125","0.222222222","0.244186047","1.433333333","1.102564103","0.533333333","0.41025641","0.35","0.269230769","0.65","0.5","37.20930233","35","76.92307692","4.273504274","5.555555556","9.971509972","12.96296296","18.51851852","24.07407407","28.49002849","37.03703704"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00053","","","","39","33","1","1","5","30","21","33","5.3","7","22.1","6","5","5","1","10.5","12.3","34.4","54","0.252380952","0.212121212","0.227777778","1.8","1.384615385","0.7","0.538461538","0.41","0.315384615","0.736666667","0.566666667","38.88888889","35.75581395","76.92307692","5.033238367","6.543209877","11.68091168","15.18518519","20.98765432","27.28395062","32.668566","42.4691358"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00054","","","","39","35","3","5","7","34","19","29","5","6.7","31.8","2","5","3","1","10.5","11.7","43.5","48","0.263157895","0.231034483","0.24375","1.411764706","1.230769231","0.558823529","0.487179487","0.344117647","0.3","0.935294118","0.815384615","39.58333333","26.89655172","87.17948718","4.748338082","5.446623094","11.11111111","12.74509804","30.1994302","34.64052288","41.31054131","47.38562092"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00055","","","","39","36","1","1","7","35","20","39","5","8.7","37","6","3","3","1","","13.7","50.7","59","0.25","0.223076923","0.23220339","1.685714286","1.512820513","0.571428571","0.512820513","0.391428571","0.351282051","1.057142857","0.948717949","33.89830508","27.02169625","89.74358974","4.748338082","5.291005291","13.01044634","14.4973545","35.1377018","39.15343915","48.14814815","53.65079365"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00056","","","","39","30","1","1","5","30","33","59","9","14.5","30.1","2","1","3","1","7.76","23.5","53.6","92","0.272727273","0.245762712","0.255434783","3.066666667","2.358974359","1.1","0.846153846","0.783333333","0.602564103","1.003333333","0.771794872","35.86956522","43.84328358","76.92307692","8.547008547","11.11111111","22.31718898","29.01234568","28.58499525","37.16049383","50.90218424","66.17283951"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00057","","","","39","29","1","1","5","29","20","39","5","8.5","20.1","8","5","5","3","","13.5","33.6","59","0.25","0.217948718","0.228813559","2.034482759","1.512820513","0.689655172","0.512820513","0.465517241","0.346153846","0.693103448","0.515384615","33.89830508","40.17857143","74.35897436","4.748338082","6.385696041","12.82051282","17.24137931","19.08831909","25.67049808","31.90883191","42.91187739"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00058","","","","39","34","3","7","5","31","25","42","6","7.9","19.5","7","3","3","1","7.23","13.9","33.4","67","0.24","0.188095238","0.207462687","2.161290323","1.717948718","0.806451613","0.641025641","0.448387097","0.356410256","0.629032258","0.5","37.31343284","41.61676647","79.48717949","5.698005698","7.168458781","13.20037987","16.60692951","18.51851852","23.29749104","31.71889839","39.90442055"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00059","","","","39","33","1","1","5","30","20","30","5","6.1","18.5","2","5","5","5","7.76","11.1","29.6","50","0.25","0.203333333","0.222","1.666666667","1.282051282","0.666666667","0.512820513","0.37","0.284615385","0.616666667","0.474358974","40","37.5","76.92307692","4.748338082","6.172839506","10.54131054","13.7037037","17.5688509","22.83950617","28.11016144","36.54320988"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00060","","","","39","34","1","7","5","33","10","16","3","4","15","2","5","5","1","7.23","7","22","26","0.3","0.25","0.269230769","0.787878788","0.666666667","0.303030303","0.256410256","0.212121212","0.179487179","0.454545455","0.384615385","38.46153846","31.81818182","84.61538462","2.849002849","3.367003367","6.647673314","7.85634119","14.24501425","16.83501684","20.89268756","24.69135802"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00061","","","","39","30","3","7","5","29","24","44","6","9.5","14.7","7","5","5","5","7.76","15.5","30.2","68","0.25","0.215909091","0.227941176","2.344827586","1.743589744","0.827586207","0.615384615","0.534482759","0.397435897","0.506896552","0.376923077","35.29411765","51.32450331","74.35897436","5.698005698","7.662835249","14.71984805","19.79565773","13.96011396","18.77394636","28.67996201","38.56960409"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00062","","","","39","22","1","5","5","20","20","39","5","8","18","2","5","5","7","7.23","13","31","59","0.25","0.205128205","0.220338983","2.95","1.512820513","1","0.512820513","0.65","0.333333333","0.9","0.461538462","33.89830508","41.93548387","51.28205128","4.748338082","9.259259259","12.34567901","24.07407407","17.09401709","33.33333333","29.43969611","57.40740741"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00063","","","","39","30","3","5","5","27","17","38","4.9","8.5","17.5","6","5","5","7","7.76","13.4","30.9","55","0.288235294","0.223684211","0.243636364","2.037037037","1.41025641","0.62962963","0.435897436","0.496296296","0.343589744","0.648148148","0.448717949","30.90909091","43.36569579","69.23076923","4.65337132","6.721536351","12.72554606","18.38134431","16.61918329","24.00548697","29.34472934","42.38683128"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00064","","","","39","32","1","1","7","30","15","40","4.5","9","23","1","5","5","7","0.02","13.5","36.5","55","0.3","0.225","0.245454545","1.833333333","1.41025641","0.5","0.384615385","0.45","0.346153846","0.766666667","0.58974359","27.27272727","36.98630137","76.92307692","4.273504274","5.555555556","12.82051282","16.66666667","21.84235518","28.39506173","34.662868","45.0617284"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00065","","","","39","30","1","1","5","30","14","38","4","9.1","20.1","5","5","5","7","6.12","13.1","33.2","52","0.285714286","0.239473684","0.251923077","1.733333333","1.333333333","0.466666667","0.358974359","0.436666667","0.335897436","0.67","0.515384615","26.92307692","39.45783133","76.92307692","3.798670465","4.938271605","12.44064577","16.17283951","19.08831909","24.81481481","31.52896486","40.98765432"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00066","","","","39","29","1","5","5","28","12","29","3","6","19.5","5","5","5","5","6.12","9","28.5","41","0.25","0.206896552","0.219512195","1.464285714","1.051282051","0.428571429","0.307692308","0.321428571","0.230769231","0.696428571","0.5","29.26829268","31.57894737","71.79487179","2.849002849","3.968253968","8.547008547","11.9047619","18.51851852","25.79365079","27.06552707","37.6984127"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00067","","","","39","24","1","7","5","23","8","19","2","5","12","1","9","9","9","0.03","7","19","27","0.25","0.263157895","0.259259259","1.173913043","0.692307692","0.347826087","0.205128205","0.304347826","0.179487179","0.52173913","0.307692308","29.62962963","36.84210526","58.97435897","1.899335233","3.220611916","6.647673314","11.27214171","11.3960114","19.3236715","18.04368471","30.5958132"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00068","","","","39","32","1","1","5","31","9","22","2.6","4.5","28.5","5","5","9","5","11.03","7.1","35.6","31","0.288888889","0.204545455","0.229032258","1","0.794871795","0.290322581","0.230769231","0.229032258","0.182051282","0.919354839","0.730769231","29.03225806","19.94382022","79.48717949","2.469135802","3.106332139","6.742640076","8.482676225","27.06552707","34.05017921","33.80816714","42.53285544"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00069","","","","39","37","1","1","5","35","42","75","10.3","13.5","23.3","5","3","1","1","12.39","23.8","47.1","117","0.245238095","0.18","0.203418803","3.342857143","3","1.2","1.076923077","0.68","0.61025641","0.665714286","0.597435897","35.8974359","50.53078556","89.74358974","9.781576448","10.8994709","22.60208927","25.18518519","22.12725546","24.65608466","44.72934473","49.84126984"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00070","","","","39","32","1","1","5","30","39","62","8.2","12.3","30.2","8","3","5","1","10.5","20.5","50.7","101","0.21025641","0.198387097","0.202970297","3.366666667","2.58974359","1.3","1","0.683333333","0.525641026","1.006666667","0.774358974","38.61386139","40.43392505","76.92307692","7.787274454","10.12345679","19.46818613","25.30864198","28.67996201","37.28395062","48.14814815","62.59259259"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00071","","","","39","32","1","3","5","31","19","26","5","6","12.3","5","5","5","5","11.03","11","23.3","45","0.263157895","0.230769231","0.244444444","1.451612903","1.153846154","0.612903226","0.487179487","0.35483871","0.282051282","0.396774194","0.315384615","42.22222222","47.21030043","79.48717949","4.748338082","5.973715651","10.44634378","13.14217443","11.68091168","14.6953405","22.12725546","27.83751493"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00072","","","","39","35","1","1","7","33","20","37","5.1","8.7","19.9","7","3","5","1","11.03","13.8","33.7","57","0.255","0.235135135","0.242105263","1.727272727","1.461538462","0.606060606","0.512820513","0.418181818","0.353846154","0.603030303","0.51025641","35.0877193","40.9495549","84.61538462","4.843304843","5.723905724","13.10541311","15.48821549","18.89838557","22.33445567","32.00379867","37.82267116"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00073","","","","39","28","1","1","7","27","30","39","6.7","10","22.5","5","3","3","3","7.23","16.7","39.2","69","0.223333333","0.256410256","0.242028986","2.555555556","1.769230769","1.111111111","0.769230769","0.618518519","0.428205128","0.833333333","0.576923077","43.47826087","42.60204082","69.23076923","6.362773029","9.190672154","15.85944919","22.90809328","21.36752137","30.86419753","37.22697056","53.77229081"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00074","","","","39","29","1","1","5","29","11","33","3.5","5.7","25.7","5","7","7","1","7.23","9.2","34.9","44","0.318181818","0.172727273","0.209090909","1.517241379","1.128205128","0.379310345","0.282051282","0.317241379","0.235897436","0.886206897","0.658974359","25","26.36103152","74.35897436","3.323836657","4.469987229","8.73694207","11.74968072","24.40645774","32.82247765","33.14339981","44.57215837"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00075","","","","39","38","1","3","5","28","20","42","5","6.7","15.2","8","3","3","3","","11.7","26.9","62","0.25","0.15952381","0.188709677","2.214285714","1.58974359","0.714285714","0.512820513","0.417857143","0.3","0.542857143","0.38974359","32.25806452","43.49442379","71.79487179","4.748338082","6.613756614","11.11111111","15.47619048","14.43494777","20.10582011","25.54605888","35.58201058"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00076","","","","39","38","1","5","7","37","32","43","7.2","10.2","31.2","4","3","3","1","11.03","17.4","48.6","75","0.225","0.237209302","0.232","2.027027027","1.923076923","0.864864865","0.820512821","0.47027027","0.446153846","0.843243243","0.8","42.66666667","35.80246914","94.87179487","6.837606838","7.207207207","16.52421652","17.41741742","29.62962963","31.23123123","46.15384615","48.64864865"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00077","","","","39","30","1","1","5","30","31","40","7.9","10.7","19.5","4","3","5","1","11.03","18.6","38.1","71","0.25483871","0.2675","0.261971831","2.366666667","1.820512821","1.033333333","0.794871795","0.62","0.476923077","0.65","0.5","43.66197183","48.81889764","76.92307692","7.502374169","9.75308642","17.66381766","22.96296296","18.51851852","24.07407407","36.18233618","47.03703704"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00078","","","","39","38","1","1","7","35","31","43","7.5","10.7","28.5","6","5","3","3","7.23","18.2","46.7","74","0.241935484","0.248837209","0.245945946","2.114285714","1.897435897","0.885714286","0.794871795","0.52","0.466666667","0.814285714","0.730769231","41.89189189","38.97216274","89.74358974","7.122507123","7.936507937","17.28395062","19.25925926","27.06552707","30.15873016","44.34947768","49.41798942"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00079","","","","39","30","1","1","5","27","40","57","10.2","12.8","15.5","4","3","3","5","7.23","23","38.5","97","0.255","0.224561404","0.237113402","3.592592593","2.487179487","1.481481481","1.025641026","0.851851852","0.58974359","0.574074074","0.397435897","41.2371134","59.74025974","69.23076923","9.686609687","13.99176955","21.84235518","31.55006859","14.71984805","21.26200274","36.56220323","52.81207133"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00080","","","","39","34","1","1","5","32","20","30","5","6.5","20.1","8","5","5","3","","11.5","31.6","50","0.25","0.216666667","0.23","1.5625","1.282051282","0.625","0.512820513","0.359375","0.294871795","0.628125","0.515384615","40","36.39240506","82.05128205","4.748338082","5.787037037","10.92117759","13.31018519","19.08831909","23.26388889","30.00949668","36.57407407"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00081","","","","39","29","1","3","5","29","32","50","7.5","10.6","31.5","8","3","3","1","","18.1","49.6","82","0.234375","0.212","0.220731707","2.827586207","2.102564103","1.103448276","0.820512821","0.624137931","0.464102564","1.086206897","0.807692308","39.02439024","36.49193548","74.35897436","7.122507123","9.578544061","17.18898386","23.11621967","29.91452991","40.22988506","47.10351377","63.34610473"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00082","","","","39","33","1","1","5","32","35","51","8","11.3","24.5","2","1","3","1","7.76","19.3","43.8","86","0.228571429","0.221568627","0.224418605","2.6875","2.205128205","1.09375","0.897435897","0.603125","0.494871795","0.765625","0.628205128","40.69767442","44.06392694","82.05128205","7.597340931","9.259259259","18.328585","22.33796296","23.2668566","28.35648148","41.5954416","50.69444444"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00083","","","","39","36","1","1","7","34","32","50","9.2","12.3","22.3","5","5","5","5","10.5","21.5","43.8","82","0.2875","0.246","0.262195122","2.411764706","2.102564103","0.941176471","0.820512821","0.632352941","0.551282051","0.655882353","0.571794872","39.02439024","49.08675799","87.17948718","8.73694207","10.02178649","20.41785375","23.4204793","21.17758784","24.291939","41.5954416","47.7124183"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00084","","","","39","33","1","5","7","33","25","51","6","14.7","34.5","4","5","9","5","6.12","20.7","55.2","76","0.24","0.288235294","0.272368421","2.303030303","1.948717949","0.757575758","0.641025641","0.627272727","0.530769231","1.045454545","0.884615385","32.89473684","37.5","84.61538462","5.698005698","6.734006734","19.65811966","23.23232323","32.76353276","38.72053872","52.42165242","61.95286195"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00085","","","","39","33","3","7","9","30","14","22","4","5.7","20.1","2","5","5","1","10.5","9.7","29.8","36","0.285714286","0.259090909","0.269444444","1.2","0.923076923","0.466666667","0.358974359","0.323333333","0.248717949","0.67","0.515384615","38.88888889","32.55033557","76.92307692","3.798670465","4.938271605","9.211775878","11.97530864","19.08831909","24.81481481","28.30009497","36.79012346"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00086","","","","39","35","1","1","5","34","41","58","10.5","12.5","27.3","5","1","1","5","7.76","23","50.3","99","0.256097561","0.215517241","0.232323232","2.911764706","2.538461538","1.205882353","1.051282051","0.676470588","0.58974359","0.802941176","0.7","41.41414141","45.72564612","87.17948718","9.971509972","11.4379085","21.84235518","25.05446623","25.92592593","29.73856209","47.7682811","54.79302832"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00087","","","","39","39","1","1","5","31","40","83","11.2","17.9","24.3","8","3","3","5","11.03","29.1","53.4","123","0.28","0.215662651","0.236585366","3.967741935","3.153846154","1.290322581","1.025641026","0.938709677","0.746153846","0.783870968","0.623076923","32.5203252","54.49438202","79.48717949","10.6362773","13.38112306","27.63532764","34.76702509","23.07692308","29.03225806","50.71225071","63.79928315"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00088","","","","39","36","1","1","5","35","18","30","5","6.5","30.1","4","7","5","1","10.5","11.5","41.6","48","0.277777778","0.216666667","0.239583333","1.371428571","1.230769231","0.514285714","0.461538462","0.328571429","0.294871795","0.86","0.771794872","37.5","27.64423077","89.74358974","4.748338082","5.291005291","10.92117759","12.16931217","28.58499525","31.85185185","39.50617284","44.02116402"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00089","","","","39","35","1","1","5","34","12","27","4","6.7","21","2","5","5","1","10.5","10.7","31.7","39","0.333333333","0.248148148","0.274358974","1.147058824","1","0.352941176","0.307692308","0.314705882","0.274358974","0.617647059","0.538461538","30.76923077","33.75394322","87.17948718","3.798670465","4.357298475","10.16144349","11.65577342","19.94301994","22.87581699","30.10446344","34.53159041"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00090","","","","39","32","1","1","5","30","41","67","10.1","14","28.1","7","1","1","1","14.37","24.1","52.2","108","0.246341463","0.208955224","0.223148148","3.6","2.769230769","1.366666667","1.051282051","0.803333333","0.617948718","0.936666667","0.720512821","37.96296296","46.16858238","76.92307692","9.591642925","12.4691358","22.88698955","29.75308642","26.68566002","34.69135802","49.57264957","64.44444444"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00091","","","","39","34","1","1","5","33","20","32","5","7","27","8","5","5","3","","12","39","52","0.25","0.21875","0.230769231","1.575757576","1.333333333","0.606060606","0.512820513","0.363636364","0.307692308","0.818181818","0.692307692","38.46153846","30.76923077","84.61538462","4.748338082","5.611672278","11.3960114","13.46801347","25.64102564","30.3030303","37.03703704","43.77104377"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00092","","","","39","22","1","7","5","20","9","13","2","3","11.2","5","9","9","5","5.49","5","16.2","22","0.222222222","0.230769231","0.227272727","1.1","0.564102564","0.45","0.230769231","0.25","0.128205128","0.56","0.287179487","40.90909091","30.86419753","51.28205128","1.899335233","3.703703704","4.748338082","9.259259259","10.6362773","20.74074074","15.38461538","30"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00093","","","","39","36","1","3","5","34","27","46","7.7","13.5","27.1","1","3","3","3","11.03","21.2","48.3","73","0.285185185","0.293478261","0.290410959","2.147058824","1.871794872","0.794117647","0.692307692","0.623529412","0.543589744","0.797058824","0.694871795","36.98630137","43.89233954","87.17948718","7.312440646","8.387799564","20.13295347","23.09368192","25.7359924","29.52069717","45.86894587","52.61437908"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00094","","","","39","29","1","1","7","28","33","47","8.7","11.5","24.5","4","3","3","1","11.03","20.2","44.7","80","0.263636364","0.244680851","0.2525","2.857142857","2.051282051","1.178571429","0.846153846","0.721428571","0.517948718","0.875","0.628205128","41.25","45.1901566","71.79487179","8.262108262","11.50793651","19.18328585","26.71957672","23.2668566","32.40740741","42.45014245","59.12698413"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00095","","","","39","31","1","3","5","30","32","38","8.3","10.3","30.2","5","3","3","3","11.03","18.6","48.8","70","0.259375","0.271052632","0.265714286","2.333333333","1.794871795","1.066666667","0.820512821","0.62","0.476923077","1.006666667","0.774358974","45.71428571","38.1147541","76.92307692","7.882241216","10.24691358","17.66381766","22.96296296","28.67996201","37.28395062","46.34377968","60.24691358"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00096","","","","39","35","1","1","5","33","19","40","5","9","29.5","3","3","3","3","10.5","14","43.5","59","0.263157895","0.225","0.237288136","1.787878788","1.512820513","0.575757576","0.487179487","0.424242424","0.358974359","0.893939394","0.756410256","32.20338983","32.18390805","84.61538462","4.748338082","5.611672278","13.29534663","15.71268238","28.01519468","33.10886644","41.31054131","48.82154882"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00097","","","","39","35","1","3","9","35","27","38","6.2","9.2","24","2","3","3","3","7.76","15.4","39.4","65","0.22962963","0.242105263","0.236923077","1.857142857","1.666666667","0.771428571","0.692307692","0.44","0.394871795","0.685714286","0.615384615","41.53846154","39.08629442","89.74358974","5.887939221","6.560846561","14.62488129","16.2962963","22.79202279","25.3968254","37.41690408","41.69312169"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00098","","","","39","30","1","1","5","28","20","27","5","7.3","32.6","6","5","5","3","7.23","12.3","44.9","47","0.25","0.27037037","0.261702128","1.678571429","1.205128205","0.714285714","0.512820513","0.439285714","0.315384615","1.164285714","0.835897436","42.55319149","27.39420935","71.79487179","4.748338082","6.613756614","11.68091168","16.26984127","30.95916429","43.12169312","42.64007597","59.39153439"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00099","","","","39","35","1","1","9","34","46","79","13","16.9","31.1","5","1","1","1","10.5","29.9","61","125","0.282608696","0.213924051","0.2392","3.676470588","3.205128205","1.352941176","1.179487179","0.879411765","0.766666667","0.914705882","0.797435897","36.8","49.01639344","87.17948718","12.34567901","14.16122004","28.39506173","32.5708061","29.53466287","33.87799564","57.9297246","66.44880174"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00100","","","","39","34","1","1","5","33","29","47","7.5","11","25.5","6","3","3","1","10.5","18.5","44","76","0.25862069","0.234042553","0.243421053","2.303030303","1.948717949","0.878787879","0.743589744","0.560606061","0.474358974","0.772727273","0.653846154","38.15789474","42.04545455","84.61538462","7.122507123","8.417508418","17.5688509","20.76318743","24.21652422","28.61952862","41.78537512","49.38271605"
"","","MZP2018GUR-AT01","","","","","","","","","MZP2018GUR-AT01-00101","","","","39","36","1","1","5","31","14","26","3.9","8","20.3","6","5","5","3","11.03","11.9","32.2","40","0.278571429","0.307692308","0.2975","1.290322581","1.025641026","0.451612903","0.358974359","0.383870968","0.305128205","0.65483871","0.520512821","35","36.95652174","79.48717949","3.703703704","4.659498208","11.30104463","14.21744325","19.27825261","24.25328554","30.57929725","38.47072879"
