"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012GUR-AT03","","","","","","","","","MZP2012GUR-AT03-00001","","","","39","37","1","3","9","32","32","27","19","7.5","2","17","3","3","3","5","5","3","1","3.03","9.5","26.5","46","0.277777778","0.105263158","0.206521739","1.4375","1.179487179","0.84375","0.692307692","0.296875","0.243589744","0.53125","0.435897436","58.69565217","35.8490566","82.05128205","7.122507123","8.680555556","9.021842355","10.99537037","16.14434948","19.67592593","25.16619183","30.6712963"
"","","MZP2012GUR-AT03","","","","","","","","","MZP2012GUR-AT03-00002","","","","39","35","1","5","7","12","12","12","29","10.5","11.3","26","3","3","1","1","5","3","3","7.23","21.8","47.8","41","0.875","0.389655172","0.531707317","3.416666667","1.051282051","1","0.307692308","1.816666667","0.558974359","2.166666667","0.666666667","29.26829268","45.60669456","30.76923077","9.971509972","32.40740741","20.70275404","67.28395062","24.69135802","80.24691358","45.39411206","147.5308642"
"","","MZP2012GUR-AT03","","","","","","","","","MZP2012GUR-AT03-00003","","","","39","30","1","1","7","18","18","56","21","20","3.5","33","1","1","3","1","5","5","3","7.23","23.5","56.5","77","0.357142857","0.166666667","0.305194805","4.277777778","1.974358974","3.111111111","1.435897436","1.305555556","0.602564103","1.833333333","0.846153846","72.72727273","41.59292035","46.15384615","18.99335233","41.15226337","22.31718898","48.35390947","31.33903134","67.90123457","53.65622032","116.255144"
"","","MZP2012GUR-AT03","","","","","","","","","MZP2012GUR-AT03-00004","","","","39","19","1","3","7","8","8","6","11","5","5.3","28","3","3","3","1","5","5","3","7.23","10.3","38.3","17","0.833333333","0.481818182","0.605882353","2.125","0.435897436","0.75","0.153846154","1.2875","0.264102564","3.5","0.717948718","35.29411765","26.89295039","20.51282051","4.748338082","23.14814815","9.781576448","47.68518519","26.59069326","129.6296296","36.37226971","177.3148148"
"","","MZP2012GUR-AT03","","","","","","","","","MZP2012GUR-AT03-00005","","","","39","27","3","5","7","12","2","0","4","0","1.3","20.5","5","5","5","7","1","1","1","1.5","1.3","21.8","4","","0.325","0.325","0.333333333","0.102564103","0","0","0.108333333","0.033333333","1.708333333","0.525641026","0","5.963302752","30.76923077","0","0","1.234567901","4.012345679","19.46818613","63.27160494","20.70275404","67.28395062"
"","","MZP2012GUR-AT03","","","","","","","","","MZP2012GUR-AT03-00006","","","","39","23","1","7","5","18","18","15","56","7.5","7.5","42.3","5","5","3","7","3","1","1","1.5","15","57.3","71","0.5","0.133928571","0.211267606","3.944444444","1.820512821","0.833333333","0.384615385","0.833333333","0.384615385","2.35","1.084615385","21.12676056","26.17801047","46.15384615","7.122507123","15.43209877","14.24501425","30.86419753","40.17094017","87.03703704","54.41595442","117.9012346"
"","","MZP2012GUR-AT03","","","","","","","","","MZP2012GUR-AT03-00007","","","","39","28","3","5","5","28","28","22","45","6.5","7.5","17.8","3","3","3","5","5","3","3","7.23","14","31.8","67","0.295454545","0.166666667","0.208955224","2.392857143","1.717948718","0.785714286","0.564102564","0.5","0.358974359","0.635714286","0.456410256","32.8358209","44.02515723","71.79487179","6.172839506","8.597883598","13.29534663","18.51851852","16.90408357","23.54497354","30.1994302","42.06349206"
"","","MZP2012GUR-AT03","","","","","","","","","MZP2012GUR-AT03-00008","","","","39","30","1","5","5","19","19","11","22","4.5","6.5","14.5","3","3","3","1","5","3","3","7.76","11","25.5","33","0.409090909","0.295454545","0.333333333","1.736842105","0.846153846","0.578947368","0.282051282","0.578947368","0.282051282","0.763157895","0.371794872","33.33333333","43.1372549","48.71794872","4.273504274","8.771929825","10.44634378","21.44249513","13.77018044","28.26510721","24.21652422","49.70760234"
"","","MZP2012GUR-AT03","","","","","","","","","MZP2012GUR-AT03-00009","","","","39","13","5","9","5","4","4","0","10","0","3","7.8","7","9","9","1","5","5","3","7.23","3","10.8","10","","0.3","0.3","2.5","0.256410256","0","0","0.75","0.076923077","1.95","0.2","0","27.77777778","10.25641026","0","0","2.849002849","27.77777778","7.407407407","72.22222222","10.25641026","100"
"","","MZP2012GUR-AT03","","","","","","","","","MZP2012GUR-AT03-00010","","","","39","19","3","7","5","9","9","15","16","7.5","2.9","11.5","3","3","3","1","5","5","3","7.76","10.4","21.9","31","0.5","0.18125","0.335483871","3.444444444","0.794871795","1.666666667","0.384615385","1.155555556","0.266666667","1.277777778","0.294871795","48.38709677","47.48858447","23.07692308","7.122507123","30.86419753","9.87654321","42.79835391","10.92117759","47.32510288","20.7977208","90.12345679"
"","","MZP2012GUR-AT03","","","","","","","","","MZP2012GUR-AT03-00011","","","","39","26","1","3","7","26","22","14","20","7","3.8","47.5","3","3","3","1","7","5","3","10.5","10.8","58.3","34","0.5","0.19","0.317647059","1.307692308","0.871794872","0.538461538","0.358974359","0.415384615","0.276923077","1.826923077","1.217948718","41.17647059","18.52487136","66.66666667","6.647673314","9.971509972","10.25641026","15.38461538","45.10921178","67.66381766","55.36562203","83.04843305"
