"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011GUR-AT07","","","","","","","","","MZP2011GUR-AT07-00001","","","","39","30","3","7","5","13","13","0","26","0","2.9","2","2","5","5","9","1","3","3","5","11.03","2.9","4.9","26","","0.111538462","0.111538462","2","0.666666667","0","0","0.223076923","0.074358974","0.153846154","0.051282051","0","59.18367347","33.33333333","0","0","2.754036087","8.262108262","1.899335233","5.698005698","4.65337132","13.96011396"
"","","MZP2011GUR-AT07","","","","","","","","","MZP2011GUR-AT07-00002","","","","39","39","1","1","7","20","20","14","105","1.5","3.5","3.8","4","5","5","1","1","5","3","3","7.76","5","8.8","119","0.107142857","0.033333333","0.042016807","5.95","3.051282051","0.7","0.358974359","0.25","0.128205128","0.19","0.097435897","11.76470588","56.81818182","51.28205128","1.424501425","2.777777778","4.748338082","9.259259259","3.608736942","7.037037037","8.357075024","16.2962963"
"","","MZP2011GUR-AT07","","","","","","","","","MZP2011GUR-AT07-00003","","","","39","30","1","3","5","24","24","6","41","1.4","7.5","10","6","5","5","7","1","5","3","3","7.23","8.9","18.9","47","0.233333333","0.182926829","0.189361702","1.958333333","1.205128205","0.25","0.153846154","0.370833333","0.228205128","0.416666667","0.256410256","12.76595745","47.08994709","61.53846154","1.329534663","2.160493827","8.452041785","13.7345679","9.496676163","15.43209877","17.94871795","29.16666667"
"","","MZP2011GUR-AT07","","","","","","","","","MZP2011GUR-AT07-00004","","","","39","31","1","1","5","27","27","7","34","2","12","14","6","3","3","7","1","3","5","3","11.03","14","28","41","0.285714286","0.352941176","0.341463415","1.518518519","1.051282051","0.259259259","0.179487179","0.518518519","0.358974359","0.518518519","0.358974359","17.07317073","50","69.23076923","1.899335233","2.743484225","13.29534663","19.20438957","13.29534663","19.20438957","26.59069326","38.40877915"
"","","MZP2011GUR-AT07","","","","","","","","","MZP2011GUR-AT07-00005","","","","39","35","1","1","7","32","32","13","68","6","24","16.5","5","1","1","7","1","5","3","3","7.76","30","46.5","81","0.461538462","0.352941176","0.37037037","2.53125","2.076923077","0.40625","0.333333333","0.9375","0.769230769","0.515625","0.423076923","16.04938272","64.51612903","82.05128205","5.698005698","6.944444444","28.49002849","34.72222222","15.66951567","19.09722222","44.15954416","53.81944444"
"","","MZP2011GUR-AT07","","","","","","","","","MZP2011GUR-AT07-00006","","","","39","34","1","5","7","32","32","15","90","4.1","9.5","27.3","3","5","5","5","7","1","1","1","1.74","13.6","40.9","105","0.273333333","0.105555556","0.12952381","3.28125","2.692307692","0.46875","0.384615385","0.425","0.348717949","0.853125","0.7","14.28571429","33.25183374","82.05128205","3.893637227","4.74537037","12.91547958","15.74074074","25.92592593","31.59722222","38.84140551","47.33796296"
"","","MZP2011GUR-AT07","","","","","","","","","MZP2011GUR-AT07-00007","","","","39","35","3","5","5","14","10","0","18","0","1.6","18.5","6","9","9","5","1","5","5","5","11.03","1.6","20.1","18","","0.088888889","0.088888889","1.285714286","0.461538462","0","0","0.114285714","0.041025641","1.321428571","0.474358974","0","7.960199005","35.8974359","0","0","1.519468186","4.232804233","17.5688509","48.94179894","19.08831909","53.17460317"
"","","MZP2011GUR-AT07","","","","","","","","","MZP2011GUR-AT07-00008","","","","39","38","1","3","7","25","12","0","15","0","1.7","29.6","6","7","9","5","1","3","5","5","12.39","1.7","31.3","15","","0.113333333","0.113333333","0.6","0.384615385","0","0","0.068","0.043589744","1.184","0.758974359","0","5.431309904","64.1025641","0","0","1.614434948","2.518518519","28.11016144","43.85185185","29.72459639","46.37037037"
"","","MZP2011GUR-AT07","","","","","","","","","MZP2011GUR-AT07-00009","","","","39","38","1","3","7","28","20","0","47","0","12","19.5","4","5","3","7","1","3","5","3","10.5","12","31.5","47","","0.255319149","0.255319149","1.678571429","1.205128205","0","0","0.428571429","0.307692308","0.696428571","0.5","0","38.0952381","71.79487179","0","0","11.3960114","15.87301587","18.51851852","25.79365079","29.91452991","41.66666667"
"","","MZP2011GUR-AT07","","","","","","","","","MZP2011GUR-AT07-00010","","","","39","30","1","5","6","15","15","0","28","0","5","7","6","5","5","9","1","5","3","3","7.76","5","12","28","","0.178571429","0.178571429","1.866666667","0.717948718","0","0","0.333333333","0.128205128","0.466666667","0.179487179","0","41.66666667","38.46153846","0","0","4.748338082","12.34567901","6.647673314","17.28395062","11.3960114","29.62962963"
