"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots after harvest per NET plot|CO_331:0000233","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Percentage of commercial storage root|CO_331:0000682","treatment_irrigation"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00176","","","","75","68","1","1","53","44","200","285","30","10.2","72.6","1","5","3","40.2","112.8","0.15","3.773584906","2.666666667","0.758490566","0.536","1.369811321","0.968","35.63829787","70.66666667","14.81481481","20.96436059","19.85185185","28.09224319","35.85185185","50.73375262","55.7037037","78.82599581","485","0.035789474","0.082886598","9.150943396","6.466666667","41.2371134","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00177","","","","75","56","5","1","45","33","65","102","7.32","3.14","9.2","5","5","3","10.46","19.66","0.112615385","1.444444444","0.866666667","0.232444444","0.139466667","0.204444444","0.122666667","53.20447609","60","3.614814815","6.024691358","5.165432099","8.609053498","4.543209877","7.572016461","9.708641975","16.18106996","167","0.030784314","0.062634731","3.711111111","2.226666667","38.92215569","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00178","","","","75","48","5","1","37","24","65","9","14","0.22","17.4","7","5","3","14.22","31.62","0.215384615","1.756756757","0.866666667","0.384324324","0.1896","0.47027027","0.232","44.971537","49.33333333","6.913580247","14.01401401","7.022222222","14.23423423","8.592592593","17.41741742","15.61481481","31.65165165","74","0.024444444","0.192162162","2","0.986666667","87.83783784","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00179","","","","75","53","1","1","38","38","180","200","26.9","10.22","6.18","3","3","5","37.12","43.3","0.149444444","4.736842105","2.4","0.976842105","0.494933333","0.162631579","0.0824","85.72748268","50.66666667","13.28395062","26.21832359","18.3308642","36.17933723","3.051851852","6.023391813","21.38271605","42.20272904","380","0.0511","0.097684211","10","5.066666667","47.36842105","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00180","","","","75","51","5","1","43","43","135","92","26.28","5.56","34.4","3","3","3","31.84","66.24","0.194666667","3.139534884","1.8","0.740465116","0.424533333","0.8","0.458666667","48.06763285","57.33333333","12.97777778","22.63565891","15.72345679","27.42463394","16.98765432","29.62962963","32.71111111","57.05426357","227","0.060434783","0.140264317","5.279069767","3.026666667","59.47136564","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00181","","","","75","47","5","1","34","34","162","78","22.92","2.76","43","1","5","3","25.68","68.68","0.141481481","4.764705882","2.16","0.755294118","0.3424","1.264705882","0.573333333","37.3907979","45.33333333","11.31851852","24.96732026","12.68148148","27.97385621","21.2345679","46.84095861","33.91604938","74.81481481","240","0.035384615","0.107","7.058823529","3.2","67.5","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00182","","","","75","60","3","1","45","45","200","335","44.1","14.52","24","3","3","3","58.62","82.62","0.2205","4.444444444","2.666666667","1.302666667","0.7816","0.533333333","0.32","70.9513435","60","21.77777778","36.2962963","28.94814815","48.24691358","11.85185185","19.75308642","40.8","68","535","0.043343284","0.109570093","11.88888889","7.133333333","37.38317757","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00183","","","","75","55","3","1","44","42","172","227","29.74","9.4","69.4","3","3","5","39.14","108.54","0.172906977","3.909090909","2.293333333","0.889545455","0.521866667","1.577272727","0.925333333","36.06043855","58.66666667","14.68641975","25.03367003","19.32839506","32.94612795","34.27160494","58.41750842","53.6","91.36363636","399","0.041409692","0.098095238","9.068181818","5.32","43.10776942","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00184","","","","75","55","1","1","40","39","259","469","54.56","26.62","31.2","3","3","1","81.18","112.38","0.210656371","6.475","3.453333333","2.0295","1.0824","0.78","0.416","72.23705286","53.33333333","26.94320988","50.51851852","40.08888889","75.16666667","15.40740741","28.88888889","55.4962963","104.0555556","728","0.056759062","0.111510989","18.2","9.706666667","35.57692308","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00185","","","","75","64","1","1","51","24","70","163","5.4","4.64","88.4","1","7","1","10.04","98.44","0.077142857","1.37254902","0.933333333","0.196862745","0.133866667","1.733333333","1.178666667","10.19910605","68","2.666666667","3.921568627","4.958024691","7.291212781","43.65432099","64.19753086","48.61234568","71.48874365","233","0.028466258","0.043090129","4.568627451","3.106666667","30.04291845","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00186","","","","75","47","5","1","36","36","190","53","45.62","2.84","50","1","3","5","48.46","98.46","0.240105263","5.277777778","2.533333333","1.346111111","0.646133333","1.388888889","0.666666667","49.21795653","48","22.52839506","46.93415638","23.9308642","49.85596708","24.69135802","51.44032922","48.62222222","101.2962963","243","0.053584906","0.199423868","6.75","3.24","78.18930041","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00187","","","","75","53","3","1","39","33","138","134","19.54","4.96","22.8","1","3","3","24.5","47.3","0.141594203","3.538461538","1.84","0.628205128","0.326666667","0.584615385","0.304","51.79704017","52","9.649382716","18.55650522","12.09876543","23.2668566","11.25925926","21.65242165","23.35802469","44.91927825","272","0.037014925","0.090073529","6.974358974","3.626666667","50.73529412","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00188","","","","75","54","1","1","39","18","24","30","3.6","2","63","1","7","7","5.6","68.6","0.15","0.615384615","0.32","0.143589744","0.074666667","1.615384615","0.84","8.163265306","52","1.777777778","3.418803419","2.765432099","5.318138651","31.11111111","59.82905983","33.87654321","65.14719848","54","0.066666667","0.103703704","1.384615385","0.72","44.44444444","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00189","","","","75","56","1","1","44","39","120","200","22.4","9.4","86.4","1","3","5","31.8","118.2","0.186666667","2.727272727","1.6","0.722727273","0.424","1.963636364","1.152","26.9035533","58.66666667","11.0617284","18.85521886","15.7037037","26.76767677","42.66666667","72.72727273","58.37037037","99.49494949","320","0.047","0.099375","7.272727273","4.266666667","37.5","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00190","","","","75","45","5","1","33","17","24","35","2.4","2","71.2","1","7","5","4.4","75.6","0.1","0.727272727","0.32","0.133333333","0.058666667","2.157575758","0.949333333","5.82010582","44","1.185185185","2.693602694","2.172839506","4.938271605","35.16049383","79.91021324","37.33333333","84.84848485","59","0.057142857","0.074576271","1.787878788","0.786666667","40.6779661","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00191","","","","75","55","3","1","40","39","80","120","12.2","6.2","27.6","1","5","5","18.4","46","0.1525","2","1.066666667","0.46","0.245333333","0.69","0.368","40","53.33333333","6.024691358","11.2962963","9.086419753","17.03703704","13.62962963","25.55555556","22.71604938","42.59259259","200","0.051666667","0.092","5","2.666666667","40","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00192","","","","75","47","3","1","37","35","95","65","18.4","5.4","57.3","1","3","5","23.8","81.1","0.193684211","2.567567568","1.266666667","0.643243243","0.317333333","1.548648649","0.764","29.34648582","49.33333333","9.086419753","18.41841842","11.75308642","23.82382382","28.2962963","57.35735736","40.04938272","81.18118118","160","0.083076923","0.14875","4.324324324","2.133333333","59.375","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00193","","","","75","50","5","1","38","29","55","43","4.4","1.4","14.8","5","3","3","5.8","20.6","0.08","1.447368421","0.733333333","0.152631579","0.077333333","0.389473684","0.197333333","28.15533981","50.66666667","2.172839506","4.288499025","2.864197531","5.653021442","7.308641975","14.42495127","10.17283951","20.07797271","98","0.03255814","0.059183673","2.578947368","1.306666667","56.12244898","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00194","","","","75","58","3","1","43","33","110","63","12.8","2","40.8","1","1","7","14.8","55.6","0.116363636","2.558139535","1.466666667","0.344186047","0.197333333","0.948837209","0.544","26.61870504","57.33333333","6.320987654","11.02497847","7.308641975","12.74763135","20.14814815","35.14211886","27.45679012","47.88975022","173","0.031746032","0.085549133","4.023255814","2.306666667","63.58381503","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00195","","","","75","60","5","5","46","42","120","60","22.4","1.8","39.6","3","3","5","24.2","63.8","0.186666667","2.608695652","1.6","0.526086957","0.322666667","0.860869565","0.528","37.93103448","61.33333333","11.0617284","18.03542673","11.95061728","19.48470209","19.55555556","31.88405797","31.50617284","51.36876006","180","0.03","0.134444444","3.913043478","2.4","66.66666667","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00196","","","","75","59","3","1","46","46","178","155","35.2","4.4","40.4","1","1","5","39.6","80","0.197752809","3.869565217","2.373333333","0.860869565","0.528","0.87826087","0.538666667","49.5","61.33333333","17.38271605","28.34138486","19.55555556","31.88405797","19.95061728","32.52818035","39.50617284","64.41223833","333","0.028387097","0.118918919","7.239130435","4.44","53.45345345","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00197","","","","75","20","3","1","15","14","20","26","2.4","0.6","11.6","3","1","5","3","14.6","0.12","1.333333333","0.266666667","0.2","0.04","0.773333333","0.154666667","20.54794521","20","1.185185185","5.925925926","1.481481481","7.407407407","5.728395062","28.64197531","7.209876543","36.04938272","46","0.023076923","0.065217391","3.066666667","0.613333333","43.47826087","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00198","","","","75","62","3","1","47","47","75","80","14.2","2.8","39","3","1","5","17","56","0.189333333","1.595744681","1","0.361702128","0.226666667","0.829787234","0.52","30.35714286","62.66666667","7.012345679","11.18991332","8.395061728","13.3963751","19.25925926","30.73286052","27.65432099","44.12923562","155","0.035","0.109677419","3.29787234","2.066666667","48.38709677","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00199","","","","75","59","3","1","46","33","55","195","7.6","7.18","49","1","5","5","14.78","63.78","0.138181818","1.195652174","0.733333333","0.321304348","0.197066667","1.065217391","0.653333333","23.17340859","61.33333333","3.75308642","6.119162641","7.298765432","11.90016103","24.19753086","39.45249597","31.4962963","51.352657","250","0.036820513","0.05912","5.434782609","3.333333333","22","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00200","","","","75","37","5","1","25","21","30","30","7.06","1.12","29.2","1","7","7","8.18","37.38","0.235333333","1.2","0.4","0.3272","0.109066667","1.168","0.389333333","21.88336009","33.33333333","3.486419753","10.45925926","4.039506173","12.11851852","14.41975309","43.25925926","18.45925926","55.37777778","60","0.037333333","0.136333333","2.4","0.8","50","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00201","","","","75","52","3","1","38","37","225","219","30.06","10.02","48.6","1","3","7","40.08","88.68","0.1336","5.921052632","3","1.054736842","0.5344","1.278947368","0.648","45.1962111","50.66666667","14.84444444","29.29824561","19.79259259","39.06432749","24","47.36842105","43.79259259","86.43274854","444","0.045753425","0.09027027","11.68421053","5.92","50.67567568","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00202","","","","75","63","3","1","48","46","173","285","34.1","8.8","38.6","3","3","3","42.9","81.5","0.197109827","3.604166667","2.306666667","0.89375","0.572","0.804166667","0.514666667","52.63803681","64","16.83950617","26.3117284","21.18518519","33.10185185","19.0617284","29.78395062","40.24691358","62.88580247","458","0.030877193","0.093668122","9.541666667","6.106666667","37.77292576","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00203","","","","75","44","1","1","29","11","8","20","0.8","1.4","56.2","1","7","3","2.2","58.4","0.1","0.275862069","0.106666667","0.075862069","0.029333333","1.937931034","0.749333333","3.767123288","38.66666667","0.395061728","1.021711367","1.086419753","2.809706258","27.75308642","71.7752235","28.83950617","74.58492976","28","0.07","0.078571429","0.965517241","0.373333333","28.57142857","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00204","","","","75","53","1","1","38","10","4","21","0.8","0.6","46","1","9","3","1.4","47.4","0.2","0.105263158","0.053333333","0.036842105","0.018666667","1.210526316","0.613333333","2.953586498","50.66666667","0.395061728","0.779727096","0.691358025","1.364522417","22.71604938","44.83430799","23.40740741","46.19883041","25","0.028571429","0.056","0.657894737","0.333333333","16","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00205","","","","75","52","3","1","37","9","94","195","22","8.4","73","1","3","3","30.4","103.4","0.234042553","2.540540541","1.253333333","0.821621622","0.405333333","1.972972973","0.973333333","29.40038685","49.33333333","10.86419753","22.02202202","15.01234568","30.43043043","36.04938272","73.07307307","51.0617284","103.5035035","289","0.043076923","0.105190311","7.810810811","3.853333333","32.52595156","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00206","","","","75","57","3","1","42","42","51","227","7.8","4.8","56.2","3","3","3","12.6","68.8","0.152941176","1.214285714","0.68","0.3","0.168","1.338095238","0.749333333","18.31395349","56","3.851851852","6.878306878","6.222222222","11.11111111","27.75308642","49.55908289","33.97530864","60.670194","278","0.021145374","0.045323741","6.619047619","3.706666667","18.34532374","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00207","","","","75","51","3","1","36","32","100","37","28.2","5.4","37.8","3","3","7","33.6","71.4","0.282","2.777777778","1.333333333","0.933333333","0.448","1.05","0.504","47.05882353","48","13.92592593","29.01234568","16.59259259","34.56790123","18.66666667","38.88888889","35.25925926","73.45679012","137","0.145945946","0.245255474","3.805555556","1.826666667","72.99270073","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00208","","","","75","44","3","1","29","24","54","148","9.8","8","40.2","5","3","5","17.8","58","0.181481481","1.862068966","0.72","0.613793103","0.237333333","1.386206897","0.536","30.68965517","38.66666667","4.839506173","12.51596424","8.790123457","22.73307791","19.85185185","51.34099617","28.64197531","74.07407407","202","0.054054054","0.088118812","6.965517241","2.693333333","26.73267327","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00209","","","","75","46","3","1","31","28","132","61","21.34","1.44","24.8","5","3","7","22.78","47.58","0.161666667","4.258064516","1.76","0.73483871","0.303733333","0.8","0.330666667","47.87725935","41.33333333","10.5382716","25.4958184","11.24938272","27.21624851","12.24691358","29.62962963","23.4962963","56.84587814","193","0.023606557","0.118031088","6.225806452","2.573333333","68.39378238","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00210","","","","75","44","3","1","29","29","115","34","16.76","3.32","40.2","5","1","7","20.08","60.28","0.14573913","3.965517241","1.533333333","0.692413793","0.267733333","1.386206897","0.536","33.31121433","38.66666667","8.27654321","21.40485313","9.916049383","25.6449553","19.85185185","51.34099617","29.76790123","76.98595147","149","0.097647059","0.134765101","5.137931034","1.986666667","77.18120805","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00211","","","","75","51","5","1","38","38","130","126","26.2","5","49.6","3","3","3","31.2","80.8","0.201538462","3.421052632","1.733333333","0.821052632","0.416","1.305263158","0.661333333","38.61386139","50.66666667","12.9382716","25.53606238","15.40740741","30.40935673","24.49382716","48.34307992","39.90123457","78.75243665","256","0.03968254","0.121875","6.736842105","3.413333333","50.78125","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00212","","","","75","61","3","1","46","46","160","60","30.44","1.34","48.2","3","3","3","31.78","79.98","0.19025","3.47826087","2.133333333","0.690869565","0.423733333","1.047826087","0.642666667","39.73493373","61.33333333","15.03209877","24.50885668","15.69382716","25.58776167","23.80246914","38.80837359","39.4962963","64.39613527","220","0.022333333","0.144454545","4.782608696","2.933333333","72.72727273","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00213","","","","75","69","3","1","54","54","203","103","57.26","3.64","78.2","1","5","5","60.9","139.1","0.282068966","3.759259259","2.706666667","1.127777778","0.812","1.448148148","1.042666667","43.78145219","72","28.27654321","39.27297668","30.07407407","41.76954733","38.61728395","53.6351166","68.69135802","95.40466392","306","0.035339806","0.199019608","5.666666667","4.08","66.33986928","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00214","","","","75","61","3","1","47","45","118","130","24.98","5.84","74","1","1","3","30.82","104.82","0.211694915","2.510638298","1.573333333","0.655744681","0.410933333","1.574468085","0.986666667","29.40278573","62.66666667","12.33580247","19.68479117","15.21975309","24.28684003","36.54320988","58.31363278","51.76296296","82.60047281","248","0.044923077","0.124274194","5.276595745","3.306666667","47.58064516","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00215","","","","75","70","1","1","55","29","35","23","5.52","1.24","90.6","1","1","3","6.76","97.36","0.157714286","0.636363636","0.466666667","0.122909091","0.090133333","1.647272727","1.208","6.943303205","73.33333333","2.725925926","3.717171717","3.338271605","4.552188552","44.74074074","61.01010101","48.07901235","65.56228956","58","0.053913043","0.116551724","1.054545455","0.773333333","60.34482759","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00216","","","","75","48","3","1","34","33","120","100","21.01","4.16","83.4","1","1","5","25.17","108.57","0.175083333","3.529411765","1.6","0.740294118","0.3356","2.452941176","1.112","23.18319978","45.33333333","10.37530864","22.88671024","12.42962963","27.41830065","41.18518519","90.8496732","53.61481481","118.2679739","220","0.0416","0.114409091","6.470588235","2.933333333","54.54545455","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00217","","","","75","46","1","1","31","28","200","340","39.22","18.86","86.4","","","","58.08","144.48","0.1961","6.451612903","2.666666667","1.873548387","0.7744","2.787096774","1.152","40.19933555","41.33333333","19.36790123","46.85782557","28.68148148","69.390681","42.66666667","103.2258065","71.34814815","172.6164875","540","0.055470588","0.107555556","17.41935484","7.2","37.03703704","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00218","","","","75","60","1","1","45","45","385","305","53.02","12.54","139.4","1","3","5","65.56","204.96","0.137714286","8.555555556","5.133333333","1.456888889","0.874133333","3.097777778","1.858666667","31.98672912","60","26.18271605","43.63786008","32.37530864","53.95884774","68.83950617","114.7325103","101.2148148","168.691358","690","0.041114754","0.095014493","15.33333333","9.2","55.79710145","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00219","","","","75","54","1","1","39","36","160","168","22.89","7.88","107","3","1","5","30.77","137.77","0.1430625","4.102564103","2.133333333","0.788974359","0.410266667","2.743589744","1.426666667","22.33432532","52","11.3037037","21.73789174","15.19506173","29.22127255","52.83950617","101.6144349","68.0345679","130.8357075","328","0.046904762","0.093810976","8.41025641","4.373333333","48.7804878","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00220","","","","75","56","1","1","41","41","205","206","42.7","10.94","130.2","1","3","3","53.64","183.84","0.208292683","5","2.733333333","1.308292683","0.7152","3.175609756","1.736","29.17754569","54.66666667","21.08641975","38.57271906","26.48888889","48.45528455","64.2962963","117.6151762","90.78518519","166.0704607","411","0.053106796","0.130510949","10.02439024","5.48","49.8783455","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00221","","","","75","58","1","1","43","42","259","130","64.6","4.66","74","1","3","7","69.26","143.26","0.249420849","6.023255814","3.453333333","1.610697674","0.923466667","1.720930233","0.986666667","48.34566522","57.33333333","31.90123457","55.6416882","34.20246914","59.65546942","36.54320988","63.73815676","70.74567901","123.3936262","389","0.035846154","0.178046272","9.046511628","5.186666667","66.58097686","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00222","","","","75","53","1","1","39","6","8","15","1.2","0.48","112.4","1","1","3","1.68","114.08","0.15","0.205128205","0.106666667","0.043076923","0.0224","2.882051282","1.498666667","1.472650771","52","0.592592593","1.13960114","0.82962963","1.595441595","55.50617284","106.7426401","56.33580247","108.3380817","23","0.032","0.073043478","0.58974359","0.306666667","34.7826087","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00223","","","","75","47","3","1","33","27","129","110","35.56","4.78","38","1","3","5","40.34","78.34","0.275658915","3.909090909","1.72","1.222424242","0.537866667","1.151515152","0.506666667","51.49348992","44","17.56049383","39.91021324","19.92098765","45.27497194","18.7654321","42.64870932","38.68641975","87.92368126","239","0.043454545","0.168786611","7.242424242","3.186666667","53.9748954","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00224","","","","75","51","1","1","37","37","132","93","26.78","5.34","74.6","3","1","5","32.12","106.72","0.202878788","3.567567568","1.76","0.868108108","0.428266667","2.016216216","0.994666667","30.09745127","49.33333333","13.22469136","26.80680681","15.8617284","32.15215215","36.83950617","74.67467467","52.70123457","106.8268268","225","0.057419355","0.142755556","6.081081081","3","58.66666667","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00225","","","","75","36","5","5","26","14","16","25","4","2","16.2","5","1","3","6","22.2","0.25","0.615384615","0.213333333","0.230769231","0.08","0.623076923","0.216","27.02702703","34.66666667","1.975308642","5.698005698","2.962962963","8.547008547","8","23.07692308","10.96296296","31.62393162","41","0.08","0.146341463","1.576923077","0.546666667","39.02439024","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00226","","","","75","57","3","1","42","35","55","51","13","4.6","50.4","3","1","3","17.6","68","0.236363636","1.30952381","0.733333333","0.419047619","0.234666667","1.2","0.672","25.88235294","56","6.419753086","11.4638448","8.691358025","15.52028219","24.88888889","44.44444444","33.58024691","59.96472663","106","0.090196078","0.166037736","2.523809524","1.413333333","51.88679245","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00227","","","","75","53","3","1","38","36","60","50","17.8","3","48.6","5","3","3","20.8","69.4","0.296666667","1.578947368","0.8","0.547368421","0.277333333","1.278947368","0.648","29.97118156","50.66666667","8.790123457","17.34892788","10.27160494","20.27290448","24","47.36842105","34.27160494","67.64132554","110","0.06","0.189090909","2.894736842","1.466666667","54.54545455","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00228","","","","75","65","1","1","50","43","158","80","42.8","4.6","58.2","3","1","3","47.4","105.6","0.270886076","3.16","2.106666667","0.948","0.632","1.164","0.776","44.88636364","66.66666667","21.13580247","31.7037037","23.40740741","35.11111111","28.74074074","43.11111111","52.14814815","78.22222222","238","0.0575","0.199159664","4.76","3.173333333","66.38655462","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00229","","","","75","49","3","1","37","37","128","70","27.4","3","43.8","3","3","3","30.4","74.2","0.2140625","3.459459459","1.706666667","0.821621622","0.405333333","1.183783784","0.584","40.9703504","49.33333333","13.5308642","27.42742743","15.01234568","30.43043043","21.62962963","43.84384384","36.64197531","74.27427427","198","0.042857143","0.153535354","5.351351351","2.64","64.64646465","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00230","","","","75","58","1","1","43","42","140","99","29.7","5.8","62","1","1","3","35.5","97.5","0.212142857","3.255813953","1.866666667","0.825581395","0.473333333","1.441860465","0.826666667","36.41025641","57.33333333","14.66666667","25.58139535","17.5308642","30.57708872","30.61728395","53.40223945","48.14814815","83.97932817","239","0.058585859","0.148535565","5.558139535","3.186666667","58.57740586","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00231","","","","75","70","3","1","55","52","230","90","42.1","7.1","32.4","1","3","3","49.2","81.6","0.183043478","4.181818182","3.066666667","0.894545455","0.656","0.589090909","0.432","60.29411765","73.33333333","20.79012346","28.35016835","24.2962963","33.13131313","16","21.81818182","40.2962963","54.94949495","320","0.078888889","0.15375","5.818181818","4.266666667","71.875","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00232","","","","75","64","1","1","49","45","184","248","31.4","9.6","48.2","1","1","7","41","89.2","0.170652174","3.755102041","2.453333333","0.836734694","0.546666667","0.983673469","0.642666667","45.96412556","65.33333333","15.50617284","23.73393802","20.24691358","30.99017385","23.80246914","36.43235072","44.04938272","67.42252457","432","0.038709677","0.094907407","8.816326531","5.76","42.59259259","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00233","","","","75","59","1","1","44","30","97","89","34.2","9.6","64","3","5","5","43.8","107.8","0.35257732","2.204545455","1.293333333","0.995454545","0.584","1.454545455","0.853333333","40.63079777","58.66666667","16.88888889","28.78787879","21.62962963","36.86868687","31.60493827","53.87205387","53.2345679","90.74074074","186","0.107865169","0.235483871","4.227272727","2.48","52.15053763","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00234","","","","75","52","1","1","37","36","128","112","24.1","4","86.4","1","1","5","28.1","114.5","0.18828125","3.459459459","1.706666667","0.759459459","0.374666667","2.335135135","1.152","24.54148472","49.33333333","11.90123457","24.12412412","13.87654321","28.12812813","42.66666667","86.48648649","56.54320988","114.6146146","240","0.035714286","0.117083333","6.486486486","3.2","53.33333333","1"
"","","MZP2019UMB-ST06","","","","","","","","","MZP2019UMB-ST06-00235","","","","75","50","1","1","35","35","49","48","18","1.6","64","1","5","9","19.6","83.6","0.367346939","1.4","0.653333333","0.56","0.261333333","1.828571429","0.853333333","23.44497608","46.66666667","8.888888889","19.04761905","9.679012346","20.74074074","31.60493827","67.72486772","41.28395062","88.46560847","97","0.033333333","0.202061856","2.771428571","1.293333333","50.51546392","1"
