"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00011","","","","39","30","1","3","5","30","15","24","4.5","6.7","16","8","5","5","3","11.2","27.2","39","0.3","0.279166667","0.287179487","1.3","1","0.5","0.384615385","0.373333333","0.287179487","0.533333333","0.41025641","38.46153846","41.17647059","76.92307692","4.273504274","5.555555556","10.6362773","13.82716049","15.19468186","19.75308642","25.83095916","33.58024691"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00012","","","","39","32","1","1","5","31","11","19","3","5","11.5","6","7","5","5","8","19.5","30","0.272727273","0.263157895","0.266666667","0.967741935","0.769230769","0.35483871","0.282051282","0.258064516","0.205128205","0.370967742","0.294871795","36.66666667","41.02564103","79.48717949","2.849002849","3.584229391","7.597340931","9.557945042","10.92117759","13.739546","18.51851852","23.29749104"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00013","","","","39","33","1","1","5","32","18","34","5","8.1","20.5","7","3","3","1","13.1","33.6","52","0.277777778","0.238235294","0.251923077","1.625","1.333333333","0.5625","0.461538462","0.409375","0.335897436","0.640625","0.525641026","34.61538462","38.98809524","82.05128205","4.748338082","5.787037037","12.44064577","15.16203704","19.46818613","23.72685185","31.90883191","38.88888889"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00014","","","","39","28","1","1","5","27","19","25","5","6","17.5","8","3","5","3","11","28.5","44","0.263157895","0.24","0.25","1.62962963","1.128205128","0.703703704","0.487179487","0.407407407","0.282051282","0.648148148","0.448717949","43.18181818","38.59649123","69.23076923","4.748338082","6.858710562","10.44634378","15.08916324","16.61918329","24.00548697","27.06552707","39.09465021"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00015","","","","39","29","1","1","7","28","22","40","6","9","18.2","7","3","3","1","15","33.2","62","0.272727273","0.225","0.241935484","2.214285714","1.58974359","0.785714286","0.564102564","0.535714286","0.384615385","0.65","0.466666667","35.48387097","45.18072289","71.79487179","5.698005698","7.936507937","14.24501425","19.84126984","17.28395062","24.07407407","31.52896486","43.91534392"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00016","","","","39","30","1","1","5","30","21","38","6","7.9","17.5","6","5","5","3","13.9","31.4","59","0.285714286","0.207894737","0.23559322","1.966666667","1.512820513","0.7","0.538461538","0.463333333","0.356410256","0.583333333","0.448717949","35.59322034","44.26751592","76.92307692","5.698005698","7.407407407","13.20037987","17.16049383","16.61918329","21.60493827","29.81956315","38.7654321"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00017","","","","39","20","1","3","5","19","0","9","0","3","12.5","8","7","7","1","3","15.5","9","","0.333333333","0.333333333","0.473684211","0.230769231","0","0","0.157894737","0.076923077","0.657894737","0.320512821","0","19.35483871","48.71794872","0","0","2.849002849","5.847953216","11.8708452","24.36647173","14.71984805","30.21442495"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00018","","","","39","35","1","1","7","35","19","32","5.5","7.7","18.5","6","5","3","3","13.2","31.7","51","0.289473684","0.240625","0.258823529","1.457142857","1.307692308","0.542857143","0.487179487","0.377142857","0.338461538","0.528571429","0.474358974","37.25490196","41.64037855","89.74358974","5.22317189","5.82010582","12.53561254","13.96825397","17.5688509","19.57671958","30.10446344","33.54497354"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00019","","","","39","30","1","1","5","27","20","39","5","8.5","15","8","3","3","3","13.5","28.5","59","0.25","0.217948718","0.228813559","2.185185185","1.512820513","0.740740741","0.512820513","0.5","0.346153846","0.555555556","0.384615385","33.89830508","47.36842105","69.23076923","4.748338082","6.858710562","12.82051282","18.51851852","14.24501425","20.57613169","27.06552707","39.09465021"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00020","","","","39","31","1","1","5","26","0","11","0","4","12.3","8","7","7","1","4","16.3","11","","0.363636364","0.363636364","0.423076923","0.282051282","0","0","0.153846154","0.102564103","0.473076923","0.315384615","0","24.5398773","66.66666667","0","0","3.798670465","5.698005698","11.68091168","17.52136752","15.47958215","23.21937322"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00021","","","","39","29","1","1","5","28","3","10","0.9","3.5","13.5","8","7","7","1","4.4","17.9","13","0.3","0.35","0.338461538","0.464285714","0.333333333","0.107142857","0.076923077","0.157142857","0.112820513","0.482142857","0.346153846","23.07692308","24.58100559","71.79487179","0.854700855","1.19047619","4.178537512","5.82010582","12.82051282","17.85714286","16.99905033","23.67724868"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00022","","","","39","23","1","1","5","23","15","22","4","5.7","17.5","6","5","5","1","9.7","27.2","37","0.266666667","0.259090909","0.262162162","1.608695652","0.948717949","0.652173913","0.384615385","0.42173913","0.248717949","0.760869565","0.448717949","40.54054054","35.66176471","58.97435897","3.798670465","6.441223833","9.211775878","15.61996779","16.61918329","28.18035427","25.83095916","43.80032206"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00023","","","","39","30","1","1","5","30","17","32","5","8","19.5","8","3","3","3","13","32.5","49","0.294117647","0.25","0.265306122","1.633333333","1.256410256","0.566666667","0.435897436","0.433333333","0.333333333","0.65","0.5","34.69387755","40","76.92307692","4.748338082","6.172839506","12.34567901","16.04938272","18.51851852","24.07407407","30.86419753","40.12345679"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00024","","","","39","31","1","1","5","30","23","41","5","10.1","20.3","8","3","3","1","15.1","35.4","64","0.217391304","0.246341463","0.2359375","2.133333333","1.641025641","0.766666667","0.58974359","0.503333333","0.387179487","0.676666667","0.520512821","35.9375","42.65536723","76.92307692","4.748338082","6.172839506","14.33998101","18.64197531","19.27825261","25.0617284","33.61823362","43.7037037"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00025","","","","39","37","1","3","7","37","28","47","7","12.9","18.5","6","3","3","3","19.9","38.4","75","0.25","0.274468085","0.265333333","2.027027027","1.923076923","0.756756757","0.717948718","0.537837838","0.51025641","0.5","0.474358974","37.33333333","51.82291667","94.87179487","6.647673314","7.007007007","18.89838557","19.91991992","17.5688509","18.51851852","36.46723647","38.43843844"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00026","","","","39","38","1","1","7","37","19","37","5","8.5","20.5","5","3","3","3","13.5","34","56","0.263157895","0.22972973","0.241071429","1.513513514","1.435897436","0.513513514","0.487179487","0.364864865","0.346153846","0.554054054","0.525641026","33.92857143","39.70588235","94.87179487","4.748338082","5.005005005","12.82051282","13.51351351","19.46818613","20.52052052","32.28869896","34.03403403"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00027","","","","39","29","1","1","5","29","12","28","3","6.7","14.5","6","5","5","3","9.7","24.2","40","0.25","0.239285714","0.2425","1.379310345","1.025641026","0.413793103","0.307692308","0.334482759","0.248717949","0.5","0.371794872","30","40.08264463","74.35897436","2.849002849","3.831417625","9.211775878","12.38825032","13.77018044","18.51851852","22.98195632","30.90676884"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00028","","","","39","28","1","3","5","27","10","17","3","5","15","6","5","5","3","8","23","27","0.3","0.294117647","0.296296296","1","0.692307692","0.37037037","0.256410256","0.296296296","0.205128205","0.555555556","0.384615385","37.03703704","34.7826087","69.23076923","2.849002849","4.115226337","7.597340931","10.9739369","14.24501425","20.57613169","21.84235518","31.55006859"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00029","","","","39","32","1","1","5","31","22","42","5.7","11.5","18.5","7","3","3","1","17.2","35.7","64","0.259090909","0.273809524","0.26875","2.064516129","1.641025641","0.709677419","0.564102564","0.55483871","0.441025641","0.596774194","0.474358974","34.375","48.17927171","79.48717949","5.413105413","6.810035842","16.334283","20.54958184","17.5688509","22.10274791","33.9031339","42.65232975"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00030","","","","39","33","1","1","5","32","19","37","5.5","9","19.5","5","3","3","1","14.5","34","56","0.289473684","0.243243243","0.258928571","1.75","1.435897436","0.59375","0.487179487","0.453125","0.371794872","0.609375","0.5","33.92857143","42.64705882","82.05128205","5.22317189","6.365740741","13.77018044","16.78240741","18.51851852","22.56944444","32.28869896","39.35185185"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00031","","","","39","34","1","1","7","34","15","35","4.7","8.5","17.5","9","3","3","1","13.2","30.7","50","0.313333333","0.242857143","0.264","1.470588235","1.282051282","0.441176471","0.384615385","0.388235294","0.338461538","0.514705882","0.448717949","30","42.99674267","87.17948718","4.463437797","5.119825708","12.53561254","14.37908497","16.61918329","19.06318083","29.15479582","33.4422658"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00032","","","","39","37","1","3","7","36","17","29","5","7.7","22.5","7","5","3","1","12.7","35.2","46","0.294117647","0.265517241","0.276086957","1.277777778","1.179487179","0.472222222","0.435897436","0.352777778","0.325641026","0.625","0.576923077","36.95652174","36.07954545","92.30769231","4.748338082","5.144032922","12.06077873","13.06584362","21.36752137","23.14814815","33.42830009","36.21399177"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00033","","","","39","12","1","5","5","11","0","10","0","3","5","7","9","9","1","3","8","10","","0.3","0.3","0.909090909","0.256410256","0","0","0.272727273","0.076923077","0.454545455","0.128205128","0","37.5","28.20512821","0","0","2.849002849","10.1010101","4.748338082","16.83501684","7.597340931","26.93602694"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00034","","","","39","30","1","1","5","30","19","37","5","9.5","18.6","7","5","5","1","14.5","33.1","56","0.263157895","0.256756757","0.258928571","1.866666667","1.435897436","0.633333333","0.487179487","0.483333333","0.371794872","0.62","0.476923077","33.92857143","43.80664653","76.92307692","4.748338082","6.172839506","13.77018044","17.90123457","17.66381766","22.96296296","31.4339981","40.86419753"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00035","","","","39","28","1","1","5","25","10","15","3","4.7","14","7","5","5","3","7.7","21.7","25","0.3","0.313333333","0.308","1","0.641025641","0.4","0.256410256","0.308","0.197435897","0.56","0.358974359","40","35.48387097","64.1025641","2.849002849","4.444444444","7.312440646","11.40740741","13.29534663","20.74074074","20.60778727","32.14814815"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00036","","","","39","33","1","1","7","32","19","30","5","7","17.5","7","3","3","3","12","29.5","49","0.263157895","0.233333333","0.244897959","1.53125","1.256410256","0.59375","0.487179487","0.375","0.307692308","0.546875","0.448717949","38.7755102","40.6779661","82.05128205","4.748338082","5.787037037","11.3960114","13.88888889","16.61918329","20.25462963","28.01519468","34.14351852"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00037","","","","39","30","1","3","9","30","20","37","5.3","8.7","16.5","7","3","1","1","14","30.5","57","0.265","0.235135135","0.245614035","1.9","1.461538462","0.666666667","0.512820513","0.466666667","0.358974359","0.55","0.423076923","35.0877193","45.90163934","76.92307692","5.033238367","6.543209877","13.29534663","17.28395062","15.66951567","20.37037037","28.9648623","37.65432099"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00038","","","","39","29","1","1","5","28","14","27","4.5","6.7","17","6","5","5","1","11.2","28.2","41","0.321428571","0.248148148","0.273170732","1.464285714","1.051282051","0.5","0.358974359","0.4","0.287179487","0.607142857","0.435897436","34.14634146","39.71631206","71.79487179","4.273504274","5.952380952","10.6362773","14.81481481","16.14434948","22.48677249","26.78062678","37.3015873"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00039","","","","39","31","1","3","7","30","12","25","3.5","5.7","18.5","7","5","5","3","9.2","27.7","37","0.291666667","0.228","0.248648649","1.233333333","0.948717949","0.4","0.307692308","0.306666667","0.235897436","0.616666667","0.474358974","32.43243243","33.21299639","76.92307692","3.323836657","4.320987654","8.73694207","11.35802469","17.5688509","22.83950617","26.30579297","34.19753086"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00040","","","","39","30","1","1","5","29","10","22","3.1","5.3","16.5","6","5","5","3","8.4","24.9","32","0.31","0.240909091","0.2625","1.103448276","0.820512821","0.344827586","0.256410256","0.289655172","0.215384615","0.568965517","0.423076923","31.25","33.73493976","74.35897436","2.943969611","3.959131545","7.977207977","10.72796935","15.66951567","21.07279693","23.64672365","31.80076628"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00041","","","","39","25","1","3","5","24","0","11","0","3.1","6.5","8","9","9","1","3.1","9.6","11","","0.281818182","0.281818182","0.458333333","0.282051282","0","0","0.129166667","0.079487179","0.270833333","0.166666667","0","32.29166667","61.53846154","0","0","2.943969611","4.783950617","6.172839506","10.0308642","9.116809117","14.81481481"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00042","","","","39","29","1","1","5","29","14","32","4","7","17.5","8","3","3","1","11","28.5","46","0.285714286","0.21875","0.239130435","1.586206897","1.179487179","0.482758621","0.358974359","0.379310345","0.282051282","0.603448276","0.448717949","30.43478261","38.59649123","74.35897436","3.798670465","5.108556833","10.44634378","14.04853129","16.61918329","22.34993614","27.06552707","36.39846743"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00043","","","","39","30","1","1","5","30","10","17","3","5","14","7","5","5","1","8","22","27","0.3","0.294117647","0.296296296","0.9","0.692307692","0.333333333","0.256410256","0.266666667","0.205128205","0.466666667","0.358974359","37.03703704","36.36363636","76.92307692","2.849002849","3.703703704","7.597340931","9.87654321","13.29534663","17.28395062","20.89268756","27.16049383"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00044","","","","39","35","1","1","5","34","12","24","3.7","5.9","18.5","7","5","5","1","9.6","28.1","36","0.308333333","0.245833333","0.266666667","1.058823529","0.923076923","0.352941176","0.307692308","0.282352941","0.246153846","0.544117647","0.474358974","33.33333333","34.16370107","87.17948718","3.51377018","4.030501089","9.116809117","10.45751634","17.5688509","20.15250545","26.68566002","30.61002179"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00045","","","","39","37","1","1","7","36","17","29","5","7.5","16.5","7","5","5","3","12.5","29","46","0.294117647","0.25862069","0.27173913","1.277777778","1.179487179","0.472222222","0.435897436","0.347222222","0.320512821","0.458333333","0.423076923","36.95652174","43.10344828","92.30769231","4.748338082","5.144032922","11.8708452","12.8600823","15.66951567","16.97530864","27.54036087","29.83539095"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00046","","","","39","32","1","1","5","32","14","27","4.5","7","15","7","5","5","1","11.5","26.5","41","0.321428571","0.259259259","0.280487805","1.28125","1.051282051","0.4375","0.358974359","0.359375","0.294871795","0.46875","0.384615385","34.14634146","43.39622642","82.05128205","4.273504274","5.208333333","10.92117759","13.31018519","14.24501425","17.36111111","25.16619183","30.6712963"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00047","","","","39","35","1","1","5","34","12","19","3","5","14.5","7","5","5","1","8","22.5","31","0.25","0.263157895","0.258064516","0.911764706","0.794871795","0.352941176","0.307692308","0.235294118","0.205128205","0.426470588","0.371794872","38.70967742","35.55555556","87.17948718","2.849002849","3.267973856","7.597340931","8.71459695","13.77018044","15.79520697","21.36752137","24.50980392"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00048","","","","39","36","1","1","5","35","22","39","5","9","17.5","7","3","3","1","14","31.5","61","0.227272727","0.230769231","0.229508197","1.742857143","1.564102564","0.628571429","0.564102564","0.4","0.358974359","0.5","0.448717949","36.06557377","44.44444444","89.74358974","4.748338082","5.291005291","13.29534663","14.81481481","16.61918329","18.51851852","29.91452991","33.33333333"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00049","","","","39","37","1","1","5","32","28","43","8.5","11","13.5","6","5","3","1","19.5","33","71","0.303571429","0.255813953","0.274647887","2.21875","1.820512821","0.875","0.717948718","0.609375","0.5","0.421875","0.346153846","39.43661972","59.09090909","82.05128205","8.072174739","9.837962963","18.51851852","22.56944444","12.82051282","15.625","31.33903134","38.19444444"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00050","","","","39","36","1","1","5","36","24","39","7","9.5","18.5","5","5","5","3","16.5","35","63","0.291666667","0.243589744","0.261904762","1.75","1.615384615","0.666666667","0.615384615","0.458333333","0.423076923","0.513888889","0.474358974","38.0952381","47.14285714","92.30769231","6.647673314","7.201646091","15.66951567","16.97530864","17.5688509","19.03292181","33.23836657","36.00823045"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00051","","","","39","10","1","1","3","2","9","12","2.3","3.2","6","8","7","7","5","5.5","11.5","21","0.255555556","0.266666667","0.261904762","10.5","0.538461538","4.5","0.230769231","2.75","0.141025641","3","0.153846154","42.85714286","47.82608696","5.128205128","2.184235518","42.59259259","5.22317189","101.8518519","5.698005698","111.1111111","10.92117759","212.962963"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00052","","","","39","39","1","1","7","38","18","41","5","12.3","24","7","3","3","1","17.3","41.3","59","0.277777778","0.3","0.293220339","1.552631579","1.512820513","0.473684211","0.461538462","0.455263158","0.443589744","0.631578947","0.615384615","30.50847458","41.88861985","97.43589744","4.748338082","4.873294347","16.42924976","16.86159844","22.79202279","23.39181287","39.22127255","40.25341131"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00053","","","","39","37","1","1","5","36","23","40","5.8","9.5","22.3","6","5","5","3","15.3","37.6","63","0.252173913","0.2375","0.242857143","1.75","1.615384615","0.638888889","0.58974359","0.425","0.392307692","0.619444444","0.571794872","36.50793651","40.69148936","92.30769231","5.508072175","5.967078189","14.52991453","15.74074074","21.17758784","22.94238683","35.70750237","38.68312757"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00054","","","","39","35","1","1","5","34","15","24","4.5","6.7","19.3","8","5","5","1","11.2","30.5","39","0.3","0.279166667","0.287179487","1.147058824","1","0.441176471","0.384615385","0.329411765","0.287179487","0.567647059","0.494871795","38.46153846","36.72131148","87.17948718","4.273504274","4.901960784","10.6362773","12.20043573","18.328585","21.02396514","28.9648623","33.22440087"
"","","MZP2018GUR-AT02","","","","","","","","","MZP2018GUR-AT02-00055","","","","39","36","1","1","5","35","20","24","4.9","5.2","26.4","7","7","3","3","10.1","36.5","44","0.245","0.216666667","0.229545455","1.257142857","1.128205128","0.571428571","0.512820513","0.288571429","0.258974359","0.754285714","0.676923077","45.45454545","27.67123288","89.74358974","4.65337132","5.185185185","9.591642925","10.68783069","25.07122507","27.93650794","34.662868","38.62433862"
