"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00043","","","","26","24","3","4","6","12","9","0","26","0","1.5","11.5","9","3","1","27.8","7.4","1","5","5","6","3.89","1.93","1.29","35.031","1.32","54.7","5.65","8.18","10.06","1.5","13","26","","0.057692308","0.057692308","2.166666667","1","0","0","0.125","0.057692308","0.958333333","0.442307692","0","11.53846154","46.15384615","26.61870504","0.399280576","0","0","2.136752137","4.62962963","16.38176638","35.49382716","0.568775749","1.232347455","18.51851852","40.12345679"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00044","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00045","","","","26","9","3","1","4","6","5","12","12","2.5","0.5","2.2","3","1","1","18","4.4","1","4","4","3","4.1","1.99","1.18","30.58","7.76","47.26","8.19","11.45","10.72","3","5.2","24","0.208333333","0.041666667","0.125","4","0.923076923","2","0.461538462","0.5","0.115384615","0.366666667","0.084615385","50","57.69230769","23.07692308","24.44444444","0.733333333","3.561253561","15.43209877","4.273504274","18.51851852","3.133903134","13.58024691","1.044634378","4.526748971","7.407407407","32.09876543"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00046","","","","26","12","4","3","4","11","9","18","19","3.9","1.2","3","3","1","1","35.9","8","1","2","7","3","8.11","2.69","1.56","25.988","6.12","46.66","9.79","13.73","4.31","5.1","8.1","37","0.216666667","0.063157895","0.137837838","3.363636364","1.423076923","1.636363636","0.692307692","0.463636364","0.196153846","0.272727273","0.115384615","48.64864865","62.96296296","42.30769231","22.28412256","1.136490251","5.555555556","13.13131313","7.264957265","17.17171717","4.273504274","10.1010101","1.618931981","3.826566501","11.53846154","27.27272727"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00047","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00048","","","","26","19","7","3","8","13","9","11","27","2.3","1.4","16.5","3","3","1","","","","","","","","","","","","","","","","3.7","20.2","38","0.209090909","0.051851852","0.097368421","2.923076923","1.461538462","0.846153846","0.423076923","0.284615385","0.142307692","1.269230769","0.634615385","28.94736842","18.31683168","50","","","3.276353276","6.552706553","5.270655271","10.54131054","23.5042735","47.00854701","","","28.77492877","57.54985755"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00049","","","","26","23","1","2","6","15","13","29","25","4.5","2","3.2","3","3","1","40.1","10.7","1","6","4","3","5.05","2.07","1.25","36.24","14.37","50.69","7.02","10.39","8.78","6.5","9.7","54","0.155172414","0.08","0.12037037","3.6","2.076923077","1.933333333","1.115384615","0.433333333","0.25","0.213333333","0.123076923","53.7037037","67.01030928","57.69230769","26.68329177","1.734413965","6.41025641","11.11111111","9.259259259","16.04938272","4.558404558","7.901234568","2.470675164","4.282503617","13.81766382","23.95061728"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00050","","","","26","16","1","1","8","13","8","8","13","3","1.5","16.5","3","3","1","48.2","13.4","1","3","5","5","4.33","1.9","1.09","7.125","1.32","58.52","7.09","10.04","1.05","4.5","21","21","0.375","0.115384615","0.214285714","1.615384615","0.807692308","0.615384615","0.307692308","0.346153846","0.173076923","1.269230769","0.634615385","38.0952381","21.42857143","50","27.80082988","1.251037344","4.273504274","8.547008547","6.41025641","12.82051282","23.5042735","47.00854701","1.782104479","3.564208958","29.91452991","59.82905983"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00051","","","","26","17","5","1","5","12","10","14","11","2","1.5","10","5","1","1","38","12.8","1","4","4","4","5.2","2.06","1.25","11.781","12.39","50.01","7.63","11.16","10.62","3.5","13.5","25","0.142857143","0.136363636","0.14","2.083333333","0.961538462","1.166666667","0.538461538","0.291666667","0.134615385","0.833333333","0.384615385","56","25.92592593","46.15384615","33.68421053","1.178947368","2.849002849","6.172839506","4.985754986","10.80246914","14.24501425","30.86419753","1.679412206","3.638726446","19.23076923","41.66666667"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00052","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00053","","","","26","6","3","5","1","3","1","0","2","0","0.1","1","5","3","1","","","","","","","","","","","","","","","","0.1","1.1","2","","0.05","0.05","0.666666667","0.076923077","0","0","0.033333333","0.003846154","0.333333333","0.038461538","0","9.090909091","11.53846154","","","0","0","0.142450142","1.234567901","1.424501425","12.34567901","","","1.566951567","13.58024691"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00054","","","","26","6","2","1","2","4","3","10","0","1.5","0","3.3","5","1","1","43.9","12.4","1","5","2","2","5.77","2.25","1.48","25.855","1.74","57.63","5.55","8.71","5.43","1.5","4.8","10","0.15","","0.15","2.5","0.384615385","2.5","0.384615385","0.375","0.057692308","0.825","0.126923077","100","31.25","15.38461538","28.24601367","0.423690205","2.136752137","13.88888889","2.136752137","13.88888889","4.700854701","30.55555556","0.603547301","3.923057454","6.837606838","44.44444444"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00055","","","","26","23","3","3","7","23","23","60","56","7.5","2.5","22.5","1","3","3","27.1","7.2","1","5","7","1","3.01","1.77","1.13","26.361","6.12","50.16","9.11","12.8","9.38","10","32.5","116","0.125","0.044642857","0.086206897","5.043478261","4.461538462","2.608695652","2.307692308","0.434782609","0.384615385","0.97826087","0.865384615","51.72413793","30.76923077","88.46153846","26.56826568","2.656826568","10.68376068","12.07729469","14.24501425","16.10305958","32.05128205","36.23188406","3.784653231","4.278303653","46.2962963","52.33494364"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00056","","","","26","26","2","1","8","18","16","23","24","4.5","5","35","1","3","1","50.2","16.8","1","7","9","1","3.25","1.21","0.87","31.924","","65.01","3.79","5.46","6.77","9.5","44.5","47","0.195652174","0.208333333","0.20212766","2.611111111","1.807692308","1.277777778","0.884615385","0.527777778","0.365384615","1.944444444","1.346153846","48.93617021","21.34831461","69.23076923","33.46613546","3.179282869","6.41025641","9.259259259","13.53276353","19.5473251","49.85754986","72.01646091","4.528892975","6.541734297","63.39031339","91.56378601"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00057","","","","26","13","1","1","5","9","8","20","12","2.5","1","7","3","1","1","36.8","10","1","9","9","1","5.74","1.92","1.29","","0.15","58.03","6.11","8.86","4.86","3.5","10.5","32","0.125","0.083333333","0.109375","3.555555556","1.230769231","2.222222222","0.769230769","0.388888889","0.134615385","0.777777778","0.269230769","62.5","33.33333333","34.61538462","27.17391304","0.951086957","3.561253561","10.28806584","4.985754986","14.40329218","9.971509972","28.80658436","1.354824724","3.913938093","14.95726496","43.20987654"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00058","","","","26","26","6","1","7","18","9","11","33","1.2","1","25","3","3","1","33","7.6","3","9","9","3","5.34","2.14","1.2","20.671","3.76","48.76","9.92","14.26","4.2","2.2","27.2","44","0.109090909","0.03030303","0.05","2.444444444","1.692307692","0.611111111","0.423076923","0.122222222","0.084615385","1.388888889","0.961538462","25","8.088235294","69.23076923","23.03030303","0.506666667","1.709401709","2.469135802","3.133903134","4.526748971","35.61253561","51.44032922","0.721747388","1.042524005","38.74643875","55.96707819"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00059","","","","26","17","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.846153846","","","","","","","","","","","",""
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00060","","","","26","23","1","1","6","7","1","0","6","0","0.2","15","7","7","1","","","","","","","","","","","","","","","","0.2","15.2","6","","0.033333333","0.033333333","0.857142857","0.230769231","0","0","0.028571429","0.007692308","2.142857143","0.576923077","0","1.315789474","26.92307692","","","0","0","0.284900285","1.058201058","21.36752137","79.36507937","","","21.65242165","80.42328042"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00061","","","","26","26","2","2","6","12","9","15","13","3.3","0.5","15","1","3","1","35.2","7.8","1","9","9","1","5.23","2.11","1.29","35.213","12.39","50.9","7.37","10.92","8.22","3.8","18.8","28","0.22","0.038461538","0.135714286","2.333333333","1.076923077","1.25","0.576923077","0.316666667","0.146153846","1.25","0.576923077","53.57142857","20.21276596","46.15384615","22.15909091","0.842045455","4.700854701","10.18518519","5.413105413","11.72839506","21.36752137","46.2962963","1.199494949","2.598905724","26.78062678","58.02469136"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00062","","","","26","26","2","1","6","12","6","6","24","1.3","1","6","3","3","1","49","15.6","1","9","9","3","3.68","1.8","1.23","21.91","6.12","58.71","6.38","9.45","5.76","2.3","8.3","30","0.216666667","0.041666667","0.076666667","2.5","1.153846154","0.5","0.230769231","0.191666667","0.088461538","0.5","0.230769231","20","27.71084337","46.15384615","31.83673469","0.732244898","1.851851852","4.012345679","3.276353276","7.098765432","8.547008547","18.51851852","1.0430839","2.260015117","11.82336182","25.61728395"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00063","","","","26","6","1","1","4","2","2","4","6","1","0.3","3","3","5","1","","","","","","","","","","","","","","","","1.3","4.3","10","0.25","0.05","0.13","5","0.384615385","2","0.153846154","0.65","0.05","1.5","0.115384615","40","30.23255814","7.692307692","","","1.424501425","18.51851852","1.851851852","24.07407407","4.273504274","55.55555556","","","6.125356125","79.62962963"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00064","","","","26","26","1","1","7","17","13","32","11","6.8","1.2","22","1","1","1","50.5","17.3","1","5","9","3","3.58","1.09","0.99","","0.12","68.82","4.04","6.42","0.63","8","30","43","0.2125","0.109090909","0.186046512","2.529411765","1.653846154","1.882352941","1.230769231","0.470588235","0.307692308","1.294117647","0.846153846","74.41860465","26.66666667","65.38461538","34.25742574","2.740594059","9.686609687","14.81481481","11.3960114","17.4291939","31.33903134","47.93028322","3.903980142","5.970793158","42.73504274","65.35947712"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00065","","","","26","26","3","1","6","18","15","17","60","4.3","1.8","4.5","3","3","1","50.8","13.4","1","5","5","5","4.45","2.09","1.13","28.329","14.37","53.31","8.81","12.47","3.58","6.1","10.6","77","0.252941176","0.03","0.079220779","4.277777778","2.961538462","0.944444444","0.653846154","0.338888889","0.234615385","0.25","0.173076923","22.07792208","57.54716981","69.23076923","26.37795276","1.609055118","6.125356125","8.847736626","8.689458689","12.55144033","6.41025641","9.259259259","2.292101308","3.310813","15.0997151","21.81069959"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00066","","","","26","26","4","1","5","17","12","32","38","3.3","1.5","8","5","5","1","38","10.9","1","7","9","1","2.2","1.46","0.97","","4.41","60.38","7.67","10.85","2.01","4.8","12.8","70","0.103125","0.039473684","0.068571429","4.117647059","2.692307692","1.882352941","1.230769231","0.282352941","0.184615385","0.470588235","0.307692308","45.71428571","37.5","65.38461538","28.68421053","1.376842105","4.700854701","7.189542484","6.837606838","10.45751634","11.3960114","17.4291939","1.96131354","2.999656003","18.23361823","27.88671024"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00067","","","","26","26","1","1","6","11","7","6","5","1.5","0.5","5","3","3","1","","","","","","","","","","","","","","","","2","7","11","0.25","0.1","0.181818182","1","0.423076923","0.545454545","0.230769231","0.181818182","0.076923077","0.454545455","0.192307692","54.54545455","28.57142857","42.30769231","","","2.136752137","5.050505051","2.849002849","6.734006734","7.122507123","16.83501684","","","9.971509972","23.56902357"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00068","","","","26","23","1","1","6","17","12","21","18","5.5","1.5","15","1","3","3","50.8","11.9","1","7","7","1","4.05","2.01","1.23","26.434","12.39","51.7","8.61","12.24","6.34","7","22","39","0.261904762","0.083333333","0.179487179","2.294117647","1.5","1.235294118","0.807692308","0.411764706","0.269230769","0.882352941","0.576923077","53.84615385","31.81818182","65.38461538","23.42519685","1.63976378","7.834757835","11.98257081","9.971509972","15.25054466","21.36752137","32.67973856","2.33584584","3.572470108","31.33903134","47.93028322"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00069","","","","26","26","2","1","8","17","10","20","24","2.3","1.3","28","5","5","1","","","","","","","","","","","","","","","","3.6","31.6","44","0.115","0.054166667","0.081818182","2.588235294","1.692307692","1.176470588","0.769230769","0.211764706","0.138461538","1.647058824","1.076923077","45.45454545","11.39240506","65.38461538","","","3.276353276","5.010893246","5.128205128","7.843137255","39.88603989","61.00217865","","","45.01424501","68.8453159"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00070","","","","26","8","1","2","3","5","2","0","4","0","0.2","0.1","5","5","1","25.8","6.2","1","5","5","5","5.7","2.31","1.54","26.273","3.03","62.23","4.97","7.76","4.14","0.2","0.3","4","","0.05","0.05","0.8","0.153846154","0","0","0.04","0.007692308","0.02","0.003846154","0","66.66666667","19.23076923","24.03100775","0.048062016","0","0","0.284900285","1.481481481","0.142450142","0.740740741","0.06846441","0.35601493","0.427350427","2.222222222"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00071","","","","26","26","1","1","5","18","8","15","32","1.5","1.2","7.5","5","3","1","40","10.1","1","5","5","5","5.85","2.03","1.2","21.037","6.12","48.13","10.59","15.01","3.25","2.7","10.2","47","0.1","0.0375","0.057446809","2.611111111","1.807692308","0.833333333","0.576923077","0.15","0.103846154","0.416666667","0.288461538","31.91489362","26.47058824","69.23076923","25.25","0.68175","2.136752137","3.086419753","3.846153846","5.555555556","10.68376068","15.43209877","0.971153846","1.402777778","14.52991453","20.98765432"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00072","","","","26","26","3","1","4","9","4","4","4","0.4","0.1","4.5","3","3","1","26.3","6","3","9","9","1","4.59","1.49","1.15","6.387","4.41","66.28","2.98","4.74","4.15","0.5","5","8","0.1","0.025","0.0625","0.888888889","0.307692308","0.444444444","0.153846154","0.055555556","0.019230769","0.5","0.173076923","50","10","34.61538462","22.81368821","0.114068441","0.56980057","1.646090535","0.712250712","2.057613169","6.41025641","18.51851852","0.162490657","0.469417453","7.122507123","20.57613169"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00073","","","","26","15","4","1","4","13","7","9","30","1","0.6","14","5","3","1","50.9","14.2","3","7","9","1","5.04","2.23","1.54","42.96","14.37","52.99","2.87","4.77","16.55","1.6","15.6","39","0.111111111","0.02","0.041025641","3","1.5","0.692307692","0.346153846","0.123076923","0.061538462","1.076923077","0.538461538","23.07692308","10.25641026","50","27.8978389","0.446365422","1.424501425","2.849002849","2.279202279","4.558404558","19.94301994","39.88603989","0.63584818","1.27169636","22.22222222","44.44444444"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00074","","","","26","2","6","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.846153846","","","","","","","","","","","",""
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00075","","","","26","24","1","1","5","12","7","10","22","0.5","1","4.8","5","3","3","34.2","7.6","1","7","7","1","8.04","2.69","1.54","26.822","7.23","46.72","9.76","13.59","4.29","1.5","6.3","32","0.05","0.045454545","0.046875","2.666666667","1.230769231","0.833333333","0.384615385","0.125","0.057692308","0.4","0.184615385","31.25","23.80952381","46.15384615","22.22222222","0.333333333","0.712250712","1.543209877","2.136752137","4.62962963","6.837606838","14.81481481","0.474833808","1.028806584","8.974358974","19.44444444"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00076","","","","26","26","1","1","6","11","9","51","60","4.2","1.5","15","3","3","1","35.9","9.5","3","9","9","1","3.74","1.9","1.15","31.221","14.37","56.04","5.92","8.39","8.88","5.7","20.7","111","0.082352941","0.025","0.051351351","10.09090909","4.269230769","4.636363636","1.961538462","0.518181818","0.219230769","1.363636364","0.576923077","45.94594595","27.53623188","42.30769231","26.46239554","1.508356546","5.982905983","14.14141414","8.11965812","19.19191919","21.36752137","50.50505051","2.148656048","5.078641569","29.48717949","69.6969697"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00077","","","","26","26","3","6","6","16","6","7","14","1.2","1","14.5","5","7","1","36.4","10.1","1","7","9","1","5.34","2.18","1.43","42.045","12.39","51.82","5.02","7.76","11.43","2.2","16.7","21","0.171428571","0.071428571","0.104761905","1.3125","0.807692308","0.4375","0.269230769","0.1375","0.084615385","0.90625","0.557692308","33.33333333","13.17365269","61.53846154","27.74725275","0.61043956","1.709401709","2.777777778","3.133903134","5.092592593","20.65527066","33.56481481","0.869572023","1.413054538","23.78917379","38.65740741"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00078","","","","26","24","1","2","5","17","12","14","23","2.5","1.5","7.5","3","3","1","","","","","","","","","","","","","","","","4","11.5","37","0.178571429","0.065217391","0.108108108","2.176470588","1.423076923","0.823529412","0.538461538","0.235294118","0.153846154","0.441176471","0.288461538","37.83783784","34.7826087","65.38461538","","","3.561253561","5.446623094","5.698005698","8.71459695","10.68376068","16.33986928","","","16.38176638","25.05446623"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00079","","","","26","4","1","1","2","3","3","6","0","1.5","0","3","3","3","1","50.6","9.6","1","7","7","3","2.3","1.66","0.95","25.416","0.15","42.2","12.05","16.67","10.4","1.5","4.5","6","0.25","","0.25","2","0.230769231","2","0.230769231","0.5","0.057692308","1","0.115384615","100","33.33333333","11.53846154","18.97233202","0.28458498","2.136752137","18.51851852","2.136752137","18.51851852","4.273504274","37.03703704","0.40539171","3.513394818","6.41025641","55.55555556"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00080","","","","26","12","2","1","4","9","6","5","2","1","0.1","5","3","3","1","38","12.7","1","9","9","1","6.86","2.54","1.68","24.927","10.5","61.89","3.37","5.97","4.96","1.1","6.1","7","0.2","0.05","0.157142857","0.777777778","0.269230769","0.555555556","0.192307692","0.122222222","0.042307692","0.555555556","0.192307692","71.42857143","18.03278689","34.61538462","33.42105263","0.367631579","1.424501425","4.115226337","1.566951567","4.526748971","7.122507123","20.57613169","0.523691708","1.512887156","8.689458689","25.10288066"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00081","","","","26","20","1","1","6","17","13","45","24","7","0.5","7","3","3","1","50.7","12.4","3","7","9","3","5.77","2.37","1.45","41.829","14.37","48.84","9.1","13.25","3.18","7.5","14.5","69","0.155555556","0.020833333","0.108695652","4.058823529","2.653846154","2.647058824","1.730769231","0.441176471","0.288461538","0.411764706","0.269230769","65.2173913","51.72413793","65.38461538","24.45759369","1.834319527","9.971509972","15.25054466","10.68376068","16.33986928","9.971509972","15.25054466","2.612990779","3.996338838","20.65527066","31.59041394"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00082","","","","26","15","1","3","5","8","6","5","10","1.5","0.5","4","3","3","1","39","12","1","5","5","5","3.88","1.58","1.11","2.323","0.12","63.08","5.97","8.77","1.75","2","6","15","0.3","0.05","0.133333333","1.875","0.576923077","0.625","0.192307692","0.25","0.076923077","0.5","0.153846154","33.33333333","33.33333333","30.76923077","30.76923077","0.615384615","2.136752137","6.944444444","2.849002849","9.259259259","5.698005698","18.51851852","0.876616261","2.849002849","8.547008547","27.77777778"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00083","","","","26","26","1","1","6","18","14","29","23","2.5","0.9","6","3","1","1","50.3","13","1","9","7","3","3.79","1.88","1.1","30.106","10.5","53.42","6.09","9.01","10.68","3.4","9.4","52","0.086206897","0.039130435","0.065384615","2.888888889","2","1.611111111","1.115384615","0.188888889","0.130769231","0.333333333","0.230769231","55.76923077","36.17021277","69.23076923","25.84493042","0.878727634","3.561253561","5.144032922","4.843304843","6.995884774","8.547008547","12.34567901","1.251748767","1.808081552","13.39031339","19.34156379"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00084","","","","26","26","1","2","5","15","13","21","42","2","1.3","3","5","5","1","45.9","11.6","1","5","5","5","5.31","2.05","1.24","26.626","3.96","53.24","7.56","10.98","5.98","3.3","6.3","63","0.095238095","0.030952381","0.052380952","4.2","2.423076923","1.4","0.807692308","0.22","0.126923077","0.2","0.115384615","33.33333333","52.38095238","57.69230769","25.27233115","0.833986928","2.849002849","4.938271605","4.700854701","8.148148148","4.273504274","7.407407407","1.188015567","2.059226983","8.974358974","15.55555556"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00085","","","","26","23","1","1","6","12","7","15","4","1","0.6","7","5","1","1","","","","","","","","","","","","","","","","1.6","8.6","19","0.066666667","0.15","0.084210526","1.583333333","0.730769231","1.25","0.576923077","0.133333333","0.061538462","0.583333333","0.269230769","78.94736842","18.60465116","46.15384615","","","1.424501425","3.086419753","2.279202279","4.938271605","9.971509972","21.60493827","","","12.25071225","26.54320988"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00086","","","","26","18","1","1","7","12","12","48","45","4.2","1.8","11.5","5","3","1","50.8","13.7","3","7","9","3","2.13","1.56","1.06","1.856","1.74","57.88","7.99","11.33","2.63","6","17.5","93","0.0875","0.04","0.064516129","7.75","3.576923077","4","1.846153846","0.5","0.230769231","0.958333333","0.442307692","51.61290323","34.28571429","46.15384615","26.96850394","1.618110236","5.982905983","12.96296296","8.547008547","18.51851852","16.38176638","35.49382716","2.305000336","4.994167396","24.92877493","54.01234568"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00087","","","","26","24","1","1","8","24","23","98","50","11","1.5","14","3","1","1","50.1","12.9","5","9","9","1","3.18","1.73","1.16","18.43","12.39","52.57","7.37","10.26","8.45","12.5","26.5","148","0.112244898","0.03","0.084459459","6.166666667","5.692307692","4.083333333","3.769230769","0.520833333","0.480769231","0.583333333","0.538461538","66.21621622","47.16981132","92.30769231","25.74850299","3.218562874","15.66951567","16.97530864","17.80626781","19.29012346","19.94301994","21.60493827","4.584847399","4.966918016","37.74928775","40.89506173"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00088","","","","26","21","1","1","6","21","20","30","42","3.5","1.5","5.5","3","3","1","50.5","13","1","9","9","1","3.76","1.92","1.18","49.71","14.37","52.82","8.76","12.54","2.85","5","10.5","72","0.116666667","0.035714286","0.069444444","3.428571429","2.769230769","1.428571429","1.153846154","0.238095238","0.192307692","0.261904762","0.211538462","41.66666667","47.61904762","80.76923077","25.74257426","1.287128713","4.985754986","6.172839506","7.122507123","8.818342152","7.834757835","9.700176367","1.833516685","2.270068277","14.95726496","18.51851852"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00089","","","","26","13","1","1","5","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","",""
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00090","","","","26","16","2","4","5","16","7","15","33","0.8","0.5","6.5","7","7","1","30.7","9.3","1","9","9","1","4.93","2.22","1.55","42.612","14.37","51.57","4.27","6.85","14.24","1.3","7.8","48","0.053333333","0.015151515","0.027083333","3","1.846153846","0.9375","0.576923077","0.08125","0.05","0.40625","0.25","31.25","16.66666667","61.53846154","30.29315961","0.393811075","1.13960114","1.851851852","1.851851852","3.009259259","9.259259259","15.0462963","0.560984437","0.91159971","11.11111111","18.05555556"
"","","MZP2012CKE-AT01","","","","","","","","","MZP2012CKE-AT01-00091","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
