"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00019","","","","39","32","1","1","7","32","32","18","82","8.5","20.5","25.5","1","3","3","3","3","3","9","1","29","54.5","100","0.472222222","0.25","0.29","3.125","2.564102564","0.5625","0.461538462","0.90625","0.743589744","0.796875","0.653846154","18","53.21100917","82.05128205","8.072174739","9.837962963","27.54036087","33.56481481","24.21652422","29.51388889","51.75688509","63.0787037"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00020","","","","39","35","1","1","5","34","34","45","67","20.5","12.5","20","5","3","3","3","1","7","5","5","33","53","112","0.455555556","0.186567164","0.294642857","3.294117647","2.871794872","1.323529412","1.153846154","0.970588235","0.846153846","0.588235294","0.512820513","40.17857143","62.26415094","87.17948718","19.46818613","22.33115468","31.33903134","35.94771242","18.99335233","21.78649237","50.33238367","57.73420479"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00021","","","","39","36","3","5","5","30","30","0","40","0","14.5","18.3","2","5","5","3","1","3","7","3","14.5","32.8","40","","0.3625","0.3625","1.333333333","1.025641026","0","0","0.483333333","0.371794872","0.61","0.469230769","0","44.20731707","76.92307692","0","0","13.77018044","17.90123457","17.37891738","22.59259259","31.14909782","40.49382716"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00022","","","","39","30","1","5","5","30","30","5","110","2","20.5","31","6","5","5","3","1","7","3","5","22.5","53.5","115","0.4","0.186363636","0.195652174","3.833333333","2.948717949","0.166666667","0.128205128","0.75","0.576923077","1.033333333","0.794871795","4.347826087","42.05607477","76.92307692","1.899335233","2.469135802","21.36752137","27.77777778","29.43969611","38.27160494","50.80721747","66.04938272"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00023","","","","39","21","1","3","7","21","21","18","99","8.6","13.5","36","1","3","3","3","3","3","9","1","22.1","58.1","117","0.477777778","0.136363636","0.188888889","5.571428571","3","0.857142857","0.461538462","1.052380952","0.566666667","1.714285714","0.923076923","15.38461538","38.03786575","53.84615385","8.1671415","15.1675485","20.98765432","38.97707231","34.18803419","63.49206349","55.17568851","102.4691358"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00024","","","","39","33","1","1","5","26","26","31","65","14.5","20.5","65","2","3","3","3","1","5","5","3","35","100","96","0.467741935","0.315384615","0.364583333","3.692307692","2.461538462","1.192307692","0.794871795","1.346153846","0.897435897","2.5","1.666666667","32.29166667","35","66.66666667","13.77018044","20.65527066","33.23836657","49.85754986","61.72839506","92.59259259","94.96676163","142.4501425"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00025","","","","39","29","1","1","5","29","29","13","63","5","20.7","7","5","3","3","3","1","3","7","3","25.7","32.7","76","0.384615385","0.328571429","0.338157895","2.620689655","1.948717949","0.448275862","0.333333333","0.886206897","0.658974359","0.24137931","0.179487179","17.10526316","78.59327217","74.35897436","4.748338082","6.385696041","24.40645774","32.82247765","6.647673314","8.939974457","31.05413105","41.76245211"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00026","","","","39","24","1","1","5","24","24","14","123","10.1","30.5","21","6","3","5","3","1","5","5","3","40.6","61.6","137","0.721428571","0.24796748","0.296350365","5.708333333","3.512820513","0.583333333","0.358974359","1.691666667","1.041025641","0.875","0.538461538","10.2189781","65.90909091","61.53846154","9.591642925","15.58641975","38.55650522","62.65432099","19.94301994","32.40740741","58.49952517","95.0617284"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00027","","","","39","37","1","1","5","35","35","10","164","4.5","28.8","25","3","3","3","3","1","3","5","3","33.3","58.3","174","0.45","0.175609756","0.19137931","4.971428571","4.461538462","0.285714286","0.256410256","0.951428571","0.853846154","0.714285714","0.641025641","5.747126437","57.11835334","89.74358974","4.273504274","4.761904762","31.62393162","35.23809524","23.74169041","26.45502646","55.36562203","61.69312169"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00028","","","","39","31","1","1","5","31","31","38","98","20","20.5","12","2","3","3","3","1","3","5","3","40.5","52.5","136","0.526315789","0.209183673","0.297794118","4.387096774","3.487179487","1.225806452","0.974358974","1.306451613","1.038461538","0.387096774","0.307692308","27.94117647","77.14285714","79.48717949","18.99335233","23.8948626","38.46153846","48.38709677","11.3960114","14.33691756","49.85754986","62.72401434"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00029","","","","39","29","1","1","5","29","29","0","44","0","13.5","11","8","5","5","3","3","3","7","3","13.5","24.5","44","","0.306818182","0.306818182","1.517241379","1.128205128","0","0","0.465517241","0.346153846","0.379310345","0.282051282","0","55.10204082","74.35897436","0","0","12.82051282","17.24137931","10.44634378","14.04853129","23.2668566","31.2899106"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00030","","","","39","32","1","1","5","32","32","10","77","3.5","18.5","31","6","5","5","3","1","9","3","7","22","53","87","0.35","0.24025974","0.252873563","2.71875","2.230769231","0.3125","0.256410256","0.6875","0.564102564","0.96875","0.794871795","11.49425287","41.50943396","82.05128205","3.323836657","4.050925926","20.89268756","25.46296296","29.43969611","35.87962963","50.33238367","61.34259259"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00031","","","","39","35","1","3","5","28","28","0","49","0","12.9","37","6","5","5","3","1","3","7","3","12.9","49.9","49","","0.263265306","0.263265306","1.75","1.256410256","0","0","0.460714286","0.330769231","1.321428571","0.948717949","0","25.85170341","71.79487179","0","0","12.25071225","17.06349206","35.1377018","48.94179894","47.38841406","66.00529101"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00032","","","","39","32","1","1","5","32","32","11","60","4.5","16.5","31","6","3","3","3","1","7","3","7","21","52","71","0.409090909","0.275","0.295774648","2.21875","1.820512821","0.34375","0.282051282","0.65625","0.538461538","0.96875","0.794871795","15.49295775","40.38461538","82.05128205","4.273504274","5.208333333","19.94301994","24.30555556","29.43969611","35.87962963","49.38271605","60.18518519"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00033","","","","39","34","1","1","5","22","22","10","23","4.5","10.5","22","2","5","5","3","1","3","7","3","15","37","33","0.45","0.456521739","0.454545455","1.5","0.846153846","0.454545455","0.256410256","0.681818182","0.384615385","1","0.564102564","30.3030303","40.54054054","56.41025641","4.273504274","7.575757576","14.24501425","25.25252525","20.89268756","37.03703704","35.1377018","62.28956229"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00034","","","","39","35","3","5","5","27","27","4","35","1.5","11","37","2","5","7","5","1","3","7","3","12.5","49.5","39","0.375","0.314285714","0.320512821","1.444444444","1","0.148148148","0.102564103","0.462962963","0.320512821","1.37037037","0.948717949","10.25641026","25.25252525","69.23076923","1.424501425","2.057613169","11.8708452","17.14677641","35.1377018","50.75445816","47.00854701","67.90123457"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00035","","","","39","32","1","1","7","32","32","21","170","6.5","16.9","33","6","3","5","3","1","5","5","5","23.4","56.4","191","0.30952381","0.099411765","0.122513089","5.96875","4.897435897","0.65625","0.538461538","0.73125","0.6","1.03125","0.846153846","10.9947644","41.4893617","82.05128205","6.172839506","7.523148148","22.22222222","27.08333333","31.33903134","38.19444444","53.56125356","65.27777778"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00036","","","","39","30","1","1","7","30","30","15","161","5","14.9","32","2","3","1","3","1","5","5","5","19.9","51.9","176","0.333333333","0.092546584","0.113068182","5.866666667","4.512820513","0.5","0.384615385","0.663333333","0.51025641","1.066666667","0.820512821","8.522727273","38.34296724","76.92307692","4.748338082","6.172839506","18.89838557","24.56790123","30.38936372","39.50617284","49.28774929","64.07407407"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00037","","","","39","32","1","1","5","32","32","21","150","10","25","28","4","3","5","1","1","5","5","5","35","63","171","0.476190476","0.166666667","0.204678363","5.34375","4.384615385","0.65625","0.538461538","1.09375","0.897435897","0.875","0.717948718","12.28070175","55.55555556","82.05128205","9.496676163","11.57407407","33.23836657","40.50925926","26.59069326","32.40740741","59.82905983","72.91666667"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00038","","","","39","31","1","1","5","30","30","14","50","5.1","18.5","27","1","3","3","3","1","3","7","3","23.6","50.6","64","0.364285714","0.37","0.36875","2.133333333","1.641025641","0.466666667","0.358974359","0.786666667","0.605128205","0.9","0.692307692","21.875","46.64031621","76.92307692","4.843304843","6.296296296","22.41215575","29.13580247","25.64102564","33.33333333","48.05318139","62.4691358"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00039","","","","39","35","1","1","5","31","31","21","33","14","8.9","43","6","3","3","3","1","5","5","5","22.9","65.9","54","0.666666667","0.26969697","0.424074074","1.741935484","1.384615385","0.677419355","0.538461538","0.738709677","0.587179487","1.387096774","1.102564103","38.88888889","34.74962064","79.48717949","13.29534663","16.72640382","21.74738841","27.35961768","40.8357075","51.3739546","62.58309592","78.73357228"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00040","","","","39","34","1","7","5","29","29","13","81","5.9","15.2","13","5","3","3","3","1","5","5","5","21.1","34.1","94","0.453846154","0.187654321","0.224468085","3.24137931","2.41025641","0.448275862","0.333333333","0.727586207","0.541025641","0.448275862","0.333333333","13.82978723","61.87683284","74.35897436","5.603038936","7.535121328","20.0379867","26.94763729","12.34567901","16.60280971","32.38366572","43.550447"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00041","","","","39","33","1","1","5","24","24","12","45","5.1","13","8","5","3","5","3","1","5","5","5","18.1","26.1","57","0.425","0.288888889","0.31754386","2.375","1.461538462","0.5","0.307692308","0.754166667","0.464102564","0.333333333","0.205128205","21.05263158","69.348659","61.53846154","4.843304843","7.87037037","17.18898386","27.93209877","7.597340931","12.34567901","24.78632479","40.27777778"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00042","","","","39","32","1","1","5","23","23","5","30","1.8","7","23","4","5","5","5","1","3","5","5","8.8","31.8","35","0.36","0.233333333","0.251428571","1.52173913","0.897435897","0.217391304","0.128205128","0.382608696","0.225641026","1","0.58974359","14.28571429","27.67295597","58.97435897","1.709401709","2.898550725","8.357075024","14.17069243","21.84235518","37.03703704","30.1994302","51.20772947"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00043","","","","39","32","1","5","5","23","23","9","16","3","6.5","36","6","3","3","1","1","3","7","3","9.5","45.5","25","0.333333333","0.40625","0.38","1.086956522","0.641025641","0.391304348","0.230769231","0.413043478","0.243589744","1.565217391","0.923076923","36","20.87912088","58.97435897","2.849002849","4.830917874","9.021842355","15.2979066","34.18803419","57.97101449","43.20987654","73.2689211"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00044","","","","39","35","1","1","5","35","35","10","72","3","18.5","22","2","3","5","3","1","3","7","3","21.5","43.5","82","0.3","0.256944444","0.262195122","2.342857143","2.102564103","0.285714286","0.256410256","0.614285714","0.551282051","0.628571429","0.564102564","12.19512195","49.42528736","89.74358974","2.849002849","3.174603175","20.41785375","22.75132275","20.89268756","23.28042328","41.31054131","46.03174603"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00045","","","","39","36","1","1","5","27","27","14","38","5.6","12.5","12","5","5","5","5","1","3","7","3","18.1","30.1","52","0.4","0.328947368","0.348076923","1.925925926","1.333333333","0.518518519","0.358974359","0.67037037","0.464102564","0.444444444","0.307692308","26.92307692","60.13289037","69.23076923","5.318138651","7.68175583","17.18898386","24.82853224","11.3960114","16.46090535","28.58499525","41.28943759"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00046","","","","39","29","1","5","7","29","29","9","144","3.5","25.9","37","4","3","3","3","1","7","5","7","29.4","66.4","153","0.388888889","0.179861111","0.192156863","5.275862069","3.923076923","0.310344828","0.230769231","1.013793103","0.753846154","1.275862069","0.948717949","5.882352941","44.27710843","74.35897436","3.323836657","4.469987229","27.92022792","37.54789272","35.1377018","47.2541507","63.05792972","84.80204342"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00047","","","","39","30","1","1","5","26","26","16","85","6.5","14.8","13","4","3","3","3","1","7","3","7","21.3","34.3","101","0.40625","0.174117647","0.210891089","3.884615385","2.58974359","0.615384615","0.41025641","0.819230769","0.546153846","0.5","0.333333333","15.84158416","62.09912536","66.66666667","6.172839506","9.259259259","20.22792023","30.34188034","12.34567901","18.51851852","32.57359924","48.86039886"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00048","","","","39","31","1","1","5","31","31","10","130","4.5","26.5","25","6","3","3","3","1","7","3","7","31","56","140","0.45","0.203846154","0.221428571","4.516129032","3.58974359","0.322580645","0.256410256","1","0.794871795","0.806451613","0.641025641","7.142857143","55.35714286","79.48717949","4.273504274","5.376344086","29.43969611","37.03703704","23.74169041","29.86857826","53.18138651","66.90561529"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00049","","","","39","29","1","1","7","29","29","9","133","3","15.9","32","6","5","5","3","1","3","5","5","18.9","50.9","142","0.333333333","0.119548872","0.133098592","4.896551724","3.641025641","0.310344828","0.230769231","0.651724138","0.484615385","1.103448276","0.820512821","6.338028169","37.13163065","74.35897436","2.849002849","3.831417625","17.94871795","24.13793103","30.38936372","40.86845466","48.33808167","65.0063857"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00050","","","","39","31","1","3","5","31","31","7","108","2.5","22.3","30","5","3","3","3","1","3","7","3","24.8","54.8","115","0.357142857","0.206481481","0.215652174","3.709677419","2.948717949","0.225806452","0.179487179","0.8","0.635897436","0.967741935","0.769230769","6.086956522","45.25547445","79.48717949","2.374169041","2.986857826","23.55175689","29.62962963","28.49002849","35.84229391","52.04178538","65.47192354"
"","","MZP2014GUR-AT02","","","","","","","","","MZP2014GUR-AT02-00051","","","","39","30","1","1","5","27","27","18","116","7","19.5","13","2","3","3","3","1","3","7","1","26.5","39.5","134","0.388888889","0.168103448","0.197761194","4.962962963","3.435897436","0.666666667","0.461538462","0.981481481","0.679487179","0.481481481","0.333333333","13.43283582","67.08860759","69.23076923","6.647673314","9.602194787","25.16619183","36.35116598","12.34567901","17.83264746","37.51187085","54.18381344"
