"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00171","","","","1","","","1","9","8","10","10","10","8","","","1","3","4","8","3","3","0.9","0.8","15.3","1.7","17","17","0.1","0.1","0.1","1.7","1.7","0.9","0.9","0.17","0.17","1.53","1.53","52.94117647","10","100","","","3","3","5.666666667","5.666666667","51","51","","","56.66666667","56.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00172","","","","1","13.93","50.37","2","49","15","10","10","10","10","8","5","1","5","6","7","3","4","4.9","1.5","6.5","6.4","12.9","64","0.1","0.1","0.1","6.4","6.4","4.9","4.9","0.64","0.64","0.65","0.65","76.5625","49.6124031","100","27.65535041","1.769942426","16.33333333","16.33333333","21.33333333","21.33333333","21.66666667","21.66666667","5.899808087","5.899808087","43","43"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00173","","","","1","","","","0","0","","","10","0","","","","","","2","7","9","0","0","1.2","0","1.2","0","","","","","0","","0","","0","","0.12","","0","","","","0","","0","","4","","","","4",""
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00174","","","","1","","","1","0","5","8","8","10","5","","","1","3","3","8","7","3","0","0.5","2.4","0.5","2.9","5","","0.1","0.1","0.625","0.5","0","0","0.0625","0.05","0.3","0.24","0","17.24137931","80","","","0","0","1.666666667","2.083333333","8","10","","","9.666666667","12.08333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00175","","","","1","22.26","50.37","1","6","9","10","10","10","10","5","9","1","6","7","8","3","3","6","0.9","13.1","6.9","20","15","1","0.1","0.46","1.5","1.5","0.6","0.6","0.69","0.69","1.31","1.31","40","34.5","100","44.19297201","3.049315068","20","20","23","23","43.66666667","43.66666667","10.16438356","10.16438356","66.66666667","66.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00176","","","","1","","","1","31","14","10","10","10","10","","","1","4","5","8","2","3","3.1","1.4","6.8","4.5","11.3","45","0.1","0.1","0.1","4.5","4.5","3.1","3.1","0.45","0.45","0.68","0.68","68.88888889","39.82300885","100","","","10.33333333","10.33333333","15","15","22.66666667","22.66666667","","","37.66666667","37.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00177","","","","1","","","3","22","11","10","10","10","9","","","1","4","6","7","5","3","2.2","1.1","12.6","3.3","15.9","33","0.1","0.1","0.1","3.3","3.3","2.2","2.2","0.33","0.33","1.26","1.26","66.66666667","20.75471698","100","","","7.333333333","7.333333333","11","11","42","42","","","53","53"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00178","","","","1","12.61","50.01","1","68","16","10","10","10","10","7","3","1","7","8","8","4","5","6.8","1.6","11.2","8.4","19.6","84","0.1","0.1","0.1","8.4","8.4","6.8","6.8","0.84","0.84","1.12","1.12","80.95238095","42.85714286","100","25.21495701","2.118056389","22.66666667","22.66666667","28","28","37.33333333","37.33333333","7.060187962","7.060187962","65.33333333","65.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00179","","","","1","18.46","50.58","1","22","11","10","10","10","10","2","8","1","4","5","9","2","3","2.2","1.1","13.3","3.3","16.6","33","0.1","0.1","0.1","3.3","3.3","2.2","2.2","0.33","0.33","1.33","1.33","66.66666667","19.87951807","100","36.49663899","1.204389087","7.333333333","7.333333333","11","11","44.33333333","44.33333333","4.014630289","4.014630289","55.33333333","55.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00180","","","","1","","","1","4","5","8","8","10","8","","","1","5","3","2","6","9","0.4","0.5","1.1","0.9","2","9","0.1","0.1","0.1","1.125","0.9","0.5","0.4","0.1125","0.09","0.1375","0.11","44.44444444","45","80","","","1.333333333","1.666666667","3","3.75","3.666666667","4.583333333","","","6.666666667","8.333333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00181","","","","1","","","1","0","1","10","10","10","7","6","3","1","2","3","9","2","2","0","1","13","1","14","1","","1","1","0.1","0.1","0","0","0.1","0.1","1.3","1.3","0","7.142857143","100","","","0","0","3.333333333","3.333333333","43.33333333","43.33333333","","","46.66666667","46.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00182","","","","1","","","","0","0","","","10","0","","","","","","8","6","3","0","0","12.9","0","12.9","0","","","","","0","","0","","0","","1.29","","0","","","","0","","0","","43","","","","43",""
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00183","","","","1","","","","0","0","","","10","0","","","","","","9","2","2","0","0","33.2","0","33.2","0","","","","","0","","0","","0","","3.32","","0","","","","0","","0","","110.6666667","","","","110.6666667",""
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00184","","","","1","17.05","50.68","4","12","14","10","10","10","8","5","3","1","3","4","9","3","2","1.2","1.4","13.5","2.6","16.1","26","0.1","0.1","0.1","2.6","2.6","1.2","1.2","0.26","0.26","1.35","1.35","46.15384615","16.14906832","100","33.64246251","0.874704025","4","4","8.666666667","8.666666667","45","45","2.915680084","2.915680084","53.66666667","53.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00185","","","","4","13.82","50.47","1","48","12","10","10","10","10","6","6","2","7","7","8","3","3","4.8","1.2","6.3","6","12.3","60","0.1","0.1","0.1","6","6","4.8","4.8","0.6","0.6","0.63","0.63","80","48.7804878","100","27.38260353","1.642956212","16","16","20","20","21","21","5.476520705","5.476520705","41","41"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00186","","","","1","","","1","18","15","10","10","10","10","","","1","4","6","7","3","5","1.8","1.5","4.6","3.3","7.9","33","0.1","0.1","0.1","3.3","3.3","1.8","1.8","0.33","0.33","0.46","0.46","54.54545455","41.7721519","100","","","6","6","11","11","15.33333333","15.33333333","","","26.33333333","26.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00187","","","","1","19.79","50.34","1","9","7","10","10","10","8","3","4","1","4","5","8","2","3","0.9","0.7","15.2","1.6","16.8","16","0.1","0.1","0.1","1.6","1.6","0.9","0.9","0.16","0.16","1.52","1.52","56.25","9.523809524","100","39.31267382","0.629002781","3","3","5.333333333","5.333333333","50.66666667","50.66666667","2.096675937","2.096675937","56","56"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00188","","","","2","18.28","50.4","1","4","6","10","10","10","6","3","2","1","4","4","5","5","7","0.4","0.6","1","1","2","10","0.1","0.1","0.1","1","1","0.4","0.4","0.1","0.1","0.1","0.1","40","50","100","36.26984127","0.362698413","1.333333333","1.333333333","3.333333333","3.333333333","3.333333333","3.333333333","1.208994709","1.208994709","6.666666667","6.666666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00189","","","","1","","","1","34","11","10","10","10","10","","","1","7","6","9","3","3","3.4","1.1","8.4","4.5","12.9","45","0.1","0.1","0.1","4.5","4.5","3.4","3.4","0.45","0.45","0.84","0.84","75.55555556","34.88372093","100","","","11.33333333","11.33333333","15","15","28","28","","","43","43"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00190","","","","1","17.86","50.16","1","5","4","10","10","10","10","8","6","1","5","7","7","3","5","5","0.4","5.7","5.4","11.1","9","1","0.1","0.6","0.9","0.9","0.5","0.5","0.54","0.54","0.57","0.57","55.55555556","48.64864865","100","35.60606061","1.922727273","16.66666667","16.66666667","18","18","19","19","6.409090909","6.409090909","37","37"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00191","","","","1","18.51","50.43","2","23","14","10","10","10","10","2","9","3","4","5","7","3","5","2.3","1.4","2.7","3.7","6.4","37","0.1","0.1","0.1","3.7","3.7","2.3","2.3","0.37","0.37","0.27","0.27","62.16216216","57.8125","100","36.70434265","1.358060678","7.666666667","7.666666667","12.33333333","12.33333333","9","9","4.526868927","4.526868927","21.33333333","21.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00192","","","","3","","","","0","0","","","10","0","","","","","","2","7","9","0","0","0.4","0","0.4","0","","","","","0","","0","","0","","0.04","","0","","","","0","","0","","1.333333333","","","","1.333333333",""
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00193","","","","1","16.15","50.12","4","43","6","9","9","10","6","8","4","3","6","8","9","4","2","4.3","0.6","20.4","4.9","25.3","49","0.1","0.1","0.1","5.444444444","4.9","4.777777778","4.3","0.544444444","0.49","2.266666667","2.04","87.75510204","19.36758893","90","32.2226656","1.578910615","14.33333333","15.92592593","16.33333333","18.14814815","68","75.55555556","5.263035382","5.847817091","84.33333333","93.7037037"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00194","","","","1","15.45","40.1","1","39","4","10","10","10","10","4","6","1","","6","4","6","7","3.9","0.4","4.3","4.3","8.6","43","0.1","0.1","0.1","4.3","4.3","3.9","3.9","0.43","0.43","0.43","0.43","90.69767442","50","100","38.5286783","1.656733167","13","13","14.33333333","14.33333333","14.33333333","14.33333333","5.52244389","5.52244389","28.66666667","28.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00195","","","","1","","","1","15","2","10","10","10","10","","","1","5","5","7","4","5","1.5","2","5.2","3.5","8.7","17","0.1","1","0.205882353","1.7","1.7","1.5","1.5","0.35","0.35","0.52","0.52","88.23529412","40.22988506","100","","","5","5","11.66666667","11.66666667","17.33333333","17.33333333","","","29","29"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00196","","","","1","","","3","24","28","10","10","10","10","","","1","5","6","6","6","7","2.4","2.8","6.5","5.2","11.7","52","0.1","0.1","0.1","5.2","5.2","2.4","2.4","0.52","0.52","0.65","0.65","46.15384615","44.44444444","100","","","8","8","17.33333333","17.33333333","21.66666667","21.66666667","","","39","39"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00197","","","","1","17.32","50.07","4","14","9","8","8","10","6","2","8","1","4","5","6","4","5","1.4","0.9","9.7","2.3","12","23","0.1","0.1","0.1","2.875","2.3","1.75","1.4","0.2875","0.23","1.2125","0.97","60.86956522","19.16666667","80","34.5915718","0.795606151","4.666666667","5.833333333","7.666666667","9.583333333","32.33333333","40.41666667","2.652020505","3.315025631","40","50"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00198","","","","4","18.78","50.43","1","14","4","7","7","10","7","6","3","1","5","6","9","2","2","1.4","0.4","33.6","1.8","35.4","18","0.1","0.1","0.1","2.571428571","1.8","2","1.4","0.257142857","0.18","4.8","3.36","77.77777778","5.084745763","70","37.23973825","0.670315289","4.666666667","6.666666667","6","8.571428571","112","160","2.234384295","3.191977564","118","168.5714286"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00199","","","","1","15.98","50.28","2","48","9","10","10","10","9","6","5","1","","7","8","3","4","4.8","0.9","6.8","5.7","12.5","57","0.1","0.1","0.1","5.7","5.7","4.8","4.8","0.57","0.57","0.68","0.68","84.21052632","45.6","100","31.78202068","1.811575179","16","16","19","19","22.66666667","22.66666667","6.03858393","6.03858393","41.66666667","41.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00200","","","","1","16.23","50.14","1","15","8","10","10","10","7","6","6","1","4","5","8","3","3","1.5","0.8","15.5","2.3","17.8","23","0.1","0.1","0.1","2.3","2.3","1.5","1.5","0.23","0.23","1.55","1.55","65.2173913","12.92134831","100","32.36936578","0.744495413","5","5","7.666666667","7.666666667","51.66666667","51.66666667","2.481651376","2.481651376","59.33333333","59.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00201","","","","1","17.31","50.68","1","18","1","10","10","10","10","5","3","1","3","4","9","3","3","1.8","1","7.6","2.8","10.4","19","0.1","1","0.147368421","1.9","1.9","1.8","1.8","0.28","0.28","0.76","0.76","94.73684211","26.92307692","100","34.1554854","0.956353591","6","6","9.333333333","9.333333333","25.33333333","25.33333333","3.187845304","3.187845304","34.66666667","34.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00202","","","","1","14.72","50.15","4","14","4","5","5","10","5","5","6","1","4","5","","4","","1.4","0.4","1.3","1.8","3.1","18","0.1","0.1","0.1","3.6","1.8","2.8","1.4","0.36","0.18","0.26","0.13","77.77777778","58.06451613","50","29.35194417","0.528334995","4.666666667","9.333333333","6","12","4.333333333","8.666666667","1.76111665","3.5222333","10.33333333","20.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00203","","","","4","18.38","50.34","4","8","6","8","8","10","8","7","4","1","4","5","6","4","4","0.8","0.6","1.9","1.4","3.3","14","0.1","0.1","0.1","1.75","1.4","1","0.8","0.175","0.14","0.2375","0.19","57.14285714","42.42424242","80","36.5117203","0.511164084","2.666666667","3.333333333","4.666666667","5.833333333","6.333333333","7.916666667","1.703880281","2.129850351","11","13.75"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00204","","","","1","14.57","50.26","1","2","4","8","8","10","3","4","9","1","3","4","2","6","9","0.2","0.4","8.1","0.6","8.7","6","0.1","0.1","0.1","0.75","0.6","0.25","0.2","0.075","0.06","1.0125","0.81","33.33333333","6.896551724","80","28.98925587","0.173935535","0.666666667","0.833333333","2","2.5","27","33.75","0.579785117","0.724731397","29","36.25"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00205","","","","1","18.97","50.21","4","49","7","8","8","10","7","3","3","1","5","7","9","4","2","4.9","0.7","12.3","5.6","17.9","56","0.1","0.1","0.1","7","5.6","6.125","4.9","0.7","0.56","1.5375","1.23","87.5","31.2849162","80","37.78131846","2.115753834","16.33333333","20.41666667","18.66666667","23.33333333","41","51.25","7.05251278","8.815640975","59.66666667","74.58333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00206","","","","1","","","2","17","15","10","10","10","7","","","1","4","7","5","6","6","1.7","1.5","15.8","3.2","19","32","0.1","0.1","0.1","3.2","3.2","1.7","1.7","0.32","0.32","1.58","1.58","53.125","16.84210526","100","","","5.666666667","5.666666667","10.66666667","10.66666667","52.66666667","52.66666667","","","63.33333333","63.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00207","","","","1","","","3","4","1","9","9","10","9","","","1","3","4","6","4","6","0.4","1","11.8","1.4","13.2","5","0.1","1","0.28","0.555555556","0.5","0.444444444","0.4","0.155555556","0.14","1.311111111","1.18","80","10.60606061","90","","","1.333333333","1.481481481","4.666666667","5.185185185","39.33333333","43.7037037","","","44","48.88888889"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00208","","","","2","","","2","3","5","7","7","10","6","","","1","5","4","4","7","7","0.3","0.5","2.1","0.8","2.9","8","0.1","0.1","0.1","1.142857143","0.8","0.428571429","0.3","0.114285714","0.08","0.3","0.21","37.5","27.5862069","70","","","1","1.428571429","2.666666667","3.80952381","7","10","","","9.666666667","13.80952381"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00209","","","","1","13.78","50.69","3","119","9","9","9","10","9","3","3","1","7","9","7","5","5","11.9","0.9","16.7","12.8","29.5","128","0.1","0.1","0.1","14.22222222","12.8","13.22222222","11.9","1.422222222","1.28","1.855555556","1.67","92.96875","43.38983051","90","27.18484908","3.479660683","39.66666667","44.07407407","42.66666667","47.40740741","55.66666667","61.85185185","11.59886894","12.88763216","98.33333333","109.2592593"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00210","","","","1","15.33","50.27","1","54","18","10","10","10","10","6","3","1","7","7","9","2","3","5.4","1.8","10.3","7.2","17.5","72","0.1","0.1","0.1","7.2","7.2","5.4","5.4","0.72","0.72","1.03","1.03","75","41.14285714","100","30.49532524","2.195663418","18","18","24","24","34.33333333","34.33333333","7.318878058","7.318878058","58.33333333","58.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00211","","","","1","17.17","50.67","3","47","1","8","8","10","7","9","9","1","5","6","6","3","5","4.7","1","10.7","5.7","16.4","48","0.1","1","0.11875","6","4.8","5.875","4.7","0.7125","0.57","1.3375","1.07","97.91666667","34.75609756","80","33.88592856","1.931497928","15.66666667","19.58333333","19","23.75","35.66666667","44.58333333","6.438326426","8.047908032","54.66666667","68.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00212","","","","1","14.42","50.35","3","66","28","10","10","10","10","8","7","1","5","7","8","2","4","6.6","2.8","6.3","9.4","15.7","94","0.1","0.1","0.1","9.4","9.4","6.6","6.6","0.94","0.94","0.63","0.63","70.21276596","59.87261146","100","28.63952334","2.692115194","22","22","31.33333333","31.33333333","21","21","8.973717312","8.973717312","52.33333333","52.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00213","","","","1","","","2","33","42","9","9","10","9","","","1","5","7","5","3","6","3.3","4.2","5.1","7.5","12.6","75","0.1","0.1","0.1","8.333333333","7.5","3.666666667","3.3","0.833333333","0.75","0.566666667","0.51","44","59.52380952","90","","","11","12.22222222","25","27.77777778","17","18.88888889","","","42","46.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00214","","","","1","17.48","50.02","2","1","3","8","8","10","3","4","6","1","4","5","5","3","5","1","0.3","8.2","1.3","9.5","4","1","0.1","0.325","0.5","0.4","0.125","0.1","0.1625","0.13","1.025","0.82","25","13.68421053","80","34.94602159","0.454298281","3.333333333","4.166666667","4.333333333","5.416666667","27.33333333","34.16666667","1.514327602","1.892909503","31.66666667","39.58333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00215","","","","1","13.02","50.74","1","36","21","10","10","10","10","6","6","1","6","7","6","2","5","3.6","2.1","3.4","5.7","9.1","57","0.1","0.1","0.1","5.7","5.7","3.6","3.6","0.57","0.57","0.34","0.34","63.15789474","62.63736264","100","25.66022862","1.462633031","12","12","19","19","11.33333333","11.33333333","4.875443437","4.875443437","30.33333333","30.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00216","","","","1","","","1","3","5","10","10","10","6","","","1","4","4","8","2","4","0.3","0.5","10.3","0.8","11.1","8","0.1","0.1","0.1","0.8","0.8","0.3","0.3","0.08","0.08","1.03","1.03","37.5","7.207207207","100","","","1","1","2.666666667","2.666666667","34.33333333","34.33333333","","","37","37"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00217","","","","4","16.19","50.95","1","17","21","9","9","10","9","4","6","1","4","6","7","3","4","1.7","2.1","5.5","3.8","9.3","38","0.1","0.1","0.1","4.222222222","3.8","1.888888889","1.7","0.422222222","0.38","0.611111111","0.55","44.73684211","40.86021505","90","31.77625123","1.207497547","5.666666667","6.296296296","12.66666667","14.07407407","18.33333333","20.37037037","4.024991822","4.472213136","31","34.44444444"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00218","","","","1","16.87","50.53","2","2","1","9","9","10","8","4","3","1","4","6","7","4","4","2","1","6","3","9","3","1","1","1","0.333333333","0.3","0.222222222","0.2","0.333333333","0.3","0.666666667","0.6","66.66666667","33.33333333","90","33.38610726","1.001583218","6.666666667","7.407407407","10","11.11111111","20","22.22222222","3.338610726","3.709567474","30","33.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00219","","","","1","15.63","50.84","3","21","1","10","10","10","9","6","6","1","5","6","4","5","7","2.1","1","5.5","3.1","8.6","22","0.1","1","0.140909091","2.2","2.2","2.1","2.1","0.31","0.31","0.55","0.55","95.45454545","36.04651163","100","30.74350905","0.95304878","7","7","10.33333333","10.33333333","18.33333333","18.33333333","3.176829268","3.176829268","28.66666667","28.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00220","","","","1","","","3","14","12","8","8","10","8","","","1","4","5","8","3","4","1.4","1.2","5.4","2.6","8","26","0.1","0.1","0.1","3.25","2.6","1.75","1.4","0.325","0.26","0.675","0.54","53.84615385","32.5","80","","","4.666666667","5.833333333","8.666666667","10.83333333","18","22.5","","","26.66666667","33.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00221","","","","1","18.34","50.44","1","5","1","9","9","10","8","3","2","1","4","7","6","4","5","5","1","6","6","12","6","1","1","1","0.666666667","0.6","0.555555556","0.5","0.666666667","0.6","0.666666667","0.6","83.33333333","50","90","36.36003172","2.181601903","16.66666667","18.51851852","20","22.22222222","20","22.22222222","7.272006344","8.080007049","40","44.44444444"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00222","","","","1","12.53","50.34","2","51","17","8","8","10","8","5","9","1","8","8","6","4","5","5.1","1.7","6.3","6.8","13.1","68","0.1","0.1","0.1","8.5","6.8","6.375","5.1","0.85","0.68","0.7875","0.63","75","51.90839695","80","24.89074295","1.69257052","17","21.25","22.66666667","28.33333333","21","26.25","5.641901735","7.052377169","43.66666667","54.58333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00223","","","","1","","","","0","0","","","10","0","","","","","","9","3","2","0","0","21.8","0","21.8","0","","","","","0","","0","","0","","2.18","","0","","","","0","","0","","72.66666667","","","","72.66666667",""
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00224","","","","1","15.99","50.36","2","101","27","9","9","10","9","5","9","2","7","8","8","3","2","10.1","2.7","15.6","12.8","28.4","128","0.1","0.1","0.1","14.22222222","12.8","11.22222222","10.1","1.422222222","1.28","1.733333333","1.56","78.90625","45.07042254","90","31.75138999","4.064177919","33.66666667","37.40740741","42.66666667","47.40740741","52","57.77777778","13.54725973","15.05251081","94.66666667","105.1851852"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00225","","","","1","14.69","50.16","1","13","13","10","10","10","9","6","5","1","5","5","5","5","7","1.3","1.3","5.1","2.6","7.7","26","0.1","0.1","0.1","2.6","2.6","1.3","1.3","0.26","0.26","0.51","0.51","50","33.76623377","100","29.28628389","0.761443381","4.333333333","4.333333333","8.666666667","8.666666667","17","17","2.538144604","2.538144604","25.66666667","25.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00226","","","","1","19.27","50.48","3","8","14","10","10","10","10","8","6","1","4","4","4","6","7","0.8","1.4","9.3","2.2","11.5","22","0.1","0.1","0.1","2.2","2.2","0.8","0.8","0.22","0.22","0.93","0.93","36.36363636","19.13043478","100","38.17353407","0.83981775","2.666666667","2.666666667","7.333333333","7.333333333","31","31","2.799392499","2.799392499","38.33333333","38.33333333"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00227","","","","1","","","4","0","2","9","9","10","8","","","1","2","3","4","3","7","0","2","12","2","14","2","","1","1","0.222222222","0.2","0","0","0.222222222","0.2","1.333333333","1.2","0","14.28571429","90","","","0","0","6.666666667","7.407407407","40","44.44444444","","","46.66666667","51.85185185"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00228","","","","1","","","1","0","3","7","7","10","2","","","1","2","2","9","4","2","0","0.2","6.5","0.2","6.7","3","","0.066666667","0.066666667","0.428571429","0.3","0","0","0.028571429","0.02","0.928571429","0.65","0","2.985074627","70","","","0","0","0.666666667","0.952380952","21.66666667","30.95238095","","","22.33333333","31.9047619"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00229","","","","1","16.11","50.61","1","1","2","3","3","10","1","6","8","1","5","5","9","4","3","0.3","0.1","0.9","0.4","1.3","3","0.3","0.05","0.133333333","1","0.3","0.333333333","0.1","0.133333333","0.04","0.3","0.09","33.33333333","30.76923077","30","31.83165382","0.127326615","1","3.333333333","1.333333333","4.444444444","3","10","0.424422051","1.41474017","4.333333333","14.44444444"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00230","","","","1","","","2","11","7","8","8","10","8","","","1","5","5","3","6","8","1.1","0.7","3.4","1.8","5.2","18","0.1","0.1","0.1","2.25","1.8","1.375","1.1","0.225","0.18","0.425","0.34","61.11111111","34.61538462","80","","","3.666666667","4.583333333","6","7.5","11.33333333","14.16666667","","","17.33333333","21.66666667"
"","","GHP2014FMS-PT01","","","","","","","","","GHP2014FMS-PT01-00231","","","","1","14.33","50.33","4","66","15","9","9","10","9","8","3","1","7","8","8","5","3","6.6","1.5","12.8","8.1","20.9","81","0.1","0.1","0.1","9","8.1","7.333333333","6.6","0.9","0.81","1.422222222","1.28","81.48148148","38.75598086","90","28.47208424","2.306238824","22","24.44444444","27","30","42.66666667","47.40740741","7.687462746","8.541625273","69.66666667","77.40740741"
