"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2016EJR-AT02","","","","","","","","","GHP2016EJR-AT02-00001","","","","5","1","43","78","30","27","30","25","2","5","3","8","3","3","5.7","1.9","12.2","7.6","19.8","121","0.13255814","0.024358974","0.062809917","4.481481481","4.033333333","1.592592593","1.433333333","0.281481481","0.253333333","0.451851852","0.406666667","35.53719008","38.38383838","90","6.333333333","7.037037037","8.444444444","9.382716049","13.55555556","15.0617284","22","24.44444444"
"","","GHP2016EJR-AT02","","","","","","","","","GHP2016EJR-AT02-00010","","","","5","2","50","45","30","30","30","29","3","3","3","8","3","3","10.3","2.4","6.3","12.7","19","95","0.206","0.053333333","0.133684211","3.166666667","3.166666667","1.666666667","1.666666667","0.423333333","0.423333333","0.21","0.21","52.63157895","66.84210526","100","11.44444444","11.44444444","14.11111111","14.11111111","7","7","21.11111111","21.11111111"
"","","GHP2016EJR-AT02","","","","","","","","","GHP2016EJR-AT02-00011","","","","3","1","46","16","30","22","30","22","2","3","3","8","3","3","10.9","0.8","11.7","11.7","23.4","62","0.236956522","0.05","0.188709677","2.818181818","2.066666667","2.090909091","1.533333333","0.531818182","0.39","0.531818182","0.39","74.19354839","50","73.33333333","12.11111111","16.51515152","13","17.72727273","13","17.72727273","26","35.45454545"
"","","GHP2016EJR-AT02","","","","","","","","","GHP2016EJR-AT02-00012","","","","3","2","53","39","30","30","30","25","2","3","3","8","1","3","12.2","2.3","11.8","14.5","26.3","92","0.230188679","0.058974359","0.157608696","3.066666667","3.066666667","1.766666667","1.766666667","0.483333333","0.483333333","0.393333333","0.393333333","57.60869565","55.13307985","100","13.55555556","13.55555556","16.11111111","16.11111111","13.11111111","13.11111111","29.22222222","29.22222222"
"","","GHP2016EJR-AT02","","","","","","","","","GHP2016EJR-AT02-00013","","","","5","3","38","36","30","22","30","20","3","3","2","8","1","1","5.6","1.7","9.2","7.3","16.5","74","0.147368421","0.047222222","0.098648649","3.363636364","2.466666667","1.727272727","1.266666667","0.331818182","0.243333333","0.418181818","0.306666667","51.35135135","44.24242424","73.33333333","6.222222222","8.484848485","8.111111111","11.06060606","10.22222222","13.93939394","18.33333333","25"
"","","GHP2016EJR-AT02","","","","","","","","","GHP2016EJR-AT02-00014","","","","3","1","47","42","30","23","30","22","2","3","3","8","3","3","6.7","1.8","3.2","8.5","11.7","89","0.142553191","0.042857143","0.095505618","3.869565217","2.966666667","2.043478261","1.566666667","0.369565217","0.283333333","0.139130435","0.106666667","52.80898876","72.64957265","76.66666667","7.444444444","9.710144928","9.444444444","12.31884058","3.555555556","4.637681159","13","16.95652174"
"","","GHP2016EJR-AT02","","","","","","","","","GHP2016EJR-AT02-00015","","","","3","1","53","47","30","30","30","25","2","3","5","8","3","3","7.3","1.9","7.8","9.2","17","100","0.137735849","0.040425532","0.092","3.333333333","3.333333333","1.766666667","1.766666667","0.306666667","0.306666667","0.26","0.26","53","54.11764706","100","8.111111111","8.111111111","10.22222222","10.22222222","8.666666667","8.666666667","18.88888889","18.88888889"
"","","GHP2016EJR-AT02","","","","","","","","","GHP2016EJR-AT02-00016","","","","3","1","42","36","30","27","30","26","2","3","5","8","4","4","8.6","1.7","4","10.3","14.3","78","0.204761905","0.047222222","0.132051282","2.888888889","2.6","1.555555556","1.4","0.381481481","0.343333333","0.148148148","0.133333333","53.84615385","72.02797203","90","9.555555556","10.61728395","11.44444444","12.71604938","4.444444444","4.938271605","15.88888889","17.65432099"
"","","GHP2016EJR-AT02","","","","","","","","","GHP2016EJR-AT02-00017","","","","4","2","43","37","30","28","30","27","3","3","3","8","1","1","5.8","2.2","8.2","8","16.2","80","0.134883721","0.059459459","0.1","2.857142857","2.666666667","1.535714286","1.433333333","0.285714286","0.266666667","0.292857143","0.273333333","53.75","49.38271605","93.33333333","6.444444444","6.904761905","8.888888889","9.523809524","9.111111111","9.761904762","18","19.28571429"
"","","GHP2016EJR-AT02","","","","","","","","","GHP2016EJR-AT02-00018","","","","3","1","69","23","30","28","30","28","2","3","5","8","1","1","15.1","1.5","9.1","16.6","25.7","92","0.21884058","0.065217391","0.180434783","3.285714286","3.066666667","2.464285714","2.3","0.592857143","0.553333333","0.325","0.303333333","75","64.59143969","93.33333333","16.77777778","17.97619048","18.44444444","19.76190476","10.11111111","10.83333333","28.55555556","30.5952381"
"","","GHP2016EJR-AT02","","","","","","","","","GHP2016EJR-AT02-00019","","","","3","2","58","47","30","21","30","21","2","3","5","8","3","3","8","2.3","6.6","10.3","16.9","105","0.137931034","0.04893617","0.098095238","5","3.5","2.761904762","1.933333333","0.49047619","0.343333333","0.314285714","0.22","55.23809524","60.94674556","70","8.888888889","12.6984127","11.44444444","16.34920635","7.333333333","10.47619048","18.77777778","26.82539683"
"","","GHP2016EJR-AT02","","","","","","","","","GHP2016EJR-AT02-00002","","","","3","1","68","25","30","29","30","27","3","3","3","8","1","1","14.5","1.3","9.6","15.8","25.4","93","0.213235294","0.052","0.169892473","3.206896552","3.1","2.344827586","2.266666667","0.544827586","0.526666667","0.331034483","0.32","73.11827957","62.20472441","96.66666667","16.11111111","16.66666667","17.55555556","18.16091954","10.66666667","11.03448276","28.22222222","29.1954023"
"","","GHP2016EJR-AT02","","","","","","","","","GHP2016EJR-AT02-00020","","","","5","3","58","52","30","30","30","27","4","3","3","8","1","3","8.6","2.8","11.4","11.4","22.8","110","0.148275862","0.053846154","0.103636364","3.666666667","3.666666667","1.933333333","1.933333333","0.38","0.38","0.38","0.38","52.72727273","50","100","9.555555556","9.555555556","12.66666667","12.66666667","12.66666667","12.66666667","25.33333333","25.33333333"
"","","GHP2016EJR-AT02","","","","","","","","","GHP2016EJR-AT02-00021","","","","3","2","67","82","30","28","30","28","2","3","3","8","1","1","12.3","4.3","13","16.6","29.6","149","0.18358209","0.052439024","0.111409396","5.321428571","4.966666667","2.392857143","2.233333333","0.592857143","0.553333333","0.464285714","0.433333333","44.96644295","56.08108108","93.33333333","13.66666667","14.64285714","18.44444444","19.76190476","14.44444444","15.47619048","32.88888889","35.23809524"
"","","GHP2016EJR-AT02","","","","","","","","","GHP2016EJR-AT02-00022","","","","3","1","20","32","30","24","30","24","2","3","5","8","3","3","3.8","1.5","11.2","5.3","16.5","52","0.19","0.046875","0.101923077","2.166666667","1.733333333","0.833333333","0.666666667","0.220833333","0.176666667","0.466666667","0.373333333","38.46153846","32.12121212","80","4.222222222","5.277777778","5.888888889","7.361111111","12.44444444","15.55555556","18.33333333","22.91666667"
