"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00108","","","","","","","","","","0","0","8","10","0","","","","8","3","0","0","5.8","0","5.8","0","","","","0","0","0","0","0","0","0.725","0.58","","0","80","","","0","0","0","0","19.33333333","24.16666667","","","19.33333333","24.16666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00109","","","","","","","","","","0","0","4","10","0","","","","2","8","0","0","1.3","0","1.3","0","","","","0","0","0","0","0","0","0.325","0.13","","0","40","","","0","0","0","0","4.333333333","10.83333333","","","4.333333333","10.83333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00011","","","","","","","","1","1","2","40","5","10","5","1","","3","9","2","0.7","1.5","8.6","2.2","10.8","42","0.35","0.0375","0.052380952","8.4","4.2","0.4","0.2","0.44","0.22","1.72","0.86","4.761904762","20.37037037","50","","","2.333333333","4.666666667","7.333333333","14.66666667","28.66666667","57.33333333","","","36","72"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00110","","","","","","","","","","0","0","4","10","0","","","","4","6","0","0","1.8","0","1.8","0","","","","0","0","0","0","0","0","0.45","0.18","","0","40","","","0","0","0","0","6","15","","","6","15"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00111","","","","","","","","","","0","0","2","10","0","","","","1","9","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.25","0.05","","0","20","","","0","0","0","0","1.666666667","8.333333333","","","1.666666667","8.333333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00112","","","","","","","","","","0","0","5","10","0","","","","1","9","0","0","1.4","0","1.4","0","","","","0","0","0","0","0","0","0.28","0.14","","0","50","","","0","0","0","0","4.666666667","9.333333333","","","4.666666667","9.333333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00113","","","","","","","","","","0","0","5","10","0","","","","8","3","0","0","7.5","0","7.5","0","","","","0","0","0","0","0","0","1.5","0.75","","0","50","","","0","0","0","0","25","50","","","25","50"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00114","","","","","","","","1","1","0","4","5","10","2","1","","1","1","9","0","0.3","1","0.3","1.3","4","","0.075","0.075","0.8","0.4","0","0","0.06","0.03","0.2","0.1","0","23.07692308","50","","","0","0","1","2","3.333333333","6.666666667","","","4.333333333","8.666666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00115","","","","","","","","","","0","0","4","10","0","","","","3","8","0","0","2.4","0","2.4","0","","","","0","0","0","0","0","0","0.6","0.24","","0","40","","","0","0","0","0","8","20","","","8","20"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00116","","","","","","","","2","1","0","16","6","10","5","1","","1","1","9","0","0.5","1.7","0.5","2.2","16","","0.03125","0.03125","2.666666667","1.6","0","0","0.083333333","0.05","0.283333333","0.17","0","22.72727273","60","","","0","0","1.666666667","2.777777778","5.666666667","9.444444444","","","7.333333333","12.22222222"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00117","","","","","","","","1","1","3","24","10","10","10","1","","5","9","6","0.8","2.1","10.6","2.9","13.5","27","0.266666667","0.0875","0.107407407","2.7","2.7","0.3","0.3","0.29","0.29","1.06","1.06","11.11111111","21.48148148","100","","","2.666666667","2.666666667","9.666666667","9.666666667","35.33333333","35.33333333","","","45","45"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00118","","","","","","","","1","1","0","2","8","10","2","1","","4","7","5","0","0.4","5.3","0.4","5.7","2","","0.2","0.2","0.25","0.2","0","0","0.05","0.04","0.6625","0.53","0","7.01754386","80","","","0","0","1.333333333","1.666666667","17.66666667","22.08333333","","","19","23.75"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00119","","","","","","","","1","1","0","5","9","10","1","1","","2","9","2","0","0.4","9.3","0.4","9.7","5","","0.08","0.08","0.555555556","0.5","0","0","0.044444444","0.04","1.033333333","0.93","0","4.12371134","90","","","0","0","1.333333333","1.481481481","31","34.44444444","","","32.33333333","35.92592593"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00012","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00120","","","","16.84","50.44","1.683863","3.6999159","3","1","7","28","10","10","10","3","67.9674759","6","8","3","2.2","2.5","5.7","4.7","10.4","35","0.314285714","0.089285714","0.134285714","3.5","3.5","0.7","0.7","0.47","0.47","0.57","0.57","20","45.19230769","100","33.38620143","1.569151467","7.333333333","7.333333333","15.66666667","15.66666667","19","19","5.23050489","5.23050489","34.66666667","34.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00121","","","","","","","","","","0","0","2","10","0","","","","2","8","0","0","2.2","0","2.2","0","","","","0","0","0","0","0","0","1.1","0.22","","0","20","","","0","0","0","0","7.333333333","36.66666667","","","7.333333333","36.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00122","","","","","","","","","","0","0","3","10","0","","","","2","8","0","0","3.8","0","3.8","0","","","","0","0","0","0","0","0","1.266666667","0.38","","0","30","","","0","0","0","0","12.66666667","42.22222222","","","12.66666667","42.22222222"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00123","","","","","","","","4","1","0","6","5","10","3","1","","1","1","9","0","0.2","1.5","0.2","1.7","6","","0.033333333","0.033333333","1.2","0.6","0","0","0.04","0.02","0.3","0.15","0","11.76470588","50","","","0","0","0.666666667","1.333333333","5","10","","","5.666666667","11.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00124","","","","","","","","1","1","0","5","3","10","1","1","","1","1","9","0","0.4","1.9","0.4","2.3","5","","0.08","0.08","1.666666667","0.5","0","0","0.133333333","0.04","0.633333333","0.19","0","17.39130435","30","","","0","0","1.333333333","4.444444444","6.333333333","21.11111111","","","7.666666667","25.55555556"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00125","","","","","","","","3","1","0","3","4","10","2","1","","1","1","9","0","0.3","1.1","0.3","1.4","3","","0.1","0.1","0.75","0.3","0","0","0.075","0.03","0.275","0.11","0","21.42857143","40","","","0","0","1","2.5","3.666666667","9.166666667","","","4.666666667","11.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00126","","","","","","","","","","0","0","3","10","0","","","","6","2","0","0","2.3","0","2.3","0","","","","0","0","0","0","0","0","0.766666667","0.23","","0","30","","","0","0","0","0","7.666666667","25.55555556","","","7.666666667","25.55555556"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00127","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00128","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00129","","","","","","","","1","1","0","5","2","10","2","1","","2","6","5","0","0.5","1","0.5","1.5","5","","0.1","0.1","2.5","0.5","0","0","0.25","0.05","0.5","0.1","0","33.33333333","20","","","0","0","1.666666667","8.333333333","3.333333333","16.66666667","","","5","25"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00013","","","","","","","","1","1","3","34","10","10","7","1","","2","9","3","0.5","1.4","12","1.9","13.9","37","0.166666667","0.041176471","0.051351351","3.7","3.7","0.3","0.3","0.19","0.19","1.2","1.2","8.108108108","13.66906475","100","","","1.666666667","1.666666667","6.333333333","6.333333333","40","40","","","46.33333333","46.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00130","","","","","","","","","","0","0","3","10","0","","","","6","7","0","0","3.2","0","3.2","0","","","","0","0","0","0","0","0","1.066666667","0.32","","0","30","","","0","0","0","0","10.66666667","35.55555556","","","10.66666667","35.55555556"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00131","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00132","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00133","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00134","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00135","","","","","","","","1","","","","3","10","","","","","8","3","","","4.3","","","","","","","","","","","","","1.433333333","0.43","","","30","","","","","","","14.33333333","47.77777778","","","",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00136","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00137","","","","","","","","1","1","4","19","9","10","6","1","","4","9","4","1.1","1.3","6.5","2.4","8.9","23","0.275","0.068421053","0.104347826","2.555555556","2.3","0.444444444","0.4","0.266666667","0.24","0.722222222","0.65","17.39130435","26.96629213","90","","","3.666666667","4.074074074","8","8.888888889","21.66666667","24.07407407","","","29.66666667","32.96296296"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00138","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00139","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00014","","","","","","","","","","0","0","10","10","0","","","","3","8","0","0","4.4","0","4.4","0","","","","0","0","0","0","0","0","0.44","0.44","","0","100","","","0","0","0","0","14.66666667","14.66666667","","","14.66666667","14.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00140","","","","","","","","","","0","0","4","10","0","","","","7","5","0","0","3.4","0","3.4","0","","","","0","0","0","0","0","0","0.85","0.34","","0","40","","","0","0","0","0","11.33333333","28.33333333","","","11.33333333","28.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00141","","","","","","","","1","","0","7","5","10","1","1","","1","5","8","0","0.2","2.7","0.2","2.9","7","","0.028571429","0.028571429","1.4","0.7","0","0","0.04","0.02","0.54","0.27","0","6.896551724","50","","","0","0","0.666666667","1.333333333","9","18","","","9.666666667","19.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00142","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00143","","","","","","","","","","0","0","1","10","0","","","","4","7","0","0","1.5","0","1.5","0","","","","0","0","0","0","0","0","1.5","0.15","","0","10","","","0","0","0","0","5","50","","","5","50"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00144","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00145","","","","","","","","","","0","0","1","10","0","","","","1","9","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.5","0.05","","0","10","","","0","0","0","0","1.666666667","16.66666667","","","1.666666667","16.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00146","","","","","","","","","","0","0","1","10","0","","","","1","9","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.5","0.05","","0","10","","","0","0","0","0","1.666666667","16.66666667","","","1.666666667","16.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00147","","","","","","","","","","0","0","8","10","0","","","","7","7","0","0","3","0","3","0","","","","0","0","0","0","0","0","0.375","0.3","","0","80","","","0","0","0","0","10","12.5","","","10","12.5"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00148","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00149","","","","","","","","","","0","0","1","10","0","","","","8","3","0","0","1.8","0","1.8","0","","","","0","0","0","0","0","0","1.8","0.18","","0","10","","","0","0","0","0","6","60","","","6","60"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00015","","","","","","","","3","1","0","12","4","10","1","1","","1","2","9","0","0.2","1.1","0.2","1.3","12","","0.016666667","0.016666667","3","1.2","0","0","0.05","0.02","0.275","0.11","0","15.38461538","40","","","0","0","0.666666667","1.666666667","3.666666667","9.166666667","","","4.333333333","10.83333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00150","","","","","","","","","","0","0","2","10","0","","","","9","6","0","0","3.8","0","3.8","0","","","","0","0","0","0","0","0","1.9","0.38","","0","20","","","0","0","0","0","12.66666667","63.33333333","","","12.66666667","63.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00151","","","","14.46","50.72","1.428899","2.841109","1","1","6","12","3","10","3","1","64.7700882","1","8","4","1.3","0.7","2.7","2","4.7","18","0.216666667","0.058333333","0.111111111","6","1.8","2","0.6","0.666666667","0.2","0.9","0.27","33.33333333","42.55319149","30","28.50946372","0.570189274","4.333333333","14.44444444","6.666666667","22.22222222","9","30","1.900630915","6.335436383","15.66666667","52.22222222"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00152","","","","","","","","","","0","0","5","10","0","","","","3","8","0","0","5.4","0","5.4","0","","","","0","0","0","0","0","0","1.08","0.54","","0","50","","","0","0","0","0","18","36","","","18","36"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00153","","","","","","","","1","1","0","17","10","10","6","1","","1","5","7","0","1.7","3.5","1.7","5.2","17","","0.1","0.1","1.7","1.7","0","0","0.17","0.17","0.35","0.35","0","32.69230769","100","","","0","0","5.666666667","5.666666667","11.66666667","11.66666667","","","17.33333333","17.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00154","","","","","","","","","","0","0","8","10","0","","","","8","6","0","0","7.2","0","7.2","0","","","","0","0","0","0","0","0","0.9","0.72","","0","80","","","0","0","0","0","24","30","","","24","30"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00155","","","","17.06","50.67","0.804338","2.2817619","1","1","6","5","5","10","5","1","69.2200775","7","6","6","1.4","0.5","3.5","1.9","5.4","11","0.233333333","0.1","0.172727273","2.2","1.1","1.2","0.6","0.38","0.19","0.7","0.35","54.54545455","35.18518519","50","33.66883758","0.639707914","4.666666667","9.333333333","6.333333333","12.66666667","11.66666667","23.33333333","2.132359713","4.264719426","18","36"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00156","","","","","","","","","","0","0","4","10","0","","","","1","9","0","0","1.7","0","1.7","0","","","","0","0","0","0","0","0","0.425","0.17","","0","40","","","0","0","0","0","5.666666667","14.16666667","","","5.666666667","14.16666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00157","","","","","","","","","","0","0","7","10","0","","","","8","7","0","0","7.1","0","7.1","0","","","","0","0","0","0","0","0","1.014285714","0.71","","0","70","","","0","0","0","0","23.66666667","33.80952381","","","23.66666667","33.80952381"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00158","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00159","","","","","","","","3","1","0","2","5","10","1","1","","1","1","9","0","0.1","2.3","0.1","2.4","2","","0.05","0.05","0.4","0.2","0","0","0.02","0.01","0.46","0.23","0","4.166666667","50","","","0","0","0.333333333","0.666666667","7.666666667","15.33333333","","","8","16"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00016","","","","","","","","3","1","0","3","5","10","2","1","","1","6","5","0","0.2","2","0.2","2.2","3","","0.066666667","0.066666667","0.6","0.3","0","0","0.04","0.02","0.4","0.2","0","9.090909091","50","","","0","0","0.666666667","1.333333333","6.666666667","13.33333333","","","7.333333333","14.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00160","","","","11.45","50.3","5.3289089","8.87784","1","1","6","12","4","10","4","1","53.1589851","5","8","3","2.8","3.1","4.4","5.9","10.3","18","0.466666667","0.258333333","0.327777778","4.5","1.8","1.5","0.6","1.475","0.59","1.1","0.44","33.33333333","57.2815534","40","22.76341948","1.34304175","9.333333333","23.33333333","19.66666667","49.16666667","14.66666667","36.66666667","4.476805832","11.19201458","34.33333333","85.83333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00161","","","","","","","","","","0","0","1","10","0","","","","1","9","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.5","0.05","","0","10","","","0","0","0","0","1.666666667","16.66666667","","","1.666666667","16.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00162","","","","","","","","3","1","0","2","5","10","2","1","","2","7","7","0","0.4","5.2","0.4","5.6","2","","0.2","0.2","0.4","0.2","0","0","0.08","0.04","1.04","0.52","0","7.142857143","50","","","0","0","1.333333333","2.666666667","17.33333333","34.66666667","","","18.66666667","37.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00163","","","","12","50.85","3.2840331","6.2463899","1","1","12","32","10","10","10","1","55.9716301","6","7","3","2.3","3.7","4.7","6","10.7","44","0.191666667","0.115625","0.136363636","4.4","4.4","1.2","1.2","0.6","0.6","0.47","0.47","27.27272727","56.07476636","100","23.59882006","1.415929204","7.666666667","7.666666667","20","20","15.66666667","15.66666667","4.719764012","4.719764012","35.66666667","35.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00164","","","","","","","","3","1","0","12","4","10","3","1","","2","4","8","0","0.3","2.6","0.3","2.9","12","","0.025","0.025","3","1.2","0","0","0.075","0.03","0.65","0.26","0","10.34482759","40","","","0","0","1","2.5","8.666666667","21.66666667","","","9.666666667","24.16666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00165","","","","17.36","50.52","1.996272","4.4804382","1","1","16","29","10","10","10","1","70.7517242","8","4","6","4.6","1.9","5.7","6.5","12.2","45","0.2875","0.065517241","0.144444444","4.5","4.5","1.6","1.6","0.65","0.65","0.57","0.57","35.55555556","53.27868852","100","34.36262866","2.233570863","15.33333333","15.33333333","21.66666667","21.66666667","19","19","7.44523621","7.44523621","40.66666667","40.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00166","","","","14.47","50.51","2.6650839","5.1139779","1","1","18","14","7","10","5","1","67.1357422","7","8","4","5.7","0.6","7.4","6.3","13.7","32","0.316666667","0.042857143","0.196875","4.571428571","3.2","2.571428571","1.8","0.9","0.63","1.057142857","0.74","56.25","45.98540146","70","28.64779252","1.804810929","19","27.14285714","21","30","24.66666667","35.23809524","6.016036428","8.594337755","45.66666667","65.23809524"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00167","","","","","","","","1","1","6","17","6","10","6","1","","5","1","9","1","0.7","2.4","1.7","4.1","23","0.166666667","0.041176471","0.073913043","3.833333333","2.3","1","0.6","0.283333333","0.17","0.4","0.24","26.08695652","41.46341463","60","","","3.333333333","5.555555556","5.666666667","9.444444444","8","13.33333333","","","13.66666667","22.77777778"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00168","","","","","","","","","","0","0","1","10","0","","","","1","9","0","0","0.9","0","0.9","0","","","","0","0","0","0","0","0","0.9","0.09","","0","10","","","0","0","0","0","3","30","","","3","30"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00169","","","","15.06","50.84","4.6575379","7.4814749","1","1","6","23","10","10","9","3","59.2780647","4","8","4","1.5","2.3","4.7","3.8","8.5","29","0.25","0.1","0.131034483","2.9","2.9","0.6","0.6","0.38","0.38","0.47","0.47","20.68965517","44.70588235","100","29.62234461","1.125649095","5","5","12.66666667","12.66666667","15.66666667","15.66666667","3.752163651","3.752163651","28.33333333","28.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00017","","","","","","","","3","1","0","1","5","10","1","1","","1","3","8","0","0.1","2","0.1","2.1","1","","0.1","0.1","0.2","0.1","0","0","0.02","0.01","0.4","0.2","0","4.761904762","50","","","0","0","0.333333333","0.666666667","6.666666667","13.33333333","","","7","14"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00170","","","","","","","","3","1","0","1","3","10","1","1","","2","8","5","0","0.1","3.5","0.1","3.6","1","","0.1","0.1","0.333333333","0.1","0","0","0.033333333","0.01","1.166666667","0.35","0","2.777777778","30","","","0","0","0.333333333","1.111111111","11.66666667","38.88888889","","","12","40"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00171","","","","","","","","4","2","0","2","3","10","2","3","","2","2","8","0","0.2","2.2","0.2","2.4","2","","0.1","0.1","0.666666667","0.2","0","0","0.066666667","0.02","0.733333333","0.22","0","8.333333333","30","","","0","0","0.666666667","2.222222222","7.333333333","24.44444444","","","8","26.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00172","","","","","","","","","","0","0","3","10","0","","","","2","8","0","0","1","0","1","0","","","","0","0","0","0","0","0","0.333333333","0.1","","0","30","","","0","0","0","0","3.333333333","11.11111111","","","3.333333333","11.11111111"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00173","","","","","","","","1","1","3","7","2","10","1","3","","6","1","9","0.6","0.3","0.5","0.9","1.4","10","0.2","0.042857143","0.09","5","1","1.5","0.3","0.45","0.09","0.25","0.05","30","64.28571429","20","","","2","10","3","15","1.666666667","8.333333333","","","4.666666667","23.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00174","","","","","","","","","","0","0","1","10","0","","","","1","9","0","0","1","0","1","0","","","","0","0","0","0","0","0","1","0.1","","0","10","","","0","0","0","0","3.333333333","33.33333333","","","3.333333333","33.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00175","","","","","","","","","1","","","5","10","","3","","1","8","3","","","5.2","","","","","","","","","","","","","1.04","0.52","","","50","","","","","","","17.33333333","34.66666667","","","",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00176","","","","","","","","1","1","0","4","2","10","1","1","","1","7","6","0","0.3","2.6","0.3","2.9","4","","0.075","0.075","2","0.4","0","0","0.15","0.03","1.3","0.26","0","10.34482759","20","","","0","0","1","5","8.666666667","43.33333333","","","9.666666667","48.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00177","","","","","","","","2","1","9","22","10","10","7","1","","5","9","4","1.7","1.3","14.6","3","17.6","31","0.188888889","0.059090909","0.096774194","3.1","3.1","0.9","0.9","0.3","0.3","1.46","1.46","29.03225806","17.04545455","100","","","5.666666667","5.666666667","10","10","48.66666667","48.66666667","","","58.66666667","58.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00178","","","","","","","","","","0","0","8","10","0","","","","1","9","0","0","1","0","1","0","","","","0","0","0","0","0","0","0.125","0.1","","0","80","","","0","0","0","0","3.333333333","4.166666667","","","3.333333333","4.166666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00179","","","","","","","","1","1","8","28","9","10","9","1","","5","5","7","1.4","0.9","2.6","2.3","4.9","36","0.175","0.032142857","0.063888889","4","3.6","0.888888889","0.8","0.255555556","0.23","0.288888889","0.26","22.22222222","46.93877551","90","","","4.666666667","5.185185185","7.666666667","8.518518519","8.666666667","9.62962963","","","16.33333333","18.14814815"
