"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00018","","","","","","","","3","1","0","14","6","10","4","1","","1","4","6","0","0.5","1.2","0.5","1.7","14","","0.035714286","0.035714286","2.333333333","1.4","0","0","0.083333333","0.05","0.2","0.12","0","29.41176471","60","","","0","0","1.666666667","2.777777778","4","6.666666667","","","5.666666667","9.444444444"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00180","","","","","","","","1","1","0","2","2","10","1","1","","2","1","9","0","0.1","0.5","0.1","0.6","2","","0.05","0.05","1","0.2","0","0","0.05","0.01","0.25","0.05","0","16.66666667","20","","","0","0","0.333333333","1.666666667","1.666666667","8.333333333","","","2","10"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00181","","","","","","","","1","1","0","9","4","10","4","1","","4","1","9","0","0.5","1.4","0.5","1.9","9","","0.055555556","0.055555556","2.25","0.9","0","0","0.125","0.05","0.35","0.14","0","26.31578947","40","","","0","0","1.666666667","4.166666667","4.666666667","11.66666667","","","6.333333333","15.83333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00182","","","","","","","","1","1","0","1","4","10","1","1","","4","1","9","0","0.1","1.8","0.1","1.9","1","","0.1","0.1","0.25","0.1","0","0","0.025","0.01","0.45","0.18","0","5.263157895","40","","","0","0","0.333333333","0.833333333","6","15","","","6.333333333","15.83333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00183","","","","","","","","","","0","0","1","10","0","","","","1","9","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.5","0.05","","0","10","","","0","0","0","0","1.666666667","16.66666667","","","1.666666667","16.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00184","","","","","","","","","","0","0","6","10","0","","","","1","9","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.083333333","0.05","","0","60","","","0","0","0","0","1.666666667","2.777777778","","","1.666666667","2.777777778"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00185","","","","","","","","","","0","0","2","10","0","","","","1","9","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.25","0.05","","0","20","","","0","0","0","0","1.666666667","8.333333333","","","1.666666667","8.333333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00186","","","","","","","","","","0","0","2","10","0","","","","6","6","0","0","2","0","2","0","","","","0","0","0","0","0","0","1","0.2","","0","20","","","0","0","0","0","6.666666667","33.33333333","","","6.666666667","33.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00187","","","","","","","","1","1","7","19","10","10","7","1","","4","9","3","1.5","0.8","12","2.3","14.3","26","0.214285714","0.042105263","0.088461538","2.6","2.6","0.7","0.7","0.23","0.23","1.2","1.2","26.92307692","16.08391608","100","","","5","5","7.666666667","7.666666667","40","40","","","47.66666667","47.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00188","","","","","","","","1","1","0","4","4","10","2","1","","2","3","8","0","0.1","1.1","0.1","1.2","4","","0.025","0.025","1","0.4","0","0","0.025","0.01","0.275","0.11","0","8.333333333","40","","","0","0","0.333333333","0.833333333","3.666666667","9.166666667","","","4","10"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00189","","","","","","","","","","0","0","1","10","0","","","","1","9","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.5","0.05","","0","10","","","0","0","0","0","1.666666667","16.66666667","","","1.666666667","16.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00019","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00190","","","","","","","","","","0","0","4","10","0","","","","5","7","0","0","1.4","0","1.4","0","","","","0","0","0","0","0","0","0.35","0.14","","0","40","","","0","0","0","0","4.666666667","11.66666667","","","4.666666667","11.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00191","","","","","","","","","","0","0","2","10","0","","","","2","9","0","0","","0","","0","","","","0","0","0","0","0","0","","","","","20","","","0","0","0","0","","","","","",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00192","","","","","","","","","","0","0","2","10","0","","","","6","6","0","0","1.2","0","1.2","0","","","","0","0","0","0","0","0","0.6","0.12","","0","20","","","0","0","0","0","4","20","","","4","20"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00193","","","","","","","","","","0","0","2","10","0","","","","4","4","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.25","0.05","","0","20","","","0","0","0","0","1.666666667","8.333333333","","","1.666666667","8.333333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00194","","","","","","","","4","1","0","1","3","10","2","1","","2","3","7","0","0.1","0.5","0.1","0.6","1","","0.1","0.1","0.333333333","0.1","0","0","0.033333333","0.01","0.166666667","0.05","0","16.66666667","30","","","0","0","0.333333333","1.111111111","1.666666667","5.555555556","","","2","6.666666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00195","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00196","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00197","","","","","","","","","","0","0","2","10","0","","","","1","9","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.25","0.05","","0","20","","","0","0","0","0","1.666666667","8.333333333","","","1.666666667","8.333333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00198","","","","","","","","1","1","0","9","1","10","1","1","","3","8","2","0","0.9","4.1","0.9","5","9","","0.1","0.1","9","0.9","0","0","0.9","0.09","4.1","0.41","0","18","10","","","0","0","3","30","13.66666667","136.6666667","","","16.66666667","166.6666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00199","","","","","","","","","","0","0","","10","0","","","","","","0","0","1.2","0","1.2","0","","","","","0","","0","","0","","0.12","","0","","","","0","","0","","4","","","","4",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00002","","","","","","","","1","1","0","14","5","10","4","1","","3","4","6","0","0.4","1.8","0.4","2.2","14","","0.028571429","0.028571429","2.8","1.4","0","0","0.08","0.04","0.36","0.18","0","18.18181818","50","","","0","0","1.333333333","2.666666667","6","12","","","7.333333333","14.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00020","","","","","","","","1","1","0","2","2","10","1","2","","1","5","7","0","0.5","1.6","0.5","2.1","2","","0.25","0.25","1","0.2","0","0","0.25","0.05","0.8","0.16","0","23.80952381","20","","","0","0","1.666666667","8.333333333","5.333333333","26.66666667","","","7","35"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00200","","","","15.22","50.12","1.1743881","3.1089449","1","1","8","9","6","10","4","1","67.2014923","4","8","5","2.2","0.3","8","2.5","10.5","17","0.275","0.033333333","0.147058824","2.833333333","1.7","1.333333333","0.8","0.416666667","0.25","1.333333333","0.8","47.05882353","23.80952381","60","30.36711891","0.759177973","7.333333333","12.22222222","8.333333333","13.88888889","26.66666667","44.44444444","2.530593243","4.217655405","35","58.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00201","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00202","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00203","","","","","","","","","","0","0","4","10","0","","","","8","5","0","0","9.3","0","9.3","0","","","","0","0","0","0","0","0","2.325","0.93","","0","40","","","0","0","0","0","31","77.5","","","31","77.5"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00204","","","","","","","","","","0","0","3","10","0","","","","7","5","0","0","3","0","3","0","","","","0","0","0","0","0","0","1","0.3","","0","30","","","0","0","0","0","10","33.33333333","","","10","33.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00205","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00206","","","","","","","","","","0","0","6","10","0","","","","9","4","0","0","9.8","0","9.8","0","","","","0","0","0","0","0","0","1.633333333","0.98","","0","60","","","0","0","0","0","32.66666667","54.44444444","","","32.66666667","54.44444444"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00207","","","","","","","","","","0","0","0","10","0","","","","5","4","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00208","","","","","","","","","","0","0","","10","0","","","","","","0","0","1","0","1","0","","","","","0","","0","","0","","0.1","","0","","","","0","","0","","3.333333333","","","","3.333333333",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00209","","","","","","","","1","1","1","0","7","10","1","1","","6","8","5","0.2","0","12.4","0.2","12.6","1","0.2","","0.2","0.142857143","0.1","0.142857143","0.1","0.028571429","0.02","1.771428571","1.24","100","1.587301587","70","","","0.666666667","0.952380952","0.666666667","0.952380952","41.33333333","59.04761905","","","42","60"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00021","","","","","","","","1","1","0","11","9","10","2","1","","3","9","4","0","0.4","9","0.4","9.4","11","","0.036363636","0.036363636","1.222222222","1.1","0","0","0.044444444","0.04","1","0.9","0","4.255319149","90","","","0","0","1.333333333","1.481481481","30","33.33333333","","","31.33333333","34.81481481"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00210","","","","","","","","","","0","0","4","10","0","","","","1","9","0","0","1.6","0","1.6","0","","","","0","0","0","0","0","0","0.4","0.16","","0","40","","","0","0","0","0","5.333333333","13.33333333","","","5.333333333","13.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00211","","","","","","","","4","4","0","20","10","10","5","1","","4","8","4","0","1.4","8.7","1.4","10.1","20","","0.07","0.07","2","2","0","0","0.14","0.14","0.87","0.87","0","13.86138614","100","","","0","0","4.666666667","4.666666667","29","29","","","33.66666667","33.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00212","","","","","","","","4","1","0","13","7","10","6","1","","4","4","7","0","1.1","1","1.1","2.1","13","","0.084615385","0.084615385","1.857142857","1.3","0","0","0.157142857","0.11","0.142857143","0.1","0","52.38095238","70","","","0","0","3.666666667","5.238095238","3.333333333","4.761904762","","","7","10"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00213","","","","14.12","50.24","4.1734319","6.7899308","1","1","3","31","3","10","3","1","58.9181862","3","8","6","0.4","1.2","4.5","1.6","6.1","34","0.133333333","0.038709677","0.047058824","11.33333333","3.4","1","0.3","0.533333333","0.16","1.5","0.45","8.823529412","26.2295082","30","28.10509554","0.449681529","1.333333333","4.444444444","5.333333333","17.77777778","15","50","1.498938429","4.99646143","20.33333333","67.77777778"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00214","","","","","","","","","","0","0","0","10","0","","","","8","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00215","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00216","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00217","","","","","","","","","","0","0","0","10","0","","","","8","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00218","","","","","","","","1","1","0","11","10","10","10","1","","4","1","9","0","0.5","2.9","0.5","3.4","11","","0.045454545","0.045454545","1.1","1.1","0","0","0.05","0.05","0.29","0.29","0","14.70588235","100","","","0","0","1.666666667","1.666666667","9.666666667","9.666666667","","","11.33333333","11.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00219","","","","","","","","1","1","0","17","5","10","4","1","","4","4","8","0","1.2","10.3","1.2","11.5","17","","0.070588235","0.070588235","3.4","1.7","0","0","0.24","0.12","2.06","1.03","0","10.43478261","50","","","0","0","4","8","34.33333333","68.66666667","","","38.33333333","76.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00022","","","","","","","","1","1","0","4","7","10","2","1","","1","3","7","0","0.1","2","0.1","2.1","4","","0.025","0.025","0.571428571","0.4","0","0","0.014285714","0.01","0.285714286","0.2","0","4.761904762","70","","","0","0","0.333333333","0.476190476","6.666666667","9.523809524","","","7","10"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00220","","","","","","","","2","1","1","18","10","10","7","1","","2","3","8","0.5","0.62","3.8","1.12","4.92","19","0.5","0.034444444","0.058947368","1.9","1.9","0.1","0.1","0.112","0.112","0.38","0.38","5.263157895","22.76422764","100","","","1.666666667","1.666666667","3.733333333","3.733333333","12.66666667","12.66666667","","","16.4","16.4"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00221","","","","","","","","","","0","0","1","10","0","","","","6","4","0","0","2.3","0","2.3","0","","","","0","0","0","0","0","0","2.3","0.23","","0","10","","","0","0","0","0","7.666666667","76.66666667","","","7.666666667","76.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00222","","","","","","","","1","4","0","16","2","10","2","1","","1","5","6","0","0.6","2.5","0.6","3.1","16","","0.0375","0.0375","8","1.6","0","0","0.3","0.06","1.25","0.25","0","19.35483871","20","","","0","0","2","10","8.333333333","41.66666667","","","10.33333333","51.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00223","","","","","","","","","","0","0","6","10","0","","","","9","4","0","0","12","0","12","0","","","","0","0","0","0","0","0","2","1.2","","0","60","","","0","0","0","0","40","66.66666667","","","40","66.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00224","","","","","","","","1","1","0","2","4","10","2","1","","3","1","9","0","0.2","1.1","0.2","1.3","2","","0.1","0.1","0.5","0.2","0","0","0.05","0.02","0.275","0.11","0","15.38461538","40","","","0","0","0.666666667","1.666666667","3.666666667","9.166666667","","","4.333333333","10.83333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00225","","","","","","","","1","1","0","5","3","10","3","1","","2","4","5","0","0.2","1.4","0.2","1.6","5","","0.04","0.04","1.666666667","0.5","0","0","0.066666667","0.02","0.466666667","0.14","0","12.5","30","","","0","0","0.666666667","2.222222222","4.666666667","15.55555556","","","5.333333333","17.77777778"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00226","","","","","","","","1","1","0","15","10","10","4","1","","2","9","3","0","2","1.9","2","3.9","15","","0.133333333","0.133333333","1.5","1.5","0","0","0.2","0.2","0.19","0.19","0","51.28205128","100","","","0","0","6.666666667","6.666666667","6.333333333","6.333333333","","","13","13"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00227","","","","","","","","1","1","0","2","2","10","2","1","","2","1","9","0","0.2","1.9","0.2","2.1","2","","0.1","0.1","1","0.2","0","0","0.1","0.02","0.95","0.19","0","9.523809524","20","","","0","0","0.666666667","3.333333333","6.333333333","31.66666667","","","7","35"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00228","","","","","","","","1","1","0","9","4","10","3","1","","2","1","9","0","0.4","1.8","0.4","2.2","9","","0.044444444","0.044444444","2.25","0.9","0","0","0.1","0.04","0.45","0.18","0","18.18181818","40","","","0","0","1.333333333","3.333333333","6","15","","","7.333333333","18.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00229","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00023","","","","","","","","1","1","0","4","3","10","2","1","","1","3","7","0","0.1","1.4","0.1","1.5","4","","0.025","0.025","1.333333333","0.4","0","0","0.033333333","0.01","0.466666667","0.14","0","6.666666667","30","","","0","0","0.333333333","1.111111111","4.666666667","15.55555556","","","5","16.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00230","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00231","","","","","","","","1","","","","4","10","","","","","9","4","","","9.3","","","","","","","","","","","","","2.325","0.93","","","40","","","","","","","31","77.5","","","",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00232","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00233","","","","18.69","50.48","0.868149","2.783555","1","1","11","9","7","10","5","1","70.1173096","8","4","7","2.8","0.6","7.2","3.4","10.6","20","0.254545455","0.066666667","0.17","2.857142857","2","1.571428571","1.1","0.485714286","0.34","1.028571429","0.72","55","32.0754717","70","37.02456418","1.258835182","9.333333333","13.33333333","11.33333333","16.19047619","24","34.28571429","4.196117274","5.994453249","35.33333333","50.47619048"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00234","","","","","","","","1","1","1","4","10","10","2","2","","6","6","7","0.5","0.3","12.2","0.8","13","5","0.5","0.075","0.16","0.5","0.5","0.1","0.1","0.08","0.08","1.22","1.22","20","6.153846154","100","","","1.666666667","1.666666667","2.666666667","2.666666667","40.66666667","40.66666667","","","43.33333333","43.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00235","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00236","","","","","","","","","","0","0","","10","0","","","","9","3","0","0","15.4","0","15.4","0","","","","","0","","0","","0","","1.54","","0","","","","0","","0","","51.33333333","","","","51.33333333",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00237","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00238","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00239","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00024","","","","","","","","4","1","0","4","3","10","1","1","","3","2","8","0","0.4","1","0.4","1.4","4","","0.1","0.1","1.333333333","0.4","0","0","0.133333333","0.04","0.333333333","0.1","0","28.57142857","30","","","0","0","1.333333333","4.444444444","3.333333333","11.11111111","","","4.666666667","15.55555556"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00240","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00241","","","","9.98","50.48","3.5550461","6.1219039","1","1","7","15","5","10","5","1","46.8512802","4","7","5","1.2","0.6","4.6","1.8","6.4","22","0.171428571","0.04","0.081818182","4.4","2.2","1.4","0.7","0.36","0.18","0.92","0.46","31.81818182","28.125","50","19.77020602","0.355863708","4","8","6","12","15.33333333","30.66666667","1.186212361","2.372424723","21.33333333","42.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00242","","","","","","","","1","1","0","2","4","10","1","1","","1","7","6","0","0.1","7.9","0.1","8","2","","0.05","0.05","0.5","0.2","0","0","0.025","0.01","1.975","0.79","0","1.25","40","","","0","0","0.333333333","0.833333333","26.33333333","65.83333333","","","26.66666667","66.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00243","","","","","","","","1","1","0","4","7","10","1","1","","1","3","8","0","0.2","7.1","0.2","7.3","4","","0.05","0.05","0.571428571","0.4","0","0","0.028571429","0.02","1.014285714","0.71","0","2.739726027","70","","","0","0","0.666666667","0.952380952","23.66666667","33.80952381","","","24.33333333","34.76190476"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00244","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00245","","","","","","","","1","1","0","2","3","10","1","1","","1","4","8","0","0.3","3.2","0.3","3.5","2","","0.15","0.15","0.666666667","0.2","0","0","0.1","0.03","1.066666667","0.32","0","8.571428571","30","","","0","0","1","3.333333333","10.66666667","35.55555556","","","11.66666667","38.88888889"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00246","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00247","","","","","","","","","","0","0","5","10","0","","","","2","8","0","0","5.6","0","5.6","0","","","","0","0","0","0","0","0","1.12","0.56","","0","50","","","0","0","0","0","18.66666667","37.33333333","","","18.66666667","37.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00248","","","","","","","","","","0","0","0","10","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00249","","","","","","","","","","0","0","1","10","0","","","","2","8","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.5","0.05","","0","10","","","0","0","0","0","1.666666667","16.66666667","","","1.666666667","16.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00025","","","","","","","","","","0","0","0","10","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00250","","","","","","","","1","1","0","28","7","10","6","1","","1","5","6","0","1.7","4.3","1.7","6","28","","0.060714286","0.060714286","4","2.8","0","0","0.242857143","0.17","0.614285714","0.43","0","28.33333333","70","","","0","0","5.666666667","8.095238095","14.33333333","20.47619048","","","20","28.57142857"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00251","","","","","","","","1","1","0","5","5","10","3","1","","2","5","4","0","0.8","3","0.8","3.8","5","","0.16","0.16","1","0.5","0","0","0.16","0.08","0.6","0.3","0","21.05263158","50","","","0","0","2.666666667","5.333333333","10","20","","","12.66666667","25.33333333"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00252","","","","","","","","1","1","0","14","2","10","1","1","","1","4","6","0","0.3","1.6","0.3","1.9","14","","0.021428571","0.021428571","7","1.4","0","0","0.15","0.03","0.8","0.16","0","15.78947368","20","","","0","0","1","5","5.333333333","26.66666667","","","6.333333333","31.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00253","","","","","","","","","","0","0","1","10","0","","","","5","5","0","0","0.5","0","0.5","0","","","","0","0","0","0","0","0","0.5","0.05","","0","10","","","0","0","0","0","1.666666667","16.66666667","","","1.666666667","16.66666667"
"","","GHP2013TON-PT01","","","","","","","","","GHP2013TON-PT01-00254","","","","","","","","1","1","","","7","10","5","1","","3","1","9","","","","","","","","","","","","","","","","","","","","70","","","","","","","","","","","",""
