"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00018","","","","3","2","2","","3","2","2","2","4","5","7","4","1","6","0.5","","0.5","","","","0.25","","","","1","","0.25","","","8.333333333","","8.333333333","","","0.666666667","","0.166666667","66.66666667","5.555555556","","5.555555556",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00180","","","","2","1","","1","3","3","3","1","3","5","7","6","3","5","","0.05","0.25","","","","","0.05","","","","","0.083333333","","","","","2.777777778","","","","","0.083333333","100","","","2.777777778",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00181","","","","2","1","3","2","3","3","3","1","3","7","7","","4","","0.1","0.05","0.1","0.15","0.25","5","0.033333333","0.025","0.03","1.666666667","1","0.05","0.033333333","60","60","1.111111111","1.666666667","1.111111111","2.777777778","1.666666667","1","0.05","0.033333333","100","1.111111111","1.666666667","1.111111111","2.777777778"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00182","","","","","","","2","3","3","3","","","","","5","5","6","","0.05","0.1","","","","","0.025","","","","","0.033333333","","","","","1.111111111","","","","","0.033333333","100","","","1.111111111",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00183","","","","2","1","2","3","3","3","2","","3","7","7","","5","","0.1","0.05","0.1","0.15","0.25","5","0.05","0.016666667","0.03","2.5","1","0.075","0.05","40","60","1.666666667","2.5","1.666666667","4.166666667","1.666666667","0.666666667","0.05","0.033333333","66.66666667","1.111111111","1.666666667","1.111111111","2.777777778"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00184","","","","","","","","3","2","2","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00185","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00186","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00187","","","","","","","","3","3","","","","","","6","5","5","","","0.2","","","","","","","","","","","","","","","","","","","","0.066666667","","","","2.222222222",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00188","","","","","","","","3","1","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00189","","","","3","1","4","","3","","","2","3","5","5","","","","1.15","","","","","","0.2875","","","","","","","","","","","","","","1.333333333","","","","12.77777778","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00019","","","","3","2","2","3","3","2","2","2","3","7","7","","3","","0.2","0.2","","0.4","","5","0.1","0.066666667","0.08","2.5","1","0.2","","40","","3.333333333","6.666666667","","","1.666666667","0.666666667","0.133333333","","66.66666667","2.222222222","4.444444444","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00190","","","","3","1","3","1","3","2","2","1","2","3","5","6","4","6","0.2","0.1","0.25","0.3","0.55","4","0.066666667","0.1","0.075","2","1.5","0.15","0.125","75","54.54545455","3.333333333","5","4.166666667","9.166666667","1.333333333","1","0.1","0.083333333","66.66666667","2.222222222","3.333333333","2.777777778","6.111111111"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00191","","","","","","","","3","1","1","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00192","","","","","","","","3","1","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00193","","","","","","2","5","3","3","","","","","","3","3","7","0.1","0.1","0.05","0.2","0.25","7","0.05","0.02","0.028571429","","","","","28.57142857","80","","","","","2.333333333","0.666666667","0.066666667","0.016666667","","1.111111111","2.222222222","0.555555556","2.777777778"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00194","","","","2","1","4","","3","2","2","2","3","5","5","","4","","0.15","","0.1","","","","0.0375","","","","2","","0.05","","","2.5","","1.666666667","","","1.333333333","","0.033333333","66.66666667","1.666666667","","1.111111111",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00195","","","","2","2","2","2","3","2","2","","2","5","7","5","5","5","0.1","0.1","0.1","0.2","0.3","4","0.05","0.05","0.05","2","1","0.1","0.05","50","66.66666667","1.666666667","3.333333333","1.666666667","5","1.333333333","0.666666667","0.066666667","0.033333333","66.66666667","1.111111111","2.222222222","1.111111111","3.333333333"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00196","","","","","","","","3","3","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00197","","","","","","","","3","3","2","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00198","","","","3","1","1","","3","3","","","3","5","7","6","1","5","1.1","","0.1","","","","1.1","","","","","","","","","","","","","","0.333333333","","0.033333333","","12.22222222","","1.111111111",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00199","","","","2","1","4","3","3","3","2","2","3","3","1","5","3","5","0.5","0.1","0.3","0.6","0.9","7","0.125","0.033333333","0.085714286","3.5","2","0.3","0.15","57.14285714","66.66666667","8.333333333","10","5","15","2.333333333","1.333333333","0.2","0.1","66.66666667","5.555555556","6.666666667","3.333333333","10"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00002","","","","2","1","","","3","3","3","2","4","7","5","6","3","6","","0.4","0.9","","","","","","","","","","0.3","","","","","10","","","","","0.3","100","","","10",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00020","","","","","","","1","3","1","1","","","","","","3","","","0.1","","","","","","0.1","","","","","","","","","","","","","","","","33.33333333","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00200","","","","","","","","3","3","2","","","","","5","3","5","","","0.3","","","","","","","","","","0.15","","","","","5","","","","","0.1","66.66666667","","","3.333333333",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00201","","","","2","2","1","1","3","3","3","","3","5","7","6","3","5","0.1","0.1","0.35","0.2","0.55","2","0.1","0.1","0.1","0.666666667","0.333333333","0.066666667","0.116666667","50","36.36363636","1.111111111","2.222222222","3.888888889","6.111111111","0.666666667","0.333333333","0.066666667","0.116666667","100","1.111111111","2.222222222","3.888888889","6.111111111"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00202","","","","3","1","","2","3","3","3","","3","7","7","3","4","7","","0.1","0.15","","","","","0.05","","","","","0.05","","","","","1.666666667","","","","","0.05","100","","","1.666666667",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00203","","","","","","","","3","3","2","","","","","7","3","4","","","0.5","","","","","","","","","","0.25","","","","","8.333333333","","","","","0.166666667","66.66666667","","","5.555555556",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00204","","","","","","","","3","3","3","","","","","6","6","5","","","0.4","","","","","","","","","","0.133333333","","","","","4.444444444","","","","","0.133333333","100","","","4.444444444",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00205","","","","3","2","1","4","3","3","2","1","3","5","5","7","1","4","0.1","0.05","0.9","0.15","1.05","5","0.1","0.0125","0.03","2.5","0.5","0.075","0.45","20","14.28571429","1.666666667","2.5","15","17.5","1.666666667","0.333333333","0.05","0.3","66.66666667","1.111111111","1.666666667","10","11.66666667"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00206","","","","","","","","3","3","2","","","","","4","4","6","","","0.3","","","","","","","","","","0.15","","","","","5","","","","","0.1","66.66666667","","","3.333333333",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00207","","","","","","","","3","3","2","","","","","6","5","5","","","0.5","","","","","","","","","","0.25","","","","","8.333333333","","","","","0.166666667","66.66666667","","","5.555555556",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00208","","","","3","1","3","","3","3","3","","2","3","5","7","4","4","0.1","","0.2","","","","0.033333333","","","","1","","0.066666667","","","1.111111111","","2.222222222","","","1","","0.066666667","100","1.111111111","","2.222222222",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00209","","","","","","","","3","2","","","","","","3","6","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00021","","","","2","2","5","","3","3","3","3","7","7","5","","3","","0.2","","","","","","0.04","","","","1.666666667","","","","","2.222222222","","","","","1.666666667","","","100","2.222222222","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00210","","","","3","1","5","3","3","3","3","1","3","7","7","","4","","","","","","","8","","","","2.666666667","1.666666667","","","62.5","","","","","","2.666666667","1.666666667","","","100","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00211","","","","2","1","","3","3","3","2","","5","7","7","6","3","5","0.1","0.1","0.35","0.2","0.55","","","0.033333333","","","","0.1","0.175","","36.36363636","1.666666667","3.333333333","5.833333333","9.166666667","","","0.066666667","0.116666667","66.66666667","1.111111111","2.222222222","3.888888889","6.111111111"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00212","","","","2","1","","1","3","3","3","","3","5","7","7","4","5","","0.05","0.65","","","","","0.05","","","","","0.216666667","","","","","7.222222222","","","","","0.216666667","100","","","7.222222222",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00213","","","","2","1","5","3","3","3","3","","3","1","3","6","5","5","0.4","0.1","1.05","0.5","1.55","8","0.08","0.033333333","0.0625","2.666666667","1.666666667","0.166666667","0.35","62.5","32.25806452","4.444444444","5.555555556","11.66666667","17.22222222","2.666666667","1.666666667","0.166666667","0.35","100","4.444444444","5.555555556","11.66666667","17.22222222"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00214","","","","","","","","3","3","","3","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00215","","","","","","","","3","3","2","","","","","6","6","6","","","0.35","","","","","","","","","","0.175","","","","","5.833333333","","","","","0.116666667","66.66666667","","","3.888888889",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00216","","","","","","","","3","3","3","","","","","7","3","4","","","0.45","","","","","","","","","","0.15","","","","","5","","","","","0.15","100","","","5",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00217","","","","","","","","3","3","3","","","","","5","5","5","","","0.4","","","","","","","","","","0.133333333","","","","","4.444444444","","","","","0.133333333","100","","","4.444444444",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00218","","","","2","1","3","","3","3","","","3","5","3","6","4","4","0.4","","0.45","","","","0.133333333","","","","","","","","","","","","","","1","","0.15","","4.444444444","","5",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00219","","","","","","","","3","3","2","2","","","","6","3","5","","","0.65","","","","","","","","","","0.325","","","","","10.83333333","","","","","0.216666667","66.66666667","","","7.222222222",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00022","","","","2","1","","2","3","2","2","1","2","7","7","5","5","7","","0.3","0.3","","","","","0.15","","","","","0.15","","","","","5","","","","","0.1","66.66666667","","","3.333333333",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00220","","","","2","1","","3","3","1","1","","2","7","7","6","3","5","","0.1","0.6","","","","","0.033333333","","","","","0.6","","","","","20","","","","","0.2","33.33333333","","","6.666666667",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00221","","","","2","1","","3","3","3","3","","5","5","7","5","4","5","","0.1","0.6","","","","","0.033333333","","","","","0.2","","","","","6.666666667","","","","","0.2","100","","","6.666666667",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00222","","","","2","1","3","4","3","3","2","","3","5","1","6","4","6","0.6","0.3","0.55","0.9","1.45","7","0.2","0.075","0.128571429","3.5","1.5","0.45","0.275","42.85714286","62.06896552","10","15","9.166666667","24.16666667","2.333333333","1","0.3","0.183333333","66.66666667","6.666666667","10","6.111111111","16.11111111"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00223","","","","3","1","2","3","3","3","3","3","3","3","3","6","4","5","0.2","","0.7","","","5","0.1","","","1.666666667","0.666666667","","0.233333333","40","","2.222222222","","7.777777778","","1.666666667","0.666666667","","0.233333333","100","2.222222222","","7.777777778",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00224","","","","2","1","1","1","3","3","2","2","3","3","5","6","4","4","0.2","0.1","1.05","0.3","1.35","2","0.2","0.1","0.15","1","0.5","0.15","0.525","50","22.22222222","3.333333333","5","17.5","22.5","0.666666667","0.333333333","0.1","0.35","66.66666667","2.222222222","3.333333333","11.66666667","15"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00225","","","","1","1","3","4","3","3","3","1","3","5","5","6","4","5","0.3","0.1","1.75","0.4","2.15","7","0.1","0.025","0.057142857","2.333333333","1","0.133333333","0.583333333","42.85714286","18.60465116","3.333333333","4.444444444","19.44444444","23.88888889","2.333333333","1","0.133333333","0.583333333","100","3.333333333","4.444444444","19.44444444","23.88888889"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00226","","","","2","2","2","1","3","3","3","2","5","5","5","5","4","6","0.2","0.05","0.3","0.25","0.55","3","0.1","0.05","0.083333333","1","0.666666667","0.083333333","0.1","66.66666667","45.45454545","2.222222222","2.777777778","3.333333333","6.111111111","1","0.666666667","0.083333333","0.1","100","2.222222222","2.777777778","3.333333333","6.111111111"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00227","","","","2","1","1","","3","3","2","2","2","5","5","6","4","4","0.2","","0.5","","","","0.2","","","","0.5","","0.25","","","3.333333333","","8.333333333","","","0.333333333","","0.166666667","66.66666667","2.222222222","","5.555555556",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00228","","","","","","","","3","3","3","1","","","","5","6","5","","","0.4","","","","","","","","","","0.133333333","","","","","4.444444444","","","","","0.133333333","100","","","4.444444444",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00229","","","","","","","","3","3","3","","","","","6","4","5","","","0.85","","","","","","","","","","0.283333333","","","","","9.444444444","","","","","0.283333333","100","","","9.444444444",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00023","","","","2","1","1","2","3","2","2","2","2","5","7","4","3","7","0.5","0.1","0.7","0.6","1.3","3","0.5","0.05","0.2","1.5","0.5","0.3","0.35","33.33333333","46.15384615","8.333333333","10","11.66666667","21.66666667","1","0.333333333","0.2","0.233333333","66.66666667","5.555555556","6.666666667","7.777777778","14.44444444"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00230","","","","2","1","","3","3","3","3","","3","5","7","6","5","5","","0.1","0.25","","","","","0.033333333","","","","","0.083333333","","","","","2.777777778","","","","","0.083333333","100","","","2.777777778",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00231","","","","2","1","","4","3","3","3","","2","5","7","6","5","4","","0.1","0.75","","","","","0.025","","","","","0.25","","","","","8.333333333","","","","","0.25","100","","","8.333333333",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00232","","","","3","1","2","2","3","3","","","2","5","5","6","5","5","0.2","0.05","0.7","0.25","0.95","4","0.1","0.025","0.0625","","","","","50","26.31578947","","","","","1.333333333","0.666666667","0.083333333","0.233333333","","2.222222222","2.777777778","7.777777778","10.55555556"
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00233","","","","2","1","1","","3","3","3","2","2","5","5","7","5","4","0.2","","1.48","","","","0.2","","","","0.333333333","","0.493333333","","","2.222222222","","16.44444444","","","0.333333333","","0.493333333","100","2.222222222","","16.44444444",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00234","","","","","","","","3","3","3","","","","","5","4","5","","","0.6","","","","","","","","","","0.2","","","","","6.666666667","","","","","0.2","100","","","6.666666667",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00235","","","","2","1","6","","3","3","3","","2","5","3","5","5","5","0.4","","0.4","","","","0.066666667","","","","2","","0.133333333","","","4.444444444","","4.444444444","","","2","","0.133333333","100","4.444444444","","4.444444444",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00236","","","","1","1","","2","3","3","3","3","1","5","7","6","4","4","","0.1","1.3","","","","","0.05","","","","","0.433333333","","","","","14.44444444","","","","","0.433333333","100","","","14.44444444",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00237","","","","1","1","7","","3","3","3","3","2","3","1","5","4","6","1.6","","0.4","","","","0.228571429","","","","2.333333333","","0.133333333","","","17.77777778","","4.444444444","","","2.333333333","","0.133333333","100","17.77777778","","4.444444444",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00238","","","","2","1","11","","3","3","3","3","2","3","1","7","1","4","2.1","","1.3","","","","0.190909091","","","","3.666666667","","0.433333333","","","23.33333333","","14.44444444","","","3.666666667","","0.433333333","100","23.33333333","","14.44444444",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00239","","","","3","1","","6","3","3","3","","3","5","5","6","4","5","","0.2","1.4","","","","","0.033333333","","","","","0.466666667","","","","","15.55555556","","","","","0.466666667","100","","","15.55555556",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00024","","","","3","1","2","","3","2","2","2","3","7","7","5","3","6","0.2","","0.5","","","","0.1","","","","1","","0.25","","","3.333333333","","8.333333333","","","0.666666667","","0.166666667","66.66666667","2.222222222","","5.555555556",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00240","","","","","","","","3","3","2","","","","","8","6","3","","","0.1","","","","","","","","","","0.05","","","","","1.666666667","","","","","0.033333333","66.66666667","","","1.111111111",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00241","","","","1","1","","2","3","3","3","1","2","5","7","","5","","","0.05","1.75","","","","","0.025","","","","","0.583333333","","","","","19.44444444","","","","","0.583333333","100","","","19.44444444",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00242","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00025","","","","","","","","3","1","1","","","","","3","4","7","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00026","","","","","","","","3","3","2","","","","","4","1","7","","","0.1","","","","","","","","","","0.05","","","","","1.666666667","","","","","0.033333333","66.66666667","","","1.111111111",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00027","","","","","","","","3","1","1","","","","","4","5","6","","","0.1","","","","","","","","","","0.1","","","","","3.333333333","","","","","0.033333333","33.33333333","","","1.111111111",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00028","","","","","","","","3","3","2","","","","","5","3","5","","","0.3","","","","","","","","","","0.15","","","","","5","","","","","0.1","66.66666667","","","3.333333333",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00029","","","","1","1","","4","3","3","1","1","2","5","7","5","3","5","","0.2","0.1","","","","","0.05","","","","","0.1","","","","","3.333333333","","","","","0.033333333","33.33333333","","","1.111111111",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00003","","","","1","1","","2","3","3","3","2","4","7","3","5","1","5","0.2","","0.7","","","","","","","","","","0.233333333","","","2.222222222","","7.777777778","","","","","0.233333333","100","2.222222222","","7.777777778",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00030","","","","","","","","3","2","1","","","","","5","3","7","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00031","","","","","","","","3","3","3","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","100","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00032","","","","2","1","","3","3","3","2","2","2","7","7","5","5","5","","0.2","0.5","","","","","0.066666667","","","","","0.25","","","","","8.333333333","","","","","0.166666667","66.66666667","","","5.555555556",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00033","","","","4","1","","4","3","3","2","2","3","5","5","7","1","4","","0.2","1.1","","","","","0.05","","","","","0.55","","","","","18.33333333","","","","","0.366666667","66.66666667","","","12.22222222",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00034","","","","","","","3","3","2","1","","","","","4","3","7","","0.1","0.1","","","","","0.033333333","","","","","0.1","","","","","3.333333333","","","","","0.033333333","33.33333333","","","1.111111111",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00035","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00036","","","","","","","6","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00037","","","","2","1","7","","3","","1","1","2","7","7","","","","","0.1","","","","","","","","","7","","","","","","","","","","2.333333333","","","33.33333333","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00038","","","","","","1","","3","3","","","","","","6","4","5","0.1","","","","","","0.1","","","","","","","","","","","","","","0.333333333","","","","1.111111111","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00039","","","","3","2","5","7","3","3","3","3","5","5","5","4","3","5","0.3","","0.48","","","12","0.06","","","4","1.666666667","","0.16","41.66666667","","3.333333333","","5.333333333","","4","1.666666667","","0.16","100","3.333333333","","5.333333333",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00004","","","","2","1","","3","3","3","3","3","3","5","5","6","1","5","0.4","","1","","","","","","","","","","0.333333333","","","4.444444444","","11.11111111","","","","","0.333333333","100","4.444444444","","11.11111111",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00040","","","","","","","","3","2","","","","","","6","3","4","","0.25","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00041","","","","","","","","3","2","","","","","","4","3","7","","","0.4","","","","","","","","","","","","","","","","","","","","0.133333333","","","","4.444444444",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00042","","","","","","","","3","2","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00043","","","","2","1","2","2","3","3","2","2","3","5","7","6","4","4","0.2","","1.48","","","4","0.1","","","2","1","","0.74","50","","3.333333333","","24.66666667","","1.333333333","0.666666667","","0.493333333","66.66666667","2.222222222","","16.44444444",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00044","","","","","","","","3","3","3","","","","","5","4","5","","0.2","0.28","","","","","","","","","","0.093333333","","","","","3.111111111","","","","","0.093333333","100","","","3.111111111",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00045","","","","","","","","3","3","2","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00046","","","","","","","","3","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","33.33333333","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00047","","","","","","","","3","3","2","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","66.66666667","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00048","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016FMS-OT01","","","","","","","","","GHP2016FMS-OT01-00049","","","","2","1","1","5","3","3","3","1","3","7","7","4","3","7","0.15","","0.15","","","6","0.15","","","2","0.333333333","","0.05","16.66666667","","1.666666667","","1.666666667","","2","0.333333333","","0.05","100","1.666666667","","1.666666667",""
