"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Biomass yield in tons per ha|CO_331:0001003","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Total foliage yield in tons per ha|CO_331:0000684","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Harvest index computing percent|CO_331:0000302","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root secondary defects estimating 1-18| CO_331:0000810","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Percentage of commercial storage root|CO_331:0000682","Commercial storage root yield tons per ha|CO_331:0000809","Storage root size estimating 1-9|CO_331:0000184","Storage roots yield in kg per plant harvested|CO_331:0000681","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Survival index computing percent|CO_331:0000301","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of commercial storage roots per plant harvested|CO_331:2000036","Vine weight in kg per plant harvested|CO_331:0000990","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00032","","","","28.3735466","16.11111111","2.765924","1.755464","9.444444444","2.9574211","4.2511921","41.37931034","1","30","30","23","23","29","40","8","5","7.4032989","1","57.1258354","14","21.52448657","3","42.02898551","5.222222222","3","0.260869565","11.2480078","76.66666667","69","3","5","4","6","4.7","1.3","8.5","6.666666667","6","14.5","0.162068966","0.0325","0.086956522","1.260869565","0.369565217","1.291469194","6.811594203","8.695652174","12.31884058","1.871694484","21.01449275","2.3","0.966666667","0.2","0.283333333","1.434965771"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00033","","","","4.1149406","17.88888889","2.1415529","1.113466","10","1.110754","2.1460609","44.09937888","1","30","26","21","21","34","8","6","8","6.260181","2","64.5027771","9","33.13349321","3","80.95238095","7.555555556","5","0.338095238","11.2599249","70","42","2","6","5","6","6.8","0.3","9","7.888888889","7.1","16.1","0.2","0.0375","0.169047619","1.619047619","0.428571429","2.352478018","10.79365079","11.26984127","14.28571429","3.734092092","25.55555556","1.4","1.133333333","0.236666667","0.3","2.613864464"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00034","","","","0","30.83333333","1.5667731","0.80615","28.88888889","0.888605","1.6399781","6.306306306","1","30","28","17","17","9","11","4","3","4.468914","1","72.3367233","14","41.10102605","3","45","1.5","5","0.102941176","5.64395","56.66666667","20","1.176470588","7","3","5","1.35","0.4","26","1.944444444","1.75","27.75","0.15","0.036363636","0.0875","0.529411765","1.529411765","0.719267956","2.647058824","3.431372549","50.98039216","1.410329325","54.41176471","0.666666667","0.3","0.058333333","0.866666667","0.799186618"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00035","","","","0","21.22222222","1.558843","0.848069","10.55555556","0.764669","1.259371","50.2617801","1","30","30","27","27","53","22","3","6","4.1736722","4","71.639328","14","37.67282011","4","70.66666667","9.555555556","5","0.355555556","9.6461029","90","75","2.777777778","8","1","3","8.6","1","9.5","10.66666667","9.6","19.1","0.162264151","0.045454545","0.128","1.962962963","0.351851852","3.616590731","10.61728395","11.85185185","11.72839506","4.464926828","23.58024691","2.5","1.766666667","0.32","0.316666667","4.018434145"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00036","","","","14.8842049","6.333333333","1.645112","0.812365","5.555555556","7.695859","10.442872","12.28070175","1","30","30","22","4","3","19","2","2","2.2380581","1","57.4437485","14","26.19612495","6","13.63636364","0.333333333","7","0.031818182","8.5544825","73.33333333","22","1","4","3","7","0.3","0.4","5","0.777777778","0.7","5.7","0.1","0.021052632","0.031818182","0.136363636","0.227272727","0.183372875","0.454545455","1.060606061","7.575757576","0.277837689","8.636363636","0.733333333","0.1","0.023333333","0.166666667","0.203747639"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00037","","","","10.0877342","27.33333333","1.959766","0.946368","23.88888889","3.018146","4.3921509","12.60162602","1","30","24","21","21","25","14","7","3","4.056622","1","65.9813843","13","31.13170347","3","64.1025641","3","3","0.147619048","6.0309181","70","39","1.857142857","6","5","4","2.7","0.4","21.5","3.444444444","3.1","24.6","0.108","0.028571429","0.079487179","1.19047619","1.023809524","0.965082808","4.285714286","4.920634921","34.12698413","1.531877472","39.04761905","1.3","0.833333333","0.103333333","0.716666667","1.072314231"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00038","","","","0","17","1.739573","1.089337","8.888888889","0.261757","1.155846","47.7124183","3","30","30","22","22","32","15","2","8","4.7498531","1","69.4409332","13","39.94468589","4","68.08510638","7.555555556","3","0.331818182","11.7715864","73.33333333","47","2.136363636","8","1","3","6.8","0.5","8","8.111111111","7.3","15.3","0.2125","0.033333333","0.155319149","1.454545455","0.363636364","2.91596207","10.3030303","11.06060606","12.12121212","4.418124348","23.18181818","1.566666667","1.066666667","0.243333333","0.266666667","3.239957856"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00039","","","","0","42.55555556","1.467679","0.801941","27.77777778","2.1865549","3.2504301","34.72584856","1","30","30","22","22","38","8","2","6","3.197412","1","67.4326935","9","37.06640238","1","82.60869565","14.33333333","1","0.604545455","8.4074478","73.33333333","46","2.090909091","8","3","3","12.9","0.4","25","14.77777778","13.3","38.3","0.339473684","0.05","0.289130435","1.727272727","1.136363636","4.929831517","19.54545455","20.15151515","37.87878788","7.469441692","58.03030303","1.533333333","1.266666667","0.443333333","0.833333333","5.477590574"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00004","","","","31.1903381","10.11111111","2.5988531","1.600189","6.666666667","4.645556","6.275857","34.06593407","1","30","29","21","21","25","18","8","5","6.6398191","1","56.5854683","13","21.62643451","2","58.13953488","2.888888889","5","0.147619048","7.2621112","70","43","2.047619048","5","5","6","2.6","0.5","6","3.444444444","3.1","9.1","0.104","0.027777778","0.072093023","1.19047619","0.285714286","0.67041947","4.126984127","4.920634921","9.523809524","1.064157889","14.44444444","1.433333333","0.833333333","0.103333333","0.2","0.744910522"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00040","","","","0","62.77777778","1.660947","1.0528949","44.44444444","0.156536","0.915198","29.20353982","1","30","30","29","29","53","26","2","8","4.4455872","1","74.0309448","13","36.54","2","67.08860759","17.33333333","3","0.568965517","9.322896","96.66666667","79","2.724137931","8","3","3","15.6","0.9","40","18.33333333","16.5","56.5","0.294339623","0.034615385","0.208860759","1.827586207","1.379310345","6.0291","17.93103448","18.96551724","45.97701149","6.93","64.94252874","2.633333333","1.766666667","0.55","1.333333333","6.699"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00041","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","8","","3","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00042","","","","0","56.27777778","1.7161781","0.971967","30.55555556","1.2573709","2.277529","45.70582428","1","30","30","29","29","84","81","2","5","4.2003608","1","71.1100922","13","33.73493976","2","50.90909091","22.77777778","3","0.798275862","11.516078","96.66666667","165","5.689655172","7","1","3","20.5","2.65","27.5","25.72222222","23.15","50.65","0.244047619","0.032716049","0.14030303","2.896551724","0.948275862","7.809638554","23.56321839","26.6091954","31.6091954","8.97659604","58.2183908","5.5","2.8","0.771666667","0.916666667","8.677376172"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00043","","","","1.2299309","41.66666667","1.780864","1.018217","28.33333333","1.6340179","2.3485661","32","1","30","29","23","23","40","54","4","2","4.6431031","1","71.541748","13","35.16765286","2","42.55319149","11.22222222","3","0.52173913","4.9244571","76.66666667","94","4.086956522","8","3","3","10.1","1.9","25.5","13.33333333","12","37.5","0.2525","0.035185185","0.127659574","1.739130435","1.108695652","4.220118343","14.63768116","17.39130435","36.95652174","6.116113541","54.34782609","3.133333333","1.333333333","0.4","0.85","4.689020381"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00044","","","","0","18.33333333","1.538918","0.824336","3.888888889","3.701432","5.1754141","78.78787879","1","30","30","27","27","80","40","3","8","2.5540709","1","64.0549164","13","31.92201654","3","66.66666667","13","5","0.481481481","11.0886593","90","120","4.444444444","6","3","5","11.7","1.3","3.5","14.44444444","13","16.5","0.14625","0.0325","0.108333333","2.962962963","0.12962963","4.14986215","14.44444444","16.04938272","4.320987654","5.123286605","20.37037037","4","2.666666667","0.433333333","0.116666667","4.610957945"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00045","","","","0","18.22222222","1.750538","0.924351","9.444444444","1.327691","2.2321291","48.17073171","1","30","30","27","27","60","35","6","5","3.318295","1","68.4733429","14","29.37365011","3","63.15789474","7.666666667","5","0.292592593","9.5095911","90","95","3.518518519","6","3","5","6.9","1","8.5","8.777777778","7.9","16.4","0.115","0.028571429","0.083157895","2.222222222","0.314814815","2.320518359","8.518518519","9.75308642","10.49382716","2.86483748","20.24691358","3.166666667","2","0.263333333","0.283333333","2.578353732"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00046","","","","15.838253","28","2.276938","1.196784","5.555555556","0.50118","1.662437","80.15873016","1","30","29","14","14","99","36","7","5","6.8987312","2","54.5720291","8","28.47003155","3","73.33333333","20.88888889","3","1.442857143","22.3533459","46.66666667","135","9.642857143","6","4","4","18.8","1.4","5","22.44444444","20.2","25.2","0.18989899","0.038888889","0.14962963","7.071428571","0.357142857","5.750946373","44.76190476","48.0952381","11.9047619","13.69272946","60","4.5","3.3","0.673333333","0.166666667","6.389940415"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00047","","","","0","31.22222222","1.362318","0.673434","11.66666667","1.8488899","2.754607","62.63345196","1","30","30","28","28","75","24","2","4","3.5028551","3","75.242485","13","40.10705789","3","75.75757576","18.33333333","3","0.628571429","5.8541508","93.33333333","99","3.535714286","6","1","5","16.5","1.1","10.5","19.55555556","17.6","28.1","0.22","0.045833333","0.177777778","2.678571429","0.375","7.058842189","19.64285714","20.95238095","12.5","8.403383558","33.45238095","3.3","2.5","0.586666667","0.35","7.843157987"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00048","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00049","","","","32.687149","43.77777778","2.3238249","1.486776","15","2.467684","4.4849882","65.73604061","3","30","30","25","25","83","26","7","6","4.153522","3","47.6843262","5","20.50416832","2","76.14678899","27.66666667","3","1.036","26.7168579","83.33333333","109","4.36","6","1","4","24.9","1","13.5","28.77777778","25.9","39.4","0.3","0.038461538","0.237614679","3.32","0.54","5.310579595","33.2","34.53333333","18","7.080772793","52.53333333","3.633333333","2.766666667","0.863333333","0.45","5.900643994"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00005","","","","15.0294304","34.44444444","2.150614","1.160314","15.55555556","3.213424","4.7806258","54.83870968","1","30","30","28","28","111","66","7","6","4.0225792","1","59.923336","9","27.1282856","2","62.71186441","16.61111111","3","0.607142857","13.5740891","93.33333333","177","6.321428571","7","4","4","14.95","2.05","14","18.88888889","17","31","0.134684685","0.031060606","0.096045198","3.964285714","0.5","4.611808552","17.79761905","20.23809524","16.66666667","5.490248276","36.9047619","5.9","3.7","0.566666667","0.466666667","5.124231724"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00050","","","","3.0524368","41.22222222","1.676599","0.881778","24.44444444","0.85575","1.546046","40.70080863","1","30","29","29","29","44","30","5","2","4.0655079","3","71.2189026","14","36.20484319","3","59.45945946","15.77777778","5","0.520689655","8.8314781","96.66666667","74","2.551724138","7","3","3","14.2","0.9","22","16.77777778","15.1","37.1","0.322727273","0.03","0.204054054","1.517241379","0.75862069","5.466931322","16.32183908","17.35632184","25.28735632","6.283829105","42.64367816","2.466666667","1.466666667","0.503333333","0.733333333","6.074368135"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00051","","","","0","45.55555556","1.3849699","0.77354","23.88888889","0.74128","1.399469","47.56097561","1","30","30","26","26","70","27","4","9","3.4983461","1","72.2034149","13","36.13578054","3","72.16494845","20.44444444","3","0.75","8.6862688","86.66666667","97","3.730769231","6","3","4","18.4","1.1","21.5","21.66666667","19.5","41","0.262857143","0.040740741","0.201030928","2.692307692","0.826923077","7.046477205","23.58974359","25","27.56410256","9.033945135","52.56410256","3.233333333","2.333333333","0.65","0.716666667","7.829419117"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00052","","","","44.6367683","28.88888889","1.902456","0.878584","18.88888889","1.082456","2.266788","34.61538462","1","30","30","18","18","39","15","9","9","4.8876691","1","65.3742294","13","35.86656139","3","72.22222222","9.444444444","3","0.5","9.6174059","60","54","3","6","3","5","8.5","0.5","17","10","9","26","0.217948718","0.033333333","0.166666667","2.166666667","0.944444444","3.227990525","15.74074074","16.66666667","31.48148148","5.977760232","48.14814815","1.8","1.3","0.3","0.566666667","3.586656139"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00053","","","","14.9963379","8.666666667","2.328717","1.2763031","4.444444444","0.566999","1.49268","48.71794872","1","30","25","16","16","27","9","7","2","6.4533529","1","61.3950691","13","29.50754567","5","75","3.888888889","5","0.2375","13.7752647","53.33333333","36","2.25","5","5","5","3.5","0.3","4","4.222222222","3.8","7.8","0.12962963","0.033333333","0.105555556","1.6875","0.25","1.121286735","7.291666667","7.916666667","8.333333333","2.336014032","16.25","1.2","0.9","0.126666667","0.133333333","1.245874151"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00054","","","","0","36.27777778","1.7202851","0.869982","22.22222222","0.791346","1.508144","38.74425727","1","30","27","27","27","72","30","4","3","4.9389458","3","71.2390976","5","36.9185476","4","70.58823529","11.94444444","3","0.468518519","9.7242165","90","102","3.777777778","8","3","4","10.75","1.9","20","14.05555556","12.65","32.65","0.149305556","0.063333333","0.124019608","2.666666667","0.740740741","4.670196271","13.27160494","15.61728395","24.69135802","5.765674409","40.30864198","3.4","2.4","0.421666667","0.666666667","5.189106968"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00055","","","","0","69.22222222","1.4242049","0.807667","25.55555556","0.976293","1.701116","63.08186196","1","30","30","24","24","76","15","3","2","3.7612879","3","73.5993271","5","37.79791215","3","83.51648352","42.77777778","3","1.6375","7.994813","80","91","3.791666667","7","1","3","38.5","0.8","23","43.66666667","39.3","62.3","0.506578947","0.053333333","0.431868132","3.166666667","0.958333333","14.85457947","53.47222222","54.58333333","31.94444444","20.63136038","86.52777778","3.033333333","2.533333333","1.31","0.766666667","16.50508831"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00056","","","","0","33.22222222","1.734849","0.876225","24.44444444","1.078506","1.781844","26.42140468","1","30","27","23","23","44","9","4","8","4.014997","2","71.7741699","14","38.9746635","3","83.01886792","8.444444444","3","0.343478261","8.6374226","76.66666667","53","2.304347826","7","1","3","7.6","0.3","22","8.777777778","7.9","29.9","0.172727273","0.033333333","0.149056604","1.913043478","0.956521739","3.078998417","11.01449275","11.44927536","31.88405797","4.462316546","43.33333333","1.766666667","1.466666667","0.263333333","0.733333333","3.421109352"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00057","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00058","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00059","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00006","","","","0","23.55555556","1.489789","0.668917","7.777777778","0.643427","1.444054","66.98113208","1","30","30","28","28","75","37","4","3","3.4698141","3","72.7264709","8","37.38872404","4","66.96428571","14.55555556","3","0.507142857","12.7617254","93.33333333","112","4","7","1","5","13.1","1.1","7","15.77777778","14.2","21.2","0.174666667","0.02972973","0.126785714","2.678571429","0.25","5.309198814","15.5952381","16.9047619","8.333333333","6.320474778","25.23809524","3.733333333","2.5","0.473333333","0.233333333","5.899109793"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00060","","","","1.4507084","","1.64434","0.921566","","0.977762","1.880223","","","30","","","","","","5","3","3.314028","","69.4125595","","36.12092658","","","","","","11.2875013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00061","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00062","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00063","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00064","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00065","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00066","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00067","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00068","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00069","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00007","","","","0","22.55555556","1.880047","0.988588","10","0.919062","1.654623","55.66502463","1","30","30","25","25","64","33","5","5","4.4814472","1","68.6430359","13","30.82825103","2","65.97938144","11.72222222","3","0.452","8.8889818","83.33333333","97","3.88","6","3","4","10.55","0.75","9","12.55555556","11.3","20.3","0.16484375","0.022727273","0.116494845","2.56","0.36","3.483592366","14.06666667","15.06666667","12","4.644789822","27.06666667","3.233333333","2.133333333","0.376666667","0.3","3.870658185"
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00070","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00071","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00072","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00073","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00074","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00075","","","","0","","1.714411","0.938272","","1.6608911","2.6199701","","","30","","","","","","2","5","4.019115","","66.0215988","","32.5063989","","","","","","14.4018764","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00076","","","","19.6276016","","2.3919511","1.47491","","0","1.165664","","","30","","","","","","7","2","7.0759521","","62.5146637","","28.28303018","","","","","","13.7813911","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00077","","","","37.6070938","","2.179646","1.292189","","6.3746228","9.2856388","","","30","","","","","","7","6","3.66271","","45.6523438","","21.39037433","","","","","","18.4405365","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00078","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00079","","","","48.4043159","","1.868005","0.878747","","1.1456209","2.178761","","","30","","","","","","9","9","4.0657902","","63.7096939","","34.20067021","","","","","","13.1040907","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00008","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","6","","1","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00080","","","","2.6833706","","1.757035","0.945129","","0.784219","2.0353711","","","30","","","","","","6","7","5.1219578","","69.8604431","","35.22211254","","","","","","11.1617317","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00081","","","","13.0815773","","2.0217941","0.979244","","0.676705","1.306471","","","30","","","","","","7","5","5.4993038","","58.6054497","","32.13651608","","","","","","18.3010082","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00082","","","","0","","1.4400769","0.87686","","0.424393","1.478406","","1","30","","25","7","","","4","2","3.005873","2","72.6316376","14","35.57086614","7","","","7","","11.6533108","83.33333333","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00083","","","","0","","1.338357","0.660716","","1.533142","2.0987091","","","30","","","","84","0","2","6","3.2928679","","70.8521118","","39.45591739","","100","","","","8.1645708","","84","","","","","","0","","","","","","","","","","","","","","","","2.8","2.8","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00084","","","","0","","1.088815","0.569281","","1.830493","2.5338471","","","30","","","","","","2","4","2.8082919","","72.8265381","","39.68694274","","","","","","9.2515116","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017FMS-ST02","","","","","","","","","GHP2017FMS-ST02-00009","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","6","","1","","","","","","","","","","","","","","","","","","","","","",""
