"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00031","","","","3","0.73","13.71","50.78","4.3529577","3.7399054","1","6","8","5","5","14","4","4","6","2.61","1","59.4395866","2","8","12.96","6","1","5","3.7","0.5","8.5","4.2","12.7","14","0.616666667","0.0625","0.3","2.8","1","1.2","0.428571429","0.84","0.3","1.7","0.607142857","42.85714286","33.07086614","35.71428571","26.99881843","1.133950374","8.80952381","24.66666667","10","28","20.23809524","56.66666667","2.699881843","7.559669161","30.23809524","84.66666667"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00032","","","","1","3.26","19.63","50.39","0.6081091","","2","11","18","13","9","14","9","2","8","3.14","2","69.0862427","3","4","11.14","8","7","6","1.8","1","4","2.8","6.8","29","0.163636364","0.055555556","0.096551724","3.222222222","2.071428571","1.222222222","0.785714286","0.311111111","0.2","0.444444444","0.285714286","37.93103448","41.17647059","64.28571429","38.95614209","1.090771979","4.285714286","6.666666667","6.666666667","10.37037037","9.523809524","14.81481481","2.597076139","4.039896217","16.19047619","25.18518519"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00033","","","","1","","","","","","1","18","15","14","8","14","8","","","","1","","7","7","","5","4","7","2.5","0.6","3.5","3.1","6.6","33","0.138888889","0.04","0.093939394","4.125","2.357142857","2.25","1.285714286","0.3875","0.221428571","0.4375","0.25","54.54545455","46.96969697","57.14285714","","","5.952380952","10.41666667","7.380952381","12.91666667","8.333333333","14.58333333","","","15.71428571","27.5"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00034","","","","2","30.51","13.52","50.89","1.9637704","0.3517838","1","14","18","11","9","14","8","8","6","2.92","1","59.2204361","3","5","16.84","7","2","6","2.2","0.7","4","2.9","6.9","32","0.157142857","0.038888889","0.090625","3.555555556","2.285714286","1.555555556","1","0.322222222","0.207142857","0.444444444","0.285714286","43.75","42.02898551","64.28571429","26.56710552","0.77044606","5.238095238","8.148148148","6.904761905","10.74074074","9.523809524","14.81481481","1.834395381","2.853503926","16.42857143","25.55555556"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00035","","","","3","1.39","17.49","50.24","1.5859101","","2","16","18","9","7","14","7","5","8","3.54","2","65.5346451","5","6","12.32","6","3","5","5.5","1.1","1.5","6.6","8.1","34","0.34375","0.061111111","0.194117647","4.857142857","2.428571429","2.285714286","1.142857143","0.942857143","0.471428571","0.214285714","0.107142857","47.05882353","81.48148148","50","34.81289809","2.297651274","13.0952381","26.19047619","15.71428571","31.42857143","3.571428571","7.142857143","5.470598271","10.94119654","19.28571429","38.57142857"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00036","","","","2","","15.3","50.04","2.3364382","1.3546262","2","23","10","13","10","14","10","2","9","1.18","1","65.6321564","8","7","12.91","7","1","6","4.9","0.4","4.5","5.3","9.8","33","0.213043478","0.04","0.160606061","3.3","2.357142857","2.3","1.642857143","0.53","0.378571429","0.45","0.321428571","69.6969697","54.08163265","71.42857143","30.57553957","1.620503597","11.66666667","16.33333333","12.61904762","17.66666667","10.71428571","15","3.858341898","5.401678657","23.33333333","32.66666667"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00037","","","","2","","18.4","50.67","0.3136429","","2","7","11","12","10","14","8","5","2","4.42","2","65.6802292","8","6","14.41","6","3","6","2.3","0.7","2.5","3","5.5","18","0.328571429","0.063636364","0.166666667","1.8","1.285714286","0.7","0.5","0.3","0.214285714","0.25","0.178571429","38.88888889","54.54545455","71.42857143","36.31340043","1.089402013","5.476190476","7.666666667","7.142857143","10","5.952380952","8.333333333","2.593814317","3.631340043","13.0952381","18.33333333"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00038","","","","3","16.52","14.29","50.03","4.2469497","2.7236967","2","1","4","7","4","14","2","6","6","2.52","3","60.4762497","2","5","12.65","6","2","6","0.3","0.3","4.5","0.6","5.1","5","0.3","0.075","0.12","1.25","0.357142857","0.25","0.071428571","0.15","0.042857143","1.125","0.321428571","20","11.76470588","28.57142857","28.56286228","0.171377174","0.714285714","2.5","1.428571429","5","10.71428571","37.5","0.40804089","1.428143114","12.14285714","42.5"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00039","","","","2","","","","","","1","9","23","13","9","14","9","","","","1","","7","7","","8","5","5","1.5","1.1","15","2.6","17.6","32","0.166666667","0.047826087","0.08125","3.555555556","2.285714286","1","0.642857143","0.288888889","0.185714286","1.666666667","1.071428571","28.125","14.77272727","64.28571429","","","3.571428571","5.555555556","6.19047619","9.62962963","35.71428571","55.55555556","","","41.9047619","65.18518519"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00040","","","","1","","16.27","50.72","1.8696444","0.510022","2","21","17","12","10","14","9","","2","5.47","2","63.2059288","2","6","12.79","7","2","6","5.8","1.2","2","7","9","38","0.276190476","0.070588235","0.184210526","3.8","2.714285714","2.1","1.5","0.7","0.5","0.2","0.142857143","55.26315789","77.77777778","71.42857143","32.07807571","2.2454653","13.80952381","19.33333333","16.66666667","23.33333333","4.761904762","6.666666667","5.346345952","7.484884332","21.42857143","30"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00041","","","","1","","16.96","50.45","5.7136416","5.27","1","18","16","9","9","14","9","3","2","4.62","1","58.1018219","7","9","10.3","9","5","4","9","1.1","8.5","10.1","18.6","34","0.5","0.06875","0.297058824","3.777777778","2.428571429","2","1.285714286","1.122222222","0.721428571","0.944444444","0.607142857","52.94117647","54.30107527","64.28571429","33.61744301","3.395361744","21.42857143","33.33333333","24.04761905","37.40740741","20.23809524","31.48148148","8.084194629","12.57541387","44.28571429","68.88888889"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00042","","","","3","","","","","","3","15","8","12","8","14","8","","","","2","","","7","","7","2","5","3.7","0.4","6","4.1","10.1","23","0.246666667","0.05","0.17826087","2.875","1.642857143","1.875","1.071428571","0.5125","0.292857143","0.75","0.428571429","65.2173913","40.59405941","57.14285714","","","8.80952381","15.41666667","9.761904762","17.08333333","14.28571429","25","","","24.04761905","42.08333333"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00043","","","","3","","18.37","50.45","1.8146486","0.0970126","2","13","15","6","6","14","6","3","8","4.05","2","67.3757782","2","4","9.14","5","3","5","2.4","0.4","1","2.8","3.8","28","0.184615385","0.026666667","0.1","4.666666667","2","2.166666667","0.928571429","0.466666667","0.2","0.166666667","0.071428571","46.42857143","73.68421053","42.85714286","36.4122894","1.019544103","5.714285714","13.33333333","6.666666667","15.55555556","2.380952381","5.555555556","2.42748596","5.664133906","9.047619048","21.11111111"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00044","","","","2","5.69","13.4","50.67","4.1844525","2.7958128","2","27","32","10","10","14","10","1","8","3.77","1","62.9194412","3","8","9.29","8","2","6","7.5","1","6","8.5","14.5","59","0.277777778","0.03125","0.144067797","5.9","4.214285714","2.7","1.928571429","0.85","0.607142857","0.6","0.428571429","45.76271186","58.62068966","71.42857143","26.44562858","2.247878429","17.85714286","25","20.23809524","28.33333333","14.28571429","20","5.352091498","7.492928097","34.52380952","48.33333333"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00045","","","","3","","17.72","50.09","2.6669071","1.5722941","1","18","11","9","8","14","8","5","8","3.43","2","64.0298386","2","6","7.87","8","1","5","5.6","0.7","4.5","6.3","10.8","29","0.311111111","0.063636364","0.217241379","3.625","2.071428571","2.25","1.285714286","0.7875","0.45","0.5625","0.321428571","62.06896552","58.33333333","57.14285714","35.37632262","2.228708325","13.33333333","23.33333333","15","26.25","10.71428571","18.75","5.306448393","9.286284688","25.71428571","45"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00046","","","","2","","17.29","50.13","1.1931925","","2","11","6","11","8","14","8","5","3","2.57","1","63.9629593","3","8","15.19","8","4","6","3.9","0.4","4","4.3","8.3","17","0.354545455","0.066666667","0.252941176","2.125","1.214285714","1.375","0.785714286","0.5375","0.307142857","0.5","0.285714286","64.70588235","51.80722892","57.14285714","34.49032515","1.483083982","9.285714286","16.25","10.23809524","17.91666667","9.523809524","16.66666667","3.531152337","6.17951659","19.76190476","34.58333333"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00047","","","","2","","16.07","50.41","1.6763759","0.2314504","3","12","9","11","10","14","10","3","8","4.13","1","66.2004013","3","7","8.08","7","1","6","3","0.3","3","3.3","6.3","21","0.25","0.033333333","0.157142857","2.1","1.5","1.2","0.857142857","0.33","0.235714286","0.3","0.214285714","57.14285714","52.38095238","71.42857143","31.87859552","1.051993652","7.142857143","10","7.857142857","11","7.142857143","10","2.504746791","3.506645507","15","21"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00048","","","","3","4.11","15.29","50.61","0.931922","","2","20","25","13","10","14","10","6","2","1.05","1","67.5486908","2","7","13.49","7","4","6","6.8","1.2","4.5","8","12.5","45","0.34","0.048","0.177777778","4.5","3.214285714","2","1.428571429","0.8","0.571428571","0.45","0.321428571","44.44444444","64","71.42857143","30.21142067","2.416913653","16.19047619","22.66666667","19.04761905","26.66666667","10.71428571","15","5.754556318","8.056378845","29.76190476","41.66666667"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00049","","","","2","","16.85","50.2","2.0445087","0.4872506","2","11","5","7","7","14","7","5","2","3.42","1","60.4998779","1","8","16.91","6","3","6","4.7","0.4","2","5.1","7.1","16","0.427272727","0.08","0.31875","2.285714286","1.142857143","1.571428571","0.785714286","0.728571429","0.364285714","0.285714286","0.142857143","68.75","71.83098592","50","33.56573705","1.71185259","11.19047619","22.38095238","12.14285714","24.28571429","4.761904762","9.523809524","4.075839499","8.151678998","16.9047619","33.80952381"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00050","","","","2","","16.3","50.14","2.5315852","1.4476148","2","31","10","13","10","14","10","3","6","3.28","1","58.3467712","8","8","15.94","8","2","6","11.6","0.6","6","12.2","18.2","41","0.374193548","0.06","0.297560976","4.1","2.928571429","3.1","2.214285714","1.22","0.871428571","0.6","0.428571429","75.6097561","67.03296703","71.42857143","32.50897487","3.966094934","27.61904762","38.66666667","29.04761905","40.66666667","14.28571429","20","9.443083177","13.22031645","43.33333333","60.66666667"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00051","","","","1","0.73","14.07","50.37","4.3529577","3.7399054","1","13","8","12","7","14","7","4","6","2.61","1","59.4395866","2","8","12.96","8","2","4","6.5","0.5","5","7","12","21","0.5","0.0625","0.333333333","3","1.5","1.857142857","0.928571429","1","0.5","0.714285714","0.357142857","61.9047619","58.33333333","50","27.93329363","1.955330554","15.47619048","30.95238095","16.66666667","33.33333333","11.9047619","23.80952381","4.655548938","9.311097876","28.57142857","57.14285714"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00052","","","","1","35.68","12.29","50.34","12.27","","2","24","9","13","8","14","8","3","8","2.84","2","42.84","2","7","","7","1","7","7.4","0.4","4","7.8","11.8","33","0.308333333","0.044444444","0.236363636","4.125","2.357142857","3","1.714285714","0.975","0.557142857","0.5","0.285714286","72.72727273","66.10169492","57.14285714","24.4139849","1.904290822","17.61904762","30.83333333","18.57142857","32.5","9.523809524","16.66666667","4.534025768","7.934545093","28.0952381","49.16666667"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00053","","","","1","","21.85","50.59","","","2","16","15","14","10","14","10","5","8","3.32","2","74.6773682","2","6","6.03","9","2","5","4.1","0.6","8","4.7","12.7","31","0.25625","0.04","0.151612903","3.1","2.214285714","1.6","1.142857143","0.47","0.335714286","0.8","0.571428571","51.61290323","37.00787402","71.42857143","43.19035382","2.02994663","9.761904762","13.66666667","11.19047619","15.66666667","19.04761905","26.66666667","4.833206261","6.766488766","30.23809524","42.33333333"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00054","","","","2","2.41","17.83","50.32","0.6558672","","1","10","54","14","10","14","10","5","5","2.62","1","70.9241028","3","5","9.02","7","6","7","2.9","1.7","9","4.6","13.6","64","0.29","0.031481481","0.071875","6.4","4.571428571","1","0.714285714","0.46","0.328571429","0.9","0.642857143","15.625","33.82352941","71.42857143","35.43322734","1.629928458","6.904761905","9.666666667","10.95238095","15.33333333","21.42857143","30","3.880782043","5.43309486","32.38095238","45.33333333"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00055","","","","1","","19.3","50.89","","","2","16","9","12","8","14","8","4","3","1.93","2","71.6393051","6","8","9.96","9","1","5","8.5","0.8","10","9.3","19.3","25","0.53125","0.088888889","0.372","3.125","1.785714286","2","1.142857143","1.1625","0.664285714","1.25","0.714285714","64","48.1865285","57.14285714","37.92493614","3.527019061","20.23809524","35.41666667","22.14285714","38.75","23.80952381","41.66666667","8.39766443","14.69591275","45.95238095","80.41666667"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00056","","","","1","","","","","","1","12","16","12","7","14","7","","","","2","","4","7","","9","3","4","4.3","0.7","3","5","8","28","0.358333333","0.04375","0.178571429","4","2","1.714285714","0.857142857","0.714285714","0.357142857","0.428571429","0.214285714","42.85714286","62.5","50","","","10.23809524","20.47619048","11.9047619","23.80952381","7.142857143","14.28571429","","","19.04761905","38.0952381"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00057","","","","3","","","","","","3","5","21","14","10","14","10","","","","2","","6","7","","9","2","6","1.2","1.1","18","2.3","20.3","26","0.24","0.052380952","0.088461538","2.6","1.857142857","0.5","0.357142857","0.23","0.164285714","1.8","1.285714286","19.23076923","11.33004926","71.42857143","","","2.857142857","4","5.476190476","7.666666667","42.85714286","60","","","48.33333333","67.66666667"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00058","","","","2","","17.94","50.75","0.0906267","","2","18","33","14","10","14","10","3","6","2.45","2","67.4997864","2","6","13.55","9","3","5","5.7","1.9","7","7.6","14.6","51","0.316666667","0.057575758","0.149019608","5.1","3.642857143","1.8","1.285714286","0.76","0.542857143","0.7","0.5","35.29411765","52.05479452","71.42857143","35.34975369","2.686581281","13.57142857","19","18.0952381","25.33333333","16.66666667","23.33333333","6.396622097","8.955270936","34.76190476","48.66666667"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00059","","","","3","","","","","","1","6","14","13","9","14","8","","","","3","","4","4","","8","3","4","1","0.5","6","1.5","7.5","20","0.166666667","0.035714286","0.075","2.222222222","1.428571429","0.666666667","0.428571429","0.166666667","0.107142857","0.666666667","0.428571429","30","20","64.28571429","","","2.380952381","3.703703704","3.571428571","5.555555556","14.28571429","22.22222222","","","17.85714286","27.77777778"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00060","","","","2","12.2","15.07","50.15","0.5870884","","2","10","16","14","10","14","10","6","4","2.43","1","65.0774155","2","7","14","7","3","5","2.1","0.6","4","2.7","6.7","26","0.21","0.0375","0.103846154","2.6","1.857142857","1","0.714285714","0.27","0.192857143","0.4","0.285714286","38.46153846","40.29850746","71.42857143","30.04985045","0.811345962","5","7","6.428571429","9","9.523809524","13.33333333","1.9317761","2.70448654","15.95238095","22.33333333"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00061","","","","1","","19.71","50.46","0.1551039","","2","21","8","13","9","14","9","3","6","3.53","1","68.6052246","3","8","10.69","9","2","5","7.2","0.5","4.5","7.7","12.2","29","0.342857143","0.0625","0.265517241","3.222222222","2.071428571","2.333333333","1.5","0.855555556","0.55","0.5","0.321428571","72.4137931","63.1147541","64.28571429","39.06064209","3.007669441","17.14285714","26.66666667","18.33333333","28.51851852","10.71428571","16.66666667","7.161117717","11.13951645","29.04761905","45.18518519"
"","","GHP2012FMS-PT01","","","","","","","","","GHP2012FMS-PT01-00062","","","","1","","","","","","1","6","12","12","7","14","6","","","","2","","4","5","","9","1","6","1.5","0.8","6","2.3","8.3","18","0.25","0.066666667","0.127777778","2.571428571","1.285714286","0.857142857","0.428571429","0.328571429","0.164285714","0.857142857","0.428571429","33.33333333","27.71084337","50","","","3.571428571","7.142857143","5.476190476","10.95238095","14.28571429","28.57142857","","","19.76190476","39.52380952"
