"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Millipede damage estimating 1-9|CO_331:0000805","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00370","","","","4","3","12","8","1","1","2","3","0.2","0.1","0.34","","7","","","","6","6","","","","","","","","","0.3","0.64","5","0.1","0.033333333","0.06","5","0.416666667","2","0.166666667","0.3","0.025","0.34","0.028333333","40","46.875","8.333333333","","0.555555556","6.666666667","0.833333333","10","0.944444444","11.33333333","","","1.777777778","21.33333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00371","","","","","","12","5","1","0","0","0","0","0","0.14","","","","","","","","","","","","","","","","0","0.14","0","","","","0","0","0","0","0","0","0.14","0.011666667","","0","8.333333333","","0","0","0","0","0.388888889","4.666666667","","","0.388888889","4.666666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00372","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00373","","","","1","3","12","12","1","1","1","5","0.14","0.1","0.12","","5","","","","4","5","","","","","","","","","0.24","0.36","6","0.14","0.02","0.04","6","0.5","1","0.083333333","0.24","0.02","0.12","0.01","16.66666667","66.66666667","8.333333333","","0.388888889","4.666666667","0.666666667","8","0.333333333","4","","","1","12"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00374","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00375","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00376","","","","2","2","12","10","1","1","5","9","0.64","0.26","0.96","3.924101114","2","69.12342834","3","37.03398558","4","4","0","1.529607058","0.762517989","17.98","48.55","2.125153065","3.339215994","10.33212662","0.9","1.86","14","0.128","0.028888889","0.064285714","14","1.166666667","5","0.416666667","0.9","0.075","0.96","0.08","35.71428571","48.38709677","8.333333333","0.33330587","1.777777778","21.33333333","2.5","30","2.666666667","32","0.92584964","11.11019567","5.166666667","62"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00377","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00378","","","","1","1","12","6","1","1","1","3","0.12","0.12","0.36","","5","","","","6","6","","","","","","","","","0.24","0.6","4","0.12","0.04","0.06","4","0.333333333","1","0.083333333","0.24","0.02","0.36","0.03","25","40","8.333333333","","0.333333333","4","0.666666667","8","1","12","","","1.666666667","20"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00379","","","","1","3","12","12","1","1","3","5","0.18","0.12","0.44","","2","","","","4","4","","","","","","","","","0.3","0.74","8","0.06","0.024","0.0375","8","0.666666667","3","0.25","0.3","0.025","0.44","0.036666667","37.5","40.54054054","8.333333333","","0.5","6","0.833333333","10","1.222222222","14.66666667","","","2.055555556","24.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00380","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00381","","","","1","3","12","3","1","1","0","2","0","0.14","0.26","","6","","","","6","7","","","","","","","","","0.14","0.4","2","","0.07","0.07","2","0.166666667","0","0","0.14","0.011666667","0.26","0.021666667","0","35","8.333333333","","0","0","0.388888889","4.666666667","0.722222222","8.666666667","","","1.111111111","13.33333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00382","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00383","","","","1","4","12","12","1","1","1","6","0.08","0.12","0.84","","3","","","","7","6","","","","","","","","","0.2","1.04","7","0.08","0.02","0.028571429","7","0.583333333","1","0.083333333","0.2","0.016666667","0.84","0.07","14.28571429","19.23076923","8.333333333","","0.222222222","2.666666667","0.555555556","6.666666667","2.333333333","28","","","2.888888889","34.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00384","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00385","","","","2","3","12","12","1","1","9","6","0.92","0.2","0.56","5.288132191","4","64.67088318","3","37.08813839","2","4","3.9653149","2.157921076","1.065179944","18.01","48.56","1.898259044","3.096883059","13.63665676","1.12","1.68","15","0.102222222","0.033333333","0.074666667","15","1.25","9","0.75","1.12","0.093333333","0.56","0.046666667","60","66.66666667","8.333333333","0.41538715","2.555555556","30.66666667","3.111111111","37.33333333","1.555555556","18.66666667","1.153853194","13.84623833","4.666666667","56"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00386","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00387","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00388","","","","3","2","12","11","1","1","1","6","0.62","0.18","0.86","","4","","","","3","3","","","","","","","","","0.8","1.66","7","0.62","0.03","0.114285714","7","0.583333333","1","0.083333333","0.8","0.066666667","0.86","0.071666667","14.28571429","48.19277108","8.333333333","","1.722222222","20.66666667","2.222222222","26.66666667","2.388888889","28.66666667","","","4.611111111","55.33333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00389","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00390","","","","2","3","12","11","1","1","5","7","0.44","0.24","0.48","","6","","","","4","6","","","","","","","","","0.68","1.16","12","0.088","0.034285714","0.056666667","12","1","5","0.416666667","0.68","0.056666667","0.48","0.04","41.66666667","58.62068966","8.333333333","","1.222222222","14.66666667","1.888888889","22.66666667","1.333333333","16","","","3.222222222","38.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00391","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00392","","","","2","2","12","6","1","1","5","4","0.62","0.12","0.48","","4","","","","4","5","","","","","","","","","0.74","1.22","9","0.124","0.03","0.082222222","9","0.75","5","0.416666667","0.74","0.061666667","0.48","0.04","55.55555556","60.6557377","8.333333333","","1.722222222","20.66666667","2.055555556","24.66666667","1.333333333","16","","","3.388888889","40.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00393","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00394","","","","2","2","12","10","1","1","1","1","0.12","0.02","0.58","5.068089962","1","64.95195007","3","32.95058438","3","5","0","2.383295059","1.279636979","16.07","48.77","3.090910912","5.090923786","5.599942207","0.14","0.72","2","0.12","0.02","0.07","2","0.166666667","1","0.083333333","0.14","0.011666667","0.58","0.048333333","50","19.44444444","8.333333333","0.046130818","0.333333333","4","0.388888889","4.666666667","1.611111111","19.33333333","0.128141161","1.537693938","2","24"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00395","","","","2","2","12","8","1","1","4","4","0.58","0.12","0.24","","4","","","","4","5","","","","","","","","","0.7","0.94","8","0.145","0.03","0.0875","8","0.666666667","4","0.333333333","0.7","0.058333333","0.24","0.02","50","74.46808511","8.333333333","","1.611111111","19.33333333","1.944444444","23.33333333","0.666666667","8","","","2.611111111","31.33333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00396","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00397","","","","1","2","12","9","1","1","0","15","0","0.36","0.64","","3","","","","7","3","","","","","","","","","0.36","1","15","","0.024","0.024","15","1.25","0","0","0.36","0.03","0.64","0.053333333","0","36","8.333333333","","0","0","1","12","1.777777778","21.33333333","","","2.777777778","33.33333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00398","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00399","","","","2","3","12","10","1","1","0","2","0","0.12","0.6","","3","","","","7","6","","","","","","","","","0.12","0.72","2","","0.06","0.06","2","0.166666667","0","0","0.12","0.01","0.6","0.05","0","16.66666667","8.333333333","","0","0","0.333333333","4","1.666666667","20","","","2","24"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00400","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00401","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00402","","","","2","4","12","10","3","3","5","7","0.44","0.08","0.28","","2","","","","5","5","","","","","","","","","0.52","0.8","12","0.088","0.011428571","0.043333333","4","1","1.666666667","0.416666667","0.173333333","0.043333333","0.093333333","0.023333333","41.66666667","65","25","","1.222222222","4.888888889","1.444444444","5.777777778","0.777777778","3.111111111","","","2.222222222","8.888888889"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00403","","","","2","4","12","11","1","1","5","9","0.42","0.26","0.44","6.810100079","5","62.97085953","3","35.59910186","3","6","0","2.53473711","1.327067971","17.44","48.99","1.956469059","3.703723907","13.94441032","0.68","1.12","14","0.084","0.028888889","0.048571429","14","1.166666667","5","0.416666667","0.68","0.056666667","0.44","0.036666667","35.71428571","60.71428571","8.333333333","0.242073893","1.166666667","14","1.888888889","22.66666667","1.222222222","14.66666667","0.67242748","8.069129754","3.111111111","37.33333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00404","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00405","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00406","","","","2","3","12","9","1","1","0","6","0","0.1","0.42","","2","","","","9","9","","","","","","","","","0.1","0.52","6","","0.016666667","0.016666667","6","0.5","0","0","0.1","0.008333333","0.42","0.035","0","19.23076923","8.333333333","","0","0","0.277777778","3.333333333","1.166666667","14","","","1.444444444","17.33333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00407","","","","","","12","11","1","0","0","0","0","0","0.38","","","","","","","","","","","","","","","","0","0.38","0","","","","0","0","0","0","0","0","0.38","0.031666667","","0","8.333333333","","0","0","0","0","1.055555556","12.66666667","","","1.055555556","12.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00408","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00409","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00410","","","","","","12","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00411","","","","3","3","12","9","1","1","5","6","0.54","0.16","0.86","","3","","","","6","7","","","","","","","","","0.7","1.56","11","0.108","0.026666667","0.063636364","11","0.916666667","5","0.416666667","0.7","0.058333333","0.86","0.071666667","45.45454545","44.87179487","8.333333333","","1.5","18","1.944444444","23.33333333","2.388888889","28.66666667","","","4.333333333","52"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00412","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00413","","","","","","12","8","1","0","0","0","0","0","0.12","","","","","","","","","","","","","","","","0","0.12","0","","","","0","0","0","0","0","0","0.12","0.01","","0","8.333333333","","0","0","0","0","0.333333333","4","","","0.333333333","4"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00414","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00415","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00416","","","","2","5","12","12","1","1","4","11","0.26","0.28","0.74","","4","","","","2","6","","","","","","","","","0.54","1.28","15","0.065","0.025454545","0.036","15","1.25","4","0.333333333","0.54","0.045","0.74","0.061666667","26.66666667","42.1875","8.333333333","","0.722222222","8.666666667","1.5","18","2.055555556","24.66666667","","","3.555555556","42.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00417","","","","3","2","12","7","1","1","0","1","0","0.02","0.54","","4","","","","7","8","","","","","","","","","0.02","0.56","1","","0.02","0.02","1","0.083333333","0","0","0.02","0.001666667","0.54","0.045","0","3.571428571","8.333333333","","0","0","0.055555556","0.666666667","1.5","18","","","1.555555556","18.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00418","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00419","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00420","","","","2","3","12","10","1","1","1","9","0.16","0.3","0.7","","4","","","","7","6","","","","","","","","","0.46","1.16","10","0.16","0.033333333","0.046","10","0.833333333","1","0.083333333","0.46","0.038333333","0.7","0.058333333","10","39.65517241","8.333333333","","0.444444444","5.333333333","1.277777778","15.33333333","1.944444444","23.33333333","","","3.222222222","38.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00421","","","","1","2","12","9","1","1","0","5","0","0.1","0.06","","2","","","","8","8","","","","","","","","","0.1","0.16","5","","0.02","0.02","5","0.416666667","0","0","0.1","0.008333333","0.06","0.005","0","62.5","8.333333333","","0","0","0.277777778","3.333333333","0.166666667","2","","","0.444444444","5.333333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00422","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00423","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00424","","","","","","12","8","3","0","0","0","0","0","0.08","","","","","","","","","","","","","","","","0","0.08","0","","","","0","0","0","0","0","0","0.026666667","0.006666667","","0","25","","0","0","0","0","0.222222222","0.888888889","","","0.222222222","0.888888889"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00425","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00426","","","","1","2","12","12","1","1","8","4","1.36","0.3","2.04","5.61105299","2","66.20913696","5","36.48621042","3","2","0","1.882253051","1.055539966","17.86","48.95","1.864191055","2.948937893","10.70801735","1.66","3.7","12","0.17","0.075","0.138333333","12","1","8","0.666666667","1.66","0.138333333","2.04","0.17","66.66666667","44.86486486","8.333333333","0.605671093","3.777777778","45.33333333","4.611111111","55.33333333","5.666666667","68","1.682419703","20.18903643","10.27777778","123.3333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00427","","","","2","3","12","10","1","1","1","3","0.1","0.12","0.94","","2","","","","8","8","","","","","","","","","0.22","1.16","4","0.1","0.04","0.055","4","0.333333333","1","0.083333333","0.22","0.018333333","0.94","0.078333333","25","18.96551724","8.333333333","","0.277777778","3.333333333","0.611111111","7.333333333","2.611111111","31.33333333","","","3.222222222","38.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00428","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00429","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00430","","","","1","2","12","4","1","1","2","0","0.16","0","0.46","","2","","","","4","7","","","","","","","","","0.16","0.62","2","0.08","","0.08","2","0.166666667","2","0.166666667","0.16","0.013333333","0.46","0.038333333","100","25.80645161","8.333333333","","0.444444444","5.333333333","0.444444444","5.333333333","1.277777778","15.33333333","","","1.722222222","20.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00431","","","","3","1","12","4","1","1","0","5","0","0.08","0.22","","4","","","","7","8","","","","","","","","","0.08","0.3","5","","0.016","0.016","5","0.416666667","0","0","0.08","0.006666667","0.22","0.018333333","0","26.66666667","8.333333333","","0","0","0.222222222","2.666666667","0.611111111","7.333333333","","","0.833333333","10"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00432","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00433","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00434","","","","","","12","8","2","0","0","0","0","0","0.32","","","","","","","","","","","","","","","","0","0.32","0","","","","0","0","0","0","0","0","0.16","0.026666667","","0","16.66666667","","0","0","0","0","0.888888889","5.333333333","","","0.888888889","5.333333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00435","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00436","","","","1","3","12","8","1","1","2","3","0.24","0.1","0.34","","2","","","","7","2","","","","","","","","","0.34","0.68","5","0.12","0.033333333","0.068","5","0.416666667","2","0.166666667","0.34","0.028333333","0.34","0.028333333","40","50","8.333333333","","0.666666667","8","0.944444444","11.33333333","0.944444444","11.33333333","","","1.888888889","22.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00437","","","","2","4","12","10","2","2","1","6","0.18","0.16","0.64","","2","","","","3","5","","","","","","","","","0.34","0.98","7","0.18","0.026666667","0.048571429","3.5","0.583333333","0.5","0.083333333","0.17","0.028333333","0.32","0.053333333","14.28571429","34.69387755","16.66666667","","0.5","3","0.944444444","5.666666667","1.777777778","10.66666667","","","2.722222222","16.33333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00438","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00439","","","","1","1","12","5","1","1","1","1","0.16","0.04","0.22","5.228441238","2","69.35379791","3","41.63248564","4","6","0","1.975103021","0.952786982","20.3","48.76","2.334547043","3.748739004","7.174438","0.2","0.42","2","0.16","0.04","0.1","2","0.166666667","1","0.083333333","0.2","0.016666667","0.22","0.018333333","50","47.61904762","8.333333333","0.083264971","0.444444444","5.333333333","0.555555556","6.666666667","0.611111111","7.333333333","0.231291587","2.775499043","1.166666667","14"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00440","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00441","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00442","","","","2","2","12","8","2","2","0","7","0","0.18","0.4","","4","","","","5","7","","","","","","","","","0.18","0.58","7","","0.025714286","0.025714286","3.5","0.583333333","0","0","0.09","0.015","0.2","0.033333333","0","31.03448276","16.66666667","","0","0","0.5","3","1.111111111","6.666666667","","","1.611111111","9.666666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00443","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00444","","","","2","3","12","8","1","1","3","3","0.48","0.12","0.6","","3","","","","2","2","","","","","","","","","0.6","1.2","6","0.16","0.04","0.1","6","0.5","3","0.25","0.6","0.05","0.6","0.05","50","50","8.333333333","","1.333333333","16","1.666666667","20","1.666666667","20","","","3.333333333","40"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00445","","","","2","3","12","12","1","1","8","9","0.58","0.34","0.6","","2","","","","6","5","","","","","","","","","0.92","1.52","17","0.0725","0.037777778","0.054117647","17","1.416666667","8","0.666666667","0.92","0.076666667","0.6","0.05","47.05882353","60.52631579","8.333333333","","1.611111111","19.33333333","2.555555556","30.66666667","1.666666667","20","","","4.222222222","50.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00446","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00447","","","","2","3","12","9","1","1","1","4","0.1","0.1","0.94","","3","","","","8","8","","","","","","","","","0.2","1.14","5","0.1","0.025","0.04","5","0.416666667","1","0.083333333","0.2","0.016666667","0.94","0.078333333","20","17.54385965","8.333333333","","0.277777778","3.333333333","0.555555556","6.666666667","2.611111111","31.33333333","","","3.166666667","38"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00448","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00449","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00450","","","","1","3","12","12","2","2","0","6","0","0.1","0.52","","2","","","","7","8","","","","","","","","","0.1","0.62","6","","0.016666667","0.016666667","3","0.5","0","0","0.05","0.008333333","0.26","0.043333333","0","16.12903226","16.66666667","","0","0","0.277777778","1.666666667","1.444444444","8.666666667","","","1.722222222","10.33333333"
