"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Millipede damage estimating 1-9|CO_331:0000805","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00204","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00205","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00206","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00207","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00208","","","","1","4","12","9","1","1","0","6","0","0.14","0.36","","5","","","","6","7","","","","","","","","","0.14","0.5","6","","0.023333333","0.023333333","6","0.5","0","0","0.14","0.011666667","0.36","0.03","0","28","8.333333333","","0","0","0.388888889","4.666666667","1","12","","","1.388888889","16.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00209","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00210","","","","2","2","12","12","1","1","4","4","0.52","0.1","0.9","","2","","","","","7","","","","","","","","","0.62","1.52","8","0.13","0.025","0.0775","8","0.666666667","4","0.333333333","0.62","0.051666667","0.9","0.075","50","40.78947368","8.333333333","","1.444444444","17.33333333","1.722222222","20.66666667","2.5","30","","","4.222222222","50.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00211","","","","3","4","12","11","1","1","7","12","0.92","0.48","0.68","","4","","","","3","5","","","","","","","","","1.4","2.08","19","0.131428571","0.04","0.073684211","19","1.583333333","7","0.583333333","1.4","0.116666667","0.68","0.056666667","36.84210526","67.30769231","8.333333333","","2.555555556","30.66666667","3.888888889","46.66666667","1.888888889","22.66666667","","","5.777777778","69.33333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00212","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00213","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00214","","","","3","3","12","9","1","1","1","6","0.1","0.14","0.38","","5","","","","5","7","","","","","","","","","0.24","0.62","7","0.1","0.023333333","0.034285714","7","0.583333333","1","0.083333333","0.24","0.02","0.38","0.031666667","14.28571429","38.70967742","8.333333333","","0.277777778","3.333333333","0.666666667","8","1.055555556","12.66666667","","","1.722222222","20.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00215","","","","","3","12","11","1","1","1","9","0.24","0.16","0.8","3.457835913","2","73.24452972","3","47.70150484","5","7","0","1.909909964","0.875595987","23.14","48.51","1.682801962","2.791646957","8.884666443","0.4","1.2","10","0.24","0.017777778","0.04","10","0.833333333","1","0.083333333","0.4","0.033333333","0.8","0.066666667","10","33.33333333","8.333333333","0.190806019","0.666666667","8","1.111111111","13.33333333","2.222222222","26.66666667","0.53001672","6.360200646","3.333333333","40"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00216","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00217","","","","2","2","12","10","3","3","1","7","0.32","0.24","0.6","","2","","","","4","6","","","","","","","","","0.56","1.16","8","0.32","0.034285714","0.07","2.666666667","0.666666667","0.333333333","0.083333333","0.186666667","0.046666667","0.2","0.05","12.5","48.27586207","25","","0.888888889","3.555555556","1.555555556","6.222222222","1.666666667","6.666666667","","","3.222222222","12.88888889"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00218","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00219","","","","2","2","12","11","1","1","1","8","0.06","0.16","0.36","","3","","","","7","8","","","","","","","","","0.22","0.58","9","0.06","0.02","0.024444444","9","0.75","1","0.083333333","0.22","0.018333333","0.36","0.03","11.11111111","37.93103448","8.333333333","","0.166666667","2","0.611111111","7.333333333","1","12","","","1.611111111","19.33333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00220","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00221","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00222","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00223","","","","","","12","4","1","0","0","0","0","0","0.04","","","","","","","","","","","","","","","","0","0.04","0","","","","0","0","0","0","0","0","0.04","0.003333333","","0","8.333333333","","0","0","0","0","0.111111111","1.333333333","","","0.111111111","1.333333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00224","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00225","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00226","","","","","","12","4","2","0","0","0","0","0","0.08","","","","","","","","","","","","","","","","0","0.08","0","","","","0","0","0","0","0","0","0.04","0.006666667","","0","16.66666667","","0","0","0","0","0.222222222","1.333333333","","","0.222222222","1.333333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00227","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00228","","","","3","4","12","4","1","1","0","4","0","0.08","0.46","","3","","","","6","5","","","","","","","","","0.08","0.54","4","","0.02","0.02","4","0.333333333","0","0","0.08","0.006666667","0.46","0.038333333","0","14.81481481","8.333333333","","0","0","0.222222222","2.666666667","1.277777778","15.33333333","","","1.5","18"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00229","","","","2","3","12","10","1","1","0","5","0","0.1","0.7","","3","","","","6","3","","","","","","","","","0.1","0.8","5","","0.02","0.02","5","0.416666667","0","0","0.1","0.008333333","0.7","0.058333333","0","12.5","8.333333333","","0","0","0.277777778","3.333333333","1.944444444","23.33333333","","","2.222222222","26.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00230","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00231","","","","3","5","12","11","1","1","1","3","0.12","0.1","0.86","","2","","","","5","7","","","","","","","","","0.22","1.08","4","0.12","0.033333333","0.055","4","0.333333333","1","0.083333333","0.22","0.018333333","0.86","0.071666667","25","20.37037037","8.333333333","","0.333333333","4","0.611111111","7.333333333","2.388888889","28.66666667","","","3","36"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00232","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00233","","","","","","12","10","1","0","0","0","0","0","0.14","","","","","","","","","","","","","","","","0","0.14","0","","","","0","0","0","0","0","0","0.14","0.011666667","","0","8.333333333","","0","0","0","0","0.388888889","4.666666667","","","0.388888889","4.666666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00234","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00235","","","","1","1","12","12","1","1","2","8","0.24","0.14","0.92","4.696692944","1","67.77694702","3","36.92244224","4","5","0","1.80112195","0.891831994","17.9","48.48","2.097031116","3.539305925","12.9105711","0.38","1.3","10","0.12","0.0175","0.038","10","0.833333333","2","0.166666667","0.38","0.031666667","0.92","0.076666667","20","29.23076923","8.333333333","0.140305281","0.666666667","8","1.055555556","12.66666667","2.555555556","30.66666667","0.38973689","4.676842684","3.611111111","43.33333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00236","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00237","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00238","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00239","","","","1","1","12","7","1","1","3","8","0.22","0.18","0.84","","3","","","","6","6","","","","","","","","","0.4","1.24","11","0.073333333","0.0225","0.036363636","11","0.916666667","3","0.25","0.4","0.033333333","0.84","0.07","27.27272727","32.25806452","8.333333333","","0.611111111","7.333333333","1.111111111","13.33333333","2.333333333","28","","","3.444444444","41.33333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00240","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00241","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00242","","","","","","12","3","1","0","0","0","0","0","0.08","","","","","","","","","","","","","","","","0","0.08","0","","","","0","0","0","0","0","0","0.08","0.006666667","","0","8.333333333","","0","0","0","0","0.222222222","2.666666667","","","0.222222222","2.666666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00243","","","","2","3","12","11","1","1","0","7","0","0.12","0.42","","4","","","","5","7","","","","","","","","","0.12","0.54","7","","0.017142857","0.017142857","7","0.583333333","0","0","0.12","0.01","0.42","0.035","0","22.22222222","8.333333333","","0","0","0.333333333","4","1.166666667","14","","","1.5","18"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00244","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00245","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00246","","","","","","12","10","2","0","0","0","0","0","0.38","","","","","","","","","","","","","","","","0","0.38","0","","","","0","0","0","0","0","0","0.19","0.031666667","","0","16.66666667","","0","0","0","0","1.055555556","6.333333333","","","1.055555556","6.333333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00247","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00248","","","","2","3","12","10","3","1","0","2","0","0.06","0.5","","3","","","","7","7","","","","","","","","","0.06","0.56","2","","0.03","0.03","0.666666667","0.166666667","0","0","0.02","0.005","0.166666667","0.041666667","0","10.71428571","25","","0","0","0.166666667","0.666666667","1.388888889","5.555555556","","","1.555555556","6.222222222"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00249","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00250","","","","1","1","12","10","2","2","4","5","0.32","0.12","0.62","6.371763229","1","42.6077919","3","28.1397739","4","5","26.2028961","2.923723936","1.648941994","13.69","48.65","4.392663956","7.81704998","24.42331314","0.44","1.06","9","0.08","0.024","0.048888889","4.5","0.75","2","0.333333333","0.22","0.036666667","0.31","0.051666667","44.44444444","41.50943396","16.66666667","0.123815005","0.888888889","5.333333333","1.222222222","7.333333333","1.722222222","10.33333333","0.34393057","2.063583419","2.944444444","17.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00251","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00252","","","","1","3","12","11","2","2","3","4","0.26","0.1","0.58","","2","","","","6","3","","","","","","","","","0.36","0.94","7","0.086666667","0.025","0.051428571","3.5","0.583333333","1.5","0.25","0.18","0.03","0.29","0.048333333","42.85714286","38.29787234","16.66666667","","0.722222222","4.333333333","1","6","1.611111111","9.666666667","","","2.611111111","15.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00253","","","","1","1","12","2","1","1","2","2","0.36","0.12","0.58","","4","","","","7","5","","","","","","","","","0.48","1.06","4","0.18","0.06","0.12","4","0.333333333","2","0.166666667","0.48","0.04","0.58","0.048333333","50","45.28301887","8.333333333","","1","12","1.333333333","16","1.611111111","19.33333333","","","2.944444444","35.33333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00254","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00255","","","","","","12","4","1","0","0","0","0","0","0.18","","","","","","","","","","","","","","","","0","0.18","0","","","","0","0","0","0","0","0","0.18","0.015","","0","8.333333333","","0","0","0","0","0.5","6","","","0.5","6"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00256","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00257","","","","1","2","12","10","1","1","2","2","0.14","0.1","0.84","","2","","","","5","7","","","","","","","","","0.24","1.08","4","0.07","0.05","0.06","4","0.333333333","2","0.166666667","0.24","0.02","0.84","0.07","50","22.22222222","8.333333333","","0.388888889","4.666666667","0.666666667","8","2.333333333","28","","","3","36"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00258","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00259","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00260","","","","","","12","3","3","0","0","0","0","0","0.08","","","","","","","","","","","","","","","","0","0.08","0","","","","0","0","0","0","0","0","0.026666667","0.006666667","","0","25","","0","0","0","0","0.222222222","0.888888889","","","0.222222222","0.888888889"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00261","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00262","","","","1","1","12","11","1","1","0","1","0","0.06","0.1","","1","","","","4","8","","","","","","","","","0.06","0.16","1","","0.06","0.06","1","0.083333333","0","0","0.06","0.005","0.1","0.008333333","0","37.5","8.333333333","","0","0","0.166666667","2","0.277777778","3.333333333","","","0.444444444","5.333333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00263","","","","1","1","12","8","1","1","1","8","0.14","0.2","0.8","","1","","","","6","5","","","","","","","","","0.34","1.14","9","0.14","0.025","0.037777778","9","0.75","1","0.083333333","0.34","0.028333333","0.8","0.066666667","11.11111111","29.8245614","8.333333333","","0.388888889","4.666666667","0.944444444","11.33333333","2.222222222","26.66666667","","","3.166666667","38"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00264","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00265","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00266","","","","1","4","12","10","1","1","0","1","0","0.06","0.36","","1","","","","6","8","","","","","","","","","0.06","0.42","1","","0.06","0.06","1","0.083333333","0","0","0.06","0.005","0.36","0.03","0","14.28571429","8.333333333","","0","0","0.166666667","2","1","12","","","1.166666667","14"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00267","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00268","","","","1","1","12","8","1","1","2","4","0.28","0.14","0.78","4.301533222","1","68.01835632","2","39.34662009","4","4","0","1.868271947","0.92484802","19.15","48.67","1.595927","3.43679595","12.7776823","0.42","1.2","6","0.14","0.035","0.07","6","0.5","2","0.166666667","0.42","0.035","0.78","0.065","33.33333333","35","8.333333333","0.165255804","0.777777778","9.333333333","1.166666667","14","2.166666667","26","0.459043901","5.508526813","3.333333333","40"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00269","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00270","","","","","","12","5","1","","","","","","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.000833333","","","8.333333333","","","","","","0.027777778","0.333333333","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00271","","","","1","1","12","11","3","3","0","4","0","0.12","0.34","","1","","","","6","5","","","","","","","","","0.12","0.46","4","","0.03","0.03","1.333333333","0.333333333","0","0","0.04","0.01","0.113333333","0.028333333","0","26.08695652","25","","0","0","0.333333333","1.333333333","0.944444444","3.777777778","","","1.277777778","5.111111111"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00272","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00273","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00274","","","","2","2","12","12","1","1","2","6","0.38","0.28","1.08","","4","","","","4","6","","","","","","","","","0.66","1.74","8","0.19","0.046666667","0.0825","8","0.666666667","2","0.166666667","0.66","0.055","1.08","0.09","25","37.93103448","8.333333333","","1.055555556","12.66666667","1.833333333","22","3","36","","","4.833333333","58"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00275","","","","3","2","12","12","1","1","1","6","0.26","0.1","1.62","","1","","","","4","4","","","","","","","","","0.36","1.98","7","0.26","0.016666667","0.051428571","7","0.583333333","1","0.083333333","0.36","0.03","1.62","0.135","14.28571429","18.18181818","8.333333333","","0.722222222","8.666666667","1","12","4.5","54","","","5.5","66"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00276","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00277","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00278","","","","1","2","12","3","1","1","0","2","0","0.06","0.08","","1","","","","7","8","","","","","","","","","0.06","0.14","2","","0.03","0.03","2","0.166666667","0","0","0.06","0.005","0.08","0.006666667","0","42.85714286","8.333333333","","0","0","0.166666667","2","0.222222222","2.666666667","","","0.388888889","4.666666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00279","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00280","","","","","","12","4","1","0","0","0","0","0","0.24","","","","","","","","","","","","","","","","0","0.24","0","","","","0","0","0","0","0","0","0.24","0.02","","0","8.333333333","","0","0","0","0","0.666666667","8","","","0.666666667","8"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00281","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00282","","","","2","1","12","4","1","1","1","0","0.16","0","0.42","","3","","","","3","5","","","","","","","","","0.16","0.58","1","0.16","","0.16","1","0.083333333","1","0.083333333","0.16","0.013333333","0.42","0.035","100","27.5862069","8.333333333","","0.444444444","5.333333333","0.444444444","5.333333333","1.166666667","14","","","1.611111111","19.33333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00283","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00284","","","","1","2","12","10","1","1","0","3","0","0.06","0.38","","4","","","","4","8","","","","","","","","","0.06","0.44","3","","0.02","0.02","3","0.25","0","0","0.06","0.005","0.38","0.031666667","0","13.63636364","8.333333333","","0","0","0.166666667","2","1.055555556","12.66666667","","","1.222222222","14.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00285","","","","1","2","12","8","1","1","2","6","0.18","0.14","0.36","","2","","","","4","6","","","","","","","","","0.32","0.68","8","0.09","0.023333333","0.04","8","0.666666667","2","0.166666667","0.32","0.026666667","0.36","0.03","25","47.05882353","8.333333333","","0.5","6","0.888888889","10.66666667","1","12","","","1.888888889","22.66666667"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00286","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00287","","","","","","12","12","2","0","0","0","0","0","1.46","","","","","","","","","","","","","","","","0","1.46","0","","","","0","0","0","0","0","0","0.73","0.121666667","","0","16.66666667","","0","0","0","0","4.055555556","24.33333333","","","4.055555556","24.33333333"
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00288","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST02","","","","","","","","","GHP2017NYK-ST02-00289","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
