"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Virus symptoms estimating 1-9|CO_331:0000193","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00182","","","","","","","","","","","","","12","2","2","0","0","0","","","","","","","","","2","0","0","0.3","0","0.3","0","","","","0","0","0","0","0","0","0.15","0.025","","0","16.66666667","","0","0","0","0","0.833333333","5","","","0.833333333","5"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00183","","","","9.986702","1.08860302","2.119436026","16.16","48.4","2.853455067","4.374036789","2","2","12","7","7","3","4","4","3.939893961","2","62.22431946","3","33.38842975","3","5","9.478179932","1","0.55","0.3","1.95","0.85","2.8","8","0.1375","0.075","0.10625","1.142857143","0.666666667","0.571428571","0.333333333","0.121428571","0.070833333","0.278571429","0.1625","50","30.35714286","58.33333333","0.283801653","1.527777778","2.619047619","2.361111111","4.047619048","5.416666667","9.285714286","0.788337925","1.351436442","7.777777778","13.33333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00184","","","","","","","","","","","1","1","12","8","5","2","0","3","","1","","","","9","9","","1","0","0.35","2.55","0.35","2.9","3","","0.116666667","0.116666667","0.6","0.25","0","0","0.07","0.029166667","0.51","0.2125","0","12.06896552","41.66666667","","0","0","0.972222222","2.333333333","7.083333333","17","","","8.055555556","19.33333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00185","","","","29.4913292","0.929022014","1.926606059","16.47","48.74","1.415856957","2.3502841","2","2","12","8","10","6","3","6","3.285264969","2","62.29881668","3","33.79154698","4","4","13.99888706","1","0.55","0.5","2.95","1.05","4","9","0.183333333","0.083333333","0.116666667","0.9","0.75","0.3","0.25","0.105","0.0875","0.295","0.245833333","33.33333333","26.25","83.33333333","0.354811243","1.527777778","1.833333333","2.916666667","3.5","8.194444444","9.833333333","0.985586787","1.182704144","11.11111111","13.33333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00186","","","","17.3421936","1.43047297","2.523623943","17.17","49.04","1.28727901","3.359584093","6","2","12","12","7","4","1","23","5.486933231","4","62.55483246","","35.01223491","9","7","17.02447891","1","0.45","0.9","2.5","1.35","3.85","24","0.45","0.039130435","0.05625","3.428571429","2","0.142857143","0.083333333","0.192857143","0.1125","0.357142857","0.208333333","4.166666667","35.06493506","58.33333333","0.472665171","1.25","2.142857143","3.75","6.428571429","6.944444444","11.9047619","1.312958809","2.25078653","10.69444444","18.33333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00187","","","","19.8042068","1.500632048","2.508277893","15.3","46.1","1.216148019","3.112895012","2","1","12","8","8","4","0","9","4.504805088","1","59.4852829","","33.18872017","2","8","14.55626869","1","0","0.4","1.1","0.4","1.5","9","","0.044444444","0.044444444","1.125","0.75","0","0","0.05","0.033333333","0.1375","0.091666667","0","26.66666667","66.66666667","0.132754881","0","0","1.111111111","1.666666667","3.055555556","4.583333333","0.368763557","0.553145336","4.166666667","6.25"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00188","","","","0","0.658688009","1.538759947","18.79","48.51","1.121338964","2.2428689","6","2","12","12","6","6","4","8","2.461410999","3","71.24899292","3","38.73428159","3","4","11.52370358","1","0.7","0.7","2.65","1.4","4.05","12","0.175","0.0875","0.116666667","2","1","0.666666667","0.333333333","0.233333333","0.116666667","0.441666667","0.220833333","33.33333333","34.56790123","50","0.542279942","1.944444444","3.888888889","3.888888889","7.777777778","7.361111111","14.72222222","1.506333173","3.012666346","11.25","22.5"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00189","","","","4.7294941","1.055112004","2.115384102","16.34","48.72","3.324836969","5.329809189","2","1","12","4","7","1","0","1","3.691958904","1","65.1680069","3","33.53858785","9","8","9.625767708","1","0","0.35","1.6","0.35","1.95","1","","0.35","0.35","0.142857143","0.083333333","0","0","0.05","0.029166667","0.228571429","0.133333333","0","17.94871795","58.33333333","0.117385057","0","0","0.972222222","1.666666667","4.444444444","7.619047619","0.326069604","0.558976464","5.416666667","9.285714286"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00190","","","","","","","","","","","6","4","12","12","12","12","7","16","","4","","","","2","4","","1","1.25","0.85","1.7","2.1","3.8","23","0.178571429","0.053125","0.091304348","1.916666667","1.916666667","0.583333333","0.583333333","0.175","0.175","0.141666667","0.141666667","30.43478261","55.26315789","100","","3.472222222","3.472222222","5.833333333","5.833333333","4.722222222","4.722222222","","","10.55555556","10.55555556"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00191","","","","0","0.916523993","2.02624011","20.64","48.92","0.862087011","2.248723984","4","1","12","12","12","9","3","8","4.216407776","2","73.15080261","2","42.19133279","4","4","8.896091461","1","0.6","0.55","2.15","1.15","3.3","11","0.2","0.06875","0.104545455","0.916666667","0.916666667","0.25","0.25","0.095833333","0.095833333","0.179166667","0.179166667","27.27272727","34.84848485","100","0.485200327","1.666666667","1.666666667","3.194444444","3.194444444","5.972222222","5.972222222","1.347778686","1.347778686","9.166666667","9.166666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00192","","","","25.8780632","0.959789991","1.951488972","15.2","49.12","2.373773098","3.860301971","3","3","12","12","10","10","12","27","3.579839945","4","58.30934906","2","30.94462541","3","3","20.72657967","1","2.45","1.7","2","4.15","6.15","39","0.204166667","0.062962963","0.106410256","3.9","3.25","1.2","1","0.415","0.345833333","0.2","0.166666667","30.76923077","67.4796748","83.33333333","1.284201954","6.805555556","8.166666667","11.52777778","13.83333333","5.555555556","6.666666667","3.567227651","4.280673181","17.08333333","20.5"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00193","","","","13.3940792","1.291486025","2.601300001","13.84","49.04","2.430960894","4.038880825","3","2","12","12","11","11","12","19","4.567164898","3","47.94526672","5","28.22185971","4","2","20.09930992","1","2.15","1","2.4","3.15","5.55","31","0.179166667","0.052631579","0.101612903","2.818181818","2.583333333","1.090909091","1","0.286363636","0.2625","0.218181818","0.2","38.70967742","56.75675676","91.66666667","0.888988581","5.972222222","6.515151515","8.75","9.545454545","6.666666667","7.272727273","2.469412724","2.69390479","15.41666667","16.81818182"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00194","","","","0","0.747404993","1.513391018","17.49","48.58","1.441812038","2.824081898","4","2","12","12","11","11","12","12","2.81673193","2","71.09051514","1","36.00247015","1","2","12.66017532","1","3.3","1","3.4","4.3","7.7","24","0.275","0.083333333","0.179166667","2.181818182","2","1.090909091","1","0.390909091","0.358333333","0.309090909","0.283333333","50","55.84415584","91.66666667","1.548106217","9.166666667","10","11.94444444","13.03030303","9.444444444","10.3030303","4.300295046","4.691230959","21.38888889","23.33333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00195","","","","0","0.825459003","1.700134039","21.22","48.64","0.776983023","2.40832305","8","1","12","12","10","5","0","8","2.748243093","2","74.28607941","3","43.62664474","6","8","12.41502094","1","0","0.45","1.05","0.45","1.5","8","","0.05625","0.05625","0.8","0.666666667","0","0","0.045","0.0375","0.105","0.0875","0","30","83.33333333","0.196319901","0","0","1.25","1.5","2.916666667","3.5","0.545333059","0.654399671","4.166666667","5"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00196","","","","27.7486153","1.088117957","2.10435605","13.23","48.89","3.340877056","5.185409069","4","1","12","10","4","4","0","4","3.112909079","4","58.9702301","3","27.06074862","4","8","15.2379837","2","0","0.3","0.45","0.3","0.75","4","","0.075","0.075","1","0.333333333","0","0","0.075","0.025","0.1125","0.0375","0","40","33.33333333","0.081182246","0","0","0.833333333","2.5","1.25","3.75","0.225506238","0.676518715","2.083333333","6.25"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00197","","","","","","","","","","","","","12","2","3","0","0","0","","","","","","","","","2","0","0","0.3","0","0.3","0","","","","0","0","0","0","0","0","0.1","0.025","","0","25","","0","0","0","0","0.833333333","3.333333333","","","0.833333333","3.333333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00198","","","","","","","","","","","","","12","","0","0","0","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00199","","","","0","0.761687994","1.549592018","19.97","48.85","1.456130028","2.261147976","6","1","12","12","10","9","10","19","3.036927938","3","71.69039917","8","40.88024565","8","3","8.781945229","1","1.25","0.9","1.85","2.15","4","29","0.125","0.047368421","0.074137931","2.9","2.416666667","1","0.833333333","0.215","0.179166667","0.185","0.154166667","34.48275862","53.75","83.33333333","0.878925281","3.472222222","4.166666667","5.972222222","7.166666667","5.138888889","6.166666667","2.441459115","2.929750938","11.11111111","13.33333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00200","","","","0","0.78293103","1.966585994","19.24","48.26","0.97033","1.810436964","2","1","12","9","9","9","5","20","4.118381977","2","70.0348587","3","39.867385","3","5","11.13751698","1","0.65","0.65","1.35","1.3","2.65","25","0.13","0.0325","0.052","2.777777778","2.083333333","0.555555556","0.416666667","0.144444444","0.108333333","0.15","0.1125","20","49.05660377","75","0.518276005","1.805555556","2.407407407","3.611111111","4.814814815","3.75","5","1.439655569","1.919540759","7.361111111","9.814814815"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00201","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00202","","","","20.0702934","1.416553974","2.677730083","14.47","48.99","3.92958498","6.157456875","5","1","12","11","6","2","0","2","5.783126831","1","54.24456406","3","29.53664013","4","8","11.63228416","1","0","0.3","1.65","0.3","1.95","2","","0.15","0.15","0.333333333","0.166666667","0","0","0.05","0.025","0.275","0.1375","0","15.38461538","50","0.08860992","0","0","0.833333333","1.666666667","4.583333333","9.166666667","0.246138668","0.492277336","5.416666667","10.83333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00203","","","","","","","","","","","3","1","12","12","12","1","0","2","","1","","","","9","9","","1","0","0.16","1.56","0.16","1.72","2","","0.08","0.08","0.166666667","0.166666667","0","0","0.013333333","0.013333333","0.13","0.13","0","9.302325581","100","","0","0","0.444444444","0.444444444","4.333333333","4.333333333","","","4.777777778","4.777777778"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00204","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00205","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00206","","","","","","","","","","","6","1","12","10","10","7","0","11","","2","","","","9","7","","3","0","0.4","2.15","0.4","2.55","11","","0.036363636","0.036363636","1.1","0.916666667","0","0","0.04","0.033333333","0.215","0.179166667","0","15.68627451","83.33333333","","0","0","1.111111111","1.333333333","5.972222222","7.166666667","","","7.083333333","8.5"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00207","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00208","","","","14.2824249","1.035658956","2.184082031","16.79","48.83","1.581797004","2.794310093","5","2","12","10","7","7","10","6","3.43977499","3","60.23738098","2","34.38459963","3","3","16.79550171","1","1.44","0.28","0.96","1.72","2.68","16","0.144","0.046666667","0.1075","2.285714286","1.333333333","1.428571429","0.833333333","0.245714286","0.143333333","0.137142857","0.08","62.5","64.17910448","58.33333333","0.591415114","4","6.857142857","4.777777778","8.19047619","2.666666667","4.571428571","1.64281976","2.816262446","7.444444444","12.76190476"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00209","","","","20.7489433","1.330793977","2.671205997","13.28","48.93","1.881338","4.66563797","4","4","12","11","7","3","3","0","4.876420975","3","54.1485672","3","27.14081341","2","3","22.98256493","1","0.54","0","2.18","0.54","2.72","3","0.18","","0.18","0.428571429","0.25","0.428571429","0.25","0.077142857","0.045","0.311428571","0.181666667","100","19.85294118","58.33333333","0.146560392","1.5","2.571428571","1.5","2.571428571","6.055555556","10.38095238","0.407112201","0.69790663","7.555555556","12.95238095"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00210","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00211","","","","","","","","","","","","","12","12","8","0","0","0","","","","","","","","","1","0","0","2.2","0","2.2","0","","","","0","0","0","0","0","0","0.275","0.183333333","","0","66.66666667","","0","0","0","0","6.111111111","9.166666667","","","6.111111111","9.166666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00212","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00213","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00214","","","","0","0.80844897","1.724697948","17.1","48.39","3.533813953","5.548334122","3","1","12","9","7","2","0","2","3.30717802","1","71.51217651","2","35.33787973","4","9","4.528097153","1","0","0.8","0.92","0.8","1.72","2","","0.4","0.4","0.285714286","0.166666667","0","0","0.114285714","0.066666667","0.131428571","0.076666667","0","46.51162791","58.33333333","0.282703038","0","0","2.222222222","3.80952381","2.555555556","4.380952381","0.785286216","1.346204942","4.777777778","8.19047619"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00215","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00216","","","","","","","","","","","3","1","12","11","8","2","0","3","","1","","","","4","8","","1","0","0.3","1.55","0.3","1.85","3","","0.1","0.1","0.375","0.25","0","0","0.0375","0.025","0.19375","0.129166667","0","16.21621622","66.66666667","","0","0","0.833333333","1.25","4.305555556","6.458333333","","","5.138888889","7.708333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00217","","","","18.566143","1.24098599","2.455178022","15.21","48.74","2.433008909","4.408464909","5","3","12","12","10","9","8","9","4.445517063","4","54.24835205","3","31.20640131","5","3","19.90448189","1","2.18","0.46","2.54","2.64","5.18","17","0.2725","0.051111111","0.155294118","1.7","1.416666667","0.8","0.666666667","0.264","0.22","0.254","0.211666667","47.05882353","50.96525097","83.33333333","0.823848995","6.055555556","7.266666667","7.333333333","8.8","7.055555556","8.466666667","2.28846943","2.746163316","14.38888889","17.26666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00218","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00219","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00220","","","","0","0.801418006","1.611727953","16.31","48.32","2.500757933","3.526645899","2","2","12","12","11","11","12","22","2.906589985","3","68.60390472","2","33.75413907","2","3","8.462690353","1","2.05","0.9","2.25","2.95","5.2","34","0.170833333","0.040909091","0.086764706","3.090909091","2.833333333","1.090909091","1","0.268181818","0.245833333","0.204545455","0.1875","35.29411765","56.73076923","91.66666667","0.995747103","5.694444444","6.212121212","8.194444444","8.939393939","6.25","6.818181818","2.765964174","3.017415463","14.44444444","15.75757576"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00221","","","","18.4602203","1.154018044","2.600836992","18.12","48.23","1.35216701","2.274782896","3","1","12","9","8","7","7","8","5.085428238","1","62.53284836","3","37.56997719","2","3","14.69189453","1","1.05","0.5","1.6","1.55","3.15","15","0.15","0.0625","0.103333333","1.875","1.25","0.875","0.583333333","0.19375","0.129166667","0.2","0.133333333","46.66666667","49.20634921","66.66666667","0.582334646","2.916666667","4.375","4.305555556","6.458333333","4.444444444","6.666666667","1.61759624","2.42639436","8.75","13.125"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00222","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00223","","","","2.7959385","0.937496006","2.018919945","19.1","49.01","0.789034009","2.399791956","6","2","12","9","7","5","4","3","3.620961905","1","69.29029083","3","38.97163844","4","4","13.95461178","1","0.46","0.2","2.42","0.66","3.08","7","0.115","0.066666667","0.094285714","1","0.583333333","0.571428571","0.333333333","0.094285714","0.055","0.345714286","0.201666667","57.14285714","21.42857143","58.33333333","0.257212814","1.277777778","2.19047619","1.833333333","3.142857143","6.722222222","11.52380952","0.714480038","1.224822922","8.555555556","14.66666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00224","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00225","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00226","","","","5.9763794","1.18522203","2.371648073","16.77","48.59","0.852488995","2.220848083","2","1","12","8","8","8","6","10","5.183660984","1","65.11286926","2","34.51327434","2","3","14.4013586","1","0.95","0.5","2.35","1.45","3.8","16","0.158333333","0.05","0.090625","2","1.333333333","0.75","0.5","0.18125","0.120833333","0.29375","0.195833333","37.5","38.15789474","66.66666667","0.500442478","2.638888889","3.958333333","4.027777778","6.041666667","6.527777778","9.791666667","1.390117994","2.085176991","10.55555556","15.83333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00227","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00228","","","","","","","","","","","6","1","12","11","10","5","4","7","","2","","","","3","4","","1","0.56","0.3","2.8","0.86","3.66","11","0.14","0.042857143","0.078181818","1.1","0.916666667","0.4","0.333333333","0.086","0.071666667","0.28","0.233333333","36.36363636","23.49726776","83.33333333","","1.555555556","1.866666667","2.388888889","2.866666667","7.777777778","9.333333333","","","10.16666667","12.2"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00229","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00230","","","","0","0.987504005","2.011171103","17.4","48.93","1.559877038","2.871707916","2","1","12","9","6","4","3","8","3.478821039","2","64.48012543","2","35.56100552","3","4","14.18177795","2","0.4","0.35","0.75","0.75","1.5","11","0.133333333","0.04375","0.068181818","1.833333333","0.916666667","0.5","0.25","0.125","0.0625","0.125","0.0625","27.27272727","50","50","0.266707541","1.111111111","2.222222222","2.083333333","4.166666667","2.083333333","4.166666667","0.740854282","1.481708563","4.166666667","8.333333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00231","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00232","","","","0","0.606338024","1.451132059","18.74","48.22","1.667865992","2.281184912","3","1","12","10","9","6","6","5","2.843390942","3","71.84350586","2","38.8635421","1","3","7.205942154","1","1.18","0.26","3.76","1.44","5.2","11","0.196666667","0.052","0.130909091","1.222222222","0.916666667","0.666666667","0.5","0.16","0.12","0.417777778","0.313333333","54.54545455","27.69230769","75","0.559635006","3.277777778","4.37037037","4","5.333333333","10.44444444","13.92592593","1.554541684","2.072722245","14.44444444","19.25925926"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00233","","","","","","","","","","","1","1","12","8","8","1","0","2","","1","","","","9","7","","1","0","0.22","2.6","0.22","2.82","2","","0.11","0.11","0.25","0.166666667","0","0","0.0275","0.018333333","0.325","0.216666667","0","7.80141844","66.66666667","","0","0","0.611111111","0.916666667","7.222222222","10.83333333","","","7.833333333","11.75"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00234","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00235","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00236","","","","26.0836792","1.329583049","2.65426898","12.53","48.44","2.4869349","5.12212801","1","3","12","12","5","4","6","7","4.327933788","3","48.36762238","2","25.86705202","3","5","28.42885399","1","0.65","0.45","1.15","1.1","2.25","13","0.108333333","0.064285714","0.084615385","2.6","1.083333333","1.2","0.5","0.22","0.091666667","0.23","0.095833333","46.15384615","48.88888889","41.66666667","0.284537572","1.805555556","4.333333333","3.055555556","7.333333333","3.194444444","7.666666667","0.790382145","1.896917148","6.25","15"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00237","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00238","","","","16.4790344","1.013735056","2.085843086","16.27","48.46","0.707229018","2.182990074","8","2","12","11","9","6","6","9","3.070436001","3","62.83216095","2","33.57408172","4","5","17.77371788","2","0.7","0.6","2.5","1.3","3.8","15","0.116666667","0.066666667","0.086666667","1.666666667","1.25","0.666666667","0.5","0.144444444","0.108333333","0.277777778","0.208333333","40","34.21052632","75","0.436463062","1.944444444","2.592592593","3.611111111","4.814814815","6.944444444","9.259259259","1.212397395","1.61652986","10.55555556","14.07407407"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00239","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00240","","","","0","0.836163998","1.817494035","16.64","48.37","2.995285988","4.208160877","2","2","12","9","7","3","3","3","2.438601017","2","63.99725342","1","34.40148853","2","3","8.644756317","1","0.56","0.22","0.92","0.78","1.7","6","0.186666667","0.073333333","0.13","0.857142857","0.5","0.428571429","0.25","0.111428571","0.065","0.131428571","0.076666667","50","45.88235294","58.33333333","0.268331611","1.555555556","2.666666667","2.166666667","3.714285714","2.555555556","4.380952381","0.745365585","1.277769574","4.722222222","8.095238095"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00241","","","","0","0.863543987","1.697342038","17.95","48.47","1.643349051","2.939032078","5","2","12","11","9","9","8","11","2.943147898","3","70.92282867","3","37.03321642","1","2","10.30909729","1","2.2","1","2.12","3.2","5.32","19","0.275","0.090909091","0.168421053","2.111111111","1.583333333","0.888888889","0.666666667","0.355555556","0.266666667","0.235555556","0.176666667","42.10526316","60.15037594","75","1.185062926","6.111111111","8.148148148","8.888888889","11.85185185","5.888888889","7.851851852","3.29184146","4.389121946","14.77777778","19.7037037"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00242","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
