"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Virus symptoms estimating 1-9|CO_331:0000193","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00353","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00354","","","","21.5495529","1.258416057","2.578586102","15.84","48.6","1.476837993","3.144929886","4","2","12","12","9","9","3","15","3.953794003","2","54.72635651","9","32.59259259","9","2","23.66031837","2","0.45","0.65","3.4","1.1","4.5","18","0.15","0.043333333","0.061111111","2","1.5","0.333333333","0.25","0.122222222","0.091666667","0.377777778","0.283333333","16.66666667","24.44444444","75","0.358518519","1.25","1.666666667","3.055555556","4.074074074","9.444444444","12.59259259","0.995884774","1.327846365","12.5","16.66666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00355","","","","","","","","","","","","","12","6","5","0","0","0","","","","","","","","","2","0","0","2.1","0","2.1","0","","","","0","0","0","0","0","0","0.42","0.175","","0","41.66666667","","0","0","0","0","5.833333333","14","","","5.833333333","14"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00356","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00357","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00358","","","","0","0.971444011","1.875154018","18.08","48.86","0.835150003","2.243241072","4","3","12","12","10","8","8","4","2.881732941","3","72.92132568","4","37.003684","4","7","10.03180981","1","1.7","0.35","2.6","2.05","4.65","12","0.2125","0.0875","0.170833333","1.2","1","0.8","0.666666667","0.205","0.170833333","0.26","0.216666667","66.66666667","44.08602151","83.33333333","0.758575522","4.722222222","5.666666667","5.694444444","6.833333333","7.222222222","8.666666667","2.107154227","2.528585073","12.91666667","15.5"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00359","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00360","","","","","","","","","","","2","1","12","9","8","2","0","2","","2","","","","9","8","","1","0","0.2","1.14","0.2","1.34","2","","0.1","0.1","0.25","0.166666667","0","0","0.025","0.016666667","0.1425","0.095","0","14.92537313","66.66666667","","0","0","0.555555556","0.833333333","3.166666667","4.75","","","3.722222222","5.583333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00361","","","","","","","","","","","3","3","12","12","9","4","0","4","","3","","","","4","2","","5","0","0.2","0.98","0.2","1.18","4","","0.05","0.05","0.444444444","0.333333333","0","0","0.022222222","0.016666667","0.108888889","0.081666667","0","16.94915254","75","","0","0","0.555555556","0.740740741","2.722222222","3.62962963","","","3.277777778","4.37037037"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00362","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00363","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00364","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00365","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00366","","","","0","0.798053026","1.523270965","18.39","49.01","1.005990028","2.497267962","3","2","12","10","8","3","3","4","2.389916897","2","74.94885254","1","37.5229545","2","3","9.612703323","1","1.1","0.24","2.48","1.34","3.82","7","0.366666667","0.06","0.191428571","0.875","0.583333333","0.375","0.25","0.1675","0.111666667","0.31","0.206666667","42.85714286","35.07853403","66.66666667","0.50280759","3.055555556","4.583333333","3.722222222","5.583333333","6.888888889","10.33333333","1.396687751","2.095031626","10.61111111","15.91666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00367","","","","0","0.920127988","1.864660978","15.86","48.26","3.669924021","5.843969822","3","2","12","12","8","7","7","5","2.495398998","2","63.82472229","3","32.8636552","1","2","9.554397583","1","1.9","0.46","3.68","2.36","6.04","12","0.271428571","0.092","0.196666667","1.5","1","0.875","0.583333333","0.295","0.196666667","0.46","0.306666667","58.33333333","39.07284768","66.66666667","0.775582263","5.277777778","7.916666667","6.555555556","9.833333333","10.22222222","15.33333333","2.154395174","3.231592761","16.77777778","25.16666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00368","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00369","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00370","","","","21.7006264","0.995128989","2.047019958","14.89","48.6","1.883471012","3.184112072","4","1","12","12","9","9","10","12","3.856093884","2","61.26731491","3","30.63786008","4","8","17.56104851","1","1.54","0.74","2.08","2.28","4.36","22","0.154","0.061666667","0.103636364","2.444444444","1.833333333","1.111111111","0.833333333","0.253333333","0.19","0.231111111","0.173333333","45.45454545","52.29357798","75","0.69854321","4.277777778","5.703703704","6.333333333","8.444444444","5.777777778","7.703703704","1.940397805","2.587197074","12.11111111","16.14814815"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00371","","","","","","","","","","","3","1","12","12","11","5","0","6","","2","","","","6","6","","4","0","0.32","1.74","0.32","2.06","6","","0.053333333","0.053333333","0.545454545","0.5","0","0","0.029090909","0.026666667","0.158181818","0.145","0","15.53398058","91.66666667","","0","0","0.888888889","0.96969697","4.833333333","5.272727273","","","5.722222222","6.242424242"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00372","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00373","","","","0","1.233834982","2.511584044","13.65","38.66","0.643005013","1.740713954","2","3","12","9","6","3","0","3","6.194788933","1","68.87181854","3","35.30781169","5","3","10.95221806","1","0","0.22","1.42","0.22","1.64","3","","0.073333333","0.073333333","0.5","0.25","0","0","0.036666667","0.018333333","0.236666667","0.118333333","0","13.41463415","50","0.077677186","0","0","0.611111111","1.222222222","3.944444444","7.888888889","0.21576996","0.431539921","4.555555556","9.111111111"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00374","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00375","","","","","","","","","","","4","1","12","9","7","3","0","5","","2","","","","3","6","","1","0","0.26","0.82","0.26","1.08","5","","0.052","0.052","0.714285714","0.416666667","0","0","0.037142857","0.021666667","0.117142857","0.068333333","0","24.07407407","58.33333333","","0","0","0.722222222","1.238095238","2.277777778","3.904761905","","","3","5.142857143"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00376","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00377","","","","28.0866203","1.164978981","2.30429697","12.4","48.45","2.760691881","4.379827023","5","2","12","12","11","9","9","7","5.106421947","2","48.09004974","3","25.59339525","1","4","24.77340317","1","1.16","0.34","2.6","1.5","4.1","16","0.128888889","0.048571429","0.09375","1.454545455","1.333333333","0.818181818","0.75","0.136363636","0.125","0.236363636","0.216666667","56.25","36.58536585","91.66666667","0.383900929","3.222222222","3.515151515","4.166666667","4.545454545","7.222222222","7.878787879","1.066391469","1.163336148","11.38888889","12.42424242"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00378","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00379","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00380","","","","0","0.821995974","1.62913096","18.01","48.23","1.103989959","2.761610031","4","1","12","11","9","6","7","2","3.193325043","1","69.80597687","3","37.34190338","4","2","13.34735203","1","1.9","0.28","3.26","2.18","5.44","9","0.271428571","0.14","0.242222222","1","0.75","0.777777778","0.583333333","0.242222222","0.181666667","0.362222222","0.271666667","77.77777778","40.07352941","75","0.814053494","5.277777778","7.037037037","6.055555556","8.074074074","9.055555556","12.07407407","2.261259705","3.01501294","15.11111111","20.14814815"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00381","","","","0","0.86312598","1.691504955","16.63","48.84","1.936347961","2.663674116","3","4","12","12","12","12","18","8","3.394550085","3","68.46644592","2","34.04995905","4","2","10.48792744","1","3.92","0.56","2.34","4.48","6.82","26","0.217777778","0.07","0.172307692","2.166666667","2.166666667","1.5","1.5","0.373333333","0.373333333","0.195","0.195","69.23076923","65.68914956","100","1.525438165","10.88888889","10.88888889","12.44444444","12.44444444","6.5","6.5","4.237328237","4.237328237","18.94444444","18.94444444"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00382","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00383","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00384","","","","0","0.848468006","1.853235006","18.02","49.06","2.433197975","3.511810064","4","1","12","12","8","7","7","6","3.391304016","2","68.27579498","2","36.73053404","4","5","9.083313942","1","0.76","0.3","1.44","1.06","2.5","13","0.108571429","0.05","0.081538462","1.625","1.083333333","0.875","0.583333333","0.1325","0.088333333","0.18","0.12","53.84615385","42.4","66.66666667","0.389343661","2.111111111","3.166666667","2.944444444","4.416666667","4","6","1.081510169","1.622265253","6.944444444","10.41666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00385","","","","","","","","","","","3","1","12","12","7","2","1","2","","2","","","","2","5","","1","0.2","0.18","1","0.38","1.38","3","0.2","0.09","0.126666667","0.428571429","0.25","0.142857143","0.083333333","0.054285714","0.031666667","0.142857143","0.083333333","33.33333333","27.53623188","58.33333333","","0.555555556","0.952380952","1.055555556","1.80952381","2.777777778","4.761904762","","","3.833333333","6.571428571"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00386","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00387","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00388","","","","26.2187271","1.149443984","2.206782103","12.59","48.71","3.5498631","5.717729092","1","3","12","12","9","7","8","8","3.142059088","2","57.91587067","3","25.8468487","3","2","15.35335064","4","1.74","0.5","2.56","2.24","4.8","16","0.2175","0.0625","0.14","1.777777778","1.333333333","0.888888889","0.666666667","0.248888889","0.186666667","0.284444444","0.213333333","50","46.66666667","75","0.578969411","4.833333333","6.444444444","6.222222222","8.296296296","7.111111111","9.481481481","1.608248363","2.144331151","13.33333333","17.77777778"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00389","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00390","","","","0","0.921136975","1.876306057","18.82","48.65","1.615592957","2.969029903","1","2","12","12","7","3","2","5","2.886486053","2","68.17795563","3","38.68448099","4","4","10.01870346","1","0.32","0.24","2.2","0.56","2.76","7","0.16","0.048","0.08","1","0.583333333","0.285714286","0.166666667","0.08","0.046666667","0.314285714","0.183333333","28.57142857","20.28985507","58.33333333","0.216633094","0.888888889","1.523809524","1.555555556","2.666666667","6.111111111","10.47619048","0.601758593","1.03158616","7.666666667","13.14285714"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00391","","","","","","","","","","","1","","12","8","8","7","6","2","","3","","","","1","","","2","0.52","0.18","0.76","0.7","1.46","8","0.086666667","0.09","0.0875","1","0.666666667","0.75","0.5","0.0875","0.058333333","0.095","0.063333333","75","47.94520548","66.66666667","","1.444444444","2.166666667","1.944444444","2.916666667","2.111111111","3.166666667","","","4.055555556","6.083333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00392","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00393","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00394","","","","21.4142494","1.077430964","2.193279028","14.79","49.05","3.077167034","4.658461094","3","3","12","9","7","5","6","3","3.570604086","2","61.21144867","3","30.1529052","3","4","11.31808758","1","1.32","0.26","1.72","1.58","3.3","9","0.22","0.086666667","0.175555556","1.285714286","0.75","0.857142857","0.5","0.225714286","0.131666667","0.245714286","0.143333333","66.66666667","47.87878788","58.33333333","0.476415902","3.666666667","6.285714286","4.388888889","7.523809524","4.777777778","8.19047619","1.323377506","2.268647153","9.166666667","15.71428571"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00395","","","","","","","","","","","","","12","5","4","","","","","","","","","","4","","2","","","0.52","","","","","","","","","","","","","0.13","0.043333333","","","33.33333333","","","","","","1.444444444","4.333333333","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00396","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00397","","","","0","0.962046981","1.899420977","19.25","48.91","1.994189024","3.875294924","4","1","12","12","9","4","1","4","4.741371155","3","71.8575058","3","39.3580045","3","3","7.504179955","1","0.18","0.22","1.74","0.4","2.14","5","0.18","0.055","0.08","0.555555556","0.416666667","0.111111111","0.083333333","0.044444444","0.033333333","0.193333333","0.145","20","18.69158879","75","0.157432018","0.5","0.666666667","1.111111111","1.481481481","4.833333333","6.444444444","0.437311161","0.583081548","5.944444444","7.925925926"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00398","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00399","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00400","","","","0.3300724","0.987560987","2.074157","19.33","48.82","0.942436993","2.374116898","5","1","12","10","6","4","2","4","4.304209232","3","71.41983032","9","39.59442851","5","3","9.508286476","1","0.56","0.32","1.06","0.88","1.94","6","0.28","0.08","0.146666667","1","0.5","0.333333333","0.166666667","0.146666667","0.073333333","0.176666667","0.088333333","33.33333333","45.36082474","50","0.348430971","1.555555556","3.111111111","2.444444444","4.888888889","2.944444444","5.888888889","0.967863808","1.935727616","5.388888889","10.77777778"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00401","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00402","","","","14.2104149","1.121916056","2.53435111","15.39","43.02","2.389684916","4.370111942","2","2","12","6","6","2","2","0","4.666662216","1","63.01176453","9","35.77405858","4","3","11.05313683","1","0.64","0","3.94","0.64","4.58","2","0.32","","0.32","0.333333333","0.166666667","0.333333333","0.166666667","0.106666667","0.053333333","0.656666667","0.328333333","100","13.97379913","50","0.228953975","1.777777778","3.555555556","1.777777778","3.555555556","10.94444444","21.88888889","0.635983264","1.271966527","12.72222222","25.44444444"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00403","","","","0","0.924588025","1.545945048","19.21","48.8","1.300197005","2.236846924","3","1","12","8","6","6","5","2","4.288670063","4","71.42391205","6","39.3647541","3","3","7.179887772","1","1.08","0.22","1","1.3","2.3","7","0.216","0.11","0.185714286","1.166666667","0.583333333","0.833333333","0.416666667","0.216666667","0.108333333","0.166666667","0.083333333","71.42857143","56.52173913","50","0.511741803","3","6","3.611111111","7.222222222","2.777777778","5.555555556","1.421505009","2.843010018","6.388888889","12.77777778"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00404","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00405","","","","20.4123688","1.277981997","2.428761959","16.04","48.77","1.211138964","2.594796896","2","1","12","11","9","8","4","16","5.893494129","3","58.46401978","3","32.88907115","3","2","20.88474655","1","0.68","0.5","0.92","1.18","2.1","20","0.17","0.03125","0.059","2.222222222","1.666666667","0.444444444","0.333333333","0.131111111","0.098333333","0.102222222","0.076666667","20","56.19047619","75","0.38809104","1.888888889","2.518518519","3.277777778","4.37037037","2.555555556","3.407407407","1.078030665","1.437374221","5.833333333","7.777777778"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00406","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00407","","","","","","","","","","","","","12","1","0","0","0","0","","","","","","","","","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00408","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00409","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00410","","","","21.2508698","1.481551051","2.669441938","15.72","48.96","1.378149033","3.339382887","3","1","12","11","11","8","5","13","6.45291996","2","54.9861412","3","32.10784314","2","9","18.9111042","4","1.18","0.42","1.72","1.6","3.32","18","0.236","0.032307692","0.088888889","1.636363636","1.5","0.454545455","0.416666667","0.145454545","0.133333333","0.156363636","0.143333333","27.77777778","48.19277108","91.66666667","0.51372549","3.277777778","3.575757576","4.444444444","4.848484848","4.777777778","5.212121212","1.427015251","1.55674391","9.222222222","10.06060606"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00411","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00412","","","","","","","","","","","","","12","9","8","0","0","0","","","","","","","","","2","0","0","3.38","0","3.38","0","","","","0","0","0","0","0","0","0.4225","0.281666667","","0","66.66666667","","0","0","0","0","9.388888889","14.08333333","","","9.388888889","14.08333333"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00413","","","","21.2815361","1.294386029","2.484229088","13.14","48.18","2.668656111","4.721023083","1","","12","5","4","2","0","2","3.957962036","1","57.50304413","3","27.27272727","9","","19.91609955","1","0","0.1","1.7","0.1","1.8","2","","0.05","0.05","0.5","0.166666667","0","0","0.025","0.008333333","0.425","0.141666667","0","5.555555556","33.33333333","0.027272727","0","0","0.277777778","0.833333333","4.722222222","14.16666667","0.075757576","0.227272727","5","15"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00414","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00415","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00416","","","","0","0.877790987","1.758865952","18.06","48.58","2.206866026","3.95044589","2","1","12","11","7","6","4","2","3.528913021","1","71.18561554","3","37.17579251","3","3","7.926760197","1","0.86","0.22","1.92","1.08","3","6","0.215","0.11","0.18","0.857142857","0.5","0.571428571","0.333333333","0.154285714","0.09","0.274285714","0.16","66.66666667","36","58.33333333","0.401498559","2.388888889","4.095238095","3","5.142857143","5.333333333","9.142857143","1.115273775","1.9118979","8.333333333","14.28571429"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00417","","","","","","","","","","","","","12","8","8","0","0","0","","","","","","","","","2","0","0","1.24","0","1.24","0","","","","0","0","0","0","0","0","0.155","0.103333333","","0","66.66666667","","0","0","0","0","3.444444444","5.166666667","","","3.444444444","5.166666667"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00418","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00419","","","","0.3922443","0.736032009","1.529556036","17.05","49","2.029675961","3.271661043","1","1","12","9","9","9","7","9","2.192626953","1","71.42389679","3","34.79591837","1","3","9.196041107","1","1.3","0.42","3.72","1.72","5.44","16","0.185714286","0.046666667","0.1075","1.777777778","1.333333333","0.777777778","0.583333333","0.191111111","0.143333333","0.413333333","0.31","43.75","31.61764706","75","0.598489796","3.611111111","4.814814815","4.777777778","6.37037037","10.33333333","13.77777778","1.662471655","2.216628874","15.11111111","20.14814815"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00420","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00421","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00422","","","","","","","","","","","2","1","12","11","8","8","4","8","","2","","","","2","3","","1","0.64","0.42","0.86","1.06","1.92","12","0.16","0.0525","0.088333333","1.5","1","0.5","0.333333333","0.1325","0.088333333","0.1075","0.071666667","33.33333333","55.20833333","66.66666667","","1.777777778","2.666666667","2.944444444","4.416666667","2.388888889","3.583333333","","","5.333333333","8"
"","","GHP2017NYK-ST01","","","","","","","","","GHP2017NYK-ST01-00423","","","","22.3986053","1.522390008","2.698745012","15.07","48.85","1.06656599","3.566270113","3","1","12","10","7","6","7","7","6.276792049","4","53.68302155","3","30.84953941","3","5","26.02354622","2","0.84","0.36","1.02","1.2","2.22","14","0.12","0.051428571","0.085714286","2","1.166666667","1","0.583333333","0.171428571","0.1","0.145714286","0.085","50","54.05405405","58.33333333","0.370194473","2.333333333","4","3.333333333","5.714285714","2.833333333","4.857142857","1.02831798","1.762830823","6.166666667","10.57142857"
