"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00320","","","","3","1","5","5","4","4","3","6","1","4","4","6","1","1","1.4","0.44","1.8","1.84","3.64","9","0.466666667","0.073333333","0.204444444","2.25","1.8","0.75","0.6","0.46","0.368","0.45","0.36","33.33333333","50.54945055","80","9.333333333","11.66666667","12.26666667","15.33333333","12","15","24.26666667","30.33333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00321","","","","1","1","5","5","5","5","7","6","1","3","3","7","1","1","2.64","0.46","2.62","3.1","5.72","13","0.377142857","0.076666667","0.238461538","2.6","2.6","1.4","1.4","0.62","0.62","0.524","0.524","53.84615385","54.1958042","100","17.6","17.6","20.66666667","20.66666667","17.46666667","17.46666667","38.13333333","38.13333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00322","","","","1","1","5","5","5","3","3","6","1","1","7","6","1","1","0.32","0.28","1.88","0.6","2.48","9","0.106666667","0.046666667","0.066666667","1.8","1.8","0.6","0.6","0.12","0.12","0.376","0.376","33.33333333","24.19354839","100","2.133333333","2.133333333","4","4","12.53333333","12.53333333","16.53333333","16.53333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00323","","","","1","1","5","5","5","4","4","3","3","7","7","6","5","5","0.42","0.18","1.54","0.6","2.14","7","0.105","0.06","0.085714286","1.4","1.4","0.8","0.8","0.12","0.12","0.308","0.308","57.14285714","28.03738318","100","2.8","2.8","4","4","10.26666667","10.26666667","14.26666667","14.26666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00401","","","","3","3","5","3","4","3","4","5","3","3","1","7","1","1","2.44","0.58","2.44","3.02","5.46","9","0.61","0.116","0.335555556","2.25","1.8","1","0.8","0.755","0.604","0.61","0.488","44.44444444","55.31135531","80","16.26666667","20.33333333","20.13333333","25.16666667","16.26666667","20.33333333","36.4","45.5"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00402","","","","3","1","5","4","3","3","6","3","1","3","3","7","1","1","1.84","0.28","4.6","2.12","6.72","9","0.306666667","0.093333333","0.235555556","3","1.8","2","1.2","0.706666667","0.424","1.533333333","0.92","66.66666667","31.54761905","60","12.26666667","20.44444444","14.13333333","23.55555556","30.66666667","51.11111111","44.8","74.66666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00403","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00404","","","","3","3","5","4","4","4","6","2","5","3","3","7","1","1","1.94","0.1","3.34","2.04","5.38","8","0.323333333","0.05","0.255","2","1.6","1.5","1.2","0.51","0.408","0.835","0.668","75","37.91821561","80","12.93333333","16.16666667","13.6","17","22.26666667","27.83333333","35.86666667","44.83333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00405","","","","3","1","5","4","4","4","3","3","1","3","5","7","1","1","0.54","0.22","3.32","0.76","4.08","6","0.18","0.073333333","0.126666667","1.5","1.2","0.75","0.6","0.19","0.152","0.83","0.664","50","18.62745098","80","3.6","4.5","5.066666667","6.333333333","22.13333333","27.66666667","27.2","34"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00406","","","","3","1","5","4","4","4","8","5","7","3","1","7","1","1","2.18","0.34","1.9","2.52","4.42","13","0.2725","0.068","0.193846154","3.25","2.6","2","1.6","0.63","0.504","0.475","0.38","61.53846154","57.01357466","80","14.53333333","18.16666667","16.8","21","12.66666667","15.83333333","29.46666667","36.83333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00407","","","","3","3","5","4","2","2","3","4","3","1","3","7","1","1","1.38","0.36","2.88","1.74","4.62","7","0.46","0.09","0.248571429","3.5","1.4","1.5","0.6","0.87","0.348","1.44","0.576","42.85714286","37.66233766","40","9.2","23","11.6","29","19.2","48","30.8","77"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00408","","","","1","1","5","1","3","1","0","2","1","7","7","9","1","1","0","0.18","1.88","0.18","2.06","2","","0.09","0.09","0.666666667","0.4","0","0","0.06","0.036","0.626666667","0.376","0","8.737864078","60","0","0","1.2","2","12.53333333","20.88888889","13.73333333","22.88888889"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00409","","","","3","1","5","5","4","2","0","2","1","7","9","9","1","1","0","0.14","1.46","0.14","1.6","2","","0.07","0.07","0.5","0.4","0","0","0.035","0.028","0.365","0.292","0","8.75","80","0","0","0.933333333","1.166666667","9.733333333","12.16666667","10.66666667","13.33333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00410","","","","5","1","5","5","4","4","0","13","3","5","7","6","5","5","0","0.3","0.46","0.3","0.76","13","","0.023076923","0.023076923","3.25","2.6","0","0","0.075","0.06","0.115","0.092","0","39.47368421","80","0","0","2","2.5","3.066666667","3.833333333","5.066666667","6.333333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00411","","","","3","1","5","5","4","4","0","4","5","7","3","9","1","1","0","0.14","2.44","0.14","2.58","4","","0.035","0.035","1","0.8","0","0","0.035","0.028","0.61","0.488","0","5.426356589","80","0","0","0.933333333","1.166666667","16.26666667","20.33333333","17.2","21.5"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00412","","","","1","1","5","5","4","2","0","6","3","7","7","7","1","3","0","0.22","1.32","0.22","1.54","6","","0.036666667","0.036666667","1.5","1.2","0","0","0.055","0.044","0.33","0.264","0","14.28571429","80","0","0","1.466666667","1.833333333","8.8","11","10.26666667","12.83333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00413","","","","3","1","5","4","4","3","0","4","1","7","9","5","1","1","0","0.18","1.1","0.18","1.28","4","","0.045","0.045","1","0.8","0","0","0.045","0.036","0.275","0.22","0","14.0625","80","0","0","1.2","1.5","7.333333333","9.166666667","8.533333333","10.66666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00414","","","","1","1","5","5","3","3","3","6","3","7","5","6","1","1","0.72","0.24","0.74","0.96","1.7","9","0.24","0.04","0.106666667","3","1.8","1","0.6","0.32","0.192","0.246666667","0.148","33.33333333","56.47058824","60","4.8","8","6.4","10.66666667","4.933333333","8.222222222","11.33333333","18.88888889"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00415","","","","","","5","5","4","0","0","0","","","","6","1","1","0","0","0.66","0","0.66","0","","","","0","0","0","0","0","0","0.165","0.132","","0","80","0","0","0","0","4.4","5.5","4.4","5.5"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00416","","","","3","1","5","4","4","3","6","7","1","5","7","6","1","1","0.7","0.44","2.22","1.14","3.36","13","0.116666667","0.062857143","0.087692308","3.25","2.6","1.5","1.2","0.285","0.228","0.555","0.444","46.15384615","33.92857143","80","4.666666667","5.833333333","7.6","9.5","14.8","18.5","22.4","28"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00417","","","","","","5","3","2","0","0","0","","","","5","4","5","0","0","0.2","0","0.2","0","","","","0","0","0","0","0","0","0.1","0.04","","0","40","0","0","0","0","1.333333333","3.333333333","1.333333333","3.333333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00418","","","","5","1","5","4","3","2","0","2","5","7","9","6","1","1","0","0.14","0.58","0.14","0.72","2","","0.07","0.07","0.666666667","0.4","0","0","0.046666667","0.028","0.193333333","0.116","0","19.44444444","60","0","0","0.933333333","1.555555556","3.866666667","6.444444444","4.8","8"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00419","","","","5","1","5","5","4","4","6","9","5","5","5","6","1","1","1.38","0.52","1.72","1.9","3.62","15","0.23","0.057777778","0.126666667","3.75","3","1.5","1.2","0.475","0.38","0.43","0.344","40","52.48618785","80","9.2","11.5","12.66666667","15.83333333","11.46666667","14.33333333","24.13333333","30.16666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00420","","","","1","1","5","5","3","2","0","10","3","7","9","6","3","3","0","0.22","0.86","0.22","1.08","10","","0.022","0.022","3.333333333","2","0","0","0.073333333","0.044","0.286666667","0.172","0","20.37037037","60","0","0","1.466666667","2.444444444","5.733333333","9.555555556","7.2","12"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00421","","","","1","1","5","1","1","1","0","1","1","3","9","6","1","1","0","0.08","0.16","0.08","0.24","1","","0.08","0.08","1","0.2","0","0","0.08","0.016","0.16","0.032","0","33.33333333","20","0","0","0.533333333","2.666666667","1.066666667","5.333333333","1.6","8"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00422","","","","3","1","5","4","4","3","5","3","5","5","1","7","1","1","2.2","0.34","2.36","2.54","4.9","8","0.44","0.113333333","0.3175","2","1.6","1.25","1","0.635","0.508","0.59","0.472","62.5","51.83673469","80","14.66666667","18.33333333","16.93333333","21.16666667","15.73333333","19.66666667","32.66666667","40.83333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00423","","","","3","1","5","5","2","2","7","12","7","3","3","7","1","1","1.78","0.98","2.5","2.76","5.26","19","0.254285714","0.081666667","0.145263158","9.5","3.8","3.5","1.4","1.38","0.552","1.25","0.5","36.84210526","52.47148289","40","11.86666667","29.66666667","18.4","46","16.66666667","41.66666667","35.06666667","87.66666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00501","","","","3","1","5","4","3","3","0","9","1","7","9","7","1","1","0","0.48","1.42","0.48","1.9","9","","0.053333333","0.053333333","3","1.8","0","0","0.16","0.096","0.473333333","0.284","0","25.26315789","60","0","0","3.2","5.333333333","9.466666667","15.77777778","12.66666667","21.11111111"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00502","","","","1","1","5","4","3","3","4","3","3","5","3","7","1","1","1.52","0.32","2.56","1.84","4.4","7","0.38","0.106666667","0.262857143","2.333333333","1.4","1.333333333","0.8","0.613333333","0.368","0.853333333","0.512","57.14285714","41.81818182","60","10.13333333","16.88888889","12.26666667","20.44444444","17.06666667","28.44444444","29.33333333","48.88888889"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00503","","","","5","1","5","4","4","4","0","4","1","9","9","8","1","1","0","0.14","2.56","0.14","2.7","4","","0.035","0.035","1","0.8","0","0","0.035","0.028","0.64","0.512","0","5.185185185","80","0","0","0.933333333","1.166666667","17.06666667","21.33333333","18","22.5"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00504","","","","3","1","5","1","1","1","0","2","3","7","7","7","1","1","0","0.18","0.18","0.18","0.36","2","","0.09","0.09","2","0.4","0","0","0.18","0.036","0.18","0.036","0","50","20","0","0","1.2","6","1.2","6","2.4","12"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00505","","","","3","1","5","5","5","5","5","3","3","1","5","7","1","1","1.06","0.18","2.84","1.24","4.08","8","0.212","0.06","0.155","1.6","1.6","1","1","0.248","0.248","0.568","0.568","62.5","30.39215686","100","7.066666667","7.066666667","8.266666667","8.266666667","18.93333333","18.93333333","27.2","27.2"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00506","","","","3","1","5","5","5","5","4","5","7","3","5","7","1","1","0.56","0.3","0.68","0.86","1.54","9","0.14","0.06","0.095555556","1.8","1.8","0.8","0.8","0.172","0.172","0.136","0.136","44.44444444","55.84415584","100","3.733333333","3.733333333","5.733333333","5.733333333","4.533333333","4.533333333","10.26666667","10.26666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00507","","","","1","1","5","4","5","3","3","5","1","7","7","7","1","1","0.46","0.26","1.82","0.72","2.54","8","0.153333333","0.052","0.09","1.6","1.6","0.6","0.6","0.144","0.144","0.364","0.364","37.5","28.34645669","100","3.066666667","3.066666667","4.8","4.8","12.13333333","12.13333333","16.93333333","16.93333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00508","","","","","","5","5","5","0","0","0","","","","9","1","1","0","0","2.76","0","2.76","0","","","","0","0","0","0","0","0","0.552","0.552","","0","100","0","0","0","0","18.4","18.4","18.4","18.4"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00509","","","","1","1","5","5","5","5","2","7","1","5","5","8","1","1","0.54","0.38","1.12","0.92","2.04","9","0.27","0.054285714","0.102222222","1.8","1.8","0.4","0.4","0.184","0.184","0.224","0.224","22.22222222","45.09803922","100","3.6","3.6","6.133333333","6.133333333","7.466666667","7.466666667","13.6","13.6"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00510","","","","3","1","5","5","5","5","4","6","7","5","5","8","1","1","0.9","0.32","1.04","1.22","2.26","10","0.225","0.053333333","0.122","2","2","0.8","0.8","0.244","0.244","0.208","0.208","40","53.98230088","100","6","6","8.133333333","8.133333333","6.933333333","6.933333333","15.06666667","15.06666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00511","","","","3","1","5","5","5","2","0","3","5","7","9","7","1","1","0","0.2","1.5","0.2","1.7","3","","0.066666667","0.066666667","0.6","0.6","0","0","0.04","0.04","0.3","0.3","0","11.76470588","100","0","0","1.333333333","1.333333333","10","10","11.33333333","11.33333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00512","","","","1","1","5","5","4","4","5","8","5","7","7","6","1","1","1.04","0.64","1.4","1.68","3.08","13","0.208","0.08","0.129230769","3.25","2.6","1.25","1","0.42","0.336","0.35","0.28","38.46153846","54.54545455","80","6.933333333","8.666666667","11.2","14","9.333333333","11.66666667","20.53333333","25.66666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00513","","","","3","1","5","5","5","5","1","10","3","5","7","7","1","1","0.32","0.62","1.58","0.94","2.52","11","0.32","0.062","0.085454545","2.2","2.2","0.2","0.2","0.188","0.188","0.316","0.316","9.090909091","37.3015873","100","2.133333333","2.133333333","6.266666667","6.266666667","10.53333333","10.53333333","16.8","16.8"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00514","","","","","","5","2","2","0","0","0","","","","9","1","1","0","0","0.16","0","0.16","0","","","","0","0","0","0","0","0","0.08","0.032","","0","40","0","0","0","0","1.066666667","2.666666667","1.066666667","2.666666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00515","","","","3","1","5","5","4","4","4","15","3","5","7","7","1","1","0.56","0.66","0.72","1.22","1.94","19","0.14","0.044","0.064210526","4.75","3.8","1","0.8","0.305","0.244","0.18","0.144","21.05263158","62.88659794","80","3.733333333","4.666666667","8.133333333","10.16666667","4.8","6","12.93333333","16.16666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00516","","","","","","5","5","3","0","0","0","","","","9","1","1","0","0","0.92","0","0.92","0","","","","0","0","0","0","0","0","0.306666667","0.184","","0","60","0","0","0","0","6.133333333","10.22222222","6.133333333","10.22222222"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00517","","","","","","5","5","4","0","0","0","","","","7","1","1","0","0","0.7","0","0.7","0","","","","0","0","0","0","0","0","0.175","0.14","","0","80","0","0","0","0","4.666666667","5.833333333","4.666666667","5.833333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00518","","","","1","1","5","5","5","5","1","11","1","3","7","7","1","1","0.18","0.56","0.48","0.74","1.22","12","0.18","0.050909091","0.061666667","2.4","2.4","0.2","0.2","0.148","0.148","0.096","0.096","8.333333333","60.6557377","100","1.2","1.2","4.933333333","4.933333333","3.2","3.2","8.133333333","8.133333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00519","","","","1","1","5","5","5","5","4","11","7","5","5","6","1","1","0.78","0.37","1.18","1.15","2.33","15","0.195","0.033636364","0.076666667","3","3","0.8","0.8","0.23","0.23","0.236","0.236","26.66666667","49.35622318","100","5.2","5.2","7.666666667","7.666666667","7.866666667","7.866666667","15.53333333","15.53333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00520","","","","1","1","5","5","5","5","3","5","1","5","3","7","1","1","0.48","0.28","2.66","0.76","3.42","8","0.16","0.056","0.095","1.6","1.6","0.6","0.6","0.152","0.152","0.532","0.532","37.5","22.22222222","100","3.2","3.2","5.066666667","5.066666667","17.73333333","17.73333333","22.8","22.8"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00521","","","","1","1","5","5","5","5","8","6","3","3","3","5","1","1","1.84","0.36","2.7","2.2","4.9","14","0.23","0.06","0.157142857","2.8","2.8","1.6","1.6","0.44","0.44","0.54","0.54","57.14285714","44.89795918","100","12.26666667","12.26666667","14.66666667","14.66666667","18","18","32.66666667","32.66666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00522","","","","","","5","3","4","0","0","0","","","","3","5","7","0","0","0.24","0","0.24","0","","","","0","0","0","0","0","0","0.06","0.048","","0","80","0","0","0","0","1.6","2","1.6","2"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00523","","","","1","1","5","5","5","4","2","6","1","5","7","6","1","3","0.24","0.26","1.42","0.5","1.92","8","0.12","0.043333333","0.0625","1.6","1.6","0.4","0.4","0.1","0.1","0.284","0.284","25","26.04166667","100","1.6","1.6","3.333333333","3.333333333","9.466666667","9.466666667","12.8","12.8"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00601","","","","3","1","5","5","3","3","8","9","5","5","1","7","1","1","2.86","0.34","3.6","3.2","6.8","17","0.3575","0.037777778","0.188235294","5.666666667","3.4","2.666666667","1.6","1.066666667","0.64","1.2","0.72","47.05882353","47.05882353","60","19.06666667","31.77777778","21.33333333","35.55555556","24","40","45.33333333","75.55555556"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00602","","","","1","1","5","5","5","5","6","17","3","7","5","9","1","1","0.7","0.6","2.74","1.3","4.04","23","0.116666667","0.035294118","0.056521739","4.6","4.6","1.2","1.2","0.26","0.26","0.548","0.548","26.08695652","32.17821782","100","4.666666667","4.666666667","8.666666667","8.666666667","18.26666667","18.26666667","26.93333333","26.93333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00603","","","","1","1","5","1","1","1","2","3","1","5","5","6","1","1","0.46","0.14","0.36","0.6","0.96","5","0.23","0.046666667","0.12","5","1","2","0.4","0.6","0.12","0.36","0.072","40","62.5","20","3.066666667","15.33333333","4","20","2.4","12","6.4","32"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00604","","","","3","1","5","4","4","4","3","6","1","3","5","8","1","1","0.58","0.2","2.7","0.78","3.48","9","0.193333333","0.033333333","0.086666667","2.25","1.8","0.75","0.6","0.195","0.156","0.675","0.54","33.33333333","22.4137931","80","3.866666667","4.833333333","5.2","6.5","18","22.5","23.2","29"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00605","","","","1","1","5","5","4","4","10","4","1","3","3","8","1","1","1.36","0.18","2.16","1.54","3.7","14","0.136","0.045","0.11","3.5","2.8","2.5","2","0.385","0.308","0.54","0.432","71.42857143","41.62162162","80","9.066666667","11.33333333","10.26666667","12.83333333","14.4","18","24.66666667","30.83333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00606","","","","1","1","5","5","4","4","3","7","1","7","5","7","1","1","0.5","0.3","2.18","0.8","2.98","10","0.166666667","0.042857143","0.08","2.5","2","0.75","0.6","0.2","0.16","0.545","0.436","30","26.84563758","80","3.333333333","4.166666667","5.333333333","6.666666667","14.53333333","18.16666667","19.86666667","24.83333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00607","","","","1","1","5","5","4","2","2","1","1","9","7","7","1","1","0.28","0.12","1.66","0.4","2.06","3","0.14","0.12","0.133333333","0.75","0.6","0.5","0.4","0.1","0.08","0.415","0.332","66.66666667","19.41747573","80","1.866666667","2.333333333","2.666666667","3.333333333","11.06666667","13.83333333","13.73333333","17.16666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00608","","","","3","1","5","3","3","3","0","3","7","9","7","8","1","1","0","0.26","1.2","0.26","1.46","3","","0.086666667","0.086666667","1","0.6","0","0","0.086666667","0.052","0.4","0.24","0","17.80821918","60","0","0","1.733333333","2.888888889","8","13.33333333","9.733333333","16.22222222"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00609","","","","1","1","5","5","4","4","3","2","3","5","5","8","1","1","0.56","0.22","2","0.78","2.78","5","0.186666667","0.11","0.156","1.25","1","0.75","0.6","0.195","0.156","0.5","0.4","60","28.05755396","80","3.733333333","4.666666667","5.2","6.5","13.33333333","16.66666667","18.53333333","23.16666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00610","","","","1","1","5","5","4","4","5","3","1","5","7","7","1","1","1.46","0.22","1.08","1.68","2.76","8","0.292","0.073333333","0.21","2","1.6","1.25","1","0.42","0.336","0.27","0.216","62.5","60.86956522","80","9.733333333","12.16666667","11.2","14","7.2","9","18.4","23"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00611","","","","","","5","4","4","0","0","0","","","","8","1","1","0","0","1.68","0","1.68","0","","","","0","0","0","0","0","0","0.42","0.336","","0","80","0","0","0","0","11.2","14","11.2","14"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00612","","","","","","5","4","4","0","0","0","","","","6","1","1","0","0","1.02","0","1.02","0","","","","0","0","0","0","0","0","0.255","0.204","","0","80","0","0","0","0","6.8","8.5","6.8","8.5"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00613","","","","1","1","5","4","4","4","4","7","1","5","5","7","1","1","0.54","0.22","0.6","0.76","1.36","11","0.135","0.031428571","0.069090909","2.75","2.2","1","0.8","0.19","0.152","0.15","0.12","36.36363636","55.88235294","80","3.6","4.5","5.066666667","6.333333333","4","5","9.066666667","11.33333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00614","","","","","","5","5","5","0","0","0","","","","","1","5","0","0","0.46","0","0.46","0","","","","0","0","0","0","0","0","0.092","0.092","","0","100","0","0","0","0","3.066666667","3.066666667","3.066666667","3.066666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00615","","","","1","1","5","4","4","4","3","8","3","9","7","6","1","1","0.3","0.3","0.8","0.6","1.4","11","0.1","0.0375","0.054545455","2.75","2.2","0.75","0.6","0.15","0.12","0.2","0.16","27.27272727","42.85714286","80","2","2.5","4","5","5.333333333","6.666666667","9.333333333","11.66666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00616","","","","","","5","3","2","0","0","0","","","","8","1","1","0","0","1.02","0","1.02","0","","","","0","0","0","0","0","0","0.51","0.204","","0","40","0","0","0","0","6.8","17","6.8","17"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00617","","","","3","1","5","4","3","3","5","3","7","7","5","7","1","1","0.86","0.24","1.96","1.1","3.06","8","0.172","0.08","0.1375","2.666666667","1.6","1.666666667","1","0.366666667","0.22","0.653333333","0.392","62.5","35.94771242","60","5.733333333","9.555555556","7.333333333","12.22222222","13.06666667","21.77777778","20.4","34"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00618","","","","1","1","5","4","4","2","2","1","1","7","7","8","1","1","0.4","0.03","1.62","0.43","2.05","3","0.2","0.03","0.143333333","0.75","0.6","0.5","0.4","0.1075","0.086","0.405","0.324","66.66666667","20.97560976","80","2.666666667","3.333333333","2.866666667","3.583333333","10.8","13.5","13.66666667","17.08333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00619","","","","","","5","5","5","0","0","0","","","","6","3","3","0","0","0.58","0","0.58","0","","","","0","0","0","0","0","0","0.116","0.116","","0","100","0","0","0","0","3.866666667","3.866666667","3.866666667","3.866666667"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00620","","","","1","1","5","5","4","4","5","10","1","3","7","8","1","1","0.81","0.6","2.68","1.41","4.09","15","0.162","0.06","0.094","3.75","3","1.25","1","0.3525","0.282","0.67","0.536","33.33333333","34.47432763","80","5.4","6.75","9.4","11.75","17.86666667","22.33333333","27.26666667","34.08333333"
"","","GHP2017NYK-ST03","","","","","","","","","GHP2017NYK-ST03-00621","","","","3","1","5","5","5","5","8","9","1","3","3","6","1","1","2.06","0.56","1.98","2.62","4.6","17","0.2575","0.062222222","0.154117647","3.4","3.4","1.6","1.6","0.524","0.524","0.396","0.396","47.05882353","56.95652174","100","13.73333333","13.73333333","17.46666667","17.46666667","13.2","13.2","30.66666667","30.66666667"
