"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00108","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00109","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00011","","","","3","1","","","3","14","1","1","2","4","2","7","","","","","","","","","","","","","","","","","","","","21.42857143","","","","","","","",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00110","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00111","","","","3","1","3","8","6","14","5","1","4","4","6","4","0.5","0.5","5","1","6","11","0.166666667","0.0625","0.090909091","1.833333333","0.785714286","0.5","0.214285714","0.166666667","0.071428571","0.833333333","0.357142857","27.27272727","16.66666667","42.85714286","1.19047619","2.777777778","2.380952381","5.555555556","11.9047619","27.77777778","14.28571429","33.33333333"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00112","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00113","","","","","","0","0","0","14","0","","","","8","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00114","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00115","","","","3","1","6","4","10","14","3","1","5","5","8","3","1.1","0.2","8.5","1.3","9.8","10","0.183333333","0.05","0.13","1","0.714285714","0.6","0.428571429","0.13","0.092857143","0.85","0.607142857","60","13.26530612","71.42857143","2.619047619","3.666666667","3.095238095","4.333333333","20.23809524","28.33333333","23.33333333","32.66666667"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00116","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00117","","","","","","0","0","0","14","0","","","","2","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00118","","","","","","0","0","0","14","0","","","","4","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00119","","","","","","0","0","0","14","0","","","","2","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00012","","","","","","0","0","0","14","0","","","","8","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00120","","","","","","0","0","0","14","0","","","","4","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00121","","","","1","1","3","10","8","14","4","1","5","4","4","7","0.2","0.3","2.5","0.5","3","13","0.066666667","0.03","0.038461538","1.625","0.928571429","0.375","0.214285714","0.0625","0.035714286","0.3125","0.178571429","23.07692308","16.66666667","57.14285714","0.476190476","0.833333333","1.19047619","2.083333333","5.952380952","10.41666667","7.142857143","12.5"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00122","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00123","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00124","","","","3","2","8","6","8","14","8","2","5","6","7","1","1.4","0.4","5","1.8","6.8","14","0.175","0.066666667","0.128571429","1.75","1","1","0.571428571","0.225","0.128571429","0.625","0.357142857","57.14285714","26.47058824","57.14285714","3.333333333","5.833333333","4.285714286","7.5","11.9047619","20.83333333","16.19047619","28.33333333"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00125","","","","","","0","0","0","14","0","","","","7","4","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00126","","","","","","0","0","0","14","0","","","","3","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00127","","","","","","0","0","0","14","0","","","","5","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00128","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00129","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00013","","","","","","0","0","0","14","0","","","","6","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00130","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00131","","","","3","1","15","14","8","14","8","1","5","5","7","4","2","0.7","8","2.7","10.7","29","0.133333333","0.05","0.093103448","3.625","2.071428571","1.875","1.071428571","0.3375","0.192857143","1","0.571428571","51.72413793","25.23364486","57.14285714","4.761904762","8.333333333","6.428571429","11.25","19.04761905","33.33333333","25.47619048","44.58333333"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00132","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00133","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00134","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00135","","","","3","1","4","0","8","14","4","1","4","5","7","3","0.4","0","4","0.4","4.4","4","0.1","","0.1","0.5","0.285714286","0.5","0.285714286","0.05","0.028571429","0.5","0.285714286","100","9.090909091","57.14285714","0.952380952","1.666666667","0.952380952","1.666666667","9.523809524","16.66666667","10.47619048","18.33333333"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00136","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00137","","","","3","1","3","6","7","14","2","1","4","4","7","3","0.5","0.2","14","0.7","14.7","9","0.166666667","0.033333333","0.077777778","1.285714286","0.642857143","0.428571429","0.214285714","0.1","0.05","2","1","33.33333333","4.761904762","50","1.19047619","2.380952381","1.666666667","3.333333333","33.33333333","66.66666667","35","70"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00138","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00139","","","","","","0","0","0","14","0","","","","8","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00014","","","","4","1","5","9","7","14","4","2","5","7","5","3","1.4","0.4","6","1.8","7.8","14","0.28","0.044444444","0.128571429","2","1","0.714285714","0.357142857","0.257142857","0.128571429","0.857142857","0.428571429","35.71428571","23.07692308","50","3.333333333","6.666666667","4.285714286","8.571428571","14.28571429","28.57142857","18.57142857","37.14285714"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00140","","","","","","11","28","8","14","7","","5","5","6","3","1.7","1.2","3.5","2.9","6.4","39","0.154545455","0.042857143","0.074358974","4.875","2.785714286","1.375","0.785714286","0.3625","0.207142857","0.4375","0.25","28.20512821","45.3125","57.14285714","4.047619048","7.083333333","6.904761905","12.08333333","8.333333333","14.58333333","15.23809524","26.66666667"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00141","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00142","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00143","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00144","","","","","","0","0","0","14","0","","","","2","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00145","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00146","","","","","","0","0","0","14","0","","","","4","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00147","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00148","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00149","","","","2","1","15","6","7","14","6","1","5","5","8","4","2.1","0.3","15","2.4","17.4","21","0.14","0.05","0.114285714","3","1.5","2.142857143","1.071428571","0.342857143","0.171428571","2.142857143","1.071428571","71.42857143","13.79310345","50","5","10","5.714285714","11.42857143","35.71428571","71.42857143","41.42857143","82.85714286"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00015","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00150","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00151","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00152","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00153","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00154","","","","3","1","14","13","8","14","7","2","6","6","5","6","2.1","0.5","10","2.6","12.6","27","0.15","0.038461538","0.096296296","3.375","1.928571429","1.75","1","0.325","0.185714286","1.25","0.714285714","51.85185185","20.63492063","57.14285714","5","8.75","6.19047619","10.83333333","23.80952381","41.66666667","30","52.5"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00155","","","","","","0","0","0","14","0","","","","4","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00156","","","","","","0","0","0","14","0","","","","3","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00157","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00158","","","","","","0","0","0","14","0","","","","4","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00159","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00016","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00164","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00165","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00166","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00167","","","","","","0","0","0","14","0","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00168","","","","","","0","0","0","14","0","","","","3","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00169","","","","2","1","","","5","14","4","1","4","4","4","7","","","","","","","","","","","","","","","","","","","","35.71428571","","","","","","","",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00017","","","","3","1","6","6","8","14","8","3","4","5","6","4","1","0.8","3.5","1.8","5.3","12","0.166666667","0.133333333","0.15","1.5","0.857142857","0.75","0.428571429","0.225","0.128571429","0.4375","0.25","50","33.96226415","57.14285714","2.380952381","4.166666667","4.285714286","7.5","8.333333333","14.58333333","12.61904762","22.08333333"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00170","","","","3","1","5","5","10","14","9","2","5","5","5","5","0.7","0.3","14","1","15","10","0.14","0.06","0.1","1","0.714285714","0.5","0.357142857","0.1","0.071428571","1.4","1","50","6.666666667","71.42857143","1.666666667","2.333333333","2.380952381","3.333333333","33.33333333","46.66666667","35.71428571","50"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00171","","","","","","0","0","0","14","0","","","","5","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00172","","","","3","1","25","20","9","14","9","1","6","5","6","4","2.9","0.7","11.5","3.6","15.1","45","0.116","0.035","0.08","5","3.214285714","2.777777778","1.785714286","0.4","0.257142857","1.277777778","0.821428571","55.55555556","23.8410596","64.28571429","6.904761905","10.74074074","8.571428571","13.33333333","27.38095238","42.59259259","35.95238095","55.92592593"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00173","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00174","","","","","","0","0","0","14","0","","","","2","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00175","","","","","","0","0","0","14","0","","","","6","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00176","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00177","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00178","","","","","","0","0","0","14","0","","","","3","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00179","","","","","","0","0","0","14","0","","","","2","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00018","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00180","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00181","","","","3","1","17","27","9","14","8","2","4","5","5","4","1.9","0.8","4","2.7","6.7","44","0.111764706","0.02962963","0.061363636","4.888888889","3.142857143","1.888888889","1.214285714","0.3","0.192857143","0.444444444","0.285714286","38.63636364","40.29850746","64.28571429","4.523809524","7.037037037","6.428571429","10","9.523809524","14.81481481","15.95238095","24.81481481"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00182","","","","","","0","0","0","14","0","","","","3","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00183","","","","","","0","0","0","14","0","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00184","","","","3","1","18","10","9","14","7","2","6","6","4","6","2.8","0.4","6","3.2","9.2","28","0.155555556","0.04","0.114285714","3.111111111","2","2","1.285714286","0.355555556","0.228571429","0.666666667","0.428571429","64.28571429","34.7826087","64.28571429","6.666666667","10.37037037","7.619047619","11.85185185","14.28571429","22.22222222","21.9047619","34.07407407"
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00185","","","","","","0","0","0","14","0","","","","4","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2013OHW-PT01","","","","","","","","","GHP2013OHW-PT01-00186","","","","","","0","0","0","14","0","","","","3","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
