"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2012OHW-AT02","","","","","","","","","GHP2012OHW-AT02-00001","","","","2","2","23","59","34","27","34","27","1","4","5","5","7","8","3.4","2.4","6.5","5.8","12.3","82","0.147826087","0.040677966","0.070731707","3.037037037","2.411764706","0.851851852","0.676470588","0.214814815","0.170588235","0.240740741","0.191176471","28.04878049","47.15447154","79.41176471","3.333333333","4.197530864","5.68627451","7.160493827","6.37254902","8.024691358","12.05882353","15.18518519"
"","","GHP2012OHW-AT02","","","","","","","","","GHP2012OHW-AT02-00010","","","","3","1","9","24","33","26","34","23","2","4","2","2","8","9","1","1.1","0.5","2.1","2.6","33","0.111111111","0.045833333","0.063636364","1.269230769","0.970588235","0.346153846","0.264705882","0.080769231","0.061764706","0.019230769","0.014705882","27.27272727","80.76923077","76.47058824","0.980392157","1.282051282","2.058823529","2.692307692","0.490196078","0.641025641","2.549019608","3.333333333"
"","","GHP2012OHW-AT02","","","","","","","","","GHP2012OHW-AT02-00011","","","","2","1","1","11","34","29","34","5","1","4","3","5","5","7","0.3","0.6","8","0.9","8.9","12","0.3","0.054545455","0.075","0.413793103","0.352941176","0.034482759","0.029411765","0.031034483","0.026470588","0.275862069","0.235294118","8.333333333","10.11235955","85.29411765","0.294117647","0.344827586","0.882352941","1.034482759","7.843137255","9.195402299","8.725490196","10.22988506"
"","","GHP2012OHW-AT02","","","","","","","","","GHP2012OHW-AT02-00012","","","","1","1","30","79","34","24","34","24","3","5","5","7","2","4","5.2","3.6","20","8.8","28.8","109","0.173333333","0.04556962","0.080733945","4.541666667","3.205882353","1.25","0.882352941","0.366666667","0.258823529","0.833333333","0.588235294","27.52293578","30.55555556","70.58823529","5.098039216","7.222222222","8.62745098","12.22222222","19.60784314","27.77777778","28.23529412","40"
"","","GHP2012OHW-AT02","","","","","","","","","GHP2012OHW-AT02-00013","","","","3","2","35","45","34","28","34","28","2","5","5","5","8","8","7.4","2.5","9.5","9.9","19.4","80","0.211428571","0.055555556","0.12375","2.857142857","2.352941176","1.25","1.029411765","0.353571429","0.291176471","0.339285714","0.279411765","43.75","51.03092784","82.35294118","7.254901961","8.80952381","9.705882353","11.78571429","9.31372549","11.30952381","19.01960784","23.0952381"
"","","GHP2012OHW-AT02","","","","","","","","","GHP2012OHW-AT02-00014","","","","2","1","62","30","34","29","34","29","1","5","7","5","3","4","13.8","2","6.5","15.8","22.3","92","0.222580645","0.066666667","0.17173913","3.172413793","2.705882353","2.137931034","1.823529412","0.544827586","0.464705882","0.224137931","0.191176471","67.39130435","70.85201794","85.29411765","13.52941176","15.86206897","15.49019608","18.16091954","6.37254902","7.471264368","21.8627451","25.63218391"
"","","GHP2012OHW-AT02","","","","","","","","","GHP2012OHW-AT02-00015","","","","1","1","5","7","34","27","34","7","1","5","5","7","4","5","1.4","0.8","12.5","2.2","14.7","12","0.28","0.114285714","0.183333333","0.444444444","0.352941176","0.185185185","0.147058824","0.081481481","0.064705882","0.462962963","0.367647059","41.66666667","14.96598639","79.41176471","1.37254902","1.728395062","2.156862745","2.716049383","12.25490196","15.43209877","14.41176471","18.14814815"
"","","GHP2012OHW-AT02","","","","","","","","","GHP2012OHW-AT02-00016","","","","2","1","24","39","34","25","34","23","1","4","4","3","7","8","3.8","2","3.5","5.8","9.3","63","0.158333333","0.051282051","0.092063492","2.52","1.852941176","0.96","0.705882353","0.232","0.170588235","0.14","0.102941176","38.0952381","62.3655914","73.52941176","3.725490196","5.066666667","5.68627451","7.733333333","3.431372549","4.666666667","9.117647059","12.4"
"","","GHP2012OHW-AT02","","","","","","","","","GHP2012OHW-AT02-00017","","","","2","1","11","24","34","20","34","15","3","4","4","4","5","6","1.9","1.5","5","3.4","8.4","35","0.172727273","0.0625","0.097142857","1.75","1.029411765","0.55","0.323529412","0.17","0.1","0.25","0.147058824","31.42857143","40.47619048","58.82352941","1.862745098","3.166666667","3.333333333","5.666666667","4.901960784","8.333333333","8.235294118","14"
"","","GHP2012OHW-AT02","","","","","","","","","GHP2012OHW-AT02-00018","","","","3","1","20","26","34","27","34","23","2","4","3","3","8","8","2.4","1.1","4","3.5","7.5","46","0.12","0.042307692","0.076086957","1.703703704","1.352941176","0.740740741","0.588235294","0.12962963","0.102941176","0.148148148","0.117647059","43.47826087","46.66666667","79.41176471","2.352941176","2.962962963","3.431372549","4.320987654","3.921568627","4.938271605","7.352941176","9.259259259"
"","","GHP2012OHW-AT02","","","","","","","","","GHP2012OHW-AT02-00019","","","","4","1","24","45","34","23","34","22","1","5","5","4","4","5","4.4","2.8","3.5","7.2","10.7","69","0.183333333","0.062222222","0.104347826","3","2.029411765","1.043478261","0.705882353","0.313043478","0.211764706","0.152173913","0.102941176","34.7826087","67.28971963","67.64705882","4.31372549","6.376811594","7.058823529","10.43478261","3.431372549","5.072463768","10.49019608","15.50724638"
"","","GHP2012OHW-AT02","","","","","","","","","GHP2012OHW-AT02-00002","","","","1","1","21","70","34","23","34","22","2","4","4","6","3","5","3.3","2.9","11","6.2","17.2","91","0.157142857","0.041428571","0.068131868","3.956521739","2.676470588","0.913043478","0.617647059","0.269565217","0.182352941","0.47826087","0.323529412","23.07692308","36.04651163","67.64705882","3.235294118","4.782608696","6.078431373","8.985507246","10.78431373","15.94202899","16.8627451","24.92753623"
