"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01908","","","","5","4","4","4","7","6","6","3","4","1.9","0.2","2.2","2.1","4.3","13","0.271428571","0.033333333","0.161538462","3.25","1.75","0.525","0.55","53.84615385","48.8372093","15.83333333","17.5","18.33333333","35.83333333","2.6","1.4","0.42","0.44","80","12.66666667","14","14.66666667","28.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01909","","","","5","5","5","5","14","5","5","4","5","2.4","0.1","0.8","2.5","3.3","19","0.171428571","0.02","0.131578947","3.8","2.8","0.5","0.16","73.68421053","75.75757576","16","16.66666667","5.333333333","22","3.8","2.8","0.5","0.16","100","16","16.66666667","5.333333333","22"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01910","","","","5","4","4","4","9","5","5","5","4","2","0.2","0.9","2.2","3.1","14","0.222222222","0.04","0.157142857","3.5","2.25","0.55","0.225","64.28571429","70.96774194","16.66666667","18.33333333","7.5","25.83333333","2.8","1.8","0.44","0.18","80","13.33333333","14.66666667","6","20.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01911","","","","5","4","4","4","10","7","5","4","4","1.8","0.2","1.2","2","3.2","17","0.18","0.028571429","0.117647059","4.25","2.5","0.5","0.3","58.82352941","62.5","15","16.66666667","10","26.66666667","3.4","2","0.4","0.24","80","12","13.33333333","8","21.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01912","","","","5","5","5","5","5","1","5","5","6","0.8","0.1","0.6","0.9","1.5","6","0.16","0.1","0.15","1.2","1","0.18","0.12","83.33333333","60","5.333333333","6","4","10","1.2","1","0.18","0.12","100","5.333333333","6","4","10"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01913","","","","5","5","5","5","8","4","6","3","4","2","0.1","1.6","2.1","3.7","12","0.25","0.025","0.175","2.4","1.6","0.42","0.32","66.66666667","56.75675676","13.33333333","14","10.66666667","24.66666667","2.4","1.6","0.42","0.32","100","13.33333333","14","10.66666667","24.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01914","","","","5","5","5","5","10","3","5","4","4","1.7","0.1","1.4","1.8","3.2","13","0.17","0.033333333","0.138461538","2.6","2","0.36","0.28","76.92307692","56.25","11.33333333","12","9.333333333","21.33333333","2.6","2","0.36","0.28","100","11.33333333","12","9.333333333","21.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01915","","","","5","5","5","5","12","10","5","6","6","1.2","0.3","0.8","1.5","2.3","22","0.1","0.03","0.068181818","4.4","2.4","0.3","0.16","54.54545455","65.2173913","8","10","5.333333333","15.33333333","4.4","2.4","0.3","0.16","100","8","10","5.333333333","15.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01916","","","","5","5","4","4","7","2","5","4","5","0.7","0.1","0.7","0.8","1.5","9","0.1","0.05","0.088888889","2.25","1.75","0.2","0.175","77.77777778","53.33333333","5.833333333","6.666666667","5.833333333","12.5","1.8","1.4","0.16","0.14","80","4.666666667","5.333333333","4.666666667","10"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01917","","","","5","5","5","5","5","5","5","5","5","1.9","0.1","1.6","2","3.6","10","0.38","0.02","0.2","2","1","0.4","0.32","50","55.55555556","12.66666667","13.33333333","10.66666667","24","2","1","0.4","0.32","100","12.66666667","13.33333333","10.66666667","24"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01918","","","","5","5","5","5","9","0","6","3","5","1.6","0","2.4","1.6","4","9","0.177777778","","0.177777778","1.8","1.8","0.32","0.48","100","40","10.66666667","10.66666667","16","26.66666667","1.8","1.8","0.32","0.48","100","10.66666667","10.66666667","16","26.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01919","","","","5","5","5","5","8","3","6","3","4","2.5","0.1","1.9","2.6","4.5","11","0.3125","0.033333333","0.236363636","2.2","1.6","0.52","0.38","72.72727273","57.77777778","16.66666667","17.33333333","12.66666667","30","2.2","1.6","0.52","0.38","100","16.66666667","17.33333333","12.66666667","30"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01920","","","","5","5","4","4","10","2","5","3","4","2.1","0.1","1","2.2","3.2","12","0.21","0.05","0.183333333","3","2.5","0.55","0.25","83.33333333","68.75","17.5","18.33333333","8.333333333","26.66666667","2.4","2","0.44","0.2","80","14","14.66666667","6.666666667","21.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01921","","","","5","5","5","5","10","4","6","4","5","2.7","0.1","0.9","2.8","3.7","14","0.27","0.025","0.2","2.8","2","0.56","0.18","71.42857143","75.67567568","18","18.66666667","6","24.66666667","2.8","2","0.56","0.18","100","18","18.66666667","6","24.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01922","","","","5","5","4","4","6","2","6","3","4","1.7","0.2","1.8","1.9","3.7","8","0.283333333","0.1","0.2375","2","1.5","0.475","0.45","75","51.35135135","14.16666667","15.83333333","15","30.83333333","1.6","1.2","0.38","0.36","80","11.33333333","12.66666667","12","24.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01923","","","","5","5","5","5","7","6","6","5","5","0.7","0.2","0.9","0.9","1.8","13","0.1","0.033333333","0.069230769","2.6","1.4","0.18","0.18","53.84615385","50","4.666666667","6","6","12","2.6","1.4","0.18","0.18","100","4.666666667","6","6","12"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01924","","","","5","5","5","5","7","3","6","4","4","1.6","0.2","3.3","1.8","5.1","10","0.228571429","0.066666667","0.18","2","1.4","0.36","0.66","70","35.29411765","10.66666667","12","22","34","2","1.4","0.36","0.66","100","10.66666667","12","22","34"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01925","","","","5","5","5","5","9","8","6","3","3","2","0.3","4","2.3","6.3","17","0.222222222","0.0375","0.135294118","3.4","1.8","0.46","0.8","52.94117647","36.50793651","13.33333333","15.33333333","26.66666667","42","3.4","1.8","0.46","0.8","100","13.33333333","15.33333333","26.66666667","42"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01926","","","","5","5","5","5","10","3","6","5","4","2.6","0.2","1.4","2.8","4.2","13","0.26","0.066666667","0.215384615","2.6","2","0.56","0.28","76.92307692","66.66666667","17.33333333","18.66666667","9.333333333","28","2.6","2","0.56","0.28","100","17.33333333","18.66666667","9.333333333","28"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01927","","","","5","5","5","5","7","2","7","3","3","1.2","0.1","3.7","1.3","5","9","0.171428571","0.05","0.144444444","1.8","1.4","0.26","0.74","77.77777778","26","8","8.666666667","24.66666667","33.33333333","1.8","1.4","0.26","0.74","100","8","8.666666667","24.66666667","33.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01928","","","","5","5","5","5","6","1","8","4","3","2","0.1","2.7","2.1","4.8","7","0.333333333","0.1","0.3","1.4","1.2","0.42","0.54","85.71428571","43.75","13.33333333","14","18","32","1.4","1.2","0.42","0.54","100","13.33333333","14","18","32"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01929","","","","5","5","5","5","9","3","6","5","4","2.7","0.1","3.2","2.8","6","12","0.3","0.033333333","0.233333333","2.4","1.8","0.56","0.64","75","46.66666667","18","18.66666667","21.33333333","40","2.4","1.8","0.56","0.64","100","18","18.66666667","21.33333333","40"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01930","","","","5","4","5","5","8","3","7","3","4","2.2","0.1","1.9","2.3","4.2","11","0.275","0.033333333","0.209090909","2.2","1.6","0.46","0.38","72.72727273","54.76190476","14.66666667","15.33333333","12.66666667","28","2.2","1.6","0.46","0.38","100","14.66666667","15.33333333","12.66666667","28"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01931","","","","5","5","5","5","10","4","8","3","3","3.6","0.2","2.8","3.8","6.6","14","0.36","0.05","0.271428571","2.8","2","0.76","0.56","71.42857143","57.57575758","24","25.33333333","18.66666667","44","2.8","2","0.76","0.56","100","24","25.33333333","18.66666667","44"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01932","","","","5","5","5","5","6","3","8","3","4","2.6","0.1","2.2","2.7","4.9","9","0.433333333","0.033333333","0.3","1.8","1.2","0.54","0.44","66.66666667","55.10204082","17.33333333","18","14.66666667","32.66666667","1.8","1.2","0.54","0.44","100","17.33333333","18","14.66666667","32.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01933","","","","5","5","5","5","8","8","4","3","7","1.8","0.3","1.9","2.1","4","16","0.225","0.0375","0.13125","3.2","1.6","0.42","0.38","50","52.5","12","14","12.66666667","26.66666667","3.2","1.6","0.42","0.38","100","12","14","12.66666667","26.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01934","","","","5","5","5","5","6","3","5","4","4","1.8","0.1","0.9","1.9","2.8","9","0.3","0.033333333","0.211111111","1.8","1.2","0.38","0.18","66.66666667","67.85714286","12","12.66666667","6","18.66666667","1.8","1.2","0.38","0.18","100","12","12.66666667","6","18.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02001","","","","5","5","3","3","6","1","5","5","6","1.5","0.1","0.7","1.6","2.3","7","0.25","0.1","0.228571429","2.333333333","2","0.533333333","0.233333333","85.71428571","69.56521739","16.66666667","17.77777778","7.777777778","25.55555556","1.4","1.2","0.32","0.14","60","10","10.66666667","4.666666667","15.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02002","","","","5","5","5","5","4","7","6","3","5","1.1","0.2","1.5","1.3","2.8","11","0.275","0.028571429","0.118181818","2.2","0.8","0.26","0.3","36.36363636","46.42857143","7.333333333","8.666666667","10","18.66666667","2.2","0.8","0.26","0.3","100","7.333333333","8.666666667","10","18.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02003","","","","5","3","3","3","10","2","6","4","5","1.8","0.1","1.5","1.9","3.4","12","0.18","0.05","0.158333333","4","3.333333333","0.633333333","0.5","83.33333333","55.88235294","20","21.11111111","16.66666667","37.77777778","2.4","2","0.38","0.3","60","12","12.66666667","10","22.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02004","","","","5","5","5","5","8","6","5","5","5","1.5","0.1","0.6","1.6","2.2","14","0.1875","0.016666667","0.114285714","2.8","1.6","0.32","0.12","57.14285714","72.72727273","10","10.66666667","4","14.66666667","2.8","1.6","0.32","0.12","100","10","10.66666667","4","14.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02005","","","","5","5","5","2","2","0","5","4","5","0.4","0","1.7","0.4","2.1","2","0.2","","0.2","0.4","0.4","0.08","0.34","100","19.04761905","2.666666667","2.666666667","11.33333333","14","0.4","0.4","0.08","0.34","100","2.666666667","2.666666667","11.33333333","14"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02006","","","","5","5","5","5","8","4","6","3","4","2.3","0.2","2.2","2.5","4.7","12","0.2875","0.05","0.208333333","2.4","1.6","0.5","0.44","66.66666667","53.19148936","15.33333333","16.66666667","14.66666667","31.33333333","2.4","1.6","0.5","0.44","100","15.33333333","16.66666667","14.66666667","31.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02007","","","","5","5","5","4","4","0","7","4","3","0.9","0","1.2","0.9","2.1","4","0.225","","0.225","0.8","0.8","0.18","0.24","100","42.85714286","6","6","8","14","0.8","0.8","0.18","0.24","100","6","6","8","14"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02008","","","","5","5","5","5","12","3","6","3","4","2.9","0.1","2.4","3","5.4","15","0.241666667","0.033333333","0.2","3","2.4","0.6","0.48","80","55.55555556","19.33333333","20","16","36","3","2.4","0.6","0.48","100","19.33333333","20","16","36"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02009","","","","5","5","5","5","5","7","7","3","4","1.5","0.4","2.4","1.9","4.3","12","0.3","0.057142857","0.158333333","2.4","1","0.38","0.48","41.66666667","44.18604651","10","12.66666667","16","28.66666667","2.4","1","0.38","0.48","100","10","12.66666667","16","28.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02010","","","","5","5","5","5","7","2","7","4","4","2.1","0.1","1","2.2","3.2","9","0.3","0.05","0.244444444","1.8","1.4","0.44","0.2","77.77777778","68.75","14","14.66666667","6.666666667","21.33333333","1.8","1.4","0.44","0.2","100","14","14.66666667","6.666666667","21.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02011","","","","5","5","5","5","5","3","7","4","3","1.5","0.1","1.2","1.6","2.8","8","0.3","0.033333333","0.2","1.6","1","0.32","0.24","62.5","57.14285714","10","10.66666667","8","18.66666667","1.6","1","0.32","0.24","100","10","10.66666667","8","18.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02012","","","","5","4","4","4","7","7","6","4","5","1.1","0.3","1","1.4","2.4","14","0.157142857","0.042857143","0.1","3.5","1.75","0.35","0.25","50","58.33333333","9.166666667","11.66666667","8.333333333","20","2.8","1.4","0.28","0.2","80","7.333333333","9.333333333","6.666666667","16"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02013","","","","5","5","5","5","7","5","5","5","5","1.4","0.2","1.4","1.6","3","12","0.2","0.04","0.133333333","2.4","1.4","0.32","0.28","58.33333333","53.33333333","9.333333333","10.66666667","9.333333333","20","2.4","1.4","0.32","0.28","100","9.333333333","10.66666667","9.333333333","20"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02014","","","","5","5","5","5","11","1","6","4","5","2.7","0.1","2","2.8","4.8","12","0.245454545","0.1","0.233333333","2.4","2.2","0.56","0.4","91.66666667","58.33333333","18","18.66666667","13.33333333","32","2.4","2.2","0.56","0.4","100","18","18.66666667","13.33333333","32"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02015","","","","5","5","5","5","6","2","7","4","4","3.1","0.2","2.3","3.3","5.6","8","0.516666667","0.1","0.4125","1.6","1.2","0.66","0.46","75","58.92857143","20.66666667","22","15.33333333","37.33333333","1.6","1.2","0.66","0.46","100","20.66666667","22","15.33333333","37.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02016","","","","5","4","4","4","6","0","5","4","5","1.7","0","0.9","1.7","2.6","6","0.283333333","","0.283333333","1.5","1.5","0.425","0.225","100","65.38461538","14.16666667","14.16666667","7.5","21.66666667","1.2","1.2","0.34","0.18","80","11.33333333","11.33333333","6","17.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02017","","","","5","5","4","4","6","0","6","4","4","2.8","0","1.8","2.8","4.6","6","0.466666667","","0.466666667","1.5","1.5","0.7","0.45","100","60.86956522","23.33333333","23.33333333","15","38.33333333","1.2","1.2","0.56","0.36","80","18.66666667","18.66666667","12","30.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02018","","","","5","5","5","5","7","4","6","4","4","2","0.2","2.4","2.2","4.6","11","0.285714286","0.05","0.2","2.2","1.4","0.44","0.48","63.63636364","47.82608696","13.33333333","14.66666667","16","30.66666667","2.2","1.4","0.44","0.48","100","13.33333333","14.66666667","16","30.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02019","","","","5","5","4","4","11","2","6","3","4","4.3","0.1","2.2","4.4","6.6","13","0.390909091","0.05","0.338461538","3.25","2.75","1.1","0.55","84.61538462","66.66666667","35.83333333","36.66666667","18.33333333","55","2.6","2.2","0.88","0.44","80","28.66666667","29.33333333","14.66666667","44"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02020","","","","5","5","5","5","7","2","5","3","5","3.1","0.1","2","3.2","5.2","9","0.442857143","0.05","0.355555556","1.8","1.4","0.64","0.4","77.77777778","61.53846154","20.66666667","21.33333333","13.33333333","34.66666667","1.8","1.4","0.64","0.4","100","20.66666667","21.33333333","13.33333333","34.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02021","","","","5","5","4","4","5","8","6","3","4","1.2","0.2","1.7","1.4","3.1","13","0.24","0.025","0.107692308","3.25","1.25","0.35","0.425","38.46153846","45.16129032","10","11.66666667","14.16666667","25.83333333","2.6","1","0.28","0.34","80","8","9.333333333","11.33333333","20.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02022","","","","5","5","5","5","5","3","6","4","4","0.9","0.2","3.1","1.1","4.2","8","0.18","0.066666667","0.1375","1.6","1","0.22","0.62","62.5","26.19047619","6","7.333333333","20.66666667","28","1.6","1","0.22","0.62","100","6","7.333333333","20.66666667","28"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02023","","","","5","5","5","5","7","2","6","5","4","1.4","0.1","0.7","1.5","2.2","9","0.2","0.05","0.166666667","1.8","1.4","0.3","0.14","77.77777778","68.18181818","9.333333333","10","4.666666667","14.66666667","1.8","1.4","0.3","0.14","100","9.333333333","10","4.666666667","14.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02024","","","","5","5","5","5","8","0","5","5","5","2.1","0","1.4","2.1","3.5","8","0.2625","","0.2625","1.6","1.6","0.42","0.28","100","60","14","14","9.333333333","23.33333333","1.6","1.6","0.42","0.28","100","14","14","9.333333333","23.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02025","","","","5","5","4","4","6","6","7","3","4","1.7","0.2","1","1.9","2.9","12","0.283333333","0.033333333","0.158333333","3","1.5","0.475","0.25","50","65.51724138","14.16666667","15.83333333","8.333333333","24.16666667","2.4","1.2","0.38","0.2","80","11.33333333","12.66666667","6.666666667","19.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02026","","","","5","4","4","4","8","1","7","3","3","1.5","0.1","1.7","1.6","3.3","9","0.1875","0.1","0.177777778","2.25","2","0.4","0.425","88.88888889","48.48484848","12.5","13.33333333","14.16666667","27.5","1.8","1.6","0.32","0.34","80","10","10.66666667","11.33333333","22"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02027","","","","5","5","5","5","8","1","8","4","3","2.4","0.1","1.7","2.5","4.2","9","0.3","0.1","0.277777778","1.8","1.6","0.5","0.34","88.88888889","59.52380952","16","16.66666667","11.33333333","28","1.8","1.6","0.5","0.34","100","16","16.66666667","11.33333333","28"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02028","","","","5","4","4","4","9","5","4","6","5","1.9","0.2","0.9","2.1","3","14","0.211111111","0.04","0.15","3.5","2.25","0.525","0.225","64.28571429","70","15.83333333","17.5","7.5","25","2.8","1.8","0.42","0.18","80","12.66666667","14","6","20"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02029","","","","5","5","5","5","10","2","6","3","4","3","0.1","1.9","3.1","5","12","0.3","0.05","0.258333333","2.4","2","0.62","0.38","83.33333333","62","20","20.66666667","12.66666667","33.33333333","2.4","2","0.62","0.38","100","20","20.66666667","12.66666667","33.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02030","","","","5","5","5","5","9","3","6","3","3","1.7","0.1","3.1","1.8","4.9","12","0.188888889","0.033333333","0.15","2.4","1.8","0.36","0.62","75","36.73469388","11.33333333","12","20.66666667","32.66666667","2.4","1.8","0.36","0.62","100","11.33333333","12","20.66666667","32.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02031","","","","5","5","5","5","8","3","7","3","3","2.1","0.1","2.4","2.2","4.6","11","0.2625","0.033333333","0.2","2.2","1.6","0.44","0.48","72.72727273","47.82608696","14","14.66666667","16","30.66666667","2.2","1.6","0.44","0.48","100","14","14.66666667","16","30.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02032","","","","5","5","5","5","12","0","6","1","3","3.5","0","2.8","3.5","6.3","12","0.291666667","","0.291666667","2.4","2.4","0.7","0.56","100","55.55555556","23.33333333","23.33333333","18.66666667","42","2.4","2.4","0.7","0.56","100","23.33333333","23.33333333","18.66666667","42"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02033","","","","5","5","5","4","6","0","6","3","4","1.3","0","3","1.3","4.3","6","0.216666667","","0.216666667","1.2","1.2","0.26","0.6","100","30.23255814","8.666666667","8.666666667","20","28.66666667","1.2","1.2","0.26","0.6","100","8.666666667","8.666666667","20","28.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02034","","","","5","5","5","5","4","5","5","5","5","0.4","0.1","1","0.5","1.5","9","0.1","0.02","0.055555556","1.8","0.8","0.1","0.2","44.44444444","33.33333333","2.666666667","3.333333333","6.666666667","10","1.8","0.8","0.1","0.2","100","2.666666667","3.333333333","6.666666667","10"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02101","","","","5","5","5","5","4","0","5","5","6","0.3","0","0.8","0.3","1.1","4","0.075","","0.075","0.8","0.8","0.06","0.16","100","27.27272727","2","2","5.333333333","7.333333333","0.8","0.8","0.06","0.16","100","2","2","5.333333333","7.333333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02102","","","","5","5","5","5","5","1","5","4","5","1.5","0.1","0.9","1.6","2.5","6","0.3","0.1","0.266666667","1.2","1","0.32","0.18","83.33333333","64","10","10.66666667","6","16.66666667","1.2","1","0.32","0.18","100","10","10.66666667","6","16.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02103","","","","5","4","4","4","7","4","6","4","5","1.3","0.2","1.5","1.5","3","11","0.185714286","0.05","0.136363636","2.75","1.75","0.375","0.375","63.63636364","50","10.83333333","12.5","12.5","25","2.2","1.4","0.3","0.3","80","8.666666667","10","10","20"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02104","","","","5","5","5","5","4","3","4","4","6","1.3","0.1","1","1.4","2.4","7","0.325","0.033333333","0.2","1.4","0.8","0.28","0.2","57.14285714","58.33333333","8.666666667","9.333333333","6.666666667","16","1.4","0.8","0.28","0.2","100","8.666666667","9.333333333","6.666666667","16"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02105","","","","5","5","5","5","6","2","5","6","6","0.8","0.1","1.1","0.9","2","8","0.133333333","0.05","0.1125","1.6","1.2","0.18","0.22","75","45","5.333333333","6","7.333333333","13.33333333","1.6","1.2","0.18","0.22","100","5.333333333","6","7.333333333","13.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02106","","","","5","5","5","5","6","0","6","3","3","2","0","1.5","2","3.5","6","0.333333333","","0.333333333","1.2","1.2","0.4","0.3","100","57.14285714","13.33333333","13.33333333","10","23.33333333","1.2","1.2","0.4","0.3","100","13.33333333","13.33333333","10","23.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02107","","","","5","5","5","5","8","0","5","3","4","1.9","0","0.9","1.9","2.8","8","0.2375","","0.2375","1.6","1.6","0.38","0.18","100","67.85714286","12.66666667","12.66666667","6","18.66666667","1.6","1.6","0.38","0.18","100","12.66666667","12.66666667","6","18.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02108","","","","5","5","4","4","8","2","6","3","4","0.8","0.1","0.6","0.9","1.5","10","0.1","0.05","0.09","2.5","2","0.225","0.15","80","60","6.666666667","7.5","5","12.5","2","1.6","0.18","0.12","80","5.333333333","6","4","10"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02109","","","","5","5","5","5","4","4","6","3","5","2.2","0.2","0.9","2.4","3.3","8","0.55","0.05","0.3","1.6","0.8","0.48","0.18","50","72.72727273","14.66666667","16","6","22","1.6","0.8","0.48","0.18","100","14.66666667","16","6","22"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02110","","","","5","5","4","4","9","0","6","5","5","2.1","0","1.2","2.1","3.3","9","0.233333333","","0.233333333","2.25","2.25","0.525","0.3","100","63.63636364","17.5","17.5","10","27.5","1.8","1.8","0.42","0.24","80","14","14","8","22"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02111","","","","5","4","4","4","10","4","7","4","4","2.4","0.2","2.4","2.6","5","14","0.24","0.05","0.185714286","3.5","2.5","0.65","0.6","71.42857143","52","20","21.66666667","20","41.66666667","2.8","2","0.52","0.48","80","16","17.33333333","16","33.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-02112","","","","5","4","4","4","6","5","5","5","6","1.2","0.2","0.7","1.4","2.1","11","0.2","0.04","0.127272727","2.75","1.5","0.35","0.175","54.54545455","66.66666667","10","11.66666667","5.833333333","17.5","2.2","1.2","0.28","0.14","80","8","9.333333333","4.666666667","14"
