"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00705","","","","5","5","4","4","12","5","7","3","3","5.8","0.5","2.5","6.3","8.8","17","0.483333333","0.1","0.370588235","4.25","3","1.575","0.625","70.58823529","71.59090909","48.33333333","52.5","20.83333333","73.33333333","3.4","2.4","1.26","0.5","80","38.66666667","42","16.66666667","58.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00706","","","","5","5","4","1","","","6","5","4","","","3.3","","","","","","","","","","0.825","","","","","27.5","","","","","0.66","80","","","22",""
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00707","","","","5","5","4","4","9","5","6","3","5","2.7","0.4","3.1","3.1","6.2","14","0.3","0.08","0.221428571","3.5","2.25","0.775","0.775","64.28571429","50","22.5","25.83333333","25.83333333","51.66666667","2.8","1.8","0.62","0.62","80","18","20.66666667","20.66666667","41.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00708","","","","5","5","4","1","3","1","7","6","3","0.5","0.1","1.4","0.6","2","4","0.166666667","0.1","0.15","1","0.75","0.15","0.35","75","30","4.166666667","5","11.66666667","16.66666667","0.8","0.6","0.12","0.28","80","3.333333333","4","9.333333333","13.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00709","","","","5","5","5","5","10","5","6","4","3","3.3","0.2","2.5","3.5","6","15","0.33","0.04","0.233333333","3","2","0.7","0.5","66.66666667","58.33333333","22","23.33333333","16.66666667","40","3","2","0.7","0.5","100","22","23.33333333","16.66666667","40"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00710","","","","5","5","5","5","16","8","7","3","3","3.8","0.2","3.7","4","7.7","24","0.2375","0.025","0.166666667","4.8","3.2","0.8","0.74","66.66666667","51.94805195","25.33333333","26.66666667","24.66666667","51.33333333","4.8","3.2","0.8","0.74","100","25.33333333","26.66666667","24.66666667","51.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00711","","","","5","5","5","5","10","6","6","5","6","0.8","0.1","0.8","0.9","1.7","16","0.08","0.016666667","0.05625","3.2","2","0.18","0.16","62.5","52.94117647","5.333333333","6","5.333333333","11.33333333","3.2","2","0.18","0.16","100","5.333333333","6","5.333333333","11.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00712","","","","5","5","5","5","9","3","6","4","5","3.2","0.2","1.2","3.4","4.6","12","0.355555556","0.066666667","0.283333333","2.4","1.8","0.68","0.24","75","73.91304348","21.33333333","22.66666667","8","30.66666667","2.4","1.8","0.68","0.24","100","21.33333333","22.66666667","8","30.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00713","","","","5","5","5","5","13","2","7","3","4","5","0.1","2.7","5.1","7.8","15","0.384615385","0.05","0.34","3","2.6","1.02","0.54","86.66666667","65.38461538","33.33333333","34","18","52","3","2.6","1.02","0.54","100","33.33333333","34","18","52"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00714","","","","5","5","5","5","11","4","6","3","3","3.7","0.2","3.2","3.9","7.1","15","0.336363636","0.05","0.26","3","2.2","0.78","0.64","73.33333333","54.92957746","24.66666667","26","21.33333333","47.33333333","3","2.2","0.78","0.64","100","24.66666667","26","21.33333333","47.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00715","","","","5","4","4","4","10","4","7","2","3","","","2.3","","","14","","","","3.5","2.5","","0.575","71.42857143","","","","19.16666667","","2.8","2","","0.46","80","","","15.33333333",""
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00716","","","","5","5","5","5","7","6","6","5","3","3","0.2","4.5","3.2","7.7","13","0.428571429","0.033333333","0.246153846","2.6","1.4","0.64","0.9","53.84615385","41.55844156","20","21.33333333","30","51.33333333","2.6","1.4","0.64","0.9","100","20","21.33333333","30","51.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00717","","","","5","5","5","5","12","5","8","4","4","3.6","0.4","3","4","7","17","0.3","0.08","0.235294118","3.4","2.4","0.8","0.6","70.58823529","57.14285714","24","26.66666667","20","46.66666667","3.4","2.4","0.8","0.6","100","24","26.66666667","20","46.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00718","","","","5","5","5","5","12","5","5","4","4","4.1","0.2","2.5","4.3","6.8","17","0.341666667","0.04","0.252941176","3.4","2.4","0.86","0.5","70.58823529","63.23529412","27.33333333","28.66666667","16.66666667","45.33333333","3.4","2.4","0.86","0.5","100","27.33333333","28.66666667","16.66666667","45.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00719","","","","5","5","5","5","10","5","7","3","4","2.3","0.2","2","2.5","4.5","15","0.23","0.04","0.166666667","3","2","0.5","0.4","66.66666667","55.55555556","15.33333333","16.66666667","13.33333333","30","3","2","0.5","0.4","100","15.33333333","16.66666667","13.33333333","30"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00720","","","","5","5","5","5","11","2","6","4","4","3.2","0.1","2.8","3.3","6.1","13","0.290909091","0.05","0.253846154","2.6","2.2","0.66","0.56","84.61538462","54.09836066","21.33333333","22","18.66666667","40.66666667","2.6","2.2","0.66","0.56","100","21.33333333","22","18.66666667","40.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00721","","","","5","5","5","5","6","0","6","4","5","5","0","2.1","5","7.1","6","0.833333333","","0.833333333","1.2","1.2","1","0.42","100","70.42253521","33.33333333","33.33333333","14","47.33333333","1.2","1.2","1","0.42","100","33.33333333","33.33333333","14","47.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00722","","","","5","5","5","5","10","5","8","3","3","2.1","0.2","3","2.3","5.3","15","0.21","0.04","0.153333333","3","2","0.46","0.6","66.66666667","43.39622642","14","15.33333333","20","35.33333333","3","2","0.46","0.6","100","14","15.33333333","20","35.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00723","","","","5","5","5","5","12","6","6","5","5","1.6","0.1","1.5","1.7","3.2","18","0.133333333","0.016666667","0.094444444","3.6","2.4","0.34","0.3","66.66666667","53.125","10.66666667","11.33333333","10","21.33333333","3.6","2.4","0.34","0.3","100","10.66666667","11.33333333","10","21.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00724","","","","5","5","5","5","11","0","7","3","3","3.1","0","4.8","3.1","7.9","11","0.281818182","","0.281818182","2.2","2.2","0.62","0.96","100","39.24050633","20.66666667","20.66666667","32","52.66666667","2.2","2.2","0.62","0.96","100","20.66666667","20.66666667","32","52.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00725","","","","5","5","4","4","12","4","6","3","5","3.1","0.2","3.2","3.3","6.5","16","0.258333333","0.05","0.20625","4","3","0.825","0.8","75","50.76923077","25.83333333","27.5","26.66666667","54.16666667","3.2","2.4","0.66","0.64","80","20.66666667","22","21.33333333","43.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00726","","","","5","5","4","4","10","10","6","3","5","2.5","0.4","2.2","2.9","5.1","20","0.25","0.04","0.145","5","2.5","0.725","0.55","50","56.8627451","20.83333333","24.16666667","18.33333333","42.5","4","2","0.58","0.44","80","16.66666667","19.33333333","14.66666667","34"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00727","","","","5","5","3","3","12","1","6","3","3","3.1","0.1","5.8","3.2","9","13","0.258333333","0.1","0.246153846","4.333333333","4","1.066666667","1.933333333","92.30769231","35.55555556","34.44444444","35.55555556","64.44444444","100","2.6","2.4","0.64","1.16","60","20.66666667","21.33333333","38.66666667","60"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00728","","","","5","4","4","4","11","0","6","3","4","1.4","0","2.1","1.4","3.5","11","0.127272727","","0.127272727","2.75","2.75","0.35","0.525","100","40","11.66666667","11.66666667","17.5","29.16666667","2.2","2.2","0.28","0.42","80","9.333333333","9.333333333","14","23.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00729","","","","5","5","5","5","7","2","7","3","3","1.8","0.1","2.7","1.9","4.6","9","0.257142857","0.05","0.211111111","1.8","1.4","0.38","0.54","77.77777778","41.30434783","12","12.66666667","18","30.66666667","1.8","1.4","0.38","0.54","100","12","12.66666667","18","30.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00730","","","","5","5","5","5","4","6","7","3","3","1.1","0.4","2.5","1.5","4","10","0.275","0.066666667","0.15","2","0.8","0.3","0.5","40","37.5","7.333333333","10","16.66666667","26.66666667","2","0.8","0.3","0.5","100","7.333333333","10","16.66666667","26.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00731","","","","5","5","4","4","4","3","8","5","3","3.4","0.2","2.7","3.6","6.3","7","0.85","0.066666667","0.514285714","1.75","1","0.9","0.675","57.14285714","57.14285714","28.33333333","30","22.5","52.5","1.4","0.8","0.72","0.54","80","22.66666667","24","18","42"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00732","","","","5","5","4","3","3","6","7","4","3","0.7","0.1","2.8","0.8","3.6","9","0.233333333","0.016666667","0.088888889","2.25","0.75","0.2","0.7","33.33333333","22.22222222","5.833333333","6.666666667","23.33333333","30","1.8","0.6","0.16","0.56","80","4.666666667","5.333333333","18.66666667","24"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00733","","","","5","5","5","5","5","6","7","3","3","1.8","0.1","2.1","1.9","4","11","0.36","0.016666667","0.172727273","2.2","1","0.38","0.42","45.45454545","47.5","12","12.66666667","14","26.66666667","2.2","1","0.38","0.42","100","12","12.66666667","14","26.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00734","","","","5","5","4","4","7","5","5","4","5","2.7","0.2","1.5","2.9","4.4","12","0.385714286","0.04","0.241666667","3","1.75","0.725","0.375","58.33333333","65.90909091","22.5","24.16666667","12.5","36.66666667","2.4","1.4","0.58","0.3","80","18","19.33333333","10","29.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00801","","","","5","5","5","5","12","3","6","4","4","3.9","0.2","2","4.1","6.1","15","0.325","0.066666667","0.273333333","3","2.4","0.82","0.4","80","67.21311475","26","27.33333333","13.33333333","40.66666667","3","2.4","0.82","0.4","100","26","27.33333333","13.33333333","40.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00802","","","","5","5","5","5","15","3","7","4","3","4.4","0.1","3.4","4.5","7.9","18","0.293333333","0.033333333","0.25","3.6","3","0.9","0.68","83.33333333","56.96202532","29.33333333","30","22.66666667","52.66666667","3.6","3","0.9","0.68","100","29.33333333","30","22.66666667","52.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00803","","","","5","3","3","3","5","5","6","4","4","3.6","0.3","3.9","3.9","7.8","10","0.72","0.06","0.39","3.333333333","1.666666667","1.3","1.3","50","50","40","43.33333333","43.33333333","86.66666667","2","1","0.78","0.78","60","24","26","26","52"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00804","","","","5","3","3","3","3","5","7","1","5","3.1","0.2","3.1","3.3","6.4","8","1.033333333","0.04","0.4125","2.666666667","1","1.1","1.033333333","37.5","51.5625","34.44444444","36.66666667","34.44444444","71.11111111","1.6","0.6","0.66","0.62","60","20.66666667","22","20.66666667","42.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00805","","","","5","5","4","4","13","0","7","4","3","3.5","0","2.2","3.5","5.7","13","0.269230769","","0.269230769","3.25","3.25","0.875","0.55","100","61.40350877","29.16666667","29.16666667","18.33333333","47.5","2.6","2.6","0.7","0.44","80","23.33333333","23.33333333","14.66666667","38"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00806","","","","5","5","5","5","14","2","8","1","4","6.2","0.1","4.1","6.3","10.4","16","0.442857143","0.05","0.39375","3.2","2.8","1.26","0.82","87.5","60.57692308","41.33333333","42","27.33333333","69.33333333","3.2","2.8","1.26","0.82","100","41.33333333","42","27.33333333","69.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00807","","","","5","5","5","5","10","7","7","4","4","2.6","0.3","3.2","2.9","6.1","17","0.26","0.042857143","0.170588235","3.4","2","0.58","0.64","58.82352941","47.54098361","17.33333333","19.33333333","21.33333333","40.66666667","3.4","2","0.58","0.64","100","17.33333333","19.33333333","21.33333333","40.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00808","","","","5","5","5","4","9","0","7","4","3","4.5","0","6.5","4.5","11","9","0.5","","0.5","1.8","1.8","0.9","1.3","100","40.90909091","30","30","43.33333333","73.33333333","1.8","1.8","0.9","1.3","100","30","30","43.33333333","73.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00809","","","","5","5","5","4","7","4","6","4","5","4.3","0.2","2.6","4.5","7.1","11","0.614285714","0.05","0.409090909","2.2","1.4","0.9","0.52","63.63636364","63.38028169","28.66666667","30","17.33333333","47.33333333","2.2","1.4","0.9","0.52","100","28.66666667","30","17.33333333","47.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00810","","","","5","5","5","5","11","7","6","1","3","4.1","0.2","3.1","4.3","7.4","18","0.372727273","0.028571429","0.238888889","3.6","2.2","0.86","0.62","61.11111111","58.10810811","27.33333333","28.66666667","20.66666667","49.33333333","3.6","2.2","0.86","0.62","100","27.33333333","28.66666667","20.66666667","49.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00811","","","","5","5","5","5","13","12","8","1","3","5.3","0.3","5.3","5.6","10.9","25","0.407692308","0.025","0.224","5","2.6","1.12","1.06","52","51.37614679","35.33333333","37.33333333","35.33333333","72.66666667","5","2.6","1.12","1.06","100","35.33333333","37.33333333","35.33333333","72.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00812","","","","5","5","5","5","13","11","6","4","5","2.3","0.3","1.7","2.6","4.3","24","0.176923077","0.027272727","0.108333333","4.8","2.6","0.52","0.34","54.16666667","60.46511628","15.33333333","17.33333333","11.33333333","28.66666667","4.8","2.6","0.52","0.34","100","15.33333333","17.33333333","11.33333333","28.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00813","","","","5","5","4","4","4","0","8","3","4","0.6","0","3.1","0.6","3.7","4","0.15","","0.15","1","1","0.15","0.775","100","16.21621622","5","5","25.83333333","30.83333333","0.8","0.8","0.12","0.62","80","4","4","20.66666667","24.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00814","","","","5","5","4","4","8","5","7","3","3","2.4","0.2","1.2","2.6","3.8","13","0.3","0.04","0.2","3.25","2","0.65","0.3","61.53846154","68.42105263","20","21.66666667","10","31.66666667","2.6","1.6","0.52","0.24","80","16","17.33333333","8","25.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00815","","","","5","5","5","5","8","7","6","1","3","2.2","0.3","2.1","2.5","4.6","15","0.275","0.042857143","0.166666667","3","1.6","0.5","0.42","53.33333333","54.34782609","14.66666667","16.66666667","14","30.66666667","3","1.6","0.5","0.42","100","14.66666667","16.66666667","14","30.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00816","","","","5","5","5","5","9","1","7","3","3","2.8","0.1","1.8","2.9","4.7","10","0.311111111","0.1","0.29","2","1.8","0.58","0.36","90","61.70212766","18.66666667","19.33333333","12","31.33333333","2","1.8","0.58","0.36","100","18.66666667","19.33333333","12","31.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00817","","","","5","5","4","4","7","3","7","3","3","3.2","0.2","2.3","3.4","5.7","10","0.457142857","0.066666667","0.34","2.5","1.75","0.85","0.575","70","59.64912281","26.66666667","28.33333333","19.16666667","47.5","2","1.4","0.68","0.46","80","21.33333333","22.66666667","15.33333333","38"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00818","","","","5","5","5","5","5","6","7","4","5","2.2","0.2","1.7","2.4","4.1","11","0.44","0.033333333","0.218181818","2.2","1","0.48","0.34","45.45454545","58.53658537","14.66666667","16","11.33333333","27.33333333","2.2","1","0.48","0.34","100","14.66666667","16","11.33333333","27.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00819","","","","5","3","3","3","6","4","6","4","3","1.5","0.3","2.6","1.8","4.4","10","0.25","0.075","0.18","3.333333333","2","0.6","0.866666667","60","40.90909091","16.66666667","20","28.88888889","48.88888889","2","1.2","0.36","0.52","60","10","12","17.33333333","29.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00820","","","","5","5","4","4","6","3","5","4","5","1.2","0.1","1.1","1.3","2.4","9","0.2","0.033333333","0.144444444","2.25","1.5","0.325","0.275","66.66666667","54.16666667","10","10.83333333","9.166666667","20","1.8","1.2","0.26","0.22","80","8","8.666666667","7.333333333","16"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00821","","","","5","5","4","4","14","1","5","3","5","3.7","0.1","1.5","3.8","5.3","15","0.264285714","0.1","0.253333333","3.75","3.5","0.95","0.375","93.33333333","71.69811321","30.83333333","31.66666667","12.5","44.16666667","3","2.8","0.76","0.3","80","24.66666667","25.33333333","10","35.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00822","","","","5","5","5","5","6","9","6","3","4","1.6","0.3","2","1.9","3.9","15","0.266666667","0.033333333","0.126666667","3","1.2","0.38","0.4","40","48.71794872","10.66666667","12.66666667","13.33333333","26","3","1.2","0.38","0.4","100","10.66666667","12.66666667","13.33333333","26"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00823","","","","5","5","2","2","10","3","6","4","5","2.5","0.1","1.2","2.6","3.8","13","0.25","0.033333333","0.2","6.5","5","1.3","0.6","76.92307692","68.42105263","41.66666667","43.33333333","20","63.33333333","2.6","2","0.52","0.24","40","16.66666667","17.33333333","8","25.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00824","","","","5","5","4","4","7","2","6","3","3","1.6","0.1","1.2","1.7","2.9","9","0.228571429","0.05","0.188888889","2.25","1.75","0.425","0.3","77.77777778","58.62068966","13.33333333","14.16666667","10","24.16666667","1.8","1.4","0.34","0.24","80","10.66666667","11.33333333","8","19.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00825","","","","5","5","5","5","11","6","7","3","3","2.4","0.2","3.4","2.6","6","17","0.218181818","0.033333333","0.152941176","3.4","2.2","0.52","0.68","64.70588235","43.33333333","16","17.33333333","22.66666667","40","3.4","2.2","0.52","0.68","100","16","17.33333333","22.66666667","40"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00826","","","","5","5","5","5","11","4","6","4","4","2.6","0.3","2.8","2.9","5.7","15","0.236363636","0.075","0.193333333","3","2.2","0.58","0.56","73.33333333","50.87719298","17.33333333","19.33333333","18.66666667","38","3","2.2","0.58","0.56","100","17.33333333","19.33333333","18.66666667","38"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00827","","","","5","5","2","2","3","1","7","3","3","1.8","0.1","1.4","1.9","3.3","4","0.6","0.1","0.475","2","1.5","0.95","0.7","75","57.57575758","30","31.66666667","23.33333333","55","0.8","0.6","0.38","0.28","40","12","12.66666667","9.333333333","22"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00828","","","","5","2","2","2","4","4","6","2","3","2.8","0.2","4","3","7","8","0.7","0.05","0.375","4","2","1.5","2","50","42.85714286","46.66666667","50","66.66666667","116.6666667","1.6","0.8","0.6","0.8","40","18.66666667","20","26.66666667","46.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00829","","","","5","5","4","4","11","3","7","3","3","3.4","0.2","4.5","3.6","8.1","14","0.309090909","0.066666667","0.257142857","3.5","2.75","0.9","1.125","78.57142857","44.44444444","28.33333333","30","37.5","67.5","2.8","2.2","0.72","0.9","80","22.66666667","24","30","54"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00830","","","","5","5","4","4","5","8","8","4","3","1.9","0.3","5.1","2.2","7.3","13","0.38","0.0375","0.169230769","3.25","1.25","0.55","1.275","38.46153846","30.1369863","15.83333333","18.33333333","42.5","60.83333333","2.6","1","0.44","1.02","80","12.66666667","14.66666667","34","48.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00831","","","","5","5","4","4","10","6","","3","4","3.7","0.3","4.7","4","8.7","16","0.37","0.05","0.25","4","2.5","1","1.175","62.5","45.97701149","30.83333333","33.33333333","39.16666667","72.5","3.2","2","0.8","0.94","80","24.66666667","26.66666667","31.33333333","58"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00832","","","","5","5","5","5","12","16","7","3","3","4.3","0.7","4.2","5","9.2","28","0.358333333","0.04375","0.178571429","5.6","2.4","1","0.84","42.85714286","54.34782609","28.66666667","33.33333333","28","61.33333333","5.6","2.4","1","0.84","100","28.66666667","33.33333333","28","61.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00833","","","","5","5","4","4","9","1","8","3","3","3","0.1","2.7","3.1","5.8","10","0.333333333","0.1","0.31","2.5","2.25","0.775","0.675","90","53.44827586","25","25.83333333","22.5","48.33333333","2","1.8","0.62","0.54","80","20","20.66666667","18","38.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00834","","","","5","5","5","5","9","12","6","3","5","1.2","0.3","2.4","1.5","3.9","21","0.133333333","0.025","0.071428571","4.2","1.8","0.3","0.48","42.85714286","38.46153846","8","10","16","26","4.2","1.8","0.3","0.48","100","8","10","16","26"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00901","","","","5","5","5","5","13","6","5","5","6","2.4","0.2","2.3","2.6","4.9","19","0.184615385","0.033333333","0.136842105","3.8","2.6","0.52","0.46","68.42105263","53.06122449","16","17.33333333","15.33333333","32.66666667","3.8","2.6","0.52","0.46","100","16","17.33333333","15.33333333","32.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00902","","","","5","5","5","5","8","4","7","3","6","4.1","0.1","3.5","4.2","7.7","12","0.5125","0.025","0.35","2.4","1.6","0.84","0.7","66.66666667","54.54545455","27.33333333","28","23.33333333","51.33333333","2.4","1.6","0.84","0.7","100","27.33333333","28","23.33333333","51.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00903","","","","5","5","4","4","11","10","6","3","4","3.4","0.4","2","3.8","5.8","21","0.309090909","0.04","0.180952381","5.25","2.75","0.95","0.5","52.38095238","65.51724138","28.33333333","31.66666667","16.66666667","48.33333333","4.2","2.2","0.76","0.4","80","22.66666667","25.33333333","13.33333333","38.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00904","","","","5","5","4","4","15","6","7","3","5","3.2","0.2","2.7","3.4","6.1","21","0.213333333","0.033333333","0.161904762","5.25","3.75","0.85","0.675","71.42857143","55.73770492","26.66666667","28.33333333","22.5","50.83333333","4.2","3","0.68","0.54","80","21.33333333","22.66666667","18","40.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00905","","","","5","5","5","5","14","4","7","3","4","4.3","0.2","1.9","4.5","6.4","18","0.307142857","0.05","0.25","3.6","2.8","0.9","0.38","77.77777778","70.3125","28.66666667","30","12.66666667","42.66666667","3.6","2.8","0.9","0.38","100","28.66666667","30","12.66666667","42.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00906","","","","5","5","5","5","7","4","7","3","4","1.6","0.2","5.3","1.8","7.1","11","0.228571429","0.05","0.163636364","2.2","1.4","0.36","1.06","63.63636364","25.35211268","10.66666667","12","35.33333333","47.33333333","2.2","1.4","0.36","1.06","100","10.66666667","12","35.33333333","47.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00907","","","","5","5","5","5","9","4","7","3","3","3.5","0.1","2.7","3.6","6.3","13","0.388888889","0.025","0.276923077","2.6","1.8","0.72","0.54","69.23076923","57.14285714","23.33333333","24","18","42","2.6","1.8","0.72","0.54","100","23.33333333","24","18","42"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00908","","","","5","4","2","2","1","3","5","6","6","0.2","0.1","1.5","0.3","1.8","4","0.2","0.033333333","0.075","2","0.5","0.15","0.75","25","16.66666667","3.333333333","5","25","30","0.8","0.2","0.06","0.3","40","1.333333333","2","10","12"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00909","","","","5","5","5","5","16","0","7","4","3","5.8","0","3.3","5.8","9.1","16","0.3625","","0.3625","3.2","3.2","1.16","0.66","100","63.73626374","38.66666667","38.66666667","22","60.66666667","3.2","3.2","1.16","0.66","100","38.66666667","38.66666667","22","60.66666667"
