"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00135","","","","1","1","10","3","3","2","4","2","2","1","1","2","4","7","7","0.2","0.1","0.4","0.3","0.7","6","0.1","0.025","0.05","2","0.6","0.666666667","0.2","0.1","0.03","0.133333333","0.04","33.33333333","42.85714286","30","0.666666667","2.222222222","1","3.333333333","1.333333333","4.444444444","2.333333333","7.777777778"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00136","","","","2","1","10","9","9","15","10","6","5","2","2","1","5","1","6","1.9","0.4","0.6","2.3","2.9","25","0.126666667","0.04","0.092","2.777777778","2.5","1.666666667","1.5","0.255555556","0.23","0.066666667","0.06","60","79.31034483","90","6.333333333","7.037037037","7.666666667","8.518518519","2","2.222222222","9.666666667","10.74074074"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00137","","","","3","1","10","7","6","6","11","5","5","2","2","","4","7","7","0.7","0.4","1","1.1","2.1","17","0.116666667","0.036363636","0.064705882","2.428571429","1.7","0.857142857","0.6","0.157142857","0.11","0.142857143","0.1","35.29411765","52.38095238","70","2.333333333","3.333333333","3.666666667","5.238095238","3.333333333","4.761904762","7","10"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00138","","","","4","3","10","10","9","15","15","6","7","5","5","1","7","1","5","2.8","0.7","1.6","3.5","5.1","30","0.186666667","0.046666667","0.116666667","3","3","1.5","1.5","0.35","0.35","0.16","0.16","50","68.62745098","100","9.333333333","9.333333333","11.66666667","11.66666667","5.333333333","5.333333333","17","17"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00139","","","","","","10","0","0","0","0","","","","","","2","8","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00014","","","","4","1","10","4","2","1","2","4","4","1","1","1","3","8","8","0.3","0.2","0.6","0.5","1.1","3","0.3","0.1","0.166666667","0.75","0.3","0.25","0.1","0.125","0.05","0.15","0.06","33.33333333","45.45454545","40","1","2.5","1.666666667","4.166666667","2","5","3.666666667","9.166666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00140","","","","2","3","10","7","7","13","12","5","6","4","4","2","5","1","7","2.7","0.4","2","3.1","5.1","25","0.207692308","0.033333333","0.124","3.571428571","2.5","1.857142857","1.3","0.442857143","0.31","0.285714286","0.2","52","60.78431373","70","9","12.85714286","10.33333333","14.76190476","6.666666667","9.523809524","17","24.28571429"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00141","","","","3","1","10","7","4","","","2","2","1","1","1","6","5","6","","","0.8","","","","","","","","","","","","","0.114285714","0.08","","","70","","","","","2.666666667","3.80952381","",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00142","","","","","","10","0","0","0","0","","","","","","","9","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00143","","","","3","1","10","5","5","5","7","4","5","1","1","1","6","5","6","0.5","0.2","1.6","0.7","2.3","12","0.1","0.028571429","0.058333333","2.4","1.2","1","0.5","0.14","0.07","0.32","0.16","41.66666667","30.43478261","50","1.666666667","3.333333333","2.333333333","4.666666667","5.333333333","10.66666667","7.666666667","15.33333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00144","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00145","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00146","","","","3","1","10","7","7","6","11","3","4","2","2","1","5","6","7","0.5","0.3","0.6","0.8","1.4","17","0.083333333","0.027272727","0.047058824","2.428571429","1.7","0.857142857","0.6","0.114285714","0.08","0.085714286","0.06","35.29411765","57.14285714","70","1.666666667","2.380952381","2.666666667","3.80952381","2","2.857142857","4.666666667","6.666666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00147","","","","3","1","10","7","7","12","10","4","6","1","1","1","9","3","4","2.2","0.5","2.4","2.7","5.1","22","0.183333333","0.05","0.122727273","3.142857143","2.2","1.714285714","1.2","0.385714286","0.27","0.342857143","0.24","54.54545455","52.94117647","70","7.333333333","10.47619048","9","12.85714286","8","11.42857143","17","24.28571429"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00148","","","","2","1","10","3","2","0","4","3","4","2","2","1","5","6","6","0","0.5","0.6","0.5","1.1","4","","0.125","0.125","1.333333333","0.4","0","0","0.166666667","0.05","0.2","0.06","0","45.45454545","30","0","0","1.666666667","5.555555556","2","6.666666667","3.666666667","12.22222222"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00149","","","","2","1","10","2","1","","","2","2","1","1","1","5","5","5","","","1.2","","","","","","","","","","","","","0.6","0.12","","","20","","","","","4","20","",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00015","","","","","","10","0","0","0","0","","","","","","1","9","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00150","","","","4","1","10","7","7","6","1","3","4","2","2","1","5","1","5","0.4","0.1","0.6","0.5","1.1","7","0.066666667","0.1","0.071428571","1","0.7","0.857142857","0.6","0.071428571","0.05","0.085714286","0.06","85.71428571","45.45454545","70","1.333333333","1.904761905","1.666666667","2.380952381","2","2.857142857","3.666666667","5.238095238"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00151","","","","2","1","10","4","3","6","9","4","5","1","1","1","7","4","5","0.7","0.3","4.2","1","5.2","15","0.116666667","0.033333333","0.066666667","3.75","1.5","1.5","0.6","0.25","0.1","1.05","0.42","40","19.23076923","40","2.333333333","5.833333333","3.333333333","8.333333333","14","35","17.33333333","43.33333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00152","","","","","","10","8","","6","4","","","","","","9","1","4","0.9","0.1","10.6","1","11.6","10","0.15","0.025","0.1","1.25","1","0.75","0.6","0.125","0.1","1.325","1.06","60","8.620689655","80","3","3.75","3.333333333","4.166666667","35.33333333","44.16666667","38.66666667","48.33333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00153","","","","","","10","0","0","0","0","","","","","","1","9","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00154","","","","3","1","10","7","5","7","8","4","5","1","1","1","7","1","5","0.7","0.1","4.2","0.8","5","15","0.1","0.0125","0.053333333","2.142857143","1.5","1","0.7","0.114285714","0.08","0.6","0.42","46.66666667","16","70","2.333333333","3.333333333","2.666666667","3.80952381","14","20","16.66666667","23.80952381"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00155","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00156","","","","3","1","10","7","6","7","10","5","6","1","1","1","7","1","5","1.5","0.3","3.2","1.8","5","17","0.214285714","0.03","0.105882353","2.428571429","1.7","1","0.7","0.257142857","0.18","0.457142857","0.32","41.17647059","36","70","5","7.142857143","6","8.571428571","10.66666667","15.23809524","16.66666667","23.80952381"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00157","","","","3","1","10","4","4","7","0","5","6","1","1","1","5","1","6","1.1","0","0.8","1.1","1.9","7","0.157142857","","0.157142857","1.75","0.7","1.75","0.7","0.275","0.11","0.2","0.08","100","57.89473684","40","3.666666667","9.166666667","3.666666667","9.166666667","2.666666667","6.666666667","6.333333333","15.83333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00158","","","","2","1","10","6","5","0","10","2","2","1","1","2","3","5","8","0","0.1","0.2","0.1","0.3","10","","0.01","0.01","1.666666667","1","0","0","0.016666667","0.01","0.033333333","0.02","0","33.33333333","60","0","0","0.333333333","0.555555556","0.666666667","1.111111111","1","1.666666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00159","","","","3","1","10","6","6","6","19","2","3","1","1","2","3","5","7","0.2","0.2","0.6","0.4","1","25","0.033333333","0.010526316","0.016","4.166666667","2.5","1","0.6","0.066666667","0.04","0.1","0.06","24","40","60","0.666666667","1.111111111","1.333333333","2.222222222","2","3.333333333","3.333333333","5.555555556"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00016","","","","1","1","10","1","1","0","1","3","3","1","1","1","3","7","8","0","0.1","0.6","0.1","0.7","1","","0.1","0.1","1","0.1","0","0","0.1","0.01","0.6","0.06","0","14.28571429","10","0","0","0.333333333","3.333333333","2","20","2.333333333","23.33333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00160","","","","","","10","0","0","0","0","","","","","","2","5","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00161","","","","2","1","10","5","3","3","2","4","5","1","1","1","6","5","5","0.1","0.1","2.8","0.2","3","5","0.033333333","0.05","0.04","1","0.5","0.6","0.3","0.04","0.02","0.56","0.28","60","6.666666667","50","0.333333333","0.666666667","0.666666667","1.333333333","9.333333333","18.66666667","10","20"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00162","","","","2","1","10","3","3","3","0","5","4","1","1","1","7","1","4","0.2","0","1","0.2","1.2","3","0.066666667","","0.066666667","1","0.3","1","0.3","0.066666667","0.02","0.333333333","0.1","100","16.66666667","30","0.666666667","2.222222222","0.666666667","2.222222222","3.333333333","11.11111111","4","13.33333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00163","","","","2","2","10","6","6","6","14","5","5","3","3","1","5","5","5","0.9","0.2","1","1.1","2.1","20","0.15","0.014285714","0.055","3.333333333","2","1","0.6","0.183333333","0.11","0.166666667","0.1","30","52.38095238","60","3","5","3.666666667","6.111111111","3.333333333","5.555555556","7","11.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00164","","","","2","1","10","1","1","1","0","3","3","1","1","1","2","3","8","0.1","0","0.1","0.1","0.2","1","0.1","","0.1","1","0.1","1","0.1","0.1","0.01","0.1","0.01","100","50","10","0.333333333","3.333333333","0.333333333","3.333333333","0.333333333","3.333333333","0.666666667","6.666666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00165","","","","3","2","10","6","6","5","4","2","6","5","5","","9","4","4","0.9","0.4","2.6","1.3","3.9","9","0.18","0.1","0.144444444","1.5","0.9","0.833333333","0.5","0.216666667","0.13","0.433333333","0.26","55.55555556","33.33333333","60","3","5","4.333333333","7.222222222","8.666666667","14.44444444","13","21.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00166","","","","","","10","1","0","0","0","","","","","","3","7","7","0","0","0.6","0","0.6","0","","","","0","0","0","0","0","0","0.6","0.06","","0","10","0","0","0","0","2","20","2","20"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00167","","","","2","1","10","7","2","0","2","2","2","1","1","1","6","5","5","0","0.1","2.4","0.1","2.5","2","","0.05","0.05","0.285714286","0.2","0","0","0.014285714","0.01","0.342857143","0.24","0","4","70","0","0","0.333333333","0.476190476","8","11.42857143","8.333333333","11.9047619"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00168","","","","","","10","0","0","0","0","","","","","","2","4","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00169","","","","2","2","10","5","4","3","7","2","4","6","6","2","6","6","6","0.2","0.4","1","0.6","1.6","10","0.066666667","0.057142857","0.06","2","1","0.6","0.3","0.12","0.06","0.2","0.1","30","37.5","50","0.666666667","1.333333333","2","4","3.333333333","6.666666667","5.333333333","10.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00017","","","","1","2","10","10","4","3","3","4","9","1","1","1","7","5","5","3.1","0.2","3.4","3.3","6.7","6","1.033333333","0.066666667","0.55","0.6","0.6","0.3","0.3","0.33","0.33","0.34","0.34","50","49.25373134","100","10.33333333","10.33333333","11","11","11.33333333","11.33333333","22.33333333","22.33333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00170","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00171","","","","2","1","10","10","10","2","14","3","3","1","1","1","4","3","7","0.2","0.4","0.6","0.6","1.2","16","0.1","0.028571429","0.0375","1.6","1.6","0.2","0.2","0.06","0.06","0.06","0.06","12.5","50","100","0.666666667","0.666666667","2","2","2","2","4","4"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00172","","","","2","1","10","8","7","2","6","5","5","1","1","1","4","7","7","0.4","0.2","1.8","0.6","2.4","8","0.2","0.033333333","0.075","1","0.8","0.25","0.2","0.075","0.06","0.225","0.18","25","25","80","1.333333333","1.666666667","2","2.5","6","7.5","8","10"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00173","","","","","","10","0","0","0","0","","","","","","2","8","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00174","","","","3","2","10","3","3","5","6","7","9","3","3","4","4","6","7","3.5","0.2","2.2","3.7","5.9","11","0.7","0.033333333","0.336363636","3.666666667","1.1","1.666666667","0.5","1.233333333","0.37","0.733333333","0.22","45.45454545","62.71186441","30","11.66666667","38.88888889","12.33333333","41.11111111","7.333333333","24.44444444","19.66666667","65.55555556"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00175","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00176","","","","","","10","0","0","0","0","","","","","","","9","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00177","","","","1","1","10","9","8","2","13","4","5","1","1","2","3","7","7","0.5","0.5","1.4","1","2.4","15","0.25","0.038461538","0.066666667","1.666666667","1.5","0.222222222","0.2","0.111111111","0.1","0.155555556","0.14","13.33333333","41.66666667","90","1.666666667","1.851851852","3.333333333","3.703703704","4.666666667","5.185185185","8","8.888888889"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00178","","","","1","2","10","8","8","28","30","6","8","3","3","2","8","1","3","8.3","1.3","4","9.6","13.6","58","0.296428571","0.043333333","0.165517241","7.25","5.8","3.5","2.8","1.2","0.96","0.5","0.4","48.27586207","70.58823529","80","27.66666667","34.58333333","32","40","13.33333333","16.66666667","45.33333333","56.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00179","","","","4","1","10","7","6","4","8","4","5","1","1","1","8","1","4","0.7","0.5","11","1.2","12.2","12","0.175","0.0625","0.1","1.714285714","1.2","0.571428571","0.4","0.171428571","0.12","1.571428571","1.1","33.33333333","9.836065574","70","2.333333333","3.333333333","4","5.714285714","36.66666667","52.38095238","40.66666667","58.0952381"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00018","","","","2","1","10","3","2","0","3","2","2","1","1","1","2","8","8","0","0.1","0.2","0.1","0.3","3","","0.033333333","0.033333333","1","0.3","0","0","0.033333333","0.01","0.066666667","0.02","0","33.33333333","30","0","0","0.333333333","1.111111111","0.666666667","2.222222222","1","3.333333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00180","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00181","","","","3","1","10","5","3","3","0","2","5","1","1","2","5","6","6","0.3","0","1.4","0.3","1.7","3","0.1","","0.1","0.6","0.3","0.6","0.3","0.06","0.03","0.28","0.14","100","17.64705882","50","1","2","1","2","4.666666667","9.333333333","5.666666667","11.33333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00182","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00183","","","","2","1","10","6","5","9","10","5","5","1","1","1","5","3","6","1.2","0.4","0.6","1.6","2.2","19","0.133333333","0.04","0.084210526","3.166666667","1.9","1.5","0.9","0.266666667","0.16","0.1","0.06","47.36842105","72.72727273","60","4","6.666666667","5.333333333","8.888888889","2","3.333333333","7.333333333","12.22222222"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00184","","","","2","1","10","3","3","2","5","4","3","1","1","1","2","8","8","0.2","0.1","0.6","0.3","0.9","7","0.1","0.02","0.042857143","2.333333333","0.7","0.666666667","0.2","0.1","0.03","0.2","0.06","28.57142857","33.33333333","30","0.666666667","2.222222222","1","3.333333333","2","6.666666667","3","10"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00185","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00186","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00187","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00188","","","","2","1","10","8","5","2","7","4","5","1","1","1","4","8","8","0.2","0.2","0.8","0.4","1.2","9","0.1","0.028571429","0.044444444","1.125","0.9","0.25","0.2","0.05","0.04","0.1","0.08","22.22222222","33.33333333","80","0.666666667","0.833333333","1.333333333","1.666666667","2.666666667","3.333333333","4","5"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00189","","","","2","1","10","4","4","4","12","4","6","2","2","2","7","3","4","0.9","0.7","1.4","1.6","3","16","0.225","0.058333333","0.1","4","1.6","1","0.4","0.4","0.16","0.35","0.14","25","53.33333333","40","3","7.5","5.333333333","13.33333333","4.666666667","11.66666667","10","25"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00019","","","","","","10","0","0","0","0","","","","","","1","9","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00190","","","","2","2","10","7","6","6","10","6","7","2","2","1","6","4","6","1.3","0.1","1.6","1.4","3","16","0.216666667","0.01","0.0875","2.285714286","1.6","0.857142857","0.6","0.2","0.14","0.228571429","0.16","37.5","46.66666667","70","4.333333333","6.19047619","4.666666667","6.666666667","5.333333333","7.619047619","10","14.28571429"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00191","","","","2","1","10","4","4","2","2","2","4","2","2","2","2","8","8","0.1","0.3","0.2","0.4","0.6","4","0.05","0.15","0.1","1","0.4","0.5","0.2","0.1","0.04","0.05","0.02","50","66.66666667","40","0.333333333","0.833333333","1.333333333","3.333333333","0.666666667","1.666666667","2","5"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00192","","","","2","2","10","2","2","0","6","2","3","2","2","1","1","7","9","0","0.3","0.2","0.3","0.5","6","","0.05","0.05","3","0.6","0","0","0.15","0.03","0.1","0.02","0","60","20","0","0","1","5","0.666666667","3.333333333","1.666666667","8.333333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00193","","","","2","2","10","2","2","3","0","2","4","2","2","2","2","8","8","0.4","0","1.2","0.4","1.6","3","0.133333333","","0.133333333","1.5","0.3","1.5","0.3","0.2","0.04","0.6","0.12","100","25","20","1.333333333","6.666666667","1.333333333","6.666666667","4","20","5.333333333","26.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00194","","","","","","10","5","0","0","0","","","","","","2","8","8","0","0","1","0","1","0","","","","0","0","0","0","0","0","0.2","0.1","","0","50","0","0","0","0","3.333333333","6.666666667","3.333333333","6.666666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00195","","","","","","10","0","0","0","0","","","","","","","8","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00196","","","","1","1","10","9","9","20","15","6","6","2","2","2","7","3","5","2.8","0.7","1.2","3.5","4.7","35","0.14","0.046666667","0.1","3.888888889","3.5","2.222222222","2","0.388888889","0.35","0.133333333","0.12","57.14285714","74.46808511","90","9.333333333","10.37037037","11.66666667","12.96296296","4","4.444444444","15.66666667","17.40740741"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00197","","","","2","1","10","5","4","2","3","5","5","1","1","1","4","7","7","0.4","0.1","0.2","0.5","0.7","5","0.2","0.033333333","0.1","1","0.5","0.4","0.2","0.1","0.05","0.04","0.02","40","71.42857143","50","1.333333333","2.666666667","1.666666667","3.333333333","0.666666667","1.333333333","2.333333333","4.666666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00198","","","","","","10","0","0","0","0","","","","","","2","8","8","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00199","","","","2","1","10","7","6","2","4","2","3","1","1","2","8","3","4","0.3","0.2","2.8","0.5","3.3","6","0.15","0.05","0.083333333","0.857142857","0.6","0.285714286","0.2","0.071428571","0.05","0.4","0.28","33.33333333","15.15151515","70","1","1.428571429","1.666666667","2.380952381","9.333333333","13.33333333","11","15.71428571"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00002","","","","1","2","10","9","9","14","10","5","8","3","3","1","7","1","5","5.2","0.8","5.6","6","11.6","24","0.371428571","0.08","0.25","2.666666667","2.4","1.555555556","1.4","0.666666667","0.6","0.622222222","0.56","58.33333333","51.72413793","90","17.33333333","19.25925926","20","22.22222222","18.66666667","20.74074074","38.66666667","42.96296296"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00020","","","","3","2","10","7","4","1","0","4","4","1","1","1","7","4","4","0.4","0","5.8","0.4","6.2","1","0.4","","0.4","0.142857143","0.1","0.142857143","0.1","0.057142857","0.04","0.828571429","0.58","100","6.451612903","70","1.333333333","1.904761905","1.333333333","1.904761905","19.33333333","27.61904762","20.66666667","29.52380952"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00200","","","","2","2","10","4","4","6","3","2","5","2","2","2","6","5","5","1.6","1.2","1.4","2.8","4.2","9","0.266666667","0.4","0.311111111","2.25","0.9","1.5","0.6","0.7","0.28","0.35","0.14","66.66666667","66.66666667","40","5.333333333","13.33333333","9.333333333","23.33333333","4.666666667","11.66666667","14","35"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00201","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00202","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00203","","","","3","1","10","9","9","13","16","4","5","2","2","2","6","5","5","1.6","0.5","2","2.1","4.1","29","0.123076923","0.03125","0.072413793","3.222222222","2.9","1.444444444","1.3","0.233333333","0.21","0.222222222","0.2","44.82758621","51.2195122","90","5.333333333","5.925925926","7","7.777777778","6.666666667","7.407407407","13.66666667","15.18518519"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00204","","","","","","10","0","0","0","0","","","","","","","9","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
