"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00041","","","","4","","","","","","","","","","","1","1","1","5","2","10","2","3","","","5","5","5","6","4","0.1","0.1","0.1","0.2","0.3","2","0.1","0.1","0.1","1","0.2","0.5","0.1","0.1","0.02","0.05","0.01","50","66.66666667","20","","0.333333333","1.666666667","0.666666667","3.333333333","0.333333333","1.666666667","","","1","5"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00042","","","","4","","","","","","","","","","","","0","0","3","3","10","0","","","","","","5","5","4","0","0","0.4","0","0.4","0","","","","0","0","0","0","0","0","0.133333333","0.04","","0","30","","0","0","0","0","1.333333333","4.444444444","","","1.333333333","4.444444444"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00043","","","","4","","","","","","","","","","","1","","2","4","3","10","2","2","","","6","7","4","5","6","","0.2","0.1","","","","","0.1","","","","","","","","0.033333333","0.01","","","30","","","","","","0.333333333","1.111111111","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00044","","","","4","11.9966526","2.18148303","0.914722025","12.68","26.34","1.517680049","3.015321016","3.185056925","68.24513245","12.17844677","1","","2","9","5","10","2","2","","48.13971147","6","6","6","4","3","","0.2","4.8","","","","","0.1","","","","","","","","0.96","0.48","","","50","","","","","","16","32","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00045","","","","4","","","","","","","","","","","","","","5","4","10","4","","","","","","5","6","4","","","0.1","","","","","","","","","","","","","0.025","0.01","","","40","","","","","","0.333333333","0.833333333","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00046","","","","4","1.6008301","2.14131999","1.043092966","20.69","48.53","0.767256021","2.030128002","3.088804007","69.31071472","13.38973904","1","2","","10","4","10","2","2","2","42.63342263","5","5","5","5","5","0.2","","0.1","","","","0.1","","","","","0.5","0.2","","","0.025","0.01","","","40","","0.666666667","1.666666667","","","0.333333333","0.833333333","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00047","","","","","","","","","","","","","","","","0","0","1","0","10","0","","","","","","3","7","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00048","","","","","","","","","","","","","","","","0","0","1","0","10","0","","","","","","4","3","4","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00049","","","","3","0","2.344820976","1.055925012","22.1","49.04","0.796392977","1.988283992","4.682877064","71.60823059","10.33282757","1","4","","10","8","10","5","2","3","45.06525285","5","5","6","4","4","0.5","","0.2","","","","0.125","","","","","0.5","0.4","","","0.025","0.02","","","80","","1.666666667","2.083333333","","","0.666666667","0.833333333","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00005","","","","4","","","","","","","","","","","1","","1","8","4","10","1","2","","","5","5","4","7","6","","0.1","0.2","","","","","0.1","","","","","","","","0.05","0.02","","","40","","","","","","0.666666667","1.666666667","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00050","","","","4","","","","","","","","","","","","0","0","10","6","10","0","","","","","","5","5","4","0","0","0.8","0","0.8","0","","","","0","0","0","0","0","0","0.133333333","0.08","","0","60","","0","0","0","0","2.666666667","4.444444444","","","2.666666667","4.444444444"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00051","","","","","","","","","","","","","","","","0","0","","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00052","","","","","","","","","","","","","","","","0","0","","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00053","","","","","","","","","","","","","","","","0","0","","0","10","0","","","","","","3","","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00054","","","","4","0","2.090114117","1.101412058","19.82","49.02","0.49842599","1.830582976","4.047166824","72.91326904","11.10718536","1","5","","5","5","10","4","3","2","40.43247654","4","5","6","4","4","0.9","","1.2","","","","0.18","","","","","1","0.5","","","0.24","0.12","","","50","","3","6","","","4","8","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00055","","","","5","0","1.768435001","0.855374992","21.62","48.43","1.341626048","2.795434952","2.893090963","73.75172424","9.623451233","1","10","2","10","9","10","9","3","3","44.64175098","4","4","6","4","4","2.6","0.1","7","2.7","9.7","12","0.26","0.05","0.225","1.333333333","1.2","1.111111111","1","0.3","0.27","0.777777778","0.7","83.33333333","27.83505155","90","1.205327276","8.666666667","9.62962963","9","10","23.33333333","25.92592593","4.017757588","4.464175098","32.33333333","35.92592593"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00056","","","","4","0","2.337640047","1.357429981","17.73","48.45","","1.194743037","6.490261078","68.92493439","10.80803108","1","","3","5","1","10","1","2","2","36.59442724","6","7","3","6","5","","0.1","0.1","","","","","0.033333333","","","","","","","","0.1","0.01","","","10","","","","","","0.333333333","3.333333333","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00057","","","","","","","","","","","","","","","","0","0","","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00058","","","","","","","","","","","","","","","","0","0","4","0","10","0","","","","","","","6","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00059","","","","4","","","","","","","","","","","","0","0","5","1","10","0","","","","","","4","6","5","0","0","0.2","0","0.2","0","","","","0","0","0","0","0","0","0.2","0.02","","0","10","","0","0","0","0","0.666666667","6.666666667","","","0.666666667","6.666666667"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00006","","","","5","0.9486332","1.770063996","0.825999975","22.06","48.59","1.412549019","2.785651922","3.402617931","71.75829315","8.657151222","1","9","7","10","10","10","8","2","3","45.40028813","4","4","6","4","5","1.4","0.2","4.8","1.6","6.4","16","0.155555556","0.028571429","0.1","1.6","1.6","0.9","0.9","0.16","0.16","0.48","0.48","56.25","25","100","0.72640461","4.666666667","4.666666667","5.333333333","5.333333333","16","16","2.4213487","2.4213487","21.33333333","21.33333333"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00060","","","","4","0","1.990833998","1.020823956","21.49","49.08","0.675776005","1.433882952","4.278233051","70.68366241","8.758739471","1","7","3","10","9","10","7","3","3","43.78565607","5","5","5","4","5","0.9","0.1","0.1","1","1.1","10","0.128571429","0.033333333","0.1","1.111111111","1","0.777777778","0.7","0.111111111","0.1","0.011111111","0.01","70","90.90909091","90","0.437856561","3","3.333333333","3.333333333","3.703703704","0.333333333","0.37037037","1.459521869","1.621690966","3.666666667","4.074074074"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00061","","","","4","17.7015228","2.743426085","1.402264953","15.44","48.49","1.657801032","3.600554943","4.767004013","57.76128006","16.30267525","1","2","","5","4","10","4","2","2","31.84161683","5","5","4","4","5","0.2","","0.2","","","","0.1","","","","","0.5","0.2","","","0.05","0.02","","","40","","0.666666667","1.666666667","","","0.666666667","1.666666667","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00062","","","","5","2.4903488","2.360981941","1.127506971","18.1","48.34","1.333840013","3.15615797","4.276926041","65.19238281","12.00044823","1","8","5","10","9","10","9","3","5","37.44311129","4","4","6","3","4","1.2","0.3","3.4","1.5","4.9","13","0.15","0.06","0.115384615","1.444444444","1.3","0.888888889","0.8","0.166666667","0.15","0.377777778","0.34","61.53846154","30.6122449","90","0.561646669","4","4.444444444","5","5.555555556","11.33333333","12.59259259","1.872155565","2.08017285","16.33333333","18.14814815"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00063","","","","","","","","","","","","","","","","0","0","3","0","10","0","","","","","","3","7","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00064","","","","4","","","","","","","","","","","1","3","4","5","4","10","3","2","","","5","6","5","4","4","0.3","0.2","2.8","0.5","3.3","7","0.1","0.05","0.071428571","1.75","0.7","0.75","0.3","0.125","0.05","0.7","0.28","42.85714286","15.15151515","40","","1","2.5","1.666666667","4.166666667","9.333333333","23.33333333","","","11","27.5"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00065","","","","","","","","","","","","","","","","0","0","","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00066","","","","","","","","","","","","","","","","0","0","1","1","10","0","","","","","","5","5","4","0","0","0.1","0","0.1","0","","","","0","0","0","0","0","0","0.1","0.01","","0","10","","0","0","0","0","0.333333333","3.333333333","","","0.333333333","3.333333333"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00067","","","","","","","","","","","","","","","","","1","","1","10","1","","","","","","","","","","0.1","0.1","","","","","0.1","","","","","","","","0.1","0.01","","","10","","","","","","0.333333333","3.333333333","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00068","","","","4","13.7120438","2.266453981","1.021867037","15.46","48.78","6.644349098","9.404799461","3.061577082","59.71322632","8.636279106","1","1","","3","1","10","1","2","","31.69331693","5","6","3","5","6","0.1","","0.1","","","","0.1","","","","","1","0.1","","","0.1","0.01","","","10","","0.333333333","3.333333333","","","0.333333333","3.333333333","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00069","","","","","","","","","","","","","","","","","","","1","10","1","","","","","","","","","","","0.1","","","","","","","","","","","","","0.1","0.01","","","10","","","","","","0.333333333","3.333333333","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00007","","","","4","","","","","","","","","","","1","","8","9","4","10","4","2","","","5","6","5","6","5","","0.4","0.1","","","","","0.05","","","","","","","","0.025","0.01","","","40","","","","","","0.333333333","0.833333333","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00070","","","","","","","","","","","","","","","","0","0","","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00071","","","","","","","","","","","","","","","","0","0","","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00072","","","","4","","","","","","","","","","","","0","0","","2","10","0","","","","","","4","","6","0","0","","0","","0","","","","0","0","0","0","0","0","","","","","20","","0","0","0","0","","","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00073","","","","","","","","","","","","","","","","0","0","","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00074","","","","4","","","","","","","","","","","1","","3","9","4","10","1","2","","","5","6","4","5","5","","0.1","0.6","","","","","0.033333333","","","","","","","","0.15","0.06","","","40","","","","","","2","5","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00075","","","","4","","","","","","","","","","","","0","0","9","2","10","0","","","","","","6","4","4","0","0","1.2","0","1.2","0","","","","0","0","0","0","0","0","0.6","0.12","","0","20","","0","0","0","0","4","20","","","4","20"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00076","","","","4","","","","","","","","","","","1","1","","1","1","10","1","2","","","6","7","5","4","4","0.1","","0.2","","","","0.1","","","","","1","0.1","","","0.2","0.02","","","10","","0.333333333","3.333333333","","","0.666666667","6.666666667","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00077","","","","4","","","","","","","","","","","1","","4","9","8","10","3","3","","","6","6","7","3","3","","0.2","4.6","","","","","0.05","","","","","","","","0.575","0.46","","","80","","","","","","15.33333333","19.16666667","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00078","","","","4","10.8779087","2.548075914","1.135704994","17.55","48.87","1.174273968","2.439466","3.48741293","58.20573807","22.04209328","1","2","","5","2","10","2","3","5","35.91160221","4","3","6","5","3","1","","1.6","","","","0.5","","","","","1","0.2","","","0.8","0.16","","","20","","3.333333333","16.66666667","","","5.333333333","26.66666667","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00079","","","","3","","","","","","","","","","","1","","","","","10","","2","","","5","5","8","","3","","","0","","","","","","","","","","","","","","0","","","","","","","","","0","","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00008","","","","4","","","","","","","","","","","","","2","3","3","10","2","","","","","","4","7","5","","0.1","0.1","","","","","0.05","","","","","","","","0.033333333","0.01","","","30","","","","","","0.333333333","1.111111111","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00080","","","","5","1.1366158","1.927155018","0.898872018","19.12","48.24","1.673786998","3.189239025","3.987243891","69.33287048","11.51536655","2","10","1","8","3","10","2","3","2","39.63515755","4","3","5","5","5","2.5","0.1","11.2","2.6","13.8","11","0.25","0.1","0.236363636","3.666666667","1.1","3.333333333","1","0.866666667","0.26","3.733333333","1.12","90.90909091","18.84057971","30","1.030514096","8.333333333","27.77777778","8.666666667","28.88888889","37.33333333","124.4444444","3.435046987","11.45015662","46","153.3333333"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00081","","","","","0.8752079","2.112633944","0.957135022","19.75","48.57","0.865990996","2.112188101","4.057479858","70.44223785","10.11670113","","","","7","","10","","","3","40.66296068","","","4","7","5","","","0","","","","","","","","","","","","","","0","","","","","","","","","0","","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00082","","","","3","0.0921841","1.820670962","0.893599987","21.62","48.72","1.270288944","2.843765974","3.530051947","72.03542328","8.570593834","1","6","5","10","8","10","4","3","","44.37602627","5","5","6","3","4","0.6","0.2","4.6","0.8","5.4","11","0.1","0.04","0.072727273","1.375","1.1","0.75","0.6","0.1","0.08","0.575","0.46","54.54545455","14.81481481","80","0.35500821","2","2.5","2.666666667","3.333333333","15.33333333","19.16666667","1.183360701","1.479200876","18","22.5"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00083","","","","4","","","","","","","","","","","2","4","","6","6","10","6","3","","","4","4","6","3","4","0.2","","0.8","","","","0.05","","","","","0.666666667","0.4","","","0.133333333","0.08","","","60","","0.666666667","1.111111111","","","2.666666667","4.444444444","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00084","","","","","","","","","","","","","","","","0","0","5","0","10","0","","","","","","","7","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00085","","","","4","","","","","","","","","","","1","1","1","8","2","10","2","3","","","6","7","3","6","6","0.1","0.1","0.1","0.2","0.3","2","0.1","0.1","0.1","1","0.2","0.5","0.1","0.1","0.02","0.05","0.01","50","66.66666667","20","","0.333333333","1.666666667","0.666666667","3.333333333","0.333333333","1.666666667","","","1","5"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00086","","","","","","","","","","","","","","","","0","0","","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00087","","","","","","","","","","","","","","","","0","0","","0","10","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00088","","","","4","8.6503124","2.450866938","1.20917201","15.64","35.65","0.354364008","1.893759966","4.023543835","67.43370819","13.07221603","1","2","","9","8","10","2","3","","43.87096774","5","5","6","4","3","0.2","","2.2","","","","0.1","","","","","0.25","0.2","","","0.275","0.22","","","80","","0.666666667","0.833333333","","","7.333333333","9.166666667","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00089","","","","5","4.7435436","1.942839026","0.863053024","22.89","48.84","1.627138019","3.110296965","3.570799112","69.93605804","8.955896378","1","6","4","9","9","10","9","3","3","46.86732187","5","5","7","3","3","0.7","0.2","8","0.9","8.9","10","0.116666667","0.05","0.09","1.111111111","1","0.666666667","0.6","0.1","0.09","0.888888889","0.8","60","10.11235955","90","0.421805897","2.333333333","2.592592593","3","3.333333333","26.66666667","29.62962963","1.406019656","1.562244062","29.66666667","32.96296296"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00009","","","","4","","","","","","","","","","","","0","0","1","1","10","0","","","","","","4","6","6","0","0","0.1","0","0.1","0","","","","0","0","0","0","0","0","0.1","0.01","","0","10","","0","0","0","0","0.333333333","3.333333333","","","0.333333333","3.333333333"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00090","","","","4","","","","","","","","","","","1","4","1","7","5","10","4","9","","","6","6","6","5","4","0.4","0.1","0.4","0.5","0.9","5","0.1","0.1","0.1","1","0.5","0.8","0.4","0.1","0.05","0.08","0.04","80","55.55555556","50","","1.333333333","2.666666667","1.666666667","3.333333333","1.333333333","2.666666667","","","3","6"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00091","","","","4","","","","","","","","","","","1","2","","5","3","10","2","2","","","5","5","6","5","5","0.3","","0.1","","","","0.15","","","","","0.666666667","0.2","","","0.033333333","0.01","","","30","","1","3.333333333","","","0.333333333","1.111111111","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00092","","","","5","36.2512589","2.091944933","0.817182004","12.03","48.39","10.53307438","14.20457077","2.915267944","52.23538208","3.641192913","1","2","1","5","5","10","3","2","2","24.86050837","4","3","6","3","3","1.3","0.1","1.8","1.4","3.2","3","0.65","0.1","0.466666667","0.6","0.3","0.4","0.2","0.28","0.14","0.36","0.18","66.66666667","43.75","50","0.348047117","4.333333333","8.666666667","4.666666667","9.333333333","6","12","1.160157057","2.320314114","10.66666667","21.33333333"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00093","","","","4","","","","","","","","","","","1","3","2","8","8","10","3","3","","","4","4","6","3","4","0.7","0.1","3.6","0.8","4.4","5","0.233333333","0.05","0.16","0.625","0.5","0.375","0.3","0.1","0.08","0.45","0.36","60","18.18181818","80","","2.333333333","2.916666667","2.666666667","3.333333333","12","15","","","14.66666667","18.33333333"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00094","","","","4","20.0208549","2.362871885","0.97961998","14.37","48.76","6.204297066","8.789600372","3.18798995","56.01281357","9.129846573","1","4","1","9","9","10","6","2","2","29.47087777","4","4","6","4","3","0.7","0.1","3","0.8","3.8","5","0.175","0.1","0.16","0.555555556","0.5","0.444444444","0.4","0.088888889","0.08","0.333333333","0.3","80","21.05263158","90","0.235767022","2.333333333","2.592592593","2.666666667","2.962962963","10","11.11111111","0.785890074","0.873211193","12.66666667","14.07407407"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00095","","","","","","","","","","","","","","","","0","0","2","0","10","0","","","","","","","6","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00096","","","","4","","","","","","","","","","","1","","","5","2","10","1","2","","","6","7","5","4","4","","","1.2","","","","","","","","","","","","","0.6","0.12","","","20","","","","","","4","20","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00097","","","","4","2.7927189","2.262510061","1.036787987","19.38","48.73","1.281079054","2.529912949","3.889729023","63.6844902","11.77960205","1","1","1","9","7","10","2","2","","39.77016212","5","5","6","4","5","0.1","0.1","3.6","0.2","3.8","2","0.1","0.1","0.1","0.285714286","0.2","0.142857143","0.1","0.028571429","0.02","0.514285714","0.36","50","5.263157895","70","0.079540324","0.333333333","0.476190476","0.666666667","0.952380952","12","17.14285714","0.265134414","0.378763449","12.66666667","18.0952381"
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00098","","","","4","","","","","","","","","","","1","2","","2","2","10","1","3","","","5","5","5","3","3","0.3","","3.4","","","","0.15","","","","","1","0.2","","","1.7","0.34","","","20","","1","5","","","11.33333333","56.66666667","","","",""
"","","GHP2016OHW-PT01","","","","","","","","","GHP2016OHW-PT01-00099","","","","4","","","","","","","","","","","1","","6","9","8","10","4","3","","","5","6","6","3","4","","0.2","3.1","","","","","0.033333333","","","","","","","","0.3875","0.31","","","80","","","","","","10.33333333","12.91666667","","","",""
