"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00001","","","","3","14.6","50","5.84","8.78","1","17","40","32","24","34","20","4","55.22","5","8","5","7","7","3.8","1.2","2.5","5","7.5","57","0.223529412","0.03","0.087719298","2.375","1.676470588","0.708333333","0.5","0.208333333","0.147058824","0.104166667","0.073529412","29.8245614","66.66666667","70.58823529","29.2","1.46","3.725490196","5.277777778","4.901960784","6.944444444","2.450980392","3.472222222","1.431372549","2.027777778","7.352941176","10.41666667"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00010","","","","2","19.8","50","4.32","6.25","1","25","45","32","23","34","22","3","63.92","6","8","8","4","4","5.7","2.2","11.5","7.9","19.4","70","0.228","0.048888889","0.112857143","3.043478261","2.058823529","1.086956522","0.735294118","0.343478261","0.232352941","0.5","0.338235294","35.71428571","40.72164948","67.64705882","39.6","3.1284","5.588235294","8.260869565","7.745098039","11.44927536","11.2745098","16.66666667","3.067058824","4.533913043","19.01960784","28.11594203"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00011","","","","2","21","50","0.39","1.79","1","10","23","34","22","34","14","3","73.09","6","5","6","6","7","1.6","0.7","5.4","2.3","7.7","33","0.16","0.030434783","0.06969697","1.5","0.970588235","0.454545455","0.294117647","0.104545455","0.067647059","0.245454545","0.158823529","30.3030303","29.87012987","64.70588235","42","0.966","1.568627451","2.424242424","2.254901961","3.484848485","5.294117647","8.181818182","0.947058824","1.463636364","7.549019608","11.66666667"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00012","","","","3","16.2","50","4.02","5.91","1","60","36","29","26","34","26","2","63.45","6","9","7","3","4","14.8","2","16","16.8","32.8","96","0.246666667","0.055555556","0.175","3.692307692","2.823529412","2.307692308","1.764705882","0.646153846","0.494117647","0.615384615","0.470588235","62.5","51.2195122","76.47058824","32.4","5.4432","14.50980392","18.97435897","16.47058824","21.53846154","15.68627451","20.51282051","5.336470588","6.978461538","32.15686275","42.05128205"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00013","","","","2","16.3","50","1","2.13","1","32","46","34","26","34","25","3","66.46","5","8","7","5","6","6.4","2.4","7","8.8","15.8","78","0.2","0.052173913","0.112820513","3","2.294117647","1.230769231","0.941176471","0.338461538","0.258823529","0.269230769","0.205882353","41.02564103","55.69620253","76.47058824","32.6","2.8688","6.274509804","8.205128205","8.62745098","11.28205128","6.862745098","8.974358974","2.81254902","3.677948718","15.49019608","20.25641026"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00014","","","","","","","","","","0","0","0","0","34","0","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00015","","","","4","9.6","50","8.09","13.02","1","36","33","33","20","34","18","5","33.25","6","7","6","4","4","5.6","1.8","8.5","7.4","15.9","69","0.155555556","0.054545455","0.107246377","3.45","2.029411765","1.8","1.058823529","0.37","0.217647059","0.425","0.25","52.17391304","46.5408805","58.82352941","19.2","1.4208","5.490196078","9.333333333","7.254901961","12.33333333","8.333333333","14.16666667","1.392941176","2.368","15.58823529","26.5"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00016","","","","2","17.6","50","1.55","3.17","1","12","22","34","27","34","13","1","61.34","6","8","9","2","5","2.2","0.9","15","3.1","18.1","34","0.183333333","0.040909091","0.091176471","1.259259259","1","0.444444444","0.352941176","0.114814815","0.091176471","0.555555556","0.441176471","35.29411765","17.12707182","79.41176471","35.2","1.0912","2.156862745","2.716049383","3.039215686","3.827160494","14.70588235","18.51851852","1.069803922","1.347160494","17.74509804","22.34567901"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00017","","","","3","15.4","50","0.96","3.97","1","26","27","34","27","34","25","2","71.72","4","7","5","6","9","4","1","7.1","5","12.1","53","0.153846154","0.037037037","0.094339623","1.962962963","1.558823529","0.962962963","0.764705882","0.185185185","0.147058824","0.262962963","0.208823529","49.05660377","41.32231405","79.41176471","30.8","1.54","3.921568627","4.938271605","4.901960784","6.172839506","6.960784314","8.765432099","1.509803922","1.901234568","11.8627451","14.9382716"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00018","","","","","","","","","","0","0","0","0","34","0","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00019","","","","2","19.8","50","1.1","2.32","1","39","29","33","26","34","25","3","71.43","6","8","8","3","5","6","1.2","22","7.2","29.2","68","0.153846154","0.04137931","0.105882353","2.615384615","2","1.5","1.147058824","0.276923077","0.211764706","0.846153846","0.647058824","57.35294118","24.65753425","76.47058824","39.6","2.8512","5.882352941","7.692307692","7.058823529","9.230769231","21.56862745","28.20512821","2.795294118","3.655384615","28.62745098","37.43589744"
