"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00002","","","","2","16.3","50","2.14","3.77","1","28","40","34","26","34","23","3","67.45","5","7","5","6","7","5.4","1.6","7","7","14","68","0.192857143","0.04","0.102941176","2.615384615","2","1.076923077","0.823529412","0.269230769","0.205882353","0.269230769","0.205882353","41.17647059","50","76.47058824","32.6","2.282","5.294117647","6.923076923","6.862745098","8.974358974","6.862745098","8.974358974","2.237254902","2.925641026","13.7254902","17.94871795"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00020","","","","3","22.7","50","1.14","1.42","1","29","20","32","24","34","22","5","72.46","5","6","6","5","7","4.6","0.8","7.4","5.4","12.8","49","0.15862069","0.04","0.110204082","2.041666667","1.441176471","1.208333333","0.852941176","0.225","0.158823529","0.308333333","0.217647059","59.18367347","42.1875","70.58823529","45.4","2.4516","4.509803922","6.388888889","5.294117647","7.5","7.254901961","10.27777778","2.403529412","3.405","12.54901961","17.77777778"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00021","","","","3","18.1","50","3.57","6.03","1","21","58","34","26","34","26","2","61.24","6","4","8","3","4","3","2.8","12.5","5.8","18.3","79","0.142857143","0.048275862","0.073417722","3.038461538","2.323529412","0.807692308","0.617647059","0.223076923","0.170588235","0.480769231","0.367647059","26.58227848","31.69398907","76.47058824","36.2","2.0996","2.941176471","3.846153846","5.68627451","7.435897436","12.25490196","16.02564103","2.058431373","2.691794872","17.94117647","23.46153846"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00022","","","","2","13.93","50","3.09","4.91","1","62","29","34","29","34","29","1","59.69","5","6","5","6","8","6.9","1","11.2","7.9","19.1","91","0.111290323","0.034482759","0.086813187","3.137931034","2.676470588","2.137931034","1.823529412","0.272413793","0.232352941","0.386206897","0.329411765","68.13186813","41.36125654","85.29411765","27.86","2.20094","6.764705882","7.931034483","7.745098039","9.08045977","10.98039216","12.87356322","2.157784314","2.529816092","18.7254902","21.95402299"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00023","","","","3","14.23","50","3.95","5.71","1","23","43","34","27","34","25","2","56.29","6","7","7","5","7","3.8","1.6","4.3","5.4","9.7","66","0.165217391","0.037209302","0.081818182","2.444444444","1.941176471","0.851851852","0.676470588","0.2","0.158823529","0.159259259","0.126470588","34.84848485","55.67010309","79.41176471","28.46","1.53684","3.725490196","4.691358025","5.294117647","6.666666667","4.215686275","5.308641975","1.506705882","1.897333333","9.509803922","11.97530864"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00024","","","","3","","","3.88","5.83","1","15","55","31","24","34","20","3","63.21","5","7","6","6","7","3.3","3","8.4","6.3","14.7","70","0.22","0.054545455","0.09","2.916666667","2.058823529","0.625","0.441176471","0.2625","0.185294118","0.35","0.247058824","21.42857143","42.85714286","70.58823529","","","3.235294118","4.583333333","6.176470588","8.75","8.235294118","11.66666667","","","14.41176471","20.41666667"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00025","","","","2","15.17","50","2.92","3.59","1","17","55","33","22","34","22","2","61.96","6","6","6","4","5","3","3.4","7.5","6.4","13.9","72","0.176470588","0.061818182","0.088888889","3.272727273","2.117647059","0.772727273","0.5","0.290909091","0.188235294","0.340909091","0.220588235","23.61111111","46.04316547","64.70588235","30.34","1.94176","2.941176471","4.545454545","6.274509804","9.696969697","7.352941176","11.36363636","1.903686275","2.942060606","13.62745098","21.06060606"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00026","","","","3","17.78","50","1.7","2.58","1","47","28","34","27","34","27","2","65.66","6","6","6","4","5","6.7","1.1","9","7.8","16.8","75","0.142553191","0.039285714","0.104","2.777777778","2.205882353","1.740740741","1.382352941","0.288888889","0.229411765","0.333333333","0.264705882","62.66666667","46.42857143","79.41176471","35.56","2.77368","6.568627451","8.271604938","7.647058824","9.62962963","8.823529412","11.11111111","2.719294118","3.424296296","16.47058824","20.74074074"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00027","","","","4","20.67","50","2.24","3.71","1","14","13","34","9","34","4","2","70.18","5","3","7","6","7","0.6","0.4","9","1","10","27","0.042857143","0.030769231","0.037037037","3","0.794117647","1.555555556","0.411764706","0.111111111","0.029411765","1","0.264705882","51.85185185","10","26.47058824","41.34","0.4134","0.588235294","2.222222222","0.980392157","3.703703704","8.823529412","33.33333333","0.405294118","1.531111111","9.803921569","37.03703704"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00028","","","","1","16.32","50","2.05","3.23","1","46","40","34","24","34","24","2","64.29","6","8","9","4","5","10.6","2.4","8.5","13","21.5","86","0.230434783","0.06","0.151162791","3.583333333","2.529411765","1.916666667","1.352941176","0.541666667","0.382352941","0.354166667","0.25","53.48837209","60.46511628","70.58823529","32.64","4.2432","10.39215686","14.72222222","12.74509804","18.05555556","8.333333333","11.80555556","4.16","5.893333333","21.07843137","29.86111111"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00029","","","","3","17.92","50","1.12","1.94","1","65","40","34","24","34","24","4","66.01","6","8","6","5","6","8.6","1.8","6.5","10.4","16.9","105","0.132307692","0.045","0.099047619","4.375","3.088235294","2.708333333","1.911764706","0.433333333","0.305882353","0.270833333","0.191176471","61.9047619","61.53846154","70.58823529","35.84","3.72736","8.431372549","11.94444444","10.19607843","14.44444444","6.37254902","9.027777778","3.65427451","5.176888889","16.56862745","23.47222222"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00003","","","","3","16.8","50","2","2.97","1","18","44","33","24","34","22","3","65.22","6","6","7","3","5","3.8","2.4","6","6.2","12.2","62","0.211111111","0.054545455","0.1","2.583333333","1.823529412","0.75","0.529411765","0.258333333","0.182352941","0.25","0.176470588","29.03225806","50.81967213","70.58823529","33.6","2.0832","3.725490196","5.277777778","6.078431373","8.611111111","5.882352941","8.333333333","2.042352941","2.893333333","11.96078431","16.94444444"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00030","","","","2","","50","","","1","6","16","30","13","34","8","2","","4","3","7","6","7","0.6","1","9","1.6","10.6","22","0.1","0.0625","0.072727273","1.692307692","0.647058824","0.461538462","0.176470588","0.123076923","0.047058824","0.692307692","0.264705882","27.27272727","15.09433962","38.23529412","","","0.588235294","1.538461538","1.568627451","4.102564103","8.823529412","23.07692308","","","10.39215686","27.17948718"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00031","","","","3","18.33","50","3.58","5.39","1","13","45","32","26","34","19","2","62.48","5","4","6","5","6","2","1.5","10","3.5","13.5","58","0.153846154","0.033333333","0.060344828","2.230769231","1.705882353","0.5","0.382352941","0.134615385","0.102941176","0.384615385","0.294117647","22.4137931","25.92592593","76.47058824","36.66","1.2831","1.960784314","2.564102564","3.431372549","4.487179487","9.803921569","12.82051282","1.257941176","1.645","13.23529412","17.30769231"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00032","","","","2","14.93","50","4.21","6.11","1","37","47","34","29","34","27","3","60.38","5","4","4","8","8","3.8","1.2","4","5","9","84","0.102702703","0.025531915","0.05952381","2.896551724","2.470588235","1.275862069","1.088235294","0.172413793","0.147058824","0.137931034","0.117647059","44.04761905","55.55555556","85.29411765","29.86","1.493","3.725490196","4.367816092","4.901960784","5.747126437","3.921568627","4.597701149","1.46372549","1.716091954","8.823529412","10.34482759"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00033","","","","3","","","1.65","3.2","1","46","40","32","22","34","22","2","65.1","6","9","7","4","5","10.8","2.8","11.5","13.6","25.1","86","0.234782609","0.07","0.158139535","3.909090909","2.529411765","2.090909091","1.352941176","0.618181818","0.4","0.522727273","0.338235294","53.48837209","54.18326693","64.70588235","","","10.58823529","16.36363636","13.33333333","20.60606061","11.2745098","17.42424242","","","24.60784314","38.03030303"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00034","","","","2","13.84","50","3.54","5.51","1","14","44","30","18","34","18","2","58.96","5","7","5","7","7","2.4","1.6","1.5","4","5.5","58","0.171428571","0.036363636","0.068965517","3.222222222","1.705882353","0.777777778","0.411764706","0.222222222","0.117647059","0.083333333","0.044117647","24.13793103","72.72727273","52.94117647","27.68","1.1072","2.352941176","4.444444444","3.921568627","7.407407407","1.470588235","2.777777778","1.085490196","2.05037037","5.392156863","10.18518519"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00035","","","","2","17.29","50","1.26","1.97","1","27","60","34","28","34","28","4","63.45","6","7","6","4","5","6.4","4","10.5","10.4","20.9","87","0.237037037","0.066666667","0.11954023","3.107142857","2.558823529","0.964285714","0.794117647","0.371428571","0.305882353","0.375","0.308823529","31.03448276","49.76076555","82.35294118","34.58","3.59632","6.274509804","7.619047619","10.19607843","12.38095238","10.29411765","12.5","3.525803922","4.281333333","20.49019608","24.88095238"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00036","","","","2","22.6","50","1.52","2.82","1","20","16","32","20","34","17","3","71.68","5","8","6","5","6","5.1","0.8","14","5.9","19.9","36","0.255","0.05","0.163888889","1.8","1.058823529","1","0.588235294","0.295","0.173529412","0.7","0.411764706","55.55555556","29.64824121","58.82352941","45.2","2.6668","5","8.5","5.784313725","9.833333333","13.7254902","23.33333333","2.614509804","4.444666667","19.50980392","33.16666667"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00037","","","","","","","","","","0","0","0","0","34","0","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00038","","","","4","19.72","50","0.09","1.18","1","40","47","34","25","34","25","2","72.56","6","7","8","4","5","8.2","2","25.5","10.2","35.7","87","0.205","0.042553191","0.117241379","3.48","2.558823529","1.6","1.176470588","0.408","0.3","1.02","0.75","45.97701149","28.57142857","73.52941176","39.44","4.02288","8.039215686","10.93333333","10","13.6","25","34","3.944","5.36384","35","47.6"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00039","","","","2","16.85","50","1.21","2.98","1","1","25","30","25","34","10","1","65.07","4","2","7","4","5","0.1","1.9","23","2","25","26","0.1","0.076","0.076923077","1.04","0.764705882","0.04","0.029411765","0.08","0.058823529","0.92","0.676470588","3.846153846","8","73.52941176","33.7","0.674","0.098039216","0.133333333","1.960784314","2.666666667","22.54901961","30.66666667","0.660784314","0.898666667","24.50980392","33.33333333"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00004","","","","2","16.1","50","1.39","2.86","1","24","36","34","23","34","20","2","60.29","5","5","9","3","4","3","1.6","22","4.6","26.6","60","0.125","0.044444444","0.076666667","2.608695652","1.764705882","1.043478261","0.705882353","0.2","0.135294118","0.956521739","0.647058824","40","17.29323308","67.64705882","32.2","1.4812","2.941176471","4.347826087","4.509803922","6.666666667","21.56862745","31.88405797","1.452156863","2.146666667","26.07843137","38.55072464"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00040","","","","4","18.07","50","2.34","4.02","1","14","22","32","20","34","18","2","67.87","4","5","5","6","9","1.6","0.6","1.4","2.2","3.6","36","0.114285714","0.027272727","0.061111111","1.8","1.058823529","0.7","0.411764706","0.11","0.064705882","0.07","0.041176471","38.88888889","61.11111111","58.82352941","36.14","0.79508","1.568627451","2.666666667","2.156862745","3.666666667","1.37254902","2.333333333","0.779490196","1.325133333","3.529411765","6"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00041","","","","3","17.25","50","2.47","4.4","1","15","45","34","25","34","24","5","65.26","5","7","7","6","7","3","1.9","8.5","4.9","13.4","60","0.2","0.042222222","0.081666667","2.4","1.764705882","0.6","0.441176471","0.196","0.144117647","0.34","0.25","25","36.56716418","73.52941176","34.5","1.6905","2.941176471","4","4.803921569","6.533333333","8.333333333","11.33333333","1.657352941","2.254","13.1372549","17.86666667"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00042","","","","3","9.25","50","8.15","12.93","1","22","42","25","20","34","18","5","36.13","6","9","6","5","6","5","2.6","5","7.6","12.6","64","0.227272727","0.061904762","0.11875","3.2","1.882352941","1.1","0.647058824","0.38","0.223529412","0.25","0.147058824","34.375","60.31746032","58.82352941","18.5","1.406","4.901960784","8.333333333","7.450980392","12.66666667","4.901960784","8.333333333","1.378431373","2.343333333","12.35294118","21"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00005","","","","2","19.2","50","0.76","2.23","1","15","15","32","23","34","18","3","67.86","6","4","7","5","5","2.4","1.9","19.5","4.3","23.8","30","0.16","0.126666667","0.143333333","1.304347826","0.882352941","0.652173913","0.441176471","0.186956522","0.126470588","0.847826087","0.573529412","50","18.06722689","67.64705882","38.4","1.6512","2.352941176","3.47826087","4.215686275","6.231884058","19.11764706","28.26086957","1.618823529","2.393043478","23.33333333","34.49275362"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00006","","","","3","8.1","50","6.59","11.13","1","45","90","34","27","34","27","3","34.99","5","8","5","4","5","10.8","6","11.2","16.8","28","135","0.24","0.066666667","0.124444444","5","3.970588235","1.666666667","1.323529412","0.622222222","0.494117647","0.414814815","0.329411765","33.33333333","60","79.41176471","16.2","2.7216","10.58823529","13.33333333","16.47058824","20.74074074","10.98039216","13.82716049","2.668235294","3.36","27.45098039","34.56790123"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00007","","","","2","16.2","50","2.51","3.82","1","17","80","34","30","34","28","2","63.6","5","4","3","8","8","2.6","3.3","4.4","5.9","10.3","97","0.152941176","0.04125","0.060824742","3.233333333","2.852941176","0.566666667","0.5","0.196666667","0.173529412","0.146666667","0.129411765","17.5257732","57.2815534","88.23529412","32.4","1.9116","2.549019608","2.888888889","5.784313725","6.555555556","4.31372549","4.888888889","1.874117647","2.124","10.09803922","11.44444444"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00008","","","","2","18.7","50","1.81","3.36","1","22","59","34","26","34","24","2","69.09","6","5","8","4","5","4","2.3","13","6.3","19.3","81","0.181818182","0.038983051","0.077777778","3.115384615","2.382352941","0.846153846","0.647058824","0.242307692","0.185294118","0.5","0.382352941","27.16049383","32.64248705","76.47058824","37.4","2.3562","3.921568627","5.128205128","6.176470588","8.076923077","12.74509804","16.66666667","2.31","3.020769231","18.92156863","24.74358974"
"","","GHP2011OHW-AT01","","","","","","","","","GHP2011OHW-AT01-00009","","","","5","16.4","50","2.19","3.63","1","20","63","33","26","34","23","4","62.7","5","9","5","6","8","5.8","3.2","6.5","9","15.5","83","0.29","0.050793651","0.108433735","3.192307692","2.441176471","0.769230769","0.588235294","0.346153846","0.264705882","0.25","0.191176471","24.09638554","58.06451613","76.47058824","32.8","2.952","5.68627451","7.435897436","8.823529412","11.53846154","6.37254902","8.333333333","2.894117647","3.784615385","15.19607843","19.87179487"
