"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2017NYK-AT04","","","","","","","","","GHP2017NYK-AT04-00001","","","","5","5","23","32","22","20","30","19","1","3","1","5","6","1","4.76","2.21","3.6","6.97","10.57","55","0.206956522","0.0690625","0.126727273","2.75","1.833333333","1.15","0.766666667","0.3485","0.232333333","0.18","0.12","41.81818182","65.94134342","66.66666667","5.288888889","7.933333333","7.744444444","11.61666667","4","6","11.74444444","17.61666667"
"","","GHP2017NYK-AT04","","","","","","","","","GHP2017NYK-AT04-00010","","","","3","5","39","14","28","28","30","28","1","5","1","3","8","1","13.76","0.94","4.02","14.7","18.72","53","0.352820513","0.067142857","0.277358491","1.892857143","1.766666667","1.392857143","1.3","0.525","0.49","0.143571429","0.134","73.58490566","78.52564103","93.33333333","15.28888889","16.38095238","16.33333333","17.5","4.466666667","4.785714286","20.8","22.28571429"
"","","GHP2017NYK-AT04","","","","","","","","","GHP2017NYK-AT04-00011","","","","5","3","50","31","28","25","30","25","1","5","1","1","8","1","23.61","3.7","4.56","27.31","31.87","81","0.4722","0.119354839","0.337160494","3.24","2.7","2","1.666666667","1.0924","0.910333333","0.1824","0.152","61.72839506","85.69187324","83.33333333","26.23333333","31.48","30.34444444","36.41333333","5.066666667","6.08","35.41111111","42.49333333"
"","","GHP2017NYK-AT04","","","","","","","","","GHP2017NYK-AT04-00012","","","","3","5","44","70","30","21","30","21","2","7","6","3","6","2","17.07","5.08","8.72","22.15","30.87","114","0.387954545","0.072571429","0.194298246","5.428571429","3.8","2.095238095","1.466666667","1.054761905","0.738333333","0.415238095","0.290666667","38.59649123","71.75251053","70","18.96666667","27.0952381","24.61111111","35.15873016","9.688888889","13.84126984","34.3","49"
"","","GHP2017NYK-AT04","","","","","","","","","GHP2017NYK-AT04-00013","","","","3","3","39","19","30","21","30","21","1","1","1","5","6","1","7.52","1.44","7.32","8.96","16.28","58","0.192820513","0.075789474","0.154482759","2.761904762","1.933333333","1.857142857","1.3","0.426666667","0.298666667","0.348571429","0.244","67.24137931","55.03685504","70","8.355555556","11.93650794","9.955555556","14.22222222","8.133333333","11.61904762","18.08888889","25.84126984"
"","","GHP2017NYK-AT04","","","","","","","","","GHP2017NYK-AT04-00014","","","","5","9","54","46","30","28","30","28","1","1","1","3","8","1","19.46","4.08","4.6","23.54","28.14","100","0.36037037","0.088695652","0.2354","3.571428571","3.333333333","1.928571429","1.8","0.840714286","0.784666667","0.164285714","0.153333333","54","83.65316276","93.33333333","21.62222222","23.16666667","26.15555556","28.02380952","5.111111111","5.476190476","31.26666667","33.5"
"","","GHP2017NYK-AT04","","","","","","","","","GHP2017NYK-AT04-00015","","","","5","7","44","26","20","20","30","20","2","3","1","1","6","1","21.08","2.16","9.65","23.24","32.89","70","0.479090909","0.083076923","0.332","3.5","2.333333333","2.2","1.466666667","1.162","0.774666667","0.4825","0.321666667","62.85714286","70.65977501","66.66666667","23.42222222","35.13333333","25.82222222","38.73333333","10.72222222","16.08333333","36.54444444","54.81666667"
"","","GHP2017NYK-AT04","","","","","","","","","GHP2017NYK-AT04-00016","","","","3","5","67","42","25","23","30","23","1","3","1","3","8","1","17.26","2.8","4.71","20.06","24.77","109","0.25761194","0.066666667","0.184036697","4.739130435","3.633333333","2.913043478","2.233333333","0.872173913","0.668666667","0.204782609","0.157","61.46788991","80.98506258","76.66666667","19.17777778","25.01449275","22.28888889","29.07246377","5.233333333","6.826086957","27.52222222","35.89855072"
"","","GHP2017NYK-AT04","","","","","","","","","GHP2017NYK-AT04-00017","","","","3","3","76","41","25","25","30","25","1","3","1","3","7","1","22.54","4.54","3.13","27.08","30.21","117","0.296578947","0.110731707","0.231452991","4.68","3.9","3.04","2.533333333","1.0832","0.902666667","0.1252","0.104333333","64.95726496","89.63919232","83.33333333","25.04444444","30.05333333","30.08888889","36.10666667","3.477777778","4.173333333","33.56666667","40.28"
"","","GHP2017NYK-AT04","","","","","","","","","GHP2017NYK-AT04-00018","","","","3","5","62","21","27","23","30","23","1","3","1","3","8","1","19.48","2.74","6.83","22.22","29.05","83","0.314193548","0.13047619","0.267710843","3.608695652","2.766666667","2.695652174","2.066666667","0.966086957","0.740666667","0.296956522","0.227666667","74.69879518","76.48881239","76.66666667","21.64444444","28.23188406","24.68888889","32.20289855","7.588888889","9.898550725","32.27777778","42.10144928"
"","","GHP2017NYK-AT04","","","","","","","","","GHP2017NYK-AT04-00019","","","","3","5","91","37","20","20","30","20","1","1","1","3","8","1","19.48","2.18","7.68","21.66","29.34","128","0.214065934","0.058918919","0.16921875","6.4","4.266666667","4.55","3.033333333","1.083","0.722","0.384","0.256","71.09375","73.82413088","66.66666667","21.64444444","32.46666667","24.06666667","36.1","8.533333333","12.8","32.6","48.9"
"","","GHP2017NYK-AT04","","","","","","","","","GHP2017NYK-AT04-00002","","","","5","5","46","37","28","26","30","26","1","3","1","3","8","1","18.43","2.94","4.42","21.37","25.79","83","0.400652174","0.079459459","0.25746988","3.192307692","2.766666667","1.769230769","1.533333333","0.821923077","0.712333333","0.17","0.147333333","55.42168675","82.86157425","86.66666667","20.47777778","23.62820513","23.74444444","27.3974359","4.911111111","5.666666667","28.65555556","33.06410256"
