"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00032","","","","","4.0191593","1.975272059","0.888864994","17.99","48.87","3.434986115","4.846602917","3.473098993","68.16597748","","5","3","9","5","10","5","","2","36.81195007","3","5","8.37976265","3","6","7","0.6","0.3","1.6","0.9","2.5","8","0.12","0.1","0.1125","1.6","0.8","1","0.5","0.18","0.09","0.32","0.16","62.5","36","50","0.331307551","2","4","3","6","5.333333333","10.66666667","1.104358502","2.208717004","8.333333333","16.66666667"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00033","","","","3","1.3695183","1.778795958","0.758571029","14.34","49.11","5.658795834","7.47305584","1.947232962","64.71527863","1","9","12","8","7","10","7","2","3","29.19975565","3","3","8.030024529","7","2","3","3.4","1","10","4.4","14.4","21","0.377777778","0.083333333","0.20952381","3","2.1","1.285714286","0.9","0.628571429","0.44","1.428571429","1","42.85714286","30.55555556","70","1.284789249","11.33333333","16.19047619","14.66666667","20.95238095","33.33333333","47.61904762","4.282630829","6.118044041","48","68.57142857"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00034","","","","3","","","","","","","","","","2","3","3","3","3","10","1","3","","","5","7","","3","6","8","0.5","0.4","19.8","0.9","20.7","6","0.166666667","0.133333333","0.15","2","0.6","1","0.3","0.3","0.09","6.6","1.98","50","4.347826087","30","","1.666666667","5.555555556","3","10","66","220","","","69","230"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00035","","","","3","","","","","","","","","","1","22","14","6","","10","","2","","","","","","8","6","3","8.7","1.4","5.4","10.1","15.5","36","0.395454545","0.1","0.280555556","","3.6","","2.2","","1.01","","0.54","61.11111111","65.16129032","","","29","","33.66666667","","18","","","","51.66666667",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00036","","","","","8.3507767","2.240276098","1.010694981","15.59","48.74","1.592615008","2.744832039","3.505105972","66.18480682","","3","","10","10","10","10","","2","31.98604842","5","5","12.67294693","6","2","3","","0.3","1","","","","","","","","","0.3","0.3","","","0.1","0.1","","","100","","","","","","3.333333333","3.333333333","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00037","","","","3","0","2.513293028","1.239985943","16.58","48.85","1.396566987","2.395155907","6.078229904","66.50554657","2","","","10","10","10","10","3","8","33.9406346","3","1","11.4225378","3","3","7","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00038","","","","3","0","1.863605976","0.897525012","14.27","48.46","4.112205982","5.934977055","3.230848074","59.98476028","2","","0","1","1","10","1","3","3","29.44696657","5","7","9.613546371","","","","","0","0.6","","","","","","","","","","","","","0.6","0.06","","","10","","","","","","2","20","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00039","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00004","","","","3","0","2.455281973","1.235290051","13.97","48.38","3.220726967","5.232435226","5.858050823","62.47229767","1","2","","8","8","10","3","2","","28.87556842","3","5","9.714606285","6","4","5","0.3","","8.6","","","","0.15","","","","","0.25","0.2","","","1.075","0.86","","","80","","1","1.25","","","28.66666667","35.83333333","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00040","","","","","17.1298714","1.859436035","0.761147022","13.97","48.81","6.993166924","9.637987137","2.051304102","57.57024384","","11","14","10","10","10","10","","3","28.62118418","5","5","10.70546722","6","4","4","1.7","0.6","7.4","2.3","9.7","25","0.154545455","0.042857143","0.092","2.5","2.5","1.1","1.1","0.23","0.23","0.74","0.74","44","23.71134021","100","0.658287236","5.666666667","5.666666667","7.666666667","7.666666667","24.66666667","24.66666667","2.194290787","2.194290787","32.33333333","32.33333333"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00041","","","","3","","","","","","","","","","2","1","","5","1","10","1","3","","","5","5","","5","6","6","0.6","","1.8","","","","0.6","","","","","1","0.1","","","1.8","0.18","","","10","","2","20","","","6","60","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00042","","","","3","","","","","","","","","","1","","","","","10","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00043","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00044","","","","3","0","2.363066912","0.991675973","18.18","48.98","1.075948954","1.967093945","3.661391973","68.27140045","1","7","3","5","5","10","4","2","5","37.11719069","3","3","15.34978676","6","4","4","2.3","0.2","3.1","2.5","5.6","10","0.328571429","0.066666667","0.25","2","1","1.4","0.7","0.5","0.25","0.62","0.31","70","44.64285714","50","0.927929767","7.666666667","15.33333333","8.333333333","16.66666667","10.33333333","20.66666667","3.093099224","6.186198448","18.66666667","37.33333333"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00045","","","","3","0","2.113331079","0.998925984","13.97","48.66","1.759811044","3.104562044","4.226348877","65.46765137","1","12","13","8","8","10","7","2","1","28.70941225","3","5","11.7630949","6","3","4","1.5","0.5","6.2","2","8.2","25","0.125","0.038461538","0.08","3.125","2.5","1.5","1.2","0.25","0.2","0.775","0.62","48","24.3902439","80","0.574188245","5","6.25","6.666666667","8.333333333","20.66666667","25.83333333","1.913960817","2.392451021","27.33333333","34.16666667"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00046","","","","5","","","","","","","","","","3","","","","","10","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00047","","","","","","","","","","","","","","","","2","2","1","10","1","","","","5","7","","3","3","8","","0.1","1","","","","","0.05","","","","","","","","1","0.1","","","10","","","","","","3.333333333","33.33333333","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00048","","","","","0","1.812082052","0.863494992","17.81","48.41","1.843291044","3.199717999","3.586477041","68.59946442","","2","","3","1","10","1","","3","36.78991944","5","5","12.87711334","4","6","7","0.3","","1.2","","","","0.15","","","","","2","0.2","","","1.2","0.12","","","10","","1","10","","","4","40","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00049","","","","3","4.1597862","2.171046972","0.968007982","18.97","48.8","1.587146997","2.609211922","4.777943134","67.32967377","1","11","6","5","5","10","4","2","3","38.87295082","5","3","11.36327267","8","3","3","2.4","0.3","17.8","2.7","20.5","17","0.218181818","0.05","0.158823529","3.4","1.7","2.2","1.1","0.54","0.27","3.56","1.78","64.70588235","13.17073171","50","1.049569672","8","16","9","18","59.33333333","118.6666667","3.498565574","6.997131148","68.33333333","136.6666667"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00005","","","","3","","","","","","","","","","1","","","","","10","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00050","","","","3","","","","","","","","","","1","","","","","10","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00051","","","","4","","","","","","","","","","1","","","","","10","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00052","","","","","11.5207558","2.12468791","0.946022987","16.31","48.45","2.589849949","4.096457005","2.733867884","61.10829926","","5","10","10","9","10","7","","2","33.66357069","5","7","18.46903992","8","3","3","0.4","0.3","25.4","0.7","26.1","15","0.08","0.03","0.046666667","1.666666667","1.5","0.555555556","0.5","0.077777778","0.07","2.822222222","2.54","33.33333333","2.681992337","90","0.235644995","1.333333333","1.481481481","2.333333333","2.592592593","84.66666667","94.07407407","0.785483316","0.87275924","87","96.66666667"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00053","","","","3","8.2365532","2.441473007","0.901862025","18.87","48.57","1.73753798","3.004137993","3.792885065","68.34805298","1","7","4","9","9","10","8","3","2","38.85114268","5","7","14.94634914","5","4","4","0.9","0.2","3.8","1.1","4.9","11","0.128571429","0.05","0.1","1.222222222","1.1","0.777777778","0.7","0.122222222","0.11","0.422222222","0.38","63.63636364","22.44897959","90","0.427362569","3","3.333333333","3.666666667","4.074074074","12.66666667","14.07407407","1.424541898","1.582824331","16.33333333","18.14814815"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00054","","","","4","11.4548512","2.068408012","0.918125987","14.71","48.82","3.078588009","4.673514843","2.472393036","56.93637085","2","7","12","10","9","10","7","3","2","30.13109381","5","5","20.53302002","7","5","3","0.5","0.4","23.8","0.9","24.7","19","0.071428571","0.033333333","0.047368421","2.111111111","1.9","0.777777778","0.7","0.1","0.09","2.644444444","2.38","36.84210526","3.643724696","90","0.271179844","1.666666667","1.851851852","3","3.333333333","79.33333333","88.14814815","0.903932814","1.004369794","82.33333333","91.48148148"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00055","","","","3","","","","","","","","","","1","","","","","10","","2","","","","","","3","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00056","","","","3","39.3820724","1.779791951","0.674521983","9.62","48.75","13.70662022","18.66658401","1.745758057","41.95093536","1","8","3","2","2","10","2","2","3","19.73333333","3","5","8.211348534","6","2","4","1.9","0.2","6.4","2.1","8.5","11","0.2375","0.066666667","0.190909091","5.5","1.1","4","0.8","1.05","0.21","3.2","0.64","72.72727273","24.70588235","20","0.4144","6.333333333","31.66666667","7","35","21.33333333","106.6666667","1.381333333","6.906666667","28.33333333","141.6666667"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00057","","","","","8.507679","2.330879927","0.992242992","15.81","48.83","1.789085031","2.917668104","3.898411036","66.14813232","","10","6","10","10","10","10","","2","32.3776367","5","5","12.31155872","8","3","3","1","0.2","27.6","1.2","28.8","16","0.1","0.033333333","0.075","1.6","1.6","1","1","0.12","0.12","2.76","2.76","62.5","4.166666667","100","0.38853164","3.333333333","3.333333333","4","4","92","92","1.295105468","1.295105468","96","96"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00058","","","","3","3.9767342","1.943776011","0.839887977","19.02","48.6","2.158881903","3.236838102","3.330692053","71.36434937","2","4","","3","3","10","2","3","3","39.13580247","5","5","9.375801086","7","3","4","0.6","","6","","","","0.15","","","","","1.333333333","0.4","","","2","0.6","","","30","","2","6.666666667","","","20","66.66666667","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00059","","","","4","3.8110466","1.768504977","0.716511011","16.98","48.69","1.952290058","3.114165068","2.317722082","71.05220032","2","","7","8","7","10","2","3","3","34.8736907","5","7","10.48957157","7","4","4","","0.4","12.4","","","","","0.057142857","","","","","","","","1.771428571","1.24","","","70","","","","","","41.33333333","59.04761905","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00006","","","","3","","","","","","","","","","1","","","","","10","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00060","","","","4","","","","","","","","","","1","","","1","","10","","3","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00061","","","","","3.0862541","2.40258503","1.164546013","16.29","48.71","1.790048003","2.737554073","5.682816982","64.53806305","","20","5","10","10","10","10","","3","33.44282488","3","3","14.41673374","6","4","5","4.6","0.2","7.4","4.8","12.2","25","0.23","0.04","0.192","2.5","2.5","2","2","0.48","0.48","0.74","0.74","80","39.3442623","100","1.605255594","15.33333333","15.33333333","16","16","24.66666667","24.66666667","5.350851981","5.350851981","40.66666667","40.66666667"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00062","","","","","0","1.58188498","0.687505007","18.68","48.99","1.445317984","2.062530041","3.156754971","71.6463623","","12","5","8","7","10","7","","5","38.13023066","5","5","11.75708294","7","4","3","2.5","0.2","14.4","2.7","17.1","17","0.208333333","0.04","0.158823529","2.428571429","1.7","1.714285714","1.2","0.385714286","0.27","2.057142857","1.44","70.58823529","15.78947368","70","1.029516228","8.333333333","11.9047619","9","12.85714286","48","68.57142857","3.431720759","4.902458228","57","81.42857143"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00063","","","","","5.1491146","2.068259954","0.857914984","14.37","48.67","5.959022999","7.852076054","2.233207941","64.15072632","","4","7","10","8","10","7","","5","29.52537497","5","5","7.755865097","7","4","3","0.9","0.4","5.8","1.3","7.1","11","0.225","0.057142857","0.118181818","1.375","1.1","0.5","0.4","0.1625","0.13","0.725","0.58","36.36363636","18.30985915","80","0.383829875","3","3.75","4.333333333","5.416666667","19.33333333","24.16666667","1.279432916","1.599291144","23.66666667","29.58333333"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00064","","","","","8.0672112","1.77731204","0.802285016","17.74","48.99","2.4224751","3.456149101","2.658181906","68.4227066","","","","2","","10","","","3","36.21147173","","","9.729221344","6","4","4","","","7.6","","","","","","","","","","","","","","0.76","","","","","","","","","25.33333333","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00065","","","","3","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00066","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00067","","","","3","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00068","","","","3","7.1971416","2.165884972","0.931604028","18.7","48.69","1.728258967","2.498800039","3.371515036","64.31620026","1","","","7","6","10","","2","","38.40624358","","","13.98560047","","5","","","","4.2","","","","","","","","","","","","","0.7","0.42","","","60","","","","","","14","23.33333333","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00069","","","","4","","","","","","","","","","2","","","","","10","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00007","","","","3","0","1.880321026","0.908008993","16.39","48.38","1.505606055","2.86458993","4.110743999","73.28078461","1","9","7","4","4","10","4","2","3","33.87763539","3","5","9.942682266","6","3","5","1.6","0.4","7.2","2","9.2","16","0.177777778","0.057142857","0.125","4","1.6","2.25","0.9","0.5","0.2","1.8","0.72","56.25","21.73913043","40","0.677552708","5.333333333","13.33333333","6.666666667","16.66666667","24","60","2.258509026","5.646272564","30.66666667","76.66666667"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00070","","","","3","","","","","","","","","","1","","","3","3","10","","3","","","","","","3","6","7","","","1.8","","","","","","","","","","","","","0.6","0.18","","","30","","","","","","6","20","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00071","","","","3","0.0948219","2.096669912","0.987304986","14.4","48.79","1.874348998","3.159349918","4.069768906","63.93218231","1","","","4","4","10","1","2","1","29.51424472","5","7","12.08558559","6","4","5","","","3.8","","","","","","","","","","","","","0.95","0.38","","","40","","","","","","12.66666667","31.66666667","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00072","","","","4","23.6018562","2.164824009","1.016217947","14.76","48.37","3.754782915","5.398289204","4.001925945","59.91701889","2","6","4","4","3","10","3","3","5","30.51478189","3","3","11.54989815","6","5","4","1.7","0.4","3.4","2.1","5.5","10","0.283333333","0.1","0.21","3.333333333","1","2","0.6","0.7","0.21","1.133333333","0.34","60","38.18181818","30","0.64081042","5.666666667","18.88888889","7","23.33333333","11.33333333","37.77777778","2.136034732","7.120115774","18.33333333","61.11111111"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00073","","","","","0","2.123380899","1.023257017","16.11","48.82","1.476729989","2.705091","3.805619955","67.22559357","","13","12","10","10","10","10","","5","32.998771","3","3","13.66103745","7","5","3","3","0.6","8.4","3.6","12","25","0.230769231","0.05","0.144","2.5","2.5","1.3","1.3","0.36","0.36","0.84","0.84","52","30","100","1.187955756","10","10","12","12","28","28","3.959852519","3.959852519","40","40"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00074","","","","","0","2.184600115","1.128136039","18.21","48.68","1.8477","3.025731087","4.639532089","68.5955658","","1","","3","3","10","2","","2","37.40755957","3","5","9.084937096","4","5","7","0.1","","2.2","","","","0.1","","","","","0.333333333","0.1","","","0.733333333","0.22","","","30","","0.333333333","1.111111111","","","7.333333333","24.44444444","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00075","","","","3","6.1607857","2.774034977","1.238059998","16.61","48.74","3.412074089","5.108599186","7.26956892","59.15472031","1","4","3","4","4","10","4","3","3","34.07878539","5","5","11.757761","6","5","5","0.8","0.3","12.2","1.1","13.3","7","0.2","0.1","0.157142857","1.75","0.7","1","0.4","0.275","0.11","3.05","1.22","57.14285714","8.270676692","40","0.374866639","2.666666667","6.666666667","3.666666667","9.166666667","40.66666667","101.6666667","1.249555464","3.123888661","44.33333333","110.8333333"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00076","","","","3","","","","","","","","","","2","","","","","10","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00077","","","","","0","1.823897958","0.902101994","14.36","48.88","4.228429794","6.11647892","3.365456104","59.66483307","","","","1","","10","","","3","29.37806874","","","9.547844887","3","6","7","","","0.1","","","","","","","","","","","","","","0.01","","","","","","","","","0.333333333","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00078","","","","3","20.2709007","2.76347208","1.371129036","12.04","48.95","3.975133896","5.817986012","5.030038834","54.56959534","1","22","12","8","7","10","7","2","2","24.59652707","3","3","17.46675491","7","3","3","3.8","0.5","10.2","4.3","14.5","34","0.172727273","0.041666667","0.126470588","4.857142857","3.4","3.142857143","2.2","0.614285714","0.43","1.457142857","1.02","64.70588235","29.65517241","70","1.057650664","12.66666667","18.0952381","14.33333333","20.47619048","34","48.57142857","3.525502213","5.036431733","48.33333333","69.04761905"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00079","","","","3","0","2.648304939","1.311388969","14.27","48.45","2.378504992","4.249639988","6.359659195","61.86566162","","7","3","7","7","10","6","","4","29.45304438","5","5","11.35409737","7","2","3","2","0.2","15","2.2","17.2","10","0.285714286","0.066666667","0.22","1.428571429","1","1","0.7","0.314285714","0.22","2.142857143","1.5","70","12.79069767","70","0.647966976","6.666666667","9.523809524","7.333333333","10.47619048","50","71.42857143","2.159889921","3.08555703","57.33333333","81.9047619"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00008","","","","4","3.0370026","2.413487911","1.077360034","16.45","48.26","1.244712949","1.735417008","4.316071033","65.48358154","2","3","","1","1","10","1","3","3","34.08619975","3","3","15.84262753","6","2","4","1.1","","1.8","","","","0.366666667","","","","","3","0.3","","","1.8","0.18","","","10","","3.666666667","36.66666667","","","6","60","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00080","","","","4","","","","","","","","","","3","","","","","10","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00081","","","","3","0","2.226598978","1.121520042","15","48.41","2.59079504","4.091184139","5.555746078","63.5472908","1","3","3","3","3","10","3","2","3","30.98533361","5","5","11.98758125","5","3","6","0.4","0.2","7.4","0.6","8","6","0.133333333","0.066666667","0.1","2","0.6","1","0.3","0.2","0.06","2.466666667","0.74","50","7.5","30","0.185912002","1.333333333","4.444444444","2","6.666666667","24.66666667","82.22222222","0.619706672","2.065688907","26.66666667","88.88888889"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00082","","","","","16.8740845","1.713907003","0.682143986","13.68","49.03","7.602937222","10.21553612","2.003874063","57.55770874","","","","9","7","10","","","3","27.90128493","","","9.929779053","6","4","5","","","11.8","","","","","","","","","","","","","1.685714286","1.18","","","70","","","","","","39.33333333","56.19047619","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00083","","","","4","6.0713615","2.279486895","1.004974961","17.26","48.71","1.692180991","2.753201008","4.431079865","61.57963562","","11","9","10","7","10","7","","2","35.43420242","3","3","12.91226673","7","3","3","3","0.5","14","3.5","17.5","20","0.272727273","0.055555556","0.175","2.857142857","2","1.571428571","1.1","0.5","0.35","2","1.4","55","20","70","1.240197085","10","14.28571429","11.66666667","16.66666667","46.66666667","66.66666667","4.133990283","5.905700404","58.33333333","83.33333333"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00084","","","","3","6.585331","1.99674201","0.74229002","19.67","48.72","1.91418004","2.765743971","3.418736935","67.37516022","2","7","7","10","9","10","8","2","3","40.37356322","5","5","11.23139763","8","3","3","0.6","0.3","29.2","0.9","30.1","14","0.085714286","0.042857143","0.064285714","1.555555556","1.4","0.777777778","0.7","0.1","0.09","3.244444444","2.92","50","2.990033223","90","0.363362069","2","2.222222222","3","3.333333333","97.33333333","108.1481481","1.211206897","1.345785441","100.3333333","111.4814815"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00085","","","","3","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00086","","","","3","6.321949","2.166810036","0.958028972","18.93","48.67","1.364366055","2.598057032","4.595431805","70.08495331","2","","","6","6","10","","2","3","38.89459626","","","9.913294792","7","3","3","","","19","","","","","","","","","","","","","3.166666667","1.9","","","60","","","","","","63.33333333","105.5555556","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00087","","","","3","7.7126865","2.020183086","0.945852995","15.07","49.08","2.981771946","4.272677898","2.273708105","66.08791351","3","42","28","10","10","10","10","3","5","30.70497148","3","1","10.92778778","8","3","3","12.6","1.7","29.4","14.3","43.7","70","0.3","0.060714286","0.204285714","7","7","4.2","4.2","1.43","1.43","2.94","2.94","60","32.72311213","100","4.390810921","42","42","47.66666667","47.66666667","98","98","14.6360364","14.6360364","145.6666667","145.6666667"
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00088","","","","3","","","","","","","","","","2","","","3","1","10","","3","","","","","","4","5","6","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","",""
"","","GHP2016KMD-PT01","","","","","","","","","GHP2016KMD-PT01-00089","","","","","0","2.412450075","1.190623045","15.32","48.97","0.832275987","1.98723197","6.258875847","65.03941345","","8","","4","4","10","4","","3","31.28445987","5","3","13.51464367","5","5","5","2.4","","7.4","","","","0.3","","","","","2","0.8","","","1.85","0.74","","","40","","8","20","","","24.66666667","61.66666667","","","",""
