"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00458","","","","0","0","3","2","3","0","6","1","3","0","0","1.68","0","1.68","0","","","","0","0","0","0","0","0","0.84","0.56","","0","66.66666667","0","0","0","0","18.66666667","28","18.66666667","28"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00459","","","","0","0","3","3","3","0","7","1","1","0","0","2.78","0","2.78","0","","","","0","0","0","0","0","0","0.926666667","0.926666667","","0","100","0","0","0","0","30.88888889","30.88888889","30.88888889","30.88888889"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00460","","","","0","0","3","3","3","0","7","1","1","0","0","4.02","0","4.02","0","","","","0","0","0","0","0","0","1.34","1.34","","0","100","0","0","0","0","44.66666667","44.66666667","44.66666667","44.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00461","","","","0","0","","0","3","0","3","5","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00462","","","","2","2","3","1","3","1","6","3","2","0.32","0.16","0.08","0.48","0.56","4","0.16","0.08","0.12","4","1.333333333","2","0.666666667","0.48","0.16","0.08","0.026666667","50","85.71428571","33.33333333","3.555555556","10.66666667","5.333333333","16","0.888888889","2.666666667","6.222222222","18.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00463","","","","1","0","3","3","3","1","7","3","1","0.16","0","2.48","0.16","2.64","1","0.16","","0.16","0.333333333","0.333333333","0.333333333","0.333333333","0.053333333","0.053333333","0.826666667","0.826666667","100","6.060606061","100","1.777777778","1.777777778","1.777777778","1.777777778","27.55555556","27.55555556","29.33333333","29.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00464","","","","2","0","3","2","3","2","7","2","1","0.28","0","2.32","0.28","2.6","2","0.14","","0.14","1","0.666666667","1","0.666666667","0.14","0.093333333","1.16","0.773333333","100","10.76923077","66.66666667","3.111111111","4.666666667","3.111111111","4.666666667","25.77777778","38.66666667","28.88888889","43.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00465","","","","0","0","3","3","3","0","5","3","5","0","0","1.04","0","1.04","0","","","","0","0","0","0","0","0","0.346666667","0.346666667","","0","100","0","0","0","0","11.55555556","11.55555556","11.55555556","11.55555556"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00466","","","","1","2","3","3","3","2","5","2","5","0.14","0.1","0.52","0.24","0.76","3","0.14","0.05","0.08","1","1","0.333333333","0.333333333","0.08","0.08","0.173333333","0.173333333","33.33333333","31.57894737","100","1.555555556","1.555555556","2.666666667","2.666666667","5.777777778","5.777777778","8.444444444","8.444444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00467","","","","0","0","3","3","3","0","6","1","1","0","0","2.64","0","2.64","0","","","","0","0","0","0","0","0","0.88","0.88","","0","100","0","0","0","0","29.33333333","29.33333333","29.33333333","29.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00468","","","","0","0","3","3","3","0","7","3","1","0","0","1.22","0","1.22","0","","","","0","0","0","0","0","0","0.406666667","0.406666667","","0","100","0","0","0","0","13.55555556","13.55555556","13.55555556","13.55555556"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00469","","","","0","0","2","0","3","0","3","3","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00470","","","","0","0","2","0","3","0","5","2","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00471","","","","0","0","3","0","3","0","6","3","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00472","","","","0","0","3","3","3","0","7","3","2","0","0","2.06","0","2.06","0","","","","0","0","0","0","0","0","0.686666667","0.686666667","","0","100","0","0","0","0","22.88888889","22.88888889","22.88888889","22.88888889"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00473","","","","0","0","1","1","3","0","7","3","1","0","0","1.08","0","1.08","0","","","","0","0","0","0","0","0","1.08","0.36","","0","33.33333333","0","0","0","0","12","36","12","36"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00474","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00475","","","","0","0","3","0","3","0","3","3","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00476","","","","0","0","2","2","3","0","5","2","5","0","0","1.56","0","1.56","0","","","","0","0","0","0","0","0","0.78","0.52","","0","66.66666667","0","0","0","0","17.33333333","26","17.33333333","26"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00477","","","","0","0","","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00478","","","","0","0","3","2","3","0","6","3","2","0","0","0.7","0","0.7","0","","","","0","0","0","0","0","0","0.35","0.233333333","","0","66.66666667","0","0","0","0","7.777777778","11.66666667","7.777777778","11.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00501","","","","0","5","3","3","3","3","7","1","1","0","0.16","4","0.16","4.16","5","","0.032","0.032","1.666666667","1.666666667","0","0","0.053333333","0.053333333","1.333333333","1.333333333","0","3.846153846","100","0","0","1.777777778","1.777777778","44.44444444","44.44444444","46.22222222","46.22222222"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00502","","","","0","0","2","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00503","","","","0","0","1","0","3","0","7","1","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00504","","","","0","","3","3","3","3","7","1","1","0","","9.36","","","","","","","","","0","0","","","3.12","3.12","","","100","0","0","","","104","104","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00505","","","","0","0","3","2","3","0","7","1","1","0","0","0.92","0","0.92","0","","","","0","0","0","0","0","0","0.46","0.306666667","","0","66.66666667","0","0","0","0","10.22222222","15.33333333","10.22222222","15.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00506","","","","0","0","3","2","3","0","7","3","3","0","0","3.38","0","3.38","0","","","","0","0","0","0","0","0","1.69","1.126666667","","0","66.66666667","0","0","0","0","37.55555556","56.33333333","37.55555556","56.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00507","","","","0","0","3","3","3","0","7","1","1","0","0","2.12","0","2.12","0","","","","0","0","0","0","0","0","0.706666667","0.706666667","","0","100","0","0","0","0","23.55555556","23.55555556","23.55555556","23.55555556"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00508","","","","0","0","3","2","3","0","8","1","2","0","0","2.58","0","2.58","0","","","","0","0","0","0","0","0","1.29","0.86","","0","66.66666667","0","0","0","0","28.66666667","43","28.66666667","43"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00509","","","","0","0","","0","3","0","7","","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00510","","","","0","0","3","3","3","0","7","1","1","0","0","3.52","0","3.52","0","","","","0","0","0","0","0","0","1.173333333","1.173333333","","0","100","0","0","0","0","39.11111111","39.11111111","39.11111111","39.11111111"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00511","","","","0","0","2","1","3","0","5","5","5","0","0","0.12","0","0.12","0","","","","0","0","0","0","0","0","0.12","0.04","","0","33.33333333","0","0","0","0","1.333333333","4","1.333333333","4"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00512","","","","4","6","3","3","3","3","7","1","1","0.7","0.1","3.52","0.8","4.32","10","0.175","0.016666667","0.08","3.333333333","3.333333333","1.333333333","1.333333333","0.266666667","0.266666667","1.173333333","1.173333333","40","18.51851852","100","7.777777778","7.777777778","8.888888889","8.888888889","39.11111111","39.11111111","48","48"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00513","","","","0","0","3","2","3","0","5","3","5","0","0","0.42","0","0.42","0","","","","0","0","0","0","0","0","0.21","0.14","","0","66.66666667","0","0","0","0","4.666666667","7","4.666666667","7"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00514","","","","0","1","3","3","3","3","7","1","3","0","0.1","2.88","0.1","2.98","1","","0.1","0.1","0.333333333","0.333333333","0","0","0.033333333","0.033333333","0.96","0.96","0","3.355704698","100","0","0","1.111111111","1.111111111","32","32","33.11111111","33.11111111"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00515","","","","4","2","3","2","3","1","7","2","1","0.52","0.02","5.58","0.54","6.12","6","0.13","0.01","0.09","3","2","2","1.333333333","0.27","0.18","2.79","1.86","66.66666667","8.823529412","66.66666667","5.777777778","8.666666667","6","9","62","93","68","102"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00516","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00517","","","","0","0","1","0","3","0","","2","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00518","","","","1","0","2","2","3","1","5","3","3","0.14","0","2.02","0.14","2.16","1","0.14","","0.14","0.5","0.333333333","0.5","0.333333333","0.07","0.046666667","1.01","0.673333333","100","6.481481481","66.66666667","1.555555556","2.333333333","1.555555556","2.333333333","22.44444444","33.66666667","24","36"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00519","","","","0","0","1","0","3","0","5","3","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00520","","","","5","0","3","3","3","3","6","1","1","1.58","0","3.1","1.58","4.68","5","0.316","","0.316","1.666666667","1.666666667","1.666666667","1.666666667","0.526666667","0.526666667","1.033333333","1.033333333","100","33.76068376","100","17.55555556","17.55555556","17.55555556","17.55555556","34.44444444","34.44444444","52","52"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00521","","","","1","0","3","2","3","1","6","1","2","0.28","0","3.1","0.28","3.38","1","0.28","","0.28","0.5","0.333333333","0.5","0.333333333","0.14","0.093333333","1.55","1.033333333","100","8.284023669","66.66666667","3.111111111","4.666666667","3.111111111","4.666666667","34.44444444","51.66666667","37.55555556","56.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00522","","","","0","0","2","0","3","0","3","3","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00523","","","","3","1","3","2","3","1","7","2","2","0.48","0.1","1.5","0.58","2.08","4","0.16","0.1","0.145","2","1.333333333","1.5","1","0.29","0.193333333","0.75","0.5","75","27.88461538","66.66666667","5.333333333","8","6.444444444","9.666666667","16.66666667","25","23.11111111","34.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00524","","","","0","0","3","0","3","0","5","1","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00525","","","","10","4","3","3","3","3","7","7","3","","0.2","1.92","","","14","","0.05","","4.666666667","4.666666667","3.333333333","3.333333333","","","0.64","0.64","71.42857143","","100","","","","","21.33333333","21.33333333","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00526","","","","0","0","3","2","3","0","7","5","1","0","0","3.24","0","3.24","0","","","","0","0","0","0","0","0","1.62","1.08","","0","66.66666667","0","0","0","0","36","54","36","54"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00527","","","","0","0","1","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00528","","","","0","0","3","0","3","0","7","3","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00529","","","","2","0","3","3","3","1","7","3","1","0.32","0","2.4","0.32","2.72","2","0.16","","0.16","0.666666667","0.666666667","0.666666667","0.666666667","0.106666667","0.106666667","0.8","0.8","100","11.76470588","100","3.555555556","3.555555556","3.555555556","3.555555556","26.66666667","26.66666667","30.22222222","30.22222222"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00530","","","","0","0","3","3","3","0","7","2","3","0","0","5.1","0","5.1","0","","","","0","0","0","0","0","0","1.7","1.7","","0","100","0","0","0","0","56.66666667","56.66666667","56.66666667","56.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00531","","","","0","0","3","3","3","0","7","1","1","0","0","3.96","0","3.96","0","","","","0","0","0","0","0","0","1.32","1.32","","0","100","0","0","0","0","44","44","44","44"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00532","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00533","","","","0","0","2","2","3","0","7","1","1","0","0","1.58","0","1.58","0","","","","0","0","0","0","0","0","0.79","0.526666667","","0","66.66666667","0","0","0","0","17.55555556","26.33333333","17.55555556","26.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00534","","","","0","","1","3","3","3","7","1","1","0","","2.36","","","","","","","","","0","0","","","0.786666667","0.786666667","","","100","0","0","","","26.22222222","26.22222222","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00535","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00536","","","","0","","2","3","3","3","8","1","1","0","","4.36","","","","","","","","","0","0","","","1.453333333","1.453333333","","","100","0","0","","","48.44444444","48.44444444","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00537","","","","0","0","1","0","3","0","","7","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00538","","","","0","0","2","0","3","0","","1","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00539","","","","0","0","1","0","3","0","2","5","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00540","","","","0","0","3","0","3","0","5","5","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00541","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00542","","","","0","","3","2","3","2","6","1","1","0","","2.38","","","","","","","","","0","0","","","1.19","0.793333333","","","66.66666667","0","0","","","26.44444444","39.66666667","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00543","","","","0","0","2","0","3","0","3","2","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00544","","","","0","0","3","3","3","0","7","2","1","0","0","0.58","0","0.58","0","","","","0","0","0","0","0","0","0.193333333","0.193333333","","0","100","0","0","0","0","6.444444444","6.444444444","6.444444444","6.444444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00545","","","","2","1","3","3","3","1","6","2","3","0.2","0.08","0.7","0.28","0.98","3","0.1","0.08","0.093333333","1","1","0.666666667","0.666666667","0.093333333","0.093333333","0.233333333","0.233333333","66.66666667","28.57142857","100","2.222222222","2.222222222","3.111111111","3.111111111","7.777777778","7.777777778","10.88888889","10.88888889"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00546","","","","0","0","2","0","3","0","6","2","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
