"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00061","","","","2","22","3","50.52","1","10","10","10","10","11","6","3","6","1","4","3","1","6","4","5","0.8","0.2","3.5","1","4.5","17","0.072727273","0.033333333","0.058823529","1.7","1.7","1.1","1.1","0.1","0.1","0.35","0.35","64.70588235","22.22222222","100","43.54711006","0.435471101","2.666666667","2.666666667","3.333333333","3.333333333","11.66666667","11.66666667","1.451570335","1.451570335","15","15"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00062","","","","3","19.72","1","50.29","1","10","10","10","10","17","9","5","8","1","5","5","1","5","5","5","1.9","0.3","1.9","2.2","4.1","26","0.111764706","0.033333333","0.084615385","2.6","2.6","1.7","1.7","0.22","0.22","0.19","0.19","65.38461538","53.65853659","100","39.21256711","0.862676476","6.333333333","6.333333333","7.333333333","7.333333333","6.333333333","6.333333333","2.875588255","2.875588255","13.66666667","13.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00063","","","","1","14.86","2","50.33","2","10","10","10","10","18","20","6","4","2","6","9","2","5","4","6","3","0.6","2.9","3.6","6.5","38","0.166666667","0.03","0.094736842","3.8","3.8","1.8","1.8","0.36","0.36","0.29","0.29","47.36842105","55.38461538","100","29.52513411","1.062904828","10","10","12","12","9.666666667","9.666666667","3.543016094","3.543016094","21.66666667","21.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00064","","","","","","","","","10","10","8","0","0","0","","","","","","","6","5","4","0","0","7","0","7","0","","","","0","0","0","0","0","0","0.875","0.7","","0","80","","","0","0","0","0","23.33333333","29.16666667","","","23.33333333","29.16666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00065","","","","1","18.18","2","50.62","1","10","10","10","5","5","8","3","3","1","5","4","3","6","3","6","0.4","0.1","3.7","0.5","4.2","13","0.08","0.0125","0.038461538","1.3","1.3","0.5","0.5","0.05","0.05","0.37","0.37","38.46153846","11.9047619","100","35.91465824","0.179573291","1.333333333","1.333333333","1.666666667","1.666666667","12.33333333","12.33333333","0.598577637","0.598577637","14","14"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00066","","","","1","17.9","2","50.88","1","10","10","7","7","11","5","5","5","1","5","5","3","5","4","6","1.4","0.1","2.8","1.5","4.3","16","0.127272727","0.02","0.09375","2.285714286","1.6","1.571428571","1.1","0.214285714","0.15","0.4","0.28","68.75","34.88372093","70","35.18081761","0.527712264","4.666666667","6.666666667","5","7.142857143","9.333333333","13.33333333","1.759040881","2.512915544","14.33333333","20.47619048"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00067","","","","2","","","","1","10","9","9","9","5","13","","","1","6","6","","5","3","5","1.4","0.3","5.4","1.7","7.1","18","0.28","0.023076923","0.094444444","2","1.8","0.555555556","0.5","0.188888889","0.17","0.6","0.54","27.77777778","23.94366197","90","","","4.666666667","5.185185185","5.666666667","6.296296296","18","20","","","23.66666667","26.2962963"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00068","","","","2","","","","1","10","2","1","1","3","3","","","1","6","5","","3","3","7","0.4","0.1","1.5","0.5","2","6","0.133333333","0.033333333","0.083333333","6","0.6","3","0.3","0.5","0.05","1.5","0.15","50","25","10","","","1.333333333","13.33333333","1.666666667","16.66666667","5","50","","","6.666666667","66.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00069","","","","3","","","","1","10","10","10","8","6","12","","","2","4","4","","6","6","6","0.4","0.4","4.5","0.8","5.3","18","0.066666667","0.033333333","0.044444444","1.8","1.8","0.6","0.6","0.08","0.08","0.45","0.45","33.33333333","15.09433962","100","","","1.333333333","1.333333333","2.666666667","2.666666667","15","15","","","17.66666667","17.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00007","","","","2","16","1","50.8","1","10","10","10","9","13","12","6","5","1","5","5","1","5","5","6","2.1","0.6","4.6","2.7","7.3","25","0.161538462","0.05","0.108","2.5","2.5","1.3","1.3","0.27","0.27","0.46","0.46","52","36.98630137","100","31.49606299","0.850393701","7","7","9","9","15.33333333","15.33333333","2.834645669","2.834645669","24.33333333","24.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00070","","","","2","18.52","4","50.27","1","10","10","10","10","19","21","3","8","1","6","7","3","6","4","5","3","0.5","7.4","3.5","10.9","40","0.157894737","0.023809524","0.0875","4","4","1.9","1.9","0.35","0.35","0.74","0.74","47.5","32.11009174","100","36.84105829","1.28943704","10","10","11.66666667","11.66666667","24.66666667","24.66666667","4.298123467","4.298123467","36.33333333","36.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00071","","","","2","21.26","1","50.49","1","10","10","9","8","9","14","5","8","1","6","6","1","7","4","4","1.2","0.9","15.5","2.1","17.6","23","0.133333333","0.064285714","0.091304348","2.555555556","2.3","1","0.9","0.233333333","0.21","1.722222222","1.55","39.13043478","11.93181818","90","42.10734799","0.884254308","4","4.444444444","7","7.777777778","51.66666667","57.40740741","2.947514359","3.275015955","58.66666667","65.18518519"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00072","","","","2","20.21","2","50.8","1","10","9","6","5","12","3","5","1","1","7","6","3","6","4","4","1.8","0.1","5.4","1.9","7.3","15","0.15","0.033333333","0.126666667","2.5","1.5","2","1.2","0.316666667","0.19","0.9","0.54","80","26.02739726","60","39.78346457","0.755885827","6","10","6.333333333","10.55555556","18","30","2.519619423","4.199365704","24.33333333","40.55555556"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00073","","","","1","15.96","1","50.78","1","10","10","10","10","13","18","6","5","1","7","6","1","5","6","7","2.2","0.7","4.4","2.9","7.3","31","0.169230769","0.038888889","0.093548387","3.1","3.1","1.3","1.3","0.29","0.29","0.44","0.44","41.93548387","39.7260274","100","31.42969673","0.911461205","7.333333333","7.333333333","9.666666667","9.666666667","14.66666667","14.66666667","3.038204017","3.038204017","24.33333333","24.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00074","","","","2","18.08","2","50.21","1","10","9","9","4","2","22","6","3","1","4","3","3","6","3","4","0.2","0.6","18.5","0.8","19.3","24","0.1","0.027272727","0.033333333","2.666666667","2.4","0.222222222","0.2","0.088888889","0.08","2.055555556","1.85","8.333333333","4.14507772","90","36.00876319","0.288070106","0.666666667","0.740740741","2.666666667","2.962962963","61.66666667","68.51851852","0.960233685","1.066926317","64.33333333","71.48148148"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00075","","","","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00076","","","","2","20.89","1","50.84","1","10","10","9","9","13","12","4","1","1","5","5","1","6","4","5","1.5","0.5","12.8","2","14.8","25","0.115384615","0.041666667","0.08","2.777777778","2.5","1.444444444","1.3","0.222222222","0.2","1.422222222","1.28","52","13.51351351","90","41.08969315","0.821793863","5","5.555555556","6.666666667","7.407407407","42.66666667","47.40740741","2.739312877","3.043680974","49.33333333","54.81481481"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00077","","","","3","16.85","3","50.58","1","10","10","9","8","16","6","4","6","3","7","8","4","4","6","7","4.7","0.3","4.5","5","9.5","22","0.29375","0.05","0.227272727","2.444444444","2.2","1.777777778","1.6","0.555555556","0.5","0.5","0.45","72.72727273","52.63157895","90","33.31356267","1.665678134","15.66666667","17.40740741","16.66666667","18.51851852","15","16.66666667","5.552260445","6.169178273","31.66666667","35.18518519"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00078","","","","2","17.58","3","50.95","1","10","9","9","9","9","9","6","1","2","7","8","4","7","3","4","2.2","0.4","10.6","2.6","13.2","18","0.244444444","0.044444444","0.144444444","2","1.8","1","0.9","0.288888889","0.26","1.177777778","1.06","50","19.6969697","90","34.50441609","0.897114818","7.333333333","8.148148148","8.666666667","9.62962963","35.33333333","39.25925926","2.990382728","3.322647476","44","48.88888889"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00079","","","","3","17.68","3","50.46","1","10","10","10","10","18","16","4","7","3","7","7","4","6","4","5","2.9","0.6","5.4","3.5","8.9","34","0.161111111","0.0375","0.102941176","3.4","3.4","1.8","1.8","0.35","0.35","0.54","0.54","52.94117647","39.3258427","100","35.03765359","1.226317876","9.666666667","9.666666667","11.66666667","11.66666667","18","18","4.087726252","4.087726252","29.66666667","29.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00008","","","","1","15.9","3","50.6","1","10","6","6","6","16","5","5","6","1","5","8","2","4","4","6","4.5","0.2","4.4","4.7","9.1","21","0.28125","0.04","0.223809524","3.5","2.1","2.666666667","1.6","0.783333333","0.47","0.733333333","0.44","76.19047619","51.64835165","60","31.4229249","1.47687747","15","25","15.66666667","26.11111111","14.66666667","24.44444444","4.922924901","8.204874835","30.33333333","50.55555556"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00080","","","","3","17.78","1","50.73","1","10","10","10","6","4","10","6","1","3","4","4","1","5","4","5","0.4","0.3","7.5","0.7","8.2","14","0.1","0.03","0.05","1.4","1.4","0.4","0.4","0.07","0.07","0.75","0.75","28.57142857","8.536585366","100","35.04829489","0.245338064","1.333333333","1.333333333","2.333333333","2.333333333","25","25","0.817793548","0.817793548","27.33333333","27.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00081","","","","2","20.1","1","50.59","1","10","9","9","9","8","8","3","8","1","7","7","1","6","3","6","2.3","0.1","3.6","2.4","6","16","0.2875","0.0125","0.15","1.777777778","1.6","0.888888889","0.8","0.266666667","0.24","0.4","0.36","50","40","90","39.73117217","0.953548132","7.666666667","8.518518519","8","8.888888889","12","13.33333333","3.178493773","3.531659748","20","22.22222222"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00082","","","","3","19.48","1","50.57","1","10","10","10","9","10","13","5","3","4","7","6","1","6","4","4","1.5","0.5","7.8","2","9.8","23","0.15","0.038461538","0.086956522","2.3","2.3","1","1","0.2","0.2","0.78","0.78","43.47826087","20.40816327","100","38.52086217","0.770417243","5","5","6.666666667","6.666666667","26","26","2.568057478","2.568057478","32.66666667","32.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00083","","","","2","","1","","1","10","9","8","8","10","10","1","3","2","7","6","1","6","4","5","0.9","0.2","5.5","1.1","6.6","20","0.09","0.02","0.055","2.5","2","1.25","1","0.1375","0.11","0.6875","0.55","50","16.66666667","80","","","3","3.75","3.666666667","4.583333333","18.33333333","22.91666667","","","22","27.5"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00084","","","","2","20.03","1","50.84","1","10","9","9","9","11","12","5","8","2","7","6","1","5","3","6","1.6","0.3","4.8","1.9","6.7","23","0.145454545","0.025","0.082608696","2.555555556","2.3","1.222222222","1.1","0.211111111","0.19","0.533333333","0.48","47.82608696","28.35820896","90","39.39811172","0.748564123","5.333333333","5.925925926","6.333333333","7.037037037","16","17.77777778","2.495213742","2.772459714","22.33333333","24.81481481"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00085","","","","4","17.71","1","50.29","1","10","8","4","3","7","4","4","9","3","6","8","1","5","6","6","2.1","0.1","1.3","2.2","3.5","11","0.3","0.025","0.2","2.75","1.1","1.75","0.7","0.55","0.22","0.325","0.13","63.63636364","62.85714286","40","35.21574866","0.77474647","7","17.5","7.333333333","18.33333333","4.333333333","10.83333333","2.582488235","6.456220587","11.66666667","29.16666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00086","","","","3","15.25","2","40.72","1","10","10","10","7","11","9","3","3","2","5","4","3","6","3","6","1","0.2","9.2","1.2","10.4","20","0.090909091","0.022222222","0.06","2","2","1.1","1.1","0.12","0.12","0.92","0.92","55","11.53846154","100","37.45088409","0.449410609","3.333333333","3.333333333","4","4","30.66666667","30.66666667","1.498035363","1.498035363","34.66666667","34.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00087","","","","3","19.21","1","50.72","1","10","10","10","10","4","10","5","3","2","4","4","1","6","3","6","0.4","0.2","4.4","0.6","5","14","0.1","0.02","0.042857143","1.4","1.4","0.4","0.4","0.06","0.06","0.44","0.44","28.57142857","12","100","37.87460568","0.227247634","1.333333333","1.333333333","2","2","14.66666667","14.66666667","0.757492114","0.757492114","16.66666667","16.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00088","","","","3","20.23","1","50.55","1","10","10","10","9","19","9","5","8","2","6","6","1","5","5","7","2.2","0.2","3.1","2.4","5.5","28","0.115789474","0.022222222","0.085714286","2.8","2.8","1.9","1.9","0.24","0.24","0.31","0.31","67.85714286","43.63636364","100","40.01978239","0.960474777","7.333333333","7.333333333","8","8","10.33333333","10.33333333","3.201582591","3.201582591","18.33333333","18.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00089","","","","3","","","","1","10","9","8","2","0","2","","","1","3","2","","6","4","6","0","0.1","5.9","0.1","6","2","","0.05","0.05","0.25","0.2","0","0","0.0125","0.01","0.7375","0.59","0","1.666666667","80","","","0","0","0.333333333","0.416666667","19.66666667","24.58333333","","","20","25"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00009","","","","2","","","","1","10","10","10","7","4","8","","","1","5","5","","4","6","6","2.1","0.2","3.5","2.3","5.8","12","0.525","0.025","0.191666667","1.2","1.2","0.4","0.4","0.23","0.23","0.35","0.35","33.33333333","39.65517241","100","","","7","7","7.666666667","7.666666667","11.66666667","11.66666667","","","19.33333333","19.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00090","","","","2","19.41","3","50.64","1","10","10","8","8","7","16","5","6","1","6","5","4","5","5","6","0.8","0.6","2.7","1.4","4.1","23","0.114285714","0.0375","0.060869565","2.875","2.3","0.875","0.7","0.175","0.14","0.3375","0.27","30.43478261","34.14634146","80","38.32938389","0.536611374","2.666666667","3.333333333","4.666666667","5.833333333","9","11.25","1.788704581","2.235880727","13.66666667","17.08333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00091","","","","3","15.72","3","50.41","1","10","10","10","10","18","11","5","3","3","7","7","4","6","3","6","3.8","0.6","8.9","4.4","13.3","29","0.211111111","0.054545455","0.151724138","2.9","2.9","1.8","1.8","0.44","0.44","0.89","0.89","62.06896552","33.08270677","100","31.18428883","1.372108709","12.66666667","12.66666667","14.66666667","14.66666667","29.66666667","29.66666667","4.573695695","4.573695695","44.33333333","44.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00092","","","","3","20.6","1","50.3","1","10","10","10","8","5","11","5","3","2","6","5","1","5","4","7","0.7","0.5","4.5","1.2","5.7","16","0.14","0.045454545","0.075","1.6","1.6","0.5","0.5","0.12","0.12","0.45","0.45","31.25","21.05263158","100","40.95427435","0.491451292","2.333333333","2.333333333","4","4","15","15","1.638170974","1.638170974","19","19"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00093","","","","3","19.23","3","50.98","1","10","10","10","5","5","4","5","3","2","6","5","2","5","5","6","0.7","0.1","2.8","0.8","3.6","9","0.14","0.025","0.088888889","0.9","0.9","0.5","0.5","0.08","0.08","0.28","0.28","55.55555556","22.22222222","100","37.72067477","0.301765398","2.333333333","2.333333333","2.666666667","2.666666667","9.333333333","9.333333333","1.005884661","1.005884661","12","12"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00094","","","","2","17.94","3","39.13","1","10","10","10","9","5","4","3","9","1","5","5","1","7","4","5","0.6","0.2","9.8","0.8","10.6","9","0.12","0.05","0.088888889","0.9","0.9","0.5","0.5","0.08","0.08","0.98","0.98","55.55555556","7.547169811","100","45.84717608","0.366777409","2","2","2.666666667","2.666666667","32.66666667","32.66666667","1.222591362","1.222591362","35.33333333","35.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00095","","","","2","17.68","1","40.5","1","10","9","9","9","23","16","4","6","2","7","7","1","8","3","3","3.3","0.6","10.4","3.9","14.3","39","0.143478261","0.0375","0.1","4.333333333","3.9","2.555555556","2.3","0.433333333","0.39","1.155555556","1.04","58.97435897","27.27272727","90","43.65432099","1.702518519","11","12.22222222","13","14.44444444","34.66666667","38.51851852","5.675061728","6.305624143","47.66666667","52.96296296"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00096","","","","2","22.12","1","50.86","1","10","10","9","9","15","40","5","8","2","6","5","1","7","4","4","2.1","1.6","8.5","3.7","12.2","55","0.14","0.04","0.067272727","6.111111111","5.5","1.666666667","1.5","0.411111111","0.37","0.944444444","0.85","27.27272727","30.32786885","90","43.49193866","1.60920173","7","7.777777778","12.33333333","13.7037037","28.33333333","31.48148148","5.364005767","5.960006408","40.66666667","45.18518519"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00097","","","","2","19.32","1","50.31","1","10","10","10","10","17","20","5","1","2","8","8","1","6","3","4","5.4","0.7","4.8","6.1","10.9","37","0.317647059","0.035","0.164864865","3.7","3.7","1.7","1.7","0.61","0.61","0.48","0.48","45.94594595","55.96330275","100","38.40190817","2.342516398","18","18","20.33333333","20.33333333","16","16","7.808387994","7.808387994","36.33333333","36.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00098","","","","2","","","","1","10","10","10","10","23","22","","","2","7","6","1","7","3","4","3.7","0.6","10","4.3","14.3","45","0.160869565","0.027272727","0.095555556","4.5","4.5","2.3","2.3","0.43","0.43","1","1","51.11111111","30.06993007","100","","","12.33333333","12.33333333","14.33333333","14.33333333","33.33333333","33.33333333","","","47.66666667","47.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00099","","","","2","23.64","1","50.21","1","10","10","10","10","8","22","4","1","1","6","6","1","5","4","6","2","0.8","8.8","2.8","11.6","30","0.25","0.036363636","0.093333333","3","3","0.8","0.8","0.28","0.28","0.88","0.88","26.66666667","24.13793103","100","47.08225453","1.318303127","6.666666667","6.666666667","9.333333333","9.333333333","29.33333333","29.33333333","4.394343756","4.394343756","38.66666667","38.66666667"
