"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001046","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001048","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of maltose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001052","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of starch in dry weight basis in boiled storage roots measuring percentage|CO_331:2000027","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001050","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Virus symptoms estimating 1-9|CO_331:0000193","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00046","","","","3","0","1.233463","0.719209","16.72","49.92","","0.656552","","2.963397","","3","30","28","28","28","107","24","6","4","1.276585","3","","78.6129303","","33.49358974","3","1","","15.6239634","3","38.5","1.4","30","39.9","69.9","131","0.359813084","0.058333333","0.304580153","4.678571429","3.821428571","1.425","1.071428571","81.67938931","57.08154506","13.36394231","45.83333333","47.5","35.71428571","15.90945513","83.21428571","4.366666667","3.566666667","1.33","1","93.33333333","42.77777778","44.33333333","33.33333333","14.84882479","77.66666667"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00047","","","","5","8.3318138","1.630348","0.751855","15.06","50.53","0.337185","1.423218","3.484534","3.694849","11.1060524","1","30","30","28","28","109","40","6","7","1.469099","1","51.5272331","71.3548431","","29.80407679","5","1","23.3552551","14.4246712","3","28.5","2.1","22","30.6","52.6","149","0.26146789","0.0525","0.205369128","5.321428571","3.892857143","1.092857143","0.785714286","73.15436242","58.17490494","9.120047497","33.92857143","36.42857143","26.19047619","10.8571994","62.61904762","4.966666667","3.633333333","1.02","0.733333333","93.33333333","31.66666667","34","24.44444444","10.13338611","58.44444444"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00048","","","","3","0","1.960989","0.955661","17.64","50.06","0","0","4.2357631","2.835691","20.935133","1","30","16","15","15","44","15","9","9","2.219883","2","53.9545326","75.5691528","","35.23771474","2","3","11.5730591","18.5918198","5","11.2","1.5","10","12.7","22.7","59","0.254545455","0.1","0.215254237","3.933333333","2.933333333","0.846666667","0.666666667","74.57627119","55.94713656","4.475189772","24.88888889","28.22222222","22.22222222","9.944866161","50.44444444","1.966666667","1.466666667","0.423333333","0.333333333","50","12.44444444","14.11111111","11.11111111","4.97243308","25.22222222"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00049","","","","1","0","1.001224","0.686538","19.58","50.5","2.0845029","0.014751","3.809109","2.0857811","20.7231216","1","30","30","27","27","55","19","1","8","1.233328","1","51.687645","79.7777023","","38.77227723","2","1","20.5553818","13.695116","2","17.2","1.2","36","18.4","54.4","74","0.312727273","0.063157895","0.248648649","2.740740741","2.037037037","0.681481481","1.333333333","74.32432432","33.82352941","7.13409901","21.2345679","22.71604938","44.44444444","8.807529642","67.16049383","2.466666667","1.833333333","0.613333333","1.2","90","19.11111111","20.44444444","40","7.926776678","60.44444444"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00005","","","","3","0","1.4857841","0.642565","16.36","49.91","0.293337","0.101085","2.297785","1.866569","13.0922966","3","30","30","28","28","54","26","5","2","2.417377","2","54.918869","74.6114578","3","32.7790022","5","3","18.2409439","17.0888004","1","16","2.32","23","18.32","41.32","80","0.296296296","0.089230769","0.229","2.857142857","1.928571429","0.654285714","0.821428571","67.5","44.33688287","6.005113204","19.04761905","21.80952381","27.38095238","7.14894429","49.19047619","2.666666667","1.8","0.610666667","0.766666667","93.33333333","17.77777778","20.35555556","25.55555556","6.672348004","45.91111111"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00050","","","","1","0","1.061065","0.533625","17.24","50.18","1.209681","1.768084","3.4764199","3.756633","15.6117268","1","30","29","28","28","61","27","1","2","0.709856","1","57.3580704","76.869606","","34.35631726","1","3","16.617012","9.3399811","3","14.7","1","20","15.7","35.7","88","0.240983607","0.037037037","0.178409091","3.142857143","2.178571429","0.560714286","0.714285714","69.31818182","43.97759104","5.393941809","17.5","18.69047619","23.80952381","6.421359297","42.5","2.933333333","2.033333333","0.523333333","0.666666667","93.33333333","16.33333333","17.44444444","22.22222222","5.993268677","39.66666667"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00051","","","","1","33.4937134","1.73713","0.833328","11.98","50.03","1.4159549","3.5710249","5.5283298","6.1444001","9.6088696","1","30","28","28","28","82","34","7","6","1.078318","1","47.3595238","60.3175049","","23.94563262","2","3","25.4522171","18.0860195","3","21.5","1.4","22","22.9","44.9","116","0.262195122","0.041176471","0.197413793","4.142857143","2.928571429","0.817857143","0.785714286","70.68965517","51.00222717","5.48354987","25.5952381","27.26190476","26.19047619","6.52803556","53.45238095","3.866666667","2.733333333","0.763333333","0.733333333","93.33333333","23.88888889","25.44444444","24.44444444","6.092833189","49.88888889"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00052","","","","3","0","1.053607","0.531545","18.96","50.29","0.439354","0.254736","2.5822661","1.942844","16.632164","3","30","24","24","24","38","10","5","8","1.4657151","1","59.856617","79.9343262","","37.70133227","4","1","18.6568298","12.5200911","3","12.4","0.6","27","13","40","48","0.326315789","0.06","0.270833333","2","1.583333333","0.541666667","1.125","79.16666667","32.5","4.901173195","17.22222222","18.05555556","37.5","6.807184994","55.55555556","1.6","1.266666667","0.433333333","0.9","80","13.77777778","14.44444444","30","5.445747995","44.44444444"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00053","","","","1","0","1.310712","0.653934","15.98","50.46","0.194031","0.945287","2.869643","2.810256","21.8006153","1","30","27","23","23","68","11","1","7","1.2229249","1","54.5408058","75.8505936","","31.66864843","2","1","22.7160797","11.5358791","1","43.4","0.6","40","44","84","79","0.638235294","0.054545455","0.556962025","3.434782609","2.956521739","1.913043478","1.739130435","86.07594937","52.38095238","13.93420531","62.89855072","63.76811594","57.97101449","20.19450045","121.7391304","2.633333333","2.266666667","1.466666667","1.333333333","76.66666667","48.22222222","48.88888889","44.44444444","15.48245035","93.33333333"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00054","","","","3","0","1.498469","0.723031","18.61","50.04","0.298153","0","3.1388299","1.412902","13.2612782","3","30","12","8","1","4","0","5","3","2.244396","1","52.4790421","77.8849716","","37.1902478","3","5","23.5653229","12.8642683","4","0.7","0","7","0.7","7.7","4","0.175","","0.175","0.5","0.5","0.0875","0.875","100","9.090909091","0.260331735","2.916666667","2.916666667","29.16666667","1.084715561","32.08333333","0.133333333","0.133333333","0.023333333","0.233333333","26.66666667","0.777777778","0.777777778","7.777777778","0.289257483","8.555555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00055","","","","5","9.8377914","1.7510231","0.904171","14.23","50.26","0.660168","1.09834","3.672863","2.8092489","15.3696918","1","30","28","28","28","71","25","6","3","1.027422","1","49.5237656","71.6612244","","28.31277358","1","3","25.2463913","13.370718","2","11.6","1","27","12.6","39.6","96","0.163380282","0.04","0.13125","3.428571429","2.535714286","0.45","0.964285714","73.95833333","31.81818182","3.567409471","13.80952381","15","32.14285714","4.246916037","47.14285714","3.2","2.366666667","0.42","0.9","93.33333333","12.88888889","14","30","3.963788301","44"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00056","","","","5","0","1.383657","0.672717","16.77","49.98","0.721851","1.666719","2.656527","3.3815701","26.3501778","1","30","30","30","30","48","29","4","6","1.496119","3","53.3983078","76.2458496","","33.55342137","4","3","22.628212","9.9630651","3","6.8","1.4","51","8.2","59.2","77","0.141666667","0.048275862","0.106493506","2.566666667","1.6","0.273333333","1.7","62.33766234","13.85135135","2.751380552","7.555555556","9.111111111","56.66666667","3.057089502","65.77777778","2.566666667","1.6","0.273333333","1.7","100","7.555555556","9.111111111","56.66666667","3.057089502","65.77777778"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00057","","","","1","0","1.284331","0.586081","19.27","49.43","1.370512","0","2.8521049","1.252458","14.6611271","1","30","26","22","22","25","11","3","3","1.350405","2","53.433136","77.6302032","","38.98442242","1","1","20.2268677","15.6839113","3","6","0.5","30","6.5","36.5","36","0.24","0.045454545","0.180555556","1.636363636","1.136363636","0.295454545","1.363636364","69.44444444","17.80821918","2.533987457","9.090909091","9.848484848","45.45454545","3.839374935","55.3030303","1.2","0.833333333","0.216666667","1","73.33333333","6.666666667","7.222222222","33.33333333","2.815541619","40.55555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00058","","","","3","0","1.3780791","0.560673","17.61","50.46","0.783533","1.206929","2.534194","3.149102","7.913486","1","30","30","28","9","20","5","6","3","1.558466","1","55.8905411","74.6450348","","34.89892985","4","1","17.8718262","12.0634346","4","7.6","0.3","27","7.9","34.9","25","0.38","0.06","0.316","0.892857143","0.714285714","0.282142857","0.964285714","80","22.63610315","2.757015458","9.047619048","9.404761905","32.14285714","3.282161259","41.54761905","0.833333333","0.666666667","0.263333333","0.9","93.33333333","8.444444444","8.777777778","30","3.063350509","38.77777778"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00059","","","","3","0","1.328815","0.700046","20","50.2","1.1295429","0","2.718935","1.872553","20.4152126","3","30","30","23","23","38","12","5","2","1.710163","1","56.3345108","81.4764862","","39.84063745","3","3","19.1724091","12.3439741","3","6.8","1","27","7.8","34.8","50","0.178947368","0.083333333","0.156","2.173913043","1.652173913","0.339130435","1.173913043","76","22.4137931","3.107569721","9.855072464","11.30434783","39.13043478","4.503724234","50.43478261","1.666666667","1.266666667","0.26","0.9","76.66666667","7.555555556","8.666666667","30","3.452855246","38.66666667"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00006","","","","5","44.9297104","1.768602","1.131549","11.05","49.75","0.936275","6.4944391","6.902823","10.0065241","18.9553814","3","30","22","22","20","31","21","8","5","2.6689799","2","41.5398254","61.9307938","3","22.21105528","2","3","27.2478638","6.1548901","6","5","0.7","5","5.7","10.7","52","0.161290323","0.033333333","0.109615385","2.363636364","1.409090909","0.259090909","0.227272727","59.61538462","53.27102804","1.266030151","7.575757576","8.636363636","7.575757576","1.918227501","16.21212121","1.733333333","1.033333333","0.19","0.166666667","73.33333333","5.555555556","6.333333333","5.555555556","1.406700168","11.88888889"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00060","","","","1","0","1.20837","0.556959","19.26","50.12","0.060621","1.50072","2.4836819","3.372479","24.0472889","1","30","26","24","24","50","53","1","8","1.389603","2","55.317791","77.7218323","","38.42777334","3","3","21.6004791","11.4378386","3","9.3","2.4","25","11.7","36.7","103","0.186","0.045283019","0.113592233","4.291666667","2.083333333","0.4875","1.041666667","48.54368932","31.88010899","4.496049481","12.91666667","16.25","34.72222222","6.244513168","50.97222222","3.433333333","1.666666667","0.39","0.833333333","80","10.33333333","13","27.77777778","4.995610535","40.77777778"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00061","","","","3","32.7764435","2.0539529","1.276492","15.13","49.84","0.091349","0","5.3200932","1.1645401","18.0291405","3","30","28","19","19","11","10","8","3","4.4326439","1","46.9375725","71.1393967","","30.35714286","2","5","26.1487579","13.9490461","6","1.4","0.5","7","1.9","8.9","21","0.127272727","0.05","0.09047619","1.105263158","0.578947368","0.1","0.368421053","52.38095238","21.34831461","0.576785714","2.456140351","3.333333333","12.28070175","1.011904762","15.61403509","0.7","0.366666667","0.063333333","0.233333333","63.33333333","1.555555556","2.111111111","7.777777778","0.640873016","9.888888889"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00062","","","","3","0","1.243603","0.685805","16.58","50.25","1.425066","3.218122","3.3321781","5.7485371","21.1981659","1","30","30","30","30","85","33","2","8","1.217592","1","53.2715034","72.260437","","32.99502488","1","3","20.4574432","11.0347853","1","17.9","1.5","14","19.4","33.4","118","0.210588235","0.045454545","0.16440678","3.933333333","2.833333333","0.646666667","0.466666667","72.03389831","58.08383234","6.401034826","19.88888889","21.55555556","15.55555556","7.112260918","37.11111111","3.933333333","2.833333333","0.646666667","0.466666667","100","19.88888889","21.55555556","15.55555556","7.112260918","37.11111111"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00063","","","","1","2.7798862","1.427532","0.669294","16.96","50.34","0.999304","0.237764","2.903347","1.660695","10.17589","1","30","29","25","25","46","18","6","6","1.4978009","1","54.8966408","77.2101669","","33.69090187","1","3","19.1338348","12.670495","4","10","1","27","11","38","64","0.217391304","0.055555556","0.171875","2.56","1.84","0.44","1.08","71.875","28.94736842","3.705999205","13.33333333","14.66666667","36","4.941332274","50.66666667","2.133333333","1.533333333","0.366666667","0.9","83.33333333","11.11111111","12.22222222","30","4.117776895","42.22222222"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00064","","","","1","29.698246","1.63345","0.735129","13.75","50.45","1.570869","2.8334889","5.1955142","4.7802858","9.4048805","1","30","30","30","30","75","76","8","6","1.235491","1","49.7155647","64.934021","","27.25470763","2","3","22.8963242","17.311945","4","15","3","21","18","39","151","0.2","0.039473684","0.119205298","5.033333333","2.5","0.6","0.7","49.66887417","46.15384615","4.905847374","16.66666667","20","23.33333333","5.450941526","43.33333333","5.033333333","2.5","0.6","0.7","100","16.66666667","20","23.33333333","5.450941526","43.33333333"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00065","","","","3","27.1076736","1.561148","0.692522","12.68","49.92","1.531059","5.0628452","5.2921181","7.632473","13.8336182","1","30","30","30","30","120","45","7","6","1.070662","1","49.6100464","62.5197792","","25.40064103","3","1","23.0881882","14.5401897","1","37.4","2.1","28","39.5","67.5","165","0.311666667","0.046666667","0.239393939","5.5","4","1.316666667","0.933333333","72.72727273","58.51851852","10.03325321","41.55555556","43.88888889","31.11111111","11.14805912","75","5.5","4","1.316666667","0.933333333","100","41.55555556","43.88888889","31.11111111","11.14805912","75"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00066","","","","3","33.2359619","1.729077","0.889778","12.58","50.38","0.993837","3.82973","5.4620709","6.4288921","11.5726929","1","30","28","23","23","43","19","7","5","2.000658","","47.9010086","62.6401978","","24.97022628","3","3","25.9616241","15.6284161","4","9.1","1","10","10.1","20.1","62","0.211627907","0.052631579","0.162903226","2.695652174","1.869565217","0.439130435","0.434782609","69.35483871","50.24875622","2.521992854","13.1884058","14.63768116","14.49275362","3.655062108","29.13043478","2.066666667","1.433333333","0.336666667","0.333333333","76.66666667","10.11111111","11.22222222","11.11111111","2.802214283","22.33333333"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00067","","","","3","0","1.4543951","0.710784","18.4","50.39","1.394852","1.676246","3.0142109","3.607702","16.3251095","1","30","30","30","30","36","17","1","6","1.266144","1","56.4944153","73.2582855","","36.51518158","3","1","19.3303604","12.3153505","4","17.1","1.6","30","18.7","48.7","53","0.475","0.094117647","0.352830189","1.766666667","1.2","0.623333333","1","67.9245283","38.39835729","6.828338956","19","20.77777778","33.33333333","7.587043285","54.11111111","1.766666667","1.2","0.623333333","1","100","19","20.77777778","33.33333333","7.587043285","54.11111111"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00068","","","","3","9.502079","1.618947","0.838001","14.47","49.61","0.581703","1.879004","3.931108","4.1590972","14.8817635","1","30","25","19","14","11","19","7","8","2.5135651","1","48.3556747","70.6984024","","29.16750655","4","3","24.0271912","9.7398844","5","2.7","1.1","24","3.8","27.8","30","0.245454545","0.057894737","0.126666667","1.578947368","0.578947368","0.2","1.263157895","36.66666667","13.66906475","1.108365249","4.736842105","6.666666667","42.10526316","1.944500437","48.77192982","1","0.366666667","0.126666667","0.8","63.33333333","3","4.222222222","26.66666667","1.231516943","30.88888889"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00069","","","","3","27.483326","1.419498","0.656814","14.89","50","0.922058","1.710681","5.2239599","3.48386","11.2497463","1","30","27","23","23","45","25","7","3","1.312605","1","49.7808189","73.0614471","","29.78","3","3","23.6640244","13.2934361","6","7.3","1.1","14","8.4","22.4","70","0.162222222","0.044","0.12","3.043478261","1.956521739","0.365217391","0.608695652","64.28571429","37.5","2.50152","10.57971014","12.17391304","20.28985507","3.625391304","32.46376812","2.333333333","1.5","0.28","0.466666667","76.66666667","8.111111111","9.333333333","15.55555556","2.779466667","24.88888889"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00007","","","","3","1.6054649","1.5672981","0.821911","15.14","49.89","0.864534","0.465249","3.1869121","2.11641","11.7495308","1","30","30","30","30","51","37","6","6","1.5801719","1","54.1305809","74.3133011","1","30.34676288","2","3","19.2022171","13.2341471","4","9.5","1.3","13.2","10.8","24","88","0.18627451","0.035135135","0.122727273","2.933333333","1.7","0.36","0.44","57.95454545","45","3.277450391","10.55555556","12","14.66666667","3.641611545","26.66666667","2.933333333","1.7","0.36","0.44","100","10.55555556","12","14.66666667","3.641611545","26.66666667"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00070","","","","3","0","0.816861","0.424679","18.72","50.06","1.28706","0.974501","2.6781149","2.6749859","19.4309788","1","30","30","30","30","94","32","4","5","1.068319","1","57.7789764","81.7155914","","37.39512585","2","1","18.8988953","10.7035465","3","29.7","1.5","22","31.2","53.2","126","0.315957447","0.046875","0.247619048","4.2","3.133333333","1.04","0.733333333","74.6031746","58.64661654","11.66727926","33","34.66666667","24.44444444","12.96364363","59.11111111","4.2","3.133333333","1.04","0.733333333","100","33","34.66666667","24.44444444","12.96364363","59.11111111"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00071","","","","1","0","1.39411","0.596125","19.09","50.12","1.049982","0","2.7173979","1.411283","7.667953","1","30","28","26","26","53","27","5","3","1.951273","1","55.8686333","78.2348099","","38.08858739","2","1","17.7803726","16.0533104","3","13.5","1.8","27","15.3","42.3","80","0.254716981","0.066666667","0.19125","3.076923077","2.038461538","0.588461538","1.038461538","66.25","36.17021277","5.827553871","17.30769231","19.61538462","34.61538462","7.471222911","54.23076923","2.666666667","1.766666667","0.51","0.9","86.66666667","15","17","30","6.475059856","47"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00072","","","","3","","","","","49.74","0.255535","","4.540967","","11.4994259","1","30","22","18","18","69","35","","","","1","49.0224953","","","","4","3","26.4420013","","6","13.1","2","25","15.1","40.1","104","0.189855072","0.057142857","0.145192308","5.777777778","3.833333333","0.838888889","1.388888889","66.34615385","37.65586035","","24.25925926","27.96296296","46.2962963","","74.25925926","3.466666667","2.3","0.503333333","0.833333333","60","14.55555556","16.77777778","27.77777778","","44.55555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00073","","","","3","49.0047951","3.1614161","2.2286241","","","0.521786","0","5.8345671","2.4909029","11.4423904","1","30","30","30","30","102","83","8","6","3.1466899","3","44.865139","53.6839371","","","3","1","29.7777939","27.5925999","4","26.4","4.1","17","30.5","47.5","185","0.258823529","0.04939759","0.164864865","6.166666667","3.4","1.016666667","0.566666667","55.13513514","64.21052632","","29.33333333","33.88888889","18.88888889","","52.77777778","6.166666667","3.4","1.016666667","0.566666667","100","29.33333333","33.88888889","18.88888889","","52.77777778"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00074","","","","3","0","1.548239","0.868528","18.96","49.92","1.609444","0","3.1897421","0.322564","16.9182644","1","30","30","19","4","4","0","1","8","2.124285","1","54.37397","80.002594","","37.98076923","3","3","21.5408096","13.5536032","6","0.5","0","14","0.5","14.5","4","0.125","","0.125","0.210526316","0.210526316","0.026315789","0.736842105","100","3.448275862","0.189903846","0.877192982","0.877192982","24.56140351","0.333164642","25.43859649","0.133333333","0.133333333","0.016666667","0.466666667","63.33333333","0.555555556","0.555555556","15.55555556","0.211004274","16.11111111"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00075","","","","3","","","","","","","","","","","1","30","20","16","16","25","21","","","","1","","","","","2","3","","","6","6.2","1.1","11","7.3","18.3","46","0.248","0.052380952","0.158695652","2.875","1.5625","0.45625","0.6875","54.34782609","39.89071038","","12.91666667","15.20833333","22.91666667","","38.125","1.533333333","0.833333333","0.243333333","0.366666667","53.33333333","6.888888889","8.111111111","12.22222222","","20.33333333"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00076","","","","3","0","1.219323","0.485744","23.71","50.09","0.812037","0.620675","1.813361","2.4461651","6.7158661","1","30","30","28","28","31","22","3","7","1.657463","1","64.4866791","83.8296814","","47.33479736","3","3","16.6952744","11.7283106","3","9.5","2.3","40","11.8","51.8","53","0.306451613","0.104545455","0.222641509","1.892857143","1.107142857","0.421428571","1.428571429","58.49056604","22.77992278","5.585506089","11.30952381","14.04761905","47.61904762","6.649412011","61.66666667","1.766666667","1.033333333","0.393333333","1.333333333","93.33333333","10.55555556","13.11111111","44.44444444","6.206117877","57.55555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00077","","","","5","4.0405674","1.593088","0.88015","17.42","50.05","0.639505","1.553625","2.1670749","4.1777382","22.8401165","1","30","30","23","18","26","20","3","5","2.3106771","1","55.6179733","74.5773544","","34.80519481","3","5","21.5891876","12.2733507","1","6.3","1","35","7.3","42.3","46","0.242307692","0.05","0.158695652","2","1.130434783","0.317391304","1.52173913","56.52173913","17.25768322","2.540779221","9.130434783","10.57971014","50.72463768","3.682288726","61.30434783","1.533333333","0.866666667","0.243333333","1.166666667","76.66666667","7","8.111111111","38.88888889","2.823088023","47"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00078","","","","3","0","1.3097579","0.550594","18.38","50.27","1.148962","0.207577","2.799402","1.59654","9.3135281","3","30","30","30","30","68","22","6","2","2.010864","1","55.1920166","77.5601425","","36.56256216","2","1","18.7568512","13.3686743","1","20.5","1.5","30","22","52","90","0.301470588","0.068181818","0.244444444","3","2.266666667","0.733333333","1","75.55555556","42.30769231","8.043763676","22.77777778","24.44444444","33.33333333","8.937515196","57.77777778","3","2.266666667","0.733333333","1","100","22.77777778","24.44444444","33.33333333","8.937515196","57.77777778"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00079","","","","3","0","1.670199","0.90936","21.1","50.06","1.057158","0","2.0946839","1.46301","15.4375992","1","30","30","27","27","54","30","4","8","2.7639639","1","60.6146278","78.593689","","42.1494207","3","3","17.7637024","14.3152018","3","9.5","2","35","11.5","46.5","84","0.175925926","0.066666667","0.136904762","3.111111111","2","0.425925926","1.296296296","64.28571429","24.7311828","4.84718338","11.72839506","14.19753086","43.20987654","5.984177012","57.40740741","2.8","1.8","0.383333333","1.166666667","90","10.55555556","12.77777778","38.88888889","5.385759311","51.66666667"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00008","","","","5","0","1.172358","0.714468","16.09","50.85","0.227245","0.749784","2.3714049","2.9358921","23.7277412","1","30","30","30","30","68","36","5","3","2.162241","2","55.5353966","76.4206619","4","31.64208456","5","1","22.1905441","16.8343945","3","26.6","1.7","7.5","28.3","35.8","104","0.391176471","0.047222222","0.272115385","3.466666667","2.266666667","0.943333333","0.25","65.38461538","79.05027933","8.954709931","29.55555556","31.44444444","8.333333333","9.949677701","39.77777778","3.466666667","2.266666667","0.943333333","0.25","100","29.55555556","31.44444444","8.333333333","9.949677701","39.77777778"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00080","","","","3","21.0954094","1.909966","0.9852","16.56","49.75","0","0","4.2319689","0.994535","13.773283","1","30","25","23","23","47","29","7","5","3.6426511","2","50.047905","69.5286179","","33.28643216","3","1","25.1590958","19.7632942","4","14.7","2","15","16.7","31.7","76","0.312765957","0.068965517","0.219736842","3.304347826","2.043478261","0.726086957","0.652173913","61.84210526","52.68138801","5.558834171","21.30434783","24.20289855","21.73913043","8.056281407","45.94202899","2.533333333","1.566666667","0.556666667","0.5","76.66666667","16.33333333","18.55555556","16.66666667","6.176482412","35.22222222"
