"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root dry matter content computing percent|CO_331:0000297","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00035","","","","3.9571972","1.72328","0.817095","1.559341","2.5523379","30","26","25","16","6","5","4.341825","70.6334839","43.57058592","13.8725805","5","4","6","3.5","1","2.5","4.5","7","41","0.14","0.0625","0.109756098","1.366666667","0.833333333","0.15","0.083333333","60.97560976","64.28571429","1.960676366","3.888888889","5","2.777777778","2.178529296","7.777777778"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00036","","","","0","1.387835","0.997461","0.052248","0.89137","30","30","7","4","2","5","3.559","72.6270752","47.6531424","10.9239111","7","3","3","1","0.5","9.5","1.5","11","11","0.142857143","0.125","0.136363636","0.366666667","0.233333333","0.05","0.316666667","63.63636364","13.63636364","0.714797136","1.111111111","1.666666667","10.55555556","0.79421904","12.22222222"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00037","","","","0","1.774448","1.113556","0.123506","1.217479","30","30","36","30","5","8","5.37887","69.5478134","39.10370811","14.083559","7","3","","6","1","10","7","17","66","0.166666667","0.033333333","0.106060606","2.2","1.2","0.233333333","0.333333333","54.54545455","41.17647059","2.737259568","6.666666667","7.777777778","11.11111111","3.04139952","18.88888889"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00038","","","","","","","","","30","18","2","3","","","","","","","6","4","3","0.5","0.5","4","1","5","5","0.25","0.166666667","0.2","0.166666667","0.066666667","0.033333333","0.133333333","40","20","","0.555555556","1.111111111","4.444444444","","5.555555556"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00039","","","","20.4625435","2.1652789","1.188621","0.271314","0.887386","30","27","31","31","7","6","6.2580819","57.0120544","37.93584379","19.6744061","8","3","5","6","1.5","8.5","7.5","16","62","0.193548387","0.048387097","0.120967742","2.066666667","1.033333333","0.25","0.283333333","50","46.875","2.845188284","6.666666667","8.333333333","9.444444444","3.161320316","17.77777778"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00004","","","","22.2651329","1.910655","1.133374","1.345328","2.5544281","30","6","1","1","6","4","4.9348679","65.0556641","34.25039872","14.7638683","","5","7","0.1","0.1","0.1","0.2","0.3","2","0.1","0.1","0.1","0.066666667","0.033333333","0.006666667","0.003333333","50","66.66666667","0.068500797","0.111111111","0.222222222","0.111111111","0.076111997","0.333333333"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00040","","","","","","","","","30","18","3","2","","","","","","","6","3","3","0.5","0.5","5.5","1","6.5","5","0.166666667","0.25","0.2","0.166666667","0.1","0.033333333","0.183333333","60","15.38461538","","0.555555556","1.111111111","6.111111111","","7.222222222"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00041","","","","20.2886009","2.457665","1.472155","0.502655","1.548274","30","16","11","7","7","5","5.7413602","55.6193886","31.31594665","24.4595013","5","4","4","1","0.5","5.5","1.5","7","18","0.090909091","0.071428571","0.083333333","0.6","0.366666667","0.05","0.183333333","61.11111111","21.42857143","0.4697392","1.111111111","1.666666667","6.111111111","0.521932444","7.777777778"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00042","","","","0","2.037178","1.18047","0.516915","1.626518","30","28","13","26","2","7","5.6332822","68.2483597","47.48315497","12.9274778","6","3","5","2.5","1","5.5","3.5","9","39","0.192307692","0.038461538","0.08974359","1.3","0.433333333","0.116666667","0.183333333","33.33333333","38.88888889","1.661910424","2.777777778","3.888888889","6.111111111","1.846567138","10"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00043","","","","","","","","","30","25","3","5","","","","","","","7","3","4","0.5","0.5","9.5","1","10.5","8","0.166666667","0.1","0.125","0.266666667","0.1","0.033333333","0.316666667","37.5","9.523809524","","0.555555556","1.111111111","10.55555556","","11.66666667"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00044","","","","1.8379631","2.470628","1.525198","0.750454","1.590942","30","30","15","10","5","4","7.112061","62.9637909","36.67930553","16.3069992","8","3","3","4","1","12.5","5","17.5","25","0.266666667","0.1","0.2","0.833333333","0.5","0.166666667","0.416666667","60","28.57142857","1.833965277","4.444444444","5.555555556","13.88888889","2.037739196","19.44444444"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00045","","","","","","","","","30","27","7","9","","","","","","","7","6","4","1.5","0.5","10.5","2","12.5","16","0.214285714","0.055555556","0.125","0.533333333","0.233333333","0.066666667","0.35","43.75","16","","1.666666667","2.222222222","11.66666667","","13.88888889"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00046","","","","","","","","","30","30","3","2","","","","","","","6","4","6","0.5","0.5","10.5","1","11.5","5","0.166666667","0.25","0.2","0.166666667","0.1","0.033333333","0.35","60","8.695652174","","0.555555556","1.111111111","11.66666667","","12.77777778"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00047","","","","18.103405","2.213939","1.166533","1.234444","2.5803931","30","25","6","30","8","5","4.500526","64.685112","35.53128103","11.4090881","4","5","7","0.5","1","5.5","1.5","7","36","0.083333333","0.033333333","0.041666667","1.2","0.2","0.05","0.183333333","16.66666667","21.42857143","0.532969215","0.555555556","1.666666667","6.111111111","0.592188017","7.777777778"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00048","","","","0","1.823808","0.912572","1.505582","2.4321821","30","30","20","58","2","8","3.7014661","72.5329742","38.75247525","12.7510948","6","3","4","2","2","7.5","4","11.5","78","0.1","0.034482759","0.051282051","2.6","0.666666667","0.133333333","0.25","25.64102564","34.7826087","1.55009901","2.222222222","4.444444444","8.333333333","1.722332233","12.77777778"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00049","","","","0","2.060046","1.104074","0.563996","1.83922","30","3","5","3","9","9","6.8353701","67.9132462","38.4799045","11.1620836","6","4","4","0.5","0.5","5","1","6","8","0.1","0.166666667","0.125","0.266666667","0.166666667","0.033333333","0.166666667","62.5","16.66666667","0.384799045","0.555555556","1.111111111","5.555555556","0.427554494","6.666666667"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00005","","","","0","1.256963","0.669087","0.910217","1.567597","30","12","1","","3","5","3.48315","75.1900101","46.74603175","9.2079802","6","5","7","0.4","","2","","","","0.4","","","","0.033333333","","0.066666667","","","","0.444444444","","2.222222222","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00050","","","","","","","","","30","27","","","","","","","","","7","3","4","","1.5","","","","","","","","","","","","","","","","","","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00051","","","","0","1.572343","1.095683","0.357786","1.268962","30","26","10","8","2","8","5.1149368","73.9808731","45.84103512","8.8872089","6","4","5","1.5","0.5","4.5","2","6.5","18","0.15","0.0625","0.111111111","0.6","0.333333333","0.066666667","0.15","55.55555556","30.76923077","0.916820702","1.666666667","2.222222222","5","1.018689669","7.222222222"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00052","","","","","","","","","30","15","","","","","","","","","7","3","3","","","5.5","","","","","","","","","","0.183333333","","","","","","6.111111111","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00053","","","","","","","","","30","21","","","","","","","","","4","5","7","","","1.5","","","","","","","","","","0.05","","","","","","1.666666667","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00054","","","","0","1.689576","1.059377","0.671929","1.550343","30","27","7","18","5","8","5.001574","68.6447754","44.44444444","14.7375135","6","3","5","2","1","4.5","3","7.5","25","0.285714286","0.055555556","0.12","0.833333333","0.233333333","0.1","0.15","28","40","1.333333333","2.222222222","3.333333333","5","1.481481481","8.333333333"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00055","","","","0","2.0034201","1.157373","0.617337","1.210392","30","29","8","6","5","3","6.706521","68.0547867","40.66390041","14.7895088","5","4","6","1","0.5","3.5","1.5","5","14","0.125","0.083333333","0.107142857","0.466666667","0.266666667","0.05","0.116666667","57.14285714","30","0.609958506","1.111111111","1.666666667","3.888888889","0.677731674","5.555555556"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00056","","","","0","1.478739","0.655988","0.528687","1.019151","30","27","12","1","5","2","3.803385","72.6275253","38.75721968","12.7573366","5","4","5","1.5","0.5","9","2","11","13","0.125","0.5","0.153846154","0.433333333","0.4","0.066666667","0.3","92.30769231","18.18181818","0.775144394","1.666666667","2.222222222","10","0.861271548","12.22222222"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00057","","","","0","1.504191","0.834186","0.601768","1.253366","30","26","20","15","5","6","4.3664069","73.8846283","43.12437811","10.7936306","6","3","4","3.5","1","6","4.5","10.5","35","0.175","0.066666667","0.128571429","1.166666667","0.666666667","0.15","0.2","57.14285714","42.85714286","1.940597015","3.888888889","5","6.666666667","2.156218906","11.66666667"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00058","","","","0","1.676873","1.17391","0.582873","1.662701","30","29","22","21","2","7","4.5533662","70.3897705","44.53248811","11.7452765","7","","6","2.5","1","6.5","3.5","10","43","0.113636364","0.047619048","0.081395349","1.433333333","0.733333333","0.116666667","0.216666667","51.1627907","35","1.558637084","2.777777778","3.888888889","7.222222222","1.731818982","11.11111111"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00059","","","","","","","","","30","15","","","2","5","","","","","3","5","7","","","0.5","","","","","","","","","","0.016666667","","","","","","0.555555556","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00006","","","","1.9443798","2.447145","1.301744","0.396168","0.547257","30","19","1","4","5","5","6.7748022","64.8790512","31.86289121","9.9354057","6","4","6","0.1","0.1","5.5","0.2","5.7","5","0.1","0.025","0.04","0.166666667","0.033333333","0.006666667","0.183333333","20","3.50877193","0.063725782","0.111111111","0.222222222","6.111111111","0.070806425","6.333333333"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00060","","","","","","","","","30","26","7","3","2","6","","","45.95778574","","6","3","5","1","0.5","2.5","1.5","4","10","0.142857143","0.166666667","0.15","0.333333333","0.233333333","0.05","0.083333333","70","37.5","0.689366786","1.111111111","1.666666667","2.777777778","0.765963096","4.444444444"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00061","","","","","","","","","30","15","5","","","","","","","","6","5","5","0.5","","8.5","","","","0.1","","","","0.166666667","","0.283333333","","","","0.555555556","","9.444444444","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00062","","","","","","","","","30","29","","","","","","","","","6","3","4","","","7.5","","","","","","","","","","0.25","","","","","","8.333333333","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00063","","","","0","2.288264","1.235495","0","0.838094","30","23","13","3","3","5","8.1128473","68.0319138","42.59992085","10.3921862","6","3","4","3","0.5","5.5","3.5","9","16","0.230769231","0.166666667","0.21875","0.533333333","0.433333333","0.116666667","0.183333333","81.25","38.88888889","1.49099723","3.333333333","3.888888889","6.111111111","1.656663589","10"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00064","","","","","","","","","30","25","","","","","","","","","6","3","3","","","3.5","","","","","","","","","","0.116666667","","","","","","3.888888889","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00065","","","","","","","","","30","8","","","","","","","","","3","5","7","","","0.5","","","","","","","","","","0.016666667","","","","","","0.555555556","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00066","","","","14.2752037","1.709638","0.825847","2.259198","3.828948","30","7","5","5","6","6","3.6963041","64.9510498","38.92073532","16.8082104","6","5","5","1","0.5","4","1.5","5.5","10","0.2","0.1","0.15","0.333333333","0.166666667","0.05","0.133333333","50","27.27272727","0.58381103","1.111111111","1.666666667","4.444444444","0.648678922","6.111111111"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00067","","","","","","","","","30","9","","","","","","","","","3","6","8","","","0.2","","","","","","","","","","0.006666667","","","","","","0.222222222","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00068","","","","","","","","","30","8","","","","","","","","","3","6","8","","","0.5","","","","","","","","","","0.016666667","","","","","","0.555555556","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00069","","","","25.1917763","2.271898","1.3418649","2.4023099","4.7493019","30","17","8","22","7","6","5.2748132","58.6291542","29.57718389","15.7070484","5","4","5","1","1","3","2","5","30","0.125","0.045454545","0.066666667","1","0.266666667","0.066666667","0.1","26.66666667","40","0.591543678","1.111111111","2.222222222","3.333333333","0.657270753","5.555555556"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00007","","","","0","2.36292","1.096951","0.689577","2.028038","30","22","7","6","2","6","4.3296738","68.8121033","38.51939826","13.2359629","8","3","3","1.5","0.2","5","1.7","6.7","13","0.214285714","0.033333333","0.130769231","0.433333333","0.233333333","0.056666667","0.166666667","53.84615385","25.37313433","0.65482977","1.666666667","1.888888889","5.555555556","0.727588634","7.444444444"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00070","","","","0","1.621271","1.042019","0.144465","1.084293","30","21","26","24","4","5","5.5498142","71.1516418","42.31525157","11.67488","8","2","3","4","1","7.5","5","12.5","50","0.153846154","0.041666667","0.1","1.666666667","0.866666667","0.166666667","0.25","52","40","2.115762579","4.444444444","5.555555556","8.333333333","2.350847309","13.88888889"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00071","","","","","","","","","30","30","","","5","5","","","","","5","5","6","","","2.5","","","","","","","","","","0.083333333","","","","","","2.777777778","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00072","","","","","","","","","30","22","3","4","","","","","","","6","5","5","0.5","0.5","4.5","1","5.5","7","0.166666667","0.125","0.142857143","0.233333333","0.1","0.033333333","0.15","42.85714286","18.18181818","","0.555555556","1.111111111","5","","6.111111111"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00073","","","","","","","","","30","28","","","","","","","","","7","","4","","","6.5","","","","","","","","","","0.216666667","","","","","","7.222222222","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00074","","","","0","1.842052","0.988963","0.373386","1.4065011","30","27","4","2","2","4","4.9194221","71.9455109","45.58533701","12.5697308","6","4","3","0.5","0.1","4","0.6","4.6","6","0.125","0.05","0.1","0.2","0.133333333","0.02","0.133333333","66.66666667","13.04347826","0.273512022","0.555555556","0.666666667","4.444444444","0.303902247","5.111111111"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00075","","","","0","2.29212","1.1319129","0.736838","1.607363","30","18","7","15","3","6","4.5584259","68.2317276","44.73053892","17.242857","5","3","4","1","0.5","4.5","1.5","6","22","0.142857143","0.033333333","0.068181818","0.733333333","0.233333333","0.05","0.15","31.81818182","25","0.670958084","1.111111111","1.666666667","5","0.745508982","6.666666667"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00076","","","","","","","","","30","17","","","","","","","","","5","5","4","","","2.5","","","","","","","","","","0.083333333","","","","","","2.777777778","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00077","","","","0","1.920252","0.870812","0.804134","1.22541","30","22","3","2","5","2","5.4418678","72.1448135","48.25731926","13.4862709","6","4","6","0.5","0.5","3.5","1","4.5","5","0.166666667","0.25","0.2","0.166666667","0.1","0.033333333","0.116666667","60","22.22222222","0.482573193","0.555555556","1.111111111","3.888888889","0.536192436","5"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00078","","","","0","2.1519001","1.203407","0.696875","1.245427","30","16","4","4","4","7","5.9569588","68.0621872","42.87415641","13.6195116","6","3","4","0.5","0.5","2.5","1","3.5","8","0.125","0.125","0.125","0.266666667","0.133333333","0.033333333","0.083333333","50","28.57142857","0.428741564","0.555555556","1.111111111","2.777777778","0.476379516","3.888888889"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00079","","","","0","2.2475729","1.194126","1.02824","2.277667","30","25","8","19","2","7","5.8080411","70.0767899","45.20656256","9.0500078","7","3","4","1.5","0.5","9.5","2","11.5","27","0.1875","0.026315789","0.074074074","0.9","0.266666667","0.066666667","0.316666667","29.62962963","17.39130435","0.904131251","1.666666667","2.222222222","10.55555556","1.004590279","12.77777778"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00008","","","","0","2.1228459","1.330722","0.05016","0.740955","30","11","4","3","5","7","6.6167922","68.5202103","41.88973232","13.5869551","7","3","4","0.4","0.1","5.5","0.5","6","7","0.1","0.033333333","0.071428571","0.233333333","0.133333333","0.016666667","0.183333333","57.14285714","8.333333333","0.209448662","0.444444444","0.555555556","6.111111111","0.232720735","6.666666667"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00080","","","","0","1.727497","1.111958","0.125846","1.023196","30","30","13","8","5","7","5.4382062","71.2787399","46.03300855","12.3067827","8","3","3","2.5","0.5","14","3","17","21","0.192307692","0.0625","0.142857143","0.7","0.433333333","0.1","0.466666667","61.9047619","17.64705882","1.380990257","2.777777778","3.333333333","15.55555556","1.534433618","18.88888889"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00081","","","","","","","","","30","20","15","36","","","","","","","4","5","7","1.5","1","0.5","2.5","3","51","0.1","0.027777778","0.049019608","1.7","0.5","0.083333333","0.016666667","29.41176471","83.33333333","","1.666666667","2.777777778","0.555555556","","3.333333333"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00082","","","","0","1.428543","0.906904","0.485416","1.4335721","30","26","15","18","4","8","4.3262458","71.5895538","44.16932907","11.0262232","5","4","5","1.5","1","1.5","2.5","4","33","0.1","0.055555556","0.075757576","1.1","0.5","0.083333333","0.05","45.45454545","62.5","1.104233227","1.666666667","2.777777778","1.666666667","1.226925808","4.444444444"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00083","","","","0","1.4579509","0.841217","0.974226","1.860182","30","29","13","38","2","","3.621531","72.9036407","42.60366826","12.3864222","6","3","4","1.5","1","6","2.5","8.5","51","0.115384615","0.026315789","0.049019608","1.7","0.433333333","0.083333333","0.2","25.49019608","29.41176471","1.065091707","1.666666667","2.777777778","6.666666667","1.183435229","9.444444444"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00084","","","","","","","","","30","30","","","","","","","","","8","4","4","","","9.5","","","","","","","","","","0.316666667","","","","","","10.55555556","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00085","","","","","","","","","30","26","6","13","","","","","","","5","4","4","0.5","0.5","9","1","10","19","0.083333333","0.038461538","0.052631579","0.633333333","0.2","0.033333333","0.3","31.57894737","10","","0.555555556","1.111111111","10","","11.11111111"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00086","","","","","","","","","30","23","","","","","","","","","8","3","3","","","20.5","","","","","","","","","","0.683333333","","","","","","22.77777778","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00087","","","","","","","","","30","23","","","","","","","","","4","5","7","","","0.5","","","","","","","","","","0.016666667","","","","","","0.555555556","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00088","","","","","","","","","30","23","","","","","","","","","6","4","4","","","2.5","","","","","","","","","","0.083333333","","","","","","2.777777778","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00089","","","","","","","","","30","10","","","","","","","","","4","5","5","","","0.5","","","","","","","","","","0.016666667","","","","","","0.555555556","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00009","","","","0","1.409029","0.650468","0.475977","1.031641","30","22","7","4","5","3","4.0447311","73.0909805","37.66233766","11.6116381","6","4","6","0.5","0.1","1.5","0.6","2.1","11","0.071428571","0.025","0.054545455","0.366666667","0.233333333","0.02","0.05","63.63636364","28.57142857","0.225974026","0.555555556","0.666666667","1.666666667","0.251082251","2.333333333"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00090","","","","0","2.4713969","1.507592","0.526852","0.936587","30","25","7","4","5","4","7.996913","65.7696991","34.85782462","11.5631905","6","4","4","1","0.5","2.5","1.5","4","11","0.142857143","0.125","0.136363636","0.366666667","0.233333333","0.05","0.083333333","63.63636364","37.5","0.522867369","1.111111111","1.666666667","2.777777778","0.580963744","4.444444444"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00091","","","","","","","","","30","13","","","","","","","","","3","6","7","","","0.5","","","","","","","","","","0.016666667","","","","","","0.555555556","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00092","","","","0","2.2863791","1.070261","1.103858","2.307148","30","30","8","18","3","6","4.2744789","72.0497589","42.38978655","13.6834736","4","5","6","0.5","0.5","1.5","1","2.5","26","0.0625","0.027777778","0.038461538","0.866666667","0.266666667","0.033333333","0.05","30.76923077","40","0.423897866","0.555555556","1.111111111","1.666666667","0.470997628","2.777777778"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00093","","","","","","","","","30","12","","","","","","","","","5","4","5","","","0.5","","","","","","","","","","0.016666667","","","","","","0.555555556","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00094","","","","","","","","","30","12","","","","","","","","","4","6","6","","","0.1","","","","","","","","","","0.003333333","","","","","","0.111111111","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00095","","","","0","1.758711","1.177855","0.732331","1.791149","30","25","6","6","4","5","5.834013","67.697403","37.69550584","14.0281878","7","3","4","0.5","0.5","3.5","1","4.5","12","0.083333333","0.083333333","0.083333333","0.4","0.2","0.033333333","0.116666667","50","22.22222222","0.376955058","0.555555556","1.111111111","3.888888889","0.418838954","5"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00096","","","","","","","","","30","12","","","","","","","","","7","3","4","","","2.5","","","","","","","","","","0.083333333","","","","","","2.777777778","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00097","","","","0","1.785575","1.1061749","0.234088","1.4452159","30","23","22","14","3","5","4.3967652","69.1293488","38.11313291","14.7826777","6","3","3","4","1","3.5","5","8.5","36","0.181818182","0.071428571","0.138888889","1.2","0.733333333","0.166666667","0.116666667","61.11111111","58.82352941","1.905656646","4.444444444","5.555555556","3.888888889","2.117396273","9.444444444"
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00098","","","","","","","","","30","28","","","","","","","","","6","4","5","","","4.5","","","","","","","","","","0.15","","","","","","5","",""
"","","GHP2017OHW-ST02","","","","","","","","","GHP2017OHW-ST02-00099","","","","6.6456738","1.807909","0.943337","1.363546","2.3910789","30","28","10","22","6","5","4.6835899","66.3281555","37.83409226","14.7682514","6","3","4","1.5","1","7.5","2.5","10","32","0.15","0.045454545","0.078125","1.066666667","0.333333333","0.083333333","0.25","31.25","25","0.945852307","1.666666667","2.777777778","8.333333333","1.050947007","11.11111111"
