"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00206","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00207","","","","","","0","7","10","10","10","1","","1","1","1","3","3","6","1","5","0","0.3","6.2","0.3","6.5","7","","0.042857143","0.042857143","0.7","0.7","0","0","0.03","0.03","0.62","0.62","0","4.615384615","100","","","0","0","1","1","20.66666667","20.66666667","","","21.66666667","21.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00208","","","","","","0","0","8","8","10","0","","","","","","","6","3","6","0","0","4.1","0","4.1","0","","","","0","0","0","0","0","0","0.5125","0.41","","0","80","","","0","0","0","0","13.66666667","17.08333333","","","13.66666667","17.08333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00209","","","","","","0","0","10","10","10","0","","","","","","","5","3","6","0","0","4.1","0","4.1","0","","","","0","0","0","0","0","0","0.41","0.41","","0","100","","","0","0","0","0","13.66666667","13.66666667","","","13.66666667","13.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00021","","","","","","5","20","10","10","10","5","","1","1","1","4","4","4","5","6","0.7","0.7","3","1.4","4.4","25","0.14","0.035","0.056","2.5","2.5","0.5","0.5","0.14","0.14","0.3","0.3","20","31.81818182","100","","","2.333333333","2.333333333","4.666666667","4.666666667","10","10","","","14.66666667","14.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00210","","","","","","8","19","10","10","10","8","","1","1","1","5","5","6","2","6","1.3","1.1","10.1","2.4","12.5","27","0.1625","0.057894737","0.088888889","2.7","2.7","0.8","0.8","0.24","0.24","1.01","1.01","29.62962963","19.2","100","","","4.333333333","4.333333333","8","8","33.66666667","33.66666667","","","41.66666667","41.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00211","","","","","","0","8","10","10","10","3","","1","1","1","2","2","5","3","6","0","0.3","8.3","0.3","8.6","8","","0.0375","0.0375","0.8","0.8","0","0","0.03","0.03","0.83","0.83","0","3.488372093","100","","","0","0","1","1","27.66666667","27.66666667","","","28.66666667","28.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00212","","","","","","4","23","10","10","10","9","","2","1","1","3","4","5","2","6","0.5","1","6.2","1.5","7.7","27","0.125","0.043478261","0.055555556","2.7","2.7","0.4","0.4","0.15","0.15","0.62","0.62","14.81481481","19.48051948","100","","","1.666666667","1.666666667","5","5","20.66666667","20.66666667","","","25.66666667","25.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00213","","","","18.83","50.48","14","42","8","8","10","8","3","2","1","1","5","4","5","3","6","1.3","1.4","9.2","2.7","11.9","56","0.092857143","0.033333333","0.048214286","7","5.6","1.75","1.4","0.3375","0.27","1.15","0.92","25","22.68907563","80","37.30190174","1.007151347","4.333333333","5.416666667","9","11.25","30.66666667","38.33333333","3.357171157","4.196463946","39.66666667","49.58333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00214","","","","","","13","27","9","9","10","9","","1","1","1","4","7","6","3","5","3.5","1.5","9.7","5","14.7","40","0.269230769","0.055555556","0.125","4.444444444","4","1.444444444","1.3","0.555555556","0.5","1.077777778","0.97","32.5","34.01360544","90","","","11.66666667","12.96296296","16.66666667","18.51851852","32.33333333","35.92592593","","","49","54.44444444"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00215","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00216","","","","13.46","50.13","8","27","9","9","10","7","5","2","1","1","5","4","5","2","6","0.9","0.8","3","1.7","4.7","35","0.1125","0.02962963","0.048571429","3.888888889","3.5","0.888888889","0.8","0.188888889","0.17","0.333333333","0.3","22.85714286","36.17021277","90","26.85018951","0.456453222","3","3.333333333","5.666666667","6.296296296","10","11.11111111","1.521510739","1.690567487","15.66666667","17.40740741"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00217","","","","","","0","5","9","9","10","2","","2","1","1","3","3","5","3","6","0","0.4","4.9","0.4","5.3","5","","0.08","0.08","0.555555556","0.5","0","0","0.044444444","0.04","0.544444444","0.49","0","7.547169811","90","","","0","0","1.333333333","1.481481481","16.33333333","18.14814815","","","17.66666667","19.62962963"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00218","","","","","","0","3","4","4","10","1","","1","1","1","3","2","2","8","8","0","0.2","2","0.2","2.2","3","","0.066666667","0.066666667","0.75","0.3","0","0","0.05","0.02","0.5","0.2","0","9.090909091","40","","","0","0","0.666666667","1.666666667","6.666666667","16.66666667","","","7.333333333","18.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00219","","","","","","12","31","10","10","10","10","","2","1","2","5","7","5","3","5","4.6","1.1","3.2","5.7","8.9","43","0.383333333","0.035483871","0.13255814","4.3","4.3","1.2","1.2","0.57","0.57","0.32","0.32","27.90697674","64.04494382","100","","","15.33333333","15.33333333","19","19","10.66666667","10.66666667","","","29.66666667","29.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00022","","","","","","0","0","4","4","10","0","","","","","","","2","8","8","0","0","1","0","1","0","","","","0","0","0","0","0","0","0.25","0.1","","0","40","","","0","0","0","0","3.333333333","8.333333333","","","3.333333333","8.333333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00220","","","","","","0","18","8","8","10","6","","1","1","1","6","3","2","7","8","0","0.6","2.9","0.6","3.5","18","","0.033333333","0.033333333","2.25","1.8","0","0","0.075","0.06","0.3625","0.29","0","17.14285714","80","","","0","0","2","2.5","9.666666667","12.08333333","","","11.66666667","14.58333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00221","","","","","","0","0","9","9","10","0","","","","","","","3","4","7","0","0","3.9","0","3.9","0","","","","0","0","0","0","0","0","0.433333333","0.39","","0","90","","","0","0","0","0","13","14.44444444","","","13","14.44444444"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00222","","","","14.54","50.01","2","4","5","5","10","2","8","1","1","1","4","4","4","1","6","0.4","0.2","3","0.6","3.6","6","0.2","0.05","0.1","1.2","0.6","0.4","0.2","0.12","0.06","0.6","0.3","33.33333333","16.66666667","50","29.07418516","0.174445111","1.333333333","2.666666667","2","4","10","20","0.581483703","1.162967407","12","24"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00223","","","","","","0","0","4","4","10","0","","","","","","","1","9","9","0","0","0.3","0","0.3","0","","","","0","0","0","0","0","0","0.075","0.03","","0","40","","","0","0","0","0","1","2.5","","","1","2.5"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00224","","","","","","2","5","8","8","10","3","","1","1","2","4","3","3","7","7","0.3","0.3","5","0.6","5.6","7","0.15","0.06","0.085714286","0.875","0.7","0.25","0.2","0.075","0.06","0.625","0.5","28.57142857","10.71428571","80","","","1","1.25","2","2.5","16.66666667","20.83333333","","","18.66666667","23.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00225","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00226","","","","","","1","5","10","10","10","4","","1","1","1","4","3","3","7","7","0.1","0.3","2.2","0.4","2.6","6","0.1","0.06","0.066666667","0.6","0.6","0.1","0.1","0.04","0.04","0.22","0.22","16.66666667","15.38461538","100","","","0.333333333","0.333333333","1.333333333","1.333333333","7.333333333","7.333333333","","","8.666666667","8.666666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00227","","","","","","3","3","5","5","10","4","","2","1","1","4","3","2","7","8","0.3","0.1","0.9","0.4","1.3","6","0.1","0.033333333","0.066666667","1.2","0.6","0.6","0.3","0.08","0.04","0.18","0.09","50","30.76923077","50","","","1","2","1.333333333","2.666666667","3","6","","","4.333333333","8.666666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00228","","","","","","0","0","4","4","10","0","","","","","","","1","9","9","0","0","0.3","0","0.3","0","","","","0","0","0","0","0","0","0.075","0.03","","0","40","","","0","0","0","0","1","2.5","","","1","2.5"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00229","","","","","","0","6","7","7","10","1","","1","1","1","3","2","3","5","7","0","0.3","1","0.3","1.3","6","","0.05","0.05","0.857142857","0.6","0","0","0.042857143","0.03","0.142857143","0.1","0","23.07692308","70","","","0","0","1","1.428571429","3.333333333","4.761904762","","","4.333333333","6.19047619"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00023","","","","15.82","50.53","13","21","9","9","10","9","5","1","1","2","4","6","6","2","5","3","1.5","9","4.5","13.5","34","0.230769231","0.071428571","0.132352941","3.777777778","3.4","1.444444444","1.3","0.5","0.45","1","0.9","38.23529412","33.33333333","90","31.30813378","1.40886602","10","11.11111111","15","16.66666667","30","33.33333333","4.696220067","5.218022297","45","50"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00230","","","","","","0","8","10","10","10","2","","1","1","1","3","2","5","2","6","0","0.1","6.2","0.1","6.3","8","","0.0125","0.0125","0.8","0.8","0","0","0.01","0.01","0.62","0.62","0","1.587301587","100","","","0","0","0.333333333","0.333333333","20.66666667","20.66666667","","","21","21"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00231","","","","","","3","9","10","10","10","3","","1","1","1","5","3","2","5","8","3.3","0.1","0.4","3.4","3.8","12","1.1","0.011111111","0.283333333","1.2","1.2","0.3","0.3","0.34","0.34","0.04","0.04","25","89.47368421","100","","","11","11","11.33333333","11.33333333","1.333333333","1.333333333","","","12.66666667","12.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00232","","","","","","0","0","3","3","10","0","","","","","","","1","9","9","0","0","0.1","0","0.1","0","","","","0","0","0","0","0","0","0.033333333","0.01","","0","30","","","0","0","0","0","0.333333333","1.111111111","","","0.333333333","1.111111111"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00233","","","","","","0","0","7","7","10","0","","","","","","","8","1","3","0","0","10.1","0","10.1","0","","","","0","0","0","0","0","0","1.442857143","1.01","","0","70","","","0","0","0","0","33.66666667","48.0952381","","","33.66666667","48.0952381"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00234","","","","","","5","3","7","7","10","4","","1","1","1","3","4","7","3","4","1.1","0.2","15.1","1.3","16.4","8","0.22","0.066666667","0.1625","1.142857143","0.8","0.714285714","0.5","0.185714286","0.13","2.157142857","1.51","62.5","7.926829268","70","","","3.666666667","5.238095238","4.333333333","6.19047619","50.33333333","71.9047619","","","54.66666667","78.0952381"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00235","","","","","","0","4","4","4","10","1","","1","1","1","3","3","3","8","7","0","0.2","3","0.2","3.2","4","","0.05","0.05","1","0.4","0","0","0.05","0.02","0.75","0.3","0","6.25","40","","","0","0","0.666666667","1.666666667","10","25","","","10.66666667","26.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00236","","","","","","11","8","6","6","10","5","","1","1","3","5","5","6","2","5","1.9","0.5","6","2.4","8.4","19","0.172727273","0.0625","0.126315789","3.166666667","1.9","1.833333333","1.1","0.4","0.24","1","0.6","57.89473684","28.57142857","60","","","6.333333333","10.55555556","8","13.33333333","20","33.33333333","","","28","46.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00237","","","","","","0","0","3","3","10","0","","","","","","","2","8","8","0","0","0.4","0","0.4","0","","","","0","0","0","0","0","0","0.133333333","0.04","","0","30","","","0","0","0","0","1.333333333","4.444444444","","","1.333333333","4.444444444"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00238","","","","","","0","8","6","6","10","4","","1","1","1","3","2","6","1","4","0","0.4","4.6","0.4","5","8","","0.05","0.05","1.333333333","0.8","0","0","0.066666667","0.04","0.766666667","0.46","0","8","60","","","0","0","1.333333333","2.222222222","15.33333333","25.55555556","","","16.66666667","27.77777778"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00239","","","","","","13","27","10","10","10","9","","1","1","1","6","5","5","2","5","1","0.8","3.4","1.8","5.2","40","0.076923077","0.02962963","0.045","4","4","1.3","1.3","0.18","0.18","0.34","0.34","32.5","34.61538462","100","","","3.333333333","3.333333333","6","6","11.33333333","11.33333333","","","17.33333333","17.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00024","","","","","","0","4","1","1","10","1","","1","1","1","4","2","5","1","5","0","0.2","1.7","0.2","1.9","4","","0.05","0.05","4","0.4","0","0","0.2","0.02","1.7","0.17","0","10.52631579","10","","","0","0","0.666666667","6.666666667","5.666666667","56.66666667","","","6.333333333","63.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00240","","","","","","3","7","9","9","10","3","","1","1","1","4","3","5","1","6","0.3","0.3","2.9","0.6","3.5","10","0.1","0.042857143","0.06","1.111111111","1","0.333333333","0.3","0.066666667","0.06","0.322222222","0.29","30","17.14285714","90","","","1","1.111111111","2","2.222222222","9.666666667","10.74074074","","","11.66666667","12.96296296"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00025","","","","","","0","0","2","2","10","0","","","","","","","3","5","7","0","0","0.2","0","0.2","0","","","","0","0","0","0","0","0","0.1","0.02","","0","20","","","0","0","0","0","0.666666667","3.333333333","","","0.666666667","3.333333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00026","","","","13.54","50.96","10","48","10","10","10","10","5","1","1","1","4","5","7","3","4","2.3","3.8","9.9","6.1","16","58","0.23","0.079166667","0.105172414","5.8","5.8","1","1","0.61","0.61","0.99","0.99","17.24137931","38.125","100","26.56985871","1.620761381","7.666666667","7.666666667","20.33333333","20.33333333","33","33","5.402537938","5.402537938","53.33333333","53.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00027","","","","","","3","27","10","10","10","2","","1","1","1","2","3","6","1","5","0.6","0.9","5.1","1.5","6.6","30","0.2","0.033333333","0.05","3","3","0.3","0.3","0.15","0.15","0.51","0.51","10","22.72727273","100","","","2","2","5","5","17","17","","","22","22"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00028","","","","","","0","0","8","8","10","0","","","","","","","6","4","5","0","0","2.9","0","2.9","0","","","","0","0","0","0","0","0","0.3625","0.29","","0","80","","","0","0","0","0","9.666666667","12.08333333","","","9.666666667","12.08333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00029","","","","","","0","0","10","10","10","0","","","","","","","4","2","7","0","0","5","0","5","0","","","","0","0","0","0","0","0","0.5","0.5","","0","100","","","0","0","0","0","16.66666667","16.66666667","","","16.66666667","16.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00003","","","","13.6","50.2","4","10","10","10","10","6","5","2","1","1","4","4","2","8","8","0.7","0.5","3.5","1.2","4.7","14","0.175","0.05","0.085714286","1.4","1.4","0.4","0.4","0.12","0.12","0.35","0.35","28.57142857","25.53191489","100","27.09163347","0.325099602","2.333333333","2.333333333","4","4","11.66666667","11.66666667","1.083665339","1.083665339","15.66666667","15.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00030","","","","","","7","20","10","10","10","8","","1","1","1","6","6","3","2","7","1","0.6","3.5","1.6","5.1","27","0.142857143","0.03","0.059259259","2.7","2.7","0.7","0.7","0.16","0.16","0.35","0.35","25.92592593","31.37254902","100","","","3.333333333","3.333333333","5.333333333","5.333333333","11.66666667","11.66666667","","","17","17"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00031","","","","","","0","0","8","8","10","0","","","","","","","5","1","6","0","0","6.3","0","6.3","0","","","","0","0","0","0","0","0","0.7875","0.63","","0","80","","","0","0","0","0","21","26.25","","","21","26.25"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00032","","","","","","3","5","9","9","10","3","","2","1","1","4","3","5","1","6","0.5","0.2","3.1","0.7","3.8","8","0.166666667","0.04","0.0875","0.888888889","0.8","0.333333333","0.3","0.077777778","0.07","0.344444444","0.31","37.5","18.42105263","90","","","1.666666667","1.851851852","2.333333333","2.592592593","10.33333333","11.48148148","","","12.66666667","14.07407407"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00033","","","","","","0","0","9","9","10","0","","","","","","","2","3","8","0","0","2.9","0","2.9","0","","","","0","0","0","0","0","0","0.322222222","0.29","","0","90","","","0","0","0","0","9.666666667","10.74074074","","","9.666666667","10.74074074"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00034","","","","","","1","5","7","7","10","2","","1","1","1","3","3","2","3","8","0.2","0.4","3.9","0.6","4.5","6","0.2","0.08","0.1","0.857142857","0.6","0.142857143","0.1","0.085714286","0.06","0.557142857","0.39","16.66666667","13.33333333","70","","","0.666666667","0.952380952","2","2.857142857","13","18.57142857","","","15","21.42857143"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00035","","","","15.6","50.07","3","5","6","6","10","1","5","1","1","1","5","5","2","7","8","0.5","0.1","2.6","0.6","3.2","8","0.166666667","0.02","0.075","1.333333333","0.8","0.5","0.3","0.1","0.06","0.433333333","0.26","37.5","18.75","60","31.15638107","0.186938286","1.666666667","2.777777778","2","3.333333333","8.666666667","14.44444444","0.623127621","1.038546036","10.66666667","17.77777778"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00036","","","","","","0","0","4","4","10","0","","","","","","","3","4","7","0","0","1","0","1","0","","","","0","0","0","0","0","0","0.25","0.1","","0","40","","","0","0","0","0","3.333333333","8.333333333","","","3.333333333","8.333333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00037","","","","","","0","4","10","10","10","2","","1","1","1","3","2","5","2","5","0","0.2","6.7","0.2","6.9","4","","0.05","0.05","0.4","0.4","0","0","0.02","0.02","0.67","0.67","0","2.898550725","100","","","0","0","0.666666667","0.666666667","22.33333333","22.33333333","","","23","23"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00038","","","","","","0","0","2","2","10","0","","","","","","","1","8","9","0","0","0.1","0","0.1","0","","","","0","0","0","0","0","0","0.05","0.01","","0","20","","","0","0","0","0","0.333333333","1.666666667","","","0.333333333","1.666666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00039","","","","","","3","14","8","8","10","5","","1","1","1","4","4","7","1","5","0.3","0.7","19","1","20","17","0.1","0.05","0.058823529","2.125","1.7","0.375","0.3","0.125","0.1","2.375","1.9","17.64705882","5","80","","","1","1.25","3.333333333","4.166666667","63.33333333","79.16666667","","","66.66666667","83.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00004","","","","","","0","0","6","6","10","0","","","","","","","2","8","8","0","0","0.1","0","0.1","0","","","","0","0","0","0","0","0","0.016666667","0.01","","0","60","","","0","0","0","0","0.333333333","0.555555556","","","0.333333333","0.555555556"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00040","","","","","","0","0","3","3","10","0","","","","","","","1","8","9","0","0","0.1","0","0.1","0","","","","0","0","0","0","0","0","0.033333333","0.01","","0","30","","","0","0","0","0","0.333333333","1.111111111","","","0.333333333","1.111111111"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00041","","","","14.49","50.48","4","15","10","10","10","4","5","1","1","1","5","4","4","3","6","0.5","0.5","7","1","8","19","0.125","0.033333333","0.052631579","1.9","1.9","0.4","0.4","0.1","0.1","0.7","0.7","21.05263158","12.5","100","28.7044374","0.287044374","1.666666667","1.666666667","3.333333333","3.333333333","23.33333333","23.33333333","0.95681458","0.95681458","26.66666667","26.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00042","","","","","","0","0","8","8","10","0","","","","","","","6","2","5","0","0","13","0","13","0","","","","0","0","0","0","0","0","1.625","1.3","","0","80","","","0","0","0","0","43.33333333","54.16666667","","","43.33333333","54.16666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00043","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00044","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00045","","","","14.56","50.83","8","6","9","9","10","3","4","1","1","1","5","4","3","7","7","0.9","0.3","3","1.2","4.2","14","0.1125","0.05","0.085714286","1.555555556","1.4","0.888888889","0.8","0.133333333","0.12","0.333333333","0.3","57.14285714","28.57142857","90","28.64450128","0.343734015","3","3.333333333","4","4.444444444","10","11.11111111","1.145780051","1.273088946","14","15.55555556"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00046","","","","","","0","0","5","5","10","0","","","","","","","2","8","8","0","0","2","0","2","0","","","","0","0","0","0","0","0","0.4","0.2","","0","50","","","0","0","0","0","6.666666667","13.33333333","","","6.666666667","13.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00047","","","","","","0","0","4","4","10","0","","","","","","","2","8","8","0","0","1","0","1","0","","","","0","0","0","0","0","0","0.25","0.1","","0","40","","","0","0","0","0","3.333333333","8.333333333","","","3.333333333","8.333333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00048","","","","","","0","2","5","5","10","","","","","","","","6","2","5","0","0.1","3","0.1","3.1","2","","0.05","0.05","0.4","0.2","0","0","0.02","0.01","0.6","0.3","0","3.225806452","50","","","0","0","0.333333333","0.666666667","10","20","","","10.33333333","20.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00049","","","","","","0","0","8","8","10","0","","","","","","","5","2","6","0","0","6.7","0","6.7","0","","","","0","0","0","0","0","0","0.8375","0.67","","0","80","","","0","0","0","0","22.33333333","27.91666667","","","22.33333333","27.91666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00005","","","","","","0","13","10","10","10","3","","1","1","1","3","3","9","2","3","0","0.4","11.2","0.4","11.6","13","","0.030769231","0.030769231","1.3","1.3","0","0","0.04","0.04","1.12","1.12","0","3.448275862","100","","","0","0","1.333333333","1.333333333","37.33333333","37.33333333","","","38.66666667","38.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00050","","","","","","0","0","1","1","10","0","","","","","","","1","9","9","0","0","0.1","0","0.1","0","","","","0","0","0","0","0","0","0.1","0.01","","0","10","","","0","0","0","0","0.333333333","3.333333333","","","0.333333333","3.333333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00051","","","","13.57","50.6","4","6","8","8","10","3","3","1","1","1","5","6","6","1","5","0.9","0.2","6","1.1","7.1","10","0.225","0.033333333","0.11","1.25","1","0.5","0.4","0.1375","0.11","0.75","0.6","40","15.49295775","80","26.81818182","0.295","3","3.75","3.666666667","4.583333333","20","25","0.983333333","1.229166667","23.66666667","29.58333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00052","","","","","","0","0","7","7","10","0","","","","","","","4","5","7","0","0","2.2","0","2.2","0","","","","0","0","0","0","0","0","0.314285714","0.22","","0","70","","","0","0","0","0","7.333333333","10.47619048","","","7.333333333","10.47619048"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00053","","","","","","5","13","8","8","10","4","","1","1","1","4","4","5","1","5","0.5","0.6","5","1.1","6.1","18","0.1","0.046153846","0.061111111","2.25","1.8","0.625","0.5","0.1375","0.11","0.625","0.5","27.77777778","18.03278689","80","","","1.666666667","2.083333333","3.666666667","4.583333333","16.66666667","20.83333333","","","20.33333333","25.41666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00054","","","","","","0","0","1","1","10","0","","","","","","","1","9","9","0","0","1.1","0","1.1","0","","","","0","0","0","0","0","0","1.1","0.11","","0","10","","","0","0","0","0","3.666666667","36.66666667","","","3.666666667","36.66666667"
