"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00136","","","","","","0","0","10","10","10","0","","","","","","","5","1","5","0","0","5","0","5","0","","","","0","0","0","0","0","0","0.5","0.5","","0","100","","","0","0","0","0","16.66666667","16.66666667","","","16.66666667","16.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00137","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00138","","","","","","0","0","10","10","10","0","","","","","","","5","3","5","0","0","5.3","0","5.3","0","","","","0","0","0","0","0","0","0.53","0.53","","0","100","","","0","0","0","0","17.66666667","17.66666667","","","17.66666667","17.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00139","","","","","","0","0","5","5","10","0","","","","","","","1","9","9","0","0","1.2","0","1.2","0","","","","0","0","0","0","0","0","0.24","0.12","","0","50","","","0","0","0","0","4","8","","","4","8"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00014","","","","","","14","28","10","10","10","5","","1","1","1","5","5","7","1","4","2.2","1.2","5","3.4","8.4","42","0.157142857","0.042857143","0.080952381","4.2","4.2","1.4","1.4","0.34","0.34","0.5","0.5","33.33333333","40.47619048","100","","","7.333333333","7.333333333","11.33333333","11.33333333","16.66666667","16.66666667","","","28","28"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00140","","","","","","0","6","9","9","10","3","","1","1","1","3","3","5","2","6","0","0.3","3.9","0.3","4.2","6","","0.05","0.05","0.666666667","0.6","0","0","0.033333333","0.03","0.433333333","0.39","0","7.142857143","90","","","0","0","1","1.111111111","13","14.44444444","","","14","15.55555556"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00141","","","","","","0","0","10","10","10","0","","","","","","","8","1","3","0","0","8.9","0","8.9","0","","","","0","0","0","0","0","0","0.89","0.89","","0","100","","","0","0","0","0","29.66666667","29.66666667","","","29.66666667","29.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00142","","","","","","10","46","5","5","10","5","","1","1","2","4","4","5","1","5","1.1","1.8","4.1","2.9","7","56","0.11","0.039130435","0.051785714","11.2","5.6","2","1","0.58","0.29","0.82","0.41","17.85714286","41.42857143","50","","","3.666666667","7.333333333","9.666666667","19.33333333","13.66666667","27.33333333","","","23.33333333","46.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00143","","","","","","0","0","3","3","10","0","","","","","","","1","8","9","0","0","1.2","0","1.2","0","","","","0","0","0","0","0","0","0.4","0.12","","0","30","","","0","0","0","0","4","13.33333333","","","4","13.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00144","","","","","","0","0","8","8","10","0","","","","","","","9","1","3","0","0","10","0","10","0","","","","0","0","0","0","0","0","1.25","1","","0","80","","","0","0","0","0","33.33333333","41.66666667","","","33.33333333","41.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00145","","","","16.07","50.3","17","40","10","10","10","10","6","1","1","2","5","5","6","1","5","2.1","1.3","10.6","3.4","14","57","0.123529412","0.0325","0.059649123","5.7","5.7","1.7","1.7","0.34","0.34","1.06","1.06","29.8245614","24.28571429","100","31.94831014","1.086242545","7","7","11.33333333","11.33333333","35.33333333","35.33333333","3.620808482","3.620808482","46.66666667","46.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00146","","","","","","0","10","6","6","10","2","","1","1","2","2","2","7","4","6","0","0.3","13.9","0.3","14.2","10","","0.03","0.03","1.666666667","1","0","0","0.05","0.03","2.316666667","1.39","0","2.112676056","60","","","0","0","1","1.666666667","46.33333333","77.22222222","","","47.33333333","78.88888889"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00147","","","","","","0","5","6","6","10","3","","1","1","1","3","3","6","4","6","0","0.1","9.1","0.1","9.2","5","","0.02","0.02","0.833333333","0.5","0","0","0.016666667","0.01","1.516666667","0.91","0","1.086956522","60","","","0","0","0.333333333","0.555555556","30.33333333","50.55555556","","","30.66666667","51.11111111"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00148","","","","","","3","9","10","10","10","8","","2","1","1","5","4","2","8","8","0.4","0.4","4.1","0.8","4.9","12","0.133333333","0.044444444","0.066666667","1.2","1.2","0.3","0.3","0.08","0.08","0.41","0.41","25","16.32653061","100","","","1.333333333","1.333333333","2.666666667","2.666666667","13.66666667","13.66666667","","","16.33333333","16.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00149","","","","13.23","50.04","28","30","10","10","10","10","8","1","1","1","6","8","9","1","2","5.7","1.4","8.9","7.1","16","58","0.203571429","0.046666667","0.122413793","5.8","5.8","2.8","2.8","0.71","0.71","0.89","0.89","48.27586207","44.375","100","26.43884892","1.877158273","19","19","23.66666667","23.66666667","29.66666667","29.66666667","6.257194245","6.257194245","53.33333333","53.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00015","","","","","","0","4","10","10","10","","","","","","","","5","4","6","0","0.2","7","0.2","7.2","4","","0.05","0.05","0.4","0.4","0","0","0.02","0.02","0.7","0.7","0","2.777777778","100","","","0","0","0.666666667","0.666666667","23.33333333","23.33333333","","","24","24"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00150","","","","","","2","9","6","6","10","3","","1","1","1","6","5","8","3","3","0.5","0.3","8","0.8","8.8","11","0.25","0.033333333","0.072727273","1.833333333","1.1","0.333333333","0.2","0.133333333","0.08","1.333333333","0.8","18.18181818","9.090909091","60","","","1.666666667","2.777777778","2.666666667","4.444444444","26.66666667","44.44444444","","","29.33333333","48.88888889"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00151","","","","15.33","49.95","16","23","10","10","10","10","5","1","1","1","4","6","8","3","3","2.5","1.2","14.8","3.7","18.5","39","0.15625","0.052173913","0.094871795","3.9","3.9","1.6","1.6","0.37","0.37","1.48","1.48","41.02564103","20","100","30.69069069","1.135555556","8.333333333","8.333333333","12.33333333","12.33333333","49.33333333","49.33333333","3.785185185","3.785185185","61.66666667","61.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00152","","","","","","0","0","7","7","10","0","","","","","","","6","3","4","0","0","5","0","5","0","","","","0","0","0","0","0","0","0.714285714","0.5","","0","70","","","0","0","0","0","16.66666667","23.80952381","","","16.66666667","23.80952381"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00153","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00154","","","","","","0","0","9","9","10","0","","","","","","","6","1","5","0","0","6.1","0","6.1","0","","","","0","0","0","0","0","0","0.677777778","0.61","","0","90","","","0","0","0","0","20.33333333","22.59259259","","","20.33333333","22.59259259"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00155","","","","","","10","11","10","10","10","6","","1","1","1","6","6","7","1","4","2.7","0.6","9.2","3.3","12.5","21","0.27","0.054545455","0.157142857","2.1","2.1","1","1","0.33","0.33","0.92","0.92","47.61904762","26.4","100","","","9","9","11","11","30.66666667","30.66666667","","","41.66666667","41.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00156","","","","","","1","3","8","8","10","2","","1","1","1","4","3","8","2","3","0.1","0.1","17.5","0.2","17.7","4","0.1","0.033333333","0.05","0.5","0.4","0.125","0.1","0.025","0.02","2.1875","1.75","25","1.129943503","80","","","0.333333333","0.416666667","0.666666667","0.833333333","58.33333333","72.91666667","","","59","73.75"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00157","","","","","","0","0","5","5","10","0","","","","","","","2","8","8","0","0","2.9","0","2.9","0","","","","0","0","0","0","0","0","0.58","0.29","","0","50","","","0","0","0","0","9.666666667","19.33333333","","","9.666666667","19.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00158","","","","","","0","0","6","6","10","0","","","","","","","1","8","9","0","0","1.3","0","1.3","0","","","","0","0","0","0","0","0","0.216666667","0.13","","0","60","","","0","0","0","0","4.333333333","7.222222222","","","4.333333333","7.222222222"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00159","","","","17.68","50.53","16","13","10","10","10","9","3","1","1","1","4","6","6","2","4","2.6","0.5","7.7","3.1","10.8","29","0.1625","0.038461538","0.106896552","2.9","2.9","1.6","1.6","0.31","0.31","0.77","0.77","55.17241379","28.7037037","100","34.98911538","1.084662577","8.666666667","8.666666667","10.33333333","10.33333333","25.66666667","25.66666667","3.615541922","3.615541922","36","36"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00016","","","","","","0","0","5","5","10","0","","","","","","","5","2","6","0","0","1.2","0","1.2","0","","","","0","0","0","0","0","0","0.24","0.12","","0","50","","","0","0","0","0","4","8","","","4","8"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00160","","","","12.99","50.09","38","54","10","10","10","10","8","2","1","1","7","7","6","1","5","5.4","2.3","6.2","7.7","13.9","92","0.142105263","0.042592593","0.083695652","9.2","9.2","3.8","3.8","0.77","0.77","0.62","0.62","41.30434783","55.39568345","100","25.93332002","1.996865642","18","18","25.66666667","25.66666667","20.66666667","20.66666667","6.656218806","6.656218806","46.33333333","46.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00161","","","","","","0","0","2","2","10","0","","","","","","","1","9","9","0","0","0.1","0","0.1","0","","","","0","0","0","0","0","0","0.05","0.01","","0","20","","","0","0","0","0","0.333333333","1.666666667","","","0.333333333","1.666666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00162","","","","","","0","0","2","2","10","0","","","","","","","4","7","7","0","0","2","0","2","0","","","","0","0","0","0","0","0","1","0.2","","0","20","","","0","0","0","0","6.666666667","33.33333333","","","6.666666667","33.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00163","","","","","","0","0","4","4","10","0","","","","","","","5","2","5","0","0","2.1","0","2.1","0","","","","0","0","0","0","0","0","0.525","0.21","","0","40","","","0","0","0","0","7","17.5","","","7","17.5"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00164","","","","","","1","5","10","10","10","2","","2","1","2","4","4","6","1","5","0.3","0.3","4.4","0.6","5","6","0.3","0.06","0.1","0.6","0.6","0.1","0.1","0.06","0.06","0.44","0.44","16.66666667","12","100","","","1","1","2","2","14.66666667","14.66666667","","","16.66666667","16.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00165","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00166","","","","","","0","0","7","7","10","0","","","","","","","3","3","7","0","0","2.4","0","2.4","0","","","","0","0","0","0","0","0","0.342857143","0.24","","0","70","","","0","0","0","0","8","11.42857143","","","8","11.42857143"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00167","","","","","","0","10","7","7","10","1","","1","1","1","2","2","4","1","6","0","","2.2","","","10","","","","1.428571429","1","0","0","","","0.314285714","0.22","0","","70","","","0","0","","","7.333333333","10.47619048","","","",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00168","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00169","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00017","","","","","","0","0","","","10","0","","","","","","","","","","0","0","7.2","0","7.2","0","","","","","0","","0","","0","","0.72","","0","","","","0","","0","","24","","","","24",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00170","","","","","","0","0","4","4","10","0","","","","","","","3","1","7","0","0","2.3","0","2.3","0","","","","0","0","0","0","0","0","0.575","0.23","","0","40","","","0","0","0","0","7.666666667","19.16666667","","","7.666666667","19.16666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00171","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00172","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00173","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00174","","","","","","0","0","2","2","10","0","","","","","","","3","1","7","0","0","1.2","0","1.2","0","","","","0","0","0","0","0","0","0.6","0.12","","0","20","","","0","0","0","0","4","20","","","4","20"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00175","","","","","","0","0","2","2","10","0","","","","","","","3","2","7","0","0","1.9","0","1.9","0","","","","0","0","0","0","0","0","0.95","0.19","","0","20","","","0","0","0","0","6.333333333","31.66666667","","","6.333333333","31.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00176","","","","","","0","0","4","4","10","0","","","","","","","4","2","6","0","0","2.2","0","2.2","0","","","","0","0","0","0","0","0","0.55","0.22","","0","40","","","0","0","0","0","7.333333333","18.33333333","","","7.333333333","18.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00177","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00178","","","","","","4","6","9","9","10","3","","1","1","1","4","5","6","2","5","1.1","0.3","7.1","1.4","8.5","10","0.275","0.05","0.14","1.111111111","1","0.444444444","0.4","0.155555556","0.14","0.788888889","0.71","40","16.47058824","90","","","3.666666667","4.074074074","4.666666667","5.185185185","23.66666667","26.2962963","","","28.33333333","31.48148148"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00179","","","","","","0","9","2","2","10","1","","1","1","2","2","2","5","1","5","0","0.4","3","0.4","3.4","9","","0.044444444","0.044444444","4.5","0.9","0","0","0.2","0.04","1.5","0.3","0","11.76470588","20","","","0","0","1.333333333","6.666666667","10","50","","","11.33333333","56.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00018","","","","","","11","59","10","10","10","9","","1","2","2","6","6","7","1","6","1.8","3.2","5","5","10","70","0.163636364","0.054237288","0.071428571","7","7","1.1","1.1","0.5","0.5","0.5","0.5","15.71428571","50","100","","","6","6","16.66666667","16.66666667","16.66666667","16.66666667","","","33.33333333","33.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00180","","","","","","0","0","10","10","10","0","","","","","","","6","2","5","0","0","5.4","0","5.4","0","","","","0","0","0","0","0","0","0.54","0.54","","0","100","","","0","0","0","0","18","18","","","18","18"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00181","","","","","","0","0","9","9","10","0","","","","","","","6","1","5","0","0","4.2","0","4.2","0","","","","0","0","0","0","0","0","0.466666667","0.42","","0","90","","","0","0","0","0","14","15.55555556","","","14","15.55555556"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00182","","","","","","0","0","4","4","10","0","","","","","","","5","1","5","0","0","3.1","0","3.1","0","","","","0","0","0","0","0","0","0.775","0.31","","0","40","","","0","0","0","0","10.33333333","25.83333333","","","10.33333333","25.83333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00183","","","","","","4","1","5","5","10","1","","1","1","1","2","2","7","1","4","1.25","0.5","6.1","1.75","7.85","5","0.3125","0.5","0.35","1","0.5","0.8","0.4","0.35","0.175","1.22","0.61","80","22.29299363","50","","","4.166666667","8.333333333","5.833333333","11.66666667","20.33333333","40.66666667","","","26.16666667","52.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00184","","","","","","14","17","9","9","10","8","","1","1","1","5","5","5","3","6","1.9","0.6","9.9","2.5","12.4","31","0.135714286","0.035294118","0.080645161","3.444444444","3.1","1.555555556","1.4","0.277777778","0.25","1.1","0.99","45.16129032","20.16129032","90","","","6.333333333","7.037037037","8.333333333","9.259259259","33","36.66666667","","","41.33333333","45.92592593"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00185","","","","17.19","50.67","0","13","8","8","10","3","5","1","1","1","4","3","4","4","6","0","0.4","4.1","0.4","4.5","13","","0.030769231","0.030769231","1.625","1.3","0","0","0.05","0.04","0.5125","0.41","0","8.888888889","80","33.92539964","0.135701599","0","0","1.333333333","1.666666667","13.66666667","17.08333333","0.452338662","0.565423327","15","18.75"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00186","","","","","","7","12","7","7","10","6","","1","1","1","5","4","3","4","7","0.6","0.4","5.1","1","6.1","19","0.085714286","0.033333333","0.052631579","2.714285714","1.9","1","0.7","0.142857143","0.1","0.728571429","0.51","36.84210526","16.39344262","70","","","2","2.857142857","3.333333333","4.761904762","17","24.28571429","","","20.33333333","29.04761905"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00187","","","","","","0","0","4","4","10","0","","","","","","","2","8","8","0","0","2.8","0","2.8","0","","","","0","0","0","0","0","0","0.7","0.28","","0","40","","","0","0","0","0","9.333333333","23.33333333","","","9.333333333","23.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00188","","","","","","0","0","2","2","10","0","","","","","","","6","3","5","0","0","8","0","8","0","","","","0","0","0","0","0","0","4","0.8","","0","20","","","0","0","0","0","26.66666667","133.3333333","","","26.66666667","133.3333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00189","","","","","","5","8","7","7","10","3","","1","1","1","4","5","8","3","3","0.9","0.4","14.1","1.3","15.4","13","0.18","0.05","0.1","1.857142857","1.3","0.714285714","0.5","0.185714286","0.13","2.014285714","1.41","38.46153846","8.441558442","70","","","3","4.285714286","4.333333333","6.19047619","47","67.14285714","","","51.33333333","73.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00019","","","","","","9","23","10","10","10","6","","1","1","1","4","4","7","1","4","1.1","1.1","6.8","2.2","9","32","0.122222222","0.047826087","0.06875","3.2","3.2","0.9","0.9","0.22","0.22","0.68","0.68","28.125","24.44444444","100","","","3.666666667","3.666666667","7.333333333","7.333333333","22.66666667","22.66666667","","","30","30"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00190","","","","","","0","0","10","10","10","0","","","","","","","3","7","8","0","0","3.2","0","3.2","0","","","","0","0","0","0","0","0","0.32","0.32","","0","100","","","0","0","0","0","10.66666667","10.66666667","","","10.66666667","10.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00191","","","","","","0","34","10","10","10","6","","1","1","1","3","3","5","1","5","0","0.9","8.7","0.9","9.6","34","","0.026470588","0.026470588","3.4","3.4","0","0","0.09","0.09","0.87","0.87","0","9.375","100","","","0","0","3","3","29","29","","","32","32"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00192","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00193","","","","16.7","50.39","35","52","10","10","10","10","9","1","1","1","6","6","8","1","3","5.7","1.9","16.2","7.6","23.8","87","0.162857143","0.036538462","0.087356322","8.7","8.7","3.5","3.5","0.76","0.76","1.62","1.62","40.22988506","31.93277311","100","33.14149633","2.518753721","19","19","25.33333333","25.33333333","54","54","8.395845737","8.395845737","79.33333333","79.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00194","","","","","","10","47","4","4","10","4","","1","1","1","5","3","6","3","5","0.9","1.4","6","2.3","8.3","57","0.09","0.029787234","0.040350877","14.25","5.7","2.5","1","0.575","0.23","1.5","0.6","17.54385965","27.71084337","40","","","3","7.5","7.666666667","19.16666667","20","50","","","27.66666667","69.16666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00195","","","","","","0","0","2","2","10","0","","","","","","","1","9","9","0","0","1.1","0","1.1","0","","","","0","0","0","0","0","0","0.55","0.11","","0","20","","","0","0","0","0","3.666666667","18.33333333","","","3.666666667","18.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00196","","","","","","0","0","2","2","10","0","","","","","","","2","9","8","0","0","2","0","2","0","","","","0","0","0","0","0","0","1","0.2","","0","20","","","0","0","0","0","6.666666667","33.33333333","","","6.666666667","33.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00197","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00198","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00199","","","","","","0","4","10","10","10","2","","2","1","1","3","3","7","1","4","0","0.2","4.1","0.2","4.3","4","","0.05","0.05","0.4","0.4","0","0","0.02","0.02","0.41","0.41","0","4.651162791","100","","","0","0","0.666666667","0.666666667","13.66666667","13.66666667","","","14.33333333","14.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00002","","","","","","0","0","6","6","10","0","","","","","","","1","8","9","0","0","0.1","0","0.1","0","","","","0","0","0","0","0","0","0.016666667","0.01","","0","60","","","0","0","0","0","0.333333333","0.555555556","","","0.333333333","0.555555556"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00020","","","","","","0","0","8","8","10","0","","","","","","","2","8","8","0","0","2","0","2","0","","","","0","0","0","0","0","0","0.25","0.2","","0","80","","","0","0","0","0","6.666666667","8.333333333","","","6.666666667","8.333333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00200","","","","","","0","0","10","10","10","0","","","","","","","6","2","5","0","0","6.3","0","6.3","0","","","","0","0","0","0","0","0","0.63","0.63","","0","100","","","0","0","0","0","21","21","","","21","21"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00201","","","","","","0","1","3","3","10","1","","1","1","1","3","3","2","8","8","0","0.1","1.1","0.1","1.2","1","","0.1","0.1","0.333333333","0.1","0","0","0.033333333","0.01","0.366666667","0.11","0","8.333333333","30","","","0","0","0.333333333","1.111111111","3.666666667","12.22222222","","","4","13.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00202","","","","","","3","3","4","4","10","2","","1","1","1","5","5","3","7","7","0.7","0.1","3","0.8","3.8","6","0.233333333","0.033333333","0.133333333","1.5","0.6","0.75","0.3","0.2","0.08","0.75","0.3","50","21.05263158","40","","","2.333333333","5.833333333","2.666666667","6.666666667","10","25","","","12.66666667","31.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00203","","","","14.78","50.15","9","3","7","7","10","6","6","2","1","1","5","5","3","3","7","1.4","0.2","5","1.6","6.6","12","0.155555556","0.066666667","0.133333333","1.714285714","1.2","1.285714286","0.9","0.228571429","0.16","0.714285714","0.5","75","24.24242424","70","29.47158524","0.471545364","4.666666667","6.666666667","5.333333333","7.619047619","16.66666667","23.80952381","1.57181788","2.245454114","22","31.42857143"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00204","","","","","","0","0","9","9","10","0","","","","","","","5","2","5","0","0","10.4","0","10.4","0","","","","0","0","0","0","0","0","1.155555556","1.04","","0","90","","","0","0","0","0","34.66666667","38.51851852","","","34.66666667","38.51851852"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00205","","","","","","0","0","10","10","10","0","","","","","","","5","3","5","0","0","3.9","0","3.9","0","","","","0","0","0","0","0","0","0.39","0.39","","0","100","","","0","0","0","0","13","13","","","13","13"
