"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2015KMD-AT02","","","","","","","","","GHP2015KMD-AT02-00001","","","","2","1.726099014","0.97498101","19","2","50.9","1.923709989","3.334120035","1","29","40","30","30","30","29","4","9","3.11087203","1","67.91704559","4","37.3280943","7","1","2","7.621772766","5","4","6","5.4","1.3","12.2","6.7","18.9","69","0.186206897","0.0325","0.097101449","2.3","2.3","0.966666667","0.966666667","0.223333333","0.223333333","0.406666667","0.406666667","42.02898551","35.44973545","100","2.500982318","6","6","7.444444444","7.444444444","13.55555556","13.55555556","2.778869243","2.778869243","21","21"
"","","GHP2015KMD-AT02","","","","","","","","","GHP2015KMD-AT02-00010","","","","1","1.726490021","1.088780046","21.9","2","50.5","1.725448012","3.329638004","1","38","63","30","30","30","30","5","3","3.575602055","1","70.83096313","5","43.36633663","4","2","4","4.578928947","6","1","3","4.5","2.3","11.6","6.8","18.4","101","0.118421053","0.036507937","0.067326733","3.366666667","3.366666667","1.266666667","1.266666667","0.226666667","0.226666667","0.386666667","0.386666667","37.62376238","36.95652174","100","2.948910891","5","5","7.555555556","7.555555556","12.88888889","12.88888889","3.276567657","3.276567657","20.44444444","20.44444444"
"","","GHP2015KMD-AT02","","","","","","","","","GHP2015KMD-AT02-00011","","","","1","2.026995897","1.164437056","17.8","3","50.3","1.551385045","2.921123981","1","36","23","30","28","30","28","4","9","3.86045289","1","65.14516449","5","35.38767396","6","1","2","11.22540855","6","1","3","6.1","0.9","14.8","7","21.8","59","0.169444444","0.039130435","0.118644068","2.107142857","1.966666667","1.285714286","1.2","0.25","0.233333333","0.528571429","0.493333333","61.01694915","32.11009174","93.33333333","2.477137177","6.777777778","7.261904762","7.777777778","8.333333333","16.44444444","17.61904762","2.752374641","2.94897283","24.22222222","25.95238095"
"","","GHP2015KMD-AT02","","","","","","","","","GHP2015KMD-AT02-00012","","","","1","1.706828952","1.004029036","21.9","","50.4","1.768167973","3.059976101","1","24","120","30","30","30","30","","","3.692203999","1","71.21691895","5","43.45238095","4","3","","2.684371948","5","1","4","2.7","4.5","14.4","7.2","21.6","144","0.1125","0.0375","0.05","4.8","4.8","0.8","0.8","0.24","0.24","0.48","0.48","16.66666667","33.33333333","100","3.128571429","3","3","8","8","16","16","3.476190476","3.476190476","24","24"
"","","GHP2015KMD-AT02","","","","","","","","","GHP2015KMD-AT02-00013","","","","1","1.995113015","0.835879982","13","2","50.6","8.262114525","11.1747036","1","65","40","30","30","30","30","8","5","2.864779949","1","51.97553253","3","25.6916996","6","1","4","10.30052853","4","1","3","8.6","1.3","6.4","9.9","16.3","105","0.132307692","0.0325","0.094285714","3.5","3.5","2.166666667","2.166666667","0.33","0.33","0.213333333","0.213333333","61.9047619","60.73619632","100","2.543478261","9.555555556","9.555555556","11","11","7.111111111","7.111111111","2.826086957","2.826086957","18.11111111","18.11111111"
"","","GHP2015KMD-AT02","","","","","","","","","GHP2015KMD-AT02-00014","","","","2","1.840692997","1.128195047","16.5","2","50.6","3.009759903","4.846313","1","36","52","30","30","30","30","6","5","2.845293045","1","65.21659088","3","32.60869565","5","2","2","7.602707863","3","3","4","5","1.8","5.2","6.8","12","88","0.138888889","0.034615385","0.077272727","2.933333333","2.933333333","1.2","1.2","0.226666667","0.226666667","0.173333333","0.173333333","40.90909091","56.66666667","100","2.217391304","5.555555556","5.555555556","7.555555556","7.555555556","5.777777778","5.777777778","2.463768116","2.463768116","13.33333333","13.33333333"
"","","GHP2015KMD-AT02","","","","","","","","","GHP2015KMD-AT02-00015","","","","2","1.579637051","0.821883023","16.3","2","50.8","6.043086052","8.516817093","1","40","42","30","28","30","28","5","7","2.352293015","2","63.59308243","1","32.08661417","6","2","4","5.163888931","3","1","4","5.1","1.4","5.2","6.5","11.7","82","0.1275","0.033333333","0.079268293","2.928571429","2.733333333","1.428571429","1.333333333","0.232142857","0.216666667","0.185714286","0.173333333","48.7804878","55.55555556","93.33333333","2.085629921","5.666666667","6.071428571","7.222222222","7.738095238","5.777777778","6.19047619","2.317366579","2.482892763","13","13.92857143"
"","","GHP2015KMD-AT02","","","","","","","","","GHP2015KMD-AT02-00016","","","","2","1.52244401","0.872035027","17.2","2","50.6","2.659079075","3.990109921","1","57","30","30","30","30","30","5","3","2.76256609","1","69.39458466","2","33.99209486","6","2","2","5.398989201","4","3","3","6.6","0.9","6.2","7.5","13.7","87","0.115789474","0.03","0.086206897","2.9","2.9","1.9","1.9","0.25","0.25","0.206666667","0.206666667","65.51724138","54.74452555","100","2.549407115","7.333333333","7.333333333","8.333333333","8.333333333","6.888888889","6.888888889","2.832674572","2.832674572","15.22222222","15.22222222"
"","","GHP2015KMD-AT02","","","","","","","","","GHP2015KMD-AT02-00017","","","","1","1.689502954","0.91148603","18","2","50.2","2.200440884","3.700304985","1","30","46","30","29","30","26","4","9","3.279196024","2","66.98351288","4","35.85657371","5","1","2","8.164226532","5","3","5","3.6","1.6","5.6","5.2","10.8","76","0.12","0.034782609","0.068421053","2.620689655","2.533333333","1.034482759","1","0.179310345","0.173333333","0.193103448","0.186666667","39.47368421","48.14814815","96.66666667","1.864541833","4","4.137931034","5.777777778","5.977011494","6.222222222","6.436781609","2.071713147","2.143151532","12","12.4137931"
"","","GHP2015KMD-AT02","","","","","","","","","GHP2015KMD-AT02-00018","","","","2","1.439813972","0.821886003","18.7","2","50","2.610294104","4.285737991","1","20","22","29","21","30","21","5","3","3.190383911","2","70.03626251","3","37.4","4","2","3","4.098777771","3","3","4","2.2","0.9","8.5","3.1","11.6","42","0.11","0.040909091","0.073809524","2","1.4","0.952380952","0.666666667","0.147619048","0.103333333","0.404761905","0.283333333","47.61904762","26.72413793","70","1.1594","2.444444444","3.492063492","3.444444444","4.920634921","9.444444444","13.49206349","1.288222222","1.84031746","12.88888889","18.41269841"
