"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00037","","","","5","16.1873856","2.338949","1.172009","2.9652829","4.683218","1","8","24","28","22","30","12","6","5","5.6741052","3","59.4138031","31.25872731","2","3","13.0797644","5","2","3","0.66","0.78","1.52","1.44","2.96","32","0.0825","0.0325","0.045","1.454545455","1.066666667","0.363636364","0.266666667","0.065454545","0.048","0.069090909","0.050666667","25","48.64864865","73.33333333","0.450125673","0.733333333","1","1.6","2.181818182","1.688888889","2.303030303","0.500139637","0.682008596","3.288888889","4.484848485"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00038","","","","3","39.6337166","2.0134881","0.903591","1.172243","2.6652229","1","5","9","17","15","30","7","9","9","4.9325218","1","65.9214554","42.50099721","1","4","17.7133179","8","1","1","0.38","0.32","0.24","0.7","0.94","14","0.076","0.035555556","0.05","0.933333333","0.466666667","0.333333333","0.166666667","0.046666667","0.023333333","0.016","0.008","35.71428571","74.46808511","50","0.29750698","0.422222222","0.844444444","0.777777778","1.555555556","0.266666667","0.533333333","0.330563312","0.661126623","1.044444444","2.088888889"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00039","","","","5","36.4941025","2.1468871","1.370348","3.2237461","5.2926631","1","7","41","26","20","30","20","7","6","3.838062","3","53.5820923","27.86365438","3","4","20.1582985","7","1","1","0.8","1.24","0.74","2.04","2.78","48","0.114285714","0.030243902","0.0425","2.4","1.6","0.35","0.233333333","0.102","0.068","0.037","0.024666667","14.58333333","73.38129496","66.66666667","0.568418549","0.888888889","1.333333333","2.266666667","3.4","0.822222222","1.233333333","0.631576166","0.947364249","3.088888889","4.633333333"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00004","","","","7","","","","","","1","0","2","17","7","30","1","","","","1","","","3","7","","7","1","1","0","0.18","1.72","0.18","1.9","2","","0.09","0.09","0.285714286","0.066666667","0","0","0.025714286","0.006","0.245714286","0.057333333","0","9.473684211","23.33333333","","0","0","0.2","0.857142857","1.911111111","8.19047619","","","2.111111111","9.047619048"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00040","","","","1","","","","","","1","0","3","19","14","30","3","","","","1","","","9","9","","8","1","1","0","0.12","0.5","0.12","0.62","3","","0.04","0.04","0.214285714","0.1","0","0","0.008571429","0.004","0.035714286","0.016666667","0","19.35483871","46.66666667","","0","0","0.133333333","0.285714286","0.555555556","1.19047619","","","0.688888889","1.476190476"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00041","","","","5","26.159462","2.0759881","1.171926","1.0680979","2.109159","1","8","17","23","19","30","16","7","6","5.1166968","3","57.0947189","30.09516257","2","5","21.4141941","8","1","1","0.7","0.44","0.3","1.14","1.44","25","0.0875","0.025882353","0.0456","1.315789474","0.833333333","0.421052632","0.266666667","0.06","0.038","0.015789474","0.01","32","79.16666667","63.33333333","0.343084853","0.777777778","1.228070175","1.266666667","2","0.333333333","0.526315789","0.381205393","0.601903251","1.6","2.526315789"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00042","","","","5","","","","","","1","0","5","26","17","30","4","","","","3","","","2","7","","7","1","1","0","0.24","0.92","0.24","1.16","5","","0.048","0.048","0.294117647","0.166666667","0","0","0.014117647","0.008","0.054117647","0.030666667","0","20.68965517","56.66666667","","0","0","0.266666667","0.470588235","1.022222222","1.803921569","","","1.288888889","2.274509804"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00043","","","","5","0","1.9578561","1.056258","0.837497","1.615824","1","3","10","22","17","30","6","2","6","5.2347341","3","66.5442505","37.76512176","2","3","12.7322836","7","3","1","0.52","0.34","0.42","0.86","1.28","13","0.173333333","0.034","0.066153846","0.764705882","0.433333333","0.176470588","0.1","0.050588235","0.028666667","0.024705882","0.014","23.07692308","67.1875","56.66666667","0.324780047","0.577777778","1.019607843","0.955555556","1.68627451","0.466666667","0.823529412","0.360866719","0.636823622","1.422222222","2.509803922"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00044","","","","5","39.7878189","2.152456","1.0699641","0.405455","2.0252631","1","3","5","27","14","30","3","9","9","5.2461171","2","67.1499939","40.32708416","1","4","17.4816666","7","1","1","0.24","0.16","0.4","0.4","0.8","8","0.08","0.032","0.05","0.571428571","0.266666667","0.214285714","0.1","0.028571429","0.013333333","0.028571429","0.013333333","37.5","50","46.66666667","0.161308337","0.266666667","0.571428571","0.444444444","0.952380952","0.444444444","0.952380952","0.179231485","0.384067468","0.888888889","1.904761905"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00045","","","","3","0","1.662504","1.021934","0.609927","1.626819","1","17","16","30","26","30","18","4","9","4.2270741","3","67.8483734","37.13432836","4","3","12.9465599","6","1","1","2.54","0.56","1.72","3.1","4.82","33","0.149411765","0.035","0.093939394","1.269230769","1.1","0.653846154","0.566666667","0.119230769","0.103333333","0.066153846","0.057333333","51.51515152","64.3153527","86.66666667","1.151164179","2.822222222","3.256410256","3.444444444","3.974358974","1.911111111","2.205128205","1.27907131","1.475851512","5.355555556","6.179487179"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00046","","","","2","0","2.107223","1.031297","0.668375","1.460719","1","4","6","25","21","30","9","5","3","6.4182758","1","70.1544113","39.36044216","3","4","13.1781549","7","1","1","0.45","0.36","1.42","0.81","2.23","10","0.1125","0.06","0.081","0.476190476","0.333333333","0.19047619","0.133333333","0.038571429","0.027","0.067619048","0.047333333","40","36.32286996","70","0.318819581","0.5","0.714285714","0.9","1.285714286","1.577777778","2.253968254","0.354243979","0.506062828","2.477777778","3.53968254"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00047","","","","5","0","1.802058","1.071066","0.816126","1.797377","2","21","26","30","30","30","27","4","4","4.8749051","4","70.8682404","35.50566263","3","3","9.7483511","7","1","1","2.88","1.04","1.16","3.92","5.08","47","0.137142857","0.04","0.083404255","1.566666667","1.566666667","0.7","0.7","0.130666667","0.130666667","0.038666667","0.038666667","44.68085106","77.16535433","100","1.391821975","3.2","3.2","4.355555556","4.355555556","1.288888889","1.288888889","1.546468861","1.546468861","5.644444444","5.644444444"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00048","","","","2","4.8769093","2.5539851","1.393538","0.869326","1.754341","1","12","20","30","27","30","12","4","9","6.1279411","2","64.9942856","40.98750744","3","3","14.5666647","7","1","2","1.34","0.86","3.62","2.2","5.82","32","0.111666667","0.043","0.06875","1.185185185","1.066666667","0.444444444","0.4","0.081481481","0.073333333","0.134074074","0.120666667","37.5","37.80068729","90","0.901725164","1.488888889","1.654320988","2.444444444","2.716049383","4.022222222","4.469135802","1.001916849","1.113240943","6.466666667","7.185185185"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00049","","","","2","8.0363026","2.253742","1.565004","0.390448","1.2739511","1","11","16","29","27","30","14","6","3","5.3539119","5","63.9921341","37.45541023","3","3","14.626194","7","1","1","1.48","0.8","5.98","2.28","8.26","27","0.134545455","0.05","0.084444444","1","0.9","0.407407407","0.366666667","0.084444444","0.076","0.221481481","0.199333333","40.74074074","27.60290557","90","0.853983353","1.644444444","1.827160494","2.533333333","2.814814815","6.644444444","7.382716049","0.948870392","1.054300436","9.177777778","10.19753086"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00005","","","","5","","","","","","1","0","2","21","10","30","2","","","","1","","","7","7","","7","2","3","0","0.12","3.68","0.12","3.8","2","","0.06","0.06","0.2","0.066666667","0","0","0.012","0.004","0.368","0.122666667","0","3.157894737","33.33333333","","0","0","0.133333333","0.4","4.088888889","12.26666667","","","4.222222222","12.66666667"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00050","","","","3","26.3419228","2.353641","1.213684","2.9862881","4.5134001","1","12","24","30","27","30","15","7","5","4.9795341","3","56.7844124","31.26491647","2","3","18.1616707","8","1","1","1.32","1.68","1.62","3","4.62","36","0.11","0.07","0.083333333","1.333333333","1.2","0.444444444","0.4","0.111111111","0.1","0.06","0.054","33.33333333","64.93506494","90","0.937947494","1.466666667","1.62962963","3.333333333","3.703703704","1.8","2","1.042163882","1.157959869","5.133333333","5.703703704"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00051","","","","1","","","","","","1","0","2","15","9","15","1","","","","1","","","1","8","","8","3","1","0","0.12","1.08","0.12","1.2","2","","0.06","0.06","0.222222222","0.133333333","0","0","0.013333333","0.008","0.12","0.072","0","10","60","","0","0","0.266666667","0.444444444","2.4","4","","","2.666666667","4.444444444"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00052","","","","1","","","","","","1","0","8","30","19","30","5","","","","1","","","9","9","","6","3","1","0","0.18","1.06","0.18","1.24","8","","0.0225","0.0225","0.421052632","0.266666667","0","0","0.009473684","0.006","0.055789474","0.035333333","0","14.51612903","63.33333333","","0","0","0.2","0.315789474","1.177777778","1.859649123","","","1.377777778","2.175438596"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00053","","","","3","6.2432079","1.929476","0.918987","0.919024","1.624572","1","3","9","26","17","30","7","6","5","3.851341","2","66.3610153","37.31522173","1","5","13.0446892","6","1","1","0.26","0.4","0.9","0.66","1.56","12","0.086666667","0.044444444","0.055","0.705882353","0.4","0.176470588","0.1","0.038823529","0.022","0.052941176","0.03","25","42.30769231","56.66666667","0.246280463","0.288888889","0.509803922","0.733333333","1.294117647","1","1.764705882","0.273644959","0.482902869","1.733333333","3.058823529"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00054","","","","5","0","1.560001","0.890095","1.683416","3.095737","1","14","16","24","18","30","14","2","9","3.3278921","2","72.7669296","38.90757966","2","3","10.1133337","8","1","1","2.22","0.78","2.02","3","5.02","30","0.158571429","0.04875","0.1","1.666666667","1","0.777777778","0.466666667","0.166666667","0.1","0.112222222","0.067333333","46.66666667","59.76095618","60","1.16722739","2.466666667","4.111111111","3.333333333","5.555555556","2.244444444","3.740740741","1.296919322","2.161532203","5.577777778","9.296296296"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00055","","","","9","","","","","","","0","0","15","12","30","0","","","","","","","","","","7","1","1","0","0","0.4","0","0.4","0","","","","0","0","0","0","0","0","0.033333333","0.013333333","","0","40","","0","0","0","0","0.444444444","1.111111111","","","0.444444444","1.111111111"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00056","","","","3","","","","","","","0","0","12","7","30","0","","","","","","","","","","8","1","1","0","0","0.2","0","0.2","0","","","","0","0","0","0","0","0","0.028571429","0.006666667","","0","23.33333333","","0","0","0","0","0.222222222","0.952380952","","","0.222222222","0.952380952"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00057","","","","3","","","","","","1","1","5","15","12","30","5","","","","1","","","5","7","","7","1","1","0.14","0.22","0.98","0.36","1.34","6","0.14","0.044","0.06","0.5","0.2","0.083333333","0.033333333","0.03","0.012","0.081666667","0.032666667","16.66666667","26.86567164","40","","0.155555556","0.388888889","0.4","1","1.088888889","2.722222222","","","1.488888889","3.722222222"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00058","","","","1","","","","","","","0","0","7","2","30","0","","","","","","","","","","5","1","1","0","0","0.8","0","0.8","0","","","","0","0","0","0","0","0","0.4","0.026666667","","0","6.666666667","","0","0","0","0","0.888888889","13.33333333","","","0.888888889","13.33333333"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00059","","","","3","","","","","","1","2","5","22","10","30","5","","","","2","","","3","7","","7","1","1","0.18","0.16","1","0.34","1.34","7","0.09","0.032","0.048571429","0.7","0.233333333","0.2","0.066666667","0.034","0.011333333","0.1","0.033333333","28.57142857","25.37313433","33.33333333","","0.2","0.6","0.377777778","1.133333333","1.111111111","3.333333333","","","1.488888889","4.466666667"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00006","","","","3","4.1888103","1.796192","0.953348","1.202248","2.085711","1","27","48","30","30","30","30","6","5","3.562958","3","66.336792","33.21428571","2","3","12.6930866","7","1","1","2.76","1.6","4.76","4.36","9.12","75","0.102222222","0.033333333","0.058133333","2.5","2.5","0.9","0.9","0.145333333","0.145333333","0.158666667","0.158666667","36","47.80701754","100","1.448142857","3.066666667","3.066666667","4.844444444","4.844444444","5.288888889","5.288888889","1.609047619","1.609047619","10.13333333","10.13333333"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00060","","","","1","0","1.844519","1.249139","0.474512","1.504041","1","6","4","26","20","30","7","3","2","5.4173431","1","66.3244553","41.17065454","5","4","11.5355587","7","1","1","0.66","0.18","4.86","0.84","5.7","10","0.11","0.045","0.084","0.5","0.333333333","0.3","0.2","0.042","0.028","0.243","0.162","60","14.73684211","66.66666667","0.345833498","0.733333333","1.1","0.933333333","1.4","5.4","8.1","0.384259442","0.576389164","6.333333333","9.5"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00061","","","","3","0","1.838395","1.004573","1.626737","2.871886","1","40","40","30","27","30","24","2","4","5.0087199","3","68.3813629","40.45831687","5","2","11.2305746","6","1","2","7.04","1.48","4","8.52","12.52","80","0.176","0.037","0.1065","2.962962963","2.666666667","1.481481481","1.333333333","0.315555556","0.284","0.148148148","0.133333333","50","68.05111821","90","3.447048597","7.822222222","8.691358025","9.466666667","10.51851852","4.444444444","4.938271605","3.830053997","4.255615552","13.91111111","15.45679012"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00062","","","","2","0","1.930871","1.20127","0","0.623394","1","13","20","30","22","30","19","2","7","5.9775658","3","72.2407227","39.74461293","2","1","10.4838362","8","2","2","2.84","1.08","9.52","3.92","13.44","33","0.218461538","0.054","0.118787879","1.5","1.1","0.590909091","0.433333333","0.178181818","0.130666667","0.432727273","0.317333333","39.39393939","29.16666667","73.33333333","1.557988827","3.155555556","4.303030303","4.355555556","5.939393939","10.57777778","14.42424242","1.731098697","2.360589132","14.93333333","20.36363636"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00063","","","","3","0","1.814364","0.990677","1.856771","3.218816","1","52","27","29","23","30","22","3","7","3.9346681","2","69.1357498","38.80039331","1","2","11.8250303","7","1","1","8.76","1.14","4.54","9.9","14.44","79","0.168461538","0.042222222","0.125316456","3.434782609","2.633333333","2.260869565","1.733333333","0.430434783","0.33","0.197391304","0.151333333","65.82278481","68.55955679","76.66666667","3.841238938","9.733333333","12.69565217","11","14.34782609","5.044444444","6.579710145","4.268043264","5.567012953","16.04444444","20.92753623"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00064","","","","2","0","1.732162","1.0733711","0.6914","1.2188179","1","9","12","27","19","30","13","5","7","5.442677","2","68.5152054","39.92403039","7","3","10.7612457","7","1","1","1.14","0.46","2.08","1.6","3.68","21","0.126666667","0.038333333","0.076190476","1.105263158","0.7","0.473684211","0.3","0.084210526","0.053333333","0.109473684","0.069333333","42.85714286","43.47826087","63.33333333","0.638784486","1.266666667","2","1.777777778","2.807017544","2.311111111","3.649122807","0.70976054","1.120674537","4.088888889","6.456140351"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00065","","","","3","0","1.987816","1.117965","0.600966","1.139899","1","26","10","30","24","30","22","4","8","5.4427471","2","69.1791","41.27330424","3","2","13.1092548","7","1","1","5.04","0.42","2.16","5.46","7.62","36","0.193846154","0.042","0.151666667","1.5","1.2","1.083333333","0.866666667","0.2275","0.182","0.09","0.072","72.22222222","71.65354331","80","2.253522412","5.6","7","6.066666667","7.583333333","2.4","3","2.503913791","3.129892238","8.466666667","10.58333333"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00066","","","","5","5.8856983","2.202971","1.183414","1.222295","2.4975929","1","53","37","30","29","30","29","6","7","4.2714","5","62.116848","30.58800238","3","2","17.7256355","7","2","1","11.52","1.92","2.78","13.44","16.22","90","0.217358491","0.051891892","0.149333333","3.103448276","3","1.827586207","1.766666667","0.463448276","0.448","0.095862069","0.092666667","58.88888889","82.86066584","96.66666667","4.11102752","12.8","13.24137931","14.93333333","15.44827586","3.088888889","3.195402299","4.567808355","4.725318988","18.02222222","18.64367816"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00067","","","","3","0","1.768968","1.0862139","0.731272","1.552726","1","39","20","30","28","30","27","2","6","3.9578209","2","70.365097","33.89255043","2","1","9.9685192","7","1","1","7.3","1.16","4.36","8.46","12.82","59","0.187179487","0.058","0.143389831","2.107142857","1.966666667","1.392857143","1.3","0.302142857","0.282","0.155714286","0.145333333","66.10169492","65.99063963","93.33333333","2.867309766","8.111111111","8.69047619","9.4","10.07142857","4.844444444","5.19047619","3.18589974","3.413464008","14.24444444","15.26190476"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00068","","","","5","28.8549347","1.811868","0.954343","4.003984","5.8375759","1","48","65","30","30","30","30","7","4","3.896404","4","54.0347977","28.67954591","5","2","19.0949898","6","1","1","8.14","3.11","2.76","11.25","14.01","113","0.169583333","0.047846154","0.099557522","3.766666667","3.766666667","1.6","1.6","0.375","0.375","0.092","0.092","42.47787611","80.29978587","100","3.226448915","9.044444444","9.044444444","12.5","12.5","3.066666667","3.066666667","3.584943239","3.584943239","15.56666667","15.56666667"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00069","","","","5","0.5817356","1.767953","1.075897","2.0777409","3.5129991","1","16","18","25","15","30","15","3","6","4.1799068","3","66.4436951","30.89398734","3","3","12.0793667","7","3","1","2.12","0.6","2.66","2.72","5.38","34","0.1325","0.033333333","0.08","2.266666667","1.133333333","1.066666667","0.533333333","0.181333333","0.090666667","0.177333333","0.088666667","47.05882353","50.55762082","50","0.840316456","2.355555556","4.711111111","3.022222222","6.044444444","2.955555556","5.911111111","0.933684951","1.867369901","5.977777778","11.95555556"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00007","","","","3","","","","","","1","4","17","30","23","30","13","","","","1","","","4","3","","7","1","1","0.6","0.36","0.4","0.96","1.36","21","0.15","0.021176471","0.045714286","0.913043478","0.7","0.173913043","0.133333333","0.04173913","0.032","0.017391304","0.013333333","19.04761905","70.58823529","76.66666667","","0.666666667","0.869565217","1.066666667","1.391304348","0.444444444","0.579710145","","","1.511111111","1.971014493"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00070","","","","5","25.5004997","2.429503","1.443849","1.242689","3.017101","1","46","45","27","24","30","24","6","5","4.4305019","3","56.3241615","31.03380115","3","1","19.6715679","6","1","1","6.6","1.94","3.42","8.54","11.96","91","0.143478261","0.043111111","0.093846154","3.791666667","3.033333333","1.916666667","1.533333333","0.355833333","0.284666667","0.1425","0.114","50.54945055","71.40468227","80","2.650286618","7.333333333","9.166666667","9.488888889","11.86111111","3.8","4.75","2.944762909","3.680953636","13.28888889","16.61111111"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00071","","","","3","0.3522778","1.735569","0.944887","1.642633","2.9295421","1","19","36","30","27","30","24","3","8","3.708065","1","68.1352844","35.88223671","1","3","13.0684748","7","1","2","2.26","1.38","3.2","3.64","6.84","55","0.118947368","0.038333333","0.066181818","2.037037037","1.833333333","0.703703704","0.633333333","0.134814815","0.121333333","0.118518519","0.106666667","34.54545455","53.21637427","90","1.306113416","2.511111111","2.790123457","4.044444444","4.49382716","3.555555556","3.950617284","1.451237129","1.612485699","7.6","8.444444444"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00072","","","","3","0","1.493341","0.884507","1.286257","2.549144","1","19","46","30","28","30","27","5","5","3.1164761","3","71.1684647","37.12210444","3","3","11.8498573","7","1","1","2.92","1.58","2.26","4.5","6.76","65","0.153684211","0.034347826","0.069230769","2.321428571","2.166666667","0.678571429","0.633333333","0.160714286","0.15","0.080714286","0.075333333","29.23076923","66.56804734","93.33333333","1.6704947","3.244444444","3.476190476","5","5.357142857","2.511111111","2.69047619","1.856105222","1.988684166","7.511111111","8.047619048"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00073","","","","2","0","1.549755","0.857934","1.4353859","2.240679","1","36","32","30","30","30","29","4","4","3.3287909","2","69.73703","33.28704622","5","3","11.1830206","7","1","1","3.52","1.32","1.38","4.84","6.22","68","0.097777778","0.04125","0.071176471","2.266666667","2.266666667","1.2","1.2","0.161333333","0.161333333","0.046","0.046","52.94117647","77.81350482","100","1.611093037","3.911111111","3.911111111","5.377777778","5.377777778","1.533333333","1.533333333","1.790103374","1.790103374","6.911111111","6.911111111"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00074","","","","5","","","","","","1","0","6","17","16","30","4","","","","1","","","9","9","","7","3","1","0","0.16","1.26","0.16","1.42","6","","0.026666667","0.026666667","0.375","0.2","0","0","0.01","0.005333333","0.07875","0.042","0","11.26760563","53.33333333","","0","0","0.177777778","0.333333333","1.4","2.625","","","1.577777778","2.958333333"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00075","","","","1","","","","","","1","0","4","16","12","30","3","","","","1","","","1","9","","6","3","1","0","0.14","0.86","0.14","1","4","","0.035","0.035","0.333333333","0.133333333","0","0","0.011666667","0.004666667","0.071666667","0.028666667","0","14","40","","0","0","0.155555556","0.388888889","0.955555556","2.388888889","","","1.111111111","2.777777778"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00076","","","","3","21.4546013","1.9556611","0.896249","5.2067752","7.546525","1","5","14","14","12","15","8","7","5","3.523247","3","59.3582954","28.45592585","1","5","10.6749687","5","2","3","0.5","0.4","0.52","0.9","1.42","19","0.1","0.028571429","0.047368421","1.583333333","1.266666667","0.416666667","0.333333333","0.075","0.06","0.043333333","0.034666667","26.31578947","63.38028169","80","0.256103333","1.111111111","1.388888889","2","2.5","1.155555556","1.444444444","0.569118517","0.711398146","3.155555556","3.944444444"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00008","","","","3","0","1.450761","0.816331","1.348413","2.5408771","1","37","15","30","30","30","30","4","8","3.5606","2","67.8800583","37.82719937","5","2","13.9519262","7","3","1","6.32","0.64","5.14","6.96","12.1","52","0.170810811","0.042666667","0.133846154","1.733333333","1.733333333","1.233333333","1.233333333","0.232","0.232","0.171333333","0.171333333","71.15384615","57.52066116","100","2.632773076","7.022222222","7.022222222","7.733333333","7.733333333","5.711111111","5.711111111","2.925303418","2.925303418","13.44444444","13.44444444"
"","","GHP2018NYK-ST01","","","","","","","","","GHP2018NYK-ST01-00009","","","","7","0","1.484151","0.814649","3.410289","5.2181792","1","54","35","30","30","30","30","2","8","3.2286341","4","69.2924576","41.0073369","3","3","10.0452604","8","1","1","8.26","1.32","3.4","9.58","12.98","89","0.152962963","0.037714286","0.107640449","2.966666667","2.966666667","1.8","1.8","0.319333333","0.319333333","0.113333333","0.113333333","60.6741573","73.80585516","100","3.928502875","9.177777778","9.177777778","10.64444444","10.64444444","3.777777778","3.777777778","4.365003194","4.365003194","14.42222222","14.42222222"
